id,cem011_prgrm,cem301_attendees_total,month,year,cem009_country
,LGR,12,7,2014,1
,LGR,15,7,2014,1
,LGR,11,7,2014,1
,LGR,11,7,2014,1
,LGR,13,7,2014,1
,LGR,15,7,2014,1
,LGR,11,7,2014,1
,LGR,15,7,2014,1
,LGR,16,7,2014,1
,LGR,13,7,2014,1
,LGR,14,7,2014,1
,LGR,12,7,2014,1
,LGR,13,7,2014,1
,LGR,20,7,2014,1
,LGR,10,7,2014,1
,LGR,12,6,2014,1
,LGR,17,6,2014,1
,LGR,13,6,2014,1
,LGR,14,6,2014,1
,LGR,12,6,2014,1
,LGR,21,6,2014,1
,LGR,14,6,2014,1
,LGR,20,6,2014,1
,LGR,12,6,2014,1
,LGR,14,6,2014,1
,LGR,21,6,2014,1
,LGR,15,6,2014,1
,RNG,17,6,2014,1
,RNG,20,6,2014,1
,RNG,14,6,2014,1
,RNG,19,6,2014,1
,RNG,19,6,2014,1
,RNG,21,6,2014,1
,RNG,15,6,2014,1
,RNG,14,6,2014,1
,RNG,23,6,2014,1
,RNG,20,6,2014,1
,RNG,17,6,2014,1
,RNG,19,6,2014,1
,RNG,22,6,2014,1
,RNG,19,6,2014,1
,RNG,28,7,2014,1
,RNG,18,7,2014,1
,RNG,19,7,2014,1
,RNG,22,6,2014,1
,RNG,17,7,2014,1
,RNG,22,7,2014,1
,RNG,31,7,2014,1
,RNG,20,7,2014,1
,RNG,13,7,2014,1
,RNG,26,7,2014,1
,RNG,20,7,2014,1
,RNG,22,7,2014,1
,RNG,23,7,2014,1
,RNG,17,7,2014,1
,RNG,21,7,2014,1
,RNG,21,7,2014,1
,RNG,19,7,2014,1
,RNG,18,7,2014,1
,RNG,13,7,2014,1
,RNG,19,7,2014,1
,RNG,21,7,2014,1
,RNG,22,7,2014,1
,RNG,17,7,2014,1
,RNG,25,7,2014,1
,RNG,24,7,2014,1
,RNG,24,7,2014,1
,RNG,21,7,2014,1
,RNG,17,7,2014,1
,RNG,17,7,2014,1
,RNG,18,7,2014,1
,RNG,20,7,2014,1
,RNG,23,7,2014,1
,RNG,20,7,2014,1
,RNG,28,6,2014,1
,RNG,41,6,2014,1
,RNG,19,6,2014,1
,RNG,30,6,2014,1
,RNG,14,6,2014,1
,RNG,16,6,2014,1
,RNG,14,6,2014,1
,RNG,35,6,2014,1
,RNG,31,6,2014,1
,RNG,36,6,2014,1
,RNG,25,6,2014,1
,RNG,25,6,2014,1
,RNG,24,6,2014,1
,RNG,19,6,2014,1
,RNG,23,6,2014,1
,RNG,20,6,2014,1
,RNG,25,6,2014,1
,RNG,30,6,2014,1
,RNG,13,6,2014,1
,RNG,19,6,2014,1
,RNG,18,6,2014,1
,RNG,16,6,2014,1
,RNG,11,6,2014,1
,RNG,32,6,2014,1
,RNG,38,6,2014,1
,RNG,15,6,2014,1
,RNG,44,6,2014,1
,RNG,40,6,2014,1
,RNG,21,6,2014,1
,RNG,14,7,2014,1
,RNG,31,7,2014,1
,RNG,51,6,2014,1
,RNG,16,6,2014,1
,RNG,16,7,2014,1
,RNG,16,6,2014,1
,RNG,11,6,2014,1
,RNG,19,6,2014,1
,RNG,15,6,2014,1
,RNG,33,7,2014,1
,RNG,17,7,2014,1
,RNG,15,7,2014,1
,RNG,19,7,2014,1
,RNG,11,7,2014,1
,RNG,13,7,2014,1
,RNG,33,6,2014,1
,RNG,20,6,2014,1
,RNG,18,6,2014,1
,RNG,27,6,2014,1
,RNG,25,6,2014,1
,RNG,19,7,2014,1
,RNG,16,6,2014,1
,RNG,21,6,2014,1
,RNG,18,6,2014,1
,RNG,24,6,2014,1
,RNG,20,6,2014,1
,RNG,19,7,2014,1
,RNG,26,6,2014,1
,RNG,24,6,2014,1
,RNG,18,7,2014,1
,RNG,17,7,2014,1
,RNG,18,6,2014,1
,RNG,15,6,2014,1
,RNG,17,7,2014,1
,RNG,56,6,2014,1
,RNG,17,6,2014,1
,RNG,22,7,2014,1
,RNG,41,7,2014,1
,RNG,15,7,2014,1
,RNG,22,7,2014,1
,RNG,24,7,2014,1
,RNG,21,6,2014,1
,RNG,21,6,2014,1
,RNG,21,6,2014,1
,RNG,17,6,2014,1
,RNG,27,6,2014,1
,RNG,19,6,2014,1
,RNG,18,6,2014,1
,RNG,25,6,2014,1
,RNG,17,6,2014,1
,RNG,28,7,2014,1
,RNG,18,6,2014,1
,RNG,17,6,2014,1
,RNG,21,6,2014,1
,RNG,18,7,2014,1
,RNG,20,7,2014,1
,RNG,16,6,2014,1
,RNG,13,8,2014,1
,RNG,18,6,2014,1
,RNG,16,6,2014,1
,RNG,19,6,2014,1
,RNG,17,6,2014,1
,RNG,21,6,2014,1
,RNG,14,6,2014,1
,RNG,24,6,2014,1
,RNG,18,6,2014,1
,RNG,24,6,2014,1
,RNG,32,6,2014,1
,RNG,23,6,2014,1
,RNG,25,6,2014,1
,RNG,42,6,2014,1
,RNG,21,7,2014,1
,RNG,17,7,2014,1
,RNG,17,7,2014,1
,RNG,25,7,2014,1
,RNG,18,7,2014,1
,RNG,26,6,2014,1
,RNG,27,6,2014,1
,RNG,20,6,2014,1
,RNG,32,6,2014,1
,RNG,28,6,2014,1
,RNG,15,6,2014,1
,RNG,28,6,2014,1
,RNG,18,6,2014,1
,RNG,27,6,2014,1
,RNG,16,6,2014,1
,RNG,18,7,2014,1
,RNG,14,6,2014,1
,RNG,27,6,2014,1
,RNG,26,6,2014,1
,RNG,25,6,2014,1
,RNG,21,6,2014,1
,RNG,22,6,2014,1
,RNG,19,7,2014,1
,RNG,26,7,2014,1
,RNG,22,7,2014,1
,RNG,15,7,2014,1
,RNG,15,7,2014,1
,RNG,19,7,2014,1
,RNG,23,7,2014,1
,RNG,27,7,2014,1
,RNG,24,6,2014,1
,RNG,14,6,2014,1
,RNG,24,6,2014,1
,RNG,14,6,2014,1
,RNG,33,7,2014,1
,RNG,20,6,2014,1
,RNG,31,6,2014,1
,RNG,47,6,2014,1
,RNG,21,6,2014,1
,RNG,21,6,2014,1
,RNG,20,6,2014,1
,RNG,42,6,2014,1
,RNG,32,6,2014,1
,RNG,42,6,2014,1
,RNG,19,6,2014,1
,RNG,14,6,2014,1
,RNG,33,7,2014,1
,RNG,20,7,2014,1
,RNG,13,7,2014,1
,RNG,16,6,2014,1
,RNG,15,6,2014,1
,RNG,17,8,2014,1
,RNG,49,7,2014,1
,RNG,24,7,2014,1
,RNG,14,8,2014,1
,RNG,19,8,2014,1
,RNG,23,6,2014,1
,RNG,21,7,2014,1
,RNG,21,6,2014,1
,RNG,13,7,2014,1
,RNG,23,8,2014,1
,RNG,20,6,2014,1
,RNG,21,6,2014,1
,RNG,13,7,2014,1
,RNG,21,7,2014,1
,RNG,27,7,2014,1
,RNG,47,7,2014,1
,RNG,24,7,2014,1
,RNG,20,7,2014,1
,RNG,43,7,2014,1
,RNG,19,7,2014,1
,RNG,26,7,2014,1
,RNG,22,7,2014,1
,RNG,34,7,2014,1
,RNG,30,6,2014,1
,RNG,15,6,2014,1
,RNG,20,6,2014,1
,RNG,15,6,2014,1
,RNG,21,6,2014,1
,RNG,17,6,2014,1
,RNG,13,7,2014,1
,RNG,20,6,2014,1
,RNG,15,6,2014,1
,RNG,16,6,2014,1
,RNG,30,6,2014,1
,RNG,22,6,2014,1
,RNG,13,6,2014,1
,RNG,32,7,2014,1
,RNG,17,7,2014,1
,RNG,30,6,2014,1
,RNG,16,6,2014,1
,RNG,17,6,2014,1
,RNG,20,6,2014,1
,RNG,18,6,2014,1
,RNG,25,7,2014,1
,RNG,25,7,2014,1
,RNG,17,6,2014,1
,RNG,28,7,2014,1
,RNG,14,7,2014,1
,RNG,18,7,2014,1
,RNG,15,7,2014,1
,RNG,30,7,2014,1
,RNG,18,7,2014,1
,RNG,19,7,2014,1
,RNG,20,7,2014,1
,RNG,26,7,2014,1
,RNG,14,7,2014,1
,RNG,21,7,2014,1
,RNG,17,7,2014,1
,RNG,16,7,2014,1
,RNG,18,7,2014,1
,RNG,13,7,2014,1
,RNG,28,7,2014,1
,RNG,13,7,2014,1
,RNG,18,7,2014,1
,RNG,18,7,2014,1
,RNG,20,7,2014,1
,RNG,20,7,2014,1
,RNG,34,7,2014,1
,RNG,23,7,2014,1
,RNG,19,7,2014,1
,RNG,19,7,2014,1
,RNG,27,7,2014,1
,RNG,30,7,2014,1
,RNG,28,7,2014,1
,RNG,23,7,2014,1
,RNG,25,7,2014,1
,RNG,25,7,2014,1
,RNG,27,7,2014,1
,RNG,19,7,2014,1
,RNG,18,7,2014,1
,RNG,12,7,2014,1
,RNG,19,7,2014,1
,RNG,22,7,2014,1
,RNG,20,7,2014,1
,RNG,23,7,2014,1
,RNG,71,7,2014,1
,RNG,38,7,2014,1
,RNG,17,7,2014,1
,RNG,22,7,2014,1
,RNG,15,7,2014,1
,RNG,24,7,2014,1
,RNG,20,7,2014,1
,RNG,20,7,2014,1
,RNG,26,7,2014,1
,RNG,21,7,2014,1
,RNG,25,7,2014,1
,RNG,20,7,2014,1
,RNG,20,7,2014,1
,RNG,49,7,2014,1
,RNG,20,7,2014,1
,RNG,40,7,2014,1
,RNG,16,7,2014,1
,RNG,53,7,2014,1
,RNG,19,7,2014,1
,RNG,23,7,2014,1
,RNG,22,7,2014,1
,RNG,20,7,2014,1
,RNG,19,7,2014,1
,RNG,24,7,2014,1
,RNG,15,7,2014,1
,RNG,18,7,2014,1
,RNG,26,7,2014,1
,RNG,18,7,2014,1
,RNG,15,7,2014,1
,RNG,19,7,2014,1
,RNG,19,7,2014,1
,RNG,19,7,2014,1
,RNG,42,7,2014,1
,RNG,20,7,2014,1
,RNG,17,7,2014,1
,RNG,21,7,2014,1
,RNG,19,7,2014,1
,RNG,22,6,2014,1
,RNG,21,6,2014,1
,RNG,16,7,2014,1
,RNG,16,7,2014,1
,RNG,17,7,2014,1
,RNG,19,6,2014,1
,RNG,20,6,2014,1
,RNG,19,6,2014,1
,RNG,11,6,2014,1
,RNG,17,6,2014,1
,RNG,19,6,2014,1
,RNG,27,6,2014,1
,RNG,15,6,2014,1
,RNG,17,6,2014,1
,RNG,16,6,2014,1
,RNG,24,6,2014,1
,RNG,18,6,2014,1
,RNG,19,6,2014,1
,RNG,17,6,2014,1
,RNG,16,6,2014,1
,RNG,20,6,2014,1
,RNG,18,6,2014,1
,RNG,23,6,2014,1
,RNG,24,6,2014,1
,RNG,26,6,2014,1
,RNG,27,6,2014,1
,RNG,17,6,2014,1
,RNG,21,6,2014,1
,RNG,31,6,2014,1
,RNG,16,6,2014,1
,RNG,26,6,2014,1
,RNG,16,6,2014,1
,RNG,15,6,2014,1
,RNG,18,6,2014,1
,RNG,19,6,2014,1
,RNG,15,7,2014,1
,RNG,14,6,2014,1
,RNG,18,6,2014,1
,RNG,31,6,2014,1
,RNG,16,6,2014,1
,RNG,26,6,2014,1
,RNG,24,6,2014,1
,RNG,17,7,2014,1
,RNG,22,6,2014,1
,RNG,21,6,2014,1
,RNG,16,6,2014,1
,RNG,30,6,2014,1
,RNG,19,7,2014,1
,RNG,15,6,2014,1
,RNG,26,6,2014,1
,RNG,25,6,2014,1
,RNG,35,6,2014,1
,RNG,23,6,2014,1
,RNG,22,6,2014,1
,RNG,19,7,2014,1
,RNG,18,7,2014,1
,RNG,21,6,2014,1
,RNG,15,6,2014,1
,RNG,21,6,2014,1
,RNG,18,6,2014,1
,RNG,20,6,2014,1
,RNG,19,6,2014,1
,RNG,18,6,2014,1
,RNG,23,7,2014,1
,RNG,30,7,2014,1
,RNG,32,7,2014,1
,RNG,16,7,2014,1
,RNG,20,7,2014,1
,RNG,25,7,2014,1
,RNG,48,7,2014,1
,RNG,23,7,2014,1
,RNG,35,7,2014,1
,RNG,20,7,2014,1
,RNG,17,7,2014,1
,RNG,18,7,2014,1
,RNG,18,7,2014,1
,RNG,19,7,2014,1
,RNG,30,7,2014,1
,RNG,20,7,2014,1
,RNG,17,7,2014,1
,RNG,19,7,2014,1
,RNG,20,7,2014,1
,RNG,29,7,2014,1
,RNG,19,7,2014,1
,RNG,17,7,2014,1
,RNG,20,7,2014,1
,RNG,20,7,2014,1
,RNG,17,7,2014,1
,RNG,17,7,2014,1
,RNG,30,7,2014,1
,RNG,34,7,2014,1
,RNG,24,7,2014,1
,RNG,18,7,2014,1
,RNG,19,7,2014,1
,RNG,23,7,2014,1
,RNG,18,6,2014,1
,RNG,15,6,2014,1
,RNG,21,8,2014,1
,RNG,15,8,2014,1
,RNG,16,8,2014,1
,RNG,19,7,2014,1
,RNG,21,7,2014,1
,RNG,20,7,2014,1
,RNG,13,7,2014,1
,RNG,15,7,2014,1
,RNG,16,7,2014,1
,RNG,16,7,2014,1
,RNG,32,8,2014,1
,RNG,25,7,2014,1
,RNG,19,7,2014,1
,RNG,23,7,2014,1
,RNG,24,8,2014,1
,RNG,13,8,2014,1
,RNG,12,8,2014,1
,RNG,16,8,2014,1
,RNG,18,8,2014,1
,RNG,16,7,2014,1
,RNG,24,8,2014,1
,RNG,17,8,2014,1
,RNG,50,8,2014,1
,RNG,21,7,2014,1
,RNG,17,7,2014,1
,RNG,23,8,2014,1
,RNG,20,8,2014,1
,RNG,21,7,2014,1
,RNG,15,7,2014,1
,RNG,15,7,2014,1
,RNG,20,7,2014,1
,RNG,19,7,2014,1
,RNG,15,7,2014,1
,RNG,18,8,2014,1
,RNG,14,7,2014,1
,RNG,10,7,2014,1
,RNG,15,8,2014,1
,RNG,12,8,2014,1
,RNG,25,8,2014,1
,RNG,22,8,2014,1
,RNG,16,7,2014,1
,RNG,14,7,2014,1
,RNG,25,7,2014,1
,RNG,20,7,2014,1
,RNG,15,7,2014,1
,RNG,18,7,2014,1
,RNG,17,7,2014,1
,RNG,21,7,2014,1
,RNG,24,7,2014,1
,RNG,23,7,2014,1
,RNG,13,7,2014,1
,RNG,16,7,2014,1
,RNG,20,7,2014,1
,RNG,15,8,2014,1
,RNG,14,8,2014,1
,RNG,23,8,2014,1
,RNG,18,8,2014,1
,RNG,16,7,2014,1
,RNG,17,7,2014,1
,RNG,14,7,2014,1
,RNG,16,7,2014,1
,RNG,19,7,2014,1
,RNG,30,7,2014,1
,RNG,25,7,2014,1
,RNG,22,7,2014,1
,RNG,28,7,2014,1
,RNG,21,7,2014,1
,RNG,20,7,2014,1
,RNG,19,7,2014,1
,RNG,21,7,2014,1
,RNG,19,7,2014,1
,RNG,26,7,2014,1
,RNG,20,7,2014,1
,RNG,21,7,2014,1
,RNG,20,7,2014,1
,RNG,30,7,2014,1
,RNG,11,8,2014,1
,RNG,10,8,2014,1
,RNG,15,8,2014,1
,RNG,18,8,2014,1
,RNG,12,7,2014,1
,RNG,13,8,2014,1
,RNG,20,7,2014,1
,RNG,13,7,2014,1
,RNG,17,7,2014,1
,RNG,15,7,2014,1
,RNG,17,7,2014,1
,RNG,21,7,2014,1
,RNG,15,7,2014,1
,RNG,18,7,2014,1
,RNG,25,7,2014,1
,RNG,17,7,2014,1
,RNG,17,7,2014,1
,RNG,16,7,2014,1
,RNG,23,7,2014,1
,RNG,14,7,2014,1
,RNG,21,7,2014,1
,RNG,22,7,2014,1
,RNG,25,7,2014,1
,RNG,17,7,2014,1
,RNG,13,7,2014,1
,RNG,21,7,2014,1
,RNG,22,7,2014,1
,RNG,21,7,2014,1
,RNG,21,7,2014,1
,RNG,19,7,2014,1
,RNG,17,7,2014,1
,RNG,17,8,2014,1
,RNG,24,7,2014,1
,RNG,23,7,2014,1
,RNG,20,7,2014,1
,RNG,13,7,2014,1
,RNG,18,7,2014,1
,RNG,18,7,2014,1
,RNG,23,7,2014,1
,RNG,23,8,2014,1
,RNG,19,7,2014,1
,RNG,15,7,2014,1
,RNG,26,7,2014,1
,RNG,17,7,2014,1
,RNG,15,7,2014,1
,RNG,21,7,2014,1
,RNG,15,7,2014,1
,RNG,19,7,2014,1
,RNG,21,7,2014,1
,RNG,32,7,2014,1
,RNG,17,7,2014,1
,RNG,17,7,2014,1
,RNG,16,7,2014,1
,RNG,18,7,2014,1
,RNG,15,7,2014,1
,RNG,16,7,2014,1
,RNG,15,7,2014,1
,RNG,18,7,2014,1
,RNG,18,7,2014,1
,RNG,15,7,2014,1
,RNG,34,7,2014,1
,RNG,19,7,2014,1
,RNG,19,7,2014,1
,RNG,16,7,2014,1
,RNG,12,7,2014,1
,RNG,14,7,2014,1
,RNG,15,7,2014,1
,RNG,22,7,2014,1
,RNG,11,7,2014,1
,RNG,18,7,2014,1
,RNG,16,7,2014,1
,RNG,14,7,2014,1
,RNG,13,7,2014,1
,RNG,16,7,2014,1
,RNG,16,7,2014,1
,RNG,27,7,2014,1
,RNG,19,7,2014,1
,RNG,19,7,2014,1
,RNG,19,7,2014,1
,RNG,33,7,2014,1
,RNG,20,7,2014,1
,RNG,17,7,2014,1
,RNG,14,7,2014,1
,RNG,16,7,2014,1
,RNG,15,7,2014,1
,RNG,18,8,2014,1
,RNG,22,8,2014,1
,RNG,16,7,2014,1
,RNG,11,8,2014,1
,RNG,17,7,2014,1
,RNG,15,7,2014,1
,RNG,20,7,2014,1
,RNG,17,7,2014,1
,RNG,20,8,2014,1
,RNG,17,8,2014,1
,RNG,20,8,2014,1
,RNG,13,8,2014,1
,RNG,23,7,2014,1
,RNG,16,7,2014,1
,RNG,20,7,2014,1
,RNG,24,7,2014,1
,RNG,18,7,2014,1
,RNG,21,7,2014,1
,RNG,15,7,2014,1
,RNG,30,7,2014,1
,RNG,20,7,2014,1
,RNG,18,7,2014,1
,RNG,18,7,2014,1
,RNG,19,7,2014,1
,RNG,18,7,2014,1
,RNG,23,7,2014,1
,RNG,16,7,2014,1
,RNG,24,7,2014,1
,RNG,14,7,2014,1
,RNG,15,7,2014,1
,RNG,15,7,2014,1
,RNG,17,7,2014,1
,RNG,20,7,2014,1
,RNG,18,7,2014,1
,RNG,24,7,2014,1
,RNG,14,7,2014,1
,RNG,15,7,2014,1
,RNG,20,7,2014,1
,RNG,16,7,2014,1
,RNG,17,7,2014,1
,RNG,28,7,2014,1
,RNG,18,7,2014,1
,RNG,18,7,2014,1
,RNG,18,7,2014,1
,RNG,14,7,2014,1
,RNG,25,7,2014,1
,RNG,19,7,2014,1
,RNG,16,7,2014,1
,RNG,24,7,2014,1
,RNG,20,7,2014,1
,RNG,17,7,2014,1
,RNG,17,7,2014,1
,RNG,15,7,2014,1
,RNG,30,7,2014,1
,RNG,16,7,2014,1
,RNG,23,7,2014,1
,RNG,20,7,2014,1
,RNG,24,8,2014,1
,RNG,20,8,2014,1
,RNG,18,7,2014,1
,RNG,20,8,2014,1
,RNG,17,8,2014,1
,RNG,20,8,2014,1
,RNG,24,8,2014,1
,RNG,16,7,2014,1
,RNG,15,7,2014,1
,RNG,21,7,2014,1
,RNG,24,8,2014,1
,RNG,21,7,2014,1
,RNG,15,8,2014,1
,RNG,20,8,2014,1
,RNG,17,8,2014,1
,RNG,15,7,2014,1
,RNG,21,7,2014,1
,RNG,15,7,2014,1
,RNG,17,7,2014,1
,RNG,18,7,2014,1
,RNG,20,7,2014,1
,RNG,18,7,2014,1
,RNG,25,7,2014,1
,RNG,20,8,2014,1
,RNG,23,8,2014,1
,RNG,22,7,2014,1
,RNG,17,8,2014,1
,RNG,23,7,2014,1
,RNG,24,7,2014,1
,RNG,18,7,2014,1
,RNG,22,7,2014,1
,RNG,20,7,2014,1
,RNG,18,7,2014,1
,RNG,24,8,2014,1
,RNG,17,8,2014,1
,RNG,21,7,2014,1
,RNG,20,7,2014,1
,RNG,11,7,2014,1
,RNG,14,7,2014,1
,RNG,20,7,2014,1
,RNG,20,7,2014,1
,RNG,23,7,2014,1
,RNG,25,7,2014,1
,RNG,24,7,2014,1
,RNG,20,7,2014,1
,RNG,17,7,2014,1
,RNG,18,7,2014,1
,RNG,13,7,2014,1
,RNG,25,7,2014,1
,RNG,12,7,2014,1
,RNG,22,7,2014,1
,RNG,20,7,2014,1
,RNG,56,7,2014,1
,RNG,26,7,2014,1
,RNG,25,7,2014,1
,RNG,18,7,2014,1
,RNG,41,7,2014,1
,RNG,24,7,2014,1
,RNG,24,7,2014,1
,RNG,22,7,2014,1
,RNG,19,7,2014,1
,RNG,20,7,2014,1
,RNG,27,7,2014,1
,RNG,15,7,2014,1
,RNG,18,7,2014,1
,RNG,26,7,2014,1
,RNG,21,7,2014,1
,RNG,18,7,2014,1
,RNG,21,7,2014,1
,RNG,12,7,2014,1
,RNG,11,7,2014,1
,RNG,26,7,2014,1
,RNG,15,7,2014,1
,RNG,25,7,2014,1
,RNG,16,7,2014,1
,RNG,21,7,2014,1
,RNG,21,7,2014,1
,RNG,19,7,2014,1
,RNG,22,7,2014,1
,RNG,25,6,2014,1
,RNG,18,6,2014,1
,RNG,20,7,2014,1
,RNG,24,7,2014,1
,RNG,18,7,2014,1
,RNG,32,7,2014,1
,RNG,13,7,2014,1
,RNG,20,8,2014,1
,RNG,18,7,2014,1
,RNG,19,7,2014,1
,RNG,16,7,2014,1
,RNG,13,6,2014,1
,RNG,19,6,2014,1
,RNG,18,6,2014,1
,RNG,31,6,2014,1
,RNG,17,6,2014,1
,RNG,22,6,2014,1
,RNG,15,7,2014,1
,RNG,23,6,2014,1
,RNG,20,7,2014,1
,RNG,19,8,2014,1
,RNG,17,8,2014,1
,RNG,24,8,2014,1
,RNG,24,8,2014,1
,RNG,23,8,2014,1
,RNG,20,8,2014,1
,RNG,22,7,2014,1
,RNG,25,7,2014,1
,RNG,18,8,2014,1
,RNG,13,7,2014,1
,RNG,16,7,2014,1
,RNG,15,7,2014,1
,RNG,11,8,2014,1
,RNG,20,8,2014,1
,RNG,35,8,2014,1
,RNG,20,7,2014,1
,RNG,14,7,2014,1
,RNG,25,7,2014,1
,RNG,18,7,2014,1
,RNG,19,7,2014,1
,RNG,15,8,2014,1
,RNG,15,7,2014,1
,RNG,25,7,2014,1
,RNG,15,7,2014,1
,RNG,16,7,2014,1
,RNG,24,7,2014,1
,RNG,25,7,2014,1
,RNG,14,8,2014,1
,RNG,15,7,2014,1
,RNG,16,8,2014,1
,RNG,18,7,2014,1
,RNG,14,7,2014,1
,RNG,20,7,2014,1
,RNG,20,7,2014,1
,RNG,21,7,2014,1
,RNG,16,7,2014,1
,RNG,22,7,2014,1
,RNG,17,7,2014,1
,RNG,18,7,2014,1
,RNG,24,7,2014,1
,RNG,17,7,2014,1
,RNG,26,7,2014,1
,RNG,22,7,2014,1
,RNG,20,7,2014,1
,RNG,20,7,2014,1
,RNG,20,7,2014,1
,RNG,12,7,2014,1
,RNG,21,7,2014,1
,RNG,14,7,2014,1
,RNG,13,7,2014,1
,RNG,12,7,2014,1
,RNG,12,7,2014,1
,RNG,14,7,2014,1
,RNG,23,7,2014,1
,RNG,17,7,2014,1
,RNG,15,7,2014,1
,RNG,18,7,2014,1
,RNG,15,7,2014,1
,RNG,15,7,2014,1
,RNG,18,7,2014,1
,RNG,14,7,2014,1
,RNG,21,7,2014,1
,RNG,31,7,2014,1
,RNG,21,7,2014,1
,RNG,18,7,2014,1
,RNG,18,7,2014,1
,RNG,11,7,2014,1
,RNG,23,7,2014,1
,RNG,15,7,2014,1
,RNG,15,7,2014,1
,RNG,16,7,2014,1
,RNG,28,7,2014,1
,RNG,15,7,2014,1
,RNG,19,8,2014,1
,RNG,20,8,2014,1
,RNG,21,8,2014,1
,RNG,16,7,2014,1
,RNG,13,7,2014,1
,RNG,20,7,2014,1
,RNG,18,7,2014,1
,RNG,10,7,2014,1
,RNG,20,7,2014,1
,RNG,15,7,2014,1
,RNG,10,7,2014,1
,RNG,15,8,2014,1
,RNG,15,7,2014,1
,RNG,21,8,2014,1
,RNG,16,8,2014,1
,RNG,17,7,2014,1
,RNG,28,7,2014,1
,RNG,19,8,2014,1
,RNG,15,7,2014,1
,RNG,14,8,2014,1
,RNG,16,8,2014,1
,MGR,19,7,2014,1
,MGR,20,6,2014,1
,MGR,19,6,2014,1
,MGR,16,6,2014,1
,MGR,20,6,2014,1
,MGR,13,6,2014,1
,MGR,12,6,2014,1
,MGR,24,6,2014,1
,MGR,27,6,2014,1
,MGR,22,6,2014,1
,MGR,15,7,2014,1
,MGR,30,7,2014,1
,MGR,26,6,2014,1
,MGR,27,7,2014,1
,MGR,18,7,2014,1
,MGR,26,7,2014,1
,MGR,21,7,2014,1
,MGR,13,6,2014,1
,MGR,56,7,2014,1
,MGR,15,7,2014,1
,MGR,19,7,2014,1
,MGR,11,6,2014,1
,MGR,19,7,2014,1
,MGR,18,6,2014,1
,MGR,16,6,2014,1
,MGR,22,7,2014,1
,MGR,21,6,2014,1
,MGR,9,7,2014,1
,MGR,37,7,2014,1
,MGR,33,7,2014,1
,MGR,22,6,2014,1
,MGR,14,6,2014,1
,MGR,26,6,2014,1
,MGR,31,6,2014,1
,MGR,17,6,2014,1
,MGR,21,6,2014,1
,MGR,24,6,2014,1
,MGR,21,6,2014,1
,MGR,40,6,2014,1
,MGR,14,6,2014,1
,MGR,45,6,2014,1
,MGR,25,7,2014,1
,MGR,37,6,2014,1
,MGR,21,6,2014,1
,MGR,17,6,2014,1
,MGR,34,6,2014,1
,MGR,15,6,2014,1
,MGR,23,6,2014,1
,MGR,27,6,2014,1
,MGR,14,6,2014,1
,MGR,21,6,2014,1
,MGR,19,6,2014,1
,MGR,22,6,2014,1
,MGR,38,6,2014,1
,MGR,20,6,2014,1
,MGR,20,7,2014,1
,MGR,23,7,2014,1
,MGR,40,7,2014,1
,MGR,16,7,2014,1
,MGR,22,6,2014,1
,MGR,15,7,2014,1
,MGR,29,7,2014,1
,MGR,21,7,2014,1
,MGR,21,7,2014,1
,MGR,35,7,2014,1
,MGR,21,7,2014,1
,MGR,22,7,2014,1
,MGR,21,7,2014,1
,MGR,13,7,2014,1
,MGR,31,7,2014,1
,MGR,61,7,2014,1
,MGR,17,7,2014,1
,MGR,32,6,2014,1
,MGR,14,6,2014,1
,MGR,18,6,2014,1
,MGR,30,7,2014,1
,MGR,19,7,2014,1
,MGR,10,7,2014,1
,MGR,17,7,2014,1
,MGR,16,7,2014,1
,MGR,24,7,2014,1
,MGR,18,7,2014,1
,MGR,22,7,2014,1
,MGR,13,7,2014,1
,MGR,17,7,2014,1
,MGR,11,7,2014,1
,MGR,17,7,2014,1
,MGR,33,6,2014,1
,MGR,16,6,2014,1
,MGR,14,6,2014,1
,MGR,20,6,2014,1
,MGR,14,6,2014,1
,MGR,17,7,2014,1
,MGR,26,6,2014,1
,MGR,20,6,2014,1
,MGR,30,6,2014,1
,MGR,24,7,2014,1
,MGR,12,6,2014,1
,MGR,17,7,2014,1
,MGR,18,7,2014,1
,MGR,15,7,2014,1
,MGR,23,6,2014,1
,MGR,18,7,2014,1
,MGR,14,6,2014,1
,MGR,24,6,2014,1
,MGR,16,7,2014,1
,MGR,19,6,2014,1
,MGR,23,6,2014,1
,MGR,31,6,2014,1
,MGR,30,7,2014,1
,MGR,18,6,2014,1
,MGR,27,6,2014,1
,MGR,13,6,2014,1
,MGR,21,7,2014,1
,MGR,24,7,2014,1
,MGR,16,7,2014,1
,MGR,16,7,2014,1
,MGR,16,7,2014,1
,MGR,16,7,2014,1
,MGR,15,7,2014,1
,MGR,24,7,2014,1
,MGR,18,7,2014,1
,MGR,20,7,2014,1
,MGR,14,6,2014,1
,MGR,20,6,2014,1
,MGR,10,6,2014,1
,MGR,31,7,2014,1
,MGR,31,6,2014,1
,MGR,21,7,2014,1
,MGR,15,7,2014,1
,MGR,13,7,2014,1
,MGR,22,6,2014,1
,MGR,10,7,2014,1
,MGR,17,7,2014,1
,MGR,13,6,2014,1
,MGR,21,6,2014,1
,MGR,35,6,2014,1
,MGR,29,7,2014,1
,MGR,20,7,2014,1
,MGR,16,7,2014,1
,MGR,13,7,2014,1
,MGR,18,7,2014,1
