id,cr011_prgrm,cr102_wpt_id,total_chl_used,total_period_day,total_period_30day,avrg_30day_usage,avrg_30day_usage_litres,num_of_Deliveries,Jerrican_delivered,date_of_first_delivery,date_of_last_delivery,country
,Ugunja,10210305,2,66,2.2,0.9090909,4.545455,4,4,2015/03/11,2015/09/19,1
,Ugunja,10210306,2,67,2.233333,0.8955224,4.477612,5,6,2014/02/27,2015/09/21,1
,Ugunja,10210307,2,196,6.533333,0.3061225,1.530612,2,4,2015/03/09,2015/09/21,1
,Ugunja,10210308,2,129,4.3,0.4651163,2.325581,2,4,2015/03/09,2015/07/16,1
,Ugunja,10210309,6,205,6.833333,0.8780488,4.390244,5,8,2015/02/26,2015/09/19,1
,Ugunja,10210310,3,197,6.566667,0.4568528,2.284264,4,6,2015/03/04,2015/09/17,1
,Ugunja,10210312,7,467,15.56667,0.4496788,2.248394,5,9,2014/06/04,2015/09/14,1
,Ugunja,10210313,3,467,15.56667,0.1927195,0.9635974,3,4,2014/06/04,2015/09/14,1
,Ugunja,10210314,1,128,4.266667,0.234375,1.171875,2,3,2015/03/04,2015/07/10,1
,Ugunja,10210315,8,558,18.6,0.4301075,2.150537,6,10,2014/03/02,2015/09/11,1
,Ugunja,10210316,2,557,18.56667,0.1077199,0.5385996,3,3,2014/03/02,2015/09/10,1
,Ugunja,10210317,1,362,12.06667,0.0828729,0.4143646,3,3,2014/03/02,2015/09/10,1
,Ugunja,10210318,3,557,18.56667,0.1615799,0.8078994,3,4,2014/03/02,2015/09/10,1
,Ugunja,10210319,3,557,18.56667,0.1615799,0.8078994,3,5,2014/03/02,2015/09/10,1
,Ugunja,10210321,4,567,18.9,0.2116402,1.058201,3,6,2014/02/21,2015/09/11,1
,Ugunja,10210322,6,557,18.56667,0.3231598,1.615799,4,7,2014/03/02,2015/09/10,1
,Ugunja,10210323,,,,,,1,1,2015/09/14,2015/09/14,1
,Ugunja,10210324,,,,,,1,0,2015/03/04,2015/03/04,1
,Ugunja,10210325,5,437,14.56667,0.3432494,1.716247,5,6,2014/03/02,2015/09/09,1
,Ugunja,10210326,,,,,,2,0,2015/03/02,2015/09/17,1
,Ugunja,10210327,4,191,6.366667,0.6282722,3.141361,3,6,2015/03/04,2015/09/11,1
,Ugunja,10210328,5,236,7.866667,0.6355932,3.177966,4,8,2015/01/21,2015/09/14,1
,Ugunja,10210329,3,155,5.166667,0.5806452,2.903226,3,5,2015/02/05,2015/07/10,1
,Ugunja,10210330,4,557,18.56667,0.2154398,1.077199,3,5,2014/03/02,2015/09/10,1
,Ugunja,10210331,4,455,15.16667,0.2637362,1.318681,4,5,2014/06/11,2015/09/09,1
,Ugunja,10210332,7,556,18.53333,0.3776979,1.888489,5,8,2014/03/02,2015/09/09,1
,Ugunja,10210333,2,77,2.566667,0.7792208,3.896104,2,3,2015/02/25,2015/05/13,1
,Ugunja,10210334,,,,,,1,2,2014/03/02,2014/03/02,1
,Ugunja,10210335,3,193,6.433333,0.4663212,2.331606,3,5,2015/03/02,2015/09/11,1
,Ugunja,10210336,3,194,6.466667,0.4639175,2.319588,3,5,2015/02/27,2015/09/09,1
,Ugunja,10210338,8,562,18.73333,0.4270463,2.135231,6,9,2014/03/02,2015/09/15,1
,Ugunja,10210339,8,562,18.73333,0.4270463,2.135231,6,9,2014/03/02,2015/09/15,1
,Ugunja,10210340,5,556,18.53333,0.2697842,1.348921,5,7,2014/03/02,2015/09/09,1
,Ugunja,10210341,3,567,18.9,0.1587302,0.7936508,4,5,2014/02/21,2015/09/11,1
,Ugunja,10210343,5,562,18.73333,0.2669039,1.33452,4,6,2014/03/02,2015/09/15,1
,Ugunja,10210344,2,198,6.6,0.3030303,1.515152,2,3,2015/02/26,2015/09/12,1
,Ugunja,10210345,9,570,19,0.4736842,2.368421,6,10,2014/02/21,2015/09/14,1
,Ugunja,10210346,4,557,18.56667,0.2154398,1.077199,4,5,2014/03/02,2015/09/10,1
,Ugunja,10210347,5,556,18.53333,0.2697842,1.348921,4,5,2014/03/02,2015/09/09,1
,Ugunja,10210348,12,571,19.03333,0.6304729,3.152364,8,14,2014/02/15,2015/09/09,1
,Ugunja,10210349,4,132,4.4,0.9090909,4.545455,5,7,2014/03/02,2015/09/15,1
,Ugunja,10210350,5,556,18.53333,0.2697842,1.348921,5,7,2014/03/02,2015/09/09,1
,Ugunja,10210351,,,,,,3,5,2015/01/05,2015/09/12,1
,Ugunja,10210352,6,561,18.7,0.3208556,1.604278,4,8,2014/03/02,2015/09/14,1
,Ugunja,10210353,4,193,6.433333,0.6217617,3.108809,4,5,2015/03/02,2015/09/11,1
,Ugunja,10210354,6,193,6.433333,0.9326425,4.663212,4,8,2015/03/02,2015/09/11,1
,Ugunja,10210355,,,,,,2,0,2015/03/02,2015/09/17,1
,Ugunja,10210356,3,197,6.566667,0.4568528,2.284264,3,5,2015/02/26,2015/09/11,1
,Ugunja,10210357,3,503,16.76667,0.1789264,0.8946322,4,4,2014/02/21,2015/09/15,1
,Ugunja,10210358,9,566,18.86667,0.4770318,2.385159,6,11,2014/02/21,2015/09/10,1
,Ugunja,10210359,9,559,18.63333,0.4830054,2.415027,5,9,2014/03/02,2015/09/12,1
,Ugunja,10210360,7,573,19.1,0.3664922,1.832461,4,8,2014/02/21,2015/09/17,1
,Ugunja,10210361,3,365,12.16667,0.2465753,1.232877,4,6,2014/03/02,2015/09/11,1
,Ugunja,10210362,5,431,14.36667,0.3480278,1.740139,3,6,2014/03/02,2015/05/07,1
,Ugunja,10210363,7,393,13.1,0.5343511,2.671756,4,8,2014/03/12,2015/04/09,1
,Ugunja,10210364,6,470,15.66667,0.3829787,1.914894,5,7,2014/05/04,2015/08/17,1
,Ugunja,10210365,4,155,5.166667,0.7741936,3.870968,4,6,2015/03/17,2015/08/19,1
,Ugunja,10210366,3,188,6.266667,0.4787234,2.393617,4,5,2015/02/10,2015/08/17,1
,Ugunja,10210368,8,526,17.53333,0.4562738,2.281369,6,11,2014/03/03,2015/08/15,1
,Ugunja,10210372,2,59,1.966667,1.016949,5.084746,2,4,2015/02/09,2015/04/09,1
,Ugunja,10210374,2,123,4.1,0.4878049,2.439024,2,4,2015/04/13,2015/08/14,1
,Ugunja,10210375,4,589,19.63333,0.2037351,1.018676,3,5,2014/01/03,2015/08/15,1
,Ugunja,10210376,4,145,4.833333,0.8275862,4.137931,6,9,2015/01/19,2015/08/14,1
,Ugunja,10210377,,,,,,2,2,2015/04/09,2015/08/15,1
,Ugunja,10210378,5,212,7.066667,0.7075472,3.537736,4,7,2015/01/14,2015/08/14,1
,Ugunja,10210379,15,446,14.86667,1.008969,5.044843,18,29,2014/03/12,2015/09/30,1
,Ugunja,10210380,5,214,7.133333,0.7009346,3.504673,4,7,2015/01/15,2015/08/17,1
,Ugunja,10210381,2,59,1.966667,1.016949,5.084746,3,3,2015/02/09,2015/08/15,1
,Ugunja,10210383,4,468,15.6,0.2564102,1.282051,3,5,2014/05/03,2015/08/14,1
,Ugunja,10210384,6,208,6.933333,0.8653846,4.326923,5,8,2015/01/19,2015/08/15,1
,Ugunja,10210385,8,526,17.53333,0.4562738,2.281369,5,10,2014/03/07,2015/08/15,1
,Ugunja,10210386,6,189,6.3,0.9523809,4.761905,4,9,2015/02/11,2015/08/19,1
,Ugunja,10210387,,,,,,4,1,2015/02/11,2015/04/10,1
,Ugunja,10210388,5,188,6.266667,0.7978723,3.989362,4,6,2015/02/10,2015/08/17,1
,Ugunja,10210389,,,,,,3,3,2015/02/10,2015/06/13,1
,Ugunja,10210390,7,523,17.43333,0.4015297,2.007648,5,9,2014/03/12,2015/08/17,1
,Ugunja,10210391,3,184,6.133333,0.4891304,2.445652,3,4,2015/02/11,2015/08/14,1
,Ugunja,10210392,4,469,15.63333,0.2558635,1.279318,3,5,2014/05/03,2015/08/15,1
,Ugunja,10210393,,,,,,3,2,2015/04/10,2015/08/15,1
,Ugunja,10210394,3,340,11.33333,0.2647059,1.323529,3,5,2014/05/16,2015/04/21,1
,Ugunja,10210396,8,511,17.03333,0.4696673,2.348337,5,9,2014/03/26,2015/08/19,1
,Ugunja,10210397,3,333,11.1,0.2702703,1.351351,5,4,2014/05/16,2015/08/18,1
,Ugunja,10210398,10,510,17,0.5882353,2.941177,6,11,2014/03/26,2015/08/18,1
,Ugunja,10210399,11,470,15.66667,0.7021276,3.510638,7,13,2014/03/11,2015/06/24,1
,Ugunja,10210401,10,501,16.7,0.5988024,2.994012,7,11,2014/05/17,2015/09/30,1
,Ugunja,10210402,10,510,17,0.5882353,2.941177,6,12,2014/03/26,2015/08/18,1
,Ugunja,10210403,6,419,13.96667,0.4295943,2.147971,7,10,2014/03/26,2015/08/18,1
,Ugunja,10210404,6,511,17.03333,0.3522505,1.761252,6,9,2014/03/26,2015/08/20,1
,Ugunja,10210405,5,458,15.26667,0.3275109,1.637555,4,7,2014/05/17,2015/08/18,1
,Ugunja,10210408,6,462,15.4,0.3896104,1.948052,4,7,2014/05/15,2015/08/20,1
,Ugunja,10210409,2,278,9.266666,0.2158273,1.079137,3,3,2014/05/15,2015/04/20,1
,Ugunja,10210410,7,510,17,0.4117647,2.058824,6,8,2014/03/26,2015/08/18,1
,Ugunja,10210411,9,455,15.16667,0.5934066,2.967033,6,10,2014/03/26,2015/08/21,1
,Ugunja,10210412,4,328,10.93333,0.3658537,1.829268,6,7,2014/03/27,2015/08/20,1
,Ugunja,10210414,6,592,19.73333,0.3040541,1.52027,4,8,2014/01/26,2015/09/10,1
,Ugunja,10210415,,,,,,4,4,2014/01/26,2015/09/10,1
,Ugunja,10210416,,,,,,1,2,2014/03/20,2014/03/20,1
,Ugunja,10210417,2,42,1.4,1.428571,7.142858,2,4,2014/02/06,2014/03/20,1
,Ugunja,10210418,9,446,14.86667,0.6053811,3.026906,5,10,2014/03/26,2015/06/15,1
,Ugunja,10210419,10,568,18.93333,0.528169,2.640845,6,12,2014/02/19,2015/09/10,1
,Ugunja,10210420,4,418,13.93333,0.2870813,1.435407,6,8,2014/02/19,2015/09/10,1
,Ugunja,10210421,,,,,,1,2,2015/06/15,2015/06/15,1
,Ugunja,10210422,2,69,2.3,0.8695652,4.347826,3,4,2015/01/20,2015/08/24,1
,Ugunja,10210423,2,182,6.066667,0.3296703,1.648352,2,4,2014/11/18,2015/05/19,1
,Ugunja,10210424,1,285,9.5,0.1052632,0.5263158,6,7,2014/02/06,2015/09/03,1
,Ugunja,10210425,2,454,15.13333,0.1321586,0.6607929,2,4,2014/02/19,2015/05/19,1
,Ugunja,10210427,1,454,15.13333,0.0660793,0.3303965,2,3,2014/02/19,2015/05/19,1
,Ugunja,10210428,6,592,19.73333,0.3040541,1.52027,4,8,2014/01/26,2015/09/10,1
,Ugunja,10210429,14,601,20.03333,0.6988353,3.494177,7,16,2014/01/10,2015/09/03,1
,Ugunja,10210430,10,572,19.06667,0.5244755,2.622378,6,12,2014/02/08,2015/09/03,1
,Ugunja,10210431,5,729,24.3,0.2057613,1.028807,3,7,2013/09/13,2015/09/12,1
,Ugunja,10210432,7,467,15.56667,0.4496788,2.248394,7,9,2014/05/23,2015/09/07,1
,Ugunja,10210433,3,513,17.1,0.1754386,0.877193,2,4,2014/01/30,2015/06/27,1
,Ugunja,10210435,12,592,19.73333,0.6081081,3.04054,7,13,2014/01/23,2015/09/07,1
,Ugunja,10210436,13,592,19.73333,0.6587838,3.293919,7,15,2014/01/23,2015/09/07,1
,Ugunja,10210437,11,586,19.53333,0.56314,2.8157,7,12,2014/01/30,2015/09/08,1
,Ugunja,10210438,14,589,19.63333,0.713073,3.565365,10,19,2014/01/23,2015/09/07,1
,Ugunja,10210440,8,592,19.73333,0.4054054,2.027027,5,9,2014/01/23,2015/09/07,1
,Ugunja,10210441,3,147,4.9,0.6122449,3.061224,3,5,2015/02/02,2015/06/29,1
,Ugunja,10210442,9,592,19.73333,0.4560811,2.280405,7,10,2014/01/23,2015/09/07,1
,Ugunja,10210443,7,515,17.16667,0.407767,2.038835,6,8,2014/01/30,2015/09/07,1
,Ugunja,10210444,12,580,19.33333,0.6206896,3.103448,7,13,2014/01/30,2015/09/02,1
,Ugunja,10210445,15,591,19.7,0.7614213,3.807106,9,18,2014/01/23,2015/09/08,1
,Ugunja,10210446,6,438,14.6,0.4109589,2.054794,8,11,2014/01/30,2015/09/08,1
,Ugunja,10210447,6,462,15.4,0.3896104,1.948052,4,7,2014/05/15,2015/08/20,1
,Ugunja,10210448,6,192,6.4,0.9375,4.6875,4,8,2015/02/10,2015/08/21,1
,Ugunja,10210449,4,301,10.03333,0.3986711,1.993356,5,7,2014/01/30,2015/08/20,1
,Ugunja,10210450,4,133,4.433333,0.9022557,4.511278,4,5,2015/02/10,2015/08/21,1
,Ugunja,10210451,4,192,6.4,0.625,3.125,3,6,2015/02/10,2015/08/21,1
,Ugunja,10210452,1,422,14.06667,0.0710901,0.3554502,4,3,2014/02/19,2015/08/20,1
,Ugunja,10210453,8,495,16.5,0.4848485,2.424242,7,12,2014/02/19,2015/08/21,1
,Ugunja,10210454,,,,,,1,2,2015/08/20,2015/08/20,1
,Ugunja,10210455,4,190,6.333333,0.6315789,3.157895,3,6,2015/02/11,2015/08/20,1
,Ugunja,10210456,9,197,6.566667,1.370558,6.852792,5,11,2015/02/05,2015/08/21,1
,Ugunja,10210457,12,548,18.26667,0.6569343,3.284672,7,14,2014/02/19,2015/08/21,1
,Ugunja,10210458,2,46,1.533333,1.304348,6.521739,2,3,2015/04/17,2015/06/02,1
,Ugunja,10210459,4,541,18.03333,0.2218115,1.109057,3,6,2014/02/19,2015/08/14,1
,Ugunja,10210460,6,192,6.4,0.9375,4.6875,4,8,2015/02/10,2015/08/21,1
,Ugunja,10210461,,,,,,1,2,2014/02/19,2014/02/19,1
,Ugunja,10210462,,,,,,1,0,2015/08/21,2015/08/21,1
,Ugunja,10210463,3,65,2.166667,1.384615,6.923077,4,7,2015/02/11,2015/08/20,1
,Ugunja,10210464,,,,,,1,2,2015/08/20,2015/08/20,1
,Ugunja,10210465,2,125,4.166667,0.48,2.4,2,4,2015/04/17,2015/08/20,1
,Ugunja,10210466,4,581,19.36667,0.2065405,1.032702,3,6,2014/01/10,2015/08/14,1
,Ugunja,10210467,10,581,19.36667,0.5163511,2.581756,6,12,2014/01/10,2015/08/14,1
,Ugunja,10210469,,,,,,3,2,2015/02/11,2015/08/20,1
,Ugunja,10210470,,,,,,3,0,2015/02/10,2015/08/21,1
,Ugunja,10210471,,,,,,4,0,2015/02/04,2015/08/19,1
,Ugunja,10210472,,,,,,5,0,2015/02/11,2015/08/18,1
,Ugunja,10210473,6,236,7.866667,0.7627118,3.813559,9,6,2014/03/27,2015/08/19,1
,Ugunja,10210474,5,271,9.033334,0.5535055,2.767527,9,7,2014/02/20,2015/08/19,1
,Ugunja,10210475,0,35,1.166667,0,0,7,3,2014/02/20,2015/08/19,1
,Ugunja,10210476,3,236,7.866667,0.3813559,1.90678,6,4,2014/03/27,2015/06/26,1
,Ugunja,10210478,,,,,,6,2,2014/11/18,2015/08/18,1
,Ugunja,10210480,3.5,253,8.433333,0.4150198,2.075099,8,4,2014/03/10,2015/08/20,1
,Ugunja,10210481,,,,,,2,0,2015/02/09,2015/08/19,1
,Ugunja,10210482,,,,,,6,2,2014/11/18,2015/08/19,1
,Ugunja,10210483,,,,,,4,0,2015/02/11,2015/08/19,1
,Ugunja,10210484,1,42,1.4,0.7142857,3.571429,7,2,2014/03/27,2015/08/20,1
,Ugunja,10210486,1,42,1.4,0.7142857,3.571429,6,3,2014/03/27,2015/08/20,1
,Ugunja,10210487,,,,,,4,0,2015/02/09,2015/08/19,1
,Ugunja,10210488,,,,,,3,0,2015/02/10,2015/08/19,1
,Ugunja,10210489,1.5,235,7.833333,0.1914894,0.9574468,7,3,2014/03/28,2015/08/20,1
,Ugunja,10210490,1,41,1.366667,0.7317073,3.658537,7,4,2014/03/28,2015/08/20,1
,Ugunja,10210491,4,236,7.866667,0.5084746,2.542373,5,4,2014/03/27,2015/06/26,1
,Ugunja,10210492,,,,,,4,4,2014/01/30,2015/08/25,1
,Ugunja,10210495,7,512,17.06667,0.4101562,2.050781,5,8,2014/01/30,2015/06/26,1
,Ugunja,10210496,1,60,2,0.5,2.5,4,2,2015/02/21,2015/08/25,1
,Ugunja,10210497,8,570,19,0.4210526,2.105263,6,10,2014/01/30,2015/08/25,1
,Ugunja,10210498,7,415,13.83333,0.5060241,2.530121,6,12,2014/01/30,2015/06/22,1
,Ugunja,10210500,8,449,14.96667,0.5345212,2.672606,7,11,2014/01/30,2015/08/25,1
,Ugunja,10210501,3,387,12.9,0.2325581,1.162791,4,5,2014/01/30,2015/06/26,1
,Ugunja,10210502,10,546,18.2,0.5494505,2.747252,6,11,2014/01/30,2015/07/30,1
,Ugunja,10210503,9,652,21.73333,0.4141104,2.070552,4,8,2013/09/12,2015/06/26,1
,Ugunja,10210507,,,,,,3,3,2015/02/21,2015/06/26,1
,Ugunja,10210508,3,389,12.96667,0.2313625,1.156812,4,4,2014/01/30,2015/06/26,1
,Ugunja,10210512,,,,,,6,1,2014/06/20,2015/08/10,1
,Ugunja,10210513,1.5,125,4.166667,0.36,1.8,7,4,2014/02/15,2015/08/10,1
,Ugunja,10210514,,,,,,6,2,2014/03/26,2015/08/11,1
,Ugunja,10210515,3.5,48,1.6,2.1875,10.9375,6,5,2014/06/21,2015/08/11,1
,Ugunja,10210516,2,126,4.2,0.4761905,2.380953,6,6,2014/02/15,2015/08/10,1
,Ugunja,10210517,,,,,,6,2,2014/04/28,2015/08/10,1
,Ugunja,10210519,2,53,1.766667,1.132075,5.660377,7,4,2014/04/28,2015/08/10,1
,Ugunja,10210520,,,,,,4,0,2015/01/30,2015/08/11,1
,Ugunja,10210521,,,,,,5,0,2015/01/30,2015/08/10,1
,Ugunja,10210522,1.5,53,1.766667,0.8490566,4.245283,7,4,2014/04/28,2015/08/10,1
,Ugunja,10210523,1,87,2.9,0.3448276,1.724138,7,3,2014/03/26,2015/08/11,1
,Ugunja,10210524,1,48,1.6,0.625,3.125,7,2,2014/06/21,2015/08/11,1
,Ugunja,10210525,1,93,3.1,0.3225807,1.612903,6,4,2014/03/09,2015/08/03,1
,Ugunja,10210526,1.5,59,1.966667,0.7627118,3.813559,6,4,2014/04/12,2015/07/31,1
,Ugunja,10210527,3,138,4.6,0.6521739,3.26087,7,4,2014/03/07,2015/08/01,1
,Ugunja,10210528,1.5,59,1.966667,0.7627118,3.813559,7,3,2014/04/12,2015/10/01,1
,Ugunja,10210529,4,191,6.366667,0.6282722,3.141361,8,6,2014/04/15,2015/07/30,1
,Ugunja,10210530,,,,,,5,2,2014/06/10,2015/08/01,1
,Ugunja,10210531,2,180,6,0.3333333,1.666667,7,5,2014/03/09,2015/08/03,1
,Ugunja,10210533,,,,,,6,4,2014/06/07,2015/08/01,1
,Ugunja,10210534,,,,,,4,1,2014/07/24,2015/06/15,1
,Ugunja,10210535,,,,,,4,0,2015/01/21,2015/08/01,1
,Ugunja,10210536,2,46,1.533333,1.304348,6.521739,6,3,2014/06/07,2015/08/01,1
,Ugunja,10210537,0.5,96,3.2,0.15625,0.78125,6,3,2014/03/07,2015/07/31,1
,Ugunja,10210538,3,180,6,0.5,2.5,6,4,2014/03/09,2015/08/03,1
,Ugunja,10210539,5,106,3.533333,1.415094,7.075472,8,6,2014/04/08,2015/08/01,1
,Ugunja,10210540,3,230,7.666667,0.3913043,1.956522,7,5,2014/03/07,2015/07/30,1
,Ugunja,10210541,8,336,11.2,0.7142857,3.571429,11,11,2014/01/30,2015/08/01,1
,Ugunja,10210542,1.5,48,1.6,0.9375,4.6875,2,2,2014/06/07,2014/07/25,1
,Ugunja,10210543,2,193,6.433333,0.3108808,1.554404,6,4,2014/06/07,2015/07/31,1
,Ugunja,10210544,,,,,,5,2,2014/06/09,2015/07/31,1
,Ugunja,10210545,1,45,1.5,0.6666667,3.333333,6,4,2014/06/09,2015/07/31,1
,Ugunja,10210546,,,,,,5,2,2014/06/09,2015/07/31,1
,Ugunja,10210547,2.5,88,2.933333,0.8522727,4.261364,7,5,2014/06/09,2015/07/31,1
,Ugunja,10210548,1,21,0.7,1.428571,7.142858,7,5,2014/06/06,2015/07/30,1
,Ugunja,10210549,,,,,,5,1,2014/06/06,2015/07/30,1
,Ugunja,10210550,11,578,19.26667,0.5709342,2.854671,7,12,2014/01/30,2015/08/31,1
,Ugunja,10210551,5,578,19.26667,0.2595156,1.297578,4,6,2014/01/30,2015/08/31,1
,Ugunja,10210553,,,,,,1,1,2015/04/28,2015/04/28,1
,Ugunja,10210554,15,578,19.26667,0.7785468,3.892734,7,16,2014/01/30,2015/08/31,1
,Ugunja,10210555,7,580,19.33333,0.362069,1.810345,7,10,2014/01/30,2015/09/02,1
,Ugunja,10210557,11,580,19.33333,0.5689655,2.844827,7,12,2014/01/30,2015/09/02,1
,Ugunja,10210558,7,453,15.1,0.4635761,2.317881,6,8,2014/01/30,2015/07/01,1
,Ugunja,10210559,11,579,19.3,0.5699482,2.849741,7,12,2014/01/30,2015/09/01,1
,Ugunja,10210560,2,57,1.9,1.052632,5.263158,3,4,2015/02/09,2015/08/26,1
,Ugunja,10210561,6,455,15.16667,0.3956044,1.978022,5,8,2014/06/03,2015/09/01,1
,Ugunja,10210562,4,125,4.166667,0.96,4.8,3,5,2015/04/28,2015/08/31,1
,Ugunja,10210565,3,161,5.366667,0.5590062,2.795031,3,5,2015/04/23,2015/10/01,1
,Ugunja,10210567,6,208,6.933333,0.8653846,4.326923,4,8,2015/02/05,2015/09/01,1
,Ugunja,10210568,2,58,1.933333,1.034483,5.172414,3,4,2015/05/23,2015/09/02,1
,Ugunja,10210569,6,298,9.933333,0.6040269,3.020134,6,8,2014/06/03,2015/09/01,1
,Ugunja,10210570,9,266,8.866667,1.015038,5.075188,7,12,2014/05/14,2015/02/05,1
,Ugunja,10210571,3,327,10.9,0.2752294,1.376147,4,6,2014/03/27,2015/08/26,1
,Ugunja,10210572,,,,,,3,1,2015/02/09,2015/08/26,1
,Ugunja,10210573,2,371,12.36667,0.1617251,0.8086253,5,5,2014/01/30,2015/09/01,1
,Ugunja,10210575,1,132,4.4,0.2272727,1.136364,2,3,2015/04/23,2015/09/02,1
,Ugunja,10210576,12,574,19.13333,0.6271777,3.135889,9,15,2014/01/30,2015/08/31,1
,Ugunja,10210577,3,457,15.23333,0.1969365,0.9846827,3,5,2014/05/26,2015/08/26,1
,Ugunja,10210578,2,124,4.133333,0.483871,2.419355,5,4,2014/05/26,2015/08/26,1
,Ugunja,10210580,8,538,17.93333,0.4460967,2.230484,6,10,2014/03/06,2015/08/26,1
,Ugunja,10210581,9,537,17.9,0.5027933,2.513967,6,11,2014/02/13,2015/08/04,1
,Ugunja,10210582,2,120,4,0.5,2.5,2,4,2015/03/31,2015/07/29,1
,Ugunja,10210583,3,193,6.433333,0.4663212,2.331606,4,4,2015/01/20,2015/08/01,1
,Ugunja,10210584,5,528,17.6,0.2840909,1.420455,4,6,2014/02/14,2015/07/27,1
,Ugunja,10210585,1,53,1.766667,0.5660377,2.830189,2,3,2015/06/04,2015/07/27,1
,Ugunja,10210586,3,378,12.6,0.2380952,1.190476,5,5,2014/02/21,2015/07/27,1
,Ugunja,10210587,3,458,15.26667,0.1965066,0.9825328,4,4,2014/04/28,2015/07/30,1
,Ugunja,10210588,5,426,14.2,0.3521127,1.760563,6,8,2014/02/13,2015/08/04,1
,Ugunja,10210589,5,390,13,0.3846154,1.923077,6,7,2014/04/28,2015/08/01,1
,Ugunja,10210591,11,456,15.2,0.7236842,3.618421,8,14,2014/05/01,2015/08/03,1
,Ugunja,10210592,8.5,534,17.8,0.4775281,2.387641,6,12,2014/02/13,2015/08/01,1
,Ugunja,10210593,11,497,16.56667,0.6639839,3.319919,7,14,2014/05/01,2015/09/13,1
,Ugunja,10210594,8,521,17.36667,0.4606526,2.303263,6,9,2014/02/21,2015/07/27,1
,Ugunja,10210595,6,521,17.36667,0.3454894,1.727447,6,8,2014/02/21,2015/07/27,1
,Ugunja,10210596,14,675,22.5,0.6222222,3.111111,9,18,2013/09/21,2015/07/31,1
,Ugunja,10210597,6,453,15.1,0.397351,1.986755,4,7,2014/05/01,2015/07/28,1
,Ugunja,10210598,6,457,15.23333,0.3938731,1.969365,4,7,2014/05/04,2015/08/04,1
,Ugunja,10210599,9,545,18.16667,0.4954129,2.477064,6,10,2014/01/30,2015/07/29,1
,Ugunja,10210600,7,499,16.63333,0.4208417,2.104208,6,11,2014/03/16,2015/07/31,1
,Ugunja,10210602,6,456,15.2,0.3947369,1.973684,5,9,2014/05/01,2015/08/03,1
,Ugunja,10210603,5,521,17.36667,0.2879079,1.439539,5,6,2014/02/21,2015/07/27,1
,Ugunja,10210605,6,508,16.93333,0.3543307,1.771654,5,8,2014/03/07,2015/07/28,1
,Ugunja,10210606,7,453,15.1,0.4635761,2.317881,4,8,2014/05/04,2015/07/31,1
,Ugunja,10210607,2,121,4.033333,0.4958678,2.479339,2,4,2015/04/02,2015/08/01,1
,Ugunja,10210608,5,363,12.1,0.4132231,2.066116,6,8,2014/03/16,2015/08/01,1
,Ugunja,10210609,5,536,17.86667,0.2798508,1.399254,3,6,2014/02/13,2015/08/03,1
,Ugunja,10210610,9,505,16.83333,0.5346534,2.673267,5,10,2014/03/16,2015/08/03,1
,Ugunja,10210611,2,57,1.9,1.052632,5.263158,3,4,2015/01/19,2015/07/30,1
,Ugunja,10210612,3,134,4.466667,0.6716418,3.358209,4,5,2015/03/17,2015/07/29,1
,Ugunja,10210613,6,453,15.1,0.397351,1.986755,4,7,2014/05/04,2015/07/31,1
,Ugunja,10210614,5,453,15.1,0.3311258,1.655629,5,5,2014/05/01,2015/07/28,1
,Ugunja,10210616,6,453,15.1,0.397351,1.986755,4,7,2014/05/04,2015/07/31,1
,Ugunja,10210617,5,452,15.06667,0.3318584,1.659292,4,6,2014/05/04,2015/07/30,1
,Ugunja,10210618,6,460,15.33333,0.3913043,1.956522,4,6,2014/04/28,2015/08/01,1
,Ugunja,10210619,3,420,14,0.2142857,1.071429,4,4,2014/05/04,2015/06/28,1
,Ugunja,10210620,8,455,15.16667,0.5274725,2.637362,5,9,2014/05/01,2015/07/30,1
,Ugunja,10210621,2,313,10.43333,0.1916933,0.9584665,5,4,2014/05/04,2015/07/30,1
,Ugunja,10210622,,,,,,1,2,2015/07/29,2015/07/29,1
,Ugunja,10210623,,,,,,1,2,2014/05/01,2014/05/01,1
,Ugunja,10210624,5.5,507,16.9,0.3254438,1.627219,4,7,2014/03/11,2015/07/31,1
,Ugunja,10210625,2,188,6.266667,0.3191489,1.595745,3,4,2015/01/20,2015/07/27,1
,Ugunja,10210626,7,497,16.56667,0.4225352,2.112676,6,9,2014/03/16,2015/07/29,1
,Ugunja,10210627,5,453,15.1,0.3311258,1.655629,5,6,2014/05/01,2015/07/28,1
,Ugunja,10210628,9,507,16.9,0.5325444,2.662722,6,11,2014/03/12,2015/08/01,1
,Ugunja,10210629,8.5,413,13.76667,0.6174334,3.087167,6,10,2014/02/13,2015/08/01,1
,Ugunja,10210630,2,120,4,0.5,2.5,2,3,2015/04/02,2015/07/31,1
,Ugunja,10210631,6,543,18.1,0.3314917,1.657459,4,8,2014/02/17,2015/08/14,1
,Ugunja,10210632,,,,,,2,2,2014/11/19,2015/07/06,1
,Ugunja,10210633,8,544,18.13333,0.4411765,2.205882,5,10,2014/02/15,2015/08/13,1
,Ugunja,10210636,10,545,18.16667,0.5504587,2.752294,6,12,2014/02/15,2015/08/14,1
,Ugunja,10210637,2,19,0.6333333,3.157895,15.78947,5,6,2015/01/14,2015/08/14,1
,Ugunja,10210638,8,543,18.1,0.4419889,2.209945,4,10,2014/02/17,2015/08/14,1
