ID,cem301_attendees_total,cem011 prgrm,month,year,country
,90,Pallisa,5,2015,2
,69,Sironko,9,2014,2
,19,Sironko,9,2014,2
,48,Sironko,9,2014,2
,32,Sironko,9,2014,2
,49,Sironko,8,2014,2
,35,Sironko,9,2014,2
,72,Sironko,9,2014,2
,15,Sironko,9,2014,2
,69,Sironko,9,2014,2
,16,Sironko,9,2014,2
,35,Sironko,9,2014,2
,58,Sironko,9,2014,2
,25,Sironko,8,2014,2
,40,Sironko,9,2014,2
,42,Sironko,8,2014,2
,78,Sironko,9,2014,2
,80,Sironko,9,2014,2
,25,Sironko,9,2014,2
,38,Sironko,9,2014,2
,50,Sironko,9,2014,2
,38,Sironko,9,2014,2
,34,Sironko,9,2014,2
,20,Sironko,9,2014,2
,26,Sironko,9,2014,2
,38,Sironko,9,2014,2
,36,Sironko,9,2014,2
,61,Sironko,9,2014,2
,51,Sironko,10,2014,2
,28,Sironko,9,2014,2
,23,Sironko,9,2014,2
,30,Sironko,9,2014,2
,26,Sironko,9,2014,2
,31,Sironko,9,2014,2
,54,Sironko,8,2014,2
,36,Sironko,8,2014,2
,50,Sironko,9,2014,2
,47,Sironko,9,2014,2
,47,Sironko,9,2014,2
,21,Sironko,9,2014,2
,30,Sironko,9,2014,2
,29,Sironko,9,2014,2
,38,Sironko,9,2014,2
,26,Sironko,9,2014,2
,55,Sironko,9,2014,2
,39,Sironko,9,2014,2
,40,Sironko,9,2014,2
,39,Sironko,9,2014,2
,29,Sironko,9,2014,2
,33,Sironko,9,2014,2
,66,Sironko,9,2014,2
,46,Sironko,9,2014,2
,34,Sironko,8,2014,2
,68,Sironko,8,2014,2
,59,Sironko,9,2014,2
,50,Sironko,9,2014,2
,18,Sironko,9,2014,2
,23,Sironko,1,2014,2
,69,Sironko,8,2014,2
,38,Sironko,1,2014,2
,43,Sironko,8,2014,2
,20,Sironko,9,2014,2
,33,Sironko,9,2014,2
,52,Sironko,9,2014,2
,30,Sironko,9,2014,2
,42,Sironko,9,2014,2
,36,Sironko,9,2014,2
,42,Sironko,9,2014,2
,53,Sironko,8,2014,2
,35,Sironko,9,2014,2
,40,Sironko,9,2014,2
,24,Sironko,10,2014,2
,23,Sironko,9,2014,2
,28,Sironko,9,2014,2
,35,Sironko,9,2014,2
,39,Sironko,9,2014,2
,20,Sironko,9,2014,2
,21,Sironko,9,2014,2
,35,Sironko,9,2014,2
,40,Sironko,9,2014,2
,41,Sironko,8,2014,2
,24,Sironko,8,2014,2
,20,Sironko,9,2014,2
,43,Sironko,9,2014,2
,43,Sironko,8,2014,2
,68,Sironko,9,2014,2
,45,Sironko,9,2014,2
,37,Sironko,9,2014,2
,22,Sironko,9,2014,2
,36,Sironko,9,2014,2
,27,Sironko,9,2014,2
,49,Sironko,9,2014,2
,28,Sironko,9,2014,2
,29,Sironko,9,2014,2
,50,Sironko,9,2014,2
,30,Sironko,9,2014,2
,35,Sironko,9,2014,2
,29,Sironko,9,2014,2
,25,Sironko,10,2014,2
,37,Sironko,9,2014,2
,35,Sironko,9,2014,2
,27,Sironko,9,2014,2
,21,Sironko,9,2014,2
,50,Sironko,9,2014,2
,20,Sironko,10,2014,2
,56,Sironko,1,2014,2
,35,Sironko,8,2014,2
,52,Sironko,9,2014,2
,38,Sironko,9,2014,2
,38,Sironko,9,2014,2
,27,Sironko,9,2014,2
,13,Sironko,9,2014,2
,40,Sironko,9,2014,2
,20,Sironko,9,2014,2
,26,Sironko,9,2014,2
,44,Sironko,8,2014,2
,25,Sironko,9,2014,2
,47,Sironko,9,2014,2
,20,Sironko,9,2014,2
,38,Sironko,9,2014,2
,112,Sironko,9,2014,2
,15,Sironko,9,2014,2
,40,Sironko,9,2014,2
,29,Sironko,9,2014,2
,36,Sironko,9,2014,2
,21,Sironko,9,2014,2
,59,Sironko,8,2014,2
,30,Sironko,9,2014,2
,90,Sironko,9,2014,2
,29,Sironko,9,2014,2
,20,Sironko,10,2014,2
,65,Sironko,9,2014,2
,17,Sironko,9,2014,2
,31,Sironko,9,2014,2
,24,Sironko,8,2014,2
,20,Sironko,9,2014,2
,24,Sironko,9,2014,2
,20,Sironko,9,2014,2
,45,Sironko,9,2014,2
,40,Sironko,8,2014,2
,38,Sironko,9,2014,2
,33,Sironko,9,2014,2
,32,Sironko,9,2014,2
,48,Sironko,8,2014,2
,41,Sironko,9,2014,2
,16,Sironko,9,2014,2
,36,Sironko,9,2014,2
,55,Sironko,9,2014,2
,20,Sironko,9,2014,2
,38,Sironko,9,2014,2
,40,Sironko,9,2014,2
,41,Sironko,9,2014,2
,16,Sironko,9,2014,2
,37,Sironko,9,2014,2
,34,Sironko,9,2014,2
,60,Sironko,9,2014,2
,30,Sironko,9,2014,2
,25,Sironko,9,2014,2
,59,Sironko,9,2014,2
,25,Sironko,8,2014,2
,39,Sironko,9,2014,2
,32,Sironko,8,2014,2
,37,Sironko,9,2014,2
,48,Sironko,9,2014,2
,53,Sironko,9,2014,2
,28,Sironko,9,2014,2
,16,Sironko,9,2014,2
,49,Sironko,8,2014,2
,57,Sironko,9,2014,2
,40,Sironko,9,2014,2
,34,Sironko,9,2014,2
,41,Sironko,8,2014,2
,19,Sironko,9,2014,2
,33,Sironko,9,2014,2
,62,Sironko,9,2014,2
,36,Sironko,8,2014,2
,32,Sironko,9,2014,2
,28,Sironko,9,2014,2
,42,Sironko,9,2014,2
,41,Sironko,9,2014,2
,32,Sironko,9,2014,2
,28,Sironko,9,2014,2
,21,Sironko,9,2014,2
,48,Sironko,9,2014,2
,38,Sironko,9,2014,2
,51,Sironko,9,2014,2
,34,Sironko,9,2014,2
,30,Sironko,10,2014,2
,40,Sironko,8,2014,2
,50,Sironko,8,2014,2
,33,Sironko,8,2014,2
,24,Sironko,9,2014,2
,400,Sironko,9,2014,2
,30,Sironko,9,2014,2
,39,Sironko,9,2014,2
,38,Sironko,8,2014,2
,21,Sironko,9,2014,2
,35,Sironko,9,2014,2
,43,Sironko,8,2014,2
,60,Sironko,9,2014,2
,58,Sironko,9,2014,2
,25,Sironko,9,2014,2
,48,Sironko,9,2014,2
,22,Sironko,9,2014,2
,35,Sironko,1,2014,2
,52,Sironko,8,2014,2
,35,Sironko,8,2014,2
,14,Sironko,9,2014,2
,31,Sironko,9,2014,2
,24,Sironko,8,2014,2
,30,Sironko,8,2014,2
,28,Sironko,9,2014,2
,25,Sironko,9,2014,2
,23,Sironko,9,2014,2
,22,Sironko,9,2014,2
,33,Sironko,9,2014,2
,15,Sironko,9,2014,2
,32,Sironko,9,2014,2
,38,Sironko,9,2014,2
,28,Sironko,9,2014,2
,27,Sironko,9,2014,2
,25,Sironko,9,2014,2
,33,Sironko,8,2014,2
,20,Sironko,8,2014,2
,30,Sironko,9,2014,2
,48,Sironko,8,2014,2
,50,Sironko,9,2014,2
,37,Sironko,9,2014,2
,62,Sironko,9,2014,2
,18,Sironko,8,2014,2
,31,Sironko,8,2014,2
,47,Sironko,9,2014,2
,30,Sironko,9,2014,2
,22,Sironko,9,2014,2
,25,Sironko,9,2014,2
,20,Sironko,9,2014,2
,86,Sironko,9,2014,2
,36,Sironko,9,2014,2
,41,Sironko,8,2014,2
,29,Sironko,9,2014,2
,15,Sironko,9,2014,2
,54,Sironko,9,2014,2
,14,Sironko,9,2014,2
,40,Sironko,8,2014,2
,37,Sironko,9,2014,2
,31,Sironko,9,2014,2
,23,Sironko,9,2014,2
,15,Sironko,9,2014,2
,38,Sironko,9,2014,2
,32,Sironko,9,2014,2
,38,Sironko,9,2014,2
,30,Sironko,9,2014,2
,29,Sironko,9,2014,2
,52,Sironko,9,2014,2
,45,Sironko,8,2014,2
,45,Sironko,9,2014,2
,52,Sironko,8,2014,2
,38,Sironko,9,2014,2
,74,Sironko,2,2014,2
,38,Sironko,9,2014,2
,38,Sironko,8,2014,2
,29,Sironko,9,2014,2
,18,Sironko,9,2014,2
,39,Sironko,9,2014,2
,41,Sironko,9,2014,2
,48,Sironko,9,2014,2
,36,Sironko,9,2014,2
,44,Sironko,9,2014,2
,15,Sironko,9,2014,2
,38,Sironko,9,2014,2
,41,Sironko,9,2014,2
,40,Sironko,9,2014,2
,34,Sironko,8,2014,2
,20,Sironko,9,2014,2
,28,Sironko,8,2014,2
,45,Sironko,10,2014,2
,38,Sironko,8,2014,2
,36,Sironko,9,2014,2
,49,Sironko,8,2014,2
,20,Sironko,9,2014,2
,36,Sironko,9,2014,2
,32,Sironko,8,2014,2
,43,Sironko,8,2014,2
,19,Sironko,9,2014,2
,23,Sironko,9,2014,2
,24,Sironko,8,2014,2
,39,Sironko,9,2014,2
,18,Sironko,9,2014,2
,30,Sironko,9,2014,2
,50,Sironko,9,2014,2
,70,Sironko,9,2014,2
,28,Sironko,9,2014,2
,17,Sironko,9,2014,2
,18,Sironko,9,2014,2
,27,Sironko,8,2014,2
,28,Sironko,9,2014,2
,32,Sironko,8,2014,2
,42,Sironko,9,2014,2
,37,Sironko,9,2014,2
,25,Sironko,9,2014,2
,46,Sironko,10,2014,2
,46,Sironko,9,2014,2
,48,Sironko,9,2014,2
,72,Sironko,9,2014,2
,20,Sironko,9,2014,2
,30,Sironko,9,2014,2
,70,Sironko,9,2014,2
,44,Sironko,8,2014,2
,40,Sironko,9,2014,2
,32,Sironko,9,2014,2
,76,Sironko,9,2014,2
,52,Sironko,9,2014,2
,45,Sironko,9,2014,2
,12,Sironko,9,2014,2
,20,Sironko,9,2014,2
,28,Sironko,9,2014,2
,21,Sironko,9,2014,2
,26,Sironko,9,2014,2
,25,Sironko,9,2014,2
,48,Sironko,8,2014,2
,23,Sironko,9,2014,2
,42,Sironko,9,2014,2
,39,Sironko,9,2014,2
,56,Sironko,9,2014,2
,40,Sironko,9,2014,2
,39,Sironko,8,2014,2
,27,Sironko,9,2014,2
,29,Sironko,9,2014,2
,24,Sironko,9,2014,2
,33,Sironko,8,2014,2
,48,Sironko,9,2014,2
,40,Sironko,9,2014,2
,25,Sironko,8,2014,2
,39,Sironko,8,2014,2
,45,Sironko,9,2014,2
,42,Sironko,8,2014,2
,33,Sironko,9,2014,2
,66,Sironko,9,2014,2
,41,Sironko,9,2014,2
,55,Sironko,9,2014,2
,37,Sironko,9,2014,2
,60,Sironko,9,2014,2
,38,Sironko,8,2014,2
,113,Sironko,9,2014,2
,33,Sironko,9,2014,2
,41,Sironko,8,2014,2
,28,Sironko,9,2014,2
,73,Sironko,8,2014,2
,42,Sironko,9,2014,2
,43,Sironko,9,2014,2
,31,Sironko,8,2014,2
,21,Sironko,9,2014,2
,33,Sironko,9,2014,2
,34,Sironko,8,2014,2
,33,Sironko,9,2014,2
,39,Sironko,9,2014,2
,33,Sironko,9,2014,2
,38,Sironko,9,2014,2
,40,Sironko,8,2014,2
,32,Sironko,1,2014,2
,39,Sironko,9,2014,2
,30,Sironko,8,2014,2
,10,Sironko,9,2014,2
,30,Sironko,9,2014,2
,42,Sironko,8,2014,2
,34,Sironko,9,2014,2
,39,Sironko,9,2014,2
,28,Sironko,9,2014,2
,44,Sironko,8,2014,2
,28,Sironko,9,2014,2
,40,Sironko,9,2014,2
,15,Sironko,9,2014,2
,48,Sironko,9,2014,2
,35,Sironko,9,2014,2
,30,Sironko,9,2014,2
,30,Sironko,8,2014,2
,36,Sironko,9,2014,2
,21,Sironko,8,2014,2
,69,Sironko,8,2014,2
,60,Sironko,9,2014,2
,35,Sironko,9,2014,2
,38,Sironko,9,2014,2
,38,Sironko,9,2014,2
,32,Sironko,9,2014,2
,45,Sironko,9,2014,2
,16,Sironko,9,2014,2
,34,Sironko,9,2014,2
,16,Sironko,9,2014,2
,55,Sironko,9,2014,2
,17,Sironko,9,2014,2
,43,Sironko,9,2014,2
,55,Sironko,9,2014,2
,55,Sironko,9,2014,2
,16,Sironko,9,2014,2
,21,Sironko,9,2014,2
,45,Sironko,9,2014,2
,40,Sironko,9,2014,2
,63,Sironko,9,2014,2
,27,Sironko,9,2014,2
,34,Sironko,9,2014,2
,50,Sironko,9,2014,2
,41,Sironko,9,2014,2
,42,Sironko,8,2014,2
,50,Sironko,9,2014,2
,28,Sironko,10,2014,2
,45,Sironko,9,2014,2
,20,Sironko,9,2014,2
,50,Sironko,8,2014,2
,26,Sironko,9,2014,2
,35,Sironko,9,2014,2
,32,Sironko,9,2014,2
,40,Sironko,8,2014,2
,34,Sironko,8,2014,2
,30,Sironko,9,2014,2
,36,Sironko,9,2014,2
,33,Sironko,9,2014,2
,20,Sironko,9,2014,2
,68,Sironko,8,2014,2
,51,Sironko,8,2014,2
,70,Sironko,9,2014,2
,28,Sironko,9,2014,2
,44,Sironko,9,2014,2
,39,Sironko,8,2014,2
,32,Sironko,9,2014,2
,38,Sironko,9,2014,2
,20,Sironko,9,2014,2
,25,Sironko,9,2014,2
,48,Sironko,8,2014,2
,38,Sironko,8,2014,2
,38,Sironko,8,2014,2
,60,Sironko,9,2014,2
,40,Sironko,9,2014,2
,60,Sironko,9,2014,2
,32,Sironko,9,2014,2
,24,Sironko,9,2014,2
,50,Sironko,8,2014,2
,39,Sironko,8,2014,2
,36,Sironko,9,2014,2
,24,Sironko,9,2014,2
,38,Sironko,9,2014,2
,46,Sironko,9,2014,2
,39,Sironko,9,2014,2
,30,Sironko,8,2014,2
,43,Sironko,9,2014,2
,20,Sironko,9,2014,2
,30,Sironko,8,2014,2
,33,Sironko,8,2014,2
,18,Sironko,10,2014,2
,28,Sironko,8,2014,2
,84,Sironko,9,2014,2
,31,Sironko,8,2014,2
,27,Sironko,9,2014,2
,37,Sironko,9,2014,2
,35,Sironko,8,2014,2
,29,Sironko,9,2014,2
,12,Sironko,9,2014,2
,25,Sironko,9,2014,2
,38,Sironko,9,2014,2
,21,Sironko,8,2014,2
,62,Sironko,8,2014,2
,30,Sironko,8,2014,2
,47,Sironko,8,2014,2
,37,Sironko,8,2014,2
,86,Sironko,8,2014,2
,38,Sironko,9,2014,2
,36,Sironko,9,2014,2
,58,Sironko,9,2014,2
,20,Sironko,8,2014,2
,30,Sironko,9,2014,2
,38,Sironko,9,2014,2
,31,Sironko,8,2014,2
,51,Sironko,9,2014,2
,28,Sironko,8,2014,2
,44,Sironko,9,2014,2
,40,Sironko,8,2014,2
,46,Sironko,9,2014,2
,33,Sironko,9,2014,2
,48,Sironko,9,2014,2
,18,Sironko,9,2014,2
,33,Sironko,9,2014,2
,21,Sironko,9,2014,2
,19,Sironko,9,2014,2
,58,Sironko,9,2014,2
,35,Sironko,9,2014,2
,23,Sironko,9,2014,2
,40,Sironko,9,2014,2
,32,Sironko,9,2014,2
,68,Sironko,9,2014,2
,15,Sironko,9,2014,2
,33,Sironko,9,2014,2
,44,Sironko,2,2014,2
,28,Sironko,9,2014,2
,58,Sironko,9,2014,2
,48,Sironko,9,2014,2
,38,Sironko,9,2014,2
,42,Sironko,8,2014,2
,44,Sironko,9,2014,2
,38,Sironko,9,2014,2
,50,Sironko,9,2014,2
,22,Sironko,9,2014,2
,32,Sironko,9,2014,2
,20,Sironko,9,2014,2
,35,Sironko,9,2014,2
,48,Sironko,9,2014,2
,40,Sironko,9,2014,2
,25,Sironko,9,2014,2
,56,Sironko,9,2014,2
,40,Sironko,9,2014,2
,40,Sironko,8,2014,2
,30,Sironko,9,2014,2
,30,Sironko,9,2014,2
,34,Sironko,9,2014,2
,30,Sironko,8,2014,2
,35,Sironko,9,2014,2
,34,Sironko,9,2014,2
,30,Sironko,9,2014,2
,32,Sironko,9,2014,2
,60,Sironko,9,2014,2
,21,Sironko,9,2014,2
,21,Sironko,8,2014,2
,31,Sironko,9,2014,2
,30,Sironko,9,2014,2
,32,Sironko,8,2014,2
,35,Sironko,9,2014,2
,17,Sironko,9,2014,2
,28,Sironko,9,2014,2
,30,Sironko,9,2014,2
,110,Sironko,9,2014,2
,51,Sironko,9,2014,2
,25,Sironko,9,2014,2
,34,Sironko,10,2014,2
,38,Sironko,9,2014,2
,46,Sironko,9,2014,2
,20,Sironko,9,2014,2
,67,Sironko,8,2014,2
,73,Sironko,9,2014,2
,18,Sironko,9,2014,2
,28,Sironko,9,2014,2
,30,Sironko,9,2014,2
,16,Sironko,9,2014,2
,48,Sironko,9,2014,2
,35,Sironko,9,2014,2
,45,Sironko,9,2014,2
,30,Sironko,9,2014,2
,19,Sironko,9,2014,2
,39,Sironko,9,2014,2
,30,Sironko,9,2014,2
,35,Sironko,8,2014,2
,30,Sironko,9,2014,2
,29,Sironko,9,2014,2
,33,Sironko,8,2014,2
,41,Sironko,9,2014,2
,35,Sironko,9,2014,2
,36,Sironko,9,2014,2
,34,Sironko,9,2014,2
,23,Sironko,9,2014,2
,19,Sironko,9,2014,2
,40,Sironko,9,2014,2
,38,Sironko,9,2014,2
,32,Sironko,9,2014,2
,65,Sironko,9,2014,2
,20,Sironko,9,2014,2
,15,Sironko,9,2014,2
,40,Sironko,9,2014,2
,76,Sironko,9,2014,2
,55,Sironko,9,2014,2
,48,Sironko,9,2014,2
,60,Sironko,9,2014,2
,53,Sironko,9,2014,2
,52,Sironko,8,2014,2
,37,Sironko,8,2014,2
,51,Sironko,9,2014,2
,23,Sironko,9,2014,2
,27,Sironko,9,2014,2
,26,Sironko,9,2014,2
,38,Sironko,8,2014,2
,30,Sironko,8,2014,2
,35,Sironko,9,2014,2
,32,Sironko,9,2014,2
,37,Sironko,9,2014,2
,29,Sironko,9,2014,2
,92,Tororo,12,2015,2
,50,Tororo,11,2015,2
,56,Tororo,12,2015,2
,98,Tororo,11,2015,2
,30,Tororo,12,2015,2
,52,Tororo,11,2015,2
,64,Tororo,11,2015,2
,78,Tororo,12,2015,2
,74,Tororo,11,2015,2
,48,Tororo,11,2015,2
,60,Tororo,11,2015,2
,70,Tororo,12,2015,2
,59,Tororo,12,2015,2
,130,Tororo,12,2015,2
,41,Tororo,11,2015,2
,59,Tororo,11,2015,2
,47,Tororo,11,2015,2
,71,Tororo,12,2015,2
,41,Tororo,11,2015,2
,30,Tororo,11,2015,2
,76,Tororo,11,2015,2
,98,Tororo,11,2015,2
,46,Tororo,11,2015,2
,72,Tororo,12,2015,2
,60,Tororo,12,2015,2
,47,Tororo,11,2015,2
,95,Tororo,11,2015,2
,70,Tororo,11,2015,2
,42,Tororo,12,2015,2
,120,Tororo,11,2015,2
,46,Tororo,12,2015,2
,50,Tororo,11,2015,2
,70,Tororo,12,2015,2
,83,Tororo,12,2015,2
,65,Tororo,12,2015,2
,54,Tororo,11,2015,2
,77,Tororo,11,2015,2
,50,Tororo,11,2015,2
,88,Tororo,12,2015,2
,54,Tororo,12,2015,2
,33,Tororo,11,2015,2
,51,Tororo,12,2015,2
,68,Tororo,12,2015,2
,50,Tororo,11,2015,2
,47,Tororo,12,2015,2
,71,Tororo,11,2015,2
,27,Tororo,11,2015,2
,40,Tororo,12,2015,2
,89,Tororo,12,2015,2
,77,Tororo,11,2015,2
,21,Tororo,11,2015,2
,50,Tororo,12,2015,2
,35,Tororo,12,2015,2
,38,Tororo,12,2015,2
,74,Tororo,12,2015,2
,45,Tororo,11,2015,2
,41,Tororo,12,2015,2
,40,Tororo,11,2015,2
,78,Tororo,11,2015,2
,30,Tororo,11,2015,2
,110,Tororo,11,2015,2
,64,Tororo,11,2015,2
,46,Tororo,12,2012,2
,20,Tororo,11,2015,2
,52,Tororo,11,2015,2
,62,Tororo,12,2015,2
,50,Tororo,12,2015,2
,63,Tororo,12,2015,2
,100,Tororo,11,2015,2
,50,Tororo,12,2015,2
,40,Tororo,11,2015,2
,74,Tororo,12,2015,2
,44,Tororo,11,2015,2
,53,Tororo,11,2015,2
,76,Tororo,11,2015,2
,68,Tororo,11,2015,2
,75,Tororo,12,2015,2
,68,Tororo,11,2015,2
,50,Tororo,11,2015,2
,38,Tororo,11,2015,2
,68,Tororo,11,2015,2
,50,Tororo,11,2015,2
,81,Tororo,12,2015,2
,42,Tororo,11,2015,2
,51,Tororo,11,2015,2
,69,Tororo,11,2015,2
,40,Tororo,12,2015,2
,37,Tororo,12,2015,2
,78,Tororo,11,2015,2
,55,Tororo,11,2015,2
,70,Tororo,11,2015,2
,72,Tororo,11,2015,2
,40,Tororo,11,2015,2
,41,Tororo,12,2015,2
,40,Tororo,12,2015,2
,70,Tororo,11,2015,2
,40,Tororo,12,2015,2
,30,Tororo,12,2015,2
,56,Tororo,12,2015,2
,30,Tororo,11,2015,2
,69,Tororo,12,2015,2
,55,Tororo,12,2015,2
,51,Tororo,11,2015,2
,68,Tororo,12,2015,2
,30,Tororo,11,2015,2
,48,Tororo,11,2015,2
,67,Tororo,12,2015,2
,68,Tororo,11,2015,2
,57,Tororo,11,2015,2
,33,Tororo,12,2015,2
,40,Tororo,12,2015,2
,67,Tororo,12,2015,2
,100,Tororo,11,2015,2
,80,Tororo,11,2015,2
,26,Tororo,11,2015,2
,23,Tororo,12,2015,2
,35,Tororo,11,2015,2
,40,Tororo,12,2015,2
,90,Tororo,12,2015,2
,64,Tororo,11,2015,2
,66,Tororo,12,2015,2
,40,Tororo,12,2015,2
,65,Tororo,12,2015,2
,38,Tororo,11,2015,2
,110,Tororo,11,2015,2
,110,Tororo,11,2015,2
,78,Tororo,12,2015,2
,78,Tororo,12,2015,2
,87,Tororo,12,2015,2
,54,Tororo,11,2015,2
,130,Tororo,11,2015,2
,39,Tororo,11,2015,2
,50,Tororo,11,2015,2
,,Tororo,12,2012,2
,45,Tororo,11,2015,2
,70,Tororo,11,2015,2
,36,Tororo,11,2015,2
,35,Tororo,11,2015,2
,64,Tororo,11,2015,2
,58,Tororo,11,2015,2
,41,Tororo,12,2015,2
,49,Tororo,11,2015,2
,53,Tororo,11,2015,2
,62,Tororo,12,2015,2
,30,Tororo,11,2015,2
,47,Tororo,12,2015,2
,70,Tororo,12,2015,2
,21,Tororo,12,2015,2
,65,Tororo,11,2015,2
,70,Tororo,12,2015,2
,60,Tororo,11,2015,2
,65,Tororo,11,2015,2
,40,Tororo,11,2015,2
,58,Tororo,12,2015,2
,70,Tororo,11,2015,2
,40,Tororo,11,2015,2
,41,Tororo,11,2015,2
,68,Tororo,11,2015,2
,70,Tororo,11,2015,2
,48,Tororo,11,2015,2
,120,Tororo,11,2015,2
,109,Tororo,12,2015,2
,60,Tororo,11,2015,2
,62,Tororo,12,2015,2
,31,Tororo,12,2015,2
,41,Tororo,12,2015,2
,50,Tororo,11,2015,2
,49,Tororo,11,2015,2
,158,Tororo,11,2015,2
,43,Tororo,11,2015,2
,40,Tororo,12,2012,2
,36,Tororo,12,2015,2
,48,Tororo,11,2015,2
,120,Tororo,11,2015,2
,60,Tororo,12,2015,2
,47,Tororo,11,2015,2
,26,Tororo,11,2015,2
,44,Tororo,11,2015,2
,101,Tororo,12,2015,2
,18,Tororo,11,2015,2
,40,Tororo,11,2015,2
,28,Tororo,11,2015,2
,45,Tororo,11,2015,2
,56,Tororo,11,2015,2
,73,Tororo,11,2015,2
,52,Tororo,11,2015,2
,60,Tororo,12,2015,2
,62,Tororo,11,2015,2
,62,Tororo,11,2015,2
,48,Tororo,11,2015,2
,65,Tororo,12,2015,2
,52,Tororo,11,2015,2
,52,Tororo,12,2015,2
,30,Tororo,12,2015,2
,88,Tororo,11,2015,2
,80,Tororo,11,2015,2
,53,Tororo,11,2015,2
,,Tororo,1,2012,2
,140,Tororo,11,2015,2
,45,Tororo,12,2015,2
,58,Tororo,12,2015,2
,60,Tororo,12,2015,2
,50,Tororo,12,2015,2
,74,Tororo,12,2015,2
,48,Tororo,12,2015,2
,64,Tororo,12,2015,2
,54,Tororo,12,2015,2
,49,Tororo,12,2015,2
,69,Tororo,11,2015,2
,36,Tororo,12,2015,2
,70,Tororo,12,2015,2
,89,Tororo,12,2015,2
,78,Tororo,12,2015,2
,70,Tororo,12,2015,2
,59,Tororo,12,2015,2
,50,Tororo,12,2015,2
,150,Tororo,11,2015,2
,62,Tororo,11,2015,2
,54,Tororo,12,2015,2
,50,Tororo,11,2015,2
,88,Tororo,11,2015,2
,40,Tororo,12,2015,2
,41,Tororo,12,2015,2
,79,Tororo,12,2015,2
,87,Tororo,11,2015,2
,100,Tororo,12,2015,2
,74,Tororo,11,2015,2
,30,Tororo,12,2015,2
,50,Tororo,11,2015,2
,75,Tororo,11,2015,2
,80,Tororo,12,2015,2
,62,Tororo,11,2015,2
,70,Tororo,11,2015,2
,38,Tororo,11,2015,2
,42,Tororo,12,2015,2
,33,Tororo,12,2015,2
,52,Tororo,12,2015,2
,70,Tororo,12,2015,2
,120,Tororo,12,2015,2
,56,Tororo,11,2015,2
,75,Tororo,12,2015,2
,27,Tororo,11,2015,2
,50,Tororo,11,2015,2
,59,Tororo,11,2015,2
,69,Tororo,12,2015,2
,91,Tororo,12,2015,2
,64,Tororo,11,2015,2
,70,Tororo,12,2015,2
,58,Tororo,11,2015,2
,41,Tororo,11,2015,2
,50,Tororo,12,2015,2
,50,Tororo,12,2015,2
,60,Tororo,11,2015,2
,92,Tororo,11,2015,2
,56,Tororo,11,2015,2
,56,Tororo,11,2015,2
,55,Tororo,12,2015,2
,36,Tororo,12,2015,2
,79,Tororo,12,2015,2
,65,Tororo,11,2015,2
,42,Tororo,11,2015,2
,52,Tororo,11,2015,2
,76,Tororo,12,2015,2
,52,Tororo,12,2015,2
,93,Tororo,11,2015,2
,60,Tororo,12,2015,2
,31,Tororo,11,2015,2
,59,Tororo,11,2015,2
,61,Tororo,12,2015,2
,85,Tororo,11,2015,2
,40,Tororo,11,2015,2
,52,Tororo,12,2015,2
,65,Tororo,12,2015,2
,54,Tororo,12,2015,2
,72,Tororo,12,2015,2
,40,Tororo,11,2015,2
,41,Tororo,12,2015,2
,68,Tororo,12,2015,2
,69,Tororo,12,2015,2
,28,Tororo,11,2015,2
,38,Tororo,12,2015,2
,68,Tororo,12,2015,2
,72,Tororo,11,2015,2
,56,Tororo,11,2015,2
,35,Tororo,12,2015,2
,60,Tororo,12,2015,2
,50,Tororo,12,2015,2
,80,Tororo,12,2015,2
,70,Tororo,12,2015,2
,31,Tororo,12,2015,2
,53,Tororo,11,2015,2
,83,Tororo,12,2015,2
,50,Tororo,12,2015,2
,28,Tororo,12,2015,2
,74,Tororo,12,2015,2
,30,Tororo,11,2015,2
,30,Tororo,11,2015,2
,45,Tororo,11,2015,2
,50,Tororo,12,2015,2
,41,Tororo,11,2015,2
,56,Tororo,12,2015,2
,70,Tororo,12,2015,2
,60,Tororo,12,2015,2
,48,Tororo,11,2015,2
,67,Tororo,12,2015,2
,65,Tororo,12,2015,2
,51,Tororo,11,2015,2
,58,Tororo,11,2015,2
,60,Tororo,11,2015,2
,62,Tororo,11,2015,2
,70,Tororo,11,2015,2
,39,Tororo,12,2015,2
,60,Tororo,11,2015,2
,60,Tororo,11,2015,2
,62,Tororo,11,2015,2
,18,Tororo,11,2015,2
,64,Tororo,11,2015,2
,100,Tororo,12,2015,2
,45,Tororo,11,2015,2
,47,Tororo,11,2015,2
,52,Tororo,11,2015,2
,29,Tororo,12,2015,2
,38,Tororo,11,2015,2
,89,Tororo,11,2015,2
,54,Tororo,12,2015,2
,120,Tororo,11,2015,2
,28,Tororo,12,2015,2
,48,Tororo,11,2015,2
,60,Tororo,11,2015,2
,50,Tororo,11,2015,2
,56,Tororo,11,2015,2
,77,Tororo,11,2015,2
,61,Tororo,11,2015,2
,52,Tororo,11,2015,2
,57,Tororo,11,2015,2
,42,Tororo,11,2015,2
,48,Tororo,11,2015,2
,32,Tororo,12,2015,2
,57,Tororo,11,2015,2
,66,Tororo,11,2015,2
,58,Tororo,11,2015,2
,70,Tororo,11,2015,2
,39,Tororo,11,2015,2
,48,Tororo,11,2015,2
,55,Tororo,11,2015,2
,39,Tororo,11,2015,2
,36,Tororo,11,2015,2
,43,Tororo,11,2015,2
,46,Tororo,12,2015,2
,40,Tororo,11,2015,2
