ID,cem301_attendees_total,cem011 prgrm,month,year,country
,37,Mbale,9,2014,2
,77,Mbale,9,2014,2
,42,Mbale,9,2014,2
,50,Mbale,8,2014,2
,22,Mbale,9,2014,2
,79,Mbale,9,2014,2
,56,Mbale,8,2014,2
,49,Mbale,9,2014,2
,31,Mbale,9,2014,2
,26,Mbale,8,2014,2
,81,Mbale,9,2014,2
,37,Mbale,9,2014,2
,60,Mbale,10,2014,2
,21,Mbale,8,2014,2
,38,Mbale,9,2014,2
,29,Mbale,9,2014,2
,36,Mbale,10,2014,2
,20,Mbale,9,2014,2
,24,Mbale,9,2014,2
,27,Mbale,9,2014,2
,33,Mbale,9,2014,2
,29,Mbale,9,2014,2
,27,Mbale,10,2014,2
,30,Mbale,8,2014,2
,12,Mbale,10,2014,2
,20,Mbale,9,2014,2
,34,Mbale,9,2014,2
,24,Mbale,9,2014,2
,60,Mbale,8,2014,2
,31,Mbale,9,2014,2
,15,Mbale,9,2014,2
,52,Mbale,9,2014,2
,50,Mbale,9,2014,2
,30,Mbale,8,2014,2
,13,Mbale,9,2014,2
,20,Mbale,8,2014,2
,22,Mbale,9,2014,2
,55,Mbale,9,2014,2
,29,Mbale,10,2014,2
,15,Mbale,8,2014,2
,45,Mbale,8,2014,2
,45,Mbale,9,2014,2
,48,Mbale,10,2014,2
,76,Mbale,9,2014,2
,61,Mbale,8,2014,2
,26,Mbale,9,2014,2
,30,Mbale,9,2014,2
,15,Mbale,9,2014,2
,58,Mbale,9,2014,2
,19,Mbale,9,2014,2
,49,Mbale,9,2014,2
,8,Mbale,10,2014,2
,17,Mbale,9,2014,2
,61,Mbale,9,2014,2
,24,Mbale,9,2014,2
,31,Mbale,8,2014,2
,46,Mbale,9,2014,2
,52,Mbale,10,2015,2
,38,Mbale,8,2014,2
,35,Mbale,9,2014,2
,23,Mbale,10,2014,2
,36,Mbale,10,2014,2
,18,Mbale,9,2014,2
,23,Mbale,8,2014,2
,50,Mbale,9,2014,2
,16,Mbale,9,2014,2
,46,Mbale,8,2014,2
,31,Mbale,9,2014,2
,29,Mbale,10,2014,2
,28,Mbale,10,2014,2
,40,Mbale,9,2014,2
,60,Mbale,9,2014,2
,23,Mbale,9,2014,2
,32,Mbale,9,2014,2
,12,Mbale,10,2014,2
,35,Mbale,10,2014,2
,72,Mbale,9,2014,2
,90,Mbale,9,2014,2
,12,Mbale,9,2014,2
,25,Mbale,10,2014,2
,36,Mbale,9,2014,2
,19,Mbale,9,2014,2
,34,Mbale,9,2014,2
,47,Mbale,9,2014,2
,72,Mbale,1,2014,2
,27,Mbale,9,2014,2
,37,Mbale,10,2014,2
,36,Mbale,9,2014,2
,40,Mbale,10,2014,2
,28,Mbale,8,2014,2
,32,Mbale,9,2014,2
,37,Mbale,8,2014,2
,11,Mbale,10,2014,2
,19,Mbale,8,2014,2
,25,Mbale,10,2014,2
,31,Mbale,10,2014,2
,28,Mbale,10,2014,2
,16,Mbale,9,2014,2
,23,Mbale,8,2014,2
,32,Mbale,9,2014,2
,29,Mbale,9,2014,2
,41,Mbale,9,2014,2
,30,Mbale,10,2014,2
,31,Mbale,10,2014,2
,23,Mbale,9,2014,2
,15,Mbale,8,2014,2
,45,Mbale,9,2014,2
,30,Mbale,9,2014,2
,31,Mbale,9,2014,2
,20,Mbale,10,2015,2
,22,Mbale,9,2014,2
,15,Mbale,9,2014,2
,20,Mbale,9,2014,2
,34,Mbale,10,2014,2
,39,Mbale,9,2014,2
,31,Mbale,9,2014,2
,39,Mbale,9,2014,2
,38,Mbale,10,2015,2
,67,Mbale,9,2014,2
,36,Mbale,9,2014,2
,42,Mbale,8,2014,2
,35,Mbale,9,2014,2
,17,Mbale,8,2014,2
,12,Mbale,9,2014,2
,31,Mbale,8,2014,2
,46,Mbale,10,2014,2
,30,Mbale,8,2014,2
,17,Mbale,8,2014,2
,18,Mbale,8,2014,2
,39,Mbale,10,2014,2
,19,Mbale,1,2014,2
,37,Mbale,8,2014,2
,67,Mbale,9,2014,2
,19,Mbale,9,2014,2
,13,Mbale,10,2014,2
,22,Mbale,8,2014,2
,58,Mbale,8,2014,2
,76,Mbale,8,2014,2
,22,Mbale,9,2014,2
,30,Mbale,9,2014,2
,60,Mbale,9,2014,2
,27,Mbale,9,2014,2
,43,Mbale,9,2014,2
,24,Mbale,9,2014,2
,43,Mbale,10,2014,2
,23,Mbale,10,2014,2
,30,Mbale,9,2014,2
,33,Mbale,9,2014,2
,21,Mbale,9,2014,2
,22,Mbale,9,2014,2
,30,Mbale,9,2014,2
,56,Mbale,10,2014,2
,48,Mbale,8,2014,2
,25,Mbale,8,2014,2
,30,Mbale,8,2014,2
,67,Mbale,10,2014,2
,43,Mbale,9,2014,2
,35,Mbale,8,2014,2
,41,Mbale,9,2014,2
,38,Mbale,10,2014,2
,43,Mbale,8,2014,2
,28,Mbale,8,2014,2
,55,Mbale,9,2014,2
,44,Mbale,9,2014,2
,53,Mbale,9,2014,2
,19,Mbale,9,2014,2
,40,Mbale,9,2014,2
,58,Mbale,10,2014,2
,35,Mbale,8,2014,2
,15,Mbale,9,2014,2
,30,Mbale,10,2014,2
,30,Mbale,9,2014,2
,25,Mbale,9,2014,2
,33,Mbale,8,2014,2
,35,Mbale,9,2014,2
,45,Mbale,9,2014,2
,29,Mbale,9,2014,2
,45,Mbale,9,2014,2
,28,Mbale,9,2014,2
,52,Mbale,8,2014,2
,20,Mbale,10,2014,2
,41,Mbale,9,2014,2
,47,Mbale,8,2014,2
,26,Mbale,9,2014,2
,32,Mbale,9,2014,2
,47,Mbale,9,2014,2
,68,Mbale,9,2014,2
,14,Mbale,10,2014,2
,35,Mbale,9,2014,2
,30,Mbale,10,2014,2
,30,Mbale,8,2014,2
,22,Mbale,9,2014,2
,20,Mbale,9,2014,2
,15,Mbale,9,2014,2
,67,Mbale,8,2014,2
,43,Mbale,9,2014,2
,48,Mbale,9,2014,2
,33,Mbale,10,2014,2
,35,Mbale,9,2014,2
,25,Mbale,10,2014,2
,100,Mbale,9,2014,2
,31,Mbale,8,2014,2
,41,Mbale,9,2014,2
,44,Mbale,9,2014,2
,29,Mbale,9,2014,2
,25,Mbale,8,2014,2
,41,Mbale,8,2014,2
,23,Mbale,9,2014,2
,40,Mbale,8,2014,2
,28,Mbale,9,2014,2
,28,Mbale,8,2014,2
,32,Mbale,9,2014,2
,29,Mbale,8,2014,2
,25,Mbale,9,2014,2
,62,Mbale,9,2014,2
,21,Mbale,9,2014,2
,35,Mbale,8,2014,2
,35,Mbale,8,2014,2
,57,Mbale,9,2014,2
,25,Mbale,9,2014,2
,31,Mbale,9,2014,2
,18,Mbale,10,2014,2
,25,Mbale,9,2014,2
,30,Mbale,9,2014,2
,59,Mbale,9,2014,2
,27,Mbale,9,2014,2
,67,Mbale,9,2014,2
,40,Mbale,10,2015,2
,38,Mbale,10,2014,2
,40,Mbale,9,2014,2
,24,Mbale,9,2014,2
,45,Mbale,9,2014,2
,66,Mbale,9,2014,2
,29,Mbale,8,2014,2
,34,Mbale,9,2014,2
,31,Mbale,9,2014,2
,16,Mbale,9,2014,2
,25,Mbale,10,2014,2
,24,Mbale,10,2014,2
,85,Mbale,10,2014,2
,20,Mbale,9,2014,2
,29,Mbale,9,2014,2
,36,Mbale,10,2014,2
,52,Mbale,9,2014,2
,58,Mbale,8,2014,2
,43,Mbale,9,2014,2
,59,Mbale,8,2014,2
,29,Mbale,8,2014,2
,28,Mbale,8,2014,2
,32,Mbale,10,2014,2
,39,Mbale,10,2014,2
,30,Mbale,9,2014,2
,36,Mbale,9,2014,2
,35,Mbale,9,2014,2
,47,Mbale,8,2014,2
,97,Mbale,9,2014,2
,35,Mbale,8,2014,2
,28,Mbale,8,2014,2
,27,Mbale,8,2014,2
,30,Mbale,8,2014,2
,16,Mbale,9,2014,2
,30,Mbale,9,2014,2
,27,Mbale,9,2014,2
,53,Mbale,8,2014,2
,24,Mbale,10,2014,2
,40,Mbale,9,2014,2
,37,Mbale,9,2014,2
,34,Mbale,8,2014,2
,38,Mbale,10,2014,2
,72,Mbale,9,2014,2
,21,Mbale,9,2014,2
,59,Mbale,9,2014,2
,24,Mbale,8,2014,2
,44,Mbale,9,2014,2
,22,Mbale,10,2014,2
,40,Mbale,8,2014,2
,25,Mbale,8,2014,2
,20,Mbale,9,2014,2
,49,Mbale,9,2014,2
,17,Mbale,10,2014,2
,26,Mbale,8,2014,2
,30,Mbale,9,2014,2
,48,Mbale,9,2014,2
,32,Mbale,10,2014,2
,19,Mbale,9,2014,2
,24,Mbale,10,2014,2
,27,Mbale,9,2014,2
,30,Mbale,9,2014,2
,33,Mbale,8,2014,2
,38,Mbale,8,2014,2
,40,Mbale,9,2014,2
,35,Mbale,9,2014,2
,20,Mbale,9,2014,2
,25,Mbale,9,2014,2
,27,Mbale,8,2014,2
,25,Mbale,9,2014,2
,22,Mbale,9,2014,2
,13,Mbale,8,2014,2
,31,Mbale,9,2014,2
,31,Mbale,10,2014,2
,48,Mbale,9,2014,2
,20,Mbale,8,2014,2
,22,Mbale,8,2014,2
,32,Mbale,9,2014,2
,23,Mbale,9,2014,2
,19,Mbale,9,2014,2
,83,Mbale,9,2014,2
,45,Mbale,8,2014,2
,21,Mbale,8,2014,2
,31,Mbale,10,2014,2
,42,Mbale,9,2014,2
,52,Mbale,8,2014,2
,23,Mbale,9,2014,2
,79,Mbale,8,2014,2
,35,Mbale,9,2014,2
,20,Mbale,10,2014,2
,26,Mbale,9,2014,2
,60,Mbale,9,2014,2
,25,Mbale,8,2014,2
,26,Mbale,9,2014,2
,21,Mbale,9,2014,2
,25,Mbale,9,2014,2
,19,Mbale,10,2014,2
,38,Mbale,9,2014,2
,47,Mbale,10,2014,2
,15,Mbale,10,2014,2
,49,Mbale,8,2014,2
,25,Mbale,9,2014,2
,14,Mbale,10,2014,2
,31,Mbale,8,2014,2
,53,Mbale,8,2014,2
,23,Mbale,9,2014,2
,32,Mbale,10,2014,2
,18,Mbale,10,2014,2
,36,Mbale,8,2014,2
,39,Mbale,8,2014,2
,32,Mbale,9,2014,2
,27,Mbale,9,2014,2
,51,Mbale,8,2014,2
,30,Mbale,9,2014,2
,48,Mbale,10,2014,2
,23,Mbale,10,2015,2
,32,Mbale,9,2014,2
,42,Mbale,9,2014,2
,23,Mbale,8,2014,2
,48,Mbale,9,2014,2
,16,Mbale,9,2014,2
,28,Mbale,10,2014,2
,28,Mbale,9,2014,2
,50,Mbale,9,2014,2
,69,Mbale,9,2014,2
,30,Mbale,9,2014,2
,70,Mbale,10,2014,2
,55,Mbale,9,2014,2
,20,Mbale,9,2014,2
,23,Mbale,9,2014,2
,25,Mbale,9,2014,2
,46,Mbale,9,2014,2
,38,Mbale,9,2014,2
,39,Mbale,9,2014,2
,40,Mbale,9,2014,2
,54,Mbale,8,2014,2
,80,Mbale,10,2014,2
,22,Mbale,8,2014,2
,22,Mbale,9,2014,2
,30,Mbale,8,2014,2
,39,Mbale,8,2014,2
,50,Mbale,8,2014,2
,52,Mbale,10,2015,2
,29,Mbale,9,2014,2
,36,Mbale,8,2014,2
,30,Mbale,9,2014,2
,39,Mbale,9,2014,2
,32,Mbale,8,2014,2
,20,Mbale,9,2014,2
,30,Mbale,8,2014,2
,26,Mbale,9,2014,2
,33,Mbale,8,2014,2
,20,Mbale,9,2014,2
,33,Mbale,8,2014,2
,21,Mbale,9,2014,2
,37,Mbale,9,2014,2
,17,Mbale,9,2014,2
,28,Mbale,8,2014,2
,43,Mbale,9,2014,2
,45,Mbale,1,2014,2
,34,Mbale,10,2014,2
,60,Mbale,9,2014,2
,36,Mbale,8,2014,2
,42,Mbale,8,2014,2
,40,Mbale,9,2014,2
,25,Mbale,10,2014,2
,34,Mbale,9,2014,2
,43,Mbale,9,2014,2
,20,Mbale,9,2014,2
,42,Manafwa,2,2014,2
,41,Manafwa,2,2014,2
,48,Manafwa,2,2014,2
,53,Manafwa,1,2014,2
,64,Manafwa,3,2014,2
,82,Manafwa,2,2014,2
,35,Manafwa,3,2014,2
,72,Manafwa,2,2014,2
,70,Manafwa,2,2014,2
,45,Manafwa,10,2015,2
,35,Manafwa,2,2014,2
,69,Manafwa,2,2014,2
,64,Manafwa,2,2014,2
,32,Manafwa,3,2014,2
,62,Manafwa,1,2014,2
,56,Manafwa,2,2014,2
,68,Manafwa,2,2014,2
,97,Manafwa,2,2014,2
,48,Manafwa,2,2014,2
,62,Manafwa,1,2014,2
,49,Manafwa,2,2014,2
,45,Manafwa,1,2014,2
,50,Manafwa,10,2015,2
,35,Manafwa,10,2015,2
,55,Manafwa,3,2014,2
,30,Manafwa,2,2014,2
,37,Manafwa,1,2014,2
,46,Manafwa,2,2014,2
,56,Manafwa,2,2014,2
,46,Manafwa,2,2014,2
,43,Manafwa,2,2014,2
,29,Manafwa,2,2014,2
,50,Manafwa,2,2014,2
,25,Manafwa,3,2014,2
,64,Manafwa,2,2014,2
,56,Manafwa,2,2014,2
,36,Manafwa,2,2014,2
,60,Manafwa,1,2014,2
,61,Manafwa,1,2014,2
,72,Manafwa,10,2015,2
,52,Manafwa,2,2014,2
,79,Manafwa,2,2014,2
,70,Manafwa,3,2014,2
,35,Manafwa,10,2015,2
,15,Manafwa,3,2014,2
,76,Manafwa,1,2014,2
,59,Manafwa,3,2014,2
,84,Manafwa,2,2014,2
,53,Manafwa,1,2014,2
,49,Manafwa,1,2014,2
,85,Manafwa,2,2014,2
,29,Manafwa,1,2014,2
,63,Manafwa,2,2014,2
,64,Manafwa,3,2014,2
,162,Manafwa,1,2014,2
,69,Manafwa,2,2014,2
,52,Manafwa,2,2014,2
,41,Manafwa,10,2015,2
,76,Manafwa,2,2014,2
,49,Manafwa,1,2014,2
,79,Manafwa,2,2014,2
,32,Manafwa,3,2014,2
,56,Manafwa,2,2014,2
,40,Manafwa,3,2014,2
,50,Manafwa,3,2014,2
,72,Manafwa,10,2015,2
,54,Manafwa,3,2014,2
,49,Manafwa,2,2014,2
,39,Manafwa,1,2014,2
,28,Manafwa,2,2014,2
,41,Manafwa,3,2014,2
,61,Manafwa,1,2014,2
,85,Manafwa,1,2014,2
,20,Manafwa,2,2014,2
,59,Manafwa,2,2014,2
,45,Manafwa,1,2014,2
,52,Manafwa,2,2014,2
,61,Manafwa,2,2014,2
,46,Manafwa,3,2014,2
,32,Manafwa,1,2014,2
,51,Manafwa,2,2014,2
,47,Manafwa,3,2014,2
,30,Manafwa,1,2014,2
,109,Manafwa,1,2014,2
,72,Manafwa,1,2014,2
,57,Manafwa,2,2014,2
,35,Manafwa,3,2014,2
,52,Manafwa,2,2014,2
,29,Manafwa,3,2014,2
,113,Manafwa,1,2014,2
,35,Manafwa,1,2014,2
,34,Manafwa,10,2015,2
,42,Manafwa,1,2014,2
,84,Manafwa,1,2014,2
,53,Manafwa,1,2014,2
,41,Manafwa,3,2014,2
,36,Manafwa,2,2014,2
,36,Manafwa,2,2014,2
,56,Manafwa,2,2014,2
,56,Manafwa,1,2014,2
,54,Manafwa,2,2014,2
,22,Manafwa,3,2014,2
,80,Manafwa,1,2014,2
,77,Manafwa,2,2014,2
,45,Manafwa,3,2014,2
,69,Manafwa,2,2014,2
,57,Manafwa,2,2014,2
,31,Manafwa,3,2014,2
,50,Manafwa,2,2014,2
,25,Manafwa,3,2014,2
,70,Manafwa,2,2014,2
,27,Manafwa,3,2014,2
,56,Manafwa,3,2014,2
,54,Manafwa,10,2015,2
,45,Manafwa,1,2014,2
,69,Manafwa,3,2014,2
,34,Manafwa,2,2014,2
,58,Manafwa,2,2014,2
,38,Manafwa,10,2015,2
,65,Manafwa,2,2014,2
,40,Manafwa,1,2014,2
,45,Manafwa,1,2014,2
,17,Manafwa,2,2014,2
,75,Manafwa,2,2014,2
,44,Manafwa,2,2014,2
,60,Manafwa,1,2014,2
,36,Manafwa,3,2014,2
,49,Manafwa,1,2014,2
,28,Manafwa,10,2015,2
,66,Manafwa,2,2014,2
,163,Manafwa,2,2014,2
,52,Manafwa,2,2014,2
,92,Manafwa,2,2014,2
,44,Manafwa,10,2015,2
,56,Manafwa,2,2014,2
,90,Manafwa,1,2014,2
,43,Manafwa,2,2014,2
,55,Manafwa,2,2014,2
,60,Manafwa,1,2014,2
,68,Manafwa,2,2014,2
,50,Manafwa,2,2014,2
,40,Manafwa,2,2014,2
,46,Manafwa,2,2014,2
,58,Manafwa,1,2014,2
,108,Manafwa,2,2014,2
,57,Manafwa,1,2014,2
,80,Manafwa,1,2014,2
,77,Manafwa,1,2014,2
,65,Manafwa,2,2014,2
,35,Manafwa,2,2014,2
,62,Manafwa,1,2014,2
,54,Manafwa,1,2014,2
,98,Manafwa,1,2014,2
,71,Manafwa,2,2014,2
,30,Manafwa,3,2014,2
,78,Manafwa,3,2014,2
,84,Manafwa,2,2014,2
,30,Manafwa,2,2014,2
,47,Manafwa,2,2014,2
,44,Manafwa,1,2014,2
,50,Manafwa,1,2014,2
,67,Manafwa,2,2014,2
,56,Manafwa,2,2014,2
,74,Manafwa,2,2014,2
,52,Manafwa,2,2014,2
,48,Manafwa,2,2014,2
,67,Manafwa,2,2014,2
,55,Manafwa,2,2014,2
,30,Manafwa,10,2015,2
,71,Manafwa,2,2014,2
,42,Manafwa,2,2014,2
,71,Manafwa,2,2014,2
,56,Manafwa,1,2014,2
,73,Manafwa,1,2014,2
,35,Manafwa,1,2014,2
,152,Manafwa,2,2014,2
,26,Manafwa,2,2014,2
,60,Manafwa,2,2014,2
,82,Manafwa,2,2014,2
,34,Manafwa,10,2015,2
,33,Manafwa,2,2014,2
,40,Manafwa,2,2014,2
,49,Manafwa,3,2014,2
,71,Manafwa,2,2014,2
,85,Manafwa,2,2014,2
,33,Manafwa,10,2015,2
,50,Manafwa,3,2014,2
,40,Manafwa,1,2014,2
,58,Manafwa,1,2014,2
,70,Manafwa,1,2014,2
,50,Manafwa,1,2014,2
,56,Manafwa,2,2014,2
,49,Manafwa,2,2014,2
,42,Manafwa,2,2014,2
,38,Manafwa,1,2014,2
,41,Manafwa,2,2014,2
,32,Manafwa,2,2014,2
,22,Manafwa,2,2014,2
,65,Manafwa,2,2014,2
,72,Manafwa,1,2014,2
,96,Manafwa,2,2014,2
,57,Manafwa,2,2014,2
,80,Manafwa,2,2014,2
,41,Manafwa,1,2014,2
,28,Manafwa,3,2014,2
,35,Manafwa,10,2015,2
,84,Manafwa,1,2014,2
,37,Manafwa,2,2014,2
,39,Manafwa,2,2014,2
,42,Manafwa,2,2014,2
,52,Manafwa,3,2014,2
,79,Manafwa,2,2014,2
,58,Manafwa,2,2014,2
,34,Manafwa,3,2014,2
,54,Manafwa,1,2014,2
,46,Manafwa,2,2014,2
,60,Manafwa,2,2014,2
,54,Manafwa,10,2015,2
,210,Manafwa,2,2014,2
,50,Manafwa,3,2014,2
,69,Manafwa,1,2014,2
,71,Manafwa,10,2015,2
,69,Manafwa,2,2014,2
,69,Manafwa,2,2014,2
,54,Manafwa,1,2014,2
,73,Manafwa,2,2014,2
,98,Manafwa,1,2014,2
,44,Manafwa,2,2014,2
,38,Manafwa,2,2014,2
,62,Manafwa,2,2014,2
,86,Manafwa,2,2014,2
,42,Manafwa,2,2014,2
,30,Manafwa,2,2014,2
,71,Manafwa,10,2015,2
,40,Manafwa,3,2014,2
,65,Manafwa,2,2014,2
,44,Manafwa,1,2014,2
,70,Manafwa,2,2014,2
,23,Manafwa,2,2014,2
,39,Manafwa,1,2014,2
,33,Manafwa,2,2014,2
,59,Manafwa,1,2014,2
,24,Manafwa,2,2014,2
,31,Manafwa,3,2014,2
,38,Manafwa,2,2014,2
,67,Manafwa,1,2014,2
,52,Manafwa,1,2014,2
,21,Manafwa,1,2014,2
,63,Manafwa,1,2014,2
,64,Manafwa,2,2014,2
,54,Manafwa,3,2014,2
,43,Manafwa,1,2014,2
,65,Manafwa,2,2014,2
,52,Manafwa,2,2014,2
,36,Manafwa,3,2014,2
,29,Manafwa,1,2014,2
,40,Manafwa,2,2014,2
,21,Manafwa,2,2014,2
,68,Manafwa,1,2014,2
,55,Manafwa,2,2014,2
,57,Manafwa,1,2014,2
,34,Manafwa,2,2014,2
,210,Manafwa,1,2014,2
,61,Manafwa,2,2014,2
,71,Manafwa,1,2014,2
,49,Manafwa,2,2014,2
,42,Manafwa,1,2014,2
,65,Manafwa,2,2014,2
,44,Manafwa,1,2014,2
,46,Manafwa,2,2014,2
,45,Manafwa,2,2014,2
,81,Manafwa,2,2014,2
,103,Manafwa,1,2014,2
,56,Manafwa,1,2014,2
,35,Manafwa,3,2014,2
,66,Manafwa,2,2014,2
,72,Manafwa,2,2014,2
,57,Manafwa,1,2014,2
,38,Manafwa,10,2015,2
,54,Manafwa,10,2015,2
,41,Manafwa,3,2014,2
,54,Manafwa,1,2014,2
,22,Manafwa,10,2015,2
,101,Manafwa,2,2014,2
,41,Manafwa,1,2014,2
,54,Manafwa,2,2014,2
,41,Manafwa,10,2015,2
,62,Manafwa,2,2014,2
,77,Manafwa,2,2014,2
,24,Manafwa,1,2014,2
,22,Manafwa,1,2014,2
,39,Manafwa,2,2014,2
,46,Manafwa,2,2014,2
,61,Manafwa,1,2014,2
,144,Manafwa,1,2014,2
,80,Manafwa,1,2014,2
,40,Manafwa,3,2014,2
,53,Manafwa,2,2014,2
,33,Manafwa,1,2014,2
,24,Manafwa,3,2014,2
,62,Manafwa,10,2015,2
,41,Manafwa,2,2014,2
,40,Manafwa,1,2014,2
,62,Manafwa,1,2014,2
,28,Manafwa,3,2014,2
,87,Manafwa,1,2014,2
,26,Manafwa,3,2014,2
,46,Manafwa,3,2014,2
,135,Manafwa,2,2014,2
,58,Manafwa,3,2014,2
,41,Manafwa,2,2014,2
,135,Manafwa,3,2014,2
,28,Manafwa,2,2014,2
,40,Manafwa,2,2014,2
,32,Manafwa,3,2014,2
,24,Manafwa,3,2014,2
,40,Manafwa,1,2014,2
,68,Manafwa,2,2014,2
,35,Manafwa,10,2015,2
,18,Manafwa,2,2014,2
,28,Manafwa,1,2014,2
,53,Manafwa,1,2014,2
,32,Manafwa,2,2014,2
,68,Manafwa,2,2014,2
,40,Manafwa,2,2014,2
,24,Manafwa,1,2014,2
,94,Manafwa,1,2014,2
,74,Manafwa,1,2014,2
,20,Manafwa,10,2015,2
,23,Manafwa,3,2014,2
,42,Manafwa,2,2014,2
,45,Manafwa,2,2014,2
,86,Manafwa,2,2014,2
,21,Manafwa,1,2014,2
,95,Manafwa,1,2014,2
,60,Manafwa,1,2014,2
,22,Manafwa,1,2014,2
,38,Manafwa,2,2014,2
,32,Manafwa,2,2014,2
,32,Manafwa,2,2014,2
,31,Manafwa,1,2014,2
,66,Manafwa,1,2014,2
,52,Manafwa,3,2014,2
,84,Manafwa,2,2014,2
,50,Manafwa,2,2014,2
,20,Manafwa,2,2014,2
,71,Manafwa,3,2014,2
,51,Manafwa,2,2014,2
,32,Manafwa,3,2014,2
,63,Manafwa,3,2014,2
,58,Manafwa,2,2014,2
,22,Manafwa,3,2014,2
,64,Manafwa,1,2014,2
,41,Manafwa,3,2014,2
,68,Manafwa,1,2014,2
,73,Manafwa,1,2014,2
,79,Manafwa,2,2014,2
,38,Manafwa,10,2015,2
,76,Manafwa,1,2014,2
,80,Manafwa,1,2014,2
,24,Manafwa,3,2014,2
,50,Manafwa,2,2014,2
,65,Manafwa,2,2014,2
,46,Manafwa,10,2015,2
,53,Manafwa,2,2014,2
,63,Manafwa,2,2014,2
,63,Manafwa,1,2014,2
,66,Manafwa,1,2014,2
,25,Manafwa,1,2014,2
,47,Manafwa,1,2014,2
,85,Manafwa,1,2014,2
,11,Manafwa,10,2015,2
,38,Manafwa,2,2014,2
,78,Manafwa,1,2014,2
,28,Manafwa,3,2014,2
,73,Manafwa,3,2014,2
,35,Manafwa,2,2014,2
,35,Manafwa,2,2014,2
,80,Manafwa,10,2015,2
,78,Manafwa,2,2014,2
,39,Manafwa,2,2014,2
,38,Manafwa,1,2014,2
,41,Manafwa,1,2014,2
,50,Manafwa,10,2015,2
,25,Manafwa,2,2014,2
,59,Manafwa,2,2014,2
,45,Manafwa,1,2014,2
,13,Manafwa,3,2014,2
,29,Manafwa,2,2014,2
,40,Manafwa,3,2014,2
,76,Manafwa,2,2014,2
,38,Manafwa,3,2014,2
,35,Manafwa,3,2014,2
,77,Manafwa,2,2014,2
,53,Manafwa,2,2014,2
,71,Manafwa,10,2015,2
,84,Manafwa,2,2014,2
,90,Manafwa,1,2014,2
,120,Manafwa,2,2014,2
,35,Manafwa,1,2014,2
,40,Manafwa,2,2014,2
,35,Manafwa,2,2014,2
,26,Manafwa,2,2014,2
,53,Manafwa,2,2014,2
,45,Manafwa,3,2014,2
,31,Manafwa,1,2014,2
,114,Manafwa,1,2014,2
,18,Manafwa,2,2014,2
,76,Manafwa,3,2014,2
,35,Manafwa,1,2014,2
,151,Manafwa,3,2014,2
,50,Manafwa,1,2014,2
,28,Manafwa,2,2014,2
,72,Manafwa,2,2014,2
,47,Manafwa,1,2014,2
,49,Manafwa,2,2014,2
,44,Manafwa,2,2014,2
,102,Manafwa,2,2014,2
,38,Manafwa,2,2014,2
,21,Manafwa,1,2014,2
,25,Manafwa,2,2014,2
,45,Manafwa,2,2014,2
,24,Manafwa,3,2014,2
,32,Manafwa,2,2014,2
,68,Manafwa,2,2014,2
,39,Manafwa,1,2014,2
,51,Manafwa,2,2014,2
,48,Manafwa,1,2014,2
,29,Manafwa,2,2014,2
,51,Manafwa,1,2014,2
,82,Manafwa,1,2014,2
,41,Manafwa,1,2014,2
,80,Manafwa,1,2014,2
,58,Manafwa,10,2015,2
,59,Manafwa,1,2014,2
,77,Manafwa,1,2014,2
,41,Manafwa,2,2014,2
,53,Manafwa,3,2014,2
,38,Manafwa,3,2014,2
,51,Manafwa,1,2014,2
,35,Manafwa,1,2014,2
,42,Manafwa,10,2015,2
,60,Manafwa,1,2014,2
,99,Manafwa,2,2014,2
,52,Manafwa,3,2014,2
,50,Manafwa,2,2014,2
,54,Manafwa,3,2014,2
,42,Manafwa,10,2015,2
,83,Manafwa,2,2014,2
,30,Manafwa,1,2014,2
,34,Manafwa,2,2014,2
,21,Manafwa,2,2014,2
,58,Manafwa,2,2014,2
,61,Manafwa,2,2014,2
,60,Manafwa,1,2014,2
,82,Manafwa,1,2014,2
,35,Manafwa,3,2014,2
,20,Manafwa,3,2014,2
,30,Manafwa,2,2014,2
,31,Manafwa,2,2014,2
,74,Manafwa,1,2014,2
,61,Manafwa,2,2014,2
,56,Manafwa,1,2014,2
,42,Manafwa,3,2014,2
,40,Manafwa,2,2014,2
,29,Manafwa,1,2014,2
,257,Manafwa,1,2014,2
,20,Manafwa,2,2014,2
,41,Manafwa,1,2014,2
,35,Manafwa,1,2014,2
,43,Manafwa,10,2015,2
,35,Manafwa,2,2014,2
,40,Manafwa,3,2014,2
,32,Manafwa,3,2014,2
,80,Manafwa,1,2014,2
,111,Manafwa,2,2014,2
,51,Manafwa,2,2014,2
,46,Manafwa,2,2014,2
,20,Manafwa,2,2014,2
,17,Manafwa,2,2014,2
,45,Manafwa,2,2014,2
,41,Manafwa,1,2014,2
,18,Manafwa,3,2014,2
,84,Manafwa,2,2014,2
,112,Manafwa,1,2014,2
,38,Manafwa,1,2014,2
,44,Manafwa,1,2014,2
,53,Manafwa,2,2014,2
,32,Manafwa,2,2014,2
,79,Manafwa,2,2014,2
,44,Manafwa,2,2014,2
,40,Manafwa,10,2015,2
,40,Manafwa,1,2014,2
,77,Manafwa,1,2014,2
,98,Manafwa,10,2015,2
,38,Manafwa,1,2014,2
,110,Manafwa,2,2014,2
,29,Manafwa,1,2014,2
,59,Manafwa,2,2014,2
,27,Manafwa,2,2014,2
,55,Manafwa,2,2014,2
,30,Manafwa,10,2015,2
