ID,program,programID,total_chl_used,total_period_day,total_period_30day,avrg_30day_usage,avrg_30day_usage_litres,num_of_Deliveries,Jerrican_delivered,date_of_first_delivery,date_of_last_delivery,month,year,country
,Lugari,10270495,22,1268,42.26667,0.5205047,2.602524,9,26,0000-00-00,02/01/2043,10,2017,1
,Lugari,10270496,26,1268,42.26667,0.615142,3.07571,9,30,0000-00-00,02/01/2043,10,2017,1
,Lugari,10270497,35,1091,36.36666,0.9624199,4.812099,12,37,0000-00-00,02/01/2043,10,2017,1
,Lugari,10270498,17,1158,38.6,0.4404145,2.202073,7,21,0000-00-00,0000-00-00,6,2017,1
,Lugari,10270499,29,1027,34.23333,0.8471276,4.235638,10,33,0000-00-00,0000-00-00,9,2017,1
,Lugari,10270500,21,1093,36.43333,0.5763952,2.881976,7,24,0000-00-00,02/01/2043,10,2017,1
,Lugari,10270501,31,1093,36.43333,0.8508691,4.254345,11,34,0000-00-00,02/01/2043,10,2017,1
,Lugari,10270502,17,1246,41.53333,0.4093098,2.046549,6,21,0000-00-00,02/01/2043,10,2017,1
,Lugari,10270503,8,975,32.5,0.2461538,1.230769,4,12,07/03/2042,02/01/2043,10,2017,1
,Lugari,10270504,32,1171,39.03333,0.8198121,4.099061,11,35,0000-00-00,01/02/2043,10,2017,1
,Lugari,10270505,8,222,7.4,1.081081,5.405405,4,10,0000-00-00,0000-00-00,5,2015,1
,Lugari,10270506,22,1103,36.76667,0.5983681,2.991841,9,26,0000-00-00,01/02/2043,10,2017,1
,Lugari,10270507,17,1043,34.76667,0.4889741,2.444871,6,20,0000-00-00,01/01/2043,10,2017,1
,Lugari,10270508,26,1029,34.3,0.7580175,3.790087,11,30,0000-00-00,0000-00-00,8,2017,1
,Lugari,10270509,33,1029,34.3,0.9620991,4.810496,12,37,0000-00-00,0000-00-00,8,2017,1
,Lugari,10270510,38,1188,39.6,0.959596,4.79798,13,42,0000-00-00,0000-00-00,8,2017,1
,Lugari,10270511,42,1232,41.06667,1.022727,5.113636,12,46,0000-00-00,0000-00-00,9,2017,1
,Lugari,10270512,16,994,33.13334,0.4828974,2.414487,5,20,0000-00-00,0000-00-00,1,2017,1
,Lugari,10270513,28,1232,41.06667,0.6818182,3.409091,9,32,0000-00-00,0000-00-00,9,2017,1
,Lugari,10270515,23,1118,37.26667,0.6171736,3.085868,8,26,0000-00-00,0000-00-00,9,2017,1
,Lugari,10270516,38,1076,35.86666,1.05948,5.297398,12,42,0000-00-00,0000-00-00,9,2017,1
,Lugari,10270517,31,1084,36.13334,0.8579335,4.289668,10,34,0000-00-00,0000-00-00,9,2017,1
,Lugari,10270518,33,1086,36.2,0.9116022,4.558011,12,37,0000-00-00,0000-00-00,9,2017,1
,Lugari,10270519,21,1076,35.86666,0.5855019,2.92751,9,24,0000-00-00,0000-00-00,9,2017,1
,Lugari,10270520,27,1241,41.36666,0.6526995,3.263497,10,31,0000-00-00,0000-00-00,9,2017,1
,Lugari,10270521,39,1241,41.36666,0.9427881,4.713941,13,43,0000-00-00,0000-00-00,9,2017,1
,Lugari,10270522,9,318,10.6,0.8490566,4.245283,4,12,0000-00-00,0000-00-00,8,2015,1
,Lugari,10270523,31,935,31.16667,0.9946525,4.973262,10,35,0000-00-00,0000-00-00,11,2016,1
,Lugari,10270524,29,1259,41.96667,0.6910246,3.455123,10,33,0000-00-00,02/01/2043,10,2017,1
,Lugari,10270525,34,1194,39.8,0.8542714,4.271357,10,38,0000-00-00,0000-00-00,7,2017,1
,Lugari,10270526,42,1238,41.26667,1.017771,5.088853,15,46,0000-00-00,0000-00-00,9,2017,1
,Lugari,10270527,39,1187,39.56667,0.9856782,4.928391,12,42,0000-00-00,01/02/2043,10,2017,1
,Lugari,10270528,37,1068,35.6,1.039326,5.196629,12,39,0000-00-00,0000-00-00,9,2017,1
,Lugari,10270529,28,1233,41.1,0.6812652,3.406326,10,32,0000-00-00,0000-00-00,9,2017,1
,Lugari,10270530,38,1029,34.3,1.107872,5.539359,11,42,0000-00-00,0000-00-00,2,2017,1
,Lugari,10270531,20,1027,34.23333,0.5842259,2.921129,7,23,0000-00-00,0000-00-00,8,2017,1
,Lugari,10270533,32,1093,36.43333,0.8783165,4.391582,10,36,0000-00-00,01/01/2043,10,2017,1
,Lugari,10270534,23,444,14.8,1.554054,7.77027,8,27,0000-00-00,0000-00-00,8,2015,1
,Lugari,10270535,17,506,16.86667,1.007905,5.039526,7,21,0000-00-00,0000-00-00,2,2016,1
,Lugari,10270537,13,353,11.76667,1.104816,5.524079,5,17,0000-00-00,0000-00-00,5,2015,1
,Lugari,10270538,19,991,33.03333,0.5751766,2.875883,6,22,0000-00-00,0000-00-00,5,2017,1
,Lugari,10270540,19,1206,40.2,0.4726368,2.363184,7,23,0000-00-00,0000-00-00,9,2017,1
,Lugari,10270541,37,1207,40.23333,0.9196355,4.598177,13,41,0000-00-00,0000-00-00,9,2017,1
,Lugari,10270542,41,1063,35.43333,1.157102,5.785512,13,45,0000-00-00,2043-00-00,9,2017,1
,Lugari,10270545,23,1243,41.43333,0.5551086,2.775543,9,27,0000-00-00,07/01/2043,10,2017,1
,Lugari,10270546,23,1088,36.26667,0.6341912,3.170956,8,27,0000-00-00,0000-00-00,5,2017,1
,Lugari,10270547,22,923,30.76667,0.7150596,3.575298,8,26,08/06/2042,0000-00-00,9,2017,1
,Lugari,10270548,15,1220,40.66667,0.3688524,1.844262,6,19,0000-00-00,0000-00-00,9,2017,1
,Lugari,10270549,22,1118,37.26667,0.5903399,2.951699,8,25,0000-00-00,0000-00-00,9,2017,1
,Lugari,10270550,24,1228,40.93333,0.5863192,2.931596,9,28,0000-00-00,0000-00-00,8,2017,1
,Lugari,10270551,19,1078,35.93333,0.5287569,2.643785,8,21,0000-00-00,0000-00-00,8,2017,1
,Lugari,10270552,22,1228,40.93333,0.5374593,2.687296,9,26,0000-00-00,0000-00-00,8,2017,1
,Lugari,10270553,28,1116,37.2,0.7526882,3.763441,10,31,0000-00-00,06/05/2043,11,2017,1
,Lugari,10270554,10,785,26.16667,0.3821656,1.910828,4,13,03/07/2042,0000-00-00,5,2017,1
,Lugari,10270555,22,1259,41.96667,0.5242256,2.621128,9,26,0000-00-00,2043-00-05,9,2017,1
,Lugari,10270556,16,1112,37.06667,0.4316547,2.158273,5,20,0000-00-00,0000-00-00,5,2017,1
,Lugari,10270557,37,1259,41.96667,0.8816521,4.40826,12,41,0000-00-00,04/02/2043,10,2017,1
,Lugari,10270558,35,985,32.83333,1.06599,5.329949,10,39,2042-02-00,2043-00-05,9,2017,1
,Lugari,10270559,26,1258,41.93333,0.6200318,3.100159,10,30,0000-00-00,06/02/2043,10,2017,1
,Lugari,10270560,44,1258,41.93333,1.049285,5.246423,13,48,0000-00-00,06/02/2043,10,2017,1
,Lugari,10270561,18,1251,41.7,0.4316547,2.158273,6,22,0000-00-00,04/02/2043,10,2017,1
,Lugari,10270562,19,1112,37.06667,0.5125899,2.56295,7,23,0000-00-00,0000-00-00,9,2017,1
,Lugari,10270563,28,1232,41.06667,0.6818182,3.409091,9,32,0000-00-00,0000-00-00,8,2017,1
,Lugari,10270564,25,1211,40.36666,0.6193229,3.096614,8,29,0000-00-00,0000-00-00,8,2017,1
,Lugari,10270565,21,1210,40.33333,0.5206612,2.603306,8,25,0000-00-00,0000-00-00,8,2017,1
,Lugari,10270566,22,1134,37.8,0.5820106,2.910053,8,26,0000-00-00,08/01/2043,10,2017,1
,Lugari,10270568,8,869,28.96667,0.2761795,1.380898,4,12,0000-00-00,0000-00-00,9,2017,1
,Lugari,10270569,9,935,31.16667,0.28877,1.44385,5,13,2042-04-00,0000-00-00,8,2017,1
,Lugari,10270570,17,936,31.2,0.5448718,2.724359,6,21,2042-04-00,0000-00-00,8,2017,1
,Lugari,10270571,16,1216,40.53333,0.3947369,1.973684,6,20,0000-00-00,0000-00-00,8,2017,1
,Lugari,10270572,13,1138,37.93333,0.3427065,1.713532,6,16,0000-00-00,04/01/2043,10,2017,1
,Lugari,10270573,13,1080,36,0.3611111,1.805556,6,16,0000-00-00,04/01/2043,10,2017,1
,Lugari,10270574,30,1244,41.46667,0.7234727,3.617363,11,34,0000-00-00,2043-00-05,9,2017,1
,Lugari,10270575,18,1260,42,0.4285714,2.142857,7,22,0000-00-00,04/02/2043,10,2017,1
,Lugari,10270576,35,1135,37.83333,0.9251102,4.625551,10,39,0000-00-00,08/01/2043,10,2017,1
,Lugari,10270577,16,935,31.16667,0.513369,2.566845,6,19,2042-04-00,0000-00-00,8,2017,1
,Lugari,10270578,22,816,27.2,0.8088235,4.044117,7,26,05/07/2042,0000-00-00,6,2017,1
,Lugari,10270579,19,1149,38.3,0.4960836,2.480418,7,23,0000-00-00,0000-00-00,6,2017,1
,Lugari,10270580,6,802,26.73333,0.2244389,1.122195,3,9,07/07/2042,0000-00-00,5,2017,1
,Lugari,10270581,4,1134,37.8,0.1058201,0.5291005,3,5,0000-00-00,0000-00-00,5,2017,1
,Lugari,10270583,23,1237,41.23333,0.5578011,2.789006,9,27,0000-00-00,2043-01-00,10,2017,1
,Lugari,10270584,26,1237,41.23333,0.6305578,3.152789,9,30,0000-00-00,2043-01-00,10,2017,1
,Lugari,10270585,14,1271,42.36666,0.3304485,1.652242,5,18,0000-00-00,01/01/2043,10,2017,1
,Lugari,10270586,33,1231,41.03333,0.8042242,4.021121,11,37,0000-00-00,0000-00-00,8,2017,1
,Lugari,10270587,37,1133,37.76667,0.9796999,4.898499,11,40,0000-00-00,0000-00-00,8,2017,1
,Lugari,10270588,25,1181,39.36666,0.6350551,3.175275,9,29,0000-00-00,0000-00-00,7,2017,1
,Lugari,10270589,31,1181,39.36666,0.7874683,3.937341,11,35,0000-00-00,0000-00-00,7,2017,1
,Lugari,10270590,12,1148,38.26667,0.3135889,1.567944,4,13,0000-00-00,0000-00-00,6,2017,1
,Lugari,10270592,17,1170,39,0.4358974,2.179487,6,18,0000-00-00,0000-00-00,7,2017,1
,Lugari,10270593,13,1117,37.23333,0.3491495,1.745747,6,15,0000-00-00,0000-00-00,8,2017,1
,Lugari,10270594,27,1214,40.46667,0.6672158,3.336079,9,31,0000-00-00,0000-00-00,8,2017,1
,Lugari,10270595,16,892,29.73333,0.5381166,2.690583,7,17,0000-00-00,0000-00-00,10,2016,1
,Lugari,10270598,16,1255,41.83333,0.3824701,1.912351,6,20,0000-00-00,2043-01-00,10,2017,1
,Lugari,10270599,22,1187,39.56667,0.5560236,2.780118,9,23,0000-00-00,0000-00-00,7,2017,1
,Lugari,10270601,11,1032,34.4,0.3197674,1.598837,4,13,0000-00-00,0000-00-00,6,2017,1
,Lugari,10270602,20,1264,42.13334,0.4746835,2.373418,8,24,0000-00-00,2043-01-00,10,2017,1
,Lugari,10270603,20,963,32.1,0.623053,3.115265,8,22,0000-00-00,0000-00-00,6,2017,1
,Lugari,10270604,26,1138,37.93333,0.685413,3.427065,9,27,0000-00-00,0000-00-00,6,2017,1
,Lugari,10270605,14,1197,39.9,0.3508772,1.754386,6,18,0000-00-00,0000-00-00,7,2017,1
,Lugari,10270606,17,967,32.23333,0.5274044,2.637022,7,20,0000-00-00,0000-00-00,7,2017,1
,Lugari,10270607,26,1197,39.9,0.651629,3.258145,9,30,0000-00-00,0000-00-00,7,2017,1
,Lugari,10270608,34,1134,37.8,0.8994709,4.497355,11,38,0000-00-00,0000-00-00,6,2017,1
,Lugari,10270609,15,964,32.13334,0.466805,2.334025,6,17,0000-00-00,0000-00-00,6,2017,1
,Lugari,10270610,22,1228,40.93333,0.5374593,2.687296,8,26,0000-00-00,0000-00-00,8,2017,1
,Lugari,10270611,15,1092,36.4,0.4120879,2.060439,5,17,0000-00-00,01/01/2043,10,2017,1
,Lugari,10270612,37,1137,37.9,0.9762533,4.881267,12,40,0000-00-00,0000-00-00,5,2017,1
,Lugari,10270613,36,921,30.7,1.172638,5.863192,11,38,0000-00-00,0000-00-00,1,2017,1
,Lugari,10270614,29,1138,37.93333,0.7644991,3.822496,10,33,0000-00-00,0000-00-00,5,2017,1
,Lugari,10270615,26,1041,34.7,0.7492795,3.746397,10,28,0000-00-00,0000-00-00,5,2017,1
,Lugari,10270616,25,1137,37.9,0.6596306,3.298153,9,28,0000-00-00,0000-00-00,5,2017,1
,Lugari,10270617,23,1121,37.36666,0.6155219,3.07761,9,27,0000-00-00,0000-00-00,6,2017,1
,Lugari,10270618,25,1267,42.23333,0.5919495,2.959747,10,29,0000-00-00,01/04/2043,11,2017,1
,Lugari,10270619,18,1267,42.23333,0.4262036,2.131018,7,22,0000-00-00,01/04/2043,11,2017,1
,Lugari,10270620,15,1126,37.53333,0.3996448,1.998224,7,19,0000-00-00,0000-00-00,6,2017,1
,Lugari,10270621,12,763,25.43333,0.4718218,2.359109,6,16,0000-00-00,0000-00-00,6,2016,1
,Lugari,10270622,11,716,23.86667,0.4608938,2.304469,4,13,03/05/2042,0000-00-00,2,2017,1
,Lugari,10270624,15,994,33.13334,0.4527163,2.263581,6,19,0000-00-00,0000-00-00,2,2017,1
,Lugari,10270625,14,994,33.13334,0.4225352,2.112676,6,18,0000-00-00,0000-00-00,2,2017,1
,Lugari,10270626,15,1013,33.76667,0.4442251,2.221125,6,19,0000-00-00,0000-00-00,2,2017,1
,Lugari,10270627,17,1013,33.76667,0.5034551,2.517276,6,21,0000-00-00,0000-00-00,2,2017,1
,Lugari,10270628,12,1231,41.03333,0.2924452,1.462226,5,16,0000-00-00,2043-00-06,9,2017,1
,Lugari,10270629,10,1237,41.23333,0.2425222,1.212611,5,14,0000-00-00,2043-00-06,9,2017,1
,Lugari,10270631,23,853,28.43333,0.8089098,4.044549,8,25,05/05/2042,0000-00-00,6,2017,1
,Lugari,10270635,20,1096,36.53333,0.5474452,2.737226,8,22,0000-00-00,09/01/2043,10,2017,1
,Lugari,10270636,24,1244,41.46667,0.5787781,2.893891,9,28,0000-00-00,2043-00-07,9,2017,1
,Lugari,10270637,31,1235,41.16667,0.7530364,3.765182,10,35,0000-00-00,2043-00-07,9,2017,1
,Lugari,10270639,27,1197,39.9,0.6766917,3.383459,10,31,0000-00-00,0000-00-00,8,2017,1
,Lugari,10270640,20,939,31.3,0.6389776,3.194888,7,24,09/03/2042,0000-00-00,8,2017,1
,Lugari,10270641,37,1123,37.43333,0.9884238,4.942119,13,41,0000-00-00,0000-00-00,5,2017,1
,Lugari,10270642,29,1027,34.23333,0.8471276,4.235638,10,31,0000-00-00,0000-00-00,9,2017,1
,Kilifi,10280002,4,224,7.466667,0.5357143,2.678571,2,8,0000-00-00,06/03/2042,2,2015,1
,Kilifi,10280003,4,235,7.833333,0.5106383,2.553191,2,8,0000-00-00,07/03/2042,2,2015,1
,Kilifi,10280004,8,597,19.9,0.4020101,2.01005,3,12,0000-00-00,0000-00-00,2,2016,1
,Kilifi,10280006,4,606,20.2,0.1980198,0.990099,2,7,0000-00-00,0000-00-00,2,2016,1
,Kilifi,10280007,8,609,20.3,0.3940887,1.970443,3,11,0000-00-00,0000-00-00,2,2016,1
,Kilifi,10280008,8,596,19.86667,0.4026846,2.013423,3,11,0000-00-00,0000-00-00,2,2016,1
,Kilifi,10280009,8,604,20.13333,0.397351,1.986755,3,12,0000-00-00,0000-00-00,2,2016,1
,Kilifi,10280010,8,596,19.86667,0.4026846,2.013423,3,11,0000-00-00,0000-00-00,2,2016,1
,Kilifi,10280011,8,594,19.8,0.4040404,2.020202,3,11,0000-00-00,0000-00-00,2,2016,1
,Kilifi,10280012,8,594,19.8,0.4040404,2.020202,3,11,0000-00-00,0000-00-00,2,2016,1
,Kilifi,10280013,8,596,19.86667,0.4026846,2.013423,3,12,0000-00-00,0000-00-00,2,2016,1
,Kilifi,10280014,4,225,7.5,0.5333334,2.666667,2,7,0000-00-00,07/03/2042,2,2015,1
,Kilifi,10280015,4,596,19.86667,0.2013423,1.006711,2,8,0000-00-00,0000-00-00,2,2016,1
,Kilifi,10280017,4,596,19.86667,0.2013423,1.006711,2,8,0000-00-00,0000-00-00,2,2016,1
,Kilifi,10280018,8,596,19.86667,0.4026846,2.013423,3,11,0000-00-00,0000-00-00,2,2016,1
,Kilifi,10280020,8,596,19.86667,0.4026846,2.013423,3,12,0000-00-00,0000-00-00,2,2016,1
,Kilifi,10280022,4,596,19.86667,0.2013423,1.006711,2,8,0000-00-00,0000-00-00,2,2016,1
,Kilifi,10280023,4,606,20.2,0.1980198,0.990099,2,8,0000-00-00,0000-00-00,2,2016,1
,Kilifi,10280025,4,594,19.8,0.2020202,1.010101,2,7,0000-00-00,0000-00-00,2,2016,1
,Kilifi,10280026,4,235,7.833333,0.5106383,2.553191,2,7,0000-00-00,07/03/2042,2,2015,1
,Kilifi,10280027,4,604,20.13333,0.1986755,0.9933775,2,6,0000-00-00,0000-00-00,2,2016,1
,Kilifi,10280029,4,594,19.8,0.2020202,1.010101,2,7,0000-00-00,0000-00-00,2,2016,1
,Kilifi,10280037,8,590,19.66667,0.4067797,2.033898,3,12,0000-00-00,0000-00-00,2,2016,1
,Kilifi,10280043,4,368,12.26667,0.326087,1.630435,2,8,06/03/2042,0000-00-00,2,2016,1
,Kilifi,10280044,8,593,19.76667,0.4047218,2.023609,3,12,0000-00-00,0000-00-00,2,2016,1
,Kilifi,10280045,8,593,19.76667,0.4047218,2.023609,3,12,0000-00-00,0000-00-00,2,2016,1
,Kilifi,10280046,4,369,12.3,0.3252032,1.626016,2,8,06/03/2042,0000-00-00,2,2016,1
,Kilifi,10280047,3,593,19.76667,0.1517707,0.7588533,2,7,0000-00-00,0000-00-00,2,2016,1
,Kilifi,10280048,8,591,19.7,0.4060914,2.030457,3,12,0000-00-00,0000-00-00,2,2016,1
,Kilifi,10280049,8,592,19.73333,0.4054054,2.027027,3,10,0000-00-00,0000-00-00,2,2016,1
,Kilifi,10280050,4,224,7.466667,0.5357143,2.678571,2,8,0000-00-00,06/03/2042,2,2015,1
,Kilifi,10280051,3,368,12.26667,0.2445652,1.222826,2,7,06/03/2042,0000-00-00,2,2016,1
,Kilifi,10280052,7,592,19.73333,0.3547297,1.773649,3,11,0000-00-00,0000-00-00,2,2016,1
,Kilifi,10280053,4,224,7.466667,0.5357143,2.678571,2,7,0000-00-00,06/03/2042,2,2015,1
,Kilifi,10280055,8,591,19.7,0.4060914,2.030457,3,12,0000-00-00,0000-00-00,2,2016,1
,Kilifi,10280057,4,224,7.466667,0.5357143,2.678571,2,7,0000-00-00,06/03/2042,2,2015,1
,Kilifi,10280058,4,224,7.466667,0.5357143,2.678571,2,7,0000-00-00,06/03/2042,2,2015,1
,Kilifi,10280059,4,224,7.466667,0.5357143,2.678571,2,8,0000-00-00,06/03/2042,2,2015,1
,Kilifi,10280060,6,590,19.66667,0.3050848,1.525424,3,10,0000-00-00,0000-00-00,2,2016,1
,Kilifi,10280065,8,590,19.66667,0.4067797,2.033898,3,12,0000-00-00,0000-00-00,2,2016,1
,Kilifi,10280070,3,220,7.333333,0.4090909,2.045455,2,7,0000-00-00,06/03/2042,2,2015,1
,Kilifi,10280072,4,223,7.433333,0.5381166,2.690583,2,8,0000-00-00,06/03/2042,2,2015,1
,Kilifi,10280073,8,291,9.7,0.8247423,4.123711,3,11,0000-00-00,04/10/2042,4,2015,1
,Kilifi,10280074,8,587,19.56667,0.4088586,2.044293,3,12,0000-00-00,0000-00-00,2,2016,1
,Kilifi,10280075,8,573,19.1,0.4188482,2.094241,3,11,0000-00-00,0000-00-00,1,2016,1
,Kilifi,10280076,4,221,7.366667,0.5429864,2.714932,2,7,0000-00-00,07/03/2042,2,2015,1
,Kilifi,10280077,4,221,7.366667,0.5429864,2.714932,2,8,0000-00-00,07/03/2042,2,2015,1
,Kilifi,10280078,4,221,7.366667,0.5429864,2.714932,2,7,0000-00-00,07/03/2042,2,2015,1
,Kilifi,10280081,12,368,12.26667,0.9782609,4.891304,4,16,07/03/2042,0000-00-00,2,2016,1
,Kilifi,10280082,8,589,19.63333,0.4074703,2.037351,3,11,0000-00-00,0000-00-00,2,2016,1
,Kilifi,10280083,4,221,7.366667,0.5429864,2.714932,2,7,0000-00-00,07/03/2042,2,2015,1
,Kilifi,10280084,3,368,12.26667,0.2445652,1.222826,2,7,07/03/2042,0000-00-00,2,2016,1
,Kilifi,10280085,8,589,19.63333,0.4074703,2.037351,3,11,0000-00-00,0000-00-00,2,2016,1
,Kilifi,10280086,4,373,12.43333,0.3217158,1.608579,2,8,06/03/2042,0000-00-00,2,2016,1
,Kilifi,10280087,4,220,7.333333,0.5454546,2.727273,2,7,0000-00-00,06/03/2042,2,2015,1
,Kilifi,10280088,3,369,12.3,0.2439024,1.219512,2,7,06/03/2042,0000-00-00,2,2016,1
,Kilifi,10280091,4,222,7.4,0.5405405,2.702703,2,7,0000-00-00,06/03/2042,2,2015,1
,Kilifi,10280092,4,222,7.4,0.5405405,2.702703,2,7,0000-00-00,06/03/2042,2,2015,1
,Kilifi,10280095,8,591,19.7,0.4060914,2.030457,3,12,0000-00-00,0000-00-00,2,2016,1
,Kilifi,10280096,8,373,12.43333,0.6434316,3.217158,3,12,06/03/2042,0000-00-00,2,2016,1
,Kilifi,10280097,4,223,7.433333,0.5381166,2.690583,2,7,0000-00-00,06/03/2042,2,2015,1
,Kilifi,10280100,8,619,20.63333,0.3877221,1.938611,3,11,0000-00-00,0000-00-00,2,2016,1
,Kilifi,10280102,4,222,7.4,0.5405405,2.702703,2,8,0000-00-00,06/03/2042,2,2015,1
,Kilifi,10280104,4,374,12.46667,0.3208556,1.604278,2,8,06/03/2042,0000-00-00,2,2016,1
,Kilifi,10280106,8,593,19.76667,0.4047218,2.023609,3,11,0000-00-00,0000-00-00,2,2016,1
,Kilifi,10280107,8,593,19.76667,0.4047218,2.023609,3,11,0000-00-00,0000-00-00,2,2016,1
,Kilifi,10280109,8,593,19.76667,0.4047218,2.023609,3,11,0000-00-00,0000-00-00,2,2016,1
,Kilifi,10280111,8,291,9.7,0.8247423,4.123711,3,11,0000-00-00,04/10/2042,4,2015,1
,Vihiga,10290002,4,351,11.7,0.3418804,1.709402,2,8,0000-00-00,0000-00-00,6,2017,1
,Vihiga,10290004,4,291,9.7,0.4123711,2.061856,2,7,0000-00-00,0000-00-00,6,2017,1
,Vihiga,10290005,4,156,5.2,0.7692308,3.846154,2,8,0000-00-00,0000-00-00,2,2017,1
,Vihiga,10290006,7,351,11.7,0.5982906,2.991453,3,11,0000-00-00,0000-00-00,6,2017,1
,Vihiga,10290007,14,401,13.36667,1.047382,5.236907,5,17,0000-00-00,0000-00-00,6,2017,1
,Vihiga,10290011,12,246,8.2,1.463415,7.317073,4,16,0000-00-00,0000-00-00,2,2017,1
,Vihiga,10290018,4,770,25.66667,0.1558442,0.7792208,2,8,0000-00-00,0000-00-00,6,2016,1
,Vihiga,10290019,4,794,26.46667,0.1511335,0.7556674,2,8,0000-00-00,0000-00-00,7,2016,1
,Vihiga,10290020,4,214,7.133333,0.5607477,2.803738,2,8,0000-00-00,05/02/2043,10,2017,1
,Vihiga,10290027,4,1025,34.16667,0.1170732,0.5853658,2,8,0000-00-00,0000-00-00,3,2017,1
,Vihiga,10290039,4,177,5.9,0.6779661,3.389831,2,7,0000-00-00,0000-00-00,3,2017,1
,Vihiga,10290044,4,780,26,0.1538462,0.7692308,2,8,0000-00-00,0000-00-00,7,2016,1
,Vihiga,10290045,15,1009,33.63334,0.4459861,2.22993,5,19,0000-00-00,0000-00-00,3,2017,1
,Vihiga,10290046,3,128,4.266667,0.7031249,3.515625,2,6,0000-00-00,0000-00-00,9,2016,1
,Vihiga,10290052,14,1128,37.6,0.3723404,1.861702,5,18,0000-00-00,0000-00-00,6,2017,1
,Vihiga,10290053,10,828,27.6,0.3623188,1.811594,4,14,0000-00-00,0000-00-00,9,2016,1
,Vihiga,10290055,4,779,25.96667,0.1540436,0.7702183,2,8,0000-00-00,0000-00-00,7,2016,1
,Vihiga,10290056,11,298,9.933333,1.107383,5.536913,4,15,0000-00-00,0000-00-00,2,2017,1
,Vihiga,10290057,10,231,7.7,1.298701,6.493506,4,14,0000-00-00,0000-00-00,10,2016,1
,Vihiga,10290058,11,298,9.933333,1.107383,5.536913,5,19,0000-00-00,0000-00-00,3,2017,1
,Vihiga,10290059,16,394,13.13333,1.218274,6.091371,5,20,0000-00-00,0000-00-00,6,2017,1
,Vihiga,10290060,11,302,10.06667,1.092715,5.463576,4,14,0000-00-00,0000-00-00,3,2017,1
,Vihiga,10290061,4,401,13.36667,0.2992519,1.496259,2,7,0000-00-00,09/01/2043,10,2017,1
,Vihiga,10290062,3,128,4.266667,0.7031249,3.515625,2,7,0000-00-00,0000-00-00,9,2016,1
,Vihiga,10290063,15,975,32.5,0.4615385,2.307692,5,19,0000-00-00,0000-00-00,2,2017,1
,Vihiga,10290064,16,483,16.1,0.9937888,4.968944,5,20,0000-00-00,0000-00-00,8,2017,1
,Vihiga,10290065,15,410,13.66667,1.097561,5.487805,5,19,0000-00-00,06/02/2043,10,2017,1
,Vihiga,10290066,6,361,12.03333,0.4986149,2.493075,3,10,0000-00-00,0000-00-00,8,2017,1
,Vihiga,10290071,16,484,16.13333,0.9917355,4.958678,5,20,0000-00-00,0000-00-00,8,2017,1
,Vihiga,10290072,4,407,13.56667,0.2948403,1.474202,2,8,0000-00-00,0000-00-00,7,2016,1
,Vihiga,10290073,12,1226,40.86666,0.2936379,1.468189,4,16,0000-00-00,09/01/2043,10,2017,1
,Vihiga,10290074,8,1226,40.86666,0.1957586,0.9787928,3,12,0000-00-00,09/01/2043,10,2017,1
,Vihiga,10290075,20,1226,40.86666,0.4893964,2.446982,6,24,0000-00-00,09/01/2043,10,2017,1
,Vihiga,10290076,16,1226,40.86666,0.3915171,1.957586,5,20,0000-00-00,09/01/2043,10,2017,1
,Vihiga,10290078,8,421,14.03333,0.5700712,2.850356,3,12,0000-00-00,09/01/2043,10,2017,1
,Vihiga,10290079,12,1226,40.86666,0.2936379,1.468189,4,16,0000-00-00,09/01/2043,10,2017,1
,Vihiga,10290080,12,1226,40.86666,0.2936379,1.468189,4,16,0000-00-00,09/01/2043,10,2017,1
,Vihiga,10290082,20,1007,33.56667,0.5958292,2.979146,6,24,0000-00-00,0000-00-00,3,2017,1
,Vihiga,10290083,12,841,28.03333,0.4280618,2.140309,4,16,0000-00-00,0000-00-00,9,2016,1
,Vihiga,10290084,16,1007,33.56667,0.4766634,2.383317,5,20,0000-00-00,0000-00-00,3,2017,1
,Vihiga,10290086,8,422,14.06667,0.5687204,2.843602,3,12,0000-00-00,09/01/2043,10,2017,1
,Vihiga,10290087,12,425,14.16667,0.8470588,4.235294,4,16,0000-00-00,09/01/2043,10,2017,1
,Vihiga,10290088,12,258,8.6,1.395349,6.976744,4,16,0000-00-00,0000-00-00,4,2017,1
,Vihiga,10290089,20,1058,35.26667,0.5671077,2.835539,6,24,0000-00-00,0000-00-00,4,2017,1
,Vihiga,10290090,12,1056,35.2,0.3409091,1.704545,4,16,0000-00-00,0000-00-00,4,2017,1
,Vihiga,10290092,4,309,10.3,0.3883495,1.941748,2,8,0000-00-00,0000-00-00,3,2017,1
,Vihiga,10290094,12,482,16.06667,0.7468879,3.73444,4,15,0000-00-00,0000-00-00,8,2017,1
,Vihiga,10290095,8,314,10.46667,0.7643312,3.821656,3,11,0000-00-00,0000-00-00,3,2017,1
,Vihiga,10290097,12,315,10.5,1.142857,5.714286,4,15,0000-00-00,0000-00-00,3,2017,1
,Vihiga,10290099,3,149,4.966667,0.6040269,3.020134,2,7,0000-00-00,0000-00-00,10,2016,1
,Vihiga,10290103,12,315,10.5,1.142857,5.714286,4,16,0000-00-00,0000-00-00,3,2017,1
,Vihiga,10290111,16,1216,40.53333,0.3947369,1.973684,5,20,0000-00-00,0000-00-00,9,2017,1
