ID,program,programID,total_chl_used,total_period_day,total_period_30day,avrg_30day_usage,avrg_30day_usage_litres,num_of_Deliveries,Jerrican_delivered,date_of_first_delivery,date_of_last_delivery,month,year,country
,One Acre Fund,10162116,32,896,29.86667,1.071429,5.357142,9,36,02/07/2042,0000-00-00,8,2017,1
,One Acre Fund,10162117,36,879,29.3,1.228669,6.143345,10,40,09/08/2042,0000-00-00,8,2017,1
,One Acre Fund,10162124,36,879,29.3,1.228669,6.143345,10,40,09/08/2042,0000-00-00,8,2017,1
,One Acre Fund,10162128,23,748,24.93333,0.9224599,4.612299,7,26,02/06/2042,0000-00-00,3,2017,1
,One Acre Fund,10162132,24,829,27.63333,0.8685163,4.342581,7,28,0000-00-00,0000-00-00,9,2017,1
,One Acre Fund,10162134,4,36,1.2,3.333333,16.66667,2,8,0000-00-00,0000-00-00,3,2017,1
,One Acre Fund,10162136,20,647,21.56667,0.927357,4.636785,6,23,0000-00-00,0000-00-00,3,2017,1
,One Acre Fund,10162146,16,651,21.7,0.7373272,3.686636,5,20,04/12/2042,0000-00-00,2,2017,1
,One Acre Fund,10162148,16,564,18.8,0.8510638,4.255319,5,20,04/04/2042,0000-00-00,8,2016,1
,One Acre Fund,10162151,20,850,28.33333,0.7058823,3.529412,6,24,08/12/2042,0000-00-00,8,2017,1
,One Acre Fund,10162161,8,374,12.46667,0.6417112,3.208556,3,12,0000-00-00,0000-00-00,5,2017,1
,Vihiga,10162162,8,431,14.36667,0.5568445,2.784223,3,12,09/04/2042,0000-00-00,4,2016,1
,One Acre Fund,10162179,24,837,27.9,0.8602151,4.301075,7,28,0000-00-00,2043-00-05,9,2017,1
,One Acre Fund,10162180,12,268,8.933333,1.343284,6.716418,4,16,0000-00-00,0000-00-00,7,2017,1
,One Acre Fund,10162206,20,803,26.76667,0.747198,3.73599,6,24,0000-00-00,0000-00-00,8,2017,1
,One Acre Fund,10162208,8,70,2.333333,3.428571,17.14286,3,12,0000-00-00,0000-00-00,8,2015,1
,One Acre Fund,10162233,22,971,32.36666,0.6797117,3.398559,7,26,08/01/2042,0000-00-00,9,2017,1
,One Acre Fund,10162236,16,632,21.06667,0.7594936,3.797468,5,20,0000-00-00,0000-00-00,2,2017,1
,One Acre Fund,10162243,22,897,29.9,0.735786,3.67893,7,26,04/05/2042,0000-00-00,8,2017,1
,Vihiga,10162250,4,547,18.23333,0.2193784,1.096892,2,7,2042-06-00,0000-00-00,8,2016,1
,One Acre Fund,10162261,26,742,24.73333,1.051213,5.256064,8,30,07/01/2042,0000-00-00,1,2017,1
,One Acre Fund,10162262,32,1004,33.46667,0.9561753,4.780876,10,36,07/01/2042,01/02/2043,10,2017,1
,One Acre Fund,10162272,25,742,24.73333,1.010782,5.053908,8,29,07/01/2042,0000-00-00,1,2017,1
,One Acre Fund,10162276,17,611,20.36667,0.8346972,4.173486,7,21,0000-00-00,0000-00-00,1,2017,1
,One Acre Fund,10162282,24,560,18.66667,1.285714,6.428572,7,28,07/01/2042,0000-00-00,7,2016,1
,One Acre Fund,10162289,31,871,29.03333,1.067738,5.338692,9,35,0000-00-00,01/02/2043,10,2017,1
,One Acre Fund,10162291,26,955,31.83333,0.8167539,4.08377,9,30,06/06/2042,01/02/2043,10,2017,1
,One Acre Fund,10162294,11,261,8.7,1.264368,6.321839,4,14,06/06/2042,0000-00-00,11,2015,1
,One Acre Fund,10162301,17,513,17.1,0.994152,4.97076,6,20,06/06/2042,0000-00-00,7,2016,1
,One Acre Fund,10162307,11,513,17.1,0.6432748,3.216374,4,14,0000-00-00,0000-00-00,9,2017,1
,One Acre Fund,10162330,33,981,32.7,1.009174,5.045872,10,36,06/02/2042,2043-00-07,9,2017,1
,One Acre Fund,10162333,36,981,32.7,1.100917,5.504587,10,39,06/02/2042,2043-00-07,9,2017,1
,One Acre Fund,10162334,32,981,32.7,0.9785932,4.892966,10,35,06/02/2042,2043-00-07,9,2017,1
,One Acre Fund,10162335,27,988,32.93333,0.819838,4.09919,9,30,05/02/2042,03/01/2043,10,2017,1
,One Acre Fund,10162350,31,879,29.3,1.05802,5.290102,9,34,06/02/2042,0000-00-00,6,2017,1
,One Acre Fund,10162360,28,984,32.8,0.8536586,4.268293,9,31,06/02/2042,2043-01-00,10,2017,1
,One Acre Fund,10162362,32,985,32.83333,0.9746193,4.873096,9,35,05/02/2042,2043-01-00,10,2017,1
,One Acre Fund,10162369,36,986,32.86666,1.095335,5.476674,10,40,04/02/2042,2043-01-00,10,2017,1
,One Acre Fund,10162384,33,985,32.83333,1.005076,5.025381,10,36,05/02/2042,2043-01-00,10,2017,1
,One Acre Fund,10162393,14,452,15.06667,0.9292036,4.646018,5,18,0000-00-00,0000-00-00,8,2016,1
,One Acre Fund,10162398,28,936,31.2,0.8974359,4.48718,8,31,01/04/2042,0000-00-00,8,2017,1
,One Acre Fund,10162400,7,276,9.2,0.7608696,3.804348,3,11,01/04/2042,0000-00-00,11,2015,1
,One Acre Fund,10162423,28,756,25.2,1.111111,5.555555,8,31,0000-00-00,0000-00-00,7,2017,1
,One Acre Fund,10162453,17,862,28.73333,0.5916473,2.958237,6,21,2042-08-00,0000-00-00,7,2017,1
,One Acre Fund,10162461,23,835,27.83333,0.8263473,4.131736,7,27,0000-00-00,0000-00-00,9,2017,1
,One Acre Fund,10162464,24,833,27.76667,0.8643457,4.321729,7,28,0000-00-00,0000-00-00,9,2017,1
,One Acre Fund,10162485,20,897,29.9,0.6688963,3.344481,6,24,03/05/2042,0000-00-00,8,2017,1
,One Acre Fund,10162496,20,898,29.93333,0.6681514,3.340757,6,24,05/04/2042,0000-00-00,7,2017,1
,One Acre Fund,10162501,34,917,30.56667,1.112323,5.561614,10,38,02/08/2042,0000-00-00,9,2017,1
,Yala,10162507,23,886,29.53333,0.7787811,3.893905,7,27,07/04/2042,0000-00-00,7,2017,1
,Vihiga,10162523,7,614,20.46667,0.3420195,1.710098,3,10,01/02/2042,0000-00-00,9,2016,1
,Yala,10162530,4,955,31.83333,0.1256544,0.6282722,2,7,05/04/2042,2043-00-00,9,2017,1
,One Acre Fund,10162535,19,517,17.23333,1.102515,5.512572,6,22,2042-02-00,0000-00-00,6,2016,1
,One Acre Fund,10162545,20,900,30,0.6666667,3.333333,6,24,06/09/2042,0000-00-00,9,2017,1
,Yala,10162546,18,705,23.5,0.7659575,3.829787,6,22,0000-00-00,0000-00-00,7,2017,1
,Yala,10162548,26,951,31.7,0.8201892,4.100946,8,28,08/06/2042,09/01/2043,10,2017,1
,Vihiga,10162549,4,609,20.3,0.1970443,0.9852217,2,7,05/05/2042,0000-00-00,10,2016,1
,Vihiga,10162550,4,547,18.23333,0.2193784,1.096892,2,7,2042-06-00,0000-00-00,8,2016,1
,Yala,10162552,24,959,31.96667,0.7507821,3.75391,7,27,06/04/2042,2043-00-05,9,2017,1
,Yala,10162554,20,959,31.96667,0.6256517,3.128259,6,23,06/04/2042,2043-00-05,9,2017,1
,Yala,10162555,18,887,29.56667,0.6087937,3.043968,6,21,06/04/2042,0000-00-00,7,2017,1
,One Acre Fund,10162561,16,463,15.43333,1.036717,5.183585,5,20,0000-00-00,0000-00-00,8,2016,1
,One Acre Fund,10162562,11,472,15.73333,0.6991525,3.495763,4,15,09/11/2042,0000-00-00,8,2016,1
,Vihiga,10162569,16,871,29.03333,0.5510907,2.755454,5,20,02/05/2042,0000-00-00,7,2017,1
,Vihiga,10162571,20,765,25.5,0.7843137,3.921569,6,23,05/05/2042,0000-00-00,3,2017,1
,Vihiga,10162574,4,552,18.4,0.2173913,1.086957,2,8,05/05/2042,0000-00-00,8,2016,1
,One Acre Fund,10162576,8,653,21.76667,0.3675345,1.837672,3,11,0000-00-00,0000-00-00,3,2017,1
,One Acre Fund,10162577,4,185,6.166667,0.6486487,3.243243,2,8,0000-00-00,0000-00-00,9,2017,1
,One Acre Fund,10162578,16,838,27.93333,0.5727924,2.863962,5,20,0000-00-00,0000-00-00,9,2017,1
,One Acre Fund,10162591,26,838,27.93333,0.9307876,4.653938,8,30,0000-00-00,0000-00-00,9,2017,1
,One Acre Fund,10162592,18,838,27.93333,0.6443914,3.221957,6,22,0000-00-00,0000-00-00,9,2017,1
,One Acre Fund,10162600,21,987,32.9,0.6382979,3.191489,7,25,04/04/2042,01/03/2043,10,2017,1
,One Acre Fund,10162602,9,235,7.833333,1.148936,5.744681,4,13,0000-00-00,01/03/2043,10,2017,1
,One Acre Fund,10162614,16,927,30.9,0.5177994,2.588997,5,20,06/08/2042,03/01/2043,10,2017,1
,One Acre Fund,10162618,18,902,30.06667,0.5986696,2.993348,6,22,09/08/2042,0000-00-00,9,2017,1
,One Acre Fund,10162620,19,902,30.06667,0.631929,3.159645,6,23,09/08/2042,0000-00-00,9,2017,1
,One Acre Fund,10162623,18,963,32.1,0.5607477,2.803738,6,22,2042-02-00,0000-00-00,9,2017,1
,One Acre Fund,10162629,24,650,21.66667,1.107692,5.538462,7,28,0000-00-00,0000-00-00,3,2017,1
,One Acre Fund,10162630,24,832,27.73333,0.8653846,4.326923,7,27,0000-00-00,0000-00-00,9,2017,1
,One Acre Fund,10162633,20,647,21.56667,0.927357,4.636785,6,24,0000-00-00,0000-00-00,3,2017,1
,One Acre Fund,10162638,28,857,28.56667,0.9801633,4.900817,8,32,0000-00-00,2043-02-00,10,2017,1
,Yala,10162644,4,175,5.833333,0.6857142,3.428571,2,7,04/04/2042,0000-00-00,8,2015,1
,One Acre Fund,10162650,12,345,11.5,1.043478,5.217391,4,16,06/04/2042,0000-00-00,1,2016,1
,One Acre Fund,10162653,32,933,31.1,1.028939,5.144694,9,36,04/04/2042,0000-00-00,8,2017,1
,One Acre Fund,10162654,32,933,31.1,1.028939,5.144694,9,36,04/04/2042,0000-00-00,8,2017,1
,One Acre Fund,10162661,27,966,32.2,0.8385093,4.192547,8,31,08/01/2042,0000-00-00,9,2017,1
,One Acre Fund,10162662,12,446,14.86667,0.8071749,4.035874,4,16,0000-00-00,0000-00-00,9,2017,1
,Yala,10162670,12,953,31.76667,0.3777544,1.888772,4,15,05/04/2042,0000-00-00,9,2017,1
,One Acre Fund,10162683,4,759,25.3,0.1581028,0.7905138,2,7,01/06/2042,0000-00-00,3,2017,1
,One Acre Fund,10162688,17,965,32.16667,0.5284974,2.642487,6,21,04/02/2042,0000-00-00,9,2017,1
,One Acre Fund,10162692,20,637,21.23333,0.9419152,4.709576,6,24,0000-00-00,0000-00-00,2,2017,1
,One Acre Fund,10162693,24,709,23.63333,1.015515,5.077574,7,28,0000-00-00,0000-00-00,5,2017,1
,One Acre Fund,10162696,12,413,13.76667,0.8716707,4.358354,4,16,0000-00-00,0000-00-00,7,2016,1
,One Acre Fund,10162698,24,739,24.63333,0.9742896,4.871448,8,27,0000-00-00,0000-00-00,7,2017,1
,One Acre Fund,10162699,32,806,26.86667,1.191067,5.955335,10,36,0000-00-00,0000-00-00,7,2017,1
,One Acre Fund,10162708,22,876,29.2,0.7534246,3.767123,7,26,04/04/2042,0000-00-00,7,2017,1
,One Acre Fund,10162709,10,885,29.5,0.3389831,1.694915,4,14,04/04/2042,0000-00-00,7,2017,1
,One Acre Fund,10162710,12,734,24.46667,0.4904632,2.452316,4,16,0000-00-00,0000-00-00,7,2017,1
,One Acre Fund,10162715,16,933,31.1,0.5144694,2.572347,5,19,04/04/2042,0000-00-00,8,2017,1
,One Acre Fund,10162716,12,832,27.73333,0.4326923,2.163461,4,16,0000-00-00,0000-00-00,8,2017,1
,One Acre Fund,10162717,15,436,14.53333,1.03211,5.160551,5,18,06/04/2042,0000-00-00,4,2016,1
,One Acre Fund,10162726,16,902,30.06667,0.5321507,2.660754,5,20,09/08/2042,0000-00-00,9,2017,1
,One Acre Fund,10162738,24,931,31.03333,0.773362,3.86681,7,28,09/08/2042,2043-02-00,10,2017,1
,One Acre Fund,10162739,17,938,31.26667,0.5437101,2.71855,6,21,01/08/2042,09/01/2043,10,2017,1
,One Acre Fund,10162742,3,175,5.833333,0.5142857,2.571428,2,7,0000-00-00,0000-00-00,9,2017,1
,One Acre Fund,10162755,14,896,29.86667,0.46875,2.34375,5,18,06/09/2042,0000-00-00,9,2017,1
,One Acre Fund,10162768,12,851,28.36667,0.4230317,2.115159,4,16,06/09/2042,0000-00-00,7,2017,1
,One Acre Fund,10162778,12,797,26.56667,0.4516938,2.258469,4,16,01/08/2042,0000-00-00,5,2017,1
,One Acre Fund,10162784,32,832,27.73333,1.153846,5.769231,9,36,0000-00-00,0000-00-00,9,2017,1
,One Acre Fund,10162798,10,294,9.8,1.020408,5.102041,4,14,0000-00-00,0000-00-00,2,2017,1
,One Acre Fund,10162804,31,693,23.1,1.341991,6.709957,9,35,0000-00-00,0000-00-00,5,2017,1
,One Acre Fund,10162805,11,374,12.46667,0.8823529,4.411765,4,15,0000-00-00,0000-00-00,5,2017,1
,One Acre Fund,10162819,26,726,24.2,1.07438,5.371901,8,29,05/09/2042,0000-00-00,3,2017,1
,Yala,10162820,8,953,31.76667,0.2518363,1.259181,3,12,05/04/2042,0000-00-00,9,2017,1
,One Acre Fund,10162822,28,903,30.1,0.9302325,4.651163,8,31,07/01/2042,0000-00-00,7,2017,1
,One Acre Fund,10162823,20,939,31.3,0.6389776,3.194888,6,24,05/04/2042,0000-00-00,9,2017,1
,One Acre Fund,10162829,23,893,29.76667,0.7726763,3.863382,7,26,03/02/2042,0000-00-00,6,2017,1
,One Acre Fund,10162830,25,959,31.96667,0.7820646,3.910323,8,28,03/02/2042,0000-00-00,9,2017,1
,One Acre Fund,10162832,24,965,32.16667,0.746114,3.73057,7,28,04/02/2042,0000-00-00,9,2017,1
,One Acre Fund,10162840,15,965,32.16667,0.4663212,2.331606,5,19,04/02/2042,0000-00-00,9,2017,1
,One Acre Fund,10162845,8,519,17.3,0.4624278,2.312139,3,11,08/01/2042,0000-00-00,6,2016,1
,One Acre Fund,10162846,14,863,28.76667,0.4866744,2.433372,5,18,01/12/2042,0000-00-00,9,2017,1
,One Acre Fund,10162847,16,903,30.1,0.5315614,2.657807,5,19,08/01/2042,0000-00-00,7,2017,1
,Yala,10162849,23,968,32.26667,0.7128099,3.56405,7,26,04/04/2042,02/01/2043,10,2017,1
,One Acre Fund,10162850,26,963,32.1,0.8099689,4.049844,8,29,2042-02-00,0000-00-00,9,2017,1
,Yala,10162860,24,914,30.46667,0.7877461,3.938731,7,28,01/02/2042,0000-00-00,7,2017,1
,Yala,10162862,8,179,5.966667,1.340782,6.703911,3,10,07/04/2042,0000-00-00,8,2015,1
,Vihiga,10162881,16,911,30.36667,0.5268935,2.634468,5,20,07/06/2042,0000-00-00,8,2017,1
,Vihiga,10162883,8,436,14.53333,0.5504587,2.752293,3,10,01/05/2042,0000-00-00,4,2016,1
,Vihiga,10162884,12,927,30.9,0.3883495,1.941748,4,16,01/05/2042,0000-00-00,8,2017,1
,One Acre Fund,10162887,36,879,29.3,1.228669,6.143345,10,39,09/08/2042,0000-00-00,8,2017,1
,One Acre Fund,10162889,28,909,30.3,0.9240924,4.620462,9,32,2042-09-00,0000-00-00,9,2017,1
,One Acre Fund,10162890,23,782,26.06667,0.8823529,4.411765,7,27,05/09/2042,0000-00-00,5,2017,1
,One Acre Fund,10162892,27,904,30.13333,0.8960177,4.480089,8,29,05/09/2042,0000-00-00,9,2017,1
,One Acre Fund,10162896,28,756,25.2,1.111111,5.555555,8,32,0000-00-00,0000-00-00,7,2017,1
,One Acre Fund,10162934,24,755,25.16667,0.9536424,4.768212,7,28,0000-00-00,0000-00-00,7,2017,1
,One Acre Fund,10162938,23,828,27.6,0.8333333,4.166667,7,27,0000-00-00,0000-00-00,9,2017,1
,One Acre Fund,10162941,12,659,21.96667,0.5462822,2.731411,4,16,0000-00-00,0000-00-00,3,2017,1
,One Acre Fund,10162957,4,90,3,1.333333,6.666667,2,8,0000-00-00,0000-00-00,9,2015,1
,One Acre Fund,10162958,16,799,26.63333,0.6007509,3.003755,6,20,0000-00-00,0000-00-00,8,2017,1
,One Acre Fund,10162969,20,711,23.7,0.8438818,4.219409,6,24,0000-00-00,0000-00-00,4,2017,1
,One Acre Fund,10162981,20,723,24.1,0.8298755,4.149378,7,28,08/12/2042,0000-00-00,4,2017,1
,One Acre Fund,10162993,23,902,30.06667,0.7649667,3.824834,7,27,09/08/2042,0000-00-00,9,2017,1
,One Acre Fund,10162997,16,902,30.06667,0.5321507,2.660754,5,20,09/08/2042,0000-00-00,9,2017,1
,One Acre Fund,10162999,28,874,29.13333,0.9610984,4.805492,8,32,0000-00-00,07/01/2043,10,2017,1
,Yala,10163003,16,796,26.53333,0.6030151,3.015075,5,20,01/08/2042,0000-00-00,5,2017,1
,Yala,10163004,20,903,30.1,0.6644518,3.322259,6,23,01/08/2042,0000-00-00,9,2017,1
,Yala,10163010,24,903,30.1,0.7973422,3.986711,7,28,01/08/2042,0000-00-00,9,2017,1
,Vihiga,10163027,33,935,31.16667,1.058824,5.294118,10,37,05/07/2042,2043-01-00,10,2017,1
,One Acre Fund,10163029,28,934,31.13333,0.8993576,4.496788,10,31,06/07/2042,2043-01-00,10,2017,1
,One Acre Fund,10163030,30,935,31.16667,0.9625669,4.812834,9,33,05/07/2042,2043-01-00,10,2017,1
,One Acre Fund,10163041,28,941,31.36667,0.8926674,4.463337,8,32,2042-07-00,01/01/2043,10,2017,1
,One Acre Fund,10163044,33,943,31.43333,1.049841,5.249205,10,37,09/06/2042,02/01/2043,10,2017,1
,Yala,10163072,8,205,6.833333,1.170732,5.853658,3,12,01/05/2042,0000-00-00,9,2015,1
,Yala,10163073,11,933,31.1,0.3536977,1.768489,4,14,2042-06-00,0000-00-00,9,2017,1
,One Acre Fund,10163076,23,875,29.16667,0.7885714,3.942857,7,27,0000-00-00,2043-00-06,9,2017,1
,One Acre Fund,10163077,15,875,29.16667,0.5142857,2.571429,5,18,0000-00-00,2043-00-06,9,2017,1
,Vihiga,10163084,12,959,31.96667,0.375391,1.876955,4,16,09/05/2042,08/01/2043,10,2017,1
,Vihiga,10163085,12,959,31.96667,0.375391,1.876955,4,16,09/05/2042,08/01/2043,10,2017,1
,Vihiga,10163087,16,997,33.23333,0.4814443,2.407222,5,19,01/02/2042,08/01/2043,10,2017,1
,Vihiga,10163089,16,963,32.1,0.4984424,2.492212,5,18,05/05/2042,08/01/2043,10,2017,1
,Vihiga,10163090,12,959,31.96667,0.375391,1.876955,4,16,09/05/2042,08/01/2043,10,2017,1
,Vihiga,10163105,8,759,25.3,0.3162055,1.581028,3,11,08/05/2042,0000-00-00,3,2017,1
,Vihiga,10163106,4,544,18.13333,0.2205882,1.102941,2,7,08/05/2042,0000-00-00,8,2016,1
,One Acre Fund,10163148,28,833,27.76667,1.008403,5.042017,8,32,04/07/2042,0000-00-00,6,2017,1
,Yala,10163151,24,950,31.66667,0.7578948,3.789474,8,28,08/02/2042,09/04/2043,11,2017,1
,Yala,10163153,18,950,31.66667,0.5684211,2.842105,7,22,08/02/2042,09/04/2043,11,2017,1
,Yala,10163155,12,243,8.1,1.481481,7.407407,4,16,08/05/2042,0000-00-00,10,2015,1
,Yala,10163157,20,344,11.46667,1.744186,8.720931,7,24,08/05/2042,09/04/2043,11,2017,1
,Yala,10163161,20,955,31.83333,0.6282722,3.141361,7,24,01/04/2042,09/04/2043,11,2017,1
,Yala,10163162,12,199,6.633333,1.809045,9.045227,5,16,0000-00-00,09/04/2043,11,2017,1
,Yala,10163166,8,344,11.46667,0.6976745,3.488372,3,11,08/05/2042,0000-00-00,2,2016,1
,Yala,10163170,15,919,30.63333,0.4896627,2.448313,6,18,08/05/2042,09/04/2043,11,2017,1
,Yala,10163171,12,351,11.7,1.025641,5.128205,4,16,01/05/2042,0000-00-00,2,2016,1
,Yala,10163175,12,250,8.333333,1.44,7.2,5,15,01/05/2042,09/04/2043,11,2017,1
,Yala,10163187,8,195,6.5,1.230769,6.153846,3,12,0000-00-00,0000-00-00,9,2017,1
,One Acre Fund,10163195,29,954,31.8,0.9119497,4.559749,9,32,06/05/2042,2043-01-00,10,2017,1
,One Acre Fund,10163199,24,896,29.86667,0.8035714,4.017857,7,28,08/12/2042,04/02/2043,10,2017,1
,One Acre Fund,10163202,32,877,29.23333,1.094641,5.473204,9,36,09/12/2042,2043-00-06,9,2017,1
,One Acre Fund,10163204,15,875,29.16667,0.5142857,2.571429,5,19,0000-00-00,2043-00-06,9,2017,1
,One Acre Fund,10163244,21,971,32.36666,0.6488157,3.244078,8,24,01/04/2042,02/01/2043,10,2017,1
,One Acre Fund,10163251,24,942,31.4,0.7643312,3.821656,8,27,09/06/2042,01/01/2043,10,2017,1
,One Acre Fund,10163253,33,942,31.4,1.050955,5.254777,10,36,09/06/2042,01/01/2043,10,2017,1
,One Acre Fund,10163265,23,957,31.9,0.7210031,3.605016,7,26,06/05/2042,03/01/2043,10,2017,1
,One Acre Fund,10163269,33,936,31.2,1.057692,5.288462,10,37,05/07/2042,01/01/2043,10,2017,1
,One Acre Fund,10163270,34,937,31.23333,1.088581,5.442903,10,38,05/07/2042,02/01/2043,10,2017,1
,One Acre Fund,10163271,21,942,31.4,0.6687898,3.343949,8,24,2042-07-00,02/01/2043,10,2017,1
,One Acre Fund,10163282,27,934,31.13333,0.8672377,4.336188,8,31,06/07/2042,2043-01-00,10,2017,1
,One Acre Fund,10163286,24,949,31.63333,0.7586933,3.793467,9,27,06/05/2042,2043-00-05,9,2017,1
,One Acre Fund,10163287,28,731,24.36667,1.149111,5.745554,8,32,06/07/2042,0000-00-00,3,2017,1
,One Acre Fund,10163288,34,981,32.7,1.039755,5.198777,10,37,06/02/2042,2043-00-07,9,2017,1
,One Acre Fund,10163290,35,981,32.7,1.070336,5.351682,10,37,06/02/2042,2043-00-07,9,2017,1
,One Acre Fund,10163293,22,535,17.83333,1.233645,6.168224,7,26,07/02/2042,0000-00-00,7,2016,1
,One Acre Fund,10163334,42,820,27.33333,1.536585,7.682927,12,46,0000-00-00,0000-00-00,8,2017,1
,Yala,10163361,20,798,26.6,0.7518797,3.759398,6,24,05/05/2042,0000-00-00,4,2017,1
,One Acre Fund,10163400,16,719,23.96667,0.6675938,3.337969,5,20,04/05/2042,0000-00-00,2,2017,1
,One Acre Fund,10163401,20,831,27.7,0.7220216,3.610108,6,23,04/05/2042,0000-00-00,5,2017,1
,One Acre Fund,10163402,29,969,32.3,0.8978328,4.489164,9,33,02/05/2042,01/02/2043,10,2017,1
,One Acre Fund,10163403,31,968,32.26667,0.9607438,4.803719,10,34,02/05/2042,2043-02-00,10,2017,1
,One Acre Fund,10163404,28,969,32.3,0.8668731,4.334365,9,31,01/05/2042,2043-02-00,10,2017,1
,One Acre Fund,10163405,32,970,32.33333,0.9896908,4.948454,10,36,01/05/2042,01/02/2043,10,2017,1
,One Acre Fund,10163406,28,940,31.33333,0.893617,4.468085,9,31,01/05/2042,0000-00-00,9,2017,1
,One Acre Fund,10163410,20,526,17.53333,1.140684,5.703423,6,23,03/05/2042,0000-00-00,7,2016,1
,One Acre Fund,10163423,24,944,31.46667,0.7627118,3.813559,8,28,09/06/2042,03/01/2043,10,2017,1
,One Acre Fund,10163424,24,944,31.46667,0.7627118,3.813559,8,28,09/06/2042,03/01/2043,10,2017,1
,One Acre Fund,10163426,26,944,31.46667,0.8262712,4.131356,9,29,09/06/2042,03/01/2043,10,2017,1
,One Acre Fund,10163552,8,214,7.133333,1.121495,5.607477,3,12,0000-00-00,0000-00-00,5,2017,1
,One Acre Fund,10163553,20,798,26.6,0.7518797,3.759398,7,24,0000-00-00,0000-00-00,8,2017,1
,One Acre Fund,10163554,12,352,11.73333,1.022727,5.113636,4,16,0000-00-00,0000-00-00,8,2016,1
,Yala,10163558,16,762,25.4,0.6299213,3.149606,5,20,2042-09-00,0000-00-00,4,2017,1
,Yala,10163565,16,742,24.73333,0.6469002,3.234501,5,20,02/05/2042,0000-00-00,2,2017,1
,Yala,10163566,20,930,31,0.6451613,3.225806,6,24,2042-06-00,0000-00-00,9,2017,1
,One Acre Fund,10163570,27,864,28.8,0.9375,4.6875,8,31,06/08/2042,0000-00-00,8,2017,1
,One Acre Fund,10163571,26,864,28.8,0.9027778,4.513889,8,30,06/08/2042,0000-00-00,8,2017,1
,One Acre Fund,10163585,7,814,27.13333,0.2579853,1.289926,3,11,0000-00-00,0000-00-00,9,2017,1
,One Acre Fund,10163588,4,339,11.3,0.3539823,1.769912,2,8,0000-00-00,0000-00-00,3,2017,1
,Busia-KE,10163590,20,632,21.06667,0.949367,4.746835,7,27,04/04/2042,0000-00-00,11,2016,1
,Yala,10163592,28,959,31.96667,0.8759124,4.379562,8,32,06/04/2042,2043-00-05,9,2017,1
,Yala,10166002,28,859,28.63333,0.9778813,4.889406,8,32,08/06/2042,0000-00-00,7,2017,1
,Yala,10166003,20,859,28.63333,0.6984866,3.492433,6,23,08/06/2042,0000-00-00,7,2017,1
,One Acre Fund,10166005,24,900,30,0.8,4,8,28,01/05/2042,0000-00-00,8,2017,1
,One Acre Fund,10166010,23,832,27.73333,0.8293269,4.146635,7,27,02/05/2042,0000-00-00,5,2017,1
,Yala,10166016,27,982,32.73333,0.8248472,4.124236,8,30,01/02/2042,2043-00-03,9,2017,1
,Yala,10166018,32,1006,33.53333,0.9542744,4.771372,9,36,06/04/2042,02/05/2043,11,2017,1
,Yala,10166019,16,887,29.56667,0.5411499,2.70575,5,19,06/04/2042,0000-00-00,7,2017,1
,One Acre Fund,10166022,19,573,19.1,0.9947644,4.973822,6,22,02/06/2042,0000-00-00,9,2016,1
,One Acre Fund,10166023,31,859,28.63333,1.082654,5.413271,9,34,02/06/2042,0000-00-00,7,2017,1
,One Acre Fund,10166024,30,804,26.8,1.119403,5.597015,9,34,0000-00-00,0000-00-00,7,2017,1
,One Acre Fund,10166026,20,872,29.06667,0.6880734,3.440367,6,24,05/07/2042,0000-00-00,7,2017,1
,One Acre Fund,10166027,15,860,28.66667,0.5232558,2.616279,5,19,02/08/2042,0000-00-00,7,2017,1
,One Acre Fund,10166028,17,862,28.73333,0.5916473,2.958237,6,21,2042-08-00,0000-00-00,7,2017,1
,One Acre Fund,10166032,18,863,28.76667,0.6257242,3.128621,6,22,2042-08-00,0000-00-00,7,2017,1
,Yala,10166033,8,174,5.8,1.37931,6.896551,3,11,01/02/2042,0000-00-00,7,2015,1
,One Acre Fund,10166064,34,879,29.3,1.16041,5.802048,10,38,09/08/2042,0000-00-00,8,2017,1
,One Acre Fund,10166065,36,879,29.3,1.228669,6.143345,10,40,09/08/2042,0000-00-00,8,2017,1
,One Acre Fund,10166067,4,442,14.73333,0.2714932,1.357466,2,8,0000-00-00,0000-00-00,4,2017,1
,One Acre Fund,10166069,12,765,25.5,0.4705882,2.352941,4,16,06/06/2042,0000-00-00,4,2017,1
,One Acre Fund,10166070,20,902,30.06667,0.6651884,3.325942,6,24,06/06/2042,0000-00-00,8,2017,1
,One Acre Fund,10166071,8,875,29.16667,0.2742857,1.371429,3,12,0000-00-00,03/01/2043,10,2017,1
,One Acre Fund,10166077,35,872,29.06667,1.204128,6.020642,10,39,0000-00-00,01/02/2043,10,2017,1
,One Acre Fund,10166078,9,952,31.73333,0.2836134,1.418067,4,13,08/01/2042,0000-00-00,8,2017,1
,One Acre Fund,10166080,24,866,28.86667,0.8314088,4.157044,7,28,01/08/2042,0000-00-00,7,2017,1
