id,cr011_prgrm,cr102_wpt_id,total_chl_used,total_period_day,total_period_30day,avrg_30day_usage,avrg_30day_usage_litres,num_of_Deliveries,Jerrican_delivered,date_of_first_delivery,date_of_last_delivery,month,year,country,
,SYA,10221183,7,556,18.53333,0.3776979,1.888489,4,11,2013/09/21,2015/03/31,3,2015,1,
,SYA,10221184,9.5,448,14.93333,0.6361607,3.180804,5,13,2013/09/06,2014/11/28,11,2014,1,
,SYA,10221185,10,756,25.2,0.3968254,1.984127,5,17,2013/09/25,2015/10/22,10,2015,1,
,SYA,10221186,13,733,24.43333,0.53206,2.6603,5,16,2013/09/23,2015/10/01,10,2015,1,
,SYA,10221187,2,28,0.9333333,2.142857,10.71428,2,5,2014/04/15,2014/05/13,5,2014,1,
,SYA,10221189,3,224,7.466667,0.4017857,2.008929,2,5,2014/02/26,2014/10/08,10,2014,1,
,SYA,10221194,16,672,22.4,0.7142857,3.571429,8,19,2013/10/10,2015/08/13,8,2015,1,
,SYA,10221196,3,523,17.43333,0.1720841,0.8604207,2,6,2013/09/27,2015/03/04,3,2015,1,
,SYA,10221198,3,523,17.43333,0.1720841,0.8604207,2,6,2013/09/27,2015/03/04,3,2015,1,
,SYA,10221200,4.5,744,24.8,0.1814516,0.9072581,3,8,2013/10/14,2015/10/28,10,2015,1,
,SYA,10221214,3,38,1.266667,2.368421,11.84211,2,6,2015/09/14,2015/10/22,10,2015,1,
,SYA,10221221,4,14,0.4666667,8.571428,42.85714,2,8,2015/09/10,2015/09/24,9,2015,1,
,SYA,10221222,20,716,23.86667,0.8379888,4.189944,8,23,2013/09/28,2015/09/14,9,2015,1,
,SYA,10221230,3,297,9.9,0.3030303,1.515152,2,6,2015/01/27,2015/11/20,11,2015,1,
,SYA,10221242,2,73,2.433333,0.8219178,4.109589,2,4,2015/09/07,2015/11/19,11,2015,1,
,VHG,10230002,13,488,16.26667,0.7991803,3.995902,6,15,2014/02/22,2015/06/25,6,2015,1,
,VHG,10230003,15,551,18.36667,0.8166969,4.083485,7,17,2014/02/22,2015/08/27,8,2015,1,
,VHG,10230004,11,551,18.36667,0.598911,2.994555,6,13,2014/02/22,2015/08/27,8,2015,1,
,VHG,10230005,12,575,19.16667,0.626087,3.130435,6,14,2014/02/22,2015/09/20,9,2015,1,
,VHG,10230006,8,505,16.83333,0.4752475,2.376237,4,9,2014/04/09,2015/08/27,8,2015,1,
,VHG,10230007,18,551,18.36667,0.9800363,4.900182,8,20,2014/02/22,2015/08/27,8,2015,1,
,VHG,10230011,12,559,18.63333,0.6440071,3.220036,6,14,2014/03/10,2015/09/20,9,2015,1,
,VHG,10230012,15,548,18.26667,0.8211679,4.105839,6,15,2014/03/03,2015/09/02,9,2015,1,
,VHG,10230013,15,546,18.2,0.8241758,4.120879,6,15,2014/03/03,2015/08/31,8,2015,1,
,VHG,10230014,13,555,18.5,0.7027027,3.513514,6,15,2014/02/22,2015/08/31,8,2015,1,
,VHG,10230015,13,559,18.63333,0.6976744,3.488372,6,15,2014/03/10,2015/09/20,9,2015,1,
,VHG,10230017,10,555,18.5,0.5405405,2.702703,5,10,2014/02/19,2015/08/28,8,2015,1,
,VHG,10230019,3,555,18.5,0.1621622,0.8108108,3,5,2014/02/19,2015/08/28,8,2015,1,
,VHG,10230022,9,553,18.43333,0.488246,2.44123,5,10,2014/02/21,2015/08/28,8,2015,1,
,VHG,10230023,9,553,18.43333,0.488246,2.44123,5,11,2014/02/21,2015/08/28,8,2015,1,
,VHG,10230024,11,561,18.7,0.5882353,2.941176,6,13,2014/02/19,2015/09/03,9,2015,1,
,VHG,10230025,12,594,19.8,0.6060606,3.030303,6,14,2014/01/14,2015/08/31,8,2015,1,
,VHG,10230026,9,574,19.13333,0.4703833,2.351916,5,11,2014/01/31,2015/08/28,8,2015,1,
,VHG,10230027,11,446,14.86667,0.7399103,3.699552,6,12,2014/06/16,2015/09/05,9,2015,1,
,VHG,10230028,11,446,14.86667,0.7399103,3.699552,6,12,2014/06/16,2015/09/05,9,2015,1,
,VHG,10230029,10,563,18.76667,0.5328597,2.664299,6,12,2014/02/20,2015/09/06,9,2015,1,
,VHG,10230030,9,557,18.56667,0.4847397,2.423698,5,11,2014/02/20,2015/08/31,8,2015,1,
,VHG,10230031,12,563,18.76667,0.6394316,3.197158,6,13,2014/02/20,2015/09/06,9,2015,1,
,VHG,10230032,12,597,19.9,0.6030151,3.015075,7,14,2014/01/14,2015/09/03,9,2015,1,
,VHG,10230033,14,558,18.6,0.7526882,3.763441,7,16,2014/02/19,2015/08/31,8,2015,1,
,VHG,10230034,14,556,18.53333,0.7553957,3.776978,7,16,2014/02/21,2015/08/31,8,2015,1,
,VHG,10230035,7,520,17.33333,0.4038461,2.019231,4,9,2014/04/04,2015/09/06,9,2015,1,
,VHG,10230036,15,581,19.36667,0.7745267,3.872633,8,17,2014/01/27,2015/08/31,8,2015,1,
,VHG,10230037,11,554,18.46667,0.5956678,2.978339,6,12,2014/02/21,2015/08/29,8,2015,1,
,VHG,10230038,13,519,17.3,0.7514451,3.757226,7,15,2014/04/04,2015/09/05,9,2015,1,
,VHG,10230039,13,561,18.7,0.6951872,3.475936,7,15,2014/02/21,2015/09/05,9,2015,1,
,VHG,10230040,9,561,18.7,0.4812834,2.406417,6,11,2014/02/21,2015/09/05,9,2015,1,
,VHG,10230041,16,561,18.7,0.855615,4.278075,8,17,2014/02/21,2015/09/05,9,2015,1,
,VHG,10230042,13,562,18.73333,0.6939502,3.469751,7,14,2014/02/20,2015/09/05,9,2015,1,
,VHG,10230043,7,553,18.43333,0.3797469,1.898734,4,9,2014/02/20,2015/08/27,8,2015,1,
,VHG,10230044,9,561,18.7,0.4812834,2.406417,5,11,2014/02/19,2015/09/03,9,2015,1,
,VHG,10230046,9,555,18.5,0.4864865,2.432432,5,10,2014/02/19,2015/08/28,8,2015,1,
,VHG,10230048,5,405,13.5,0.3703704,1.851852,3,6,2014/02/19,2015/03/31,3,2015,1,
,VHG,10230049,17,616,20.53333,0.8279221,4.13961,8,19,2014/02/19,2015/10/28,10,2015,1,
,VHG,10230050,14,548,18.26667,0.7664233,3.832117,7,16,2014/04/29,2015/10/29,10,2015,1,
,VHG,10230051,8,608,20.26667,0.3947369,1.973684,5,9,2014/02/28,2015/10/29,10,2015,1,
,VHG,10230052,15,621,20.7,0.7246376,3.623188,8,17,2014/02/14,2015/10/28,10,2015,1,
,VHG,10230053,11,621,20.7,0.5314009,2.657005,6,13,2014/02/14,2015/10/28,10,2015,1,
,VHG,10230054,16,638,21.26667,0.7523511,3.761755,9,20,2014/01/25,2015/10/27,10,2015,1,
,VHG,10230055,12,636,21.2,0.5660377,2.830189,7,14,2014/01/29,2015/10/27,10,2015,1,
,VHG,10230056,12,608,20.26667,0.5921053,2.960526,7,13,2014/02/25,2015/10/26,10,2015,1,
,VHG,10230057,10,607,20.23333,0.4942339,2.47117,6,12,2014/02/27,2015/10/27,10,2015,1,
,VHG,10230058,6,617,20.56667,0.2917342,1.458671,4,8,2014/02/17,2015/10/27,10,2015,1,
,VHG,10230059,6,272,9.066667,0.6617647,3.308823,4,8,2015/01/28,2015/10/27,10,2015,1,
,VHG,10230060,8,495,16.5,0.4848485,2.424242,4,8,2014/06/19,2015/10/27,10,2015,1,
,VHG,10230061,11,516,17.2,0.6395348,3.197674,6,13,2014/04/15,2015/09/13,9,2015,1,
,VHG,10230062,10,329,10.96667,0.9118541,4.559271,5,12,2014/02/17,2015/01/12,1,2015,1,
,VHG,10230063,14,614,20.46667,0.6840391,3.420195,8,16,2014/01/10,2015/09/16,9,2015,1,
,VHG,10230064,15,576,19.2,0.7812499,3.90625,8,17,2014/02/25,2015/09/24,9,2015,1,
,VHG,10230065,15,568,18.93333,0.7922536,3.961268,7,16,2014/02/25,2015/09/16,9,2015,1,
,VHG,10230066,10,569,18.96667,0.5272408,2.636204,6,12,2014/02/24,2015/09/16,9,2015,1,
,VHG,10230068,15,609,20.3,0.7389163,3.694582,8,17,2014/02/24,2015/10/26,10,2015,1,
,VHG,10230069,12,609,20.3,0.591133,2.955665,7,14,2014/02/24,2015/10/26,10,2015,1,
,VHG,10230070,13,567,18.9,0.6878307,3.439153,7,14,2014/04/07,2015/10/26,10,2015,1,
,VHG,10230071,11,608,20.26667,0.5427632,2.713816,7,13,2014/02/25,2015/10/26,10,2015,1,
,VHG,10230072,14,577,19.23333,0.7279029,3.639515,7,16,2014/02/24,2015/09/24,9,2015,1,
,VHG,10230073,14,568,18.93333,0.7394366,3.697183,7,15,2014/03/01,2015/09/20,9,2015,1,
,VHG,10230074,13,498,16.6,0.7831325,3.915663,6,15,2014/02/24,2015/07/07,7,2015,1,
,VHG,10230075,10,526,17.53333,0.5703422,2.851711,5,12,2014/04/05,2015/09/13,9,2015,1,
,VHG,10230076,14,576,19.2,0.7291666,3.645833,6,15,2014/02/17,2015/09/16,9,2015,1,
,VHG,10230077,11,526,17.53333,0.6273764,3.136882,6,12,2014/04/05,2015/09/13,9,2015,1,
,VHG,10230078,14,490,16.33333,0.8571428,4.285714,7,15,2014/02/17,2015/06/22,6,2015,1,
,VHG,10230079,14,584,19.46667,0.7191781,3.595891,7,16,2014/02/17,2015/09/24,9,2015,1,
,VHG,10230080,8,332,11.06667,0.7228916,3.614458,4,8,2014/04/15,2015/03/13,3,2015,1,
,VHG,10230081,13,608,20.26667,0.6414474,3.207237,7,15,2014/02/25,2015/10/26,10,2015,1,
,VHG,10230082,15,655,21.83333,0.6870229,3.435114,8,17,2014/01/09,2015/10/26,10,2015,1,
,VHG,10230083,13,610,20.33333,0.6393442,3.196721,7,15,2014/02/24,2015/10/27,10,2015,1,
,VHG,10230084,12,610,20.33333,0.5901639,2.950819,7,14,2014/02/24,2015/10/27,10,2015,1,
,VHG,10230085,12,561,18.7,0.6417112,3.208556,6,12,2014/04/14,2015/10/27,10,2015,1,
,VHG,10230087,15,562,18.73333,0.8007118,4.003559,7,17,2014/02/28,2015/09/13,9,2015,1,
,VHG,10230088,9,573,19.1,0.4712042,2.356021,5,11,2014/02/28,2015/09/24,9,2015,1,
,VHG,10230089,12,610,20.33333,0.5901639,2.950819,7,14,2014/01/10,2015/09/12,9,2015,1,
,VHG,10230090,9,566,18.86667,0.4770318,2.385159,5,10,2014/04/09,2015/10/27,10,2015,1,
,VHG,10230091,13,608,20.26667,0.6414474,3.207237,7,15,2014/02/25,2015/10/26,10,2015,1,
,VHG,10230092,11,643,21.43333,0.5132193,2.566097,7,13,2014/01/21,2015/10/26,10,2015,1,
,VHG,10230093,4,218,7.266667,0.5504587,2.752293,3,6,2014/02/03,2014/09/09,9,2014,1,
,VHG,10230095,6,217,7.233333,0.8294931,4.147466,4,8,2014/02/03,2014/09/08,9,2014,1,
,VHG,10230096,4,155,5.166667,0.7741936,3.870968,3,7,2014/04/07,2014/09/09,9,2014,1,
,VHG,10230097,2,62,2.066667,0.967742,4.83871,2,3,2014/04/08,2014/06/09,6,2014,1,
,VHG,10230098,1,62,2.066667,0.483871,2.419355,2,4,2014/04/08,2014/06/09,6,2014,1,
,VHG,10230099,6,542,18.06667,0.3321033,1.660517,4,8,2014/02/03,2015/07/30,7,2015,1,
,VHG,10230100,3,124,4.133333,0.7258065,3.629032,3,6,2014/02/05,2014/06/09,6,2014,1,
,VHG,10230101,3,124,4.133333,0.7258065,3.629032,3,6,2014/02/05,2014/06/09,6,2014,1,
,VHG,10230102,3,64,2.133333,1.40625,7.03125,3,6,2014/02/03,2014/04/08,4,2014,1,
,VHG,10230103,3,126,4.2,0.7142857,3.571429,3,6,2014/02/03,2014/06/09,6,2014,1,
,VHG,10230104,6,431,14.36667,0.4176334,2.088167,5,9,2014/02/03,2015/04/10,4,2015,1,
,VHG,10230106,8,220,7.333333,1.090909,5.454545,4,10,2014/02/05,2014/09/13,9,2014,1,
,VHG,10230107,6,220,7.333333,0.8181818,4.090909,4,8,2014/02/05,2014/09/13,9,2014,1,
,VHG,10230108,4,219,7.3,0.5479452,2.739726,3,6,2014/02/05,2014/09/12,9,2014,1,
,VHG,10230109,6,216,7.2,0.8333334,4.166667,4,8,2014/02/04,2014/09/08,9,2014,1,
,VHG,10230110,7,488,16.26667,0.4303279,2.151639,4,9,2014/04/04,2015/08/05,8,2015,1,
,VHG,10230113,8,243,8.1,0.9876543,4.938272,5,10,2014/01/08,2014/09/08,9,2014,1,
,VHG,10230114,7,213,7.1,0.9859155,4.929577,4,10,2014/02/04,2014/09/05,9,2014,1,
,VHG,10230115,6,213,7.1,0.8450704,4.225352,4,8,2014/02/04,2014/09/05,9,2014,1,
,VHG,10230116,8,213,7.1,1.126761,5.633803,4,10,2014/02/04,2014/09/05,9,2014,1,
,VHG,10230117,6,212,7.066667,0.8490566,4.245283,4,8,2014/02/05,2014/09/05,9,2014,1,
,VHG,10230118,5,366,12.2,0.4098361,2.049181,4,8,2014/04/08,2015/04/09,4,2015,1,
,VHG,10230119,6,184,6.133333,0.9782609,4.891304,4,9,2014/03/12,2014/09/12,9,2014,1,
,VHG,10230120,8,228,7.6,1.052632,5.263158,5,10,2014/01/27,2014/09/12,9,2014,1,
,VHG,10230121,6,426,14.2,0.4225352,2.112676,4,8,2014/02/08,2015/04/10,4,2015,1,
,VHG,10230122,6,426,14.2,0.4225352,2.112676,4,8,2014/02/08,2015/04/10,4,2015,1,
,VHG,10230123,4,396,13.2,0.3030303,1.515152,3,6,2014/04/09,2015/05/10,5,2015,1,
,VHG,10230124,7,477,15.9,0.4402516,2.201258,4,9,2014/04/09,2015/07/30,7,2015,1,
,VHG,10230125,6,217,7.233333,0.8294931,4.147466,4,8,2014/02/08,2014/09/13,9,2014,1,
,VHG,10230126,6,217,7.233333,0.8294931,4.147466,4,8,2014/02/08,2014/09/13,9,2014,1,
,VHG,10230127,3,154,5.133333,0.5844156,2.922078,3,6,2014/04/03,2014/09/04,9,2014,1,
,VHG,10230128,6,154,5.133333,1.168831,5.844156,4,9,2014/04/03,2014/09/04,9,2014,1,
,VHG,10230129,1,67,2.233333,0.4477612,2.238806,2,4,2014/04/03,2014/06/09,6,2014,1,
,VHG,10230130,3,154,5.133333,0.5844156,2.922078,3,6,2014/04/03,2014/09/04,9,2014,1,
,VHG,10230131,6,216,7.2,0.8333334,4.166667,4,8,2014/02/04,2014/09/08,9,2014,1,
,VHG,10230132,6,216,7.2,0.8333334,4.166667,4,8,2014/02/04,2014/09/08,9,2014,1,
,VHG,10230135,8,219,7.3,1.09589,5.479452,5,11,2014/01/28,2014/09/04,9,2014,1,
,VHG,10230136,10,226,7.533333,1.327434,6.637168,5,12,2014/01/21,2014/09/04,9,2014,1,
,VHG,10230137,1,67,2.233333,0.4477612,2.238806,2,4,2014/04/03,2014/06/09,6,2014,1,
,VHG,10230138,3,124,4.133333,0.7258065,3.629032,3,6,2014/02/05,2014/06/09,6,2014,1,
,VHG,10230139,7,150,5,1.4,7,4,10,2014/04/07,2014/09/04,9,2014,1,
,VHG,10230141,6,546,18.2,0.3296703,1.648352,4,8,2014/02/05,2015/08/05,8,2015,1,
,VHG,10230142,4,154,5.133333,0.7792208,3.896104,3,7,2014/04/07,2014/09/08,9,2014,1,
,VHG,10230143,1,63,2.1,0.4761905,2.380953,2,4,2014/04/07,2014/06/09,6,2014,1,
,VHG,10230144,6,212,7.066667,0.8490566,4.245283,4,8,2014/02/08,2014/09/08,9,2014,1,
,VHG,10230145,6,212,7.066667,0.8490566,4.245283,4,8,2014/02/08,2014/09/08,9,2014,1,
,VHG,10230146,1,63,2.1,0.4761905,2.380953,2,4,2014/04/07,2014/06/09,6,2014,1,
,VHG,10230147,1,63,2.1,0.4761905,2.380953,2,4,2014/04/07,2014/06/09,6,2014,1,
,VHG,10230148,6,209,6.966667,0.861244,4.30622,4,8,2014/02/08,2014/09/05,9,2014,1,
,VHG,10230149,4,154,5.133333,0.7792208,3.896104,3,7,2014/04/03,2014/09/04,9,2014,1,
,VHG,10230150,6,208,6.933333,0.8653846,4.326923,4,9,2014/02/08,2014/09/04,9,2014,1,
,VHG,10230151,3,155,5.166667,0.5806452,2.903226,3,6,2014/04/03,2014/09/05,9,2014,1,
,VHG,10230152,3,155,5.166667,0.5806452,2.903226,3,6,2014/04/03,2014/09/05,9,2014,1,
,VHG,10230153,4,158,5.266667,0.7594936,3.797468,3,7,2014/04/04,2014/09/09,9,2014,1,
,VHG,10230154,6,213,7.1,0.8450704,4.225352,4,8,2014/02/08,2014/09/09,9,2014,1,
,VHG,10230155,9,545,18.16667,0.4954129,2.477064,5,11,2014/02/08,2015/08/07,8,2015,1,
,VHG,10230156,8,556,18.53333,0.4316547,2.158273,5,10,2014/01/28,2015/08/07,8,2015,1,
,VHG,10230157,2,87,2.9,0.6896551,3.448276,2,4,2014/06/09,2014/09/04,9,2014,1,
,VHG,10230158,4,215,7.166667,0.5581396,2.790698,3,6,2014/02/05,2014/09/08,9,2014,1,
,VHG,10230159,6,243,8.1,0.7407407,3.703704,4,9,2014/01/08,2014/09/08,9,2014,1,
,VHG,10230160,14,587,19.56667,0.7155025,3.577513,8,16,2014/02/03,2015/09/13,9,2015,1,
,VHG,10230161,15,585,19.5,0.7692308,3.846154,7,16,2014/02/05,2015/09/13,9,2015,1,
,VHG,10230162,15,562,18.73333,0.8007118,4.003559,7,17,2014/02/05,2015/08/21,8,2015,1,
,VHG,10230163,16.5,561,18.7,0.8823529,4.411765,7,17,2014/02/06,2015/08/21,8,2015,1,
,VHG,10230164,16,587,19.56667,0.8177172,4.088586,7,16,2014/02/03,2015/09/13,9,2015,1,
,VHG,10230165,13,584,19.46667,0.6678082,3.339041,7,14,2014/02/06,2015/09/13,9,2015,1,
,VHG,10230167,12,503,16.76667,0.7157058,3.578529,6,14,2014/04/05,2015/08/21,8,2015,1,
,VHG,10230168,14,587,19.56667,0.7155025,3.577513,7,14,2014/02/03,2015/09/13,9,2015,1,
,VHG,10230169,15,612,20.4,0.7352941,3.676471,8,17,2014/01/09,2015/09/13,9,2015,1,
,VHG,10230170,10,564,18.8,0.5319149,2.659575,5,12,2014/02/03,2015/08/21,8,2015,1,
,VHG,10230171,15,587,19.56667,0.7666098,3.833049,7,17,2014/02/03,2015/09/13,9,2015,1,
,VHG,10230172,8,493,16.43333,0.4868155,2.434077,4,10,2014/04/15,2015/08/21,8,2015,1,
,VHG,10230176,14,496,16.53333,0.8467742,4.233871,7,16,2014/05/05,2015/09/13,9,2015,1,
,VHG,10230177,11,583,19.43333,0.5660378,2.830189,7,13,2014/02/07,2015/09/13,9,2015,1,
,VHG,10230179,12,583,19.43333,0.6174957,3.087479,6,14,2014/02/07,2015/09/13,9,2015,1,
,VHG,10230180,14,583,19.43333,0.7204117,3.602059,7,16,2014/02/07,2015/09/13,9,2015,1,
,VHG,10230182,5,448,14.93333,0.3348214,1.674107,3,6,2014/06/19,2015/09/10,9,2015,1,
,VHG,10230183,7,525,17.5,0.4,2,4,9,2014/04/03,2015/09/10,9,2015,1,
,VHG,10230184,12,580,19.33333,0.6206896,3.103448,6,14,2014/02/07,2015/09/10,9,2015,1,
,VHG,10230185,7,521,17.36667,0.403071,2.015355,4,9,2014/04/09,2015/09/12,9,2015,1,
,VHG,10230186,13,580,19.33333,0.6724138,3.362069,6,14,2014/02/07,2015/09/10,9,2015,1,
,VHG,10230187,11,610,20.33333,0.5409836,2.704918,7,13,2014/01/08,2015/09/10,9,2015,1,
,VHG,10230189,17,609,20.3,0.8374385,4.187192,8,19,2014/01/09,2015/09/10,9,2015,1,
,VHG,10230190,12,564,18.8,0.6382979,3.19149,6,14,2014/02/03,2015/08/21,8,2015,1,
,VHG,10230191,10,587,19.56667,0.5110732,2.555366,5,12,2014/02/03,2015/09/13,9,2015,1,
,VHG,10230192,12,562,18.73333,0.6405694,3.202847,6,13,2014/02/05,2015/08/21,8,2015,1,
,VHG,10230193,14,582,19.4,0.7216495,3.608248,7,15,2014/02/05,2015/09/10,9,2015,1,
,VHG,10230194,10,525,17.5,0.5714286,2.857143,5,12,2014/04/03,2015/09/10,9,2015,1,
,VHG,10230195,16,562,18.73333,0.8540925,4.270463,8,18,2014/02/05,2015/08/21,8,2015,1,
,VHG,10230196,15,565,18.83333,0.7964602,3.982301,7,15,2014/02/05,2015/08/24,8,2015,1,
,VHG,10230197,17,601,20.03333,0.8485857,4.242929,8,19,2014/01/17,2015/09/10,9,2015,1,
,VHG,10230198,6,586,19.53333,0.3071672,1.535836,4,8,2014/02/03,2015/09/12,9,2015,1,
,VHG,10230199,1,77,2.566667,0.3896104,1.948052,2,4,2014/02/10,2014/04/28,4,2014,1,
,VHG,10230200,1,77,2.566667,0.3896104,1.948052,2,4,2014/02/10,2014/04/28,4,2014,1,
,VHG,10230201,1,77,2.566667,0.3896104,1.948052,2,4,2014/02/10,2014/04/28,4,2014,1,
,VHG,10230205,1,74,2.466667,0.4054054,2.027027,2,4,2014/02/10,2014/04/25,4,2014,1,
,VHG,10230206,1,74,2.466667,0.4054054,2.027027,2,4,2014/02/10,2014/04/25,4,2014,1,
,VHG,10230208,1,74,2.466667,0.4054054,2.027027,2,4,2014/02/10,2014/04/25,4,2014,1,
,VHG,10230209,1,79,2.633333,0.3797468,1.898734,2,4,2014/02/10,2014/04/30,4,2014,1,
,VHG,10230211,1,79,2.633333,0.3797468,1.898734,2,4,2014/02/10,2014/04/30,4,2014,1,
,VHG,10230212,1,78,2.6,0.3846154,1.923077,2,4,2014/02/11,2014/04/30,4,2014,1,
,VHG,10230213,1,78,2.6,0.3846154,1.923077,2,4,2014/02/11,2014/04/30,4,2014,1,
,VHG,10230215,1,78,2.6,0.3846154,1.923077,2,4,2014/02/11,2014/04/30,4,2014,1,
,VHG,10230219,1,73,2.433333,0.4109589,2.054794,2,4,2014/02/11,2014/04/25,4,2014,1,
,VHG,10230220,2,73,2.433333,0.8219178,4.109589,2,4,2014/02/11,2014/04/25,4,2014,1,
,VHG,10230221,2,73,2.433333,0.8219178,4.109589,2,4,2014/02/11,2014/04/25,4,2014,1,
,VHG,10230222,3,98,3.266667,0.9183673,4.591836,3,6,2014/01/20,2014/04/28,4,2014,1,
,VHG,10230223,4,86,2.866667,1.395349,6.976745,3,6,2014/01/29,2014/04/25,4,2014,1,
,VHG,10230224,1,77,2.566667,0.3896104,1.948052,2,4,2014/02/12,2014/04/30,4,2014,1,
,VHG,10230225,3,92,3.066667,0.9782609,4.891304,3,6,2014/01/28,2014/04/30,4,2014,1,
,VHG,10230228,6,569,18.96667,0.3163445,1.581722,4,8,2014/01/21,2015/08/13,8,2015,1,
,VHG,10230229,2,65,2.166667,0.9230769,4.615384,3,6,2014/02/12,2014/04/22,4,2014,1,
,VHG,10230230,2,479,15.96667,0.125261,0.6263048,2,3,2014/04/18,2015/08/10,8,2015,1,
,VHG,10230231,3,551,18.36667,0.1633394,0.8166969,3,6,2014/04/18,2015/10/21,10,2015,1,
,VHG,10230233,8,547,18.23333,0.4387569,2.193784,4,10,2014/02/12,2015/08/13,8,2015,1,
,VHG,10230234,4,547,18.23333,0.2193784,1.096892,3,6,2014/02/12,2015/08/13,8,2015,1,
,VHG,10230235,2,475,15.83333,0.1263158,0.6315789,3,5,2014/04/22,2015/08/11,8,2015,1,
,VHG,10230236,4,546,18.2,0.2197802,1.098901,3,6,2014/02/12,2015/08/12,8,2015,1,
,VHG,10230237,9,635,21.16667,0.4251969,2.125984,5,11,2014/02/12,2015/11/09,11,2015,1,
,VHG,10230239,4,544,18.13333,0.2205882,1.102941,3,6,2014/02/13,2015/08/11,8,2015,1,
,VHG,10230240,2,62,2.066667,0.967742,4.83871,2,4,2014/02/13,2014/04/16,4,2014,1,
,VHG,10230242,4,544,18.13333,0.2205882,1.102941,3,6,2014/02/13,2015/08/11,8,2015,1,
,VHG,10230243,4,544,18.13333,0.2205882,1.102941,3,5,2014/02/13,2015/08/11,8,2015,1,
,VHG,10230245,4,634,21.13333,0.1892744,0.9463722,3,6,2014/02/13,2015/11/09,11,2015,1,
,VHG,10230246,4,479,15.96667,0.2505219,1.25261,3,5,2014/04/18,2015/08/10,8,2015,1,
,VHG,10230247,4,544,18.13333,0.2205882,1.102941,3,6,2014/02/14,2015/08/12,8,2015,1,
,VHG,10230248,4,569,18.96667,0.2108963,1.054482,3,6,2014/01/20,2015/08/12,8,2015,1,
,VHG,10230249,4,544,18.13333,0.2205882,1.102941,3,6,2014/02/14,2015/08/12,8,2015,1,
,VHG,10230250,4,544,18.13333,0.2205882,1.102941,3,6,2014/02/14,2015/08/12,8,2015,1,
,VHG,10230251,4,538,17.93333,0.2230483,1.115242,3,5,2014/02/18,2015/08/10,8,2015,1,
,VHG,10230252,4,538,17.93333,0.2230483,1.115242,3,5,2014/02/18,2015/08/10,8,2015,1,
,VHG,10230253,10,603,20.1,0.4975124,2.487562,5,12,2014/02/18,2015/10/14,10,2015,1,
,VHG,10230254,7,538,17.93333,0.3903346,1.951673,4,8,2014/02/18,2015/08/10,8,2015,1,
,VHG,10230255,7,621,20.7,0.3381642,1.690821,5,9,2014/01/31,2015/10/14,10,2015,1,
,VHG,10230256,11,623,20.76667,0.529695,2.648475,6,13,2014/01/29,2015/10/14,10,2015,1,
,VHG,10230257,9,558,18.6,0.483871,2.419355,5,10,2014/01/30,2015/08/11,8,2015,1,
,VHG,10230258,6,477,15.9,0.3773585,1.886792,4,8,2014/01/27,2015/05/19,5,2015,1,
,VHG,10230259,4,89,2.966667,1.348315,6.741573,3,6,2014/01/17,2014/04/16,4,2014,1,
,VHG,10230260,4,613,20.43333,0.1957586,0.9787928,3,6,2014/02/15,2015/10/21,10,2015,1,
,VHG,10230261,4,530,17.66667,0.2264151,1.132076,3,5,2014/02/17,2015/08/01,8,2015,1,
,VHG,10230262,5,529,17.63333,0.2835539,1.417769,3,5,2014/02/17,2015/07/31,7,2015,1,
,VHG,10230263,2,478,15.93333,0.125523,0.6276151,2,4,2014/04/14,2015/08/05,8,2015,1,
,VHG,10230264,2,54,1.8,1.111111,5.555556,2,4,2014/02/19,2014/04/14,4,2014,1,
,VHG,10230266,8,318,10.6,0.7547169,3.773585,5,10,2014/01/27,2014/12/11,12,2014,1,
,VHG,10230267,6,290,9.666667,0.6206896,3.103448,4,8,2014/02/24,2014/12/11,12,2014,1,
,VHG,10230268,4,122,4.066667,0.9836066,4.918033,3,6,2014/02/24,2014/06/26,6,2014,1,
,VHG,10230274,4,198,6.6,0.6060606,3.030303,3,6,2014/02/20,2014/09/06,9,2014,1,
,VHG,10230275,4,198,6.6,0.6060606,3.030303,3,6,2014/02/20,2014/09/06,9,2014,1,
,VHG,10230276,2,48,1.6,1.25,6.25,2,4,2014/02/20,2014/04/09,4,2014,1,
,VHG,10230277,2,528,17.6,0.1136364,0.5681818,2,4,2014/02/19,2015/08/01,8,2015,1,
,VHG,10230278,2,528,17.6,0.1136364,0.5681818,2,4,2014/02/19,2015/08/01,8,2015,1,
,VHG,10230279,2,528,17.6,0.1136364,0.5681818,2,4,2014/02/19,2015/08/01,8,2015,1,
,VHG,10230281,2,76,2.533333,0.7894737,3.947369,2,5,2014/02/19,2014/05/06,5,2014,1,
,VHG,10230283,6,526,17.53333,0.3422053,1.711027,4,8,2014/02/24,2015/08/04,8,2015,1,
,VHG,10230284,6,526,17.53333,0.3422053,1.711027,4,8,2014/02/24,2015/08/04,8,2015,1,
,VHG,10230285,7,527,17.56667,0.398482,1.99241,4,9,2014/02/24,2015/08/05,8,2015,1,
,VHG,10230286,7,526,17.53333,0.3992396,1.996198,4,8,2014/02/24,2015/08/04,8,2015,1,
,VHG,10230287,7,536,17.86667,0.391791,1.958955,4,8,2014/02/14,2015/08/04,8,2015,1,
,VHG,10230288,5,291,9.7,0.5154639,2.57732,4,8,2014/02/20,2014/12/08,12,2014,1,
