id,cr011_prgrm,cr102_wpt_id,total_chl_used,total_period_day,total_period_30day,avrg_30day_usage,avrg_30day_usage_litres,num_of_Deliveries,Jerrican_delivered,date_of_first_delivery,date_of_last_delivery,month,year,country,
,SYA,10240940,9,428,14.26667,0.6308411,3.154206,4,13,2014/05/13,2015/07/15,7,2015,1,
,SYA,10240942,11,538,17.93333,0.6133829,3.066915,5,14,2014/02/28,2015/08/20,8,2015,1,
,SYA,10240946,3,521,17.36667,0.1727447,0.8637236,3,9,2014/04/07,2015/09/10,9,2015,1,
,SYA,10240947,8,548,18.26667,0.4379562,2.189781,4,11,2014/03/11,2015/09/10,9,2015,1,
,SYA,10240948,8,580,19.33333,0.4137931,2.068965,4,12,2014/02/04,2015/09/07,9,2015,1,
,SYA,10240949,6,204,6.8,0.8823529,4.411765,3,8,2015/01/19,2015/08/11,8,2015,1,
,SYA,10240950,5,530,17.66667,0.2830189,1.415094,3,9,2014/03/26,2015/09/07,9,2015,1,
,SYA,10240951,13,463,15.43333,0.8423326,4.211663,6,16,2014/05/05,2015/08/11,8,2015,1,
,SYA,10240952,4,388,12.93333,0.3092783,1.546392,3,7,2014/03/03,2015/03/26,3,2015,1,
,SYA,10240953,3.5,360,12,0.2916667,1.458333,3,7,2014/02/28,2015/02/23,2,2015,1,
,SYA,10240954,3,119,3.966667,0.7563025,3.781513,2,6,2014/03/03,2014/06/30,6,2014,1,
,SYA,10240956,5,388,12.93333,0.3865979,1.93299,3,8,2014/03/03,2015/03/26,3,2015,1,
,SYA,10240958,10,463,15.43333,0.6479481,3.239741,5,13,2014/05/05,2015/08/11,8,2015,1,
,SYA,10240960,6.5,310,10.33333,0.6290323,3.145161,4,10,2014/04/07,2015/02/11,2,2015,1,
,SYA,10240961,7,548,18.26667,0.3832117,1.916058,4,10,2014/03/11,2015/09/10,9,2015,1,
,SYA,10240962,6,561,18.7,0.3208556,1.604278,4,12,2014/02/26,2015/09/10,9,2015,1,
,SYA,10240963,8,513,17.1,0.4678363,2.339181,5,11,2014/03/11,2015/08/06,8,2015,1,
,SYA,10240964,5,541,18.03333,0.2772643,1.386322,3,8,2014/03/18,2015/09/10,9,2015,1,
,SYA,10240965,11,506,16.86667,0.6521739,3.26087,5,14,2014/03/18,2015/08/06,8,2015,1,
,SYA,10240966,12,506,16.86667,0.7114624,3.557312,6,15,2014/03/18,2015/08/06,8,2015,1,
,SYA,10240967,3.5,217,7.233333,0.483871,2.419355,2,5,2015/01/20,2015/08/25,8,2015,1,
,SYA,10240968,2,85,2.833333,0.7058824,3.529412,2,5,2014/02/26,2014/05/22,5,2014,1,
,SYA,10240969,4,621,20.7,0.1932367,0.9661835,3,7,2014/02/26,2015/11/09,11,2015,1,
,SYA,10240970,6,279,9.3,0.6451613,3.225806,4,9,2014/02/26,2014/12/02,12,2014,1,
,SYA,10240971,10,526,17.53333,0.5703422,2.851711,5,13,2014/02/26,2015/08/06,8,2015,1,
,SYA,10240972,2,327,10.9,0.1834862,0.9174312,2,5,2014/03/14,2015/02/04,2,2015,1,
,SYA,10240973,2,280,9.333333,0.2142857,1.071429,2,5,2014/04/30,2015/02/04,2,2015,1,
,SYA,10240974,8.5,320,10.66667,0.796875,3.984375,4,12,2014/03/05,2015/01/19,1,2015,1,
,SYA,10240975,5,601,20.03333,0.249584,1.24792,3,8,2014/03/04,2015/10/26,10,2015,1,
,SYA,10240976,8.5,321,10.7,0.7943925,3.971963,4,12,2014/03/04,2015/01/19,1,2015,1,
,SYA,10240977,7,584,19.46667,0.359589,1.797945,4,10,2014/03/21,2015/10/26,10,2015,1,
,SYA,10240978,9,568,18.93333,0.4753521,2.376761,4,12,2014/03/21,2015/10/10,10,2015,1,
,SYA,10240979,2.5,326,10.86667,0.2300614,1.150307,2,6,2014/03/21,2015/02/10,2,2015,1,
,SYA,10240980,5,413,13.76667,0.3631961,1.815981,3,8,2014/03/10,2015/04/27,4,2015,1,
,SYA,10240983,3,521,17.36667,0.1727447,0.8637236,2,4,2014/05/23,2015/10/26,10,2015,1,
,SYA,10240984,8,600,20,0.4,2,6,14,2014/03/04,2015/10/26,10,2015,1,
,SYA,10240985,7,585,19.5,0.3589744,1.794872,4,10,2014/03/04,2015/10/10,10,2015,1,
,SYA,10240986,1,20,0.6666667,1.5,7.5,2,3,2015/01/15,2015/02/04,2,2015,1,
,SYA,10240988,5,361,12.03333,0.4155124,2.077562,3,8,2014/03/28,2015/03/24,3,2015,1,
,SYA,10240990,7.5,320,10.66667,0.703125,3.515625,4,11,2014/03/05,2015/01/19,1,2015,1,
,SYA,10240991,5.5,384,12.8,0.4296875,2.148438,4,9,2014/03/05,2015/03/24,3,2015,1,
,SYA,10240992,7,315,10.5,0.6666667,3.333333,3,10,2014/04/02,2015/02/11,2,2015,1,
,SYA,10240994,3,384,12.8,0.234375,1.171875,4,5,2014/09/04,2015/09/23,9,2015,1,
,SYA,10240998,3,453,15.1,0.1986755,0.9933775,3,4,2014/07/09,2015/10/05,10,2015,1,
,SYA,10240999,7,349,11.63333,0.6017192,3.008596,4,10,2014/05/13,2015/04/27,4,2015,1,
,SYA,10241001,4,334,11.13333,0.3592815,1.796407,3,7,2014/03/14,2015/02/11,2,2015,1,
,SYA,10241002,4,320,10.66667,0.375,1.875,3,7,2014/03/28,2015/02/11,2,2015,1,
,SYA,10241003,7,338,11.26667,0.6213018,3.106509,4,10,2014/03/10,2015/02/11,2,2015,1,
,SYA,10241004,10.5,316,10.53333,0.9968354,4.984177,5,14,2014/03/10,2015/01/20,1,2015,1,
,SYA,10241005,1,127,4.233333,0.2362205,1.181102,2,4,2014/04/02,2014/08/07,8,2014,1,
,SYA,10241006,15,384,12.8,1.171875,5.859375,7,18,2014/04/08,2015/04/27,4,2015,1,
,SYA,10241007,3,376,12.53333,0.2393617,1.196808,3,6,2014/04/16,2015/04/27,4,2015,1,
,SYA,10241011,11,426,14.2,0.7746479,3.87324,6,14,2014/02/21,2015/04/23,4,2015,1,
,SYA,10241012,3,375,12.5,0.24,1.2,3,6,2014/04/17,2015/04/27,4,2015,1,
,SYA,10241014,8.5,420,14,0.6071429,3.035714,4,12,2014/02/27,2015/04/23,4,2015,1,
,SYA,10241015,10,374,12.46667,0.802139,4.010695,6,13,2014/04/14,2015/04/23,4,2015,1,
,SYA,10241016,11,403,13.43333,0.8188586,4.094293,5,14,2014/03/17,2015/04/24,4,2015,1,
,SYA,10241017,6,403,13.43333,0.4466501,2.233251,4,9,2014/03/17,2015/04/24,4,2015,1,
,SYA,10241019,2,454,15.13333,0.1321586,0.6607929,2,5,2014/04/15,2015/07/13,7,2015,1,
,SYA,10241020,11,362,12.06667,0.9116022,4.558011,5,14,2014/03/07,2015/03/04,3,2015,1,
,SYA,10241021,10.5,352,11.73333,0.8948863,4.474432,5,13,2014/03/17,2015/03/04,3,2015,1,
,SYA,10241022,6.5,316,10.53333,0.6170886,3.085443,4,10,2014/04/22,2015/03/04,3,2015,1,
,SYA,10241023,11,375,12.5,0.88,4.4,5,14,2014/04/17,2015/04/27,4,2015,1,
,SYA,10241024,9,323,10.76667,0.8359134,4.179567,4,11,2014/01/07,2014/11/26,11,2014,1,
,SYA,10241025,3,322,10.73333,0.2795031,1.397516,2,6,2014/04/16,2015/03/04,3,2015,1,
,SYA,10241026,8,376,12.53333,0.6382979,3.191489,5,11,2014/04/16,2015/04/27,4,2015,1,
,SYA,10241027,8,420,14,0.5714286,2.857143,4,11,2014/02/27,2015/04/23,4,2015,1,
,SYA,10241028,12,374,12.46667,0.9625669,4.812834,6,15,2014/04/14,2015/04/23,4,2015,1,
,SYA,10241029,5,49,1.633333,3.061224,15.30612,2,7,2014/01/09,2014/02/27,2,2014,1,
,SYA,10241030,8,341,11.36667,0.7038123,3.519062,4,11,2014/02/27,2015/02/03,2,2015,1,
,SYA,10241031,12,406,13.53333,0.8866995,4.433497,8,20,2014/03/07,2015/04/23,4,2015,1,
,SYA,10241032,7,367,12.23333,0.5722071,2.861035,4,10,2014/04/22,2015/04/24,4,2015,1,
,SYA,10241033,7,323,10.76667,0.6501548,3.250774,4,10,2014/04/22,2015/03/11,3,2015,1,
,SYA,10241034,10,367,12.23333,0.8174387,4.087193,5,13,2014/04/22,2015/04/24,4,2015,1,
,SYA,10241035,6,412,13.73333,0.4368932,2.184466,4,9,2014/03/07,2015/04/23,4,2015,1,
,SYA,10241036,8,412,13.73333,0.5825242,2.912621,5,11,2014/03/07,2015/04/23,4,2015,1,
,SYA,10241037,10,444,14.8,0.6756757,3.378378,5,13,2014/04/25,2015/07/13,7,2015,1,
,SYA,10241038,10,483,16.1,0.621118,3.10559,5,12,2014/03/17,2015/07/13,7,2015,1,
,SYA,10241040,12,481,16.03333,0.7484407,3.742204,6,14,2014/03/19,2015/07/13,7,2015,1,
,SYA,10241041,8,444,14.8,0.5405405,2.702703,5,11,2014/04/25,2015/07/13,7,2015,1,
,SYA,10241042,8,412,13.73333,0.5825242,2.912621,4,11,2014/03/06,2015/04/22,4,2015,1,
,SYA,10241043,8,296,9.866667,0.8108108,4.054054,4,11,2014/05/02,2015/02/22,2,2015,1,
,SYA,10241044,8.5,321,10.7,0.7943925,3.971963,5,12,2014/04/25,2015/03/12,3,2015,1,
,SYA,10241045,9,494,16.46667,0.5465587,2.732793,5,12,2014/03/06,2015/07/13,7,2015,1,
,SYA,10241047,15,483,16.1,0.931677,4.658385,6,18,2014/03/17,2015/07/13,7,2015,1,
,SYA,10241048,10,437,14.56667,0.6864989,3.432494,5,13,2014/05/02,2015/07/13,7,2015,1,
,SYA,10241049,7.5,373,12.43333,0.6032172,3.016086,4,11,2014/04/14,2015/04/22,4,2015,1,
,SYA,10241050,4.5,373,12.43333,0.3619303,1.809651,3,8,2014/04/14,2015/04/22,4,2015,1,
,SYA,10241051,7,429,14.3,0.4895105,2.447552,5,10,2014/02/16,2015/04/21,4,2015,1,
,SYA,10241052,5,224,7.466667,0.6696429,3.348214,4,11,2014/04/15,2014/11/26,11,2014,1,
,SYA,10241054,7.5,331,11.03333,0.6797583,3.398792,4,11,2014/04/15,2015/03/12,3,2015,1,
,SYA,10241055,3,75,2.5,1.2,6,2,6,2014/03/06,2014/05/20,5,2014,1,
,SYA,10241056,5,137,4.566667,1.09489,5.474452,3,8,2014/03/06,2014/07/21,7,2014,1,
,SYA,10241059,3.5,613,20.43333,0.1712888,0.8564438,2,5,2014/02/26,2015/11/01,11,2015,1,
,SYA,10241066,2,114,3.8,0.5263158,2.631579,2,6,2015/02/10,2015/06/04,6,2015,1,
,SYA,10241067,2,114,3.8,0.5263158,2.631579,2,5,2015/02/10,2015/06/04,6,2015,1,
,SYA,10241068,9,580,19.33333,0.4655172,2.327586,5,12,2014/03/31,2015/11/01,11,2015,1,
,SYA,10241069,4.5,340,11.33333,0.3970588,1.985294,3,7,2014/02/16,2015/01/22,1,2015,1,
,SYA,10241070,5,593,19.76667,0.2529511,1.264755,3,8,2014/02/26,2015/10/12,10,2015,1,
,SYA,10241071,11.5,551,18.36667,0.6261343,3.130672,5,15,2014/03/19,2015/09/21,9,2015,1,
,SYA,10241073,2,132,4.4,0.4545454,2.272727,2,4,2015/01/21,2015/06/02,6,2015,1,
,SYA,10241077,5,280,9.333333,0.5357143,2.678572,3,8,2014/08/26,2015/06/02,6,2015,1,
,SYA,10241081,11.5,607,20.23333,0.568369,2.841845,6,15,2014/03/05,2015/11/02,11,2015,1,
,SYA,10241082,12,620,20.66667,0.5806452,2.903226,6,14,2014/01/09,2015/09/21,9,2015,1,
,SYA,10241083,12,565,18.83333,0.6371681,3.185841,7,15,2014/03/05,2015/09/21,9,2015,1,
,SYA,10241086,20.5,617,20.56667,0.9967585,4.983792,8,23,2014/03/03,2015/11/10,11,2015,1,
,SYA,10241090,6,185,6.166667,0.972973,4.864865,3,9,2014/03/03,2014/09/04,9,2014,1,
,SYA,10241092,7,623,20.76667,0.3370787,1.685393,4,10,2014/02/16,2015/11/01,11,2015,1,
,SYA,10241093,7,359,11.96667,0.5849583,2.924791,3,9,2014/02/04,2015/01/29,1,2015,1,
,SYA,10241094,3,303,10.1,0.2970297,1.485149,2,5,2014/04/01,2015/01/29,1,2015,1,
,SYA,10241095,3,294,9.8,0.3061225,1.530612,2,6,2014/04/01,2015/01/20,1,2015,1,
,SYA,10241097,3,135,4.5,0.6666667,3.333333,2,5,2015/01/20,2015/06/04,6,2015,1,
,SYA,10241098,7,301,10.03333,0.6976744,3.488372,4,10,2014/04/03,2015/01/29,1,2015,1,
,SYA,10241099,6,577,19.23333,0.3119584,1.559792,3,9,2014/04/03,2015/11/01,11,2015,1,
,SYA,10241101,6,577,19.23333,0.3119584,1.559792,3,9,2014/04/03,2015/11/01,11,2015,1,
,SYA,10241102,2.5,210,7,0.3571429,1.785714,2,5,2015/01/19,2015/08/17,8,2015,1,
,SYA,10241104,2.5,260,8.666667,0.2884615,1.442308,3,5,2014/03/19,2014/12/04,12,2014,1,
,SYA,10241106,17.5,665,22.16667,0.7894737,3.947369,7,20,2014/01/14,2015/11/10,11,2015,1,
,SYA,10241109,9.5,628,20.93333,0.4538217,2.269109,5,12,2014/02/20,2015/11/10,11,2015,1,
,SYA,10241110,8.5,557,18.56667,0.4578097,2.289048,4,11,2014/02/20,2015/08/31,8,2015,1,
,SYA,10241112,6,504,16.8,0.3571429,1.785714,4,8,2014/02/20,2015/07/09,7,2015,1,
,SYA,10241116,7,577,19.23333,0.3639515,1.819757,3,9,2014/04/03,2015/11/01,11,2015,1,
,SYA,10241117,16,511,17.03333,0.9393347,4.696673,7,19,2014/05/06,2015/09/29,9,2015,1,
,SYA,10241118,10,194,6.466667,1.546392,7.731958,5,11,2014/05/14,2015/01/19,1,2015,1,
,SYA,10241120,15,594,19.8,0.7575758,3.787879,5,13,2014/01/11,2015/08/28,8,2015,1,
,SYA,10241121,5.5,427,14.23333,0.3864169,1.932084,5,7,2014/04/14,2015/06/15,6,2015,1,
,SYA,10241122,7.5,505,16.83333,0.4455445,2.227723,5,8,2014/05/12,2015/09/29,9,2015,1,
,SYA,10241128,6.5,323,10.76667,0.6037152,3.018576,5,9,2014/04/03,2015/02/20,2,2015,1,
,SYA,10241129,6.5,351,11.7,0.5555556,2.777778,5,9,2014/03/06,2015/02/20,2,2015,1,
,SYA,10241130,9,330,11,0.8181818,4.090909,6,14,2014/02/20,2015/01/19,1,2015,1,
,SYA,10241131,10,398,13.26667,0.7537689,3.768844,7,12,2014/04/15,2015/05/18,5,2015,1,
,SYA,10241132,22,412,13.73333,1.601942,8.009708,12,28,2014/03/25,2015/05/18,5,2015,1,
,SYA,10241133,3,637,21.23333,0.1412873,0.7064364,3,5,2014/02/04,2015/11/03,11,2015,1,
,SYA,10241136,11,609,20.3,0.541872,2.70936,7,16,2014/03/05,2015/11/04,11,2015,1,
,SYA,10241137,5,231,7.7,0.6493506,3.246753,2,6,2014/04/29,2014/12/16,12,2014,1,
,SYA,10241138,8.5,285,9.5,0.8947368,4.473684,5,11,2014/04/09,2015/01/19,1,2015,1,
,SYA,10241140,15,511,17.03333,0.8806263,4.403131,6,17,2014/04/03,2015/08/27,8,2015,1,
,SYA,10241141,12,426,14.2,0.8450704,4.225352,7,14,2014/03/11,2015/05/11,5,2015,1,
,SYA,10241142,11,454,15.13333,0.7268723,3.634361,5,13,2014/06/04,2015/09/01,9,2015,1,
,SYA,10241144,7,375,12.5,0.56,2.8,4,10,2014/05/30,2015/06/09,6,2015,1,
,SYA,10241145,3,121,4.033333,0.7438017,3.719008,3,6,2014/04/23,2014/08/22,8,2014,1,
,SYA,10241146,2.5,298,9.933333,0.2516778,1.258389,2,5,2014/11/10,2015/09/04,9,2015,1,
,SYA,10241147,4,360,12,0.3333333,1.666667,3,7,2014/04/28,2015/04/23,4,2015,1,
,SYA,10241148,11,370,12.33333,0.8918919,4.459459,5,15,2014/03/14,2015/03/19,3,2015,1,
,SYA,10241149,4,400,13.33333,0.3,1.5,4,7,2014/03/19,2015/04/23,4,2015,1,
,SYA,10241150,8.5,444,14.8,0.5743243,2.871622,4,10,2014/03/07,2015/05/25,5,2015,1,
,SYA,10241153,8,516,17.2,0.4651163,2.325581,4,11,2014/03/07,2015/08/05,8,2015,1,
,SYA,10241156,10.5,391,13.03333,0.8056266,4.028133,7,16,2014/03/25,2015/04/22,4,2015,1,
,SYA,10241157,14.5,396,13.2,1.098485,5.492424,7,17,2014/01/11,2015/02/11,2,2015,1,
,SYA,10241158,2,278,9.266666,0.2158273,1.079137,2,5,2014/02/26,2014/12/01,12,2014,1,
,SYA,10241159,15,598,19.93333,0.7525084,3.762542,6,19,2014/03/24,2015/11/12,11,2015,1,
,SYA,10241162,9,325,10.83333,0.8307692,4.153846,4,12,2014/04/15,2015/03/06,3,2015,1,
,SYA,10241164,11,608,20.26667,0.5427632,2.713816,6,14,2014/03/21,2015/11/19,11,2015,1,
,SYA,10241165,2,210,7,0.2857143,1.428571,2,4,2014/04/07,2014/11/03,11,2014,1,
,SYA,10241166,8,457,15.23333,0.5251641,2.625821,4,9,2014/08/19,2015/11/19,11,2015,1,
,SYA,10241167,13.5,530,17.66667,0.764151,3.820755,6,15,2014/05/10,2015/10/22,10,2015,1,
,SYA,10241168,2.5,149,4.966667,0.5033557,2.516778,2,4,2015/05/25,2015/10/21,10,2015,1,
,SYA,10241169,6.5,380,12.66667,0.5131579,2.565789,5,8,2014/05/10,2015/05/25,5,2015,1,
,SYA,10241173,8,325,10.83333,0.7384616,3.692308,5,11,2014/04/15,2015/03/06,3,2015,1,
,SYA,10241174,6,110,3.666667,1.636364,8.181818,3,9,2015/01/21,2015/05/11,5,2015,1,
,SYA,10241175,10,186,6.2,1.612903,8.064516,4,10,2014/11/03,2015/05/08,5,2015,1,
,SYA,10241176,8,187,6.233333,1.283422,6.417112,3,8,2014/11/01,2015/05/07,5,2015,1,
,SYA,10241177,8,188,6.266667,1.276596,6.382978,3,8,2014/11/01,2015/05/08,5,2015,1,
,SYA,10241178,12,186,6.2,1.935484,9.67742,4,12,2014/11/03,2015/05/08,5,2015,1,
,SYA,10241181,7.5,342,11.4,0.6578947,3.289474,3,8,2014/10/24,2015/10/01,10,2015,1,
,SYA,10241182,10,342,11.4,0.877193,4.385965,4,10,2014/10/24,2015/10/01,10,2015,1,
,SYA,10241183,5,342,11.4,0.4385965,2.192983,2,5,2014/10/24,2015/10/01,10,2015,1,
,SYA,10241184,6,255,8.5,0.7058824,3.529412,2,6,2014/10/27,2015/07/09,7,2015,1,
,SYA,10241185,6,258,8.6,0.6976744,3.488372,2,6,2014/10/24,2015/07/09,7,2015,1,
,SYA,10241186,6,255,8.5,0.7058824,3.529412,2,6,2014/10/27,2015/07/09,7,2015,1,
,SYA,10241189,3,83,2.766667,1.084337,5.421687,2,5,2015/02/04,2015/04/28,4,2015,1,
,SYA,10241190,3,79,2.633333,1.139241,5.696202,2,5,2015/02/09,2015/04/29,4,2015,1,
,SYA,10241197,4.5,139,4.633333,0.9712231,4.856115,3,6,2015/01/15,2015/06/03,6,2015,1,
,SYA,10241201,5,157,5.233333,0.9554141,4.77707,2,6,2014/10/25,2015/03/31,3,2015,1,
,SYA,10241203,10,251,8.366667,1.195219,5.976096,3,10,2014/10/24,2015/07/02,7,2015,1,
,SYA,10241204,10,251,8.366667,1.195219,5.976096,3,10,2014/10/25,2015/07/03,7,2015,1,
,SYA,10241206,6,189,6.3,0.9523809,4.761905,2,6,2014/11/01,2015/05/09,5,2015,1,
,SYA,10241208,4,194,6.466667,0.6185567,3.092783,2,7,2015/01/28,2015/08/10,8,2015,1,
,SYA,10241209,15,579,19.3,0.7772021,3.886011,8,19,2014/03/20,2015/10/22,10,2015,1,
,SYA,10241218,2,43,1.433333,1.395349,6.976745,2,3,2014/12/11,2015/01/23,1,2015,1,
,VHG,10250001,11,518,17.26667,0.6370656,3.185328,7,15,2014/02/18,2015/07/22,7,2015,1,
,VHG,10250005,1,81,2.7,0.3703704,1.851852,2,4,2014/03/01,2014/05/21,5,2014,1,
,VHG,10250006,2,81,2.7,0.7407407,3.703704,2,5,2014/03/01,2014/05/21,5,2014,1,
,VHG,10250009,4,438,14.6,0.2739726,1.369863,3,6,2014/03/14,2015/05/26,5,2015,1,
,VHG,10250010,3,460,15.33333,0.1956522,0.9782609,3,5,2014/02/19,2015/05/25,5,2015,1,
,VHG,10250016,4,462,15.4,0.2597403,1.298701,3,6,2014/02/17,2015/05/25,5,2015,1,
,VHG,10250018,4,457,15.23333,0.2625821,1.31291,3,6,2014/02/17,2015/05/20,5,2015,1,
,VHG,10250019,7,459,15.3,0.4575163,2.287582,4,9,2014/02/21,2015/05/26,5,2015,1,
,VHG,10250020,2,68,2.266667,0.8823529,4.411765,2,4,2014/03/14,2014/05/21,5,2014,1,
,VHG,10250021,3,91,3.033333,0.989011,4.945055,3,6,2014/02/19,2014/05/21,5,2014,1,
,VHG,10250022,3,438,14.6,0.2054794,1.027397,2,4,2014/03/14,2015/05/26,5,2015,1,
,VHG,10250023,8,438,14.6,0.5479452,2.739726,3,7,2014/03/14,2015/05/26,5,2015,1,
,VHG,10250024,4,462,15.4,0.2597403,1.298701,3,6,2014/02/18,2015/05/26,5,2015,1,
,VHG,10250025,5,438,14.6,0.3424658,1.712329,3,6,2014/03/14,2015/05/26,5,2015,1,
,VHG,10250028,3,365,12.16667,0.2465753,1.232877,2,4,2014/05/26,2015/05/26,5,2015,1,
,VHG,10250029,4,93,3.1,1.290323,6.451613,3,7,2014/02/17,2014/05/21,5,2014,1,
,VHG,10250031,1,93,3.1,0.3225807,1.612903,2,4,2014/02/17,2014/05/21,5,2014,1,
,VHG,10250032,1,91,3.033333,0.3296703,1.648352,2,4,2014/02/18,2014/05/20,5,2014,1,
,VHG,10250038,1,92,3.066667,0.326087,1.630435,2,4,2014/02/17,2014/05/20,5,2014,1,
,VHG,10250040,1,95,3.166667,0.3157895,1.578947,2,4,2014/02/14,2014/05/20,5,2014,1,
,VHG,10250041,1,95,3.166667,0.3157895,1.578947,2,4,2014/02/14,2014/05/20,5,2014,1,
,VHG,10250043,1,88,2.933333,0.3409091,1.704545,2,4,2014/02/17,2014/05/16,5,2014,1,
,VHG,10250044,2,88,2.933333,0.6818182,3.409091,2,5,2014/02/17,2014/05/16,5,2014,1,
,VHG,10250045,1,88,2.933333,0.3409091,1.704545,2,4,2014/02/17,2014/05/16,5,2014,1,
,VHG,10250046,1,95,3.166667,0.3157895,1.578947,2,4,2014/02/14,2014/05/20,5,2014,1,
,VHG,10250047,1,95,3.166667,0.3157895,1.578947,2,4,2014/02/14,2014/05/20,5,2014,1,
,VHG,10250048,1,22,0.7333333,1.363636,6.818182,2,4,2014/02/20,2014/03/14,3,2014,1,
,VHG,10250049,1,22,0.7333333,1.363636,6.818182,2,4,2014/02/20,2014/03/14,3,2014,1,
,VHG,10250050,1,22,0.7333333,1.363636,6.818182,2,4,2014/02/20,2014/03/14,3,2014,1,
,VHG,10250051,1,22,0.7333333,1.363636,6.818182,2,4,2014/02/20,2014/03/14,3,2014,1,
,VHG,10250052,1,22,0.7333333,1.363636,6.818182,2,4,2014/02/20,2014/03/14,3,2014,1,
,VHG,10250054,5,164,5.466667,0.9146342,4.573171,3,7,2014/03/14,2014/08/25,8,2014,1,
,VHG,10250055,4,95,3.166667,1.263158,6.315789,3,7,2014/02/20,2014/05/26,5,2014,1,
,VHG,10250056,2,73,2.433333,0.8219178,4.109589,2,4,2014/03/14,2014/05/26,5,2014,1,
,VHG,10250057,2,75,2.5,0.8,4,2,4,2014/03/14,2014/05/28,5,2014,1,
,VHG,10250058,3,96,3.2,0.9375,4.6875,3,6,2014/02/21,2014/05/28,5,2014,1,
,VHG,10250059,3,96,3.2,0.9375,4.6875,3,6,2014/02/21,2014/05/28,5,2014,1,
,VHG,10250060,2,73,2.433333,0.8219178,4.109589,2,4,2014/03/14,2014/05/26,5,2014,1,
,VHG,10250061,1,73,2.433333,0.4109589,2.054794,2,3,2014/03/14,2014/05/26,5,2014,1,
,VHG,10250062,2,73,2.433333,0.8219178,4.109589,2,4,2014/03/14,2014/05/26,5,2014,1,
,VHG,10250063,7,410,13.66667,0.5121951,2.560976,4,9,2014/02/13,2015/03/30,3,2015,1,
,VHG,10250064,8,410,13.66667,0.5853658,2.926829,4,10,2014/02/13,2015/03/30,3,2015,1,
,VHG,10250065,4,597,19.9,0.201005,1.005025,3,7,2014/02/24,2015/10/14,10,2015,1,
,VHG,10250066,5,102,3.4,1.470588,7.352941,3,8,2014/02/15,2014/05/28,5,2014,1,
,VHG,10250067,9,420,14,0.6428571,3.214286,5,11,2014/02/13,2015/04/09,4,2015,1,
,VHG,10250068,7,420,14,0.5,2.5,4,9,2014/02/13,2015/04/09,4,2015,1,
,VHG,10250070,8,461,15.36667,0.5206074,2.603037,4,9,2014/03/12,2015/06/16,6,2015,1,
,VHG,10250071,6,401,13.36667,0.4488778,2.244389,3,7,2014/03/04,2015/04/09,4,2015,1,
,VHG,10250072,10,443,14.76667,0.6772009,3.386004,5,12,2014/03/04,2015/05/21,5,2015,1,
,VHG,10250073,10,419,13.96667,0.7159905,3.579952,5,12,2014/02/13,2015/04/08,4,2015,1,
,VHG,10250074,9,419,13.96667,0.6443914,3.221957,5,11,2014/02/13,2015/04/08,4,2015,1,
,VHG,10250075,7,410,13.66667,0.5121951,2.560976,4,9,2014/02/13,2015/03/30,3,2015,1,
,VHG,10250076,4,100,3.333333,1.2,6,3,7,2014/02/13,2014/05/24,5,2014,1,
,VHG,10250077,6,391,13.03333,0.4603581,2.30179,3,8,2014/03/04,2015/03/30,3,2015,1,
,VHG,10250078,2,95,3.166667,0.6315789,3.157895,2,5,2014/02/18,2014/05/24,5,2014,1,
,VHG,10250079,7,400,13.33333,0.525,2.625,4,8,2014/03/04,2015/04/08,4,2015,1,
,VHG,10250080,7,362,12.06667,0.5801105,2.900553,4,9,2014/02/13,2015/02/10,2,2015,1,
,VHG,10250081,9,343,11.43333,0.787172,3.93586,4,10,2014/03/04,2015/02/10,2,2015,1,
,VHG,10250082,11,364,12.13333,0.9065934,4.532967,5,13,2014/02/11,2015/02/10,2,2015,1,
,VHG,10250083,3,580,19.33333,0.1551724,0.775862,2,5,2014/03/13,2015/10/14,10,2015,1,
,VHG,10250085,1,17,0.5666667,1.764706,8.823529,2,4,2014/02/24,2014/03/13,3,2014,1,
,VHG,10250088,4,597,19.9,0.201005,1.005025,3,7,2014/02/24,2015/10/14,10,2015,1,
,VHG,10250089,3,580,19.33333,0.1551724,0.775862,2,5,2014/03/13,2015/10/14,10,2015,1,
,VHG,10250090,6,595,19.83333,0.302521,1.512605,3,9,2014/02/26,2015/10/14,10,2015,1,
,VHG,10250091,1,15,0.5,2,10,2,4,2014/02/26,2014/03/13,3,2014,1,
,VHG,10250092,5,568,18.93333,0.2640845,1.320423,4,7,2014/02/03,2015/08/25,8,2015,1,
,VHG,10250093,13,568,18.93333,0.6866198,3.433099,7,15,2014/02/03,2015/08/25,8,2015,1,
,VHG,10250094,6,188,6.266667,0.9574468,4.787234,4,7,2015/02/18,2015/08/25,8,2015,1,
,VHG,10250095,13,633,21.1,0.6161137,3.080569,7,15,2014/02/03,2015/10/29,10,2015,1,
,VHG,10250096,10,633,21.1,0.4739336,2.369668,6,12,2014/02/03,2015/10/29,10,2015,1,
,VHG,10250097,11,633,21.1,0.521327,2.606635,6,13,2014/02/03,2015/10/29,10,2015,1,
,VHG,10250098,13,633,21.1,0.6161137,3.080569,7,15,2014/02/03,2015/10/29,10,2015,1,
,VHG,10250099,11,633,21.1,0.521327,2.606635,6,13,2014/02/03,2015/10/29,10,2015,1,
,VHG,10250101,9,627,20.9,0.430622,2.15311,6,13,2014/02/03,2015/10/29,10,2015,1,
