ID,cem301_attendees_total,cem0_prgrm,month,year,country
,60,MFW,2,2014,2
,60,MFW,2,2014,2
,86,MFW,2,2014,2
,62,MFW,2,2014,2
,70,MFW,2,2014,2
,33,MFW,2,2014,2
,41,MFW,2,2014,2
,65,MFW,2,2014,2
,56,MFW,2,2014,2
,73,MFW,2,2014,2
,38,MFW,2,2014,2
,44,MFW,2,2014,2
,48,MFW,2,2014,2
,31,MFW,2,2014,2
,108,MFW,2,2014,2
,57,MFW,2,2014,2
,34,MFW,2,2014,2
,80,MFW,2,2014,2
,45,MFW,2,2014,2
,46,MFW,2,2014,2
,75,MFW,2,2014,2
,101,MFW,2,2014,2
,84,MFW,2,2014,2
,33,MFW,2,2014,2
,55,MFW,2,2014,2
,50,MFW,2,2014,2
,76,MFW,2,2014,2
,17,MFW,2,2014,2
,49,MFW,2,2014,2
,34,MFW,2,2014,2
,52,MFW,2,2014,2
,69,MFW,2,2014,2
,77,MFW,2,2014,2
,58,MFW,2,2014,2
,52,MFW,2,2014,2
,50,MFW,2,2014,2
,50,MFW,2,2014,2
,38,MFW,2,2014,2
,111,MFW,2,2014,2
,84,MFW,2,2014,2
,62,MFW,2,2014,2
,55,MFW,2,2014,2
,32,MFW,2,2014,2
,72,MFW,2,2014,2
,61,MFW,2,2014,2
,92,MFW,2,2014,2
,42,MFW,2,2014,2
,65,MFW,2,2014,2
,38,MFW,2,2014,2
,42,MFW,2,2014,2
,56,MFW,2,2014,2
,49,MFW,2,2014,2
,68,MFW,2,2014,2
,32,MFW,2,2014,2
,62,MFW,2,2014,2
,53,MFW,2,2014,2
,50,MFW,2,2014,2
,32,MFW,2,2014,2
,61,MFW,2,2014,2
,68,MFW,2,2014,2
,41,MFW,2,2014,2
,65,MFW,2,2014,2
,54,MFW,2,2014,2
,24,MFW,2,2014,2
,40,MFW,2,2014,2
,59,MFW,2,2014,2
,37,MFW,2,2014,2
,64,MFW,2,2014,2
,72,MFW,2,2014,2
,75,MFW,2,2014,2
,51,MFW,2,2014,2
,39,MFW,2,2014,2
,56,MFW,2,2014,2
,81,MFW,2,2014,2
,49,MFW,2,2014,2
,85,MFW,2,2014,2
,56,MFW,2,2014,2
,41,MFW,2,2014,2
,80,MFW,2,2014,2
,58,MFW,2,2014,2
,74,MFW,2,2014,2
,49,MFW,2,2014,2
,79,MFW,2,2014,2
,69,MFW,2,2014,2
,65,MFW,2,2014,2
,78,MFW,2,2014,2
,46,MFW,2,2014,2
,68,MFW,2,2014,2
,78,MFW,2,2014,2
,30,MFW,2,2014,2
,82,MFW,2,2014,2
,72,MFW,2,2014,2
,210,MFW,2,2014,2
,30,MFW,2,2014,2
,45,MFW,2,2014,2
,52,MFW,2,2014,2
,69,MFW,2,2014,2
,57,MFW,2,2014,2
,68,MFW,2,2014,2
,36,MFW,2,2014,2
,71,MFW,2,2014,2
,85,MFW,2,2014,2
,60,MFW,2,2014,2
,46,MFW,2,2014,2
,20,MFW,2,2014,2
,60,MFW,2,2014,2
,50,MFW,2,2014,2
,83,MFW,2,2014,2
,27,MFW,2,2014,2
,46,MFW,2,2014,2
,73,MFW,2,2014,2
,28,MFW,2,2014,2
,50,MFW,2,2014,2
,44,MFW,2,2014,2
,24,MFW,2,2014,2
,41,MFW,2,2014,2
,50,MFW,2,2014,2
,51,MFW,2,2014,2
,35,MFW,2,2014,2
,37,MFW,2,2014,2
,22,MFW,2,2014,2
,40,MFW,2,2014,2
,41,MFW,2,2014,2
,59,MFW,2,2014,2
,74,MFW,2,2014,2
,55,MFW,2,2014,2
,43,MFW,2,2014,2
,32,MFW,2,2014,2
,70,MFW,2,2014,2
,71,MFW,2,2014,2
,49,MFW,2,2014,2
,52,MFW,2,2014,2
,65,MFW,2,2014,2
,70,MFW,2,2014,2
,26,MFW,2,2014,2
,84,MFW,2,2014,2
,81,MFW,2,2014,2
,55,MFW,2,2014,2
,75,MFW,2,2014,2
,54,MFW,2,2014,2
,58,MFW,2,2014,2
,70,MFW,2,2014,2
,52,MFW,2,2014,2
,19,MFW,2,2014,2
,50,MFW,2,2014,2
,69,MFW,2,2014,2
,38,MFW,2,2014,2
,63,MFW,2,2014,2
,44,MFW,2,2014,2
,73,MFW,2,2014,2
,67,MFW,2,2014,2
,79,MFW,2,2014,2
,39,MFW,2,2014,2
,31,MFW,2,2014,2
,98,MFW,2,2014,2
,73,MFW,2,2014,2
,61,MFW,2,2014,2
,70,MFW,2,2014,2
,46,MFW,2,2014,2
,68,MFW,2,2014,2
,29,MFW,2,2014,2
,77,MFW,2,2014,2
,51,MFW,2,2014,2
,55,MFW,2,2014,2
,58,MFW,2,2014,2
,51,MFW,2,2014,2
,33,MFW,2,2014,2
,83,MFW,2,2014,2
,82,MFW,2,2014,2
,40,MFW,2,2014,2
,57,MFW,2,2014,2
,99,MFW,2,2014,2
,32,MFW,2,2014,2
,74,MFW,2,2014,2
,70,MFW,2,2014,2
,42,MFW,2,2014,2
,56,MFW,2,2014,2
,43,MFW,2,2014,2
,50,MFW,2,2014,2
,79,MFW,2,2014,2
,74,SRK,2,2014,2
,51,MFW,2,2014,2
,39,MFW,2,2014,2
,50,MFW,2,2014,2
,33,MFW,2,2014,2
,21,MFW,2,2014,2
,42,MFW,2,2014,2
,59,MFW,2,2014,2
,61,MFW,2,2014,2
,87,MFW,2,2014,2
,28,MFW,2,2014,2
,38,MFW,2,2014,2
,51,MFW,2,2014,2
,38,MFW,2,2014,2
,71,MFW,2,2014,2
,71,MFW,2,2014,2
,64,MFW,2,2014,2
,45,MFW,2,2014,2
,67,MFW,2,2014,2
,58,MFW,2,2014,2
,68,MFW,2,2014,2
,58,MFW,2,2014,2
,41,MFW,2,2014,2
,42,MFW,2,2014,2
,53,MFW,2,2014,2
,29,MFW,2,2014,2
,40,MFW,2,2014,2
,39,MFW,2,2014,2
,56,MFW,2,2014,2
,30,MFW,2,2014,2
,46,MFW,2,2014,2
,72,MFW,2,2014,2
,57,MFW,2,2014,2
,56,MFW,2,2014,2
,31,MFW,2,2014,2
,40,MFW,2,2014,2
,32,MFW,2,2014,2
,120,MFW,2,2014,2
,45,MFW,2,2014,2
,60,MFW,2,2014,2
,29,MFW,2,2014,2
,163,MFW,2,2014,2
,30,MFW,2,2014,2
,35,MFW,2,2014,2
,38,MFW,2,2014,2
,39,MFW,2,2014,2
,48,MFW,2,2014,2
,53,MFW,2,2014,2
,51,MFW,2,2014,2
,61,MFW,2,2014,2
,48,MFW,2,2014,2
,48,MFW,2,2014,2
,68,MFW,2,2014,2
,50,MFW,2,2014,2
,36,MFW,2,2014,2
,46,MFW,2,2014,2
,63,MFW,2,2014,2
,77,MFW,2,2014,2
,68,MFW,2,2014,2
,55,MFW,2,2014,2
,60,MFW,2,2014,2
,51,MFW,2,2014,2
,23,MFW,2,2014,2
,18,MFW,2,2014,2
,20,MFW,2,2014,2
,49,MFW,2,2014,2
,65,MFW,2,2014,2
,59,MFW,2,2014,2
,80,MFW,2,2014,2
,56,MFW,2,2014,2
,76,MFW,2,2014,2
,42,MFW,2,2014,2
,68,MFW,2,2014,2
,32,MFW,2,2014,2
,60,MFW,2,2014,2
,70,MFW,2,2014,2
,85,MFW,2,2014,2
,38,MFW,2,2014,2
,59,MFW,2,2014,2
,26,MFW,2,2014,2
,52,MFW,2,2014,2
,25,MFW,2,2014,2
,36,MFW,2,2014,2
,46,MFW,2,2014,2
,69,MFW,2,2014,2
,56,MFW,2,2014,2
,29,MFW,2,2014,2
,66,MFW,2,2014,2
,53,MFW,2,2014,2
,64,MFW,2,2014,2
,60,MFW,2,2014,2
,56,MFW,2,2014,2
,36,MFW,2,2014,2
,49,MFW,2,2014,2
,79,MFW,2,2014,2
,49,MFW,2,2014,2
,29,MFW,2,2014,2
,34,MFW,2,2014,2
,77,MFW,2,2014,2
,40,MFW,2,2014,2
,23,MFW,2,2014,2
,55,MFW,2,2014,2
,56,MFW,2,2014,2
,66,MFW,2,2014,2
,35,MFW,2,2014,2
,58,MFW,2,2014,2
,58,MFW,2,2014,2
,34,MFW,2,2014,2
,47,MFW,2,2014,2
,52,MFW,2,2014,2
,49,MFW,2,2014,2
,47,MFW,2,2014,2
,50,MFW,2,2014,2
,78,MFW,2,2014,2
,110,MFW,2,2014,2
,44,MFW,2,2014,2
,52,MFW,2,2014,2
,38,MFW,2,2014,2
,41,MFW,2,2014,2
,70,MFW,2,2014,2
,38,MFW,2,2014,2
,44,MFW,2,2014,2
,46,MFW,2,2014,2
,65,MFW,2,2014,2
,63,MFW,2,2014,2
,84,MFW,2,2014,2
,66,MFW,2,2014,2
,21,MFW,2,2014,2
,56,MFW,2,2014,2
,117,MFW,2,2014,2
,69,MFW,2,2014,2
,47,MFW,2,2014,2
,68,MFW,2,2014,2
,60,MFW,2,2014,2
,47,MFW,2,2014,2
,28,MFW,2,2014,2
,70,MFW,2,2014,2
,49,MFW,2,2014,2
,27,MFW,2,2014,2
,61,MFW,2,2014,2
,79,MFW,2,2014,2
,63,MFW,2,2014,2
,30,MFW,2,2014,2
,46,MFW,2,2014,2
,34,MFW,2,2014,2
,38,MFW,2,2014,2
,50,MFW,2,2014,2
,22,MFW,2,2014,2
,49,MFW,2,2014,2
,65,MFW,2,2014,2
,50,MFW,2,2014,2
,72,MFW,2,2014,2
,53,MFW,2,2014,2
,48,MFW,2,2014,2
,35,MFW,2,2014,2
,30,MFW,2,2014,2
,28,MFW,2,2014,2
,42,MFW,2,2014,2
,44,MFW,2,2014,2
,70,MFW,2,2014,2
,47,MFW,2,2014,2
,42,MFW,2,2014,2
,35,MFW,2,2014,2
,28,MFW,2,2014,2
,56,MFW,2,2014,2
,65,MFW,2,2014,2
,59,MFW,2,2014,2
,62,MFW,2,2014,2
,77,MFW,2,2014,2
,54,MFW,2,2014,2
,67,MFW,2,2014,2
,65,MFW,2,2014,2
,38,MFW,2,2014,2
,66,MFW,2,2014,2
,49,MFW,2,2014,2
,40,MFW,2,2014,2
,38,MFW,2,2014,2
,58,MFW,2,2014,2
,49,MFW,2,2014,2
,79,MFW,2,2014,2
,52,MFW,2,2014,2
,28,MFW,2,2014,2
,57,MFW,2,2014,2
,29,MFW,2,2014,2
,22,MFW,2,2014,2
,18,MFW,2,2014,2
,72,MFW,2,2014,2
,20,MFW,2,2014,2
,20,MFW,2,2014,2
,57,MFW,2,2014,2
,57,MFW,2,2014,2
,25,MFW,2,2014,2
,71,MFW,2,2014,2
,32,MFW,2,2014,2
,35,MFW,2,2014,2
,35,MFW,2,2014,2
,65,MFW,2,2014,2
,78,MFW,2,2014,2
,37,MFW,2,2014,2
,30,MFW,2,2014,2
,62,MFW,2,2014,2
,35,MFW,3,2014,2
,73,MFW,3,2014,2
,32,MFW,3,2014,2
,71,MFW,3,2014,2
,78,MFW,3,2014,2
,52,MFW,3,2014,2
,28,MFW,3,2014,2
,32,MFW,3,2014,2
,25,MFW,3,2014,2
,32,MFW,3,2014,2
,67,MFW,3,2014,2
,63,MFW,3,2014,2
,54,MFW,3,2014,2
,24,MFW,3,2014,2
,62,MFW,3,2014,2
,44,MFW,3,2014,2
,78,MFW,3,2014,2
,69,MFW,3,2014,2
,26,MFW,3,2014,2
,32,MFW,3,2014,2
,53,MFW,3,2014,2
,58,MFW,3,2014,2
,64,MFW,3,2014,2
,40,MFW,3,2014,2
,135,MFW,3,2014,2
,43,MFW,3,2014,2
,80,MFW,3,2014,2
,22,MFW,3,2014,2
,38,MFW,3,2014,2
,18,MFW,3,2014,2
,70,MFW,3,2014,2
,151,MFW,3,2014,2
,96,MFW,3,2014,2
,25,MFW,3,2014,2
,34,MFW,3,2014,2
,67,MFW,3,2014,2
,28,MFW,3,2014,2
,72,MFW,3,2014,2
,31,MFW,3,2014,2
,42,MFW,3,2014,2
,45,MFW,3,2014,2
,30,MFW,3,2014,2
,40,MFW,3,2014,2
,20,MFW,3,2014,2
,34,MFW,3,2014,2
,41,MFW,3,2014,2
,31,MFW,3,2014,2
,49,MFW,3,2014,2
,35,MFW,3,2014,2
,24,MFW,3,2014,2
,32,MFW,3,2014,2
,50,MFW,3,2014,2
,24,MFW,3,2014,2
,32,MFW,3,2014,2
,48,MFW,3,2014,2
,35,MFW,3,2014,2
,62,MFW,3,2014,2
,53,MFW,3,2014,2
,45,MFW,3,2014,2
,45,MFW,3,2014,2
,54,MFW,3,2014,2
,36,MFW,3,2014,2
,31,MFW,3,2014,2
,51,MFW,3,2014,2
,32,MFW,3,2014,2
,50,MFW,3,2014,2
,27,MFW,3,2014,2
,50,MFW,3,2014,2
,38,MFW,3,2014,2
,40,MFW,3,2014,2
,41,MFW,3,2014,2
,68,MFW,3,2014,2
,35,MFW,3,2014,2
,38,MFW,3,2014,2
,52,MFW,3,2014,2
,54,MFW,3,2014,2
,61,MFW,3,2014,2
,54,MFW,3,2014,2
,31,MFW,3,2014,2
,70,MFW,3,2014,2
,47,MFW,3,2014,2
,26,MFW,3,2014,2
,40,MFW,3,2014,2
,54,MFW,3,2014,2
,42,MFW,3,2014,2
,26,MFW,3,2014,2
,36,MFW,3,2014,2
,41,MFW,3,2014,2
,38,MFW,3,2014,2
,30,MFW,3,2014,2
,23,MFW,3,2014,2
,21,MFW,3,2014,2
,25,MFW,3,2014,2
,58,MFW,3,2014,2
,43,MFW,3,2014,2
,33,MFW,3,2014,2
,35,MFW,3,2014,2
,35,MFW,3,2014,2
,22,MFW,3,2014,2
,41,MFW,3,2014,2
,25,MFW,3,2014,2
,31,MFW,3,2014,2
,29,MFW,3,2014,2
,32,MFW,3,2014,2
,40,MFW,3,2014,2
,27,MFW,3,2014,2
,36,MFW,3,2014,2
,64,MFW,3,2014,2
,50,MFW,3,2014,2
,30,MFW,3,2014,2
,40,MFW,3,2014,2
,45,MFW,3,2014,2
,18,MFW,3,2014,2
,20,MFW,3,2014,2
,19,MFW,3,2014,2
,46,MFW,3,2014,2
,46,MFW,3,2014,2
,29,MFW,3,2014,2
,27,MFW,3,2014,2
,42,MFW,3,2014,2
,34,MFW,3,2014,2
,41,MFW,3,2014,2
,56,MFW,3,2014,2
,55,MFW,3,2014,2
,63,MFW,3,2014,2
,41,MFW,3,2014,2
,36,MFW,3,2014,2
,38,MFW,3,2014,2
,39,MFW,3,2014,2
,32,MFW,3,2014,2
,25,MFW,3,2014,2
,41,MFW,3,2014,2
,32,MFW,3,2014,2
,41,MFW,3,2014,2
,25,MFW,3,2014,2
,23,MFW,3,2014,2
,27,MFW,3,2014,2
,22,MFW,3,2014,2
,55,MFW,3,2014,2
,59,MFW,3,2014,2
,15,MFW,3,2014,2
,29,MFW,3,2014,2
,24,MFW,3,2014,2
,35,MFW,3,2014,2
,28,MFW,3,2014,2
,76,MFW,3,2014,2
,35,MFW,3,2014,2
,25,MFW,3,2014,2
,52,MFW,3,2014,2
,13,MFW,3,2014,2
,25,MFW,3,2014,2
,24,MFW,3,2014,2
,30,MFW,3,2014,2
,35,MFW,3,2014,2
,48,MFW,3,2014,2
,20,MFW,3,2014,2
,60,MFW,3,2014,2
,35,MFW,3,2014,2
,40,KBK3,4,2014,2
,30,KBK3,4,2014,2
,45,KBK2,4,2014,2
,52,KBK3,4,2014,2
,69,KBK3,4,2014,2
,25,KBK3,4,2014,2
,31,KBK3,4,2014,2
,26,KBK3,4,2014,2
,20,KBK4,4,2014,2
,42,KBK4,4,2014,2
,21,KBK3,4,2014,2
,28,KBK3,4,2014,2
,45,KBK3,4,2014,2
,50,KBK3,4,2014,2
,46,KBK3,4,2014,2
,21,KBK3,4,2014,2
,51,KBK3,4,2014,2
,28,KBK3,4,2014,2
,32,KBK4,4,2014,2
,52,KBK3,4,2014,2
,24,KBK3,4,2014,2
,32,KBK3,4,2014,2
,23,KBK3,4,2014,2
,21,KBK4,4,2014,2
,25,KBK3,4,2014,2
,28,KBK3,4,2014,2
,53,KBK3,4,2014,2
,29,KBK3,4,2014,2
,23,KBK3,4,2014,2
,28,KBK3,4,2014,2
,56,KBK3,4,2014,2
,26,KBK3,4,2014,2
,31,KBK3,4,2014,2
,33,KBK3,4,2014,2
,31,KBK4,4,2014,2
,20,KBK3,4,2014,2
,33,KBK4,4,2014,2
,23,KBK4,4,2014,2
,30,KBK3,4,2014,2
,28,KBK3,4,2014,2
,37,KBK3,4,2014,2
,28,KBK3,4,2014,2
,37,KBK4,4,2014,2
,43,KBK3,4,2014,2
,27,KBK3,4,2014,2
,37,KBK3,4,2014,2
,46,KBK4,4,2014,2
,45,KBK4,4,2014,2
,18,KBK3,4,2014,2
,23,KBK4,4,2014,2
,42,KBK3,4,2014,2
,25,KBK4,4,2014,2
,21,KBK3,4,2014,2
,57,KBK3,4,2014,2
,42,KBK3,4,2014,2
,28,KBK3,4,2014,2
,20,KBK4,4,2014,2
,40,KBK4,4,2014,2
,40,KBK3,4,2014,2
,28,KBK4,4,2014,2
,26,KBK4,4,2014,2
,49,KBK3,4,2014,2
,48,KBK4,4,2014,2
,62,KBK4,4,2014,2
,25,KBK4,4,2014,2
,35,KBK4,4,2014,2
,26,KBK4,4,2014,2
,26,KBK4,4,2014,2
,64,KBK4,4,2014,2
,15,KBK4,4,2014,2
,21,KBK4,4,2014,2
,28,KBK4,4,2014,2
,46,KBK4,4,2014,2
,19,KBK4,4,2014,2
,31,KBK4,4,2014,2
,35,KBK4,4,2014,2
,20,KBK4,4,2014,2
,59,KBK3,4,2014,2
,34,KBK4,4,2014,2
,13,KBK4,4,2014,2
,17,KBK4,4,2014,2
,38,KBK4,4,2014,2
,37,KBK4,4,2014,2
,21,KBK3,4,2014,2
,33,KBK3,4,2014,2
,24,KBK3,4,2014,2
,25,KBK4,4,2014,2
,23,KBK4,4,2014,2
,26,KBK4,4,2014,2
,25,KBK4,4,2014,2
,41,KBK4,4,2014,2
,38,KBK4,4,2014,2
,46,KBK4,4,2014,2
,23,KBK4,4,2014,2
,23,KBK4,4,2014,2
,40,KBK4,4,2014,2
,18,KBK4,4,2014,2
,40,KBK4,4,2014,2
,19,KBK4,4,2014,2
,45,KBK4,4,2014,2
,33,KBK4,4,2014,2
,19,KBK4,4,2014,2
,22,KBK2,4,2014,2
,31,KBK4,4,2014,2
,36,KBK2,4,2014,2
,28,KBK4,4,2014,2
,20,KBK4,4,2014,2
,17,KBK4,4,2014,2
,36,KBK4,4,2014,2
,20,KBK4,4,2014,2
,25,KBK4,4,2014,2
,24,KBK4,4,2014,2
,33,KBK3,6,2014,2
,32,KBK3,6,2014,2
,29,MBL,8,2014,2
,34,MBL,8,2014,2
,29,MBL,8,2014,2
,31,MBL,8,2014,2
,41,SRK,8,2014,2
,36,MBL,8,2014,2
,28,SRK,8,2014,2
,53,MBL,8,2014,2
,37,SRK,8,2014,2
,22,MBL,8,2014,2
,28,SRK,8,2014,2
,41,MBL,8,2014,2
,28,MBL,8,2014,2
,45,MBL,8,2014,2
,21,MBL,8,2014,2
,18,SRK,8,2014,2
,41,SRK,8,2014,2
,37,MBL,8,2014,2
,30,MBL,8,2014,2
,36,SRK,8,2014,2
,37,MBL,8,2014,2
,30,SRK,8,2014,2
,37,MBL,8,2014,2
,36,MBL,8,2014,2
,18,SRK,8,2014,2
,56,MBL,8,2014,2
,29,SRK,8,2014,2
,34,MBL,8,2014,2
,33,SRK,8,2014,2
,59,MBL,8,2014,2
,38,SRK,8,2014,2
,30,MBL,8,2014,2
,28,MBL,8,2014,2
,30,SRK,8,2014,2
,58,SRK,8,2014,2
,49,MBL,8,2014,2
,76,SRK,8,2014,2
,38,SRK,8,2014,2
,30,MBL,8,2014,2
,24,SRK,8,2014,2
,35,SRK,8,2014,2
,10,MBL,8,2014,2
,40,MBL,8,2014,2
,25,MBL,8,2014,2
,48,MBL,8,2014,2
,43,SRK,8,2014,2
,21,SRK,8,2014,2
,26,MBL,8,2014,2
,68,SRK,8,2014,2
,31,MBL,8,2014,2
,31,MBL,8,2014,2
,30,MBL,8,2014,2
,27,MBL,8,2014,2
,44,MBL,8,2014,2
,34,SRK,8,2014,2
,61,MBL,8,2014,2
,20,SRK,8,2014,2
,33,SRK,8,2014,2
,36,MBL,8,2014,2
,30,MBL,8,2014,2
,33,MBL,8,2014,2
,28,SRK,8,2014,2
,42,SRK,8,2014,2
,73,SRK,8,2014,2
,42,MBL,8,2014,2
,67,SRK,8,2014,2
,14,MBL,8,2014,2
,40,MBL,8,2014,2
,49,SRK,8,2014,2
,42,SRK,8,2014,2
,52,MBL,8,2014,2
,33,MBL,8,2014,2
,45,MBL,8,2014,2
,30,MBL,8,2014,2
,41,SRK,8,2014,2
,44,MBL,8,2014,2
,20,MBL,8,2014,2
,31,MBL,8,2014,2
,13,MBL,8,2014,2
,22,MBL,8,2014,2
,29,MBL,8,2014,2
,35,MBL,8,2014,2
,34,SRK,8,2014,2
,30,MBL,8,2014,2
,23,MBL,8,2014,2
,24,SRK,8,2014,2
,20,MBL,8,2014,2
,10,MBL,8,2014,2
,47,MBL,8,2014,2
,25,MBL,8,2014,2
,51,MBL,8,2014,2
,26,MBL,8,2014,2
,23,MBL,8,2014,2
,68,SRK,8,2014,2
,40,SRK,8,2014,2
,60,MBL,8,2014,2
,38,MBL,8,2014,2
,28,MBL,8,2014,2
,46,MBL,8,2014,2
,40,MBL,8,2014,2
,45,MBL,8,2014,2
,43,SRK,8,2014,2
,52,MBL,8,2014,2
,53,SRK,8,2014,2
,32,SRK,8,2014,2
,30,MBL,8,2014,2
,15,MBL,8,2014,2
,25,MBL,8,2014,2
,18,MBL,8,2014,2
,25,MBL,8,2014,2
,32,MBL,8,2014,2
,23,MBL,8,2014,2
,24,SRK,8,2014,2
,32,SRK,8,2014,2
,35,MBL,8,2014,2
,19,MBL,8,2014,2
,37,MBL,8,2014,2
,36,SRK,8,2014,2
,45,MBL,8,2014,2
,48,SRK,8,2014,2
,42,MBL,8,2014,2
,35,SRK,8,2014,2
,28,MBL,8,2014,2
,45,SRK,8,2014,2
,42,MBL,8,2014,2
,48,SRK,8,2014,2
,58,MBL,8,2014,2
,39,MBL,8,2014,2
,34,MBL,8,2014,2
,47,MBL,8,2014,2
,69,SRK,8,2014,2
,59,MBL,8,2014,2
,42,MBL,8,2014,2
,15,MBL,8,2014,2
,25,MBL,8,2014,2
,55,MBL,8,2014,2
,36,MBL,8,2014,2
,52,SRK,8,2014,2
,43,SRK,8,2014,2
,38,SRK,8,2014,2
,35,MBL,8,2014,2
,23,MBL,8,2014,2
,52,MBL,8,2014,2
,40,SRK,8,2014,2
,30,SRK,8,2014,2
,53,MBL,8,2014,2
,20,MBL,8,2014,2
,58,MBL,8,2014,2
,17,MBL,8,2014,2
,32,MBL,8,2014,2
,40,SRK,8,2014,2
,36,MBL,8,2014,2
,33,MBL,8,2014,2
,56,MBL,8,2014,2
,30,MBL,8,2014,2
,54,SRK,8,2014,2
,47,SRK,8,2014,2
,42,MBL,8,2014,2
,27,SRK,8,2014,2
,21,SRK,8,2014,2
,20,MBL,8,2014,2
,49,SRK,8,2014,2
,62,SRK,8,2014,2
,31,MBL,8,2014,2
,38,SRK,8,2014,2
,51,SRK,8,2014,2
,58,MBL,8,2014,2
,69,SRK,8,2014,2
,59,SRK,8,2014,2
,40,MBL,8,2014,2
,46,MBL,8,2014,2
,20,SRK,8,2014,2
,35,MBL,8,2014,2
,47,MBL,8,2014,2
,32,MBL,8,2014,2
,20,MBL,8,2014,2
,52,SRK,8,2014,2
,33,MBL,8,2014,2
,35,SRK,8,2014,2
,30,SRK,8,2014,2
,28,MBL,8,2014,2
,28,MBL,8,2014,2
,25,MBL,8,2014,2
,42,SRK,8,2014,2
,27,MBL,8,2014,2
,39,SRK,8,2014,2
,25,SRK,8,2014,2
,33,SRK,8,2014,2
,22,MBL,8,2014,2
,38,SRK,8,2014,2
,35,MBL,8,2014,2
,37,SRK,8,2014,2
,30,SRK,8,2014,2
,34,SRK,8,2014,2
,21,SRK,8,2014,2
,20,MBL,8,2014,2
,50,SRK,8,2014,2
,30,SRK,8,2014,2
,25,SRK,8,2014,2
,23,MBL,8,2014,2
,30,SRK,8,2014,2
,39,SRK,8,2014,2
,38,SRK,8,2014,2
,21,MBL,8,2014,2
,47,MBL,8,2014,2
,20,MBL,8,2014,2
,38,MBL,8,2014,2
,30,MBL,8,2014,2
,39,MBL,8,2014,2
,50,MBL,8,2014,2
,58,MBL,8,2014,2
,25,SRK,8,2014,2
,27,MBL,8,2014,2
,22,MBL,8,2014,2
,33,SRK,8,2014,2
,21,MBL,8,2014,2
,34,SRK,8,2014,2
,49,SRK,8,2014,2
,30,MBL,8,2014,2
,31,SRK,8,2014,2
,44,SRK,8,2014,2
,33,SRK,8,2014,2
,54,MBL,8,2014,2
,50,MBL,8,2014,2
,26,MBL,8,2014,2
,33,MBL,8,2014,2
,42,SRK,8,2014,2
,26,MBL,8,2014,2
,32,SRK,8,2014,2
,30,MBL,8,2014,2
,19,MBL,8,2014,2
,50,MBL,8,2014,2
,43,SRK,8,2014,2
,31,SRK,8,2014,2
,32,SRK,8,2014,2
,31,SRK,8,2014,2
,25,MBL,8,2014,2
,40,SRK,8,2014,2
,67,MBL,8,2014,2
,22,MBL,8,2014,2
,34,MBL,8,2014,2
,76,MBL,8,2014,2
,24,SRK,8,2014,2
,35,SRK,8,2014,2
,24,MBL,8,2014,2
,45,MBL,8,2014,2
,19,MBL,8,2014,2
,49,SRK,8,2014,2
,30,MBL,8,2014,2
,40,SRK,8,2014,2
,30,SRK,8,2014,2
,49,MBL,8,2014,2
,17,MBL,8,2014,2
,38,MBL,8,2014,2
,40,SRK,8,2014,2
,92,MBL,8,2014,2
,40,SRK,8,2014,2
,27,MBL,8,2014,2
,37,MBL,8,2014,2
,18,MBL,8,2014,2
,48,SRK,8,2014,2
,17,MBL,8,2014,2
,39,SRK,8,2014,2
,28,MBL,8,2014,2
,41,SRK,8,2014,2
,86,SRK,8,2014,2
,28,SRK,8,2014,2
,48,MBL,8,2014,2
,17,MBL,8,2014,2
,37,MBL,8,2014,2
,44,SRK,8,2014,2
,21,MBL,8,2014,2
,23,MBL,8,2014,2
,60,MBL,8,2014,2
,44,SRK,8,2014,2
,40,SRK,8,2014,2
,25,MBL,8,2014,2
,29,MBL,8,2014,2
,30,SRK,8,2014,2
,52,SRK,8,2014,2
,42,SRK,8,2014,2
,31,SRK,8,2014,2
,50,SRK,8,2014,2
,48,SRK,8,2014,2
,32,SRK,8,2014,2
,50,SRK,8,2014,2
,38,SRK,8,2014,2
,37,MBL,8,2014,2
,36,SRK,8,2014,2
,22,MBL,8,2014,2
,24,MBL,8,2014,2
,40,MBL,8,2014,2
,45,MBL,8,2014,2
,21,MBL,8,2014,2
,38,SRK,8,2014,2
,38,SRK,9,2014,2
,34,MBL,9,2014,2
,43,MBL,9,2014,2
,12,SRK,9,2014,2
,38,SRK,9,2014,2
,25,MBL,9,2014,2
,21,MBL,9,2014,2
,50,MBL,9,2014,2
,20,MBL,9,2014,2
,45,SRK,9,2014,2
,21,MBL,9,2014,2
,28,SRK,9,2014,2
,35,SRK,9,2014,2
,30,SRK,9,2014,2
,26,MBL,9,2014,2
,55,MBL,9,2014,2
,24,MBL,9,2014,2
,26,SRK,9,2014,2
,40,SRK,9,2014,2
,34,MBL,9,2014,2
,28,MBL,9,2014,2
,23,MBL,9,2014,2
,40,SRK,9,2014,2
,36,MBL,9,2014,2
,35,MBL,9,2014,2
,42,SRK,9,2014,2
,20,MBL,9,2014,2
,71,MBL,9,2014,2
,81,MBL,9,2014,2
,30,SRK,9,2014,2
,30,SRK,9,2014,2
,40,MBL,9,2014,2
,55,SRK,9,2014,2
,36,SRK,9,2014,2
,22,MBL,9,2014,2
,59,MBL,9,2014,2
,39,MBL,9,2014,2
,40,SRK,9,2014,2
,48,SRK,9,2014,2
,25,MBL,9,2014,2
,43,MBL,9,2014,2
