t101a_wpt_verifn_id,t011_program,t313_wpt_fail,t301b_wpt_flow_rate_slow,t302_landowner_personality,t302a_rep_WSB_talkedto,t302b_rep_WSB_accepted_disp,t310_wpt_drinking_water,t303b_turbitube_100ntu,t303_turbidity_wet,t304_turbidity_dry,t305b_flow_how_many_months,avg_users,t311_wpt_pass,t008_country,month,year,t005_today
"2132516601","ZMB4","No","No",.s,,,,.s,.s,.s,.s,,,"Malawi",10,2014,06oct2014
"2132516701","ZMB4","No","No",.s,,,,.s,.s,.s,.s,,,"Malawi",10,2014,06oct2014
"2132516702","ZMB4","No","No",.s,,,,.s,.s,.s,.s,,,"Malawi",10,2014,07oct2014
"2132516703","ZMB4","No","No",.s,,,,.s,.s,.s,.s,,,"Malawi",10,2014,07oct2014
"2132516704","ZMB4","No","No",.s,,,,.s,.s,.s,.s,,,"Malawi",10,2014,08oct2014
"2132516801","ZMB4",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,51.66667,"Yes","Malawi",10,2014,02oct2014
"2132516802","ZMB4",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,60,"Yes","Malawi",10,2014,02oct2014
"2132516901","ZMB4",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,63.66667,"Yes","Malawi",10,2014,10oct2014
"2132516902","ZMB4",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,46,"Yes","Malawi",10,2014,10oct2014
"2132517001","ZMB4",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,96.66666,"Yes","Malawi",10,2014,02oct2014
"2132517002","ZMB4",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,41.66667,"Yes","Malawi",10,2014,02oct2014
"2132517003","ZMB4",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,40,"Yes","Malawi",10,2014,02oct2014
"2132517101","ZMB4",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,109.5,"Yes","Malawi",10,2014,17oct2014
"2132517102","ZMB4",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,95,"Yes","Malawi",10,2014,17oct2014
"2132517301","ZMB4",.s,.s,"Yes",,,"Yes",.s,"Clear","Clear",.s,36.66667,"Yes","Malawi",10,2014,06oct2014
"2132517302","ZMB4",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,78.33334,"Yes","Malawi",10,2014,06oct2014
"2132517303","ZMB4",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,43.33333,"Yes","Malawi",10,2014,06oct2014
"2132517401","ZMB4",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,56,"Yes","Malawi",10,2014,06oct2014
"2132525301","ZMB4",.s,"Yes",.s,,,"Yes",.s,"Clear","Clear",.s,50,"Yes","Malawi",10,2014,08oct2014
"2132525302","ZMB4",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,50,"Yes","Malawi",10,2014,08oct2014
"2132525401","ZMB4",.s,"Yes",.s,,,"Yes",.s,"Clear","Clear",.s,60,"Yes","Malawi",10,2014,08oct2014
"2132525501","ZMB4",.s,"Yes",.s,,,"Yes",.s,"Clear","Clear",.s,60,"Yes","Malawi",10,2014,08oct2014
"2132525601","ZMB4",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,50,"Yes","Malawi",10,2014,07oct2014
"2132525602","ZMB4",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,60,"Yes","Malawi",10,2014,07oct2014
"2132525801","ZMB4",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,59.66667,"Yes","Malawi",10,2014,07oct2014
"2132525901","ZMB4",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,45,"Yes","Malawi",10,2014,07oct2014
"2132526001","ZMB4",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,79.75,"Yes","Malawi",10,2014,06oct2014
"2132526002","ZMB4",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,21.75,"Yes","Malawi",10,2014,06oct2014
"2132526003","ZMB4",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,13.16667,"Yes","Malawi",10,2014,06oct2014
"2132526101","ZMB4",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,80.16666,"Yes","Malawi",10,2014,06oct2014
"2132526102","ZMB4",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,34.66667,"Yes","Malawi",10,2014,06oct2014
"2132526201","ZMB4",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,80,"Yes","Malawi",1,2013,13jan2013
"2132526301","ZMB4",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,226,"Yes","Malawi",10,2014,06oct2014
"2132526401","ZMB4",.s,"Yes",.s,,,"Yes",.s,"Clear","Clear",.s,95,"Yes","Malawi",10,2014,06oct2014
"2132526402","ZMB4",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,150,"Yes","Malawi",10,2014,06oct2014
"2132526501","ZMB4",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,100,"Yes","Malawi",10,2014,06oct2014
"2132526601","ZMB4",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,291.6667,"Yes","Malawi",1,2013,13jan2013
"2132526701","ZMB4",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,23.33333,"Yes","Malawi",1,2013,13jan2013
"2132526702","ZMB4",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,61.25,"Yes","Malawi",1,2013,13jan2013
"2132526801","ZMB4",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,253.3333,"Yes","Malawi",1,2013,13jan2013
"2132526802","ZMB4",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,24.66667,"Yes","Malawi",1,2013,13jan2013
"2132526901","ZMB4",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,47,"Yes","Malawi",10,2014,07oct2014
"2132527501","ZMB4",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,309,"Yes","Malawi",10,2014,06oct2014
"2132535102","ZMB4",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,15,"Yes","Malawi",9,2014,20sep2014
"2132535103","ZMB4",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,25,"Yes","Malawi",9,2014,20sep2014
"2132535104","ZMB4",.s,.s,.s,,,"Yes",.s,"Clear","Clear",12,12,"Yes","Malawi",9,2014,20sep2014
"2132535201","ZMB4",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,13,"Yes","Malawi",9,2014,22sep2014
"2132535202","ZMB4",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,32,"Yes","Malawi",9,2014,22sep2014
"2132535203","ZMB4",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,109,"Yes","Malawi",9,2014,22sep2014
"2132535206","ZMB4",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,20,"Yes","Malawi",9,2014,24sep2014
"2132535207","ZMB4",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,95,"Yes","Malawi",9,2014,27sep2014
"2132535208","ZMB4",.s,.s,"Yes",,,"Yes",.s,"Clear","Clear",.s,15,"Yes","Malawi",9,2014,27sep2014
"2132535209","ZMB4",.s,.s,"Yes",,,"Yes",.s,"Clear","Clear",.s,13,"Yes","Malawi",9,2014,27sep2014
"2132535301","ZMB4",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,13,"Yes","Malawi",9,2014,26sep2014
"2132535304","ZMB4",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,10,"Yes","Malawi",9,2014,26sep2014
"2132535401","ZMB4",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,31.66667,"Yes","Malawi",9,2014,25sep2014
"2132535402","ZMB4",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,75.83334,"Yes","Malawi",9,2014,25sep2014
"2132535403","ZMB4",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,15,"Yes","Malawi",9,2014,25sep2014
"2132535404","ZMB4",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,23,"Yes","Malawi",9,2014,25sep2014
"2132535405","ZMB4",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,12,"Yes","Malawi",9,2014,25sep2014
"2132535406","ZMB4",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,48.33333,"Yes","Malawi",9,2014,25sep2014
"2132535407","ZMB4",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,18,"Yes","Malawi",9,2014,25sep2014
"2132535408","ZMB4",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,37,"Yes","Malawi",9,2014,26sep2014
"2132535409","ZMB4",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,13,"Yes","Malawi",9,2014,26sep2014
"2132535501","ZMB4",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,22,"Yes","Malawi",9,2014,17sep2014
"2132535601","ZMB4",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,12,"Yes","Malawi",9,2014,26sep2014
"2132535701","ZMB4",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,17,"Yes","Malawi",9,2014,26sep2014
"2132535801","ZMB4",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,15,"Yes","Malawi",9,2014,24sep2014
"2132535802","ZMB4",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,12,"Yes","Malawi",9,2014,24sep2014
"2132535803","ZMB4",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,19,"Yes","Malawi",9,2014,25sep2014
"2132535804","ZMB4",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,13,"Yes","Malawi",9,2014,26sep2014
"2132535901","ZMB4","No",.s,.s,,,"Yes",.s,"Clear","Clear",.s,5,.s,"Malawi",9,2014,26sep2014
"2132535902","ZMB4","No",.s,.s,,,"Yes",.s,"Clear","Clear",.s,8,.s,"Malawi",9,2014,26sep2014
"2132535903","ZMB4",.s,.s,"Yes",,,"Yes",.s,"Clear","Clear",.s,15,"Yes","Malawi",9,2014,26sep2014
"2132535904","ZMB4",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,19,"Yes","Malawi",9,2014,26sep2014
"2132536001","ZMB4",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,10,"Yes","Malawi",9,2014,24sep2014
"2132536002","ZMB4","No",.s,"Yes",,,"Yes",.s,"Clear","Clear",.s,4,.s,"Malawi",9,2014,24sep2014
"2132536003","ZMB4","No",.s,"Yes",,,"Yes",.s,"Clear","Clear",.s,5,.s,"Malawi",9,2014,24sep2014
"2132536004","ZMB4",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,10,"Yes","Malawi",9,2014,24sep2014
"2132536005","ZMB4",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,19,"Yes","Malawi",9,2014,24sep2014
"2132537101","ZMB4",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,56.66667,"Yes","Malawi",9,2014,23sep2014
"2132537102","ZMB4",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,63.33333,"Yes","Malawi",9,2014,23sep2014
"2132537103","ZMB4",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,56.66667,"Yes","Malawi",9,2014,23sep2014
"2132537104","ZMB4",.s,.s,"Yes",,,"Yes",.s,"Clear","Clear",.s,56.66667,"Yes","Malawi",9,2014,26sep2014
"2132537105","ZMB4",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,53.33333,"Yes","Malawi",9,2014,28sep2014
"2132537106","ZMB4",.s,.s,"Yes",,,"Yes",.s,"Clear","Clear",.s,56.66667,"Yes","Malawi",9,2014,28sep2014
"2132545101","ZMB4","No",.s,"Yes",,,"Yes",.s,"Clear","Clear",.s,3,.s,"Malawi",9,2014,24sep2014
"2132545102","ZMB4",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,10,"Yes","Malawi",9,2014,24sep2014
"2132545103","ZMB4","No",.s,.s,,,"Yes",.s,"Clear","Clear",.s,6,.s,"Malawi",9,2014,24sep2014
"2132545201","ZMB4",.s,.s,"Yes",,,"Yes",.s,"Clear","Clear",.s,19,"Yes","Malawi",9,2014,22sep2014
"2132545202","ZMB4",.s,.s,"Yes",,,"Yes",.s,"Clear","Clear",.s,10.16667,"Yes","Malawi",9,2014,23sep2014
"2132545203","ZMB4",.s,"Yes",.s,,,"Yes",.s,"Clear","Clear",.s,25,"Yes","Malawi",9,2014,23sep2014
"2132545204","ZMB4",.s,.s,"Yes",,,"Yes",.s,"Clear","Clear",.s,32,"Yes","Malawi",9,2014,23sep2014
"2132545205","ZMB4",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,14.58333,"Yes","Malawi",9,2014,23sep2014
"2132545206","ZMB4",.s,"Yes","Yes",,,"Yes",.s,"Clear","Clear",.s,12,"Yes","Malawi",9,2014,23sep2014
"2132545301","ZMB4",.s,.s,"Yes",,,"Yes",.s,"Clear","Clear",.s,15,"Yes","Malawi",9,2014,23sep2014
"2132545302","ZMB4",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,13,"Yes","Malawi",9,2014,23sep2014
"2132545303","ZMB4",.s,.s,"Yes",,,"Yes",.s,"Clear","Clear",.s,15.91667,"Yes","Malawi",9,2014,23sep2014
"2132545304","ZMB4",.s,.s,"Yes",,,"Yes",.s,"Clear","Clear",12,14.75,"Yes","Malawi",9,2014,23sep2014
"2132545305","ZMB4",.s,.s,"Yes",,,"Yes",.s,"Clear","Clear",12,18,"Yes","Malawi",9,2014,23sep2014
"2132545401","ZMB4",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,28,"Yes","Malawi",9,2014,23sep2014
"2132545402","ZMB4",.s,.s,"Yes",,,"Yes",.s,"Clear","Clear",.s,24,"Yes","Malawi",9,2014,26sep2014
"2132545403","ZMB4",.s,.s,"Yes",,,"Yes",.s,"Clear","Clear",12,20,"Yes","Malawi",9,2014,26sep2014
"2132545404","ZMB4",.s,.s,"Yes",,,"Yes",.s,"Clear","Clear",12,29,"Yes","Malawi",9,2014,26sep2014
"2132545405","ZMB4",.s,.s,"Yes",,,"Yes",.s,"Clear","Clear",.s,26,"Yes","Malawi",9,2014,26sep2014
"2132545406","ZMB4",.s,.s,"Yes",,,"Yes",.s,"Clear","Clear",.s,17,"Yes","Malawi",9,2014,26sep2014
"2132545501","ZMB4",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,14,"Yes","Malawi",9,2014,22sep2014
"2132545502","ZMB4",.s,.s,"Yes",,,"Yes",.s,"Clear","Clear",.s,20,"Yes","Malawi",9,2014,22sep2014
"2132545504","ZMB4",.s,.s,.s,,,"Yes",.s,"Clear","Clear",9,10.66667,"Yes","Malawi",9,2014,22sep2014
"2132545602","ZMB4",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,30,"Yes","Malawi",9,2014,26sep2014
"2132545602","ZMB4",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,20,"Yes","Malawi",9,2014,26sep2014
"2132545603","ZMB4",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,14,"Yes","Malawi",9,2014,27sep2014
"2132545701","ZMB4",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,30,"Yes","Malawi",9,2014,26sep2014
"2132545702","ZMB4",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,35,"Yes","Malawi",9,2014,26sep2014
"2132545801","ZMB4",.s,.s,"Yes",,,"Yes",.s,"Clear","Clear",.s,10,"Yes","Malawi",9,2014,26sep2014
"2132545802","ZMB4",.s,.s,"Yes",,,"Yes",.s,"Clear","Clear",.s,10,"Yes","Malawi",9,2014,26sep2014
"2132545803","ZMB4",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,28,"Yes","Malawi",9,2014,26sep2014
"2132545804","ZMB4",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,13,"Yes","Malawi",9,2014,26sep2014
"2132545805","ZMB4",.s,.s,"Yes",,,"Yes",.s,"Clear","Clear",.s,10,"Yes","Malawi",9,2014,26sep2014
"2132545806","ZMB4",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,15,"Yes","Malawi",9,2014,26sep2014
"2132545807","ZMB4",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,10,"Yes","Malawi",9,2014,27sep2014
"2132545808","ZMB4",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,10.83333,"Yes","Malawi",9,2014,27sep2014
"2132545901","ZMB4",.s,.s,.s,,,"Yes",.s,"Clear","Clear",12,17,"Yes","Malawi",9,2014,18sep2014
"2132545902","ZMB4",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,25.83333,"Yes","Malawi",9,2014,19sep2014
"2132545903","ZMB4",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,31,"Yes","Malawi",9,2014,19sep2014
"2132545904","ZMB4",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,32.91667,"Yes","Malawi",9,2014,22sep2014
"2132546001","ZMB4",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,20,"Yes","Malawi",9,2014,24sep2014
"2132546002","ZMB4",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,34,"Yes","Malawi",9,2014,24sep2014
"2132546003","ZMB4",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,26.25,"Yes","Malawi",9,2014,24sep2014
"2132546004","ZMB4",.s,.s,.s,,,"Yes",.s,"Tea With No Milk","Clear",.s,17.91667,"Yes","Malawi",9,2014,24sep2014
"2132546005","ZMB4",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,18,"Yes","Malawi",9,2014,25sep2014
"2132546006","ZMB4","Yes",.s,.s,,,"Yes",.s,"Clear","Clear",.s,8,.s,"Malawi",9,2014,26sep2014
"2132546007","ZMB4",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,18,"Yes","Malawi",9,2014,26sep2014
"2132546101","ZMB4",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,20,"Yes","Malawi",9,2014,22sep2014
"2132546102","ZMB4","No","No",.s,,,,.s,.s,.s,.s,,,"Malawi",9,2014,25sep2014
"2132546103","ZMB4","No","No",.s,,,,.s,.s,.s,.s,,,"Malawi",9,2014,26sep2014
"2132636901","ZMB4",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,56.66667,"Yes","Malawi",10,2014,05oct2014
"2133311101","ZMB5",,.s,.s,,,"Yes",,"Clear","Clear",.s,40,"Yes","Malawi",3,2015,01mar2015
"2133311102","ZMB5",,.s,"Yes",,,"Yes",,"Clear","Clear",.s,55.83333,"Yes","Malawi",3,2015,01mar2015
"2133311201","ZMB5",,.s,.s,,,"Yes",,"Clear","Clear",.s,20,"Yes","Malawi",2,2015,28feb2015
"2133311202","ZMB5",,.s,.s,,,"Yes",,"Clear","Clear",.s,50,"Yes","Malawi",3,2015,02mar2015
"2133311203","ZMB5",,.s,.s,,,"Yes",,"Clear","Clear",.s,70,"Yes","Malawi",3,2015,02mar2015
"2133311204","ZMB5",,.s,.s,,,"Yes",,"Clear","Clear",.s,50,"Yes","Malawi",2,2015,28feb2015
"2133311205","ZMB5",,.s,.s,,,"Yes",,"Clear","Clear",.s,65,"Yes","Malawi",2,2015,16feb2015
"2133311206","ZMB5",,.s,.s,,,"Yes",,"Clear","Clear",.s,86,"Yes","Malawi",3,2015,01mar2015
"2133311207","ZMB5",,.s,.s,,,"Yes",,"Clear","Clear",.s,70,"Yes","Malawi",3,2015,01mar2015
"2133311301","ZMB5",,.s,.s,,,"Yes",,"Clear","Clear",.s,250,"Yes","Malawi",2,2015,12feb2015
"2133311401","ZMB5",,.s,.s,,,"Yes",,"Clear","Clear",.s,30,"Yes","Malawi",2,2015,23feb2015
"2133311402","ZMB5",,.s,.s,,,"Yes",,"Clear","Clear",.s,52,"Yes","Malawi",2,2015,19feb2015
"2133311403","ZMB5",,.s,.s,,,"Yes",,"Clear","Clear",.s,53,"Yes","Malawi",2,2015,23feb2015
"2133311404","ZMB5",,.s,.s,,,"Yes",,"Clear","Clear",.s,23,"Yes","Malawi",2,2015,23feb2015
"2133311501","ZMB5",,.s,.s,,,"Yes",,"Clear","Clear",.s,250,"Yes","Malawi",2,2015,23feb2015
"2133311502","ZMB5",,.s,.s,,,"Yes",,"Clear","Clear",.s,45,"Yes","Malawi",2,2015,23feb2015
"2133311601","ZMB5",,.s,.s,,,"Yes",,"Clear","Clear",.s,25,"Yes","Malawi",2,2015,23feb2015
"2133311602","ZMB5",,.s,.s,,,"Yes",,"Clear","Clear",.s,20,"Yes","Malawi",2,2015,23feb2015
"2133311603","ZMB5",,.s,.s,,,"Yes",,"Clear","Clear",.s,50,"Yes","Malawi",2,2015,23feb2015
"2133311701","ZMB5",,.s,.s,,,"Yes",,"Clear","Clear",.s,19,"Yes","Malawi",2,2015,23feb2015
"2133311702","ZMB5",,.s,.s,,,"Yes",,"Clear","Clear",.s,20,"Yes","Malawi",2,2015,23feb2015
"2133311703","ZMB5",,.s,.s,,,"Yes",,"Clear","Clear",.s,33,"Yes","Malawi",2,2015,23feb2015
"2133311704","ZMB5",,.s,.s,,,"Yes",,"Clear","Clear",.s,35,"Yes","Malawi",2,2015,23feb2015
"2133311901","ZMB5",,.s,.s,,,"Yes",,"Clear","Clear",.s,220.8333,"Yes","Malawi",2,2015,23feb2015
"2133312001","ZMB5","Yes",.s,.s,,,"Yes",,"Tea With Milk","Clear",.s,,,"Malawi",2,2015,24feb2015
"2133312101","ZMB5",,.s,.s,,,"Yes",,"Clear","Clear",.s,300,"Yes","Malawi",2,2015,23feb2015
"2133312102","ZMB5",,.s,.s,,,"Yes",,"Clear","Clear",.s,50,"Yes","Malawi",2,2015,23feb2015
"2133312103","ZMB5",,.s,.s,,,"Yes",,"Clear","Clear",.s,21,"Yes","Malawi",2,2015,23feb2015
"2133312201","ZMB5",,.s,.s,,,"Yes",,"Clear","Clear",.s,93,"Yes","Malawi",2,2015,24feb2015
"2133312202","ZMB5",,.s,.s,,,"Yes",,"Clear","Clear",.s,23,"Yes","Malawi",2,2015,24feb2015
"2133312301","ZMB5",,"Yes",.s,,,"Yes",,"Clear","Clear",.s,40,"Yes","Malawi",2,2015,20feb2015
"2133312801","ZMB5",,.s,.s,,,"Yes",,"Clear","Clear",.s,42.33333,"Yes","Malawi",2,2015,24feb2015
"2133312802","ZMB5",,.s,.s,,,"Yes",,"Clear","Clear",.s,47.33333,"Yes","Malawi",2,2015,24feb2015
"2133312901","ZMB5",,.s,.s,,,"Yes",,"Clear","Clear",.s,73.66666,"Yes","Malawi",2,2015,26feb2015
"2133313001","ZMB5",,.s,.s,,,"Yes",,"Clear","Clear",.s,70,"Yes","Malawi",2,2015,27feb2015
"2133313002","ZMB5",,.s,.s,,,"Yes",,"Clear","Clear",.s,38.33333,"Yes","Malawi",2,2015,27feb2015
"2133313201","ZMB5",,.s,.s,,,"Yes",,"Clear","Clear",.s,38.33333,"Yes","Malawi",2,2015,19feb2015
"2133313202","ZMB5",,.s,.s,,,"Yes",,"Clear","Clear",.s,51.66667,"Yes","Malawi",2,2015,19feb2015
"2133313601","ZMB5",,.s,.s,,,"Yes",,"Clear","Clear",.s,30,"Yes","Malawi",1,2012,08jan2012
"2133313701","ZMB5",,.s,.s,,,"Yes",,"Clear","Clear",.s,38.75,"Yes","Malawi",2,2015,22feb2015
"2133313702","ZMB5",,.s,.s,,,"Yes",,"Clear","Clear",.s,65.83334,"Yes","Malawi",2,2015,22feb2015
"2133313703","ZMB5",,.s,.s,,,"Yes",,"Clear","Clear",.s,95.83334,"Yes","Malawi",2,2015,27feb2015
"2133313704","ZMB5",,.s,.s,,,"Yes",,"Clear","Clear",.s,182.4167,"Yes","Malawi",2,2015,19feb2015
"2133313705","ZMB5",,.s,.s,,,"Yes",,"Clear","Clear",.s,200,"Yes","Malawi",2,2015,27feb2015
"2133313801","ZMB5",,.s,.s,,,"Yes",,"Clear","Clear",.s,120,"Yes","Malawi",1,2012,01jan2012
"2133313802","ZMB5",,.s,.s,,,"Yes",,"Clear","Clear",.s,41.66667,"Yes","Malawi",1,2012,01jan2012
"2133313803","ZMB5",,.s,.s,,,"Yes",,"Clear","Clear",.s,58.75,"Yes","Malawi",1,2012,01jan2012
"2133313901","ZMB5",,.s,.s,,,"Yes",,"Clear","Clear",.s,140,"Yes","Malawi",1,2012,01jan2012
"2133313902","ZMB5",,.s,.s,,,"Yes",,"Clear","Clear",.s,115,"Yes","Malawi",2,2015,16feb2015
"2133314001","ZMB5",,.s,.s,,,"Yes",,"Clear","Clear",.s,170,"Yes","Malawi",2,2015,24feb2015
"2133314002","ZMB5",,.s,.s,,,"Yes",,"Clear","Clear",.s,120.8333,"Yes","Malawi",2,2015,27feb2015
"2133314101","ZMB5",,.s,.s,,,"Yes",,"Clear","Clear",12,44.16667,"Yes","Malawi",2,2015,14feb2015
"2133314102","ZMB5",,.s,.s,,,"Yes",,"Clear","Clear",.s,37,"Yes","Malawi",2,2015,14feb2015
"2133314103","ZMB5",,.s,.s,,,"Yes",,"Clear","Clear",.s,51.66667,"Yes","Malawi",2,2015,25feb2015
"2133314201","ZMB5",,.s,.s,,,"Yes",,"Clear","Clear",.s,51.66667,"Yes","Malawi",2,2015,25feb2015
"2133314202","ZMB5",,.s,.s,,,"Yes",,"Clear","Clear",.s,61.66667,"Yes","Malawi",2,2015,25feb2015
"2133314301","ZMB5",,.s,.s,,,"Yes",,"Clear","Clear",.s,51.66667,"Yes","Malawi",2,2015,20feb2015
"2133314302","ZMB5",,.s,.s,,,"Yes",,"Clear","Clear",.s,79.16666,"Yes","Malawi",2,2015,20feb2015
"2133314303","ZMB5",,.s,.s,,,"Yes",,"Clear","Clear",.s,51.66667,"Yes","Malawi",2,2015,20feb2015
"2133314401","ZMB5",,.s,.s,,,"Yes",,"Clear","Clear",.s,25,"Yes","Malawi",3,2015,02mar2015
"2133314402","ZMB5",,.s,.s,,,"Yes",,"Clear","Clear",.s,47,"Yes","Malawi",3,2015,02mar2015
"2133314501","ZMB5",,.s,.s,,,"Yes",,"Clear","Clear",.s,33,"Yes","Malawi",3,2015,01mar2015
"2133314601","ZMB5",,.s,.s,,,"Yes",,"Clear","Clear",.s,67,"Yes","Malawi",3,2015,02mar2015
"2133314701","ZMB5",,.s,.s,,,"Yes",,"Clear","Clear",.s,38,"Yes","Malawi",3,2015,02mar2015
"2133314702","ZMB5",,.s,.s,,,"Yes",,"Clear","Clear",.s,58,"Yes","Malawi",3,2015,01mar2015
"2133314703","ZMB5",,.s,.s,,,"Yes",,"Clear","Clear",.s,62,"Yes","Malawi",3,2015,02mar2015
"2133314704","ZMB5",,.s,.s,,,"Yes",,"Clear","Clear",.s,55,"Yes","Malawi",3,2015,02mar2015
"2133314801","ZMB5",,.s,.s,,,"Yes",,"Clear","Clear",.s,28,"Yes","Malawi",3,2015,02mar2015
"2133314802","ZMB5",,.s,.s,,,"Yes",,"Clear","Clear",.s,31,"Yes","Malawi",3,2015,02mar2015
"2133314803","ZMB5",,.s,.s,,,"Yes",,"Clear","Clear",.s,17,"Yes","Malawi",3,2015,02mar2015
"2133314804","ZMB5",,.s,.s,,,"Yes",,"Clear","Clear",.s,21,"Yes","Malawi",3,2015,02mar2015
"2133314901","ZMB5",,.s,.s,,,"Yes",,"Clear","Clear",.s,52,"Yes","Malawi",1,2012,02jan2012
"2133314902","ZMB5",,.s,.s,,,"Yes",,"Clear","Clear",.s,230,"Yes","Malawi",1,2012,02jan2012
"2133315001","ZMB5",,.s,.s,,,"Yes",,"Clear","Clear",.s,28.33333,"Yes","Malawi",2,2015,23feb2015
