t101a_wpt_verifn_id,t011_program,t313_wpt_fail,t301b_wpt_flow_rate_slow,t302_landowner_personality,t302a_rep_WSB_talkedto,t302b_rep_WSB_accepted_disp,t310_wpt_drinking_water,t303b_turbitube_100ntu,t303_turbidity_wet,t304_turbidity_dry,t305b_flow_how_many_months,avg_users,t311_wpt_pass,t008_country,month,year,t005_today
"10210001","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,53.33333,"Yes","Malawi",8,2014,06aug2014
"10211001","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,286.6667,"Yes","Malawi",8,2014,06aug2014
"10211002","ZMB3",.s,.s,"Yes",,,"Yes",.s,"Clear","Clear",.s,43.33333,"Yes","Malawi",8,2014,06aug2014
"10212001","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,163.3333,"Yes","Malawi",8,2014,06aug2014
"10214001","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,57.91667,"Yes","Malawi",8,2014,07aug2014
"10214002","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,32.91667,"Yes","Malawi",8,2014,07aug2014
"10214003","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,22.91667,"Yes","Malawi",8,2014,07aug2014
"10215001","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,53.33333,"Yes","Malawi",8,2014,01aug2014
"10215002","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,70,"Yes","Malawi",8,2014,04aug2014
"10216001","ZMB3",.s,"Yes",.s,,,"Yes",.s,"Clear","Clear",.s,48.33333,"Yes","Malawi",8,2014,06aug2014
"10217001","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",11,46.66667,"Yes","Malawi",8,2014,07aug2014
"10219001","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,61,"Yes","Malawi",8,2014,07aug2014
"10220001","ZMB3",.s,"Yes",.s,,,"Yes",.s,"Clear","Clear",.s,87.33334,"Yes","Malawi",8,2014,06aug2014
"10221001","ZMB3",.s,"Yes",.s,,,"Yes",.s,"Clear","Clear",.s,83.66666,"Yes","Malawi",8,2014,01aug2014
"10222001","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,47,"Yes","Malawi",8,2014,06aug2014
"10223001","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,140,"Yes","Malawi",8,2014,06aug2014
"10224002","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,40,"Yes","Malawi",8,2014,06aug2014
"10225001","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,50.33333,"Yes","Malawi",8,2014,06aug2014
"10225001","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,146.6667,"Yes","Malawi",8,2014,07aug2014
"10227001","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,38.33333,"Yes","Malawi",8,2014,07aug2014
"12122556","ZMB1_2",,.s,.s,,,"Yes",.s,"Clear","Clear",.s,,"Yes","Malawi",11,2013,21nov2013
"121314753","ZMB3","Don't know","No",.s,,,,.s,.s,.s,.s,,,"Malawi",9,2014,08sep2014
"1213244520","ZMB4",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,69.33334,"Yes","Malawi",10,2014,02oct2014
"1234567801","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,260,"Yes","Malawi",9,2014,11sep2014
"1234567801","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,233.3333,"Yes","Malawi",9,2014,11sep2014
"1234567801","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,80,"Yes","Malawi",9,2014,11sep2014
"1234567801","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,53.33333,"Yes","Malawi",9,2014,11sep2014
"1234567801","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,350,"Yes","Malawi",9,2014,11sep2014
"1234567801","ZMB4",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,56.66667,"Yes","Malawi",10,2014,04oct2014
"1234567801","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,350,"Yes","Malawi",9,2014,10sep2014
"1234567801","ZMB4",.s,.s,"Yes",,,"Yes",.s,"Clear","Clear",.s,46.66667,"Yes","Malawi",10,2014,04oct2014
"1234567801","ZMB3","No",.s,"Yes",,,"Yes",.s,"Tea With No Milk","Tea With Milk",.s,,,"Malawi",9,2014,12sep2014
"1234567801","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,50,"Yes","Malawi",9,2014,12sep2014
"1234567801","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,110,"Yes","Malawi",9,2014,11sep2014
"1234567801","ZMB3",.s,.s,"Yes",,,"Yes",.s,"Clear","Clear",.s,25,"Yes","Malawi",9,2014,10sep2014
"1234567802","ZMB3","No",.s,"Yes",,,"Yes",.s,"Tea With Milk","Tea With Milk",.s,,,"Malawi",9,2014,11sep2014
"1234567802","ZMB3","Yes",.s,"Yes",,,"Yes",.s,"Tea With Milk","Tea With Milk",.s,,,"Malawi",9,2014,11sep2014
"1234567802","ZMB4",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,56.66667,"Yes","Malawi",10,2014,04oct2014
"1234567802","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,60,"Yes","Malawi",9,2014,12sep2014
"1234567802","ZMB3","No","No",,,,,.s,.s,.s,.s,,,"Malawi",9,2014,12sep2014
"1234567802","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,53.33333,"Yes","Malawi",9,2014,11sep2014
"1234567803","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,100,"Yes","Malawi",9,2014,12sep2014
"1234567803","ZMB3",.s,.s,"Yes",,,"Yes",.s,"Clear","Clear",.s,11.66667,"Yes","Malawi",9,2014,12sep2014
"1234567803","ZMB4",.s,.s,"Yes",,,"Yes",.s,"Clear","Clear",.s,56.66667,"Yes","Malawi",9,2014,30sep2014
"1234567803","ZMB4",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,56.66667,"Yes","Malawi",10,2014,04oct2014
"1234567804","ZMB4",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,56.66667,"Yes","Malawi",10,2014,04oct2014
"1234567804","ZMB3","No",.s,"Yes",,,"Yes",.s,"Tea With Milk","Clear",.s,,,"Malawi",9,2014,11sep2014
"1234567804","ZMB3","No","No",,,,,.s,.s,.s,.s,,,"Malawi",9,2014,12sep2014
"1234596780","ZMB3","Don't know","Yes",.s,,,"Yes","No",.s,.s,.s,,,"Malawi",9,2014,11sep2014
"1234867802","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,116.6667,"Yes","Malawi",9,2014,11sep2014
"1234867803","ZMB3","No","No",,,,,.s,.s,.s,.s,,,"Malawi",9,2014,11sep2014
"17193000","ZMB3","Yes","No",.s,,,,.s,.s,.s,.s,,,"Malawi",8,2014,05aug2014
"2123505102","ZMB4",.s,.s,"Yes",,,"Yes",.s,"Clear","Clear",.s,18,"Yes","Malawi",10,2014,11oct2014
"2131416301","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,47.33333,"Yes","Malawi",9,2014,14sep2014
"2131416302","ZMB3",.s,.s,"Yes",,,"Yes",.s,"Tea With No Milk","Tea With No Milk",.s,34,"Yes","Malawi",9,2014,14sep2014
"2131416303","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,150.6667,"Yes","Malawi",9,2014,15sep2014
"2131416304","ZMB3",.s,.s,"Yes",,,"Yes",.s,"Tea With No Milk","Clear",.s,30.33333,"Yes","Malawi",9,2014,15sep2014
"2131416402","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,44,"Yes","Malawi",9,2014,09sep2014
"2131416404","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,50.5,"Yes","Malawi",9,2014,09sep2014
"2131425101","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,40,"Yes","Malawi",9,2014,11sep2014
"2131425103","ZMB3",.s,.s,"Yes",,,"Yes",.s,"Clear","Clear",.s,50,"Yes","Malawi",9,2014,14sep2014
"2131425104","ZMB3",.s,.s,"Yes",,,"Yes",.s,"Clear","Clear",.s,75,"Yes","Malawi",9,2014,14sep2014
"2131425201","ZMB3",.s,.s,"Yes",,,"Yes",.s,"Clear","Clear",.s,55,"Yes","Malawi",9,2014,11sep2014
"2131425202","ZMB3","Don't know","No",.s,,,,.s,.s,.s,.s,,,"Malawi",9,2014,11sep2014
"2131425203","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,87.5,"Yes","Malawi",9,2014,11sep2014
"2131425301","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,127.5,"Yes","Malawi",9,2014,10sep2014
"2131425302","ZMB3",.s,.s,"Yes",,,"Yes",.s,"Clear","Clear",.s,65,"Yes","Malawi",9,2014,10sep2014
"2131425402","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,39,"Yes","Malawi",9,2014,10sep2014
"2131425501","ZMB4","Yes",.s,.s,,,"Yes",.s,"Clear","Clear",.s,7.5,.s,"Malawi",9,2014,27sep2014
"2131425501","ZMB3",.s,.s,"Yes",,,"Yes",.s,"Clear","Clear",.s,14.25,"Yes","Malawi",9,2014,11sep2014
"2131425502","ZMB3",.s,.s,"Yes",,,"Yes",.s,"Clear","Clear",.s,43.5,"Yes","Malawi",9,2014,11sep2014
"2131425503","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,44,"Yes","Malawi",9,2014,12sep2014
"2131425602","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,85,"Yes","Malawi",9,2014,15sep2014
"2131425801","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,68,"Yes","Malawi",1,2012,02jan2012
"2131425901","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,141.0833,"Yes","Malawi",9,2014,10sep2014
"2131425902","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,75,"Yes","Malawi",9,2014,10sep2014
"2131426001","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,80.41666,"Yes","Malawi",9,2014,11sep2014
"2131426002","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,21.66667,"Yes","Malawi",9,2014,11sep2014
"2131426101","ZMB3",.s,.s,"Yes",,,"Yes",.s,"Clear","Clear",.s,24.33333,"Yes","Malawi",9,2014,16sep2014
"2131426201","ZMB3","No",.s,.s,,,"Yes",.s,"Tea With Milk","Clear",.s,,,"Malawi",9,2014,12sep2014
"2131426302","ZMB3","Yes",.s,.s,,,"Yes",.s,"Tea With Milk","Tea With Milk",.s,,,"Malawi",9,2014,11sep2014
"2131426303","ZMB3","No","No",.s,,,,.s,.s,.s,.s,,,"Malawi",9,2014,12sep2014
"2131426501","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,125,"Yes","Malawi",9,2014,14sep2014
"2131426502","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,190,"Yes","Malawi",9,2014,14sep2014
"2131426503","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,90,"Yes","Malawi",9,2014,14sep2014
"2131426701","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,112.5,"Yes","Malawi",9,2014,12sep2014
"2131426702","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,65,"Yes","Malawi",9,2014,13sep2014
"2131426703","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,215,"Yes","Malawi",9,2014,15sep2014
"2131426704","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,145,"Yes","Malawi",9,2014,16sep2014
"2131427001","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,166.6667,"Yes","Malawi",9,2014,12sep2014
"2131427101","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,49,"Yes","Malawi",9,2014,10sep2014
"2131427201","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,11,"Yes","Malawi",9,2014,12sep2014
"2131427301","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,115,"Yes","Malawi",9,2014,12sep2014
"2131427502","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,50,"Yes","Malawi",9,2014,12sep2014
"2131427601","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,17,"Yes","Malawi",9,2014,12sep2014
"2131427602","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,41,"Yes","Malawi",9,2014,12sep2014
"2131427701","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,52.66667,"Yes","Malawi",9,2014,12sep2014
"2131427802","ZMB3",.s,.s,"Yes",,,"Yes",.s,"Clear","Clear",.s,35.41667,"Yes","Malawi",9,2014,12sep2014
"2131427901","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,20,"Yes","Malawi",9,2014,12sep2014
"2131427902","ZMB3",.s,.s,"Yes",,,"Yes",.s,"Clear","Clear",.s,71.66666,"Yes","Malawi",9,2014,12sep2014
"2131428201","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,43,"Yes","Malawi",9,2014,11sep2014
"2131428301","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,316.6667,"Yes","Malawi",9,2014,10sep2014
"2131428302","ZMB3",.s,"Yes",.s,,,"Yes",.s,"Clear","Clear",.s,35,"Yes","Malawi",9,2014,10sep2014
"2131428401","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,235,"Yes","Malawi",9,2014,09sep2014
"2131428402","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,354.1667,"Yes","Malawi",9,2014,11sep2014
"2131428702","ZMB3","Yes","Yes",.s,,,"No",.s,.s,.s,.s,,,"Malawi",9,2014,12sep2014
"2131428901","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,210,"Yes","Malawi",9,2014,10sep2014
"2131429001","ZMB3",.s,.s,"Yes",,,"Yes",.s,"Clear","Clear",.s,76.66666,"Yes","Malawi",9,2014,09sep2014
"2131429101","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,140,"Yes","Malawi",9,2014,09sep2014
"2131429201","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,100.6667,"Yes","Malawi",9,2014,10sep2014
"2131429202","ZMB3",.s,.s,"Yes",,,"Yes",.s,"Clear","Clear",.s,27.66667,"Yes","Malawi",9,2014,10sep2014
"2131429203","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,143.3333,"Yes","Malawi",9,2014,10sep2014
"2131429301","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,50,"Yes","Malawi",9,2014,13sep2014
"2131429401","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,167,"Yes","Malawi",9,2014,12sep2014
"2131429501","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,160,"Yes","Malawi",9,2014,11sep2014
"2131429601","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,68,"Yes","Malawi",9,2014,15sep2014
"2131429701","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,43.66667,"Yes","Malawi",9,2014,15sep2014
"2131429801","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,56.66667,"Yes","Malawi",9,2014,11sep2014
"2131435101","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,78.66666,"Yes","Malawi",9,2014,11sep2014
"2131435102","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,49,"Yes","Malawi",9,2014,11sep2014
"2131435201","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,110,"Yes","Malawi",9,2014,13sep2014
"2131435301","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,62,"Yes","Malawi",9,2014,13sep2014
"2131435302","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,140,"Yes","Malawi",9,2014,13sep2014
"2131435401","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,73,"Yes","Malawi",9,2014,13sep2014
"2131435402","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,80,"Yes","Malawi",9,2014,13sep2014
"2131435501","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,105,"Yes","Malawi",9,2014,13sep2014
"2131435602","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,56,"Yes","Malawi",9,2014,13sep2014
"2131435702","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,42,"Yes","Malawi",9,2014,12sep2014
"2131435704","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,35,"Yes","Malawi",9,2014,12sep2014
"2131435705","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,46,"Yes","Malawi",9,2014,12sep2014
"2131435801","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,67,"Yes","Malawi",9,2014,16sep2014
"2131435901","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,100,"Yes","Malawi",9,2014,16sep2014
"2131436101","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,152,"Yes","Malawi",9,2014,10sep2014
"2131436102","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,45,"Yes","Malawi",9,2014,10sep2014
"2131436103","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,36,"Yes","Malawi",9,2014,10sep2014
"2131436104","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,78,"Yes","Malawi",9,2014,12sep2014
"2131436105","ZMB3","Yes",.s,.s,,,"Yes",.s,"Tea With Milk","Tea With Milk",.s,,,"Malawi",9,2014,12sep2014
"2131436106","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,40,"Yes","Malawi",9,2014,12sep2014
"2131436107","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,84,"Yes","Malawi",9,2014,12sep2014
"2131436201","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,81,"Yes","Malawi",9,2014,11sep2014
"2131436301","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,130.3333,"Yes","Malawi",9,2014,11sep2014
"2131436302","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,26.33333,"Yes","Malawi",9,2014,11sep2014
"2131436303","ZMB3","Yes",.s,.s,,,"No",.s,.s,.s,.s,,,"Malawi",9,2014,11sep2014
"2131436304","ZMB3",.s,.s,"Yes",,,"Yes",.s,"Clear","Clear",.s,24.75,"Yes","Malawi",9,2014,11sep2014
"2131436305","ZMB3",.s,.s,"Yes",,,"Yes",.s,"Clear","Clear",.s,20,"Yes","Malawi",9,2014,11sep2014
"2131436306","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,95,"Yes","Malawi",9,2014,11sep2014
"2131436701","ZMB3",.s,"Yes",.s,,,"Yes",.s,"Clear","Clear",.s,83.33334,"Yes","Malawi",9,2014,10sep2014
"2131437001","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,86.66666,"Yes","Malawi",9,2014,13sep2014
"2131437201","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,30.66667,"Yes","Malawi",9,2014,12sep2014
"2131437301","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,133.3333,"Yes","Malawi",9,2014,12sep2014
"2131437302","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,16.58333,"Yes","Malawi",9,2014,12sep2014
"2131437401","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,55,"Yes","Malawi",9,2014,12sep2014
"2131437402","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,70,"Yes","Malawi",9,2014,12sep2014
"2131437403","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,65,"Yes","Malawi",9,2014,12sep2014
"2131437501","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,90,"Yes","Malawi",9,2014,11sep2014
"2131437601","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,103,"Yes","Malawi",9,2014,12sep2014
"2131437701","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,77,"Yes","Malawi",9,2014,11sep2014
"2131437702","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,64,"Yes","Malawi",9,2014,11sep2014
"2131437703","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,36,"Yes","Malawi",9,2014,13sep2014
"2131437704","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,116,"Yes","Malawi",9,2014,13sep2014
"2131437801","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,60,"Yes","Malawi",9,2014,11sep2014
"2131437802","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,60,"Yes","Malawi",9,2014,11sep2014
"2131437803","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,61.66667,"Yes","Malawi",9,2014,11sep2014
"2131438002","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,23.75,"Yes","Malawi",9,2014,09sep2014
"2131438003","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,20.83333,"Yes","Malawi",9,2014,09sep2014
"2131438101","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,95,"Yes","Malawi",9,2014,10sep2014
"2131438202","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,31.66667,"Yes","Malawi",9,2014,10sep2014
"2131439602","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,32.33333,"Yes","Malawi",9,2014,15sep2014
"2131445201","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,130,"Yes","Malawi",9,2014,29sep2014
"2131445203","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,200,"Yes","Malawi",9,2014,29sep2014
"2131445204","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,135,"Yes","Malawi",9,2014,29sep2014
"2131445205","ZMB3",.s,.s,"Yes",,,"Yes",.s,"Clear","Clear",.s,70,"Yes","Malawi",9,2014,29sep2014
"2131445401","ZMB3","Yes","No",.s,,,,.s,.s,.s,.s,,,"Malawi",9,2014,21sep2014
"2131445601","ZMB3",.s,"Yes",.s,,,"Yes",.s,"Clear","Clear",.s,207.5,"Yes","Malawi",9,2014,26sep2014
"2131445701","ZMB3","Yes","No",.s,,,,.s,.s,.s,.s,,,"Malawi",9,2014,25sep2014
"2131445801","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,180,"Yes","Malawi",9,2014,20sep2014
"2131445901","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,130,"Yes","Malawi",9,2014,21sep2014
"2131446001","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,136.5,"Yes","Malawi",9,2014,25sep2014
"2131446101","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,125,"Yes","Malawi",9,2014,23sep2014
"2131446102","ZMB3",.s,"Yes","Yes",,,"Yes",.s,"Clear","Clear",.s,19,"Yes","Malawi",9,2014,18sep2014
"2131446202","ZMB3",.s,.s,"Yes",,,"Yes",.s,"Clear","Clear",12,21,"Yes","Malawi",9,2014,23sep2014
"2131446203","ZMB3",.s,.s,"Yes",,,"Yes",.s,"Clear","Clear",.s,21,"Yes","Malawi",9,2014,23sep2014
"2131446301","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,68,"Yes","Malawi",9,2014,25sep2014
"2131446401","ZMB3","Yes",.s,.s,,,"Yes",.s,"Clear","Clear",6,,,"Malawi",9,2014,25sep2014
"2131446501","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,80,"Yes","Malawi",9,2014,25sep2014
"2131446601","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,185,"Yes","Malawi",1,2012,01jan2012
"2131447901","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,25.83333,"Yes","Malawi",9,2014,10sep2014
"2131447902","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,17.91667,"Yes","Malawi",9,2014,10sep2014
"2131455101","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,124,"Yes","Malawi",9,2014,19sep2014
"2131455201","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,85,"Yes","Malawi",9,2014,25sep2014
"2131455301","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,75.83334,"Yes","Malawi",9,2014,25sep2014
"2131455302","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,70,"Yes","Malawi",9,2014,25sep2014
"2131455401","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,98,"Yes","Malawi",9,2014,22sep2014
"2131455402","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,98,"Yes","Malawi",9,2014,22sep2014
"2131455501","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",12,50,"Yes","Malawi",9,2014,22sep2014
"2131455601","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,27,"Yes","Malawi",9,2014,24sep2014
"2131455801","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,49,"Yes","Malawi",9,2014,22sep2014
"2131455901","ZMB3",.s,.s,"Yes",,,"Yes",.s,"Clear","Clear",.s,48.25,"Yes","Malawi",9,2014,25sep2014
"2131455902","ZMB3","Yes",.s,"Yes",,,"Yes",.s,"Tea With Milk","Clear",.s,,,"Malawi",9,2014,25sep2014
"2131455903","ZMB3","Yes",.s,"Yes",,,"Yes",.s,"Clear","Clear",5,,,"Malawi",9,2014,25sep2014
"2131455904","ZMB3","Yes",.s,"No",,,,.s,.s,.s,.s,,,"Malawi",9,2014,25sep2014
"2131456001","ZMB3","Yes",.s,.s,,,,.s,.s,.s,.s,,,"Malawi",9,2014,26sep2014
"2131456002","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,137.5,"Yes","Malawi",9,2014,26sep2014
"2131456003","ZMB3","Yes",.s,"No",,,,.s,.s,.s,.s,,,"Malawi",9,2014,26sep2014
"2131456101","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,29.33333,"Yes","Malawi",9,2014,25sep2014
"2131456301","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,28.33333,"Yes","Malawi",9,2014,22sep2014
"2131456302","ZMB3",.s,.s,.s,,,"Yes",.s,"Clear","Clear",.s,58,"Yes","Malawi",9,2014,22sep2014
