id,program,i102_wpt_id,total_chl_used,total_period_day,total_period_30day,avrg_30day_usage,avrg_30day_usage_litres,num_of_Deliveries,Jerrican_delivered,date_of_first_delivery,date_of_last_delivery,month,year,country
,Zomba 6,80060125,8,301,10.03333,0.7973422,3.986711,3,12,18-Apr-16,13-Feb-17,2,2017,3
,Zomba 6,80060126,29,535,17.83333,1.626168,8.13084,10,35,08-Feb-16,27-Jul-17,7,2017,3
,Zomba 6,80060127,14,415,13.83333,1.012048,5.060241,5,18,16-Feb-16,06-Apr-17,4,2017,3
,Zomba 6,80060128,21,674,22.46667,0.9347181,4.67359,10,25,28-Sep-15,02-Aug-17,8,2017,3
,Zomba 6,80060129,27,583,19.43333,1.389365,6.946827,10,31,29-Sep-15,04may2017,5,2017,3
,Zomba 6,80060130,8,406,13.53333,0.591133,2.955665,5,14,14mar2016,24-Apr-17,4,2017,3
,Zomba 6,80060131,14,550,18.33333,0.7636364,3.818182,6,18,21-Jan-16,24-Jul-17,7,2017,3
,Zomba 6,80060132,14,469,15.63333,0.8955224,4.477612,5,20,31mar2016,13-Jul-17,7,2017,3
,Zomba 6,80060133,12,357,11.9,1.008403,5.042017,4,16,14-Apr-16,06-Apr-17,4,2017,3
,Zomba 6,80060134,8,358,11.93333,0.6703911,3.351955,4,12,17-Feb-16,09-Feb-17,2,2017,3
,Zomba 6,80060135,9,385,12.83333,0.7012987,3.506494,5,12,27-Jul-16,16-Aug-17,8,2017,3
,Zomba 6,80060136,22,506,16.86667,1.304348,6.521739,10,24,09-Feb-16,29-Jun-17,6,2017,3
,Zomba 6,80060137,10,481,16.03333,0.6237006,3.118503,5,13,11mar2016,05-Jul-17,7,2017,3
,Zomba 6,80060138,37,559,18.63333,1.985689,9.928444,12,41,12-Feb-16,24-Aug-17,8,2017,3
,Zomba 6,80060139,46,560,18.66667,2.464286,12.32143,15,50,10dec2015,22-Jun-17,6,2017,3
,Zomba 6,80060140,35.5,573,19.1,1.858639,9.293194,12,41,04-Jan-16,04-Aug-17,8,2017,3
,Zomba 6,80060141,26,512,17.06667,1.523437,7.617187,8,30,11-Jan-16,06-Jun-17,6,2017,3
,Zomba 6,80060142,26,485,16.16667,1.608248,8.041238,7,32,25-Apr-16,23-Aug-17,8,2017,3
,Zomba 6,80060143,21,354,11.8,1.779661,8.898305,9,33,15-Feb-16,10-Feb-17,2,2017,3
,Zomba 6,80060144,25,622,20.73333,1.205788,6.028939,8,29,09dec2015,22-Aug-17,8,2017,3
,Zomba 6,80060145,6,461,15.36667,0.3904555,1.952278,4,12,01mar2016,05-Jun-17,6,2017,3
,Zomba 6,80060146,14,548,18.26667,0.7664233,3.832117,5,18,08-Feb-16,09-Aug-17,8,2017,3
,Zomba 6,80060147,27,557,18.56667,1.454219,7.271095,9,31,11-Feb-16,21-Aug-17,8,2017,3
,Zomba 6,80060148,10,512,17.06667,0.5859374,2.929687,5,14,07dec2015,02may2017,5,2017,3
,Zomba 6,80060149,10,505,16.83333,0.5940594,2.970297,4,14,14dec2015,02may2017,5,2017,3
,Zomba 6,80060150,12,512,17.06667,0.7031249,3.515625,6,15,15dec2015,10may2017,5,2017,3
,Zomba 6,80060151,19,379,12.63333,1.503958,7.519789,6,21,29-Sep-15,12oct2016,10,2016,3
,Zomba 6,80060152,10,485,16.16667,0.6185567,3.092784,6,14,29-Sep-15,26-Jan-17,1,2017,3
,Zomba 6,80060153,22,504,16.8,1.309524,6.547619,9,26,04-Jan-16,22may2017,5,2017,3
,Zomba 6,80060154,8,474,15.8,0.5063291,2.531646,4,12,19-Feb-16,07-Jun-17,6,2017,3
,Zomba 6,80060155,2,272,9.066667,0.2205882,1.102941,2,6,05-Jan-16,03oct2016,10,2016,3
,Zomba 6,80060156,14,635,21.16667,0.6614174,3.307087,7,20,27-Nov-15,18-Aug-17,8,2017,3
,Zomba 6,80060157,7,311,10.36667,0.6752412,3.376206,4,10,10may2016,17mar2017,3,2017,3
,Zomba 6,80060158,8,531,17.7,0.4519774,2.259887,4,10,14mar2016,27-Aug-17,8,2017,3
,Zomba 6,80060159,26,531,17.7,1.468927,7.344633,10,30,21-Jan-16,05-Jul-17,7,2017,3
,Zomba 6,80060160,8,283,9.433333,0.8480566,4.240283,4,12,08-Jan-16,17oct2016,10,2016,3
,Zomba 6,80060161,8,606,20.2,0.3960396,1.980198,5,12,27-Nov-15,25-Jul-17,7,2017,3
,Zomba 6,80060162,8,585,19.5,0.4102564,2.051282,5,12,18-Jan-16,25-Aug-17,8,2017,3
,Zomba 6,80060163,6,362,12.06667,0.4972376,2.486188,4,8,04dec2015,30-Nov-16,11,2016,3
,Zomba 6,80060164,4,328,10.93333,0.3658537,1.829268,2,8,30-Sep-16,24-Aug-17,8,2017,3
,Zomba 6,80060166,8,258,8.6,0.9302325,4.651163,4,12,17-Feb-16,01-Nov-16,11,2016,3
,Zomba 6,80060167,13.5,678,22.6,0.5973451,2.986726,7,16,02oct2015,10-Aug-17,8,2017,3
,Zomba 6,80060168,24,590,19.66667,1.220339,6.101695,5,28,13-Jan-16,25-Aug-17,8,2017,3
,Zomba 6,80060169,13,322,10.73333,1.21118,6.055901,6,16,04-Jan-16,21-Nov-16,11,2016,3
,Zomba 6,80060170,10,505,16.83333,0.5940594,2.970297,5,14,24-Feb-16,13-Jul-17,7,2017,3
,Zomba 6,80060171,6,528,17.6,0.3409091,1.704545,3,10,11mar2016,21-Aug-17,8,2017,3
,Zomba 6,80060172,15,510,17,0.8823529,4.411765,7,17,10mar2016,02-Aug-17,8,2017,3
,Zomba 6,80060173,10,423,14.1,0.7092198,3.546099,4,14,11mar2016,08may2017,5,2017,3
,Zomba 6,80060174,8,505,16.83333,0.4752475,2.376237,3,12,18-Jan-16,06-Jun-17,6,2017,3
,Zomba 6,80060175,22,470,15.66667,1.404255,7.021276,7,26,21-Jan-16,05may2017,5,2017,3
,Zomba 6,80060176,6,564,18.8,0.319149,1.595745,3,10,25-Jan-16,11-Aug-17,8,2017,3
,Zomba 6,80060178,16,525,17.5,0.9142857,4.571429,6,18,25-Jan-16,03-Jul-17,7,2017,3
,Zomba 6,80060179,6,304,10.13333,0.5921053,2.960526,3,12,08-Feb-16,08dec2016,12,2016,3
,Zomba 6,80060180,7,473,15.76667,0.4439746,2.219873,3,12,18-Jan-16,05may2017,5,2017,3
,Zomba 6,80060181,28,541,18.03333,1.55268,7.763401,11,32,11-Jan-16,07-Jul-17,7,2017,3
,Zomba 6,80060182,30,679,22.63333,1.325479,6.627393,10,34,29-Sep-15,08-Aug-17,8,2017,3
,Zomba 6,80060183,24,523,17.43333,1.376673,6.883366,8,31,08-Feb-16,14-Jul-17,7,2017,3
,Zomba 6,80060184,17,528,17.6,0.9659091,4.829545,8,19,19-Jan-16,30-Jun-17,6,2017,3
,Zomba 6,80060185,13,549,18.3,0.7103825,3.551913,5,16,11-Jan-16,13-Jul-17,7,2017,3
,Zomba 6,80060186,32,653,21.76667,1.470138,7.350689,13,38,24-Sep-15,14-Jul-17,7,2017,3
,Zomba 6,80060187,12,688,22.93333,0.5232558,2.616279,5,16,29-Sep-15,17-Aug-17,8,2017,3
,Zomba 6,80060188,12,309,10.3,1.165048,5.825243,5,17,25-Jul-16,30may2017,5,2017,3
,Zomba 6,80060189,6,308,10.26667,0.5844156,2.922078,3,10,26-Feb-16,30dec2016,12,2016,3
,Zomba 6,80060190,8,430,14.33333,0.5581396,2.790698,4,12,05-Jan-16,10mar2017,3,2017,3
,Zomba 6,80060191,22,605,20.16667,1.090909,5.454545,7,28,24-Sep-15,08may2017,5,2017,3
,Zomba 6,80060192,22,545,18.16667,1.211009,6.055046,10,28,23-Feb-16,17-Aug-17,8,2017,3
,Zomba 6,80060193,2,157,5.233333,0.3821656,1.910828,2,4,26-Feb-16,01-Aug-16,8,2016,3
,Zomba 6,80060194,12,364,12.13333,0.989011,4.945055,4,14,29-Feb-16,27-Feb-17,2,2017,3
,Zomba 6,80060195,10,556,18.53333,0.5395684,2.697842,5,14,28-Sep-15,06-Apr-17,4,2017,3
,Zomba 6,80060196,8,463,15.43333,0.5183585,2.591793,4,11,11-Jan-16,18-Apr-17,4,2017,3
,Zomba 6,80060197,17,694,23.13333,0.7348703,3.674352,7,21,14-Sep-15,08-Aug-17,8,2017,3
,Zomba 6,80060198,16,489,16.3,0.9815952,4.907976,7,20,08-Jan-16,11may2017,5,2017,3
,Zomba 6,80060199,13,395,13.16667,0.9873418,4.936709,6,18,11-Jan-16,09-Feb-17,2,2017,3
,Zomba 6,80060200,30,550,18.33333,1.636364,8.181818,10,38,09-Feb-16,18-Aug-17,8,2017,3
,Zomba 6,80060201,6,454,15.13333,0.3964758,1.982379,4,9,26-Feb-16,25may2017,5,2017,3
,Zomba 6,80060202,28,507,16.9,1.656805,8.284024,10,32,21-Jan-16,08-Jun-17,6,2017,3
,Zomba 6,80060203,23,590,19.66667,1.169492,5.847458,9,31,05-Jan-16,17-Aug-17,8,2017,3
,Zomba 6,80060204,6,431,14.36667,0.4176334,2.088167,3,8,07mar2016,12may2017,5,2017,3
,Zomba 6,80060205,9,560,18.66667,0.4821429,2.410714,4,13,28-Sep-15,10-Apr-17,4,2017,3
,Zomba 6,80060206,10,502,16.73333,0.5976096,2.988048,6,16,20-Jan-16,05-Jun-17,6,2017,3
,Zomba 6,80060207,45,549,18.3,2.459017,12.29508,13,49,11-Jan-16,13-Jul-17,7,2017,3
,Zomba 6,80060208,28,512,17.06667,1.640625,8.203124,8,32,21-Jan-16,16-Jun-17,6,2017,3
,Zomba 6,80060209,6,549,18.3,0.3278689,1.639344,4,8,18-Jan-16,20-Jul-17,7,2017,3
,Zomba 6,80060210,12,456,15.2,0.7894737,3.947369,5,14,26may2016,25-Aug-17,8,2017,3
,Zomba 6,80060211,16,590,19.66667,0.8135594,4.067797,7,23,05-Jan-16,01-Aug-17,8,2017,3
,Zomba 6,80060212,22,670,22.33333,0.9850746,4.925373,9,26,19-Sep-15,20-Jul-17,7,2017,3
,Zomba 6,80060213,16,499,16.63333,0.9619238,4.809619,7,24,21-Sep-15,24-Jan-17,1,2017,3
,Zomba 6,80060214,28,406,13.53333,2.068965,10.34483,8,34,05-Jan-16,14-Feb-17,2,2017,3
,Zomba 6,80060215,14,482,16.06667,0.8713692,4.356846,7,20,25-Jan-16,26may2017,5,2017,3
,Zomba 6,80060216,33,686,22.86667,1.443149,7.215744,11,37,29-Sep-15,15-Aug-17,8,2017,3
,Zomba 6,80060217,27,556,18.53333,1.456835,7.284173,11,35,17dec2015,30-Jun-17,6,2017,3
,Zomba 6,80060218,39,672,22.4,1.741071,8.705358,10,43,09oct2015,11-Aug-17,8,2017,3
,Zomba 6,80060219,18,591,19.7,0.9137055,4.568528,7,22,11-Jan-16,24-Aug-17,8,2017,3
,Zomba 6,80060220,29,466,15.53333,1.866953,9.334764,10,34,04mar2016,17-Jun-17,6,2017,3
,Zomba 6,80060221,24,619,20.63333,1.163166,5.815832,8,30,14dec2015,24-Aug-17,8,2017,3
,Zomba 6,80060222,22,377,12.56667,1.750663,8.753316,8,24,09oct2015,20oct2016,10,2016,3
,Zomba 6,80060223,21,448,14.93333,1.40625,7.03125,10,27,19-Jan-16,13-Apr-17,4,2017,3
,Zomba 6,80060225,22,535,17.83333,1.233645,6.168224,7,26,11-Jan-16,29-Jun-17,6,2017,3
,Zomba 6,80060226,30,523,17.43333,1.720841,8.604207,10,33,11-Jan-16,17-Jun-17,6,2017,3
,Zomba 6,80060227,4,386,12.86667,0.3108808,1.554404,3,8,14mar2016,04-Apr-17,4,2017,3
,Zomba 6,80060228,31,423,14.1,2.198581,10.99291,12,37,09-Feb-16,07-Apr-17,4,2017,3
,Zomba 6,80060229,41,556,18.53333,2.21223,11.06115,15,52,29-Jan-16,10-Jul-17,7,2017,3
,Zomba 6,80060230,48,567,18.9,2.539683,12.69841,14,56,12-Jan-16,20-Jul-17,7,2017,3
,Zomba 6,80060231,10,381,12.7,0.7874016,3.937008,6,12,09-Feb-16,24-Feb-17,2,2017,3
,Zomba 6,80060232,22,553,18.43333,1.19349,5.967451,7,26,18-Jan-16,24-Jul-17,7,2017,3
,Zomba 6,80060233,16,558,18.6,0.860215,4.301075,10,26,25-Jan-16,17-Jul-17,7,2017,3
,Zomba 6,80060234,41,606,20.2,2.029703,10.14851,21,49,02-Jan-16,18-Aug-17,8,2017,3
,Zomba 6,80060235,28,630,21,1.333333,6.666667,11,38,04-Sep-15,30may2017,5,2017,3
,Zomba 6,80060236,14,543,18.1,0.7734807,3.867403,7,16,25-Jan-16,21-Jul-17,7,2017,3
,Zomba 6,80060237,35.5,699,23.3,1.523605,7.618026,12,44,29-Sep-15,24-Aug-17,8,2017,3
,Zomba 6,80060239,14,559,18.63333,0.7513417,3.756709,5,18,30dec2015,11-Jul-17,7,2017,3
,Zomba 6,80060240,20,674,22.46667,0.8902077,4.451038,7,24,29-Sep-15,03-Aug-17,8,2017,3
,Zomba 6,80060241,36,512,17.06667,2.109375,10.54688,11,40,17-Feb-16,13-Jul-17,7,2017,3
,Zomba 6,80060242,26,561,18.7,1.390374,6.951871,9,30,07-Jan-16,21-Jul-17,7,2017,3
,Zomba 6,80060243,32,667,22.23333,1.43928,7.196402,10,36,22-Sep-15,20-Jul-17,7,2017,3
,Zomba 6,80060244,27,581,19.36667,1.394148,6.97074,10,33,11-Jan-16,27-Jul-17,7,2017,3
,Zomba 6,80060245,23,535,17.83333,1.28972,6.448598,7,28,11-Jan-16,29-Jun-17,6,2017,3
,Zomba 6,80060246,30,581,19.36667,1.549053,7.745266,10,34,21dec2015,24-Jul-17,7,2017,3
,Zomba 6,80060247,26,522,17.4,1.494253,7.471265,13,34,05-Jan-16,17-Jun-17,6,2017,3
,Zomba 6,80060248,4,126,4.2,0.952381,4.761905,2,8,06-Apr-17,10-Aug-17,8,2017,3
,Zomba 6,80060249,51,599,19.96667,2.554257,12.77128,18,59,18-Jan-16,17-Aug-17,8,2017,3
,Zomba 6,80060250,32,558,18.6,1.72043,8.60215,13,40,18-Jan-16,31-Jul-17,7,2017,3
,Zomba 6,80060251,36,413,13.76667,2.615012,13.07506,12,44,29-Jan-16,24-Feb-17,2,2017,3
,Zomba 6,80060252,14,517,17.23333,0.8123791,4.061895,7,24,09-Aug-15,28dec2016,12,2016,3
,Zomba 6,80060253,10,356,11.86667,0.8426966,4.213483,6,16,04-Sep-15,23-Aug-16,8,2016,3
,Zomba 6,80060254,22,493,16.43333,1.338742,6.693712,7,26,21-Jan-16,28may2017,5,2017,3
,Zomba 6,80060255,10,329,10.96667,0.9118541,4.559271,4,12,26-Jul-16,20-Jun-17,6,2017,3
,Zomba 6,80060256,15,340,11.33333,1.323529,6.617647,6,19,09oct2015,13-Sep-16,9,2016,3
,Zomba 6,80060257,20,433,14.43333,1.385681,6.928406,7,24,29-Jan-16,06-Apr-17,4,2017,3
,Zomba 6,80060258,15,589,19.63333,0.7640068,3.820034,7,19,05oct2015,16may2017,5,2017,3
,Zomba 6,80060259,23,607,20.23333,1.136738,5.68369,9,30,21dec2015,17-Aug-17,8,2017,3
,Zomba 6,80060260,18,536,17.86667,1.007463,5.037313,9,20,11dec2015,30may2017,5,2017,3
,Zomba 6,80060261,34,570,19,1.789474,8.947369,12,38,21dec2015,13-Jul-17,7,2017,3
,Zomba 6,80060262,30,666,22.2,1.351351,6.756756,12,34,22-Sep-15,13-Jul-17,7,2017,3
,Zomba 6,80060263,17,216,7.2,2.361111,11.80556,8,27,20-Jan-16,15-Aug-16,8,2016,3
,Zomba 6,80060264,30,712,23.73333,1.264045,6.320224,11,36,21-Sep-15,25-Aug-17,8,2017,3
,Zomba 6,80060265,44,689,22.96667,1.91582,9.5791,14,48,14-Sep-15,03-Aug-17,8,2017,3
,Zomba 6,80060266,31,709,23.63333,1.311707,6.558533,13,39,21-Sep-15,21-Aug-17,8,2017,3
,Zomba 6,80060267,26,431,14.36667,1.809745,9.048723,10,30,04mar2016,09may2017,5,2017,3
,Zomba 6,80060268,48,554,18.46667,2.599278,12.99639,16,51,07-Jan-16,14-Jul-17,7,2017,3
,Zomba 6,80060269,29,723,24.1,1.203319,6.016597,14,36,09oct2015,18-Aug-17,8,2017,3
,Zomba 6,80060270,64,522,17.4,3.678161,18.3908,18,72,04-Feb-16,14-Jul-17,7,2017,3
,Zomba 6,80060271,40,525,17.5,2.285714,11.42857,12,43,25-Jan-16,03-Jul-17,7,2017,3
,Zomba 6,80060272,34,703,23.43333,1.450925,7.254623,12,36,22-Sep-15,25-Aug-17,8,2017,3
,Zomba 6,80060273,4,158,5.266667,0.7594936,3.797468,3,8,05oct2015,11mar2016,3,2016,3
,Zomba 6,80060274,4,165,5.5,0.7272727,3.636364,2,8,09may2016,21oct2016,10,2016,3
,Zomba 6,80060275,10,498,16.6,0.6024096,3.012048,6,14,25-Jan-16,06-Jun-17,6,2017,3
,Zomba 6,80060276,34,577,19.23333,1.767764,8.838821,13,38,25-Jan-16,24-Aug-17,8,2017,3
,Zomba 6,80060277,22,549,18.3,1.202186,6.010929,7,24,16-Feb-16,18-Aug-17,8,2017,3
,Zomba 6,80060278,4,564,18.8,0.212766,1.06383,3,6,25-Jan-16,11-Aug-17,8,2017,3
,Zomba 6,80060279,14,488,16.26667,0.8606557,4.303278,7,18,14-Jan-16,16may2017,5,2017,3
,Zomba 6,80060280,14,442,14.73333,0.9502262,4.751131,7,16,23-Feb-16,10may2017,5,2017,3
,Zomba 6,80060281,30,542,18.06667,1.660517,8.302583,11,33,21dec2015,15-Jun-17,6,2017,3
,Zomba 6,80060282,22,658,21.93333,1.00304,5.015198,9,24,21-Sep-15,10-Jul-17,7,2017,3
,Zomba 6,80060283,16,519,17.3,0.9248555,4.624278,7,18,22dec2015,24may2017,5,2017,3
,Zomba 6,80060284,17,477,15.9,1.069182,5.345912,6,20,01mar2016,21-Jun-17,6,2017,3
,Zomba 6,80060285,13,630,21,0.6190476,3.095238,6,17,14-Sep-15,05-Jun-17,6,2017,3
,Zomba 6,80060286,10,535,17.83333,0.5607476,2.803738,6,14,30-Nov-15,18may2017,5,2017,3
,Zomba 6,80060287,8,336,11.2,0.7142857,3.571429,5,9,05-Jan-16,06dec2016,12,2016,3
,Zomba 6,80060288,11,577,19.23333,0.5719237,2.859619,5,15,18-Jan-16,17-Aug-17,8,2017,3
,Zomba 6,80060289,14,638,21.26667,0.6583072,3.291536,8,16,29-Sep-15,28-Jun-17,6,2017,3
,Zomba 6,80060290,34,560,18.66667,1.821429,9.107143,14,36,07-Jan-16,20-Jul-17,7,2017,3
,Zomba 6,80060291,20,586,19.53333,1.023891,5.119454,9,24,10dec2015,18-Jul-17,7,2017,3
,Zomba 6,80060292,12,599,19.96667,0.6010017,3.005008,5,16,10dec2015,31-Jul-17,7,2017,3
,Zomba 6,80060293,10,535,17.83333,0.5607476,2.803738,4,14,14dec2015,01-Jun-17,6,2017,3
,Zomba 6,80060294,22,445,14.83333,1.483146,7.41573,8,28,19may2016,25-Jul-17,7,2017,3
,Zomba 6,80060295,8,298,9.933333,0.8053691,4.026846,4,10,11dec2015,04oct2016,10,2016,3
,Zomba 6,80060296,6,539,17.96667,0.3339517,1.669759,3,10,11-Feb-16,03-Aug-17,8,2017,3
,Zomba 6,80060297,14,545,18.16667,0.7706422,3.853211,5,18,17dec2015,14-Jun-17,6,2017,3
,Zomba 6,80060298,14,533,17.76667,0.7879925,3.939962,6,16,07-Jan-16,23-Jun-17,6,2017,3
,Zomba 6,80060299,12,441,14.7,0.8163266,4.081633,5,16,22dec2015,07mar2017,3,2017,3
,Zomba 6,80060300,14,478,15.93333,0.8786611,4.393305,5,18,23-Feb-16,15-Jun-17,6,2017,3
,Zomba 6,80060301,30,614,20.46667,1.465798,7.32899,14,42,04-Jan-16,07-Aug-17,8,2017,3
,Zomba 6,80060302,14,329,10.96667,1.276596,6.382979,5,18,09may2016,03-Apr-17,4,2017,3
,Zomba 6,80060303,6,322,10.73333,0.5590062,2.795031,3,10,09may2016,27mar2017,3,2017,3
,Zomba 6,80060304,6,322,10.73333,0.5590062,2.795031,3,10,09may2016,27mar2017,3,2017,3
,Zomba 6,80060305,26,525,17.5,1.485714,7.428572,10,30,25-Jan-16,03-Jul-17,7,2017,3
,Zomba 6,80060306,14,434,14.46667,0.967742,4.83871,7,18,18-Jan-16,27mar2017,3,2017,3
,Zomba 6,80060307,22,516,17.2,1.27907,6.395349,9,30,18-Jan-16,10-Jun-17,6,2017,3
,Zomba 6,80060309,4,557,18.56667,0.2154398,1.077199,3,6,25-Jan-16,04-Aug-17,8,2017,3
,Zomba 6,80060310,4,462,15.4,0.2597403,1.298701,3,6,18may2016,23-Aug-17,8,2017,3
,Zomba 6,80060311,7,361,12.03333,0.5817174,2.908587,3,9,30may2016,26may2017,5,2017,3
,Zomba 6,80060312,5,564,18.8,0.2659574,1.329787,3,7,25-Jan-16,11-Aug-17,8,2017,3
,Zomba 6,80060313,6,377,12.56667,0.4774536,2.387268,3,8,13may2016,25may2017,5,2017,3
,Zomba 6,80060314,4,112,3.733333,1.071429,5.357142,3,7,15-Feb-16,06-Jun-16,6,2016,3
,Zomba 6,80060315,5,404,13.46667,0.3712871,1.856436,3,7,13may2016,21-Jun-17,6,2017,3
,Zomba 6,80060316,4,168,5.6,0.7142857,3.571429,3,6,11-Jan-16,27-Jun-16,6,2016,3
,Zomba 6,80060317,17,574,19.13333,0.8885018,4.442509,7,21,04-Jan-16,31-Jul-17,7,2017,3
,Zomba 6,80060318,43,615,20.5,2.097561,10.4878,17,54,11-Jan-16,21-Aug-17,8,2017,3
,Zomba 6,80060319,47,574,19.13333,2.456446,12.28223,14,51,25-Jan-16,21-Aug-17,8,2017,3
,Zomba 6,80060320,22,532,17.73333,1.240602,6.203008,8,26,07mar2016,21-Aug-17,8,2017,3
,Zomba 6,80060321,36,609,20.3,1.773399,8.866996,14,40,09-Nov-15,10-Jul-17,7,2017,3
,Zomba 6,80060322,36,525,17.5,2.057143,10.28572,11,40,15-Feb-16,24-Jul-17,7,2017,3
,Zomba 6,80060323,47,581,19.36667,2.42685,12.13425,15,51,18-Jan-16,21-Aug-17,8,2017,3
,Zomba 6,80060325,2,71,2.366667,0.8450705,4.225352,2,6,25may2016,04-Aug-16,8,2016,3
,Zomba 6,80060326,24,543,18.1,1.325967,6.629834,9,32,18-Jan-16,17-Jul-17,7,2017,3
,Zomba 6,80060327,14,518,17.26667,0.8108108,4.054054,6,18,07mar2016,07-Aug-17,8,2017,3
,Zomba 6,80060328,42,546,18.2,2.307692,11.53846,14,46,15-Feb-16,14-Aug-17,8,2017,3
,Zomba 6,80060329,19,462,15.4,1.233766,6.168832,8,25,07mar2016,12-Jun-17,6,2017,3
,Zomba 6,80060330,26,427,14.23333,1.826698,9.13349,8,30,30may2016,31-Jul-17,7,2017,3
,Zomba 6,80060331,14,581,19.36667,0.7228916,3.614458,7,20,04-Jan-16,07-Aug-17,8,2017,3
,Zomba 6,80060332,14,511,17.03333,0.8219178,4.109589,6,18,04-Jan-16,29may2017,5,2017,3
,Zomba 6,80060334,25,497,16.56667,1.509054,7.545271,9,29,25-Jan-16,05-Jun-17,6,2017,3
,Zomba 6,80060335,3,210,7,0.4285714,2.142857,2,8,08-Aug-16,06mar2017,3,2017,3
,Zomba 6,80060336,15,364,12.13333,1.236264,6.181319,6,19,14mar2016,13mar2017,3,2017,3
,Zomba 6,80060337,10,294,9.8,1.020408,5.102041,5,14,08-Aug-16,29may2017,5,2017,3
,Zomba 6,80060338,22,441,14.7,1.496599,7.482993,8,26,07mar2016,22may2017,5,2017,3
,Zomba 6,80060339,26,560,18.66667,1.392857,6.964286,10,30,28dec2015,10-Jul-17,7,2017,3
,Zomba 6,80060340,24,581,19.36667,1.239243,6.196213,10,32,28dec2015,10-Jul-17,7,2017,3
,Zomba 6,80060341,14,567,18.9,0.7407408,3.703704,5,18,18-Jan-16,07-Aug-17,8,2017,3
,Zomba 6,80060342,40,595,19.83333,2.016807,10.08403,13,44,11-Jan-16,28-Aug-17,8,2017,3
,Zomba 6,80060343,15,588,19.6,0.7653061,3.82653,6,19,18-Jan-16,28-Aug-17,8,2017,3
,Zomba 6,80060344,16,546,18.2,0.8791208,4.395604,6,20,15-Feb-16,14-Aug-17,8,2017,3
,Zomba 6,80060345,30,686,22.86667,1.311953,6.559767,11,36,05oct2015,14-Aug-17,8,2017,3
,Zomba 6,80060346,14,350,11.66667,1.2,6,6,18,15-Feb-16,30-Jan-17,1,2017,3
,Zomba 6,80060347,19,420,14,1.357143,6.785714,8,23,04-Jan-16,27-Feb-17,2,2017,3
,Zomba 6,80060348,12,392,13.06667,0.9183673,4.591836,5,16,21mar2016,17-Apr-17,4,2017,3
,Zomba 6,80060349,12,290,9.666667,1.241379,6.206896,4,16,03oct2016,20-Jul-17,7,2017,3
,Zomba 6,80060350,2,56,1.866667,1.071429,5.357142,3,8,04-Jan-16,18-Nov-16,11,2016,3
,Zomba 6,80060351,14,557,18.56667,0.7540395,3.770197,5,16,04-Feb-16,14-Aug-17,8,2017,3
,Zomba 6,80060352,31,560,18.66667,1.660714,8.303572,11,35,25-Jan-16,07-Aug-17,8,2017,3
,Zomba 6,80060353,26,385,12.83333,2.025974,10.12987,10,34,07mar2016,20mar2017,3,2017,3
,Zomba 6,80060354,20,434,14.46667,1.382488,6.912442,7,24,15-Feb-16,24-Apr-17,4,2017,3
,Zomba 6,80060355,16,469,15.63333,1.023454,5.117271,6,20,11-Jan-16,24-Apr-17,4,2017,3
,Zomba 6,80060356,8,562,18.73333,0.4270463,2.135231,4,12,21dec2015,05-Jul-17,7,2017,3
,Zomba 6,80060358,36,497,16.56667,2.173038,10.86519,12,44,11-Apr-16,21-Aug-17,8,2017,3
,Zomba 6,80060359,28,517,17.23333,1.624758,8.123791,10,35,29mar2016,07-Aug-17,8,2017,3
,Zomba 6,80060360,21,581,19.36667,1.084337,5.421687,7,25,04-Jan-16,07-Aug-17,8,2017,3
,Zomba 6,80060361,21,504,16.8,1.25,6.25,8,25,29-Feb-16,17-Jul-17,7,2017,3
,Zomba 6,80060362,8,459,15.3,0.5228758,2.614379,5,13,11-Apr-16,23-Jun-17,6,2017,3
,Zomba 6,80060363,7,427,14.23333,0.4918033,2.459016,4,11,28dec2015,27-Feb-17,2,2017,3
,Zomba 6,80060364,18,390,13,1.384615,6.923077,8,25,10-Feb-16,06mar2017,3,2017,3
,Zomba 6,80060365,9,382,12.73333,0.7068062,3.534031,4,13,11-Jan-16,27-Jan-17,1,2017,3
,Zomba 6,80060366,18,462,15.4,1.168831,5.844156,7,22,11-Jan-16,17-Apr-17,4,2017,3
,Zomba 6,80060367,23,532,17.73333,1.296992,6.484962,9,27,25-Jan-16,10-Jul-17,7,2017,3
,Zomba 6,80060369,24,546,18.2,1.318681,6.593406,8,28,11-Jan-16,10-Jul-17,7,2017,3
,Zomba 6,80060370,22,581,19.36667,1.135972,5.679862,10,28,11-Jan-16,31-Jul-17,7,2017,3
,Zomba 6,80060371,30,546,18.2,1.648352,8.241757,12,37,25-Jan-16,27-Jun-17,6,2017,3
,Zomba 6,80060372,18,595,19.83333,0.907563,4.537815,7,22,11-Jan-16,28-Aug-17,8,2017,3
,Zomba 6,80060373,48,539,17.96667,2.671614,13.35807,17,58,14mar2016,07-Aug-17,8,2017,3
,Zomba 6,80060374,26,392,13.06667,1.989796,9.948979,8,30,25-Apr-16,22may2017,5,2017,3
,Zomba 6,80060375,30,463,15.43333,1.943844,9.719222,10,34,21mar2016,27-Jun-17,6,2017,3
,Zomba 6,80060376,35.5,547,18.23333,1.946984,9.734918,13,44,18-Jan-16,27-Jun-17,6,2017,3
,Zomba 6,80060377,9,442,14.73333,0.6108597,3.054298,4,13,11-Apr-16,27-Jun-17,6,2017,3
