id,program,i102_wpt_id,total_chl_used,total_period_day,total_period_30day,avrg_30day_usage,avrg_30day_usage_litres,num_of_Deliveries,Jerrican_delivered,date_of_first_delivery,date_of_last_delivery,month,year,country
,Zomba 5,80050655,53,529,17.63333,3.005671,15.02835,20,67,12-Jan-16,15-Aug-17,8,2017,3
,Zomba 5,80050656,35,477,15.9,2.201258,11.00629,23,47,21-Jun-16,15-Aug-17,8,2017,3
,Zomba 5,80050657,8,168,5.6,1.428571,7.142858,6,13,21mar2017,15-Aug-17,8,2017,3
,Zomba 5,80050658,26,441,14.7,1.768708,8.843537,12,30,31may2016,08-Aug-17,8,2017,3
,Zomba 5,80050659,8,385,12.83333,0.6233767,3.116883,5,9,31may2016,20-Jun-17,6,2017,3
,Zomba 5,80050660,28,602,20.06667,1.395349,6.976744,15,32,29dec2015,22-Aug-17,8,2017,3
,Zomba 5,80050661,29,475,15.83333,1.831579,9.157895,19,35,31may2016,22-Aug-17,8,2017,3
,Zomba 5,80050665,29,677,22.56667,1.285081,6.425406,16,35,01dec2015,22-Aug-17,8,2017,3
,Zomba 5,80050666,46,704,23.46667,1.960227,9.801136,30,62,29dec2015,18-Aug-17,8,2017,3
,Zomba 5,80050809,29,534,17.8,1.629214,8.146068,7,37,15-Feb-16,02-Aug-17,8,2017,3
,Zomba 5,80050810,20,217,7.233333,2.764977,13.82488,4,27,22dec2016,27-Jul-17,7,2017,3
,Zomba 5,80050812,16,259,8.633333,1.853282,9.266409,3,23,13-Sep-16,30may2017,5,2017,3
,Zomba 5,80050813,8,505,16.83333,0.4752475,2.376237,3,13,09-Sep-15,26-Jan-17,1,2017,3
,Zomba 5,80050814,4,512,17.06667,0.234375,1.171875,3,8,15dec2015,10may2017,5,2017,3
,Zomba 5,80050815,29,485,16.16667,1.793815,8.969072,6,35,22-Feb-16,21-Jun-17,6,2017,3
,Zomba 5,80050816,6,286,9.533334,0.6293706,3.146853,2,10,23-Aug-16,05-Jun-17,6,2017,3
,Zomba 5,80050817,4,159,5.3,0.7547169,3.773585,2,8,16dec2015,23may2016,5,2016,3
,Zomba 5,80050818,4,526,17.53333,0.2281369,1.140684,2,8,15dec2015,24may2017,5,2017,3
,Zomba 5,80050821,10,577,19.23333,0.5199307,2.599653,3,17,09-Jan-16,08-Aug-17,8,2017,3
,Zomba 5,80050822,13,393,13.1,0.9923664,4.961832,4,19,07dec2015,03-Jan-17,1,2017,3
,Zomba 5,80050823,4,215,7.166667,0.5581396,2.790698,2,10,07-Sep-16,10-Apr-17,4,2017,3
,Zomba 5,80050824,4,118,3.933333,1.016949,5.084746,2,8,14-Feb-17,12-Jun-17,6,2017,3
,Zomba 5,80050825,8,380,12.66667,0.6315789,3.157895,3,15,23dec2015,06-Jan-17,1,2017,3
,Zomba 5,80050826,11,497,16.56667,0.6639839,3.319919,3,18,22-Jan-16,02-Jun-17,6,2017,3
,Zomba 5,80050827,21,532,17.73333,1.184211,5.921053,7,27,05-Jan-16,20-Jun-17,6,2017,3
,Zomba 5,80050828,48,591,19.7,2.436548,12.18274,9,54,11-Jan-16,24-Aug-17,8,2017,3
,Zomba 5,80050830,29,613,20.43333,1.41925,7.096248,7,36,01oct2015,05-Jun-17,6,2017,3
,Zomba 5,80050832,24,482,16.06667,1.493776,7.468879,9,27,18mar2016,13-Jul-17,7,2017,3
,Zomba 5,80050833,6,460,15.33333,0.3913043,1.956522,4,8,04-Feb-16,09may2017,5,2017,3
,Zomba 5,80050834,8,428,14.26667,0.5607477,2.803738,4,11,07dec2015,07-Feb-17,2,2017,3
,Zomba 5,80050835,27,576,19.2,1.40625,7.03125,12,33,02dec2015,30-Jun-17,6,2017,3
,Zomba 5,80050836,12,556,18.53333,0.647482,3.23741,7,17,21dec2015,29-Jun-17,6,2017,3
,Zomba 5,80050837,3,54,1.8,1.666667,8.333334,4,5,02dec2015,29-Jan-16,1,2016,3
,Zomba 5,80050838,25,565,18.83333,1.327434,6.637168,11,30,02dec2015,19-Jun-17,6,2017,3
,Zomba 5,80050839,16,625,20.83333,0.7679999,3.84,8,19,30-Nov-15,16-Aug-17,8,2017,3
,Zomba 5,80050840,14,522,17.4,0.8045977,4.022989,7,17,30-Nov-15,05may2017,5,2017,3
,Zomba 5,80050841,17,510,17,1,5,7,20,27-Jan-16,20-Jun-17,6,2017,3
,Zomba 5,80050842,3,367,12.23333,0.2452316,1.226158,3,6,30-Nov-15,01dec2016,12,2016,3
,Zomba 5,80050843,15,435,14.5,1.034483,5.172414,7,18,23-Feb-16,24-Jul-17,7,2017,3
,Zomba 5,80050844,9,412,13.73333,0.6553398,3.276699,4,12,28-Apr-16,14-Jun-17,6,2017,3
,Zomba 5,80050845,11,494,16.46667,0.6680162,3.340081,6,13,29-Feb-16,07-Jul-17,7,2017,3
,Zomba 5,80050846,4,345,11.5,0.3478261,1.73913,5,7,06-Jan-16,16dec2016,12,2016,3
,Zomba 5,80050847,35,583,19.43333,1.801029,9.005146,13,38,22dec2015,27-Jul-17,7,2017,3
,Zomba 5,80050848,20,650,21.66667,0.9230769,4.615385,11,25,04dec2015,21-Aug-17,8,2017,3
,Zomba 5,80050849,5,442,14.73333,0.3393665,1.696832,3,8,25-Jan-16,11-Apr-17,4,2017,3
,Zomba 5,80050850,27,589,19.63333,1.375212,6.876061,12,32,27-Nov-15,12-Jul-17,7,2017,3
,Zomba 5,80050851,23,497,16.56667,1.38833,6.941649,12,28,09-Feb-16,13-Jun-17,6,2017,3
,Zomba 5,80050854,14,577,19.23333,0.7279029,3.639515,8,17,01dec2015,30-Jun-17,6,2017,3
,Zomba 5,80050855,22,635,21.16667,1.03937,5.19685,10,24,02dec2015,28-Aug-17,8,2017,3
,Zomba 5,80050856,4,537,17.9,0.2234637,1.117319,3,6,02dec2015,22may2017,5,2017,3
,Zomba 5,80050857,29,623,20.76667,1.396469,6.982344,16,31,02dec2015,16-Aug-17,8,2017,3
,Zomba 5,80050859,25,590,19.66667,1.271186,6.355932,14,27,08dec2015,20-Jul-17,7,2017,3
,Zomba 5,80050860,15,622,20.73333,0.7234727,3.617363,9,17,08dec2015,21-Aug-17,8,2017,3
,Zomba 5,80050861,7,533,17.76667,0.3939962,1.969981,5,8,07mar2016,22-Aug-17,8,2017,3
,Zomba 5,80050863,2,270,9,0.2222222,1.111111,2,4,26may2016,20-Feb-17,2,2017,3
,Zomba 5,80050865,30,552,18.4,1.630435,8.152174,12,36,06-Jan-16,04-Jul-17,7,2017,3
,Zomba 5,80050866,24,534,17.8,1.348315,6.741573,10,26,22-Feb-16,09-Aug-17,8,2017,3
,Zomba 5,80050867,8,578,19.26667,0.4152249,2.076125,5,10,10dec2015,10-Jul-17,7,2017,3
,Zomba 5,80050868,4,364,12.13333,0.3296703,1.648352,3,6,29-Feb-16,27-Feb-17,2,2017,3
,Zomba 5,80050869,29,504,16.8,1.726191,8.630953,10,33,29-Feb-16,17-Jul-17,7,2017,3
,Zomba 5,80050870,9,553,18.43333,0.488246,2.44123,5,13,28dec2015,03-Jul-17,7,2017,3
,Zomba 5,80050872,34,551,18.36667,1.85118,9.255898,16,45,24dec2015,16-Jun-17,6,2017,3
,Zomba 5,80050873,18,262,8.733334,2.061069,10.30534,6,22,29-Nov-16,18-Aug-17,8,2017,3
,Zomba 5,80050874,8,557,18.56667,0.4308797,2.154398,4,10,25dec2015,04-Jul-17,7,2017,3
,Zomba 5,80050876,4,168,5.6,0.7142857,3.571429,2,8,07-Feb-17,25-Jul-17,7,2017,3
,Zomba 5,80050878,12,203,6.766667,1.773399,8.866995,4,16,10-Jan-17,01-Aug-17,8,2017,3
,Zomba 5,80050879,16,224,7.466667,2.142857,10.71428,6,18,10-Jan-17,22-Aug-17,8,2017,3
,Zomba 5,80050880,20,243,8.1,2.469136,12.34568,8,29,12-Jan-17,22-Aug-17,8,2017,3
,Zomba 5,80050881,4,70,2.333333,1.714286,8.571428,3,8,07-Feb-17,18-Apr-17,4,2017,3
,Zomba 5,80050882,6,161,5.366667,1.118012,5.590062,4,8,31-Jan-17,11-Jul-17,7,2017,3
,Zomba 5,80050883,8,189,6.3,1.269841,6.349206,4,11,24-Jan-17,01-Aug-17,8,2017,3
,Zomba 5,80050885,4,77,2.566667,1.558442,7.792208,3,6,11-Apr-17,27-Jun-17,6,2017,3
,Zomba 5,80050886,1,203,6.766667,0.1477832,0.7389163,2,4,27dec2016,18-Jul-17,7,2017,3
,Zomba 5,80050887,6,175,5.833333,1.028571,5.142857,4,8,27dec2016,20-Jun-17,6,2017,3
,Zomba 5,80050888,2,105,3.5,0.5714286,2.857143,2,4,11-Apr-17,25-Jul-17,7,2017,3
,Zomba 5,80050889,14,210,7,2,10,8,16,10-Jan-17,08-Aug-17,8,2017,3
,Zomba 5,80050890,2,63,2.1,0.952381,4.761905,2,4,30may2017,01-Aug-17,8,2017,3
,Zomba 5,80050891,12,262,8.733334,1.374046,6.870229,5,17,29-Nov-16,18-Aug-17,8,2017,3
,Zomba 5,80050892,2,117,3.9,0.5128205,2.564102,2,6,31-Jan-17,28may2017,5,2017,3
,Zomba 5,80050893,6,119,3.966667,1.512605,7.563025,4,8,07-Apr-17,04-Aug-17,8,2017,3
,Zomba 5,80050894,8,210,7,1.142857,5.714286,5,10,24-Jan-17,22-Aug-17,8,2017,3
,Zomba 5,80050895,6,147,4.9,1.22449,6.122449,4,8,31-Jan-17,27-Jun-17,6,2017,3
,Zomba 5,80050896,12,237,7.9,1.518987,7.594936,7,16,17-Jan-17,22-Aug-17,8,2017,3
,Zomba 5,80050897,14,161,5.366667,2.608696,13.04348,7,18,03-Jan-17,13-Jun-17,6,2017,3
,Zomba 5,80050900,6,196,6.533333,0.9183673,4.591836,5,10,07-Feb-17,22-Aug-17,8,2017,3
,Zomba 5,80050901,4,211,7.033333,0.5687204,2.843602,4,10,10-Jan-17,11-Aug-17,8,2017,3
,Zomba 5,80050902,2,43,1.433333,1.395349,6.976745,2,6,25-Apr-17,07-Jun-17,6,2017,3
,Zomba 5,80050904,8,189,6.3,1.269841,6.349206,3,12,20dec2016,27-Jun-17,6,2017,3
,Zomba 5,80050905,6,140,4.666667,1.285714,6.428572,3,10,07-Feb-17,27-Jun-17,6,2017,3
,Zomba 5,80050906,13,222,7.4,1.756757,8.783784,6,15,17-Jan-17,27-Aug-17,8,2017,3
,Zomba 5,80050907,17,287,9.566667,1.777004,8.885017,7,19,08-Nov-16,22-Aug-17,8,2017,3
,Zomba 5,80050908,18,231,7.7,2.337662,11.68831,9,22,03-Jan-17,22-Aug-17,8,2017,3
,Zomba 5,80050909,8,210,7,1.142857,5.714286,5,10,17-Jan-17,15-Aug-17,8,2017,3
,Zomba 5,80050911,6,143,4.766667,1.258741,6.293706,3,10,20dec2016,12may2017,5,2017,3
,Zomba 5,80050913,8,244,8.133333,0.9836066,4.918033,7,14,03-Jan-17,22-Aug-17,8,2017,3
,Zomba 5,80050914,14,259,8.633333,1.621622,8.108109,9,20,20dec2016,22-Aug-17,8,2017,3
,Zomba 5,80050915,16,225,7.5,2.133333,10.66667,10,20,10-Jan-17,08-Aug-17,8,2017,3
,Zomba 5,80050916,8,224,7.466667,1.071429,5.357142,5,10,10-Jan-17,22-Aug-17,8,2017,3
,Zomba 5,80050917,11,238,7.933333,1.386555,6.932773,6,15,20dec2016,15-Aug-17,8,2017,3
,Zomba 5,80050918,14,260,8.666667,1.615385,8.076923,8,26,20dec2016,25-Jul-17,7,2017,3
,Zomba 5,80050919,6,98,3.266667,1.836735,9.183673,3,8,28mar2017,04-Jul-17,7,2017,3
,Zomba 5,80050920,2,196,6.533333,0.3061225,1.530612,2,4,08-Nov-16,23may2017,5,2017,3
,Zomba 5,80050921,10,301,10.03333,0.9966777,4.983388,7,14,25oct2016,08-Aug-17,8,2017,3
,Zomba 5,80050922,14,273,9.1,1.538461,7.692307,9,20,20dec2016,22-Aug-17,8,2017,3
,Zomba 5,80050923,2,210,7,0.2857143,1.428571,2,4,29-Nov-16,27-Jun-17,6,2017,3
,Zomba 5,80050924,12,203,6.766667,1.773399,8.866995,7,14,22-Nov-16,13-Jun-17,6,2017,3
,Zomba 5,80050925,2,49,1.633333,1.22449,6.122449,2,4,13-Jun-17,01-Aug-17,8,2017,3
,Zomba 5,80050926,16,286,9.533334,1.678322,8.391608,11,22,29-Nov-16,22-Aug-17,8,2017,3
,Zomba 5,80050927,4,55,1.833333,2.181818,10.90909,4,8,09may2017,27-Jun-17,6,2017,3
,Zomba 5,80050928,12,231,7.7,1.558442,7.792208,8,16,22-Nov-16,27-Jun-17,6,2017,3
,Zomba 5,80050929,8,212,7.066667,1.132075,5.660377,6,12,31-Jan-17,15-Aug-17,8,2017,3
,Zomba 5,80050932,2,98,3.266667,0.6122449,3.061224,2,4,12may2017,18-Aug-17,8,2017,3
,Zomba 5,80050933,10,199,6.633333,1.507538,7.537689,6,12,31-Jan-17,18-Aug-17,8,2017,3
,Zomba 5,80050934,2,56,1.866667,1.071429,5.357142,2,4,09-Jun-17,04-Aug-17,8,2017,3
,Zomba 5,80050935,4,85,2.833333,1.411765,7.058824,2,8,18may2017,11-Aug-17,8,2017,3
,Zomba 5,80050936,6,220,7.333333,0.8181818,4.090909,3,10,03-Jan-17,11-Aug-17,8,2017,3
,Zomba 5,80050937,6,112,3.733333,1.607143,8.035714,5,10,11-Apr-17,01-Aug-17,8,2017,3
,Zomba 5,80050938,12,210,7,1.714286,8.571428,7,14,03-Jan-17,01-Aug-17,8,2017,3
,Zomba 5,80050939,4,161,5.366667,0.7453416,3.726708,3,6,03-Jan-17,13-Jun-17,6,2017,3
,Zomba 5,80050940,4,217,7.233333,0.5529954,2.764977,3,6,22-Nov-16,27-Jun-17,6,2017,3
,Zomba 5,80050941,4,126,4.2,0.952381,4.761905,3,6,28mar2017,01-Aug-17,8,2017,3
,Zomba 5,80050943,4,91,3.033333,1.318681,6.593407,3,6,09may2017,08-Aug-17,8,2017,3
,Zomba 5,80050944,6,189,6.3,0.9523809,4.761905,3,8,20dec2016,27-Jun-17,6,2017,3
,Zomba 5,80050946,6,140,4.666667,1.285714,6.428572,4,8,04-Apr-17,22-Aug-17,8,2017,3
,Zomba 6,80060001,14,546,18.2,0.7692307,3.846154,7,16,08-Feb-16,07-Aug-17,8,2017,3
,Zomba 6,80060002,18,760,25.33333,0.7105263,3.552631,7,20,09-Aug-15,07-Sep-17,9,2017,3
,Zomba 6,80060003,16,494,16.46667,0.9716599,4.858299,6,18,25mar2016,01-Aug-17,8,2017,3
,Zomba 6,80060004,16,572,19.06667,0.8391608,4.195804,8,18,06-Jan-16,31-Jul-17,7,2017,3
,Zomba 6,80060005,12,490,16.33333,0.7346938,3.673469,7,14,04-Apr-16,07-Aug-17,8,2017,3
,Zomba 6,80060006,12,575,19.16667,0.626087,3.130435,7,14,10-Feb-16,07-Sep-17,9,2017,3
,Zomba 6,80060007,19,629,20.96667,0.9062003,4.531002,10,23,18dec2015,05-Sep-17,9,2017,3
,Zomba 6,80060008,16,529,17.63333,0.9073724,4.536862,6,20,28-Jan-16,12-Jul-17,7,2017,3
,Zomba 6,80060009,20,526,17.53333,1.140684,5.703423,12,24,08-Jan-16,06-Jun-17,6,2017,3
,Zomba 6,80060010,6,243,8.1,0.7407407,3.703704,3,8,26may2016,24-Jan-17,1,2017,3
,Zomba 6,80060011,2,386,12.86667,0.1554404,0.7772021,3,8,04-Jan-16,24-Jan-17,1,2017,3
,Zomba 6,80060012,36,651,21.7,1.658986,8.29493,16,38,25-Sep-15,07-Jul-17,7,2017,3
,Zomba 6,80060013,10,589,19.63333,0.5093378,2.546689,5,11,29-Jan-16,09-Sep-17,9,2017,3
,Zomba 6,80060015,10,467,15.56667,0.6423983,3.211992,4,12,05-Feb-16,17may2017,5,2017,3
,Zomba 6,80060016,10,425,14.16667,0.7058823,3.529412,5,14,30dec2015,27-Feb-17,2,2017,3
,Zomba 6,80060017,18,571,19.03333,0.9457093,4.728547,12,24,22dec2015,18-Jun-17,6,2017,3
,Zomba 6,80060018,10,517,17.23333,0.5802708,2.901354,6,12,14dec2015,14may2017,5,2017,3
,Zomba 6,80060019,20,709,23.63333,0.8462623,4.231312,11,22,09-Aug-15,18-Jul-17,7,2017,3
,Zomba 6,80060020,36,729,24.3,1.481482,7.407408,19,44,05oct2015,23-Aug-17,8,2017,3
,Zomba 6,80060022,14,507,16.9,0.8284024,4.142012,8,16,04mar2016,24-Jul-17,7,2017,3
,Zomba 6,80060023,30,552,18.4,1.630435,8.152174,15,34,18-Feb-16,16-Aug-17,8,2017,3
,Zomba 6,80060024,10,465,15.5,0.6451613,3.225806,4,12,06may2016,14-Aug-17,8,2017,3
,Zomba 6,80060025,20,588,19.6,1.020408,5.102041,8,22,27-Jan-16,06-Sep-17,9,2017,3
,Zomba 6,80060026,32,563,18.76667,1.705151,8.525755,14,36,16-Feb-16,22-Aug-17,8,2017,3
,Zomba 6,80060027,17,385,12.83333,1.324675,6.623377,10,20,29-Jun-16,19-Jul-17,7,2017,3
,Zomba 6,80060028,20,601,20.03333,0.9983361,4.991681,11,24,25-Jan-16,06-Sep-17,9,2017,3
,Zomba 6,80060029,56,726,24.2,2.314049,11.57025,21,60,23-Sep-15,05-Sep-17,9,2017,3
,Zomba 6,80060030,22,532,17.73333,1.240602,6.203008,9,24,18-Jan-16,03-Jul-17,7,2017,3
,Zomba 6,80060031,8,361,12.03333,0.6648199,3.3241,4,10,18-Jan-16,13-Jan-17,1,2017,3
,Zomba 6,80060032,22,527,17.56667,1.252372,6.261859,10,26,21dec2015,17may2017,5,2017,3
,Zomba 6,80060033,48,740,24.66667,1.945946,9.72973,19,58,16-Sep-15,29-Aug-17,8,2017,3
,Zomba 6,80060034,8,403,13.43333,0.5955335,2.977667,7,16,07mar2016,27mar2017,3,2017,3
,Zomba 6,80060035,18,561,18.7,0.9625668,4.812834,9,20,26-Jan-16,09-Aug-17,8,2017,3
,Zomba 6,80060036,32,696,23.2,1.37931,6.896551,12,34,05oct2015,31-Aug-17,8,2017,3
,Zomba 6,80060037,24,630,21,1.142857,5.714286,9,26,16-Sep-15,07-Jun-17,6,2017,3
,Zomba 6,80060038,10,435,14.5,0.6896552,3.448276,6,12,18-Jan-16,28mar2017,3,2017,3
,Zomba 6,80060039,16,557,18.56667,0.8617594,4.308797,8,18,04-Jan-16,14-Jul-17,7,2017,3
,Zomba 6,80060040,48,772,25.73333,1.865285,9.326425,28,57,09-Sep-15,04-Sep-17,9,2017,3
,Zomba 6,80060041,10,410,13.66667,0.7317073,3.658536,6,12,21mar2016,05may2017,5,2017,3
,Zomba 6,80060042,6,587,19.56667,0.3066439,1.53322,4,8,05-Jan-16,14-Aug-17,8,2017,3
,Zomba 6,80060043,26,731,24.36667,1.067032,5.335157,14,32,09-Aug-15,19-Jul-17,7,2017,3
,Zomba 6,80060044,12,335,11.16667,1.074627,5.373134,7,14,28-Jun-16,29may2017,5,2017,3
,Zomba 6,80060045,18,419,13.96667,1.288783,6.443914,11,22,20-Jul-16,22-Aug-17,8,2017,3
,Zomba 6,80060046,5,203,6.766667,0.7389162,3.694581,5,9,16-Aug-16,13mar2017,3,2017,3
,Zomba 6,80060047,16,566,18.86667,0.8480566,4.240283,9,18,05-Jan-16,24-Jul-17,7,2017,3
,Zomba 6,80060048,24,589,19.63333,1.222411,6.112055,11,28,17dec2015,28-Jul-17,7,2017,3
,Zomba 6,80060049,12,590,19.66667,0.6101695,3.050848,7,14,05-Jan-16,17-Aug-17,8,2017,3
,Zomba 6,80060050,10,578,19.26667,0.5190312,2.595156,5,12,18-Jan-16,18-Aug-17,8,2017,3
,Zomba 6,80060051,6,232,7.733333,0.7758621,3.879311,4,8,22-Aug-16,11-Apr-17,4,2017,3
,Zomba 6,80060052,6,529,17.63333,0.3402646,1.701323,4,8,04dec2015,16may2017,5,2017,3
,Zomba 6,80060053,10,629,20.96667,0.4769475,2.384737,6,12,02dec2015,22-Aug-17,8,2017,3
,Zomba 6,80060054,10,543,18.1,0.5524862,2.762431,4,12,18-Jan-16,14-Jul-17,7,2017,3
,Zomba 6,80060055,28,604,20.13333,1.390728,6.953642,9,32,14dec2015,09-Aug-17,8,2017,3
,Zomba 6,80060056,20,697,23.23333,0.8608322,4.304161,11,22,18-Sep-15,15-Aug-17,8,2017,3
,Zomba 6,80060057,18,693,23.1,0.7792208,3.896104,10,20,14-Sep-15,07-Aug-17,8,2017,3
,Zomba 6,80060058,20,698,23.26667,0.8595989,4.297995,10,22,09-Sep-15,07-Aug-17,8,2017,3
,Zomba 6,80060059,26,611,20.36667,1.276596,6.382978,13,28,09-Aug-15,11-Apr-17,4,2017,3
,Zomba 6,80060060,28,623,20.76667,1.348315,6.741573,14,32,22dec2015,05-Sep-17,9,2017,3
,Zomba 6,80060061,24,618,20.6,1.165048,5.825243,12,26,14dec2015,23-Aug-17,8,2017,3
,Zomba 6,80060062,15,654,21.8,0.6880734,3.440367,9,17,04-Sep-15,19-Jun-17,6,2017,3
,Zomba 6,80060063,38,615,20.5,1.853659,9.268292,20,40,30dec2015,05-Sep-17,9,2017,3
,Zomba 6,80060064,10,385,12.83333,0.7792208,3.896104,7,14,17-Feb-16,08mar2017,3,2017,3
,Zomba 6,80060065,5,494,16.46667,0.3036437,1.518219,3,9,29-Feb-16,07-Jul-17,7,2017,3
,Zomba 6,80060066,26,545,18.16667,1.431193,7.155964,10,30,07-Jan-16,05-Jul-17,7,2017,3
,Zomba 6,80060067,13,537,17.9,0.726257,3.631285,5,16,04dec2015,24may2017,5,2017,3
,Zomba 6,80060068,33.5,673,22.43333,1.493314,7.466568,10,36,05oct2015,08-Aug-17,8,2017,3
,Zomba 6,80060069,2,68,2.266667,0.8823529,4.411765,2,4,25-Feb-16,03may2016,5,2016,3
,Zomba 6,80060070,21,501,16.7,1.257485,6.287425,7,25,08-Jan-16,23may2017,5,2017,3
,Zomba 6,80060071,6,482,16.06667,0.373444,1.86722,3,10,13-Jan-16,09may2017,5,2017,3
,Zomba 6,80060072,14.5,631,21.03333,0.689382,3.44691,6,18,05oct2015,27-Jun-17,6,2017,3
,Zomba 6,80060073,16,432,14.4,1.111111,5.555556,6,18,21mar2016,27may2017,5,2017,3
,Zomba 6,80060074,12,496,16.53333,0.7258065,3.629032,5,16,24-Feb-16,04-Jul-17,7,2017,3
,Zomba 6,80060075,14,484,16.13333,0.8677686,4.338843,5,18,10mar2016,07-Jul-17,7,2017,3
,Zomba 6,80060076,8,442,14.73333,0.5429864,2.714932,4,12,09dec2015,23-Feb-17,2,2017,3
,Zomba 6,80060077,10,394,13.13333,0.7614213,3.807106,4,14,23-Feb-16,23mar2017,3,2017,3
,Zomba 6,80060078,4,533,17.76667,0.2251407,1.125704,3,6,15-Feb-16,01-Aug-17,8,2017,3
,Zomba 6,80060079,12,521,17.36667,0.6909789,3.454895,5,18,29-Jan-16,03-Jul-17,7,2017,3
,Zomba 6,80060080,16,528,17.6,0.9090909,4.545455,7,22,22-Jan-16,03-Jul-17,7,2017,3
,Zomba 6,80060081,9,416,13.86667,0.6490384,3.245192,4,13,29-Feb-16,20-Apr-17,4,2017,3
,Zomba 6,80060082,2,169,5.633333,0.3550296,1.775148,2,6,04-Apr-16,20-Sep-16,9,2016,3
,Zomba 6,80060083,10,416,13.86667,0.7211539,3.605769,4,14,09-Feb-16,31mar2017,3,2017,3
,Zomba 6,80060084,6,437,14.56667,0.4118993,2.059497,3,10,09-Feb-16,21-Apr-17,4,2017,3
,Zomba 6,80060085,24,556,18.53333,1.294964,6.47482,8,28,15-Feb-16,24-Aug-17,8,2017,3
,Zomba 6,80060086,12,260,8.666667,1.384615,6.923077,6,16,25-Feb-16,11-Nov-16,11,2016,3
,Zomba 6,80060087,9.5,276,9.2,1.032609,5.163044,4,13,15-Nov-16,18-Aug-17,8,2017,3
,Zomba 6,80060088,17,296,9.866667,1.722973,8.614865,6,22,06-Sep-16,29-Jun-17,6,2017,3
,Zomba 6,80060090,16,532,17.73333,0.9022557,4.511278,6,20,15-Feb-16,31-Jul-17,7,2017,3
,Zomba 6,80060091,12,574,19.13333,0.6271777,3.135889,5,16,04dec2015,30-Jun-17,6,2017,3
,Zomba 6,80060092,10,509,16.96667,0.5893909,2.946955,4,14,05-Jan-16,28may2017,5,2017,3
,Zomba 6,80060093,18,574,19.13333,0.9407666,4.703833,8,22,25-Jan-16,21-Aug-17,8,2017,3
,Zomba 6,80060094,9,230,7.666667,1.173913,5.869565,6,17,03-Feb-16,20-Sep-16,9,2016,3
,Zomba 6,80060095,6.5,235,7.833333,0.8297872,4.148936,4,10,25-Jan-16,16-Sep-16,9,2016,3
,Zomba 6,80060096,12,451,15.03333,0.7982261,3.991131,5,16,09-Feb-16,05may2017,5,2017,3
,Zomba 6,80060097,30,533,17.76667,1.688555,8.442777,9,34,25-Jan-16,11-Jul-17,7,2017,3
,Zomba 6,80060098,6,441,14.7,0.4081633,2.040816,3,10,15-Apr-16,30-Jun-17,6,2017,3
,Zomba 6,80060099,16,557,18.56667,0.8617594,4.308797,5,20,21dec2015,30-Jun-17,6,2017,3
,Zomba 6,80060100,2,347,11.56667,0.1729107,0.8645533,2,4,25-Feb-16,06-Feb-17,2,2017,3
,Zomba 6,80060102,16,467,15.56667,1.027837,5.139186,6,18,21-Jan-16,02may2017,5,2017,3
,Zomba 6,80060103,16,563,18.76667,0.8525755,4.262877,6,21,08-Feb-16,24-Aug-17,8,2017,3
,Zomba 6,80060104,20,492,16.4,1.219512,6.097561,6,24,16mar2016,21-Jul-17,7,2017,3
,Zomba 6,80060105,13,547,18.23333,0.7129799,3.564899,5,19,17-Feb-16,17-Aug-17,8,2017,3
,Zomba 6,80060106,16,520,17.33333,0.9230769,4.615384,6,20,23mar2016,25-Aug-17,8,2017,3
,Zomba 6,80060107,20,288,9.6,2.083333,10.41667,4,20,04-Feb-16,18-Nov-16,11,2016,3
,Zomba 6,80060108,12,676,22.53333,0.5325444,2.662722,5,16,17-Sep-15,24-Jul-17,7,2017,3
,Zomba 6,80060109,12,593,19.76667,0.6070827,3.035413,6,16,13-Jan-16,28-Aug-17,8,2017,3
,Zomba 6,80060110,27,514,17.13333,1.575876,7.879377,8,31,19mar2016,15-Aug-17,8,2017,3
,Zomba 6,80060111,26,538,17.93333,1.449814,7.249071,10,32,16-Feb-16,17-Jul-17,7,2017,3
,Zomba 6,80060112,16,516,17.2,0.9302325,4.651163,9,26,09-Feb-16,28-Jun-17,6,2017,3
,Zomba 6,80060113,36,466,15.53333,2.317596,11.58798,15,38,14mar2016,22-Aug-17,8,2017,3
,Zomba 6,80060114,2,452,15.06667,0.1327434,0.6637168,2,6,22-Feb-16,19may2017,5,2017,3
,Zomba 6,80060115,8,505,16.83333,0.4752475,2.376237,4,12,15-Feb-16,04-Jul-17,7,2017,3
,Zomba 6,80060116,14,371,12.36667,1.132075,5.660377,5,18,19-Jul-16,25-Jul-17,7,2017,3
,Zomba 6,80060117,16,441,14.7,1.088435,5.442177,5,20,30may2016,14-Aug-17,8,2017,3
,Zomba 6,80060118,11.25,416,13.86667,0.8112981,4.05649,4,15,12-Apr-16,02-Jun-17,6,2017,3
,Zomba 6,80060119,32.5,699,23.3,1.39485,6.974249,10,35,29-Sep-15,28-Aug-17,8,2017,3
,Zomba 6,80060120,18,623,20.76667,0.8667737,4.333869,7,22,04-Sep-15,19may2017,5,2017,3
,Zomba 6,80060121,6,466,15.53333,0.3862661,1.93133,3,10,08-Feb-16,19may2017,5,2017,3
,Zomba 6,80060123,16,542,18.06667,0.8856088,4.428044,6,20,22-Jan-16,17-Jul-17,7,2017,3
,Zomba 6,80060124,12,400,13.33333,0.9,4.5,5,14,04-Apr-16,09may2017,5,2017,3
