id,program,cem301_attendees_total,cem009_country,month,year,country
,Vihiga,12,1,9,2013,1
,Vihiga,12,1,9,2013,1
,Vihiga,23,1,10,2013,1
,Vihiga,20,1,9,2013,1
,Vihiga,10,1,9,2013,1
,Vihiga,22,1,9,2013,1
,Vihiga,22,1,9,2013,1
,Vihiga,21,1,9,2013,1
,Vihiga,21,1,10,2013,1
,Vihiga,18,1,9,2013,1
,Vihiga,16,1,9,2013,1
,Vihiga,13,1,10,2013,1
,Vihiga,14,1,10,2013,1
,Vihiga,17,1,10,2013,1
,Vihiga,30,1,9,2013,1
,Vihiga,15,1,9,2013,1
,Vihiga,18,1,9,2013,1
,Vihiga,14,1,9,2013,1
,Vihiga,24,1,9,2013,1
,Vihiga,22,1,9,2013,1
,Vihiga,23,1,9,2013,1
,Vihiga,15,1,9,2013,1
,Vihiga,12,1,9,2013,1
,Vihiga,23,1,9,2013,1
,Vihiga,19,1,9,2013,1
,Vihiga,14,1,10,2013,1
,Vihiga,19,1,9,2013,1
,Vihiga,15,1,9,2013,1
,Vihiga,17,1,10,2013,1
,Vihiga,14,1,10,2013,1
,Vihiga,22,1,10,2013,1
,Vihiga,22,1,9,2013,1
,Vihiga,15,1,9,2013,1
,Vihiga,29,1,9,2013,1
,Vihiga,32,1,9,2013,1
,Vihiga,22,1,9,2013,1
,Vihiga,26,1,10,2013,1
,Vihiga,16,1,9,2013,1
,Vihiga,19,1,9,2013,1
,Vihiga,50,1,10,2013,1
,Vihiga,26,1,9,2013,1
,Vihiga,15,1,3,2014,1
,Vihiga,18,1,9,2013,1
,Vihiga,20,1,9,2013,1
,Vihiga,37,1,10,2013,1
,Vihiga,49,1,10,2013,1
,Vihiga,16,1,10,2013,1
,Vihiga,17,1,10,2013,1
,Vihiga,12,1,9,2013,1
,Vihiga,19,1,9,2013,1
,Vihiga,31,1,9,2013,1
,Vihiga,13,1,10,2013,1
,Vihiga,21,1,9,2013,1
,Vihiga,35,1,9,2013,1
,Vihiga,17,1,10,2013,1
,Vihiga,17,1,10,2013,1
,Vihiga,25,1,10,2013,1
,Vihiga,16,1,10,2013,1
,Vihiga,32,1,10,2013,1
,Vihiga,15,1,10,2013,1
,Vihiga,25,1,10,2013,1
,Vihiga,24,1,10,2013,1
,Vihiga,20,1,10,2013,1
,Vihiga,21,1,10,2013,1
,Vihiga,12,1,10,2013,1
,Vihiga,13,1,10,2013,1
,Vihiga,27,1,10,2013,1
,Vihiga,25,1,9,2013,1
,Vihiga,27,1,10,2013,1
,Vihiga,38,1,10,2013,1
,Vihiga,20,1,8,2013,1
,Vihiga,13,1,8,2013,1
,Vihiga,20,1,8,2013,1
,Vihiga,33,1,8,2013,1
,Vihiga,23,1,8,2013,1
,Vihiga,21,1,8,2013,1
,Vihiga,18,1,8,2013,1
,Vihiga,29,1,8,2013,1
,Vihiga,18,1,8,2013,1
,Vihiga,15,1,8,2013,1
,Vihiga,27,1,8,2013,1
,Vihiga,26,1,8,2013,1
,Vihiga,23,1,8,2013,1
,Vihiga,16,1,8,2013,1
,Vihiga,22,1,8,2013,1
,Vihiga,31,1,8,2013,1
,Vihiga,23,1,8,2013,1
,Vihiga,26,1,8,2013,1
,Vihiga,15,1,8,2013,1
,Vihiga,11,1,8,2013,1
,Vihiga,17,1,8,2013,1
,Vihiga,24,1,8,2013,1
,Vihiga,20,1,8,2013,1
,Vihiga,28,1,8,2013,1
,Vihiga,28,1,8,2013,1
,Vihiga,26,1,8,2013,1
,Vihiga,42,1,8,2013,1
,Vihiga,24,1,8,2013,1
,Vihiga,26,1,8,2013,1
,Vihiga,20,1,8,2013,1
,Vihiga,39,1,8,2013,1
,Vihiga,29,1,8,2013,1
,Vihiga,25,1,8,2013,1
,Vihiga,44,1,8,2013,1
,Vihiga,25,1,8,2013,1
,Vihiga,24,1,8,2013,1
,Vihiga,25,1,8,2013,1
,Vihiga,27,1,8,2013,1
,Vihiga,25,1,8,2013,1
,Vihiga,22,1,8,2013,1
,Vihiga,26,1,8,2013,1
,Vihiga,26,1,8,2013,1
,Vihiga,26,1,8,2013,1
,Vihiga,35,1,8,2013,1
,Vihiga,18,1,8,2013,1
,Vihiga,11,1,8,2013,1
,Vihiga,22,1,8,2013,1
,Vihiga,25,1,8,2013,1
,Vihiga,14,1,8,2013,1
,Vihiga,47,1,8,2013,1
,Vihiga,36,1,8,2013,1
,Vihiga,42,1,8,2013,1
,Vihiga,40,1,8,2013,1
,Vihiga,46,1,8,2013,1
,Vihiga,23,1,10,2013,1
,Vihiga,36,1,8,2013,1
,Vihiga,30,1,8,2013,1
,Vihiga,22,1,8,2013,1
,Vihiga,21,1,8,2013,1
,Vihiga,36,1,8,2013,1
,Vihiga,37,1,8,2013,1
,Vihiga,29,1,8,2013,1
,Vihiga,34,1,8,2013,1
,Vihiga,20,1,8,2013,1
,Vihiga,25,1,8,2013,1
,Vihiga,27,1,8,2013,1
,Vihiga,18,1,8,2013,1
,Vihiga,16,1,9,2013,1
,Vihiga,22,1,9,2013,1
,Vihiga,21,1,9,2013,1
,Vihiga,20,1,9,2013,1
,Vihiga,22,1,9,2013,1
,Vihiga,12,1,10,2013,1
,Vihiga,15,1,10,2013,1
,Vihiga,13,1,10,2013,1
,Vihiga,14,1,10,2013,1
,Vihiga,12,1,10,2013,1
,Vihiga,32,1,10,2013,1
,Vihiga,13,1,10,2013,1
,Vihiga,21,1,10,2013,1
,Vihiga,13,1,10,2013,1
,Vihiga,17,1,10,2013,1
,Vihiga,17,1,10,2013,1
,Vihiga,17,1,10,2013,1
,Vihiga,12,1,10,2013,1
,Vihiga,12,1,10,2013,1
,Vihiga,34,1,10,2013,1
,Vihiga,17,1,9,2013,1
,Vihiga,22,1,9,2013,1
,Vihiga,16,1,10,2013,1
,Vihiga,27,1,10,2013,1
,Vihiga,38,1,10,2013,1
,Vihiga,13,1,10,2013,1
,Vihiga,15,1,10,2013,1
,Vihiga,17,1,9,2013,1
,Vihiga,12,1,9,2013,1
,Vihiga,26,1,9,2013,1
,Vihiga,16,1,9,2013,1
,Vihiga,17,1,9,2013,1
,Vihiga,12,1,9,2013,1
,Vihiga,25,1,10,2013,1
,Vihiga,22,1,10,2013,1
,Vihiga,14,1,10,2013,1
,Vihiga,24,1,10,2013,1
,Vihiga,16,1,8,2013,1
,Vihiga,14,1,9,2013,1
,Vihiga,15,1,9,2013,1
,Vihiga,12,1,9,2013,1
,Vihiga,14,1,10,2013,1
,Vihiga,16,1,10,2013,1
,Vihiga,20,1,10,2013,1
,Vihiga,23,1,9,2013,1
,Vihiga,32,1,10,2013,1
,Vihiga,14,1,10,2013,1
,Vihiga,21,1,10,2013,1
,Vihiga,14,1,10,2013,1
,Vihiga,20,1,10,2013,1
,Vihiga,22,1,10,2013,1
,Vihiga,47,1,8,2013,1
,Vihiga,12,1,10,2013,1
,Vihiga,10,1,10,2013,1
,Vihiga,16,1,10,2013,1
,Vihiga,13,1,10,2013,1
,Vihiga,24,1,10,2013,1
,Vihiga,12,1,10,2013,1
,Vihiga,17,1,10,2013,1
,Vihiga,17,1,9,2013,1
,Vihiga,33,1,10,2013,1
,Vihiga,13,1,10,2013,1
,Vihiga,18,1,9,2013,1
,Vihiga,11,1,9,2013,1
,Vihiga,20,1,10,2013,1
,Vihiga,31,1,10,2013,1
,Vihiga,15,1,10,2013,1
,Vihiga,18,1,10,2013,1
,Vihiga,40,1,10,2013,1
,Vihiga,14,1,10,2013,1
,Vihiga,47,1,10,2013,1
,Vihiga,19,1,10,2013,1
,Vihiga,24,1,10,2013,1
,Vihiga,27,1,10,2013,1
,Vihiga,18,1,10,2013,1
,Vihiga,23,1,10,2013,1
,Vihiga,19,1,10,2013,1
,Vihiga,14,1,10,2013,1
,Vihiga,12,1,10,2013,1
,Vihiga,25,1,10,2013,1
,Vihiga,24,1,10,2013,1
,Vihiga,14,1,10,2013,1
,Vihiga,15,1,10,2013,1
,Vihiga,13,1,10,2013,1
,Vihiga,24,1,10,2013,1
,Vihiga,25,1,10,2013,1
,Vihiga,460,1,10,2013,1
,Vihiga,15,1,10,2013,1
,Vihiga,19,1,10,2013,1
,Vihiga,20,1,10,2013,1
,Vihiga,13,1,10,2013,1
,Vihiga,15,1,11,2013,1
,Vihiga,13,1,11,2013,1
,Vihiga,21,1,11,2013,1
,Vihiga,14,1,11,2013,1
,Vihiga,14,1,11,2013,1
,Vihiga,18,1,11,2013,1
,Vihiga,23,1,11,2013,1
,Vihiga,17,1,11,2013,1
,Vihiga,16,1,11,2013,1
,Vihiga,17,1,11,2013,1
,Vihiga,21,1,11,2013,1
,Vihiga,12,1,11,2013,1
,Vihiga,20,1,11,2013,1
,Vihiga,18,1,11,2013,1
,Vihiga,18,1,11,2013,1
,Vihiga,20,1,11,2013,1
,Vihiga,20,1,11,2013,1
,Vihiga,12,1,11,2013,1
,Vihiga,13,1,11,2013,1
,Vihiga,21,1,11,2013,1
,Vihiga,12,1,11,2013,1
,Vihiga,18,1,11,2013,1
,Vihiga,24,1,11,2013,1
,Vihiga,31,1,11,2013,1
,Vihiga,12,1,11,2013,1
,Vihiga,12,1,11,2013,1
,Vihiga,10,1,11,2013,1
,Vihiga,19,1,11,2013,1
,Vihiga,15,1,11,2013,1
,Vihiga,12,1,11,2013,1
,Vihiga,24,1,11,2013,1
,Vihiga,15,1,11,2013,1
,Vihiga,16,1,11,2013,1
,Vihiga,26,1,11,2013,1
,Vihiga,26,1,11,2013,1
,Vihiga,34,1,11,2013,1
,Vihiga,16,1,11,2013,1
,Vihiga,13,1,11,2013,1
,Vihiga,16,1,11,2013,1
,Vihiga,20,1,11,2013,1
,Vihiga,23,1,11,2013,1
,Vihiga,14,1,11,2013,1
,Vihiga,20,1,11,2013,1
,Vihiga,16,1,11,2013,1
,Vihiga,20,1,11,2013,1
,Vihiga,19,1,11,2013,1
,Vihiga,12,1,11,2013,1
,Vihiga,23,1,11,2013,1
,Vihiga,17,1,11,2013,1
,Siaya,16,1,11,2013,1
,Siaya,20,1,11,2013,1
,Siaya,31,1,11,2013,1
,Siaya,23,1,10,2013,1
,Siaya,20,1,10,2013,1
,Siaya,17,1,10,2013,1
,Siaya,17,1,10,2013,1
,Siaya,21,1,10,2013,1
,Siaya,25,1,10,2013,1
,Siaya,16,1,10,2013,1
,Siaya,19,1,10,2013,1
,Siaya,55,1,10,2013,1
,Siaya,83,1,10,2013,1
,Siaya,19,1,10,2013,1
,Siaya,28,1,10,2013,1
,Siaya,33,1,11,2013,1
,Siaya,18,1,10,2013,1
,Siaya,30,1,10,2013,1
,Siaya,13,1,10,2013,1
,Siaya,49,1,10,2013,1
,Siaya,40,1,10,2013,1
,Siaya,20,1,10,2013,1
,Siaya,27,1,10,2013,1
,Siaya,15,1,10,2013,1
,Siaya,22,1,10,2013,1
,Siaya,30,1,10,2013,1
,Siaya,17,1,10,2013,1
,Siaya,12,1,11,2013,1
,Siaya,12,1,11,2013,1
,Siaya,12,1,11,2013,1
,Siaya,13,1,11,2013,1
,Siaya,30,1,11,2013,1
,Siaya,34,1,11,2013,1
,Siaya,18,1,11,2013,1
,Siaya,19,1,11,2013,1
,Siaya,27,1,11,2013,1
,Siaya,17,1,11,2013,1
,Siaya,24,1,11,2013,1
,Siaya,18,1,11,2013,1
,Siaya,28,1,12,2013,1
,Siaya,22,1,11,2013,1
,Siaya,14,1,11,2013,1
,Siaya,22,1,12,2013,1
,Siaya,15,1,11,2013,1
,Siaya,14,1,11,2013,1
,Siaya,14,1,11,2013,1
,Siaya,18,1,11,2013,1
,Siaya,20,1,11,2013,1
,Siaya,22,1,11,2013,1
,Siaya,22,1,11,2013,1
,Siaya,28,1,11,2013,1
,Siaya,44,1,11,2013,1
,Siaya,44,1,11,2013,1
,Siaya,18,1,11,2013,1
,Siaya,17,1,11,2013,1
,Siaya,15,1,11,2013,1
,Siaya,17,1,11,2013,1
,Siaya,22,1,11,2013,1
,Siaya,16,1,11,2013,1
,Siaya,17,1,11,2013,1
,Siaya,30,1,11,2013,1
,Siaya,25,1,11,2013,1
,Siaya,45,1,11,2013,1
,Siaya,45,1,11,2013,1
,Siaya,29,1,11,2013,1
,Siaya,21,1,12,2013,1
,Siaya,13,1,12,2013,1
,Siaya,35,1,11,2013,1
,Siaya,39,1,11,2013,1
,Siaya,21,1,12,2013,1
,Siaya,23,1,11,2013,1
,Siaya,16,1,11,2013,1
,Siaya,15,1,11,2013,1
,Siaya,43,1,11,2013,1
,Siaya,27,1,11,2013,1
,Siaya,25,1,11,2013,1
,Siaya,17,1,11,2013,1
,Siaya,20,1,12,2013,1
,Siaya,23,1,11,2013,1
,Siaya,16,1,12,2013,1
,Siaya,15,1,11,2013,1
,Siaya,45,1,11,2013,1
,Siaya,24,1,11,2013,1
,Siaya,32,1,11,2013,1
,Siaya,20,1,11,2013,1
,Siaya,15,1,12,2013,1
,Siaya,15,1,11,2013,1
,Siaya,34,1,11,2013,1
,Siaya,23,1,11,2013,1
,Siaya,20,1,11,2013,1
,Siaya,18,1,11,2013,1
,Siaya,36,1,11,2013,1
,Siaya,40,1,11,2013,1
,Siaya,19,1,12,2013,1
,Siaya,31,1,11,2013,1
,Siaya,27,1,11,2013,1
,Siaya,33,1,11,2013,1
,Siaya,16,1,11,2013,1
,Siaya,23,1,11,2013,1
,Siaya,25,1,11,2013,1
,Siaya,21,1,11,2013,1
,Siaya,19,1,11,2013,1
,Siaya,23,1,11,2013,1
,Siaya,19,1,11,2013,1
,Siaya,25,1,11,2013,1
,Siaya,14,1,11,2013,1
,Siaya,18,1,11,2013,1
,Siaya,15,1,11,2013,1
,Siaya,23,1,12,2013,1
,Siaya,17,1,12,2013,1
,Siaya,17,1,11,2013,1
,Siaya,20,1,11,2013,1
,Siaya,25,1,11,2013,1
,Siaya,15,1,11,2013,1
,Siaya,27,1,11,2013,1
,Siaya,25,1,11,2013,1
,Siaya,19,1,11,2013,1
,Siaya,21,1,11,2013,1
,Siaya,13,1,11,2013,1
,Siaya,20,1,11,2013,1
,Siaya,21,1,11,2013,1
,Siaya,12,1,11,2013,1
,Siaya,13,1,11,2013,1
,Siaya,15,1,11,2013,1
,Siaya,23,1,11,2013,1
,Siaya,35,1,11,2013,1
,Siaya,39,1,11,2013,1
,Siaya,74,1,11,2013,1
,Siaya,49,1,11,2013,1
,Siaya,27,1,11,2013,1
,Siaya,28,1,11,2013,1
,Siaya,27,1,11,2013,1
,Siaya,41,1,11,2013,1
,Siaya,20,1,11,2013,1
,Siaya,22,1,11,2013,1
,Siaya,19,1,11,2013,1
,Siaya,22,1,11,2013,1
,Siaya,21,1,11,2013,1
,Siaya,9,1,11,2013,1
,Siaya,67,1,11,2013,1
,Siaya,38,1,11,2013,1
,Siaya,20,1,12,2013,1
,Siaya,19,1,11,2013,1
,Siaya,22,1,11,2013,1
,Siaya,13,1,11,2013,1
,Siaya,24,1,12,2013,1
,Siaya,20,1,11,2013,1
,Siaya,14,1,11,2013,1
,Siaya,18,1,11,2013,1
,Siaya,14,1,11,2013,1
,Siaya,18,1,12,2013,1
,Siaya,13,1,12,2013,1
,Siaya,31,1,11,2013,1
,Siaya,27,1,11,2013,1
,Siaya,25,1,11,2013,1
,Siaya,22,1,11,2013,1
,Siaya,14,1,11,2013,1
,Siaya,9,1,12,2013,1
,Siaya,16,1,11,2013,1
,Siaya,16,1,11,2013,1
,Siaya,24,1,11,2013,1
,Siaya,9,1,11,2013,1
,Siaya,15,1,11,2013,1
,Siaya,22,1,11,2013,1
,Siaya,16,1,11,2013,1
,Siaya,20,1,11,2013,1
,Siaya,54,1,11,2013,1
,Siaya,67,1,11,2013,1
,Siaya,11,1,11,2013,1
,Siaya,14,1,12,2013,1
,Siaya,11,1,11,2013,1
,Siaya,25,1,12,2013,1
,Siaya,12,1,12,2013,1
,Siaya,13,1,12,2013,1
,Siaya,32,1,12,2013,1
,Siaya,28,1,12,2013,1
,Siaya,19,1,11,2013,1
,Siaya,13,1,11,2013,1
,Siaya,12,1,11,2013,1
,Siaya,14,1,11,2013,1
,Siaya,28,1,11,2013,1
,Siaya,13,1,11,2013,1
,Siaya,34,1,11,2013,1
,Siaya,47,1,12,2013,1
,Siaya,15,1,11,2013,1
,Siaya,16,1,11,2013,1
,Siaya,33,1,11,2013,1
,Siaya,22,1,11,2013,1
,Siaya,15,1,11,2013,1
,Siaya,13,1,11,2013,1
,Siaya,15,1,11,2013,1
,Siaya,19,1,11,2013,1
,Siaya,13,1,11,2013,1
,Siaya,15,1,11,2013,1
,Siaya,20,1,10,2013,1
,Siaya,14,1,11,2013,1
,Siaya,20,1,12,2013,1
,Siaya,17,1,11,2013,1
,Siaya,22,1,11,2013,1
,Siaya,20,1,11,2013,1
,Siaya,20,1,11,2013,1
,Siaya,16,1,11,2013,1
,Siaya,15,1,11,2013,1
,Siaya,13,1,10,2013,1
,Siaya,43,1,11,2013,1
,Siaya,31,1,12,2013,1
,Siaya,16,1,12,2013,1
,Siaya,16,1,11,2013,1
,Siaya,16,1,11,2013,1
,Siaya,49,1,11,2013,1
,Siaya,30,1,11,2013,1
,Siaya,16,1,11,2013,1
,Siaya,24,1,11,2013,1
,Siaya,20,1,11,2013,1
,Siaya,14,1,11,2013,1
,Siaya,20,1,12,2013,1
,Siaya,27,1,11,2013,1
,Siaya,33,1,12,2013,1
,Siaya,18,1,11,2013,1
,Siaya,23,1,11,2013,1
,Siaya,25,1,12,2013,1
,Siaya,20,1,11,2013,1
,Siaya,17,1,11,2013,1
,Siaya,15,1,11,2013,1
,Siaya,13,1,11,2013,1
,Siaya,17,1,11,2013,1
,Siaya,24,1,11,2013,1
,Siaya,55,1,11,2013,1
,Siaya,26,1,11,2013,1
,Siaya,17,1,11,2013,1
,Siaya,20,1,11,2013,1
,Siaya,17,1,11,2013,1
,Siaya,17,1,11,2013,1
,Siaya,91,1,11,2013,1
,Siaya,23,1,11,2013,1
,Siaya,43,1,11,2013,1
,Siaya,84,1,11,2013,1
,Siaya,22,1,11,2013,1
,Siaya,18,1,11,2013,1
,Siaya,40,1,11,2013,1
,Siaya,16,1,11,2013,1
,Siaya,32,1,11,2013,1
,Siaya,19,1,11,2013,1
,Siaya,28,1,11,2013,1
,Siaya,22,1,11,2013,1
,Siaya,26,1,11,2013,1
,Siaya,21,1,11,2013,1
,Siaya,28,1,11,2013,1
,Siaya,15,1,11,2013,1
,Siaya,20,1,12,2013,1
,Siaya,22,1,11,2013,1
,Siaya,25,1,11,2013,1
,Siaya,34,1,11,2013,1
,Siaya,23,1,11,2013,1
,Siaya,20,1,11,2013,1
,Siaya,12,1,11,2013,1
,Siaya,16,1,11,2013,1
,Siaya,30,1,11,2013,1
,Siaya,19,1,11,2013,1
,Siaya,23,1,11,2013,1
,Siaya,17,1,11,2013,1
,Siaya,18,1,11,2013,1
,Siaya,16,1,11,2013,1
,Siaya,16,1,11,2013,1
,Siaya,98,1,11,2013,1
,Siaya,85,1,11,2013,1
,Siaya,48,1,11,2013,1
,Siaya,30,1,11,2013,1
,Siaya,31,1,11,2013,1
,Siaya,43,1,10,2013,1
,Siaya,28,1,10,2013,1
,Siaya,14,1,11,2013,1
,Siaya,20,1,11,2013,1
,Siaya,20,1,11,2013,1
,Siaya,18,1,11,2013,1
,Siaya,17,1,11,2013,1
,Siaya,16,1,11,2013,1
,Siaya,15,1,11,2013,1
,Siaya,20,1,11,2013,1
,Siaya,14,1,11,2013,1
,Siaya,35,1,11,2013,1
,Siaya,16,1,11,2013,1
,Siaya,23,1,11,2013,1
,Siaya,28,1,11,2013,1
,Siaya,14,1,11,2013,1
,Siaya,14,1,11,2013,1
,Siaya,29,1,11,2013,1
,Siaya,27,1,11,2013,1
,Siaya,26,1,11,2013,1
,Siaya,31,1,11,2013,1
,Siaya,16,1,11,2013,1
,Siaya,18,1,11,2013,1
,Siaya,25,1,11,2013,1
,Siaya,28,1,11,2013,1
,Siaya,24,1,11,2013,1
,Siaya,22,1,11,2013,1
,Siaya,47,1,11,2013,1
,Siaya,26,1,11,2013,1
,Siaya,24,1,11,2013,1
,Siaya,23,1,11,2013,1
,Siaya,26,1,11,2013,1
,Siaya,21,1,12,2013,1
,Siaya,15,1,11,2013,1
,Siaya,45,1,11,2013,1
,Siaya,40,1,11,2013,1
,Siaya,30,1,11,2013,1
,Siaya,28,1,11,2013,1
,Siaya,15,1,11,2013,1
,Siaya,22,1,11,2013,1
,Siaya,28,1,11,2013,1
,Siaya,28,1,11,2013,1
,Siaya,20,1,11,2013,1
,Siaya,15,1,11,2013,1
,Siaya,42,1,11,2013,1
,Siaya,28,1,12,2013,1
,Siaya,21,1,12,2013,1
,Siaya,26,1,11,2013,1
,Siaya,17,1,11,2013,1
,Siaya,20,1,11,2013,1
,Siaya,39,1,11,2013,1
,Siaya,34,1,11,2013,1
,Siaya,15,1,11,2013,1
,Siaya,13,1,11,2013,1
,Siaya,23,1,10,2013,1
,Siaya,16,1,10,2013,1
,Siaya,19,1,10,2013,1
,Siaya,19,1,10,2013,1
,Siaya,21,1,10,2013,1
,Siaya,24,1,11,2013,1
,Siaya,23,1,11,2013,1
,Siaya,12,1,11,2013,1
,Siaya,29,1,10,2013,1
,Siaya,21,1,11,2013,1
,Siaya,20,1,10,2013,1
,Siaya,20,1,10,2013,1
,Siaya,23,1,10,2013,1
,Siaya,21,1,10,2013,1
,Siaya,28,1,10,2013,1
,Siaya,18,1,10,2013,1
,Siaya,13,1,10,2013,1
,Siaya,30,1,10,2013,1
,Siaya,31,1,11,2013,1
,Siaya,25,1,10,2013,1
,Siaya,15,1,12,2013,1
,Siaya,12,1,11,2013,1
,Siaya,13,1,11,2013,1
,Siaya,18,1,11,2013,1
,Siaya,26,1,11,2013,1
,Siaya,13,1,11,2013,1
,Siaya,15,1,11,2013,1
,Siaya,18,1,11,2013,1
,Siaya,12,1,11,2013,1
,Siaya,19,1,11,2013,1
,Siaya,17,1,11,2013,1
,Siaya,13,1,11,2013,1
,Siaya,36,1,11,2013,1
,Siaya,37,1,11,2013,1
,Siaya,38,1,11,2013,1
,Siaya,16,1,11,2013,1
,Siaya,13,1,10,2013,1
,Siaya,31,1,10,2013,1
,Siaya,26,1,10,2013,1
,Siaya,28,1,10,2013,1
,Siaya,20,1,11,2013,1
,Siaya,15,1,10,2013,1
,Siaya,50,1,10,2013,1
,Siaya,28,1,10,2013,1
,Siaya,26,1,10,2013,1
,Siaya,21,1,10,2013,1
,Siaya,26,1,10,2013,1
,Siaya,24,1,10,2013,1
,Siaya,22,1,10,2013,1
,Siaya,51,1,10,2013,1
,Siaya,30,1,10,2013,1
,Siaya,36,1,10,2013,1
,Siaya,28,1,11,2013,1
,Siaya,20,1,11,2013,1
,Siaya,28,1,10,2013,1
,Siaya,15,1,10,2013,1
,Siaya,14,1,10,2013,1
,Siaya,21,1,10,2013,1
,Siaya,14,1,11,2013,1
,Siaya,12,1,10,2013,1
,Siaya,14,1,10,2013,1
,Siaya,14,1,10,2013,1
,Siaya,23,1,10,2013,1
,Siaya,16,1,10,2013,1
,Siaya,16,1,10,2013,1
,Siaya,17,1,10,2013,1
,Siaya,41,1,10,2013,1
,Siaya,15,1,10,2013,1
,Siaya,16,1,10,2013,1
,Siaya,10,1,10,2013,1
,Siaya,23,1,10,2013,1
,Siaya,14,1,10,2013,1
,Siaya,15,1,10,2013,1
,Siaya,16,1,10,2013,1
,Siaya,24,1,12,2013,1
,Siaya,13,1,10,2013,1
,Siaya,11,1,10,2013,1
,Siaya,18,1,10,2013,1
,Siaya,14,1,10,2013,1
,Siaya,14,1,10,2013,1
,Siaya,18,1,10,2013,1
,Siaya,16,1,10,2013,1
,Siaya,10,1,10,2013,1
,Siaya,20,1,10,2013,1
,Siaya,17,1,10,2013,1
,Siaya,16,1,10,2013,1
,Siaya,14,1,10,2013,1
,Siaya,13,1,10,2013,1
,Siaya,49,1,10,2013,1
,Siaya,13,1,10,2013,1
,Siaya,15,1,10,2013,1
,Siaya,63,1,10,2013,1
,Siaya,20,1,10,2013,1
,Siaya,15,1,10,2013,1
,Siaya,12,1,10,2013,1
,Siaya,16,1,10,2013,1
,Siaya,20,1,10,2013,1
,Siaya,15,1,10,2013,1
,Siaya,16,1,10,2013,1
,Siaya,30,1,10,2013,1
,Siaya,12,1,10,2013,1
,Siaya,13,1,11,2013,1
,Siaya,26,1,11,2013,1
,Siaya,17,1,10,2013,1
,Siaya,17,1,10,2013,1
,Siaya,35,1,10,2013,1
,Siaya,11,1,11,2013,1
,Siaya,24,1,10,2013,1
,Siaya,11,1,10,2013,1
,Siaya,16,1,11,2013,1
,Siaya,15,1,10,2013,1
,Siaya,20,1,10,2013,1
,Siaya,17,1,10,2013,1
,Siaya,16,1,10,2013,1
,Siaya,25,1,10,2013,1
,Siaya,35,1,10,2013,1
,Siaya,16,1,10,2013,1
,Siaya,17,1,10,2013,1
,Siaya,25,1,11,2013,1
,Siaya,18,1,11,2013,1
,Siaya,22,1,10,2013,1
,Siaya,12,1,11,2013,1
,Siaya,18,1,10,2013,1
,Siaya,13,1,10,2013,1
,Siaya,20,1,11,2013,1
,Siaya,12,1,10,2013,1
,Siaya,20,1,11,2013,1
,Siaya,17,1,10,2013,1
,Siaya,19,1,11,2013,1
,Siaya,30,1,11,2013,1
,Siaya,17,1,10,2013,1
,Siaya,15,1,10,2013,1
,Siaya,16,1,11,2013,1
,Siaya,15,1,10,2013,1
,Siaya,22,1,10,2013,1
,Siaya,12,1,10,2013,1
,Siaya,12,1,10,2013,1
,Siaya,13,1,10,2013,1
,Siaya,30,1,10,2013,1
,Siaya,15,1,10,2013,1
,Siaya,15,1,10,2013,1
,Siaya,18,1,10,2013,1
,Siaya,20,1,11,2013,1
,Siaya,17,1,10,2013,1
,Siaya,22,1,10,2013,1
,Siaya,22,1,11,2013,1
,Siaya,31,1,11,2013,1
,Siaya,15,1,11,2013,1
,Siaya,11,1,11,2013,1
,Siaya,17,1,11,2013,1
,Siaya,16,1,11,2013,1
,Siaya,30,1,11,2013,1
,Siaya,21,1,11,2013,1
,Siaya,25,1,11,2013,1
,Siaya,20,1,11,2013,1
,Siaya,17,1,11,2013,1
,Siaya,13,1,11,2013,1
,Siaya,21,1,11,2013,1
,Siaya,25,1,11,2013,1
,Siaya,26,1,11,2013,1
,Siaya,15,1,11,2013,1
,Siaya,17,1,11,2013,1
,Siaya,15,1,11,2013,1
,Siaya,26,1,11,2013,1
,Siaya,40,1,11,2013,1
,Siaya,20,1,11,2013,1
,Siaya,17,1,11,2013,1
,Siaya,20,1,11,2013,1
,Siaya,14,1,11,2013,1
,Siaya,10,1,11,2013,1
,Siaya,29,1,11,2013,1
,Siaya,24,1,11,2013,1
,Siaya,18,1,11,2013,1
,Siaya,27,1,11,2013,1
,Siaya,26,1,11,2013,1
,Siaya,13,1,11,2013,1
,Siaya,16,1,11,2013,1
,Siaya,20,1,11,2013,1
,Siaya,20,1,11,2013,1
,Siaya,16,1,11,2013,1
,Siaya,15,1,11,2013,1
,Siaya,13,1,11,2013,1
,Siaya,30,1,11,2013,1
,Siaya,29,1,11,2013,1
,Siaya,16,1,11,2013,1
,Siaya,21,1,10,2013,1
,Siaya,13,1,10,2013,1
,Siaya,32,1,11,2013,1
,Siaya,16,1,11,2013,1
,Siaya,15,1,11,2013,1
,Siaya,39,1,11,2013,1
,Siaya,16,1,11,2013,1
,Siaya,19,1,11,2013,1
,Siaya,25,1,11,2013,1
,Siaya,33,1,11,2013,1
,Siaya,24,1,11,2013,1
,Siaya,12,1,11,2013,1
,Siaya,24,1,11,2013,1
,Siaya,23,1,11,2013,1
,Siaya,20,1,11,2013,1
,Siaya,13,1,11,2013,1
,Siaya,26,1,11,2013,1
,Siaya,15,1,11,2013,1
,Siaya,21,1,11,2013,1
,Siaya,13,1,11,2013,1
