ID,vcs201_attendees_total,vcs011_prgrm,month,year,country
,22,MBL,10,2014,2
,26,MBL,10,2014,2
,37,MBL,10,2014,2
,30,MBL,10,2014,2
,38,MBL,10,2014,2
,49,MBL,10,2014,2
,30,MBL,10,2014,2
,29,MBL,10,2014,2
,48,MBL,10,2014,2
,32,MBL,10,2014,2
,50,MBL,10,2014,2
,42,MBL,10,2014,2
,28,MBL,10,2014,2
,32,MBL,10,2014,2
,27,MBL,10,2014,2
,25,MBL,10,2014,2
,24,MBL,10,2014,2
,23,MBL,10,2014,2
,40,MBL,10,2014,2
,33,MBL,10,2014,2
,25,MBL,10,2014,2
,36,MBL,10,2014,2
,30,MBL,10,2014,2
,44,MBL,10,2014,2
,34,MBL,10,2014,2
,40,MBL,10,2014,2
,61,MBL,10,2014,2
,32,SRK,10,2014,2
,26,MBL,10,2014,2
,66,SRK,10,2014,2
,44,SRK,10,2014,2
,49,MBL,10,2014,2
,41,SRK,10,2014,2
,45,MBL,10,2014,2
,54,SRK,10,2014,2
,34,SRK,10,2014,2
,78,MBL,10,2014,2
,53,MBL,10,2014,2
,42,MBL,10,2014,2
,30,MBL,10,2014,2
,47,MBL,10,2014,2
,25,MBL,10,2014,2
,16,MBL,10,2014,2
,17,MBL,10,2014,2
,34,MBL,10,2014,2
,21,MBL,10,2014,2
,38,MBL,10,2014,2
,28,MBL,10,2014,2
,24,MBL,10,2014,2
,12,MBL,10,2014,2
,26,MBL,10,2014,2
,58,MBL,10,2014,2
,65,MBL,10,2014,2
,38,MBL,10,2014,2
,49,MBL,10,2014,2
,25,MBL,10,2014,2
,23,MBL,10,2014,2
,35,MBL,10,2014,2
,50,MBL,10,2014,2
,30,MBL,10,2014,2
,36,MBL,10,2014,2
,49,MBL,10,2014,2
,26,MBL,10,2014,2
,27,MBL,10,2014,2
,29,MBL,10,2014,2
,43,MBL,10,2014,2
,32,MBL,10,2014,2
,32,MBL,10,2014,2
,37,MBL,10,2014,2
,35,MBL,10,2014,2
,39,MBL,10,2014,2
,53,MBL,10,2014,2
,67,MBL,10,2014,2
,58,MBL,10,2014,2
,19,MBL,10,2014,2
,56,MBL,10,2014,2
,22,MBL,10,2014,2
,40,MBL,10,2014,2
,31,MBL,10,2014,2
,30,MBL,10,2014,2
,62,MBL,10,2014,2
,26,MBL,10,2014,2
,60,MBL,10,2014,2
,46,MBL,10,2014,2
,36,MBL,10,2014,2
,49,MBL,10,2014,2
,63,MBL,10,2014,2
,77,MBL,10,2014,2
,26,MBL,10,2014,2
,43,MBL,10,2014,2
,29,MBL,10,2014,2
,39,MBL,10,2014,2
,32,MBL,10,2014,2
,42,MBL,10,2014,2
,35,MBL,10,2014,2
,34,MBL,10,2014,2
,45,MBL,10,2014,2
,53,MBL,10,2014,2
,54,MBL,10,2014,2
,63,MBL,10,2014,2
,58,MBL,10,2014,2
,51,MBL,10,2014,2
,29,MBL,10,2014,2
,54,MBL,10,2014,2
,40,MBL,10,2014,2
,26,MBL,10,2014,2
,43,MBL,10,2014,2
,46,MBL,10,2014,2
,50,MBL,10,2014,2
,36,MBL,10,2014,2
,33,MBL,10,2014,2
,37,MBL,10,2014,2
,30,MBL,10,2014,2
,60,MBL,10,2014,2
,62,MBL,10,2014,2
,54,MBL,10,2014,2
,25,MBL,10,2014,2
,44,MBL,10,2014,2
,29,MBL,10,2014,2
,86,MBL,10,2014,2
,28,MBL,10,2014,2
,38,MBL,10,2014,2
,30,MBL,10,2014,2
,35,MBL,10,2014,2
,32,MBL,10,2014,2
,76,MBL,10,2014,2
,48,MBL,10,2014,2
,36,MBL,10,2014,2
,42,MBL,10,2014,2
,41,MBL,10,2014,2
,24,MBL,10,2014,2
,31,MBL,10,2014,2
,18,MBL,10,2014,2
,31,MBL,10,2014,2
,59,MBL,10,2014,2
,52,MBL,10,2014,2
,50,MBL,10,2014,2
,32,MBL,10,2014,2
,26,MBL,10,2014,2
,31,MBL,10,2014,2
,43,MBL,10,2014,2
,31,MBL,10,2014,2
,26,MBL,10,2014,2
,40,MBL,10,2014,2
,73,MBL,10,2014,2
,64,MBL,10,2014,2
,38,MBL,10,2014,2
,43,MBL,10,2014,2
,50,MBL,10,2014,2
,64,MBL,10,2014,2
,45,MBL,10,2014,2
,33,MBL,10,2014,2
,72,MBL,10,2014,2
,49,MBL,10,2014,2
,55,MBL,10,2014,2
,34,MBL,10,2014,2
,45,MBL,10,2014,2
,48,MBL,10,2014,2
,49,MBL,10,2014,2
,27,MBL,10,2014,2
,33,MBL,10,2014,2
,44,MBL,10,2014,2
,31,MBL,10,2014,2
,34,MBL,10,2014,2
,32,MBL,10,2014,2
,41,MBL,10,2014,2
,38,MBL,10,2014,2
,42,MBL,10,2014,2
,56,MBL,10,2014,2
,43,MBL,10,2014,2
,38,MBL,10,2014,2
,52,MBL,10,2014,2
,16,MBL,10,2014,2
,13,MBL,10,2014,2
,36,MBL,10,2014,2
,47,MBL,10,2014,2
,19,MBL,10,2014,2
,35,MBL,10,2014,2
,31,MBL,10,2014,2
,27,MBL,10,2014,2
,41,MBL,10,2014,2
,30,MBL,10,2014,2
,30,MBL,10,2014,2
,29,MBL,10,2014,2
,31,MBL,10,2014,2
,27,MBL,10,2014,2
,42,MBL,10,2014,2
,41,MBL,10,2014,2
,27,MBL,10,2014,2
,32,MBL,10,2014,2
,20,MBL,10,2014,2
,55,MBL,10,2014,2
,27,MBL,10,2014,2
,48,MBL,10,2014,2
,24,MBL,10,2014,2
,20,MBL,10,2014,2
,48,MBL,10,2014,2
,20,MBL,10,2014,2
,37,MBL,10,2014,2
,23,MBL,10,2014,2
,37,MBL,10,2014,2
,36,MBL,10,2014,2
,23,MBL,10,2014,2
,26,MBL,10,2014,2
,23,MBL,10,2014,2
,34,MBL,10,2014,2
,42,MBL,10,2014,2
,38,MBL,10,2014,2
,38,MBL,10,2014,2
,51,MBL,10,2014,2
,41,MBL,10,2014,2
,38,MBL,10,2014,2
,50,MBL,10,2014,2
,28,MBL,10,2014,2
,34,MBL,10,2014,2
,32,MBL,10,2014,2
,28,MBL,10,2014,2
,41,MBL,10,2014,2
,41,MBL,10,2014,2
,43,MBL,10,2014,2
,43,MBL,10,2014,2
,52,MBL,10,2014,2
,32,MBL,10,2014,2
,25,MBL,10,2014,2
,49,MBL,10,2014,2
,28,MBL,10,2014,2
,39,MBL,10,2014,2
,16,MBL,10,2014,2
,43,MBL,10,2014,2
,88,MBL,10,2014,2
,30,MBL,10,2014,2
,34,MBL,10,2014,2
,35,MBL,10,2014,2
,54,MBL,10,2014,2
,29,MBL,10,2014,2
,28,MBL,10,2014,2
,32,MBL,10,2014,2
,28,MBL,10,2014,2
,40,MBL,10,2014,2
,51,MBL,10,2014,2
,27,MBL,10,2014,2
,34,MBL,10,2014,2
,45,MBL,10,2014,2
,32,MBL,10,2014,2
,23,MBL,10,2014,2
,40,MBL,10,2014,2
,33,MBL,10,2014,2
,40,MBL,10,2014,2
,18,MBL,10,2014,2
,19,MBL,10,2014,2
,36,MBL,10,2014,2
,23,MBL,10,2014,2
,31,MBL,10,2014,2
,21,MBL,10,2014,2
,23,MBL,10,2014,2
,24,MBL,10,2014,2
,28,MBL,10,2014,2
,20,MBL,10,2014,2
,37,MBL,10,2014,2
,36,MBL,10,2014,2
,47,MBL,10,2014,2
,25,MBL,10,2014,2
,35,MBL,10,2014,2
,22,MBL,10,2014,2
,61,MBL,10,2014,2
,42,MBL,10,2014,2
,29,MBL,10,2014,2
,35,MBL,10,2014,2
,90,MBL,10,2014,2
,23,MBL,10,2014,2
,24,MBL,10,2014,2
,24,MBL,10,2014,2
,30,MBL,10,2014,2
,25,MBL,10,2014,2
,33,MBL,10,2014,2
,46,MBL,10,2014,2
,42,MBL,10,2014,2
,35,MBL,10,2014,2
,36,MBL,10,2014,2
,26,MBL,10,2014,2
,33,MBL,10,2014,2
,34,MBL,10,2014,2
,50,MBL,10,2014,2
,29,MBL,10,2014,2
,37,MBL,10,2014,2
,50,MBL,10,2014,2
,55,MBL,10,2014,2
,31,MBL,10,2014,2
,35,MBL,10,2014,2
,42,MBL,10,2014,2
,47,MBL,10,2014,2
,38,MBL,10,2014,2
,58,MBL,10,2014,2
,34,MBL,10,2014,2
,62,MBL,10,2014,2
,43,MBL,10,2014,2
,30,MBL,10,2014,2
,24,MBL,10,2014,2
,31,MBL,10,2014,2
,37,MBL,10,2014,2
,28,MBL,10,2014,2
,23,MBL,10,2014,2
,47,MBL,10,2014,2
,38,MBL,10,2014,2
,49,MBL,10,2014,2
,75,MBL,10,2014,2
,25,MBL,10,2014,2
,40,MBL,10,2014,2
,30,MBL,10,2014,2
,20,MBL,10,2014,2
,38,MBL,10,2014,2
,39,MBL,10,2014,2
,33,MBL,10,2014,2
,33,MBL,10,2014,2
,30,MBL,10,2014,2
,35,MBL,10,2014,2
,24,MBL,10,2014,2
,19,MBL,10,2014,2
,31,MBL,10,2014,2
,26,MBL,10,2014,2
,16,MBL,10,2014,2
,24,MBL,10,2014,2
,20,MBL,10,2014,2
,24,MBL,10,2014,2
,35,MBL,10,2014,2
,13,MBL,10,2014,2
,30,MBL,10,2014,2
,36,MBL,10,2014,2
,37,MBL,10,2014,2
,45,MBL,10,2014,2
,44,MBL,10,2014,2
,57,MBL,10,2014,2
,35,MBL,10,2014,2
,25,MBL,10,2014,2
,21,MBL,10,2014,2
,34,MBL,10,2014,2
,22,MBL,10,2014,2
,23,MBL,10,2014,2
,21,MBL,10,2014,2
,35,MBL,10,2014,2
,35,MBL,10,2014,2
,29,MBL,10,2014,2
,42,MBL,10,2014,2
,17,MBL,10,2014,2
,46,MBL,10,2014,2
,27,MBL,10,2014,2
,43,MBL,10,2014,2
,38,MBL,10,2014,2
,27,MBL,10,2014,2
,19,MBL,10,2014,2
,38,MBL,10,2014,2
,24,MBL,10,2014,2
,34,MBL,10,2014,2
,38,MBL,10,2014,2
,31,MBL,10,2014,2
,30,MBL,10,2014,2
,31,MBL,10,2014,2
,47,MBL,10,2014,2
,40,MBL,10,2014,2
,36,MBL,10,2014,2
,33,MBL,10,2014,2
,35,MBL,10,2014,2
,39,MBL,10,2014,2
,41,MBL,10,2014,2
,46,MBL,10,2014,2
,37,MBL,10,2014,2
,39,MBL,10,2014,2
,54,MBL,10,2014,2
,52,MBL,10,2014,2
,60,MBL,10,2014,2
,53,MBL,10,2014,2
,43,MBL,10,2014,2
,32,MBL,10,2014,2
,32,MBL,10,2014,2
,53,MBL,10,2014,2
,27,MBL,10,2014,2
,55,MBL,10,2014,2
,45,MBL,10,2014,2
,50,MBL,10,2014,2
,31,MBL,10,2014,2
,43,MBL,10,2014,2
,37,MBL,10,2014,2
,45,MBL,10,2014,2
,22,MBL,10,2014,2
,34,MBL,10,2014,2
,31,MBL,10,2014,2
,39,MBL,10,2014,2
,32,MBL,10,2014,2
,34,MBL,10,2014,2
,28,MBL,10,2014,2
,34,MBL,10,2014,2
,38,MBL,10,2014,2
,37,MBL,10,2014,2
,35,MBL,10,2014,2
,48,MBL,10,2014,2
,24,MBL,10,2014,2
,33,MBL,10,2014,2
,37,MBL,10,2014,2
,42,MBL,10,2014,2
,22,MBL,10,2014,2
,32,MBL,10,2014,2
,27,MBL,10,2014,2
,41,MBL,10,2014,2
,46,MBL,10,2014,2
,46,MBL,10,2014,2
,61,MBL,10,2014,2
,48,MFW,10,2014,2
,20,SRK,10,2014,2
,42,MFW,10,2014,2
,83,MFW,10,2014,2
,32,MBL,10,2014,2
,41,KBK4,7,2013,2
,43,MBL,10,2014,2
,27,KBK4,6,2013,2
,59,TRR,9,2015,2
,61,TRR,9,2015,2
,49,TRR,9,2015,2
,65,TRR,10,2015,2
,62,TRR,9,2015,2
,87,TRR,9,2015,2
,78,TRR,9,2015,2
,60,TRR,9,2015,2
,41,TRR,10,2015,2
,35,TRR,10,2015,2
,30,MBL,10,2014,2
,27,MBL,10,2014,2
,21,MBL,10,2014,2
,31,MBL,10,2014,2
,75,MBL,10,2014,2
,78,TRR,9,2015,2
,49,TRR,10,2015,2
,46,TRR,9,2015,2
,33,MBL,10,2014,2
,42,MBL,10,2014,2
,37,BTJ,11,2014,2
,51,BTJ,11,2014,2
,36,BTJ,11,2014,2
,39,BTJ,11,2014,2
,32,BTJ,11,2014,2
,68,BTJ,11,2014,2
,45,BTJ,11,2014,2
,56,BTJ,11,2014,2
,47,BTJ,11,2014,2
,70,BTJ,11,2014,2
,31,BTJ,11,2014,2
,60,BTJ,11,2014,2
,33,BTJ,11,2014,2
,60,BTJ,11,2014,2
,48,BTJ,11,2014,2
,20,BTJ,11,2014,2
,35,BTJ,11,2014,2
,42,BTJ,11,2014,2
,60,BTJ,11,2014,2
,24,BTJ,11,2014,2
,24,BTJ,11,2014,2
,60,BTJ,11,2014,2
,37,BTJ,11,2014,2
,45,BTJ,11,2014,2
,77,BTJ,11,2014,2
,61,BTJ,11,2014,2
,42,BTJ,11,2014,2
,58,BTJ,11,2014,2
,52,BTJ,11,2014,2
,86,BTJ,11,2014,2
,41,BTJ,11,2014,2
,19,BTJ,11,2014,2
,22,BTJ,11,2014,2
,39,BTJ,11,2014,2
,46,BTJ,11,2014,2
,42,BTJ,11,2014,2
,50,BTJ,11,2014,2
,49,BTJ,11,2014,2
,41,BTJ,11,2014,2
,34,BTJ,11,2014,2
,38,BTJ,11,2014,2
,28,BTJ,11,2014,2
,23,BTJ,11,2014,2
,42,BTJ,11,2014,2
,21,BTJ,11,2014,2
,26,BTJ,11,2014,2
,30,BTJ,11,2014,2
,34,BTJ,11,2014,2
,46,BTJ,11,2014,2
,46,BTJ,11,2014,2
,26,BTJ,11,2014,2
,24,BTJ,11,2014,2
,57,BTJ,11,2014,2
,37,BTJ,11,2014,2
,26,BTJ,11,2014,2
,54,BTJ,11,2014,2
,42,BTJ,11,2014,2
,31,BTJ,11,2014,2
,30,BTJ,11,2014,2
,39,BTJ,11,2014,2
,43,BTJ,11,2014,2
,62,BTJ,11,2014,2
,44,BTJ,11,2014,2
,27,BTJ,11,2014,2
,49,BTJ,11,2014,2
,49,BTJ,11,2014,2
,56,BTJ,11,2014,2
,41,BTJ,11,2014,2
,38,BTJ,11,2014,2
,62,BTJ,11,2014,2
,50,BTJ,11,2014,2
,50,BTJ,11,2014,2
,71,BTJ,11,2014,2
,39,BTJ,11,2014,2
,25,BTJ,11,2014,2
,69,BTJ,11,2014,2
,50,BTJ,11,2014,2
,45,BTJ,11,2014,2
,34,BTJ,11,2014,2
,50,BTJ,11,2014,2
,42,BTJ,11,2014,2
,67,BTJ,11,2014,2
,36,BTJ,11,2014,2
,50,BTJ,11,2014,2
,35,BTJ,11,2014,2
,46,BTJ,11,2014,2
,60,BTJ,11,2014,2
,33,BTJ,11,2014,2
,34,BTJ,11,2014,2
,55,BTJ,11,2014,2
,63,BTJ,11,2014,2
,30,BTJ,11,2014,2
,53,BTJ,11,2014,2
,46,BTJ,11,2014,2
,24,BTJ,11,2014,2
,41,BTJ,11,2014,2
,36,BTJ,11,2014,2
,49,BTJ,11,2014,2
,76,BTJ,11,2014,2
,72,BTJ,11,2014,2
,40,BTJ,11,2014,2
,56,BTJ,11,2014,2
,61,BTJ,11,2014,2
,42,BTJ,11,2014,2
,80,BTJ,11,2014,2
,74,BTJ,11,2014,2
,74,BTJ,11,2014,2
,70,BTJ,11,2014,2
,47,BTJ,11,2014,2
,40,BTJ,11,2014,2
,62,BTJ,11,2014,2
,65,BTJ,11,2014,2
,46,BTJ,11,2014,2
,70,BTJ,11,2014,2
,72,BTJ,11,2014,2
,57,BTJ,11,2014,2
,62,BTJ,11,2014,2
,65,BTJ,11,2014,2
,36,BTJ,11,2014,2
,51,BTJ,11,2014,2
,41,BTJ,11,2014,2
,30,BTJ,11,2014,2
,43,BTJ,11,2014,2
,24,BTJ,11,2014,2
,41,BTJ,11,2014,2
,27,BTJ,11,2014,2
,42,BTJ,11,2014,2
,97,BTJ,11,2014,2
,51,BTJ,11,2014,2
,62,BTJ,11,2014,2
,32,BTJ,11,2014,2
,20,BTJ,11,2014,2
,50,BTJ,11,2014,2
,54,BTJ,11,2014,2
,40,BTJ,11,2014,2
,40,BTJ,11,2014,2
,43,BTJ,11,2014,2
,30,BTJ,11,2014,2
,56,BTJ,11,2014,2
,72,BTJ,11,2014,2
,26,BTJ,11,2014,2
,44,BTJ,11,2014,2
,55,BTJ,11,2014,2
,30,BTJ,11,2014,2
,29,BTJ,11,2014,2
,53,BTJ,11,2014,2
,43,BTJ,11,2014,2
,26,BTJ,11,2014,2
,36,BTJ,11,2014,2
,37,BTJ,11,2014,2
,24,BTJ,11,2014,2
,44,BTJ,11,2014,2
,40,BTJ,11,2014,2
,42,BTJ,11,2014,2
,61,BTJ,11,2014,2
,40,BTJ,11,2014,2
,41,BTJ,11,2014,2
,54,BTJ,11,2014,2
,19,BTJ,11,2014,2
,39,BTJ,11,2014,2
,48,BTJ,11,2014,2
,33,BTJ,11,2014,2
,55,BTJ,11,2014,2
,37,BTJ,11,2014,2
,47,BTJ,11,2014,2
,37,BTJ,11,2014,2
,30,BTJ,11,2014,2
,24,BTJ,11,2014,2
,46,BTJ,11,2014,2
,56,BTJ,11,2014,2
,20,BTJ,11,2014,2
,51,BTJ,11,2014,2
,34,BTJ,11,2014,2
,34,BTJ,11,2014,2
,41,BTJ,11,2014,2
,50,BTJ,11,2014,2
,23,BTJ,11,2014,2
,25,BTJ,11,2014,2
,28,BTJ,11,2014,2
,50,BTJ,11,2014,2
,23,BTJ,11,2014,2
,44,BTJ,11,2014,2
,34,BTJ,11,2014,2
,18,BTJ,11,2014,2
,20,BTJ,11,2014,2
,39,BTJ,11,2014,2
,25,BTJ,11,2014,2
,22,BTJ,11,2014,2
,34,BTJ,11,2014,2
,22,BTJ,11,2014,2
,38,BTJ,11,2014,2
,31,BTJ,11,2014,2
,34,BTJ,11,2014,2
,32,BTJ,11,2014,2
,24,BTJ,11,2014,2
,26,BTJ,11,2014,2
,26,BTJ,11,2014,2
,60,BTJ,11,2014,2
,30,BTJ,11,2014,2
,35,BTJ,11,2014,2
,31,BTJ,11,2014,2
,30,BTJ,11,2014,2
,29,BTJ,11,2014,2
,30,BTJ,11,2014,2
,20,BTJ,11,2014,2
,28,BTJ,11,2014,2
,26,BTJ,11,2014,2
,52,BTJ,11,2014,2
,36,BTJ,11,2014,2
,28,BTJ,11,2014,2
,24,BTJ,11,2014,2
,23,BTJ,11,2014,2
,98,BTJ,11,2014,2
,41,BTJ,11,2014,2
,51,BTJ,11,2014,2
,56,BTJ,11,2014,2
,44,BTJ,11,2014,2
,20,BTJ,11,2014,2
,42,BTJ,11,2014,2
,36,BTJ,11,2014,2
,44,BTJ,11,2014,2
,32,BTJ,11,2014,2
,52,BTJ,11,2014,2
,76,BTJ,11,2014,2
,60,BTJ,11,2014,2
,46,BTJ,11,2014,2
,28,BTJ,11,2014,2
,46,BTJ,11,2014,2
,25,BTJ,11,2014,2
,27,BTJ,11,2014,2
,46,BTJ,11,2014,2
,48,BTJ,11,2014,2
,25,BTJ,11,2014,2
,32,BTJ,11,2014,2
,31,BTJ,11,2014,2
,26,BTJ,11,2014,2
,23,BTJ,11,2014,2
,31,BTJ,11,2014,2
,37,BTJ,11,2014,2
,24,BTJ,11,2014,2
,250,BTJ,11,2014,2
,48,BTJ,11,2014,2
,37,BTJ,11,2014,2
,65,BTJ,11,2014,2
,33,BTJ,11,2014,2
,64,BTJ,11,2014,2
,63,BTJ,11,2014,2
,35,BTJ,11,2014,2
,46,BTJ,11,2014,2
,32,BTJ,11,2014,2
,39,BTJ,11,2014,2
,61,BTJ,11,2014,2
,49,NTB,11,2014,2
,42,NTB,11,2014,2
,48,NTB,11,2014,2
,50,NTB,11,2014,2
,30,NTB,11,2014,2
,40,NTB,11,2014,2
,24,NTB,11,2014,2
,41,NTB,11,2014,2
,60,NTB,11,2014,2
,37,NTB,11,2014,2
,30,NTB,11,2014,2
,24,NTB,11,2014,2
,41,NTB,11,2014,2
,49,NTB,11,2014,2
,31,NTB,11,2014,2
,31,NTB,11,2014,2
,31,NTB,11,2014,2
,62,NTB,11,2014,2
,62,NTB,11,2014,2
,43,NTB,11,2014,2
,37,NTB,11,2014,2
,54,NTB,11,2014,2
,29,NTB,11,2014,2
,52,NTB,11,2014,2
,38,NTB,11,2014,2
,81,NTB,11,2014,2
,51,NTB,11,2014,2
,55,NTB,11,2014,2
,43,NTB,11,2014,2
,36,NTB,11,2014,2
,49,NTB,11,2014,2
,46,NTB,11,2014,2
,42,NTB,11,2014,2
,40,NTB,11,2014,2
,33,NTB,11,2014,2
,58,NTB,11,2014,2
,62,NTB,11,2014,2
,41,NTB,11,2014,2
,29,NTB,11,2014,2
,65,NTB,11,2014,2
,25,NTB,11,2014,2
,81,NTB,11,2014,2
,62,NTB,11,2014,2
,26,NTB,11,2014,2
,42,NTB,11,2014,2
,50,NTB,11,2014,2
,47,NTB,11,2014,2
,25,NTB,11,2014,2
,30,NTB,11,2014,2
,32,NTB,11,2014,2
,50,NTB,11,2014,2
,50,NTB,11,2014,2
,73,NTB,11,2014,2
,80,NTB,11,2014,2
,33,NTB,11,2014,2
,45,NTB,11,2014,2
,46,NTB,11,2014,2
,30,NTB,11,2014,2
,42,NTB,11,2014,2
,37,NTB,11,2014,2
,62,NTB,11,2014,2
,24,NTB,11,2014,2
,27,NTB,11,2014,2
,53,NTB,11,2014,2
,62,NTB,11,2014,2
,41,NTB,11,2014,2
,31,NTB,11,2014,2
,61,NTB,11,2014,2
,61,NTB,11,2014,2
,51,NTB,11,2014,2
,27,NTB,11,2014,2
,60,NTB,11,2014,2
,27,NTB,11,2014,2
,31,NTB,11,2014,2
,41,NTB,11,2014,2
,36,NTB,11,2014,2
,31,NTB,11,2014,2
,34,NTB,11,2014,2
,41,NTB,11,2014,2
,52,NTB,11,2014,2
,40,NTB,11,2014,2
,27,NTB,11,2014,2
,34,NTB,11,2014,2
,54,NTB,11,2014,2
,49,NTB,11,2014,2
,51,NTB,11,2014,2
,37,NTB,11,2014,2
,60,NTB,11,2014,2
,34,NTB,11,2014,2
,31,NTB,11,2014,2
,35,NTB,11,2014,2
,29,NTB,11,2014,2
,33,NTB,11,2014,2
,36,NTB,11,2014,2
,56,NTB,11,2014,2
,42,NTB,11,2014,2
,61,NTB,11,2014,2
,32,NTB,11,2014,2
,88,NTB,11,2014,2
,38,NTB,11,2014,2
,33,NTB,11,2014,2
,49,NTB,11,2014,2
,53,NTB,11,2014,2
,28,NTB,11,2014,2
,49,NTB,11,2014,2
,88,NTB,11,2014,2
,44,NTB,11,2014,2
,64,NTB,11,2014,2
,46,NTB,11,2014,2
,31,NTB,11,2014,2
,31,NTB,11,2014,2
,43,NTB,11,2014,2
,28,NTB,11,2014,2
,53,NTB,11,2014,2
,65,NTB,11,2014,2
,48,NTB,11,2014,2
,49,NTB,11,2014,2
,27,NTB,11,2014,2
,33,NTB,11,2014,2
,51,NTB,11,2014,2
,55,NTB,11,2014,2
,54,NTB,11,2014,2
,44,NTB,11,2014,2
,68,NTB,11,2014,2
,40,NTB,11,2014,2
,46,NTB,11,2014,2
,75,NTB,11,2014,2
,72,NTB,11,2014,2
,67,NTB,11,2014,2
,53,NTB,11,2014,2
,71,NTB,11,2014,2
,64,NTB,11,2014,2
,48,NTB,11,2014,2
,42,NTB,11,2014,2
,34,NTB,11,2014,2
,31,NTB,11,2014,2
,78,NTB,11,2014,2
,46,NTB,11,2014,2
,22,NTB,11,2014,2
,32,NTB,11,2014,2
,76,NTB,11,2014,2
,46,NTB,11,2014,2
,53,NTB,11,2014,2
,64,NTB,11,2014,2
,46,NTB,11,2014,2
,43,NTB,11,2014,2
,49,NTB,11,2014,2
,40,NTB,11,2014,2
,36,NTB,11,2014,2
,43,NTB,11,2014,2
,35,NTB,11,2014,2
,50,NTB,11,2014,2
,71,NTB,11,2014,2
,46,NTB,11,2014,2
,54,NTB,11,2014,2
,40,NTB,11,2014,2
,42,NTB,11,2014,2
,73,NTB,11,2014,2
,44,NTB,11,2014,2
,91,NTB,11,2014,2
,50,NTB,11,2014,2
,38,NTB,11,2014,2
,47,NTB,11,2014,2
,40,NTB,11,2014,2
,98,NTB,11,2014,2
,53,NTB,11,2014,2
,34,NTB,11,2014,2
,69,NTB,11,2014,2
,36,NTB,11,2014,2
,74,NTB,11,2014,2
,48,NTB,11,2014,2
,65,NTB,11,2014,2
,55,NTB,11,2014,2
,67,NTB,11,2014,2
,46,NTB,11,2014,2
,74,NTB,11,2014,2
,60,NTB,11,2014,2
,62,NTB,11,2014,2
,40,NTB,11,2014,2
,61,NTB,11,2014,2
,55,NTB,11,2014,2
,34,NTB,11,2014,2
,35,NTB,11,2014,2
,68,NTB,11,2014,2
,34,NTB,11,2014,2
,32,NTB,11,2014,2
,52,NTB,11,2014,2
,34,NTB,11,2014,2
,31,NTB,11,2014,2
,38,NTB,11,2014,2
,47,NTB,11,2014,2
,30,NTB,11,2014,2
,35,NTB,11,2014,2
,37,NTB,11,2014,2
,71,NTB,11,2014,2
,55,NTB,11,2014,2
,66,NTB,11,2014,2
,57,NTB,11,2014,2
,46,NTB,11,2014,2
,45,NTB,11,2014,2
,54,NTB,11,2014,2
,48,NTB,11,2014,2
,48,NTB,11,2014,2
,42,NTB,11,2014,2
,37,NTB,11,2014,2
,81,NTB,11,2014,2
,30,NTB,11,2014,2
,72,NTB,11,2014,2
,49,NTB,11,2014,2
,40,NTB,11,2014,2
,48,NTB,11,2014,2
,38,NTB,11,2014,2
,47,NTB,11,2014,2
,48,NTB,11,2014,2
,70,NTB,11,2014,2
,51,NTB,11,2014,2
,40,NTB,11,2014,2
,30,NTB,11,2014,2
,45,NTB,11,2014,2
,35,NTB,11,2014,2
,45,NTB,11,2014,2
,31,NTB,11,2014,2
,41,NTB,11,2014,2
,45,NTB,11,2014,2
,55,NTB,11,2014,2
,32,NTB,11,2014,2
,40,NTB,11,2014,2
,35,NTB,11,2014,2
,39,NTB,11,2014,2
,49,NTB,11,2014,2
,24,NTB,11,2014,2
,38,NTB,11,2014,2
,43,NTB,11,2014,2
,43,NTB,11,2014,2
,50,NTB,11,2014,2
,46,NTB,11,2014,2
,41,NTB,11,2014,2
,46,NTB,11,2014,2
,37,NTB,11,2014,2
,33,NTB,11,2014,2
,35,NTB,11,2014,2
,48,NTB,11,2014,2
,35,NTB,11,2014,2
,51,NTB,11,2014,2
,21,NTB,11,2014,2
,45,NTB,11,2014,2
,34,NTB,11,2014,2
,41,NTB,11,2014,2
,50,NTB,11,2014,2
,39,NTB,11,2014,2
,48,NTB,11,2014,2
,31,NTB,11,2014,2
,55,NTB,11,2014,2
,41,NTB,11,2014,2
,46,NTB,11,2014,2
,50,NTB,11,2014,2
,58,NTB,11,2014,2
,42,NTB,11,2014,2
,36,NTB,11,2014,2
,40,NTB,11,2014,2
,45,NTB,11,2014,2
,51,NTB,11,2014,2
,51,NTB,11,2014,2
,35,NTB,11,2014,2
,38,NTB,11,2014,2
,31,NGM,12,2014,2
,27,NGM,12,2014,2
,29,NGM,12,2014,2
,28,NGM,12,2014,2
,31,NGM,12,2014,2
,30,NGM,12,2014,2
,23,NGM,12,2014,2
,33,NGM,12,2014,2
,48,NGM,12,2014,2
,57,NGM,12,2014,2
,27,NGM,12,2014,2
,32,NGM,12,2014,2
,16,NGM,12,2014,2
,17,NGM,12,2014,2
,25,NGM,12,2014,2
,44,NGM,12,2014,2
,37,NGM,12,2014,2
,32,NGM,12,2014,2
,49,NGM,12,2014,2
,31,NGM,12,2014,2
,47,NGM,12,2014,2
,32,NGM,12,2014,2
,33,NGM,12,2014,2
,37,NGM,12,2014,2
,29,NGM,12,2014,2
,31,NGM,12,2014,2
,45,NGM,12,2014,2
,32,NGM,12,2014,2
