ID,vcs201_attendees_total,vcs011_prgrm,year,vcs009_country,vcs014_mtg_date
,42,Tororo,2015,2,28-Sep-15
,125,Tororo,2015,2,28-Sep-15
,96,Tororo,2015,2,28-Sep-15
,70,Tororo,2015,2,28-Sep-15
,227,Tororo,2015,2,28-Sep-15
,175,Tororo,2015,2,28-Sep-15
,77,Tororo,2015,2,28-Sep-15
,49,Tororo,2015,2,28-Sep-15
,85,Tororo,2015,2,28-Sep-15
,66,Tororo,2015,2,28-Sep-15
,44,Tororo,2015,2,28-Sep-15
,44,Tororo,2015,2,28-Sep-15
,51,Tororo,2015,2,28-Sep-15
,49,Tororo,2015,2,29-Sep-15
,67,Tororo,2015,2,29-Sep-15
,55,Tororo,2015,2,29-Sep-15
,64,Tororo,2015,2,29-Sep-15
,52,Tororo,2015,2,29-Sep-15
,38,Tororo,2015,2,29-Sep-15
,57,Tororo,2015,2,29-Sep-15
,55,Tororo,2015,2,29-Sep-15
,78,Tororo,2015,2,29-Sep-15
,31,Tororo,2015,2,29-Sep-15
,51,Tororo,2015,2,29-Sep-15
,37,Tororo,2015,2,29-Sep-15
,50,Tororo,2015,2,29-Sep-15
,53,Tororo,2015,2,29-Sep-15
,85,Tororo,2015,2,30-Sep-15
,72,Tororo,2015,2,30-Sep-15
,54,Tororo,2015,2,30-Sep-15
,43,Tororo,2015,2,30-Sep-15
,90,Tororo,2015,2,30-Sep-15
,60,Tororo,2015,2,30-Sep-15
,92,Tororo,2015,2,30-Sep-15
,59,Tororo,2015,2,30-Sep-15
,105,Tororo,2015,2,01-Oct-15
,49,Tororo,2015,2,01-Oct-15
,59,Tororo,2015,2,01-Oct-15
,81,Tororo,2015,2,01-Oct-15
,34,Tororo,2015,2,01-Oct-15
,65,Tororo,2015,2,01-Oct-15
,77,Tororo,2015,2,01-Oct-15
,70,Tororo,2015,2,01-Oct-15
,38,Tororo,2015,2,01-Oct-15
,59,Tororo,2015,2,01-Oct-15
,48,Tororo,2015,2,02-Oct-15
,89,Tororo,2015,2,02-Oct-15
,34,Tororo,2015,2,02-Oct-15
,42,Tororo,2015,2,02-Oct-15
,80,Tororo,2015,2,02-Oct-15
,65,Tororo,2015,2,02-Oct-15
,67,Tororo,2015,2,02-Oct-15
,48,Tororo,2015,2,02-Oct-15
,41,Tororo,2015,2,02-Oct-15
,52,Tororo,2015,2,02-Oct-15
,82,Tororo,2015,2,02-Oct-15
,71,Tororo,2015,2,03-Oct-15
,56,Tororo,2015,2,03-Oct-15
,46,Tororo,2015,2,03-Oct-15
,73,Tororo,2015,2,03-Oct-15
,68,Tororo,2015,2,03-Oct-15
,70,Tororo,2015,2,03-Oct-15
,90,Tororo,2015,2,03-Oct-15
,67,Tororo,2015,2,04-Oct-15
,78,Tororo,2015,2,04-Oct-15
,69,Tororo,2015,2,05-Oct-15
,56,Tororo,2015,2,05-Oct-15
,47,Tororo,2015,2,06-Oct-15
,82,Tororo,2015,2,06-Oct-15
,77,Tororo,2015,2,06-Oct-15
,73,Tororo,2015,2,06-Oct-15
,59,Tororo,2015,2,06-Oct-15
,52,Tororo,2015,2,06-Oct-15
,68,Tororo,2015,2,06-Oct-15
,58,Tororo,2015,2,06-Oct-15
,60,Tororo,2015,2,06-Oct-15
,120,Tororo,2015,2,06-Oct-15
,41,Tororo,2015,2,06-Oct-15
,40,Tororo,2015,2,07-Oct-15
,39,Tororo,2015,2,07-Oct-15
,78,Tororo,2015,2,07-Oct-15
,91,Tororo,2015,2,07-Oct-15
,30,Tororo,2015,2,07-Oct-15
,44,Tororo,2015,2,07-Oct-15
,56,Tororo,2015,2,07-Oct-15
,69,Tororo,2015,2,07-Oct-15
,72,Tororo,2015,2,07-Oct-15
,38,Tororo,2015,2,07-Oct-15
,62,Tororo,2015,2,07-Oct-15
,80,Tororo,2015,2,07-Oct-15
,86,Tororo,2015,2,07-Oct-15
,80,Tororo,2015,2,07-Oct-15
,40,Tororo,2015,2,07-Oct-15
,49,Tororo,2015,2,07-Oct-15
,40,Tororo,2015,2,08-Oct-15
,51,Tororo,2015,2,08-Oct-15
,45,Tororo,2015,2,08-Oct-15
,80,Tororo,2015,2,08-Oct-15
,102,Tororo,2015,2,08-Oct-15
,95,Tororo,2015,2,08-Oct-15
,101,Tororo,2015,2,08-Oct-15
,50,Tororo,2015,2,08-Oct-15
,98,Tororo,2015,2,08-Oct-15
,61,Tororo,2015,2,08-Oct-15
,84,Tororo,2015,2,08-Oct-15
,56,Tororo,2015,2,08-Oct-15
,63,Tororo,2015,2,08-Oct-15
,53,Tororo,2015,2,08-Oct-15
,69,Tororo,2015,2,12-Oct-15
,51,Tororo,2015,2,12-Oct-15
,50,Tororo,2015,2,12-Oct-15
,50,Tororo,2015,2,12-Oct-15
,49,Tororo,2015,2,12-Oct-15
,53,Tororo,2015,2,12-Oct-15
,55,Tororo,2015,2,12-Oct-15
,80,Tororo,2015,2,12-Oct-15
,88,Tororo,2015,2,12-Oct-15
,60,Tororo,2015,2,12-Oct-15
,57,Tororo,2015,2,12-Oct-15
,70,Tororo,2015,2,12-Oct-15
,47,Tororo,2015,2,12-Oct-15
,70,Tororo,2015,2,13-Oct-15
,72,Tororo,2015,2,13-Oct-15
,62,Tororo,2015,2,13-Oct-15
,65,Tororo,2015,2,13-Oct-15
,69,Tororo,2015,2,13-Oct-15
,90,Tororo,2015,2,13-Oct-15
,54,Tororo,2015,2,13-Oct-15
,60,Tororo,2015,2,13-Oct-15
,44,Tororo,2015,2,14-Oct-15
,95,Tororo,2015,2,14-Oct-15
,49,Tororo,2015,2,14-Oct-15
,46,Tororo,2015,2,14-Oct-15
,39,Tororo,2015,2,14-Oct-15
,50,Tororo,2015,2,14-Oct-15
,90,Tororo,2015,2,15-Oct-15
,75,Tororo,2015,2,15-Oct-15
,21,Tororo,2015,2,15-Oct-15
,79,Tororo,2015,2,15-Oct-15
,58,Tororo,2015,2,15-Oct-15
,62,Tororo,2015,2,16-Oct-15
,80,Tororo,2015,2,16-Oct-15
,64,Tororo,2015,2,16-Oct-15
,43,Tororo,2015,2,16-Oct-15
,72,Tororo,2015,2,16-Oct-15
,60,Tororo,2015,2,16-Oct-15
,75,Tororo,2015,2,16-Oct-15
,67,Tororo,2015,2,16-Oct-15
,74,Tororo,2015,2,16-Oct-15
,50,Tororo,2015,2,16-Oct-15
,67,Tororo,2015,2,16-Oct-15
,55,Tororo,2015,2,16-Oct-15
,67,Tororo,2015,2,16-Oct-15
,76,Tororo,2015,2,16-Oct-15
,62,Tororo,2015,2,16-Oct-15
,70,Tororo,2015,2,16-Oct-15
,78,Tororo,2015,2,16-Oct-15
,120,Tororo,2015,2,16-Oct-15
,107,Tororo,2015,2,16-Oct-15
,48,Tororo,2015,2,16-Oct-15
,70,Tororo,2015,2,16-Oct-15
,49,Tororo,2015,2,16-Oct-15
,64,Tororo,2015,2,16-Oct-15
,74,Tororo,2015,2,16-Oct-15
,79,Tororo,2015,2,16-Oct-15
,58,Tororo,2015,2,16-Oct-15
,50,Tororo,2015,2,16-Oct-15
,49,Tororo,2015,2,16-Oct-15
,64,Tororo,2015,2,16-Oct-15
,52,Tororo,2015,2,16-Oct-15
,68,Tororo,2015,2,16-Oct-15
,65,Tororo,2015,2,16-Oct-15
,56,Tororo,2015,2,16-Oct-15
,68,Tororo,2015,2,16-Oct-15
,60,Tororo,2015,2,16-Oct-15
,35,Tororo,2015,2,16-Oct-15
,54,Tororo,2015,2,16-Oct-15
,75,Tororo,2015,2,16-Oct-15
,46,Tororo,2015,2,16-Oct-15
,117,Tororo,2015,2,16-Oct-15
,44,Tororo,2015,2,16-Oct-15
,58,Tororo,2015,2,16-Oct-15
,71,Tororo,2015,2,16-Oct-15
,80,Tororo,2015,2,16-Oct-15
,38,Tororo,2015,2,16-Oct-15
,52,Tororo,2015,2,16-Oct-15
,47,Tororo,2015,2,16-Oct-15
,63,Tororo,2015,2,16-Oct-15
,69,Tororo,2015,2,16-Oct-15
,98,Tororo,2015,2,16-Oct-15
,81,Tororo,2015,2,16-Oct-15
,72,Tororo,2015,2,16-Oct-15
,60,Tororo,2015,2,16-Oct-15
,80,Tororo,2015,2,16-Oct-15
,41,Tororo,2015,2,16-Oct-15
,87,Tororo,2015,2,16-Oct-15
,71,Tororo,2015,2,16-Oct-15
,49,Tororo,2015,2,16-Oct-15
,82,Tororo,2015,2,16-Oct-15
,80,Tororo,2015,2,16-Oct-15
,63,Tororo,2015,2,17-Oct-15
,82,Tororo,2015,2,17-Oct-15
,56,Tororo,2015,2,17-Oct-15
,46,Tororo,2015,2,17-Oct-15
,51,Tororo,2015,2,17-Oct-15
,76,Tororo,2015,2,17-Oct-15
,50,Tororo,2015,2,17-Oct-15
,60,Tororo,2015,2,17-Oct-15
,62,Tororo,2015,2,17-Oct-15
,69,Tororo,2015,2,17-Oct-15
,87,Tororo,2015,2,17-Oct-15
,82,Tororo,2015,2,17-Oct-15
,59,Tororo,2015,2,17-Oct-15
,53,Tororo,2015,2,17-Oct-15
,72,Tororo,2015,2,17-Oct-15
,80,Tororo,2015,2,17-Oct-15
,30,Tororo,2015,2,17-Oct-15
,80,Tororo,2015,2,17-Oct-15
,72,Tororo,2015,2,17-Oct-15
,69,Tororo,2015,2,17-Oct-15
,48,Tororo,2015,2,17-Oct-15
,46,Tororo,2015,2,17-Oct-15
,49,Tororo,2015,2,17-Oct-15
,67,Tororo,2015,2,17-Oct-15
,72,Tororo,2015,2,17-Oct-15
,43,Tororo,2015,2,17-Oct-15
,45,Tororo,2015,2,17-Oct-15
,46,Tororo,2015,2,17-Oct-15
,62,Tororo,2015,2,17-Oct-15
,86,Tororo,2015,2,17-Oct-15
,52,Tororo,2015,2,17-Oct-15
,80,Tororo,2015,2,17-Oct-15
,40,Tororo,2015,2,17-Oct-15
,89,Tororo,2015,2,17-Oct-15
,59,Tororo,2015,2,17-Oct-15
,64,Tororo,2015,2,17-Oct-15
,46,Tororo,2015,2,18-Oct-15
,40,Tororo,2015,2,18-Oct-15
,90,Tororo,2015,2,18-Oct-15
,44,Tororo,2015,2,18-Oct-15
,38,Tororo,2015,2,18-Oct-15
,80,Tororo,2015,2,18-Oct-15
,58,Tororo,2015,2,19-Oct-15
,72,Tororo,2015,2,19-Oct-15
,68,Tororo,2015,2,19-Oct-15
,65,Tororo,2015,2,19-Oct-15
,39,Tororo,2015,2,19-Oct-15
,74,Tororo,2015,2,19-Oct-15
,57,Tororo,2015,2,19-Oct-15
,60,Tororo,2015,2,19-Oct-15
,80,Tororo,2015,2,19-Oct-15
,74,Tororo,2015,2,19-Oct-15
,64,Tororo,2015,2,19-Oct-15
,52,Tororo,2015,2,19-Oct-15
,64,Tororo,2015,2,19-Oct-15
,66,Tororo,2015,2,19-Oct-15
,60,Tororo,2015,2,19-Oct-15
,48,Tororo,2015,2,19-Oct-15
,41,Tororo,2015,2,19-Oct-15
,48,Tororo,2015,2,19-Oct-15
,80,Tororo,2015,2,19-Oct-15
,74,Tororo,2015,2,19-Oct-15
,63,Tororo,2015,2,19-Oct-15
,52,Tororo,2015,2,19-Oct-15
,80,Tororo,2015,2,19-Oct-15
,95,Tororo,2015,2,19-Oct-15
,62,Tororo,2015,2,19-Oct-15
,144,Tororo,2015,2,19-Oct-15
,46,Tororo,2015,2,19-Oct-15
,64,Tororo,2015,2,19-Oct-15
,64,Tororo,2015,2,19-Oct-15
,58,Tororo,2015,2,19-Oct-15
,58,Tororo,2015,2,19-Oct-15
,84,Tororo,2015,2,19-Oct-15
,89,Tororo,2015,2,19-Oct-15
,71,Tororo,2015,2,19-Oct-15
,74,Tororo,2015,2,19-Oct-15
,45,Tororo,2015,2,19-Oct-15
,62,Tororo,2015,2,19-Oct-15
,36,Tororo,2015,2,19-Oct-15
,85,Tororo,2015,2,19-Oct-15
,58,Tororo,2015,2,19-Oct-15
,42,Tororo,2015,2,19-Oct-15
,92,Tororo,2015,2,20-Oct-15
,87,Tororo,2015,2,20-Oct-15
,41,Tororo,2015,2,20-Oct-15
,64,Tororo,2015,2,20-Oct-15
,97,Tororo,2015,2,30-Oct-15
