ID,vcs201_attendees_total,vcs011_prgrm,year,vcs009_country,vcs014_mtg_date
,30,Sironko,2014,Uganda,10-Jul-14
,47,Sironko,2014,Uganda,10-Jul-14
,25,Sironko,2014,Uganda,10-Jul-14
,41,Mbale,2014,Uganda,10-Jul-14
,41,Mbale,2014,Uganda,10-Jul-14
,38,Sironko,2014,Uganda,10-Jul-14
,43,Mbale,2014,Uganda,10-Jul-14
,25,Sironko,2014,Uganda,10-Jul-14
,48,Sironko,2014,Uganda,10-Jul-14
,37,Sironko,2014,Uganda,10-Jul-14
,29,Sironko,2014,Uganda,11-Jul-14
,16,Sironko,2014,Uganda,11-Jul-14
,29,Mbale,2014,Uganda,11-Jul-14
,24,Sironko,2014,Uganda,11-Jul-14
,28,Sironko,2014,Uganda,11-Jul-14
,36,Mbale,2014,Uganda,11-Jul-14
,30,Sironko,2014,Uganda,11-Jul-14
,44,Sironko,2014,Uganda,11-Jul-14
,62,Sironko,2014,Uganda,11-Jul-14
,21,Sironko,2014,Uganda,11-Jul-14
,32,Mbale,2014,Uganda,11-Jul-14
,17,Mbale,2014,Uganda,11-Jul-14
,38,Sironko,2014,Uganda,11-Jul-14
,86,Mbale,2014,Uganda,11-Jul-14
,26,Mbale,2014,Uganda,11-Jul-14
,88,Mbale,2014,Uganda,11-Jul-14
,34,Sironko,2014,Uganda,11-Jul-14
,39,Mbale,2014,Uganda,11-Jul-14
,19,Sironko,2014,Uganda,11-Jul-14
,27,Mbale,2014,Uganda,11-Jul-14
,31,Mbale,2014,Uganda,11-Jul-14
,53,Mbale,2014,Uganda,11-Jul-14
,31,Sironko,2014,Uganda,11-Jul-14
,54,Sironko,2014,Uganda,11-Jul-14
,27,Sironko,2014,Uganda,11-Jul-14
,36,Sironko,2014,Uganda,11-Jul-14
,28,Mbale,2014,Uganda,11-Jul-14
,42,Sironko,2014,Uganda,11-Jul-14
,35,Mbale,2014,Uganda,12-Jul-14
,42,Sironko,2014,Uganda,12-Jul-14
,31,Mbale,2014,Uganda,12-Jul-14
,49,Sironko,2014,Uganda,12-Jul-14
,37,Sironko,2014,Uganda,12-Jul-14
,38,Mbale,2014,Uganda,12-Jul-14
,49,Mbale,2014,Uganda,12-Jul-14
,48,Mbale,2014,Uganda,12-Jul-14
,42,Mbale,2014,Uganda,12-Jul-14
,30,Mbale,2014,Uganda,12-Jul-14
,39,Sironko,2014,Uganda,12-Jul-14
,35,Mbale,2014,Uganda,12-Jul-14
,55,Mbale,2014,Uganda,12-Jul-14
,97,Sironko,2014,Uganda,12-Jul-14
,26,Mbale,2014,Uganda,12-Jul-14
,67,Mbale,2014,Uganda,12-Jul-14
,24,Sironko,2014,Uganda,12-Jul-14
,21,Mbale,2014,Uganda,12-Jul-14
,33,Mbale,2014,Uganda,12-Jul-14
,35,Mbale,2014,Uganda,12-Jul-14
,31,Sironko,2014,Uganda,12-Jul-14
,16,Mbale,2014,Uganda,12-Jul-14
,40,Mbale,2014,Uganda,12-Jul-14
,60,Mbale,2014,Uganda,12-Jul-14
,43,Mbale,2014,Uganda,12-Jul-14
,30,Sironko,2014,Uganda,12-Jul-14
,24,Sironko,2014,Uganda,14-Jul-14
,37,Mbale,2014,Uganda,14-Jul-14
,35,Sironko,2014,Uganda,14-Jul-14
,51,Sironko,2014,Uganda,14-Jul-14
,21,Sironko,2014,Uganda,14-Jul-14
,23,Sironko,2014,Uganda,14-Jul-14
,37,Sironko,2014,Uganda,14-Jul-14
,37,Sironko,2014,Uganda,14-Jul-14
,32,Mbale,2014,Uganda,14-Jul-14
,75,Mbale,2014,Uganda,14-Jul-14
,42,Mbale,2014,Uganda,14-Jul-14
,70,Sironko,2014,Uganda,14-Jul-14
,20,Mbale,2014,Uganda,14-Jul-14
,39,Mbale,2014,Uganda,14-Jul-14
,25,Mbale,2014,Uganda,14-Jul-14
,23,Sironko,2014,Uganda,14-Jul-14
,27,Sironko,2014,Uganda,14-Jul-14
,22,Mbale,2014,Uganda,14-Jul-14
,49,Sironko,2014,Uganda,14-Jul-14
,19,Mbale,2014,Uganda,14-Jul-14
,88,Sironko,2014,Uganda,14-Jul-14
,46,Mbale,2014,Uganda,14-Jul-14
,32,Mbale,2014,Uganda,14-Jul-14
,24,Sironko,2014,Uganda,14-Jul-14
,31,Sironko,2014,Uganda,14-Jul-14
,26,Mbale,2014,Uganda,14-Jul-14
,15,Sironko,2014,Uganda,14-Jul-14
,30,Mbale,2014,Uganda,15-Jul-14
,33,Sironko,2014,Uganda,15-Jul-14
,22,Sironko,2014,Uganda,15-Jul-14
,28,Sironko,2014,Uganda,15-Jul-14
,26,Sironko,2014,Uganda,15-Jul-14
,20,Sironko,2014,Uganda,15-Jul-14
,24,Mbale,2014,Uganda,15-Jul-14
,38,Mbale,2014,Uganda,15-Jul-14
,35,Sironko,2014,Uganda,15-Jul-14
,42,Sironko,2014,Uganda,15-Jul-14
,51,Sironko,2014,Uganda,15-Jul-14
,45,Sironko,2014,Uganda,15-Jul-14
,30,Mbale,2014,Uganda,15-Jul-14
,39,Mbale,2014,Uganda,15-Jul-14
,34,Sironko,2014,Uganda,15-Jul-14
,35,Sironko,2014,Uganda,15-Jul-14
,43,Mbale,2014,Uganda,15-Jul-14
,30,Mbale,2014,Uganda,15-Jul-14
,24,Mbale,2014,Uganda,15-Jul-14
,49,Mbale,2014,Uganda,15-Jul-14
,33,Mbale,2014,Uganda,15-Jul-14
,27,Sironko,2014,Uganda,15-Jul-14
,24,Sironko,2014,Uganda,15-Jul-14
,35,Sironko,2014,Uganda,15-Jul-14
,19,Mbale,2014,Uganda,15-Jul-14
,63,Mbale,2014,Uganda,15-Jul-14
,25,Sironko,2014,Uganda,15-Jul-14
,29,Mbale,2014,Uganda,15-Jul-14
,43,Mbale,2014,Uganda,15-Jul-14
,37,Mbale,2014,Uganda,16-Jul-14
,46,Mbale,2014,Uganda,16-Jul-14
,40,Mbale,2014,Uganda,16-Jul-14
,43,Mbale,2014,Uganda,16-Jul-14
,62,Mbale,2014,Uganda,16-Jul-14
,56,Mbale,2014,Uganda,16-Jul-14
,45,Sironko,2014,Uganda,16-Jul-14
,39,Mbale,2014,Uganda,16-Jul-14
,24,Mbale,2014,Uganda,16-Jul-14
,38,Mbale,2014,Uganda,16-Jul-14
,48,Mbale,2014,Uganda,16-Jul-14
,45,Mbale,2014,Uganda,16-Jul-14
,36,Sironko,2014,Uganda,16-Jul-14
,27,Sironko,2014,Uganda,16-Jul-14
,27,Mbale,2014,Uganda,16-Jul-14
,13,Mbale,2014,Uganda,16-Jul-14
,34,Sironko,2014,Uganda,16-Jul-14
,31,Sironko,2014,Uganda,16-Jul-14
,37,Mbale,2014,Uganda,16-Jul-14
,26,Mbale,2014,Uganda,16-Jul-14
,24,Sironko,2014,Uganda,16-Jul-14
,24,Mbale,2014,Uganda,16-Jul-14
,53,Mbale,2014,Uganda,16-Jul-14
,39,Sironko,2014,Uganda,16-Jul-14
,32,Mbale,2014,Uganda,17-Jul-14
,29,Sironko,2014,Uganda,17-Jul-14
,45,Mbale,2014,Uganda,17-Jul-14
,34,Sironko,2014,Uganda,17-Jul-14
,55,Mbale,2014,Uganda,17-Jul-14
,44,Mbale,2014,Uganda,17-Jul-14
,50,Mbale,2014,Uganda,17-Jul-14
,29,Mbale,2014,Uganda,17-Jul-14
,28,Sironko,2014,Uganda,17-Jul-14
,24,Mbale,2014,Uganda,17-Jul-14
,28,Sironko,2014,Uganda,17-Jul-14
,45,Mbale,2014,Uganda,17-Jul-14
,57,Mbale,2014,Uganda,17-Jul-14
,27,Mbale,2014,Uganda,17-Jul-14
,37,Mbale,2014,Uganda,17-Jul-14
,21,Sironko,2014,Uganda,17-Jul-14
,21,Sironko,2014,Uganda,17-Jul-14
,43,Mbale,2014,Uganda,17-Jul-14
,31,Mbale,2014,Uganda,17-Jul-14
,24,Sironko,2014,Uganda,17-Jul-14
,20,Mbale,2014,Uganda,17-Jul-14
,45,Mbale,2014,Uganda,17-Jul-14
,25,Sironko,2014,Uganda,17-Jul-14
,43,Mbale,2014,Uganda,17-Jul-14
,31,Sironko,2014,Uganda,17-Jul-14
,42,Mbale,2014,Uganda,17-Jul-14
,22,Sironko,2014,Uganda,17-Jul-14
,32,Mbale,2014,Uganda,17-Jul-14
,34,Mbale,2014,Uganda,17-Jul-14
,30,Sironko,2014,Uganda,17-Jul-14
,35,Mbale,2014,Uganda,17-Jul-14
,42,Sironko,2014,Uganda,17-Jul-14
,147,Sironko,2014,Uganda,17-Jul-14
,53,Mbale,2014,Uganda,17-Jul-14
,22,Sironko,2014,Uganda,18-Jul-14
,21,Mbale,2014,Uganda,18-Jul-14
,16,Mbale,2014,Uganda,18-Jul-14
,34,Mbale,2014,Uganda,18-Jul-14
,45,Sironko,2014,Uganda,18-Jul-14
,30,Sironko,2014,Uganda,18-Jul-14
,32,Mbale,2014,Uganda,18-Jul-14
,35,Mbale,2014,Uganda,18-Jul-14
,53,Mbale,2014,Uganda,18-Jul-14
,24,Mbale,2014,Uganda,18-Jul-14
,31,Mbale,2014,Uganda,18-Jul-14
,25,Mbale,2014,Uganda,18-Jul-14
,77,Mbale,2014,Uganda,18-Jul-14
,50,Mbale,2014,Uganda,18-Jul-14
,22,Mbale,2014,Uganda,18-Jul-14
,33,Mbale,2014,Uganda,19-Jul-14
,23,Mbale,2014,Uganda,19-Jul-14
,19,Mbale,2014,Uganda,19-Jul-14
,23,Mbale,2014,Uganda,19-Jul-14
,58,Mbale,2014,Uganda,19-Jul-14
,52,Mbale,2014,Uganda,19-Jul-14
,21,Sironko,2014,Uganda,19-Jul-14
,31,Mbale,2014,Uganda,19-Jul-14
,36,Sironko,2014,Uganda,19-Jul-14
,30,Mbale,2014,Uganda,19-Jul-14
,36,Sironko,2014,Uganda,19-Jul-14
,39,Mbale,2014,Uganda,19-Jul-14
,28,Mbale,2014,Uganda,19-Jul-14
,60,Mbale,2014,Uganda,19-Jul-14
,54,Mbale,2014,Uganda,19-Jul-14
,53,Sironko,2014,Uganda,20-Jul-14
,35,Mbale,2014,Uganda,21-Jul-14
,25,Sironko,2014,Uganda,21-Jul-14
,28,Mbale,2014,Uganda,21-Jul-14
,42,Mbale,2014,Uganda,21-Jul-14
,35,Mbale,2014,Uganda,21-Jul-14
,43,Mbale,2014,Uganda,21-Jul-14
,27,Mbale,2014,Uganda,21-Jul-14
,24,Mbale,2014,Uganda,21-Jul-14
,43,Mbale,2014,Uganda,21-Jul-14
,25,Mbale,2014,Uganda,21-Jul-14
,28,Sironko,2014,Uganda,21-Jul-14
,45,Mbale,2014,Uganda,22-Jul-14
,23,Mbale,2014,Uganda,22-Jul-14
,37,Mbale,2014,Uganda,22-Jul-14
,47,Mbale,2014,Uganda,22-Jul-14
,35,Mbale,2014,Uganda,22-Jul-14
,37,Sironko,2014,Uganda,23-Jul-14
,37,Sironko,2014,Uganda,23-Jul-14
,39,Sironko,2014,Uganda,23-Jul-14
,31,Sironko,2014,Uganda,23-Jul-14
,20,Mbale,2014,Uganda,24-Jul-14
,30,Mbale,2014,Uganda,24-Jul-14
,30,Mbale,2014,Uganda,24-Jul-14
,49,Mbale,2014,Uganda,24-Jul-14
,25,Sironko,2014,Uganda,24-Jul-14
,19,Mbale,2014,Uganda,24-Jul-14
,25,Sironko,2014,Uganda,25-Jul-14
,66,Sironko,2014,Uganda,27-Jul-14
,27,Sironko,2014,Uganda,28-Jul-14
,25,Mbale,2014,Uganda,29-Jul-14
,17,Mbale,2014,Uganda,30-Jul-14
,27,Mbale,2014,Uganda,30-Jul-14
,42,Mbale,2014,Uganda,30-Jul-14
,42,Mbale,2014,Uganda,30-Jul-14
,36,Mbale,2014,Uganda,30-Jul-14
,41,Mbale,2014,Uganda,30-Jul-14
,75,Mbale,2014,Uganda,30-Jul-14
,40,Mbale,2014,Uganda,30-Jul-14
,38,Mbale,2014,Uganda,30-Jul-14
,27,Mbale,2014,Uganda,30-Jul-14
,54,Mbale,2014,Uganda,30-Jul-14
,32,Mbale,2014,Uganda,30-Jul-14
,35,Mbale,2014,Uganda,30-Jul-14
,31,Mbale,2014,Uganda,30-Jul-14
,31,Mbale,2014,Uganda,30-Jul-14
,35,Mbale,2014,Uganda,30-Jul-14
,49,Mbale,2014,Uganda,30-Jul-14
,21,Mbale,2014,Uganda,30-Jul-14
,30,Mbale,2014,Uganda,30-Jul-14
,22,Mbale,2014,Uganda,30-Jul-14
,24,Mbale,2014,Uganda,30-Jul-14
,24,Mbale,2014,Uganda,30-Jul-14
,35,Mbale,2014,Uganda,30-Jul-14
,54,Mbale,2014,Uganda,30-Jul-14
,63,Mbale,2014,Uganda,30-Jul-14
,30,Mbale,2014,Uganda,30-Jul-14
,23,Mbale,2014,Uganda,30-Jul-14
,29,Mbale,2014,Uganda,30-Jul-14
,27,Mbale,2014,Uganda,30-Jul-14
,44,Mbale,2014,Uganda,30-Jul-14
,31,Mbale,2014,Uganda,30-Jul-14
,27,Mbale,2014,Uganda,30-Jul-14
,41,Mbale,2014,Uganda,30-Jul-14
,34,Mbale,2014,Uganda,30-Jul-14
,30,Mbale,2014,Uganda,30-Jul-14
,50,Mbale,2014,Uganda,30-Jul-14
,30,Mbale,2014,Uganda,30-Jul-14
,34,Mbale,2014,Uganda,30-Jul-14
,36,Mbale,2014,Uganda,30-Jul-14
,54,Mbale,2014,Uganda,30-Jul-14
,18,Mbale,2014,Uganda,30-Jul-14
,51,Mbale,2014,Uganda,30-Jul-14
,20,Mbale,2014,Uganda,30-Jul-14
,35,Mbale,2014,Uganda,30-Jul-14
,52,Mbale,2014,Uganda,30-Jul-14
,43,Mbale,2014,Uganda,30-Jul-14
,19,Mbale,2014,Uganda,30-Jul-14
,33,Mbale,2014,Uganda,30-Jul-14
,25,Mbale,2014,Uganda,30-Jul-14
,64,Mbale,2014,Uganda,30-Jul-14
,48,Mbale,2014,Uganda,30-Jul-14
,47,Mbale,2014,Uganda,30-Jul-14
,30,Mbale,2014,Uganda,30-Jul-14
,30,Mbale,2014,Uganda,30-Jul-14
,76,Mbale,2014,Uganda,30-Jul-14
,43,Mbale,2014,Uganda,30-Jul-14
,86,Mbale,2014,Uganda,30-Jul-14
,30,Mbale,2014,Uganda,30-Jul-14
,31,Mbale,2014,Uganda,30-Jul-14
,45,Mbale,2014,Uganda,30-Jul-14
,60,Mbale,2014,Uganda,30-Jul-14
,30,Mbale,2014,Uganda,30-Jul-14
,34,Mbale,2014,Uganda,30-Jul-14
,41,Mbale,2014,Uganda,30-Jul-14
,37,Sironko,2014,Uganda,02-Aug-14
,47,Mbale,2014,Uganda,12-Aug-14
,45,Sironko,2014,Uganda,14-Aug-14
,29,Sironko,2014,Uganda,14-Aug-14
,16,Sironko,2014,Uganda,14-Aug-14
,32,Sironko,2014,Uganda,14-Aug-14
,31,Sironko,2014,Uganda,14-Aug-14
,30,Sironko,2014,Uganda,14-Aug-14
,25,Sironko,2014,Uganda,14-Aug-14
,39,Sironko,2014,Uganda,14-Aug-14
,28,Sironko,2014,Uganda,14-Aug-14
,32,Sironko,2014,Uganda,14-Aug-14
,22,Sironko,2014,Uganda,14-Aug-14
,33,Sironko,2014,Uganda,14-Aug-14
,32,Sironko,2014,Uganda,14-Aug-14
,32,Sironko,2014,Uganda,14-Aug-14
,45,Sironko,2014,Uganda,14-Aug-14
,45,Sironko,2014,Uganda,14-Aug-14
,31,Sironko,2014,Uganda,14-Aug-14
,24,Sironko,2014,Uganda,14-Aug-14
,28,Sironko,2014,Uganda,14-Aug-14
,24,Sironko,2014,Uganda,14-Aug-14
,27,Sironko,2014,Uganda,14-Aug-14
,22,Sironko,2014,Uganda,14-Aug-14
,30,Sironko,2014,Uganda,14-Aug-14
,45,Sironko,2014,Uganda,14-Aug-14
,21,Sironko,2014,Uganda,14-Aug-14
,44,Sironko,2014,Uganda,14-Aug-14
,16,Sironko,2014,Uganda,14-Aug-14
,28,Sironko,2014,Uganda,14-Aug-14
,36,Sironko,2014,Uganda,14-Aug-14
,33,Sironko,2014,Uganda,14-Aug-14
,38,Sironko,2014,Uganda,14-Aug-14
,25,Sironko,2014,Uganda,14-Aug-14
,24,Sironko,2014,Uganda,14-Aug-14
,39,Sironko,2014,Uganda,14-Aug-14
,23,Sironko,2014,Uganda,14-Aug-14
,37,Sironko,2014,Uganda,14-Aug-14
,37,Sironko,2014,Uganda,14-Aug-14
,32,Sironko,2014,Uganda,14-Aug-14
,32,Sironko,2014,Uganda,14-Aug-14
,24,Sironko,2014,Uganda,14-Aug-14
,36,Sironko,2014,Uganda,14-Aug-14
,35,Sironko,2014,Uganda,14-Aug-14
,50,Sironko,2014,Uganda,14-Aug-14
,24,Sironko,2014,Uganda,14-Aug-14
,29,Sironko,2014,Uganda,14-Aug-14
,23,Sironko,2014,Uganda,14-Aug-14
,36,Sironko,2014,Uganda,14-Aug-14
,11,Sironko,2014,Uganda,14-Aug-14
,44,Sironko,2014,Uganda,14-Aug-14
,29,Sironko,2014,Uganda,14-Aug-14
,27,Sironko,2014,Uganda,14-Aug-14
,29,Sironko,2014,Uganda,14-Aug-14
,25,Sironko,2014,Uganda,14-Aug-14
,31,Sironko,2014,Uganda,14-Aug-14
,28,Sironko,2014,Uganda,14-Aug-14
,49,Sironko,2014,Uganda,14-Aug-14
,28,Sironko,2014,Uganda,14-Aug-14
,66,Sironko,2014,Uganda,14-Aug-14
,33,Sironko,2014,Uganda,14-Aug-14
,30,Sironko,2014,Uganda,14-Aug-14
,31,Sironko,2014,Uganda,14-Aug-14
,23,Sironko,2014,Uganda,14-Aug-14
,31,Sironko,2014,Uganda,14-Aug-14
,36,Sironko,2014,Uganda,14-Aug-14
,30,Sironko,2014,Uganda,14-Aug-14
,24,Sironko,2014,Uganda,14-Aug-14
,27,Sironko,2014,Uganda,14-Aug-14
,46,Sironko,2014,Uganda,14-Aug-14
,32,Sironko,2014,Uganda,14-Aug-14
,29,Sironko,2014,Uganda,14-Aug-14
,31,Sironko,2014,Uganda,14-Aug-14
,108,Sironko,2014,Uganda,14-Aug-14
,35,Sironko,2014,Uganda,14-Aug-14
,30,Sironko,2014,Uganda,14-Aug-14
,41,Sironko,2014,Uganda,14-Aug-14
,23,Sironko,2014,Uganda,14-Aug-14
,30,Sironko,2014,Uganda,14-Aug-14
,27,Sironko,2014,Uganda,14-Aug-14
,24,Sironko,2014,Uganda,14-Aug-14
,32,Sironko,2014,Uganda,14-Aug-14
,26,Sironko,2014,Uganda,14-Aug-14
,66,Sironko,2014,Uganda,14-Aug-14
,35,Sironko,2014,Uganda,14-Aug-14
,21,Sironko,2014,Uganda,14-Aug-14
,29,Sironko,2014,Uganda,14-Aug-14
,25,Sironko,2014,Uganda,14-Aug-14
,20,Sironko,2014,Uganda,14-Aug-14
,23,Sironko,2014,Uganda,14-Aug-14
,36,Sironko,2014,Uganda,14-Aug-14
,30,Sironko,2014,Uganda,14-Aug-14
,29,Sironko,2014,Uganda,14-Aug-14
,22,Sironko,2014,Uganda,14-Aug-14
,34,Sironko,2014,Uganda,14-Aug-14
,23,Sironko,2014,Uganda,14-Aug-14
,39,Sironko,2014,Uganda,14-Aug-14
,28,Sironko,2014,Uganda,14-Aug-14
,42,Sironko,2014,Uganda,14-Aug-14
,30,Sironko,2014,Uganda,14-Aug-14
,48,Sironko,2014,Uganda,14-Aug-14
,30,Sironko,2014,Uganda,14-Aug-14
,23,Sironko,2014,Uganda,14-Aug-14
,20,Sironko,2014,Uganda,15-Aug-14
,32,Sironko,2014,Uganda,18-Aug-14
,59,Tororo,2015,2,08-Sep-14
,35,Tororo,2015,2,29-Sep-14
,61,Butaleja,2014,Uganda,13-Oct-14
,94,Tororo,2015,2,15-Oct-14
,30,Mbale,2014,Uganda,21-Oct-14
,121,Tororo,2015,2,25-Oct-14
,37,Namutumba,2014,Uganda,27-Oct-14
,45,Namutumba,2014,Uganda,12-Nov-14
,36,Butaleja,2014,Uganda,12-Nov-14
,33,Butaleja,2014,Uganda,12-Nov-14
,81,Namutumba,2014,Uganda,12-Nov-14
,60,Butaleja,2014,Uganda,12-Nov-14
,31,Butaleja,2014,Uganda,12-Nov-14
,35,Namutumba,2014,Uganda,12-Nov-14
,34,Butaleja,2014,Uganda,12-Nov-14
,63,Butaleja,2014,Uganda,12-Nov-14
,26,Butaleja,2014,Uganda,12-Nov-14
,48,Namutumba,2014,Uganda,12-Nov-14
,31,Namutumba,2014,Uganda,12-Nov-14
,52,Namutumba,2014,Uganda,12-Nov-14
,51,Namutumba,2014,Uganda,12-Nov-14
,64,Butaleja,2014,Uganda,12-Nov-14
,62,Namutumba,2014,Uganda,12-Nov-14
,43,Namutumba,2014,Uganda,12-Nov-14
,46,Namutumba,2014,Uganda,12-Nov-14
,80,Namutumba,2014,Uganda,12-Nov-14
,30,Butaleja,2014,Uganda,12-Nov-14
,50,Namutumba,2014,Uganda,12-Nov-14
,45,Butaleja,2014,Uganda,12-Nov-14
,56,Butaleja,2014,Uganda,12-Nov-14
,21,Namutumba,2014,Uganda,12-Nov-14
,50,Namutumba,2014,Uganda,12-Nov-14
,50,Namutumba,2014,Uganda,12-Nov-14
,46,Namutumba,2014,Uganda,12-Nov-14
,27,Butaleja,2014,Uganda,12-Nov-14
,29,Butaleja,2014,Uganda,12-Nov-14
,35,Namutumba,2014,Uganda,12-Nov-14
,45,Namutumba,2014,Uganda,13-Nov-14
,29,Namutumba,2014,Uganda,13-Nov-14
,49,Namutumba,2014,Uganda,13-Nov-14
,45,Namutumba,2014,Uganda,13-Nov-14
,42,Namutumba,2014,Uganda,13-Nov-14
,32,Butaleja,2014,Uganda,13-Nov-14
,25,Namutumba,2014,Uganda,13-Nov-14
,35,Butaleja,2014,Uganda,13-Nov-14
,51,Namutumba,2014,Uganda,13-Nov-14
,45,Namutumba,2014,Uganda,13-Nov-14
,47,Namutumba,2014,Uganda,13-Nov-14
,65,Namutumba,2014,Uganda,13-Nov-14
,42,Namutumba,2014,Uganda,13-Nov-14
,30,Namutumba,2014,Uganda,13-Nov-14
,60,Butaleja,2014,Uganda,13-Nov-14
,35,Butaleja,2014,Uganda,13-Nov-14
,26,Butaleja,2014,Uganda,13-Nov-14
,51,Butaleja,2014,Uganda,13-Nov-14
,37,Namutumba,2014,Uganda,13-Nov-14
,41,Butaleja,2014,Uganda,13-Nov-14
,55,Namutumba,2014,Uganda,13-Nov-14
,41,Namutumba,2014,Uganda,13-Nov-14
,48,Namutumba,2014,Uganda,13-Nov-14
,41,Butaleja,2014,Uganda,13-Nov-14
,34,Butaleja,2014,Uganda,13-Nov-14
,58,Namutumba,2014,Uganda,13-Nov-14
,86,Butaleja,2014,Uganda,13-Nov-14
,46,Butaleja,2014,Uganda,13-Nov-14
,30,Namutumba,2014,Uganda,13-Nov-14
,40,Namutumba,2014,Uganda,13-Nov-14
,42,Namutumba,2014,Uganda,13-Nov-14
,49,Namutumba,2014,Uganda,13-Nov-14
,98,Butaleja,2014,Uganda,13-Nov-14
,250,Butaleja,2014,Uganda,13-Nov-14
,31,Butaleja,2014,Uganda,13-Nov-14
,51,Namutumba,2014,Uganda,13-Nov-14
,31,Namutumba,2014,Uganda,13-Nov-14
,30,Namutumba,2014,Uganda,13-Nov-14
,58,Butaleja,2014,Uganda,13-Nov-14
,70,Butaleja,2014,Uganda,13-Nov-14
,35,Namutumba,2014,Uganda,13-Nov-14
,50,Namutumba,2014,Uganda,13-Nov-14
,81,Namutumba,2014,Uganda,13-Nov-14
,36,Namutumba,2014,Uganda,13-Nov-14
,42,Namutumba,2014,Uganda,13-Nov-14
,52,Butaleja,2014,Uganda,13-Nov-14
,46,Namutumba,2014,Uganda,13-Nov-14
,36,Butaleja,2014,Uganda,13-Nov-14
,50,Namutumba,2014,Uganda,13-Nov-14
,31,Namutumba,2014,Uganda,13-Nov-14
,33,Namutumba,2014,Uganda,13-Nov-14
,42,Butaleja,2014,Uganda,13-Nov-14
,51,Namutumba,2014,Uganda,14-Nov-14
,36,Namutumba,2014,Uganda,14-Nov-14
,23,Butaleja,2014,Uganda,14-Nov-14
,48,Namutumba,2014,Uganda,14-Nov-14
,24,Namutumba,2014,Uganda,14-Nov-14
,51,Butaleja,2014,Uganda,14-Nov-14
,30,Butaleja,2014,Uganda,14-Nov-14
,65,Butaleja,2014,Uganda,14-Nov-14
,45,Butaleja,2014,Uganda,14-Nov-14
,41,Namutumba,2014,Uganda,14-Nov-14
,24,Namutumba,2014,Uganda,14-Nov-14
,40,Namutumba,2014,Uganda,14-Nov-14
,31,Butaleja,2014,Uganda,14-Nov-14
,46,Butaleja,2014,Uganda,14-Nov-14
,50,Namutumba,2014,Uganda,14-Nov-14
,53,Namutumba,2014,Uganda,14-Nov-14
,32,Namutumba,2014,Uganda,14-Nov-14
,62,Namutumba,2014,Uganda,14-Nov-14
,37,Butaleja,2014,Uganda,14-Nov-14
,60,Namutumba,2014,Uganda,14-Nov-14
,43,Namutumba,2014,Uganda,14-Nov-14
,62,Namutumba,2014,Uganda,14-Nov-14
,60,Butaleja,2014,Uganda,14-Nov-14
,49,Namutumba,2014,Uganda,14-Nov-14
,41,Namutumba,2014,Uganda,14-Nov-14
,41,Namutumba,2014,Uganda,14-Nov-14
,35,Namutumba,2014,Uganda,14-Nov-14
,25,Butaleja,2014,Uganda,14-Nov-14
,39,Butaleja,2014,Uganda,14-Nov-14
,46,Butaleja,2014,Uganda,14-Nov-14
,46,Butaleja,2014,Uganda,14-Nov-14
,26,Namutumba,2014,Uganda,14-Nov-14
,30,Namutumba,2014,Uganda,14-Nov-14
,37,Butaleja,2014,Uganda,14-Nov-14
,62,Namutumba,2014,Uganda,14-Nov-14
,30,Butaleja,2014,Uganda,14-Nov-14
,72,Butaleja,2014,Uganda,14-Nov-14
,39,Namutumba,2014,Uganda,14-Nov-14
,37,Namutumba,2014,Uganda,14-Nov-14
,31,Butaleja,2014,Uganda,14-Nov-14
,61,Butaleja,2014,Uganda,14-Nov-14
,41,Namutumba,2014,Uganda,14-Nov-14
,35,Namutumba,2014,Uganda,14-Nov-14
,44,Butaleja,2014,Uganda,14-Nov-14
,39,Butaleja,2014,Uganda,14-Nov-14
,52,Butaleja,2014,Uganda,15-Nov-14
,49,Namutumba,2014,Uganda,15-Nov-14
,46,Namutumba,2014,Uganda,15-Nov-14
,42,Butaleja,2014,Uganda,15-Nov-14
,24,Butaleja,2014,Uganda,15-Nov-14
,31,Namutumba,2014,Uganda,15-Nov-14
,38,Namutumba,2014,Uganda,15-Nov-14
,45,Namutumba,2014,Uganda,15-Nov-14
,40,Namutumba,2014,Uganda,15-Nov-14
,23,Butaleja,2014,Uganda,15-Nov-14
,73,Namutumba,2014,Uganda,15-Nov-14
,46,Namutumba,2014,Uganda,15-Nov-14
,65,Butaleja,2014,Uganda,15-Nov-14
,47,Butaleja,2014,Uganda,15-Nov-14
,24,Butaleja,2014,Uganda,15-Nov-14
,72,Butaleja,2014,Uganda,15-Nov-14
,24,Butaleja,2014,Uganda,15-Nov-14
,48,Namutumba,2014,Uganda,15-Nov-14
,70,Butaleja,2014,Uganda,15-Nov-14
,60,Butaleja,2014,Uganda,15-Nov-14
,41,Namutumba,2014,Uganda,15-Nov-14
,40,Namutumba,2014,Uganda,15-Nov-14
,35,Butaleja,2014,Uganda,15-Nov-14
,33,Namutumba,2014,Uganda,15-Nov-14
,57,Butaleja,2014,Uganda,15-Nov-14
,48,Namutumba,2014,Uganda,15-Nov-14
,36,Butaleja,2014,Uganda,15-Nov-14
,45,Namutumba,2014,Uganda,15-Nov-14
,41,Namutumba,2014,Uganda,15-Nov-14
,37,Butaleja,2014,Uganda,15-Nov-14
,33,Butaleja,2014,Uganda,15-Nov-14
,54,Namutumba,2014,Uganda,15-Nov-14
,76,Butaleja,2014,Uganda,15-Nov-14
