id,vcs201_attendees_total,vcs011_prgrm,month,year,vcs009_country
,95,Zomba3,10,2014,3
,60,Zomba3,10,2014,3
,65,Zomba3,11,2014,3
,42,Zomba3,11,2014,3
,38,Zomba3,11,2014,3
,40,Zomba3,1,2013,3
,52,Zomba3,10,2014,3
,148,Zomba3,11,2014,3
,500,Zomba3,10,2014,3
,130,Zomba3,10,2014,3
,55,Zomba3,10,2014,3
,499,Zomba3,11,2014,3
,14,Zomba3,1,2013,3
,638,Zomba3,11,2014,3
,104,Zomba3,10,2014,3
,348,Zomba3,10,2014,3
,78,Zomba3,11,2014,3
,107,Zomba3,11,2014,3
,16,Zomba3,11,2014,3
,75,Zomba3,11,2014,3
,52,Zomba3,11,2014,3
,352,Zomba3,11,2014,3
,110,Zomba3,10,2014,3
,117,Zomba3,10,2014,3
,36,Zomba3,11,2014,3
,205,Zomba3,11,2014,3
,62,Zomba3,10,2014,3
,70,Zomba3,10,2014,3
,239,Zomba3,10,2014,3
,50,Zomba3,10,2014,3
,280,Zomba3,10,2014,3
,445,Zomba3,10,2014,3
,47,Zomba3,11,2014,3
,68,Zomba3,11,2014,3
,74,Zomba3,11,2014,3
,685,Zomba3,11,2014,3
,89,Zomba3,11,2014,3
,109,Zomba3,1,2013,3
,205,Zomba3,11,2014,3
,82,Zomba3,10,2014,3
,206,Zomba3,11,2014,3
,52,Zomba3,11,2014,3
,87,Zomba3,11,2014,3
,80,Zomba3,10,2014,3
,420,Zomba3,11,2014,3
,67,Zomba3,10,2014,3
,58,Zomba3,10,2014,3
,60,Zomba3,1,2013,3
,49,Zomba3,11,2014,3
,96,Zomba3,10,2014,3
,89,Zomba3,10,2014,3
,185,Zomba3,10,2014,3
,60,Zomba3,11,2014,3
,42,Zomba3,11,2014,3
,52,Zomba3,11,2014,3
,50,Zomba3,10,2014,3
,108,Zomba3,11,2014,3
,63,Zomba3,10,2014,3
,80,Zomba3,10,2014,3
,46,Zomba3,10,2014,3
,82,Zomba3,10,2014,3
,65,Zomba3,10,2014,3
,131,Zomba3,11,2014,3
