id,cem301_attendees_total,program,month,year,country,cem005_today
,60,Zomba 6,6,2015,3,25-Jun-15
,102,Zomba 6,6,2015,3,25-Jun-15
,50,Zomba 6,6,2015,3,25-Jun-15
,20,Zomba 6,6,2015,3,25-Jun-15
,70,Zomba 6,6,2015,3,25-Jun-15
,15,Zomba 6,6,2015,3,25-Jun-15
,20,Zomba 6,6,2015,3,25-Jun-15
,36,Zomba 6,6,2015,3,25-Jun-15
,39,Zomba 6,6,2015,3,25-Jun-15
,50,Zomba 6,6,2015,3,25-Jun-15
,26,Zomba 6,6,2015,3,25-Jun-15
,20,Zomba 6,6,2015,3,26-Jun-15
,18,Zomba 6,6,2015,3,26-Jun-15
,20,Zomba 6,6,2015,3,26-Jun-15
,159,Zomba 6,6,2015,3,26-Jun-15
,159,Zomba 6,6,2015,3,26-Jun-15
,20,Zomba 6,6,2015,3,26-Jun-15
,15,Zomba 6,6,2015,3,26-Jun-15
,23,Zomba 6,6,2015,3,26-Jun-15
,159,Zomba 6,6,2015,3,26-Jun-15
,50,Zomba 6,6,2015,3,26-Jun-15
,50,Zomba 6,6,2015,3,26-Jun-15
,21,Zomba 6,6,2015,3,26-Jun-15
,35,Zomba 6,6,2015,3,26-Jun-15
,29,Zomba 6,6,2015,3,26-Jun-15
,42,Zomba 6,6,2015,3,27-Jun-15
,60,Zomba 6,6,2015,3,27-Jun-15
,19,Zomba 6,6,2015,3,27-Jun-15
,15,Zomba 6,6,2015,3,27-Jun-15
,39,Zomba 6,6,2015,3,27-Jun-15
,18,Zomba 6,6,2015,3,27-Jun-15
,80,Zomba 6,6,2015,3,27-Jun-15
,20,Zomba 6,6,2015,3,28-Jun-15
,46,Zomba 6,6,2015,3,28-Jun-15
,42,Zomba 6,6,2015,3,28-Jun-15
,21,Zomba 6,6,2015,3,28-Jun-15
,13,Zomba 6,6,2015,3,28-Jun-15
,41,Zomba 6,6,2015,3,28-Jun-15
,13,Zomba 6,6,2015,3,28-Jun-15
,28,Zomba 6,6,2015,3,28-Jun-15
,30,Zomba 6,6,2015,3,28-Jun-15
,30,Zomba 6,6,2015,3,28-Jun-15
,18,Zomba 6,6,2015,3,28-Jun-15
,13,Zomba 6,6,2015,3,28-Jun-15
,30,Zomba 6,6,2015,3,28-Jun-15
,17,Zomba 6,6,2015,3,28-Jun-15
,15,Zomba 6,6,2015,3,28-Jun-15
,38,Zomba 6,6,2015,3,28-Jun-15
,60,Zomba 6,6,2015,3,28-Jun-15
,15,Zomba 6,6,2015,3,28-Jun-15
,23,Zomba 6,6,2015,3,28-Jun-15
,26,Zomba 6,6,2015,3,28-Jun-15
,15,Zomba 6,6,2015,3,28-Jun-15
,50,Zomba 6,6,2015,3,28-Jun-15
,70,Zomba 6,6,2015,3,28-Jun-15
,100,Zomba 6,6,2015,3,28-Jun-15
,16,Zomba 6,6,2015,3,29-Jun-15
,36,Zomba 6,6,2015,3,29-Jun-15
,12,Zomba 6,6,2015,3,29-Jun-15
,32,Zomba 6,6,2015,3,29-Jun-15
,40,Zomba 6,6,2015,3,29-Jun-15
,34,Zomba 6,6,2015,3,29-Jun-15
,13,Zomba 6,6,2015,3,29-Jun-15
,11,Zomba 6,6,2015,3,29-Jun-15
,17,Zomba 6,6,2015,3,29-Jun-15
,30,Zomba 6,6,2015,3,29-Jun-15
,13,Zomba 6,6,2015,3,29-Jun-15
,20,Zomba 6,6,2015,3,29-Jun-15
,36,Zomba 6,6,2015,3,30-Jun-15
,13,Zomba 6,6,2015,3,30-Jun-15
,25,Zomba 6,6,2015,3,30-Jun-15
,30,Zomba 6,6,2015,3,30-Jun-15
,40,Zomba 6,6,2015,3,30-Jun-15
,32,Zomba 6,6,2015,3,30-Jun-15
,35,Zomba 6,6,2015,3,30-Jun-15
,16,Zomba 6,6,2015,3,30-Jun-15
,15,Zomba 6,7,2015,3,01-Jul-15
