id,cr011_prgrm,cr102_wpt_id,total_chl_used,total_period_day,total_period_30day,avrg_30day_usage,avrg_30day_usage_litres,num_of_Deliveries,Jerrican_delivered,date_of_first_delivery,date_of_last_delivery,month,year,country
,Kibuku 4,7020560,13,487,16.23333,0.8008214,4.004107,5,16,2014-04-17,2015-08-17,8,2015,2
,Kibuku 4,7020561,15.8,480,16,0.9875,4.9375,9,28,2014-04-24,2015-11-27,11,2015,2
,Kibuku 4,7020562,18,584,19.46667,0.9246575,4.623288,6,21,2014-04-22,2015-11-27,11,2015,2
,Kibuku 4,7020563,5,286,9.533334,0.5244755,2.622378,8,17,2014-04-24,2015-11-28,11,2015,2
,Kibuku 4,7020564,17,854,28.46667,0.5971897,2.985948,7,21,2013-07-30,2015-12-01,12,2015,2
,Kibuku 4,7020565,13,959,31.96667,0.4066736,2.033368,5,16,2013-04-16,2015-12-01,12,2015,2
,Kibuku 4,7020566,16,834,27.8,0.5755396,2.877698,6,19,2013-08-19,2015-12-01,12,2015,2
,Kibuku 4,7020567,12,726,24.2,0.4958678,2.479339,7,18,2013-08-19,2015-12-02,12,2015,2
,Kibuku 4,7020568,2,132,4.4,0.4545454,2.272727,5,14,2014-04-09,2015-08-15,8,2015,2
,Kibuku 4,7020569,8,726,24.2,0.3305785,1.652893,6,16,2013-08-19,2015-12-01,12,2015,2
,Kibuku 4,7020570,14,601,20.03333,0.6988353,3.494177,5,18,2014-04-09,2015-12-01,12,2015,2
,Kibuku 4,7020571,9,746,24.86667,0.3619303,1.809651,6,17,2013-07-30,2015-12-01,12,2015,2
,Kibuku 4,7020572,4,69,2.3,1.73913,8.695652,4,12,2015-02-02,2015-11-26,11,2015,2
,Kibuku 4,7020573,8,297,9.9,0.8080809,4.040404,3,12,2015-02-02,2015-11-26,11,2015,2
,Kibuku 4,7020574,10,301,10.03333,0.9966777,4.983388,6,17,2014-08-19,2015-11-28,11,2015,2
,Kibuku 4,7020575,6,150,5,1.2,6,5,13,2015-02-02,2015-12-14,12,2015,2
,Kibuku 4,7020576,18,611,20.36667,0.883797,4.418985,6,21,2014-04-16,2015-12-18,12,2015,2
,Kibuku 4,7020577,7,326,10.86667,0.6441718,3.220859,8,19,2014-04-17,2015-12-18,12,2015,2
,Kibuku 4,7020578,6,299,9.966666,0.6020067,3.010034,6,14,2014-04-16,2015-12-18,12,2015,2
,Kibuku 4,7020579,19,612,20.4,0.9313726,4.656863,7,23,2014-04-15,2015-12-18,12,2015,2
,Kibuku 4,7020581,11,504,16.8,0.6547619,3.273809,7,18,2014-04-16,2015-12-18,12,2015,2
,Kibuku 4,7020582,13.5,504,16.8,0.8035715,4.017858,8,21,2014-04-15,2015-12-11,12,2015,2
,Kibuku 4,7020583,12,504,16.8,0.7142857,3.571429,7,20,2014-04-15,2015-12-14,12,2015,2
,Kibuku 4,7020584,16.7,605,20.16667,0.8280993,4.140496,7,20.2,2014-04-15,2015-12-11,12,2015,2
,Kibuku 4,7020585,20,605,20.16667,0.9917356,4.958678,7,24,2014-04-15,2015-12-11,12,2015,2
,Kibuku 4,7020586,14,604,20.13333,0.6953642,3.476821,5,18,2014-04-16,2015-12-11,12,2015,2
,Kibuku 4,7020587,5.3,281,9.366667,0.5658363,2.829182,5,13,2014-05-05,2015-12-14,12,2015,2
,Kibuku 4,7020588,6,272,9.066667,0.6617647,3.308823,5,14,2014-05-10,2015-12-14,12,2015,2
