ID,cem301_attendees_total,cem011 prgrm,month,year,cem005_today
,42,Sironko,9,2014,01-Sep-14
,20,Mbale,9,2014,01-Sep-14
,55,Mbale,9,2014,01-Sep-14
,30,Sironko,9,2014,01-Sep-14
,38,Sironko,9,2014,01-Sep-14
,50,Mbale,9,2014,01-Sep-14
,30,Sironko,9,2014,01-Sep-14
,28,Sironko,9,2014,01-Sep-14
,30,Sironko,9,2014,01-Sep-14
,81,Mbale,9,2014,01-Sep-14
,40,Sironko,9,2014,01-Sep-14
,55,Sironko,9,2014,01-Sep-14
,23,Mbale,9,2014,01-Sep-14
,71,Mbale,9,2014,01-Sep-14
,20,Mbale,9,2014,01-Sep-14
,12,Sironko,9,2014,01-Sep-14
,40,Sironko,9,2014,01-Sep-14
,24,Mbale,9,2014,01-Sep-14
,21,Mbale,9,2014,01-Sep-14
,35,Mbale,9,2014,01-Sep-14
,38,Sironko,9,2014,01-Sep-14
,25,Mbale,9,2014,01-Sep-14
,40,Mbale,9,2014,01-Sep-14
,26,Sironko,9,2014,01-Sep-14
,43,Mbale,9,2014,01-Sep-14
,22,Mbale,9,2014,01-Sep-14
,36,Mbale,9,2014,01-Sep-14
,52,Mbale,9,2014,01-Sep-14
,28,Mbale,9,2014,01-Sep-14
,21,Mbale,9,2014,01-Sep-14
,45,Sironko,9,2014,01-Sep-14
,36,Sironko,9,2014,01-Sep-14
,34,Mbale,9,2014,01-Sep-14
,26,Mbale,9,2014,01-Sep-14
,76,Sironko,9,2014,02-Sep-14
,55,Mbale,9,2014,02-Sep-14
,40,Sironko,9,2014,02-Sep-14
,29,Sironko,9,2014,02-Sep-14
,29,Mbale,9,2014,02-Sep-14
,23,Mbale,9,2014,02-Sep-14
,32,Sironko,9,2014,02-Sep-14
,68,Mbale,9,2014,02-Sep-14
,21,Mbale,9,2014,02-Sep-14
,50,Sironko,9,2014,02-Sep-14
,21,Sironko,9,2014,02-Sep-14
,21,Sironko,9,2014,02-Sep-14
,20,Sironko,9,2014,02-Sep-14
,26,Mbale,9,2014,02-Sep-14
,44,Sironko,9,2014,02-Sep-14
,60,Mbale,9,2014,02-Sep-14
,23,Mbale,9,2014,02-Sep-14
,31,Sironko,9,2014,02-Sep-14
,32,Sironko,9,2014,02-Sep-14
,32,Mbale,9,2014,02-Sep-14
,24,Mbale,9,2014,02-Sep-14
,43,Mbale,9,2014,02-Sep-14
,23,Mbale,9,2014,02-Sep-14
,40,Mbale,9,2014,02-Sep-14
,25,Mbale,9,2014,02-Sep-14
,50,Sironko,9,2014,02-Sep-14
,59,Mbale,9,2014,02-Sep-14
,45,Mbale,9,2014,02-Sep-14
,45,Mbale,9,2014,02-Sep-14
,30,Sironko,9,2014,02-Sep-14
,39,Mbale,9,2014,02-Sep-14
,68,Sironko,9,2014,02-Sep-14
,39,Mbale,9,2014,02-Sep-14
,63,Sironko,9,2014,02-Sep-14
,44,Mbale,9,2014,02-Sep-14
,32,Mbale,9,2014,02-Sep-14
,40,Mbale,9,2014,02-Sep-14
,33,Sironko,9,2014,02-Sep-14
,48,Sironko,9,2014,02-Sep-14
,24,Sironko,9,2014,02-Sep-14
,24,Mbale,9,2014,02-Sep-14
,67,Mbale,9,2014,02-Sep-14
,34,Sironko,9,2014,02-Sep-14
,90,Sironko,9,2014,02-Sep-14
,28,Mbale,9,2014,02-Sep-14
,47,Sironko,9,2014,02-Sep-14
,49,Mbale,9,2014,03-Sep-14
,46,Sironko,9,2014,03-Sep-14
,48,Sironko,9,2014,03-Sep-14
,30,Sironko,9,2014,03-Sep-14
,36,Sironko,9,2014,03-Sep-14
,48,Sironko,9,2014,03-Sep-14
,28,Sironko,9,2014,03-Sep-14
,48,Sironko,9,2014,03-Sep-14
,54,Mbale,9,2014,03-Sep-14
,37,Mbale,9,2014,03-Sep-14
,32,Mbale,9,2014,03-Sep-14
,60,Sironko,9,2014,03-Sep-14
,35,Mbale,9,2014,03-Sep-14
,72,Mbale,9,2014,03-Sep-14
,72,Mbale,9,2014,03-Sep-14
,67,Mbale,9,2014,03-Sep-14
,22,Mbale,9,2014,03-Sep-14
,32,Mbale,9,2014,03-Sep-14
,26,Mbale,9,2014,03-Sep-14
,32,Mbale,9,2014,03-Sep-14
,45,Mbale,9,2014,02-Sep-14
,38,Sironko,9,2014,03-Sep-14
,29,Mbale,9,2014,03-Sep-14
,27,Sironko,9,2014,03-Sep-14
,113,Sironko,9,2014,03-Sep-14
,65,Mbale,9,2014,03-Sep-14
,55,Sironko,9,2014,03-Sep-14
,60,Mbale,9,2014,03-Sep-14
,37,Mbale,9,2014,03-Sep-14
,32,Mbale,9,2014,03-Sep-14
,79,Mbale,9,2014,03-Sep-14
,40,Sironko,9,2014,03-Sep-14
,38,Sironko,9,2014,03-Sep-14
,45,Mbale,9,2014,03-Sep-14
,29,Mbale,9,2014,03-Sep-14
,43,Sironko,9,2014,03-Sep-14
,51,Mbale,9,2014,03-Sep-14
,20,Sironko,9,2014,03-Sep-14
,35,Mbale,9,2014,03-Sep-14
,26,Mbale,9,2014,03-Sep-14
,20,Sironko,9,2014,04-Sep-14
,21,Sironko,9,2014,04-Sep-14
,22,Mbale,9,2014,04-Sep-14
,51,Mbale,9,2014,04-Sep-14
,26,Mbale,9,2014,04-Sep-14
,24,Mbale,9,2014,04-Sep-14
,29,Mbale,9,2014,04-Sep-14
,36,Mbale,9,2014,04-Sep-14
,45,Mbale,9,2014,04-Sep-14
,35,Sironko,9,2014,04-Sep-14
,67,Mbale,9,2014,04-Sep-14
,60,Sironko,9,2014,04-Sep-14
,36,Mbale,9,2014,04-Sep-14
,25,Sironko,9,2014,04-Sep-14
,40,Sironko,9,2014,04-Sep-14
,40,Mbale,9,2014,04-Sep-14
,57,Mbale,9,2014,04-Sep-14
,38,Mbale,9,2014,04-Sep-14
,51,Sironko,9,2014,04-Sep-14
,65,Sironko,9,2014,04-Sep-14
,50,Sironko,9,2014,04-Sep-14
,48,Sironko,9,2014,04-Sep-14
,35,Sironko,9,2014,04-Sep-14
,35,Mbale,9,2014,04-Sep-14
,38,Mbale,9,2014,04-Sep-14
,30,Mbale,9,2014,04-Sep-14
,46,Mbale,9,2014,04-Sep-14
,36,Mbale,9,2014,04-Sep-14
,31,Sironko,9,2014,04-Sep-14
,23,Sironko,9,2014,04-Sep-14
,32,Mbale,9,2014,03-Sep-14
,40,Sironko,9,2014,04-Sep-14
,59,Mbale,9,2014,04-Sep-14
,41,Mbale,9,2014,04-Sep-14
,32,Sironko,9,2014,04-Sep-14
,37,Sironko,9,2014,04-Sep-14
,35,Sironko,9,2014,04-Sep-14
,21,Mbale,9,2014,04-Sep-14
,97,Mbale,9,2014,04-Sep-14
,27,Sironko,9,2014,04-Sep-14
,55,Sironko,9,2014,04-Sep-14
,20,Sironko,9,2014,04-Sep-14
,40,Sironko,9,2014,04-Sep-14
,32,Sironko,9,2014,05-Sep-14
,10,Sironko,9,2014,05-Sep-14
,37,Sironko,9,2014,05-Sep-14
,69,Mbale,9,2014,04-Sep-14
,45,Sironko,9,2014,05-Sep-14
,29,Sironko,9,2014,05-Sep-14
,36,Sironko,9,2014,05-Sep-14
,34,Mbale,9,2014,05-Sep-14
,67,Mbale,9,2014,05-Sep-14
,53,Sironko,9,2014,05-Sep-14
,54,Mbale,9,2014,04-Sep-14
,26,Mbale,9,2014,05-Sep-14
,20,Sironko,9,2014,05-Sep-14
,48,Sironko,9,2014,05-Sep-14
,27,Mbale,9,2014,05-Sep-14
,55,Mbale,9,2014,05-Sep-14
,15,Mbale,9,2014,05-Sep-14
,25,Mbale,9,2014,05-Sep-14
,16,Sironko,9,2014,05-Sep-14
,35,Mbale,9,2014,05-Sep-14
,46,Mbale,9,2014,05-Sep-14
,28,Sironko,9,2014,05-Sep-14
,46,Sironko,9,2014,05-Sep-14
,39,Sironko,9,2014,05-Sep-14
,43,Sironko,9,2014,05-Sep-14
,26,Sironko,9,2014,05-Sep-14
,28,Mbale,9,2014,05-Sep-14
,20,Sironko,9,2014,05-Sep-14
,53,Mbale,9,2014,05-Sep-14
,38,Mbale,9,2014,05-Sep-14
,40,Sironko,9,2014,05-Sep-14
,30,Mbale,9,2014,05-Sep-14
,25,Sironko,9,2014,05-Sep-14
,32,Mbale,9,2014,05-Sep-14
,46,Mbale,9,2014,05-Sep-14
,36,Sironko,9,2014,05-Sep-14
,38,Sironko,9,2014,05-Sep-14
,28,Mbale,9,2014,05-Sep-14
,35,Sironko,9,2014,06-Sep-14
,24,Mbale,9,2014,06-Sep-14
,13,Mbale,9,2014,06-Sep-14
,35,Mbale,9,2014,08-Sep-14
,30,Sironko,9,2014,06-Sep-14
,27,Mbale,9,2014,05-Sep-14
,35,Sironko,9,2014,06-Sep-14
,23,Mbale,9,2014,06-Sep-14
,48,Mbale,9,2014,06-Sep-14
,20,Mbale,9,2014,05-Sep-14
,27,Mbale,9,2014,05-Sep-14
,38,Sironko,9,2014,06-Sep-14
,31,Sironko,9,2014,06-Sep-14
,24,Mbale,9,2014,06-Sep-14
,56,Mbale,9,2014,06-Sep-14
,49,Mbale,9,2014,06-Sep-14
,28,Mbale,9,2014,06-Sep-14
,30,Sironko,9,2014,06-Sep-14
,27,Mbale,9,2014,06-Sep-14
,21,Sironko,9,2014,06-Sep-14
,35,Sironko,9,2014,06-Sep-14
,21,Mbale,9,2014,06-Sep-14
,34,Sironko,9,2014,06-Sep-14
,15,Mbale,9,2014,06-Sep-14
,26,Sironko,9,2014,06-Sep-14
,20,Mbale,9,2014,06-Sep-14
,29,Sironko,9,2014,06-Sep-14
,30,Mbale,9,2014,06-Sep-14
,32,Mbale,9,2014,05-Sep-14
,48,Sironko,9,2014,06-Sep-14
,14,Sironko,9,2014,06-Sep-14
,60,Sironko,9,2014,06-Sep-14
,60,Mbale,9,2014,08-Sep-14
,55,Mbale,9,2014,08-Sep-14
,99,Mbale,9,2014,06-Sep-14
,23,Mbale,9,2014,09-Sep-14
,34,Mbale,9,2014,08-Sep-14
,39,Mbale,9,2014,08-Sep-14
,37,Mbale,9,2014,08-Sep-14
,53,Mbale,9,2014,08-Sep-14
,68,Mbale,9,2014,08-Sep-14
,48,Mbale,9,2014,08-Sep-14
,22,Mbale,9,2014,08-Sep-14
,47,Mbale,9,2014,06-Sep-14
,22,Mbale,9,2014,06-Sep-14
,43,Mbale,9,2014,09-Sep-14
,39,Sironko,9,2014,09-Sep-14
,35,Sironko,9,2014,09-Sep-14
,23,Mbale,9,2014,09-Sep-14
,65,Sironko,9,2014,09-Sep-14
,35,Mbale,9,2014,09-Sep-14
,25,Sironko,9,2014,09-Sep-14
,28,Sironko,9,2014,09-Sep-14
,40,Sironko,9,2014,09-Sep-14
,30,Mbale,9,2014,09-Sep-14
,30,Sironko,9,2014,09-Sep-14
,56,Mbale,9,2014,09-Sep-14
,32,Mbale,9,2014,09-Sep-14
,18,Sironko,9,2014,09-Sep-14
,40,Mbale,9,2014,09-Sep-14
,41,Mbale,9,2014,09-Sep-14
,36,Sironko,9,2014,09-Sep-14
,43,Mbale,9,2014,09-Sep-14
,33,Sironko,9,2014,09-Sep-14
,17,Sironko,9,2014,09-Sep-14
,23,Mbale,9,2014,09-Sep-14
,55,Mbale,9,2014,09-Sep-14
,30,Mbale,9,2014,09-Sep-14
,38,Mbale,9,2014,09-Sep-14
,51,Sironko,9,2014,09-Sep-14
,41,Sironko,9,2014,09-Sep-14
,27,Mbale,9,2014,09-Sep-14
,28,Mbale,9,2014,09-Sep-14
,34,Sironko,9,2014,09-Sep-14
,26,Sironko,9,2014,09-Sep-14
,62,Mbale,9,2014,10-Sep-14
,28,Sironko,9,2014,09-Sep-14
,39,Mbale,9,2014,09-Sep-14
,30,Sironko,9,2014,09-Sep-14
,17,Sironko,9,2014,09-Sep-14
,32,Sironko,9,2014,09-Sep-14
,62,Mbale,9,2014,09-Sep-14
,36,Sironko,9,2014,09-Sep-14
,30,Mbale,9,2014,09-Sep-14
,32,Sironko,9,2014,09-Sep-14
,29,Mbale,9,2014,09-Sep-14
,48,Mbale,9,2014,09-Sep-14
,55,Mbale,9,2014,09-Sep-14
,50,Sironko,9,2014,09-Sep-14
,29,Sironko,9,2014,09-Sep-14
,42,Mbale,9,2014,09-Sep-14
,66,Mbale,9,2014,09-Sep-14
,58,Mbale,9,2014,09-Sep-14
,28,Sironko,9,2014,09-Sep-14
,42,Sironko,9,2014,09-Sep-14
,58,Sironko,9,2014,09-Sep-14
,16,Mbale,9,2014,10-Sep-14
,40,Mbale,9,2014,10-Sep-14
,38,Sironko,9,2014,10-Sep-14
,34,Mbale,9,2014,10-Sep-14
,35,Sironko,9,2014,10-Sep-14
,33,Sironko,9,2014,09-Sep-14
,30,Mbale,9,2014,10-Sep-14
,12,Mbale,9,2014,10-Sep-14
,20,Mbale,9,2014,10-Sep-14
,15,Sironko,9,2014,10-Sep-14
,51,Mbale,9,2014,10-Sep-14
,38,Sironko,9,2014,10-Sep-14
,19,Mbale,9,2014,10-Sep-14
,34,Sironko,9,2014,09-Sep-14
,22,Mbale,9,2014,10-Sep-14
,60,Mbale,9,2014,10-Sep-14
,53,Mbale,9,2014,10-Sep-14
,38,Sironko,9,2014,10-Sep-14
,25,Sironko,9,2014,10-Sep-14
,40,Sironko,9,2014,10-Sep-14
,34,Mbale,9,2014,10-Sep-14
,19,Mbale,9,2014,10-Sep-14
,49,Mbale,9,2014,10-Sep-14
,39,Sironko,9,2014,10-Sep-14
,30,Mbale,9,2014,10-Sep-14
,47,Sironko,9,2014,10-Sep-14
,17,Mbale,9,2014,10-Sep-14
,23,Mbale,9,2014,10-Sep-14
,41,Sironko,9,2014,10-Sep-14
,25,Mbale,9,2014,10-Sep-14
,40,Sironko,9,2014,10-Sep-14
,19,Mbale,9,2014,10-Sep-14
,19,Mbale,9,2014,10-Sep-14
,51,Sironko,9,2014,11-Sep-14
,37,Sironko,9,2014,11-Sep-14
,34,Sironko,9,2014,11-Sep-14
,68,Mbale,9,2014,11-Sep-14
,30,Sironko,9,2014,11-Sep-14
,40,Sironko,9,2014,11-Sep-14
,48,Mbale,9,2014,11-Sep-14
,15,Mbale,9,2014,11-Sep-14
,21,Sironko,9,2014,11-Sep-14
,27,Sironko,9,2014,11-Sep-14
,19,Mbale,9,2014,11-Sep-14
,25,Sironko,9,2014,11-Sep-14
,35,Mbale,9,2014,11-Sep-14
,26,Sironko,9,2014,11-Sep-14
,45,Sironko,9,2014,11-Sep-14
,20,Mbale,9,2014,11-Sep-14
,59,Mbale,9,2014,11-Sep-14
,39,Mbale,9,2014,11-Sep-14
,39,Mbale,9,2014,10-Sep-14
,52,Mbale,9,2014,11-Sep-14
,28,Mbale,9,2014,11-Sep-14
,27,Mbale,9,2014,11-Sep-14
,20,Mbale,9,2014,11-Sep-14
,30,Sironko,9,2014,11-Sep-14
,18,Sironko,9,2014,11-Sep-14
,22,Mbale,9,2014,11-Sep-14
,20,Mbale,9,2014,11-Sep-14
,30,Sironko,9,2014,11-Sep-14
,24,Mbale,9,2014,11-Sep-14
,67,Mbale,9,2014,10-Sep-14
,16,Sironko,9,2014,11-Sep-14
,29,Sironko,9,2014,11-Sep-14
,32,Mbale,9,2014,12-Sep-14
,34,Sironko,9,2014,12-Sep-14
,41,Sironko,9,2014,12-Sep-14
,40,Mbale,9,2014,12-Sep-14
,52,Sironko,9,2014,12-Sep-14
,73,Sironko,9,2014,12-Sep-14
,27,Mbale,9,2014,12-Sep-14
,41,Mbale,9,2014,12-Sep-14
,20,Mbale,9,2014,12-Sep-14
,42,Sironko,9,2014,12-Sep-14
,38,Mbale,9,2014,12-Sep-14
,27,Mbale,9,2014,12-Sep-14
,58,Sironko,9,2014,12-Sep-14
,53,Mbale,9,2014,12-Sep-14
,24,Sironko,9,2014,12-Sep-14
,58,Sironko,9,2014,12-Sep-14
,35,Mbale,9,2014,12-Sep-14
,76,Mbale,9,2014,12-Sep-14
,15,Sironko,9,2014,12-Sep-14
,20,Sironko,9,2014,12-Sep-14
,19,Mbale,9,2014,12-Sep-14
,43,Mbale,9,2014,12-Sep-14
,28,Sironko,9,2014,12-Sep-14
,32,Sironko,9,2014,12-Sep-14
,34,Mbale,9,2014,12-Sep-14
,28,Sironko,9,2014,12-Sep-14
,29,Mbale,9,2014,12-Sep-14
,34,Mbale,9,2014,12-Sep-14
,16,Sironko,9,2014,12-Sep-14
,24,Mbale,9,2014,12-Sep-14
,38,Mbale,9,2014,12-Sep-14
,43,Mbale,9,2014,12-Sep-14
,19,Mbale,9,2014,12-Sep-14
,56,Mbale,9,2014,13-Sep-14
,38,Mbale,9,2014,12-Sep-14
,32,Mbale,9,2014,13-Sep-14
,58,Mbale,9,2014,14-Sep-14
,55,Sironko,9,2014,13-Sep-14
,38,Mbale,9,2014,13-Sep-14
,32,Sironko,9,2014,13-Sep-14
,29,Sironko,9,2014,13-Sep-14
,27,Sironko,9,2014,13-Sep-14
,39,Sironko,9,2014,13-Sep-14
,25,Sironko,9,2014,13-Sep-14
,19,Sironko,9,2014,13-Sep-14
,21,Mbale,9,2014,13-Sep-14
,45,Mbale,9,2014,13-Sep-14
,35,Mbale,9,2014,13-Sep-14
,44,Mbale,9,2014,12-Sep-14
,38,Sironko,9,2014,13-Sep-14
,43,Mbale,9,2014,13-Sep-14
,34,Sironko,9,2014,13-Sep-14
,72,Sironko,9,2014,13-Sep-14
,14,Mbale,9,2014,13-Sep-14
,25,Mbale,9,2014,13-Sep-14
,62,Mbale,9,2014,13-Sep-14
,20,Mbale,9,2014,13-Sep-14
,39,Sironko,9,2014,13-Sep-14
,35,Sironko,9,2014,13-Sep-14
,30,Sironko,9,2014,13-Sep-14
,37,Mbale,9,2014,12-Sep-14
,43,Mbale,9,2014,13-Sep-14
,33,Mbale,9,2014,13-Sep-14
,35,Mbale,9,2014,13-Sep-14
,38,Sironko,9,2014,13-Sep-14
,60,Sironko,9,2014,13-Sep-14
,122,Mbale,9,2014,13-Sep-14
,45,Sironko,9,2014,13-Sep-14
,22,Sironko,9,2014,13-Sep-14
,26,Sironko,9,2014,13-Sep-14
,40,Mbale,9,2014,13-Sep-14
,50,Mbale,9,2014,13-Sep-14
,57,Sironko,9,2014,13-Sep-14
,28,Sironko,9,2014,13-Sep-14
,27,Mbale,9,2014,15-Sep-14
,28,Mbale,9,2014,15-Sep-14
,69,Sironko,9,2014,15-Sep-14
,40,Sironko,9,2014,15-Sep-14
,29,Mbale,9,2014,15-Sep-14
,25,Mbale,9,2014,15-Sep-14
,22,Mbale,9,2014,15-Sep-14
,28,Sironko,9,2014,15-Sep-14
,33,Sironko,9,2014,15-Sep-14
,35,Sironko,9,2014,15-Sep-14
,30,Sironko,9,2014,15-Sep-14
,13,Sironko,9,2014,12-Sep-14
,39,Sironko,9,2014,15-Sep-14
,25,Mbale,9,2014,15-Sep-14
,50,Mbale,9,2014,15-Sep-14
,34,Mbale,9,2014,15-Sep-14
,27,Mbale,9,2014,15-Sep-14
,60,Sironko,9,2014,20-Sep-14
,37,Mbale,9,2014,15-Sep-14
,44,Mbale,9,2014,15-Sep-14
,36,Sironko,9,2014,15-Sep-14
,22,Mbale,9,2014,15-Sep-14
,23,Mbale,9,2014,15-Sep-14
,48,Sironko,9,2014,15-Sep-14
,110,Sironko,9,2014,15-Sep-14
,38,Mbale,9,2014,15-Sep-14
,33,Sironko,9,2014,15-Sep-14
,25,Sironko,9,2014,15-Sep-14
,30,Mbale,9,2014,15-Sep-14
,42,Mbale,9,2014,15-Sep-14
,40,Sironko,9,2014,10-Sep-14
,22,Sironko,9,2014,15-Sep-14
,20,Sironko,9,2014,15-Sep-14
,29,Mbale,9,2014,15-Sep-14
,35,Mbale,9,2014,15-Sep-14
,48,Sironko,9,2014,15-Sep-14
,15,Mbale,9,2014,15-Sep-14
,35,Mbale,9,2014,15-Sep-14
,30,Mbale,9,2014,15-Sep-14
,44,Sironko,9,2014,15-Sep-14
,28,Sironko,9,2014,16-Sep-14
,38,Sironko,9,2014,16-Sep-14
,21,Mbale,9,2014,16-Sep-14
,40,Sironko,9,2014,16-Sep-14
,42,Mbale,9,2014,16-Sep-14
,31,Sironko,9,2014,16-Sep-14
,35,Sironko,9,2014,16-Sep-14
,42,Mbale,9,2014,16-Sep-14
,21,Mbale,9,2014,16-Sep-14
,30,Mbale,9,2014,16-Sep-14
,23,Mbale,9,2014,16-Sep-14
,31,Mbale,9,2014,16-Sep-14
,32,Mbale,9,2014,16-Sep-14
,15,Mbale,9,2014,16-Sep-14
,42,Sironko,9,2014,16-Sep-14
,62,Sironko,9,2014,16-Sep-14
,60,Mbale,9,2014,16-Sep-14
,33,Sironko,9,2014,16-Sep-14
,41,Sironko,9,2014,16-Sep-14
,40,Mbale,9,2014,16-Sep-14
,20,Mbale,9,2014,16-Sep-14
,52,Mbale,9,2014,17-Sep-14
,21,Sironko,9,2014,16-Sep-14
,18,Mbale,9,2014,16-Sep-14
,28,Mbale,9,2014,16-Sep-14
,44,Mbale,9,2014,16-Sep-14
,27,Mbale,9,2014,16-Sep-14
,15,Sironko,9,2014,16-Sep-14
,15,Sironko,9,2014,16-Sep-14
,32,Sironko,9,2014,16-Sep-14
,29,Mbale,9,2014,16-Sep-14
,31,Mbale,9,2014,16-Sep-14
,22,Mbale,9,2014,16-Sep-14
,38,Sironko,9,2014,16-Sep-14
,16,Sironko,9,2014,16-Sep-14
,16,Sironko,9,2014,16-Sep-14
,66,Sironko,9,2014,16-Sep-14
,44,Mbale,9,2014,16-Sep-14
,15,Sironko,9,2014,16-Sep-14
,36,Sironko,9,2014,16-Sep-14
,43,Sironko,9,2014,16-Sep-14
,60,Mbale,9,2014,16-Sep-14
,50,Sironko,9,2014,17-Sep-14
,33,Mbale,9,2014,17-Sep-14
,40,Mbale,9,2014,17-Sep-14
,21,Mbale,9,2014,17-Sep-14
,29,Mbale,9,2014,16-Sep-14
,23,Mbale,9,2014,17-Sep-14
,349,Mbale,9,2014,17-Sep-14
,52,Sironko,9,2014,17-Sep-14
,38,Sironko,9,2014,17-Sep-14
,15,Sironko,9,2014,17-Sep-14
,36,Sironko,9,2014,17-Sep-14
,18,Mbale,9,2014,17-Sep-14
,55,Sironko,9,2014,17-Sep-14
,17,Mbale,9,2014,17-Sep-14
,31,Mbale,9,2014,17-Sep-14
,32,Sironko,9,2014,17-Sep-14
,45,Mbale,9,2014,17-Sep-14
,20,Sironko,9,2014,17-Sep-14
,40,Mbale,9,2014,17-Sep-14
,30,Mbale,9,2014,16-Sep-14
,27,Mbale,9,2014,17-Sep-14
,46,Sironko,9,2014,17-Sep-14
,17,Sironko,9,2014,17-Sep-14
,53,Sironko,9,2014,17-Sep-14
,30,Sironko,9,2014,17-Sep-14
,45,Mbale,9,2014,17-Sep-14
,12,Sironko,9,2014,17-Sep-14
,25,Sironko,9,2014,17-Sep-14
,25,Mbale,9,2014,17-Sep-14
,50,Sironko,9,2014,17-Sep-14
,25,Mbale,9,2014,17-Sep-14
,61,Sironko,9,2014,17-Sep-14
,26,Mbale,9,2014,17-Sep-14
,29,Sironko,9,2014,17-Sep-14
,34,Mbale,9,2014,17-Sep-14
,37,Sironko,9,2014,17-Sep-14
,35,Sironko,9,2014,17-Sep-14
,40,Mbale,9,2014,17-Sep-14
,39,Sironko,9,2014,17-Sep-14
,23,Mbale,9,2014,17-Sep-14
,16,Mbale,9,2014,17-Sep-14
,28,Sironko,9,2014,18-Sep-14
,31,Mbale,9,2014,18-Sep-14
,21,Sironko,9,2014,18-Sep-14
,61,Mbale,9,2014,18-Sep-14
,34,Mbale,9,2014,18-Sep-14
,43,Mbale,9,2014,18-Sep-14
,49,Mbale,9,2014,18-Sep-14
,39,Sironko,9,2014,18-Sep-14
,22,Sironko,9,2014,18-Sep-14
,38,Mbale,9,2014,18-Sep-14
,31,Mbale,9,2014,18-Sep-14
,30,Mbale,9,2014,18-Sep-14
,25,Mbale,9,2014,18-Sep-14
,36,Sironko,9,2014,18-Sep-14
,47,Mbale,9,2014,18-Sep-14
,24,Sironko,9,2014,18-Sep-14
,27,Mbale,9,2014,18-Sep-14
,14,Sironko,9,2014,18-Sep-14
,28,Sironko,9,2014,18-Sep-14
,32,Sironko,9,2014,18-Sep-14
,47,Mbale,9,2014,18-Sep-14
,37,Sironko,9,2014,18-Sep-14
,51,Sironko,9,2014,18-Sep-14
,47,Sironko,9,2014,18-Sep-14
,59,Mbale,9,2014,18-Sep-14
,25,Mbale,9,2014,18-Sep-14
,30,Mbale,9,2014,18-Sep-14
,37,Sironko,9,2014,18-Sep-14
,36,Sironko,9,2014,18-Sep-14
,35,Mbale,9,2014,18-Sep-14
,18,Sironko,9,2014,18-Sep-14
,44,Sironko,9,2014,18-Sep-14
,38,Sironko,9,2014,18-Sep-14
,66,Mbale,9,2014,18-Sep-14
,22,Mbale,9,2014,18-Sep-14
,30,Sironko,9,2014,18-Sep-14
,39,Sironko,9,2014,18-Sep-14
,33,Mbale,9,2014,18-Sep-14
,27,Sironko,9,2014,18-Sep-14
,112,Sironko,9,2014,18-Sep-14
,21,Sironko,9,2014,18-Sep-14
,47,Sironko,9,2014,19-Sep-14
,38,Sironko,9,2014,19-Sep-14
,48,Sironko,9,2014,19-Sep-14
,42,Mbale,9,2014,19-Sep-14
,37,Sironko,9,2014,19-Sep-14
,62,Sironko,9,2014,19-Sep-14
,150,Mbale,9,2014,19-Sep-14
,52,Mbale,9,2014,19-Sep-14
,22,Mbale,9,2014,19-Sep-14
,49,Mbale,9,2014,19-Sep-14
,16,Sironko,9,2014,19-Sep-14
,25,Mbale,9,2014,19-Sep-14
,28,Sironko,9,2014,19-Sep-14
,20,Sironko,9,2014,19-Sep-14
,38,Sironko,9,2014,19-Sep-14
,25,Mbale,9,2014,19-Sep-14
,28,Sironko,9,2014,19-Sep-14
,12,Mbale,9,2014,19-Sep-14
,35,Mbale,9,2014,19-Sep-14
,22,Mbale,9,2014,19-Sep-14
,44,Sironko,9,2014,19-Sep-14
,27,Sironko,9,2014,19-Sep-14
,32,Mbale,9,2014,19-Sep-14
,46,Sironko,9,2014,19-Sep-14
,20,Sironko,9,2014,19-Sep-14
,50,Mbale,9,2014,19-Sep-14
,38,Sironko,9,2014,19-Sep-14
,47,Mbale,9,2014,19-Sep-14
,38,Sironko,9,2014,19-Sep-14
,18,Mbale,9,2014,19-Sep-14
,16,Sironko,9,2014,19-Sep-14
,24,Mbale,9,2014,19-Sep-14
,20,Mbale,9,2014,19-Sep-14
,54,Sironko,9,2014,19-Sep-14
,60,Mbale,9,2014,19-Sep-14
,30,Mbale,9,2014,19-Sep-14
,35,Sironko,9,2014,20-Sep-14
,17,Mbale,9,2014,20-Sep-14
,19,Mbale,9,2014,18-Sep-14
,49,Mbale,9,2014,20-Sep-14
,28,Sironko,9,2014,20-Sep-14
,29,Mbale,9,2014,20-Sep-14
,15,Mbale,9,2014,20-Sep-14
,31,Mbale,9,2014,20-Sep-14
,40,Mbale,9,2014,20-Sep-14
,22,Mbale,9,2014,20-Sep-14
,23,Mbale,9,2014,20-Sep-14
,41,Mbale,9,2014,20-Sep-14
,80,Sironko,9,2014,20-Sep-14
,32,Sironko,9,2014,20-Sep-14
,33,Mbale,9,2014,20-Sep-14
,25,Mbale,9,2014,18-Sep-14
,17,Mbale,9,2014,20-Sep-14
,23,Sironko,9,2014,20-Sep-14
,33,Sironko,9,2014,20-Sep-14
,18,Sironko,9,2014,20-Sep-14
,15,Mbale,9,2014,20-Sep-14
,60,Mbale,9,2014,19-Sep-14
,38,Sironko,9,2014,20-Sep-14
,20,Sironko,9,2014,20-Sep-14
,43,Sironko,9,2014,20-Sep-14
,14,Mbale,9,2014,20-Sep-14
,37,Sironko,9,2014,20-Sep-14
,60,Sironko,9,2014,20-Sep-14
,38,Sironko,9,2014,20-Sep-14
