ID,cem301_attendees_total,cem011 prgrm,month,year,cem005_today
,84,Manafwa,1,2014,16-Jan-14
,31,Manafwa,1,2014,16-Jan-14
,37,Manafwa,1,2014,16-Jan-14
,44,Manafwa,1,2014,16-Jan-14
,30,Manafwa,1,2014,16-Jan-14
,25,Manafwa,1,2014,16-Jan-14
,54,Manafwa,1,2014,16-Jan-14
,45,Manafwa,1,2014,16-Jan-14
,38,Manafwa,1,2014,16-Jan-14
,51,Manafwa,1,2014,16-Jan-14
,57,Manafwa,1,2014,16-Jan-14
,29,Manafwa,1,2014,16-Jan-14
,75,Manafwa,1,2014,16-Jan-14
,21,Manafwa,1,2014,16-Jan-14
,98,Manafwa,1,2014,16-Jan-14
,24,Manafwa,1,2014,16-Jan-14
,98,Manafwa,1,2014,16-Jan-14
,39,Manafwa,1,2014,16-Jan-14
,71,Manafwa,1,2014,16-Jan-14
,50,Manafwa,1,2014,16-Jan-14
,22,Manafwa,1,2014,16-Jan-14
,104,Manafwa,1,2014,16-Jan-14
,50,Manafwa,1,2014,16-Jan-14
,55,Manafwa,1,2014,17-Jan-14
,81,Manafwa,1,2014,17-Jan-14
,67,Manafwa,1,2014,17-Jan-14
,85,Manafwa,1,2014,17-Jan-14
,21,Manafwa,1,2014,17-Jan-14
,41,Manafwa,1,2014,17-Jan-14
,31,Manafwa,1,2014,17-Jan-14
,41,Manafwa,1,2014,17-Jan-14
,35,Manafwa,1,2014,17-Jan-14
,55,Manafwa,1,2014,17-Jan-14
,30,Manafwa,1,2014,17-Jan-14
,76,Manafwa,1,2014,17-Jan-14
,95,Manafwa,1,2014,17-Jan-14
,70,Manafwa,1,2014,17-Jan-14
,40,Manafwa,1,2014,17-Jan-14
,44,Manafwa,1,2014,17-Jan-14
,60,Manafwa,1,2014,17-Jan-14
,102,Manafwa,1,2014,17-Jan-14
,44,Manafwa,1,2014,17-Jan-14
,62,Manafwa,1,2014,17-Jan-14
,76,Manafwa,1,2014,17-Jan-14
,45,Manafwa,1,2014,17-Jan-14
,24,Manafwa,1,2014,17-Jan-14
,58,Manafwa,1,2014,18-Jan-14
,45,Manafwa,1,2014,18-Jan-14
,85,Manafwa,1,2014,18-Jan-14
,50,Manafwa,1,2014,18-Jan-14
,65,Manafwa,1,2014,18-Jan-14
,40,Manafwa,1,2014,18-Jan-14
,54,Manafwa,1,2014,18-Jan-14
,43,Manafwa,1,2014,18-Jan-14
,113,Manafwa,1,2014,18-Jan-14
,48,Manafwa,1,2014,18-Jan-14
,68,Manafwa,1,2014,18-Jan-14
,29,Manafwa,1,2014,18-Jan-14
,94,Manafwa,1,2014,18-Jan-14
,39,Manafwa,1,2014,18-Jan-14
,48,Manafwa,1,2014,18-Jan-14
,28,Manafwa,1,2014,18-Jan-14
,114,Manafwa,1,2014,18-Jan-14
,60,Manafwa,1,2014,18-Jan-14
,25,Manafwa,1,2014,18-Jan-14
,41,Manafwa,1,2014,18-Jan-14
,72,Manafwa,1,2014,18-Jan-14
,92,Manafwa,1,2014,19-Jan-14
,52,Manafwa,1,2014,19-Jan-14
,61,Manafwa,1,2014,20-Jan-14
,62,Manafwa,1,2014,20-Jan-14
,45,Manafwa,1,2014,20-Jan-14
,23,Sironko,1,2014,01-Jan-14
,44,Manafwa,1,2014,20-Jan-14
,30,Manafwa,1,2014,20-Jan-14
,52,Manafwa,1,2014,20-Jan-14
,72,Manafwa,1,2014,20-Jan-14
,33,Manafwa,1,2014,20-Jan-14
,62,Manafwa,1,2014,20-Jan-14
,31,Manafwa,1,2014,20-Jan-14
,20,Manafwa,1,2014,20-Jan-14
,56,Manafwa,1,2014,20-Jan-14
,23,Manafwa,1,2014,20-Jan-14
,30,Manafwa,1,2014,20-Jan-14
,31,Manafwa,1,2014,20-Jan-14
,38,Manafwa,1,2014,20-Jan-14
,98,Manafwa,1,2014,20-Jan-14
,30,Manafwa,1,2014,20-Jan-14
,45,Manafwa,1,2014,20-Jan-14
,36,Manafwa,1,2014,21-Jan-14
,103,Manafwa,1,2014,21-Jan-14
,43,Manafwa,1,2014,21-Jan-14
,107,Manafwa,1,2014,21-Jan-14
,21,Manafwa,1,2014,21-Jan-14
,115,Manafwa,1,2014,21-Jan-14
,34,Manafwa,1,2014,21-Jan-14
,44,Manafwa,1,2014,21-Jan-14
,49,Manafwa,1,2014,21-Jan-14
,62,Manafwa,1,2014,21-Jan-14
,56,Manafwa,1,2014,21-Jan-14
,64,Manafwa,1,2014,21-Jan-14
,64,Manafwa,1,2014,21-Jan-14
,88,Manafwa,1,2014,21-Jan-14
,32,Manafwa,1,2014,21-Jan-14
,29,Manafwa,1,2014,21-Jan-14
,54,Manafwa,1,2014,21-Jan-14
,48,Manafwa,1,2014,21-Jan-14
,65,Manafwa,1,2014,21-Jan-14
,66,Manafwa,1,2014,21-Jan-14
,79,Manafwa,1,2014,22-Jan-14
,42,Manafwa,1,2014,22-Jan-14
,70,Manafwa,1,2014,22-Jan-14
,78,Manafwa,1,2014,22-Jan-14
,41,Manafwa,1,2014,22-Jan-14
,80,Manafwa,1,2014,22-Jan-14
,49,Manafwa,1,2014,22-Jan-14
,38,Manafwa,1,2014,22-Jan-14
,42,Manafwa,1,2014,22-Jan-14
,42,Manafwa,1,2014,22-Jan-14
,57,Manafwa,1,2014,22-Jan-14
,49,Manafwa,1,2014,22-Jan-14
,58,Manafwa,1,2014,22-Jan-14
,67,Manafwa,1,2014,22-Jan-14
,31,Manafwa,1,2014,22-Jan-14
,37,Manafwa,1,2014,22-Jan-14
,60,Manafwa,1,2014,23-Jan-14
,53,Manafwa,1,2014,23-Jan-14
,38,Manafwa,1,2014,23-Jan-14
,54,Manafwa,1,2014,23-Jan-14
,44,Manafwa,1,2014,23-Jan-14
,120,Manafwa,1,2014,23-Jan-14
,162,Manafwa,1,2014,23-Jan-14
,61,Manafwa,1,2014,23-Jan-14
,51,Manafwa,1,2014,23-Jan-14
,80,Manafwa,1,2014,23-Jan-14
,85,Manafwa,1,2014,23-Jan-14
,45,Manafwa,1,2014,23-Jan-14
,30,Manafwa,1,2014,23-Jan-14
,44,Manafwa,1,2014,23-Jan-14
,220,Manafwa,1,2014,23-Jan-14
,80,Manafwa,1,2014,23-Jan-14
,62,Manafwa,1,2014,23-Jan-14
,88,Manafwa,1,2014,23-Jan-14
,101,Manafwa,1,2014,23-Jan-14
,144,Manafwa,1,2014,24-Jan-14
,79,Manafwa,1,2014,24-Jan-14
,59,Manafwa,1,2014,24-Jan-14
,69,Manafwa,1,2014,24-Jan-14
,38,Manafwa,1,2014,24-Jan-14
,211,Manafwa,1,2014,24-Jan-14
,50,Manafwa,1,2014,24-Jan-14
,33,Manafwa,1,2014,24-Jan-14
,29,Manafwa,1,2014,24-Jan-14
,31,Manafwa,1,2014,24-Jan-14
,48,Manafwa,1,2014,24-Jan-14
,86,Manafwa,1,2014,24-Jan-14
,46,Manafwa,1,2014,24-Jan-14
,82,Manafwa,1,2014,24-Jan-14
,54,Manafwa,1,2014,24-Jan-14
,41,Manafwa,1,2014,24-Jan-14
,42,Manafwa,1,2014,24-Jan-14
,35,Manafwa,1,2014,24-Jan-14
,35,Manafwa,1,2014,24-Jan-14
,50,Manafwa,1,2014,24-Jan-14
,61,Manafwa,1,2014,24-Jan-14
,68,Manafwa,1,2014,24-Jan-14
,60,Manafwa,1,2014,25-Jan-14
,73,Manafwa,1,2014,25-Jan-14
,80,Manafwa,1,2014,25-Jan-14
,84,Manafwa,1,2014,25-Jan-14
,45,Manafwa,1,2014,25-Jan-14
,80,Manafwa,1,2014,25-Jan-14
,62,Manafwa,1,2014,25-Jan-14
,58,Manafwa,1,2014,25-Jan-14
,41,Manafwa,1,2014,25-Jan-14
,40,Manafwa,1,2014,25-Jan-14
,66,Manafwa,1,2014,25-Jan-14
,49,Manafwa,1,2014,25-Jan-14
,58,Manafwa,1,2014,25-Jan-14
,49,Manafwa,1,2014,25-Jan-14
,75,Manafwa,1,2014,25-Jan-14
,52,Manafwa,1,2014,25-Jan-14
,22,Manafwa,1,2014,25-Jan-14
,71,Manafwa,1,2014,25-Jan-14
,90,Manafwa,1,2014,25-Jan-14
,48,Manafwa,1,2014,25-Jan-14
,19,Manafwa,1,2014,27-Jan-14
,82,Manafwa,1,2014,27-Jan-14
,72,Manafwa,1,2014,27-Jan-14
,52,Manafwa,1,2014,27-Jan-14
,43,Manafwa,1,2014,27-Jan-14
,69,Manafwa,1,2014,27-Jan-14
,35,Manafwa,1,2014,27-Jan-14
,68,Manafwa,1,2014,27-Jan-14
,35,Manafwa,1,2014,27-Jan-14
,98,Manafwa,1,2014,27-Jan-14
,47,Manafwa,1,2014,27-Jan-14
,66,Manafwa,1,2014,27-Jan-14
,77,Manafwa,1,2014,27-Jan-14
,40,Manafwa,1,2014,27-Jan-14
,48,Manafwa,1,2014,27-Jan-14
,257,Manafwa,1,2014,27-Jan-14
,81,Manafwa,1,2014,28-Jan-14
,54,Manafwa,1,2014,28-Jan-14
,54,Manafwa,1,2014,28-Jan-14
,45,Manafwa,1,2014,28-Jan-14
,38,Manafwa,1,2014,28-Jan-14
,70,Manafwa,1,2014,28-Jan-14
,77,Manafwa,1,2014,28-Jan-14
,90,Manafwa,1,2014,28-Jan-14
,45,Manafwa,1,2014,28-Jan-14
,80,Manafwa,1,2014,28-Jan-14
,52,Manafwa,1,2014,28-Jan-14
,74,Manafwa,1,2014,28-Jan-14
,35,Manafwa,1,2014,28-Jan-14
,61,Manafwa,1,2014,28-Jan-14
,67,Manafwa,1,2014,28-Jan-14
,43,Manafwa,1,2014,28-Jan-14
,30,Manafwa,1,2014,28-Jan-14
,68,Manafwa,1,2014,28-Jan-14
,60,Manafwa,1,2014,28-Jan-14
,53,Manafwa,1,2014,28-Jan-14
,60,Manafwa,1,2014,28-Jan-14
,51,Manafwa,1,2014,28-Jan-14
,58,Manafwa,1,2014,30-Jan-14
,73,Manafwa,1,2014,30-Jan-14
,210,Manafwa,1,2014,30-Jan-14
,33,Manafwa,1,2014,30-Jan-14
,74,Manafwa,1,2014,30-Jan-14
,39,Manafwa,1,2014,30-Jan-14
,60,Manafwa,1,2014,30-Jan-14
,89,Manafwa,1,2014,30-Jan-14
,56,Manafwa,1,2014,30-Jan-14
,58,Manafwa,1,2014,30-Jan-14
,83,Manafwa,1,2014,30-Jan-14
,87,Manafwa,1,2014,30-Jan-14
,50,Manafwa,1,2014,30-Jan-14
,116,Manafwa,1,2014,30-Jan-14
,39,Manafwa,1,2014,30-Jan-14
,40,Manafwa,1,2014,30-Jan-14
,56,Manafwa,1,2014,30-Jan-14
,41,Manafwa,1,2014,30-Jan-14
,63,Manafwa,1,2014,30-Jan-14
,53,Manafwa,1,2014,30-Jan-14
,35,Manafwa,1,2014,31-Jan-14
,57,Manafwa,1,2014,31-Jan-14
,90,Manafwa,1,2014,31-Jan-14
,112,Manafwa,1,2014,31-Jan-14
,66,Manafwa,1,2014,31-Jan-14
,70,Manafwa,1,2014,31-Jan-14
,47,Manafwa,1,2014,31-Jan-14
,14,Manafwa,1,2014,31-Jan-14
,49,Manafwa,1,2014,31-Jan-14
,35,Manafwa,1,2014,31-Jan-14
,44,Manafwa,1,2014,31-Jan-14
,40,Manafwa,1,2014,31-Jan-14
,53,Manafwa,1,2014,31-Jan-14
,40,Manafwa,1,2014,31-Jan-14
,82,Manafwa,1,2014,31-Jan-14
,109,Manafwa,1,2014,31-Jan-14
,77,Manafwa,1,2014,31-Jan-14
,40,Manafwa,1,2014,31-Jan-14
,47,Manafwa,1,2014,31-Jan-14
,57,Manafwa,1,2014,31-Jan-14
,76,Manafwa,1,2014,31-Jan-14
,35,Manafwa,2,2014,01-Feb-14
,40,Manafwa,2,2014,01-Feb-14
,52,Manafwa,2,2014,01-Feb-14
,28,Manafwa,2,2014,01-Feb-14
,69,Manafwa,2,2014,01-Feb-14
,40,Manafwa,2,2014,01-Feb-14
,121,Manafwa,2,2014,01-Feb-14
,51,Manafwa,2,2014,01-Feb-14
,20,Manafwa,2,2014,01-Feb-14
,69,Manafwa,2,2014,01-Feb-14
,73,Manafwa,2,2014,01-Feb-14
,66,Manafwa,2,2014,01-Feb-14
,152,Manafwa,2,2014,01-Feb-14
,20,Manafwa,2,2014,01-Feb-14
,58,Manafwa,2,2014,01-Feb-14
,85,Manafwa,2,2014,02-Feb-14
,64,Manafwa,2,2014,03-Feb-14
,58,Manafwa,2,2014,03-Feb-14
,88,Manafwa,2,2014,03-Feb-14
,135,Manafwa,2,2014,03-Feb-14
,106,Manafwa,2,2014,03-Feb-14
,36,Manafwa,2,2014,03-Feb-14
,50,Manafwa,2,2014,03-Feb-14
,55,Manafwa,2,2014,03-Feb-14
,32,Manafwa,2,2014,03-Feb-14
,17,Manafwa,2,2014,03-Feb-14
,97,Manafwa,2,2014,03-Feb-14
,44,Manafwa,2,2014,03-Feb-14
,180,Manafwa,2,2014,03-Feb-14
,60,Manafwa,2,2014,03-Feb-14
,119,Manafwa,2,2014,03-Feb-14
,38,Manafwa,2,2014,03-Feb-14
,108,Manafwa,2,2014,04-Feb-14
,65,Manafwa,2,2014,04-Feb-14
,54,Manafwa,2,2014,04-Feb-14
,30,Manafwa,2,2014,04-Feb-14
,40,Manafwa,2,2014,04-Feb-14
,102,Manafwa,2,2014,04-Feb-14
,84,Manafwa,2,2014,04-Feb-14
,72,Manafwa,2,2014,04-Feb-14
,77,Manafwa,2,2014,04-Feb-14
,53,Manafwa,2,2014,04-Feb-14
,87,Manafwa,2,2014,04-Feb-14
,45,Manafwa,2,2014,04-Feb-14
,173,Manafwa,2,2014,04-Feb-14
,68,Manafwa,2,2014,04-Feb-14
,60,Manafwa,2,2014,04-Feb-14
,23,Manafwa,2,2014,04-Feb-14
,35,Manafwa,2,2014,04-Feb-14
,48,Manafwa,2,2014,04-Feb-14
,86,Manafwa,2,2014,05-Feb-14
,35,Manafwa,2,2014,05-Feb-14
,68,Manafwa,2,2014,05-Feb-14
,62,Manafwa,2,2014,05-Feb-14
,52,Manafwa,2,2014,05-Feb-14
,85,Manafwa,2,2014,05-Feb-14
,61,Manafwa,2,2014,05-Feb-14
,50,Manafwa,2,2014,05-Feb-14
,56,Manafwa,2,2014,05-Feb-14
,120,Manafwa,2,2014,05-Feb-14
,92,Manafwa,2,2014,05-Feb-14
,83,Manafwa,2,2014,05-Feb-14
,101,Manafwa,2,2014,05-Feb-14
,96,Manafwa,2,2014,05-Feb-14
,69,Manafwa,2,2014,05-Feb-14
,40,Manafwa,2,2014,05-Feb-14
,42,Manafwa,2,2014,05-Feb-14
,55,Manafwa,2,2014,05-Feb-14
,86,Manafwa,2,2014,05-Feb-14
,33,Manafwa,2,2014,06-Feb-14
,73,Manafwa,2,2014,06-Feb-14
,79,Manafwa,2,2014,06-Feb-14
,34,Manafwa,2,2014,06-Feb-14
,31,Manafwa,2,2014,06-Feb-14
,60,Manafwa,2,2014,06-Feb-14
,60,Manafwa,2,2014,06-Feb-14
,70,Manafwa,2,2014,06-Feb-14
,57,Manafwa,2,2014,06-Feb-14
,40,Manafwa,2,2014,06-Feb-14
,86,Manafwa,2,2014,06-Feb-14
,56,Manafwa,2,2014,06-Feb-14
,108,Manafwa,2,2014,06-Feb-14
,62,Manafwa,2,2014,06-Feb-14
,48,Manafwa,2,2014,06-Feb-14
,65,Manafwa,2,2014,06-Feb-14
,38,Manafwa,2,2014,06-Feb-14
,44,Manafwa,2,2014,06-Feb-14
,41,Manafwa,2,2014,06-Feb-14
,46,Manafwa,2,2014,07-Feb-14
,80,Manafwa,2,2014,07-Feb-14
,77,Manafwa,2,2014,07-Feb-14
,55,Manafwa,2,2014,07-Feb-14
,69,Manafwa,2,2014,07-Feb-14
,75,Manafwa,2,2014,07-Feb-14
,17,Manafwa,2,2014,07-Feb-14
,50,Manafwa,2,2014,07-Feb-14
,101,Manafwa,2,2014,07-Feb-14
,33,Manafwa,2,2014,07-Feb-14
,84,Manafwa,2,2014,07-Feb-14
,52,Manafwa,2,2014,07-Feb-14
,84,Manafwa,2,2014,07-Feb-14
,34,Manafwa,2,2014,07-Feb-14
,38,Manafwa,2,2014,07-Feb-14
,50,Manafwa,2,2014,07-Feb-14
,58,Manafwa,2,2014,07-Feb-14
,45,Manafwa,2,2014,07-Feb-14
,50,Manafwa,2,2014,07-Feb-14
,111,Manafwa,2,2014,07-Feb-14
,49,Manafwa,2,2014,07-Feb-14
,52,Manafwa,2,2014,07-Feb-14
,76,Manafwa,2,2014,07-Feb-14
,62,Manafwa,2,2014,08-Feb-14
,32,Manafwa,2,2014,08-Feb-14
,49,Manafwa,2,2014,08-Feb-14
,50,Manafwa,2,2014,08-Feb-14
,65,Manafwa,2,2014,08-Feb-14
,38,Manafwa,2,2014,08-Feb-14
,42,Manafwa,2,2014,08-Feb-14
,55,Manafwa,2,2014,08-Feb-14
,56,Manafwa,2,2014,08-Feb-14
,61,Manafwa,2,2014,08-Feb-14
,42,Manafwa,2,2014,08-Feb-14
,72,Manafwa,2,2014,08-Feb-14
,53,Manafwa,2,2014,08-Feb-14
,68,Manafwa,2,2014,08-Feb-14
,92,Manafwa,2,2014,08-Feb-14
,62,Manafwa,2,2014,08-Feb-14
,32,Manafwa,2,2014,08-Feb-14
,54,Manafwa,2,2014,10-Feb-14
,59,Manafwa,2,2014,10-Feb-14
,61,Manafwa,2,2014,10-Feb-14
,32,Manafwa,2,2014,10-Feb-14
,72,Manafwa,2,2014,10-Feb-14
,64,Manafwa,2,2014,10-Feb-14
,40,Manafwa,2,2014,10-Feb-14
,65,Manafwa,2,2014,10-Feb-14
,37,Manafwa,2,2014,10-Feb-14
,68,Manafwa,2,2014,10-Feb-14
,24,Manafwa,2,2014,10-Feb-14
,75,Manafwa,2,2014,10-Feb-14
,41,Manafwa,2,2014,10-Feb-14
,78,Manafwa,2,2014,11-Feb-14
,56,Manafwa,2,2014,11-Feb-14
,49,Manafwa,2,2014,11-Feb-14
,39,Manafwa,2,2014,11-Feb-14
,78,Manafwa,2,2014,11-Feb-14
,46,Manafwa,2,2014,11-Feb-14
,51,Manafwa,2,2014,11-Feb-14
,81,Manafwa,2,2014,11-Feb-14
,58,Manafwa,2,2014,11-Feb-14
,74,Manafwa,2,2014,11-Feb-14
,68,Manafwa,2,2014,11-Feb-14
,65,Manafwa,2,2014,11-Feb-14
,79,Manafwa,2,2014,11-Feb-14
,41,Manafwa,2,2014,11-Feb-14
,56,Manafwa,2,2014,11-Feb-14
,82,Manafwa,2,2014,11-Feb-14
,80,Manafwa,2,2014,11-Feb-14
,49,Manafwa,2,2014,11-Feb-14
,85,Manafwa,2,2014,11-Feb-14
,72,Manafwa,2,2014,11-Feb-14
,69,Manafwa,2,2014,11-Feb-14
,30,Manafwa,2,2014,11-Feb-14
,24,Manafwa,2,2014,12-Feb-14
,30,Manafwa,2,2014,12-Feb-14
,50,Manafwa,2,2014,12-Feb-14
,71,Manafwa,2,2014,12-Feb-14
,44,Manafwa,2,2014,12-Feb-14
,57,Manafwa,2,2014,12-Feb-14
,73,Manafwa,2,2014,12-Feb-14
,60,Manafwa,2,2014,12-Feb-14
,83,Manafwa,2,2014,12-Feb-14
,20,Manafwa,2,2014,12-Feb-14
,27,Manafwa,2,2014,12-Feb-14
,52,Manafwa,2,2014,12-Feb-14
,36,Manafwa,2,2014,12-Feb-14
,46,Manafwa,2,2014,12-Feb-14
,68,Manafwa,2,2014,12-Feb-14
,210,Manafwa,2,2014,12-Feb-14
,45,Manafwa,2,2014,12-Feb-14
,69,Manafwa,2,2014,12-Feb-14
,50,Manafwa,2,2014,12-Feb-14
,46,Manafwa,2,2014,12-Feb-14
,28,Manafwa,2,2014,12-Feb-14
,60,Manafwa,2,2014,12-Feb-14
,85,Manafwa,2,2014,12-Feb-14
,43,Manafwa,2,2014,13-Feb-14
,41,Manafwa,2,2014,13-Feb-14
,41,Manafwa,2,2014,13-Feb-14
,40,Manafwa,2,2014,13-Feb-14
,32,Manafwa,2,2014,13-Feb-14
,26,Manafwa,2,2014,13-Feb-14
,37,Manafwa,2,2014,13-Feb-14
,70,Manafwa,2,2014,13-Feb-14
,59,Manafwa,2,2014,13-Feb-14
,55,Manafwa,2,2014,13-Feb-14
,51,Manafwa,2,2014,13-Feb-14
,74,Manafwa,2,2014,13-Feb-14
,71,Manafwa,2,2014,13-Feb-14
,35,Manafwa,2,2014,13-Feb-14
,49,Manafwa,2,2014,13-Feb-14
,22,Manafwa,2,2014,13-Feb-14
,70,Manafwa,2,2014,13-Feb-14
,50,Manafwa,2,2014,13-Feb-14
,65,Manafwa,2,2014,13-Feb-14
,52,Manafwa,2,2014,13-Feb-14
,73,Manafwa,2,2014,14-Feb-14
,68,Manafwa,2,2014,14-Feb-14
,70,Manafwa,2,2014,14-Feb-14
,73,Manafwa,2,2014,14-Feb-14
,55,Manafwa,2,2014,14-Feb-14
,70,Manafwa,2,2014,14-Feb-14
,50,Manafwa,2,2014,14-Feb-14
,69,Manafwa,2,2014,14-Feb-14
,39,Manafwa,2,2014,14-Feb-14
,54,Manafwa,2,2014,14-Feb-14
,44,Manafwa,2,2014,14-Feb-14
,58,Manafwa,2,2014,14-Feb-14
,98,Manafwa,2,2014,14-Feb-14
,19,Manafwa,2,2014,14-Feb-14
,52,Manafwa,2,2014,14-Feb-14
,84,Manafwa,2,2014,14-Feb-14
,46,Manafwa,2,2014,14-Feb-14
,81,Manafwa,2,2014,14-Feb-14
,38,Manafwa,2,2014,14-Feb-14
,31,Manafwa,2,2014,14-Feb-14
,79,Manafwa,2,2014,14-Feb-14
,67,Manafwa,2,2014,14-Feb-14
,61,Manafwa,2,2014,14-Feb-14
,63,Manafwa,2,2014,14-Feb-14
,75,Manafwa,2,2014,14-Feb-14
,55,Manafwa,2,2014,15-Feb-14
,79,Manafwa,2,2014,15-Feb-14
,58,Manafwa,2,2014,15-Feb-14
,56,Manafwa,2,2014,15-Feb-14
,83,Manafwa,2,2014,15-Feb-14
,34,Butaleja,2,2015,20-Feb-15
,33,Manafwa,2,2014,15-Feb-14
,42,Manafwa,2,2014,15-Feb-14
,70,Manafwa,2,2014,15-Feb-14
,40,Manafwa,2,2014,15-Feb-14
,29,Manafwa,2,2014,15-Feb-14
,57,Manafwa,2,2014,15-Feb-14
,99,Manafwa,2,2014,15-Feb-14
,33,Manafwa,2,2014,15-Feb-14
,50,Manafwa,2,2014,15-Feb-14
,32,Manafwa,2,2014,15-Feb-14
,82,Manafwa,2,2014,15-Feb-14
,43,Manafwa,2,2014,15-Feb-14
,51,Manafwa,2,2014,15-Feb-14
,74,Manafwa,2,2014,15-Feb-14
,51,Manafwa,2,2014,15-Feb-14
,50,Manafwa,2,2014,15-Feb-14
,51,Manafwa,2,2014,15-Feb-14
,74,Sironko,2,2014,15-Feb-14
,39,Manafwa,2,2014,15-Feb-14
,77,Manafwa,2,2014,15-Feb-14
,41,Manafwa,2,2014,17-Feb-14
,39,Manafwa,2,2014,17-Feb-14
,61,Manafwa,2,2014,17-Feb-14
,67,Manafwa,2,2014,17-Feb-14
,42,Manafwa,2,2014,17-Feb-14
,58,Manafwa,2,2014,17-Feb-14
,30,Manafwa,2,2014,17-Feb-14
,71,Manafwa,2,2014,17-Feb-14
,58,Manafwa,2,2014,17-Feb-14
,40,Manafwa,2,2014,17-Feb-14
,71,Manafwa,2,2014,17-Feb-14
,38,Manafwa,2,2014,17-Feb-14
,56,Manafwa,2,2014,17-Feb-14
,57,Manafwa,2,2014,17-Feb-14
,72,Manafwa,2,2014,17-Feb-14
,64,Manafwa,2,2014,17-Feb-14
,38,Manafwa,2,2014,17-Feb-14
,53,Manafwa,2,2014,17-Feb-14
,87,Manafwa,2,2014,17-Feb-14
,42,Manafwa,2,2014,17-Feb-14
,68,Manafwa,2,2014,17-Feb-14
,28,Manafwa,2,2014,17-Feb-14
,46,Manafwa,2,2014,17-Feb-14
,51,Manafwa,2,2014,17-Feb-14
,29,Manafwa,2,2014,17-Feb-14
,21,Manafwa,2,2014,17-Feb-14
,45,Manafwa,2,2014,17-Feb-14
,59,Manafwa,2,2014,17-Feb-14
,48,Manafwa,2,2014,18-Feb-14
,48,Manafwa,2,2014,18-Feb-14
,31,Manafwa,2,2014,18-Feb-14
,29,Manafwa,2,2014,18-Feb-14
,51,Manafwa,2,2014,18-Feb-14
,32,Manafwa,2,2014,18-Feb-14
,35,Manafwa,2,2014,18-Feb-14
,163,Manafwa,2,2014,18-Feb-14
,45,Manafwa,2,2014,18-Feb-14
,120,Manafwa,2,2014,18-Feb-14
,30,Manafwa,2,2014,18-Feb-14
,56,Manafwa,2,2014,18-Feb-14
,61,Manafwa,2,2014,18-Feb-14
,53,Manafwa,2,2014,18-Feb-14
,48,Manafwa,2,2014,18-Feb-14
,38,Manafwa,2,2014,18-Feb-14
,44,Sironko,2,2014,18-Feb-14
,39,Manafwa,2,2014,18-Feb-14
,40,Manafwa,2,2014,18-Feb-14
,60,Manafwa,2,2014,18-Feb-14
,68,Manafwa,2,2014,19-Feb-14
,68,Manafwa,2,2014,19-Feb-14
,77,Manafwa,2,2014,19-Feb-14
,80,Manafwa,2,2014,19-Feb-14
,20,Manafwa,2,2014,19-Feb-14
,51,Manafwa,2,2014,19-Feb-14
,65,Manafwa,2,2014,19-Feb-14
,49,Manafwa,2,2014,19-Feb-14
,68,Manafwa,2,2014,19-Feb-14
,76,Manafwa,2,2014,19-Feb-14
,63,Manafwa,2,2014,19-Feb-14
,50,Manafwa,2,2014,19-Feb-14
,23,Manafwa,2,2014,19-Feb-14
,55,Manafwa,2,2014,19-Feb-14
,42,Manafwa,2,2014,19-Feb-14
,56,Manafwa,2,2014,19-Feb-14
,46,Manafwa,2,2014,19-Feb-14
,60,Manafwa,2,2014,19-Feb-14
,59,Manafwa,2,2014,19-Feb-14
,36,Manafwa,2,2014,19-Feb-14
,18,Manafwa,2,2014,19-Feb-14
,36,Manafwa,2,2014,20-Feb-14
,25,Manafwa,2,2014,20-Feb-14
,46,Manafwa,2,2014,20-Feb-14
,53,Manafwa,2,2014,20-Feb-14
,26,Manafwa,2,2014,20-Feb-14
,64,Manafwa,2,2014,20-Feb-14
,32,Manafwa,2,2014,20-Feb-14
,52,Manafwa,2,2014,20-Feb-14
,85,Manafwa,2,2014,20-Feb-14
,66,Manafwa,2,2014,20-Feb-14
,36,Manafwa,2,2014,20-Feb-14
,56,Manafwa,2,2014,20-Feb-14
,60,Manafwa,2,2014,20-Feb-14
,69,Manafwa,2,2014,20-Feb-14
,29,Manafwa,2,2014,20-Feb-14
,70,Manafwa,2,2014,20-Feb-14
,38,Manafwa,2,2014,20-Feb-14
,60,Manafwa,2,2014,20-Feb-14
,56,Manafwa,2,2014,20-Feb-14
,59,Manafwa,2,2014,20-Feb-14
,23,Manafwa,2,2014,21-Feb-14
,58,Manafwa,2,2014,21-Feb-14
,52,Manafwa,2,2014,21-Feb-14
,49,Manafwa,2,2014,21-Feb-14
,47,Manafwa,2,2014,21-Feb-14
,49,Manafwa,2,2014,21-Feb-14
,34,Manafwa,2,2014,21-Feb-14
,47,Manafwa,2,2014,21-Feb-14
,35,Manafwa,2,2014,21-Feb-14
,49,Manafwa,2,2014,21-Feb-14
,77,Manafwa,2,2014,21-Feb-14
,29,Manafwa,2,2014,21-Feb-14
,40,Manafwa,2,2014,21-Feb-14
,34,Manafwa,2,2014,21-Feb-14
,79,Manafwa,2,2014,21-Feb-14
,55,Manafwa,2,2014,21-Feb-14
,58,Manafwa,2,2014,21-Feb-14
,66,Manafwa,2,2014,21-Feb-14
,56,Manafwa,2,2014,21-Feb-14
,65,Manafwa,2,2014,22-Feb-14
,44,Manafwa,2,2014,22-Feb-14
,44,Manafwa,2,2014,22-Feb-14
,78,Manafwa,2,2014,22-Feb-14
,110,Manafwa,2,2014,22-Feb-14
