ID,t101a_wpt_verifn_id,t011_prgrm,t313_wpt_fail,t301b_wpt_flow_rate_slow,t302_landowner_personality,t302a_rep_WSB_talkedto,t302b_rep_WSB_accepted_disp,t310_wpt_drinking_water,t303b_turbitube_100ntu,t303_turbidity_wet,t304_turbidity_dry,t305b_flow_how_many_months,avg_users,t311_wpt_pass,t009_country,month,year,t005_today
,6146415907,SYA,,,1,,,1,,3,3,,12,1,1,8,2014,17-Aug-14
,6146415905,SYA,,,,,,1,,3,3,,,0,1,7,2013,20-Jul-13
,6146415702,SYA,,,,,,1,,2,2,,,1,1,7,2013,12-Jul-13
,6146415704,SYA,,,1,,,1,,2,3,,,1,1,7,2013,12-Jul-13
,6146415701,SYA,,,,0,,1,,2,2,,,1,1,7,2013,12-Jul-13
,6146415552,SYA,,,1,,,1,,3,3,,16.5,1,1,8,2014,15-Aug-14
,6339437001,RNG,1,,1,,,1,,2,3,,7.75,,1,9,2014,05-Sep-14
,6339437003,RNG,,,1,,,1,,2,3,,27.75,1,1,9,2014,05-Sep-14
,6339437002,RNG,,,1,,,1,,2,3,,14.5,1,1,9,2014,05-Sep-14
,6339436901,RNG,,,,0,,1,,2,3,,29.75,1,1,9,2014,05-Sep-14
,6339436902,RNG,,,,0,,1,,2,3,,14.75,1,1,9,2014,05-Sep-14
,6339436904,RNG,1,,1,,,0,,,,,,,1,9,2014,05-Sep-14
,6339436903,RNG,,,1,,,1,,2,3,,16.25,1,1,9,2014,05-Sep-14
,6339436905,RNG,,,1,,,1,,2,3,,13,1,1,9,2014,05-Sep-14
,6146415606,SYA,,,,1,1,1,,3,3,,,1,1,7,2013,12-Jul-13
,6146415605,SYA,,,1,,,1,,2,3,,,1,1,7,2013,12-Jul-13
,6146415603,SYA,1,,,,,,,,,,,,1,7,2013,12-Jul-13
,6146415602,SYA,,,,,,1,,2,3,,,1,1,7,2013,12-Jul-13
,6146415601,SYA,,,,,,1,,2,3,,,1,1,7,2013,12-Jul-13
,6146415604,SYA,,,,,,1,,2,2,,,1,1,7,2013,12-Jul-13
,6149415502,SYA,,,1,,,1,,2,3,,,1,1,7,2013,13-Jul-13
,6147415206,SYA,,,,,,1,,2,3,,,1,1,7,2013,13-Jul-13
,6149415503,SYA,,,,,,1,,2,2,11,,1,1,7,2013,13-Jul-13
,6146415001,SYA,1,,,,,,,,,,,,1,7,2013,25-Jul-13
,6146415005,SYA,1,,,,,,,,,,,,1,7,2013,25-Jul-13
,6445435803,RNG,1,,,,,0,,2,2,,2.75,,1,3,2014,08-Mar-14
,6445435807,RNG,1,,1,,,0,,2,3,,5.5,,1,3,2014,08-Mar-14
,6445435805,RNG,1,,1,,,0,,1,3,,3,,1,3,2014,08-Mar-14
,6445435804,RNG,1,,1,,,0,,2,3,,3.75,,1,3,2014,08-Mar-14
,6445435802,RNG,1,,,,,1,,2,2,,5,,1,3,2014,08-Mar-14
,6445435806,RNG,1,0,,,,,,,,,,,1,3,2014,08-Mar-14
,6445435801,RNG,1,,1,,,0,,2,3,,4.75,,1,3,2014,08-Mar-14
,6349417503,RNG,1,0,,,,,,,,,,,1,9,2014,16-Sep-14
,6349417504,RNG,1,0,,,,,,,,,,,1,9,2014,16-Sep-14
,6349417501,RNG,1,0,,,,,,,,,,,1,9,2014,16-Sep-14
,6349417505,RNG,1,,,,,0,,,,,,,1,9,2014,16-Sep-14
,6349417401,RNG,,,1,,,1,,3,3,,10.5,1,1,9,2014,12-Sep-14
,6349417402,RNG,1,,,,,0,,,,,,,1,9,2014,12-Sep-14
,6349417303,RNG,,,,,,1,,2,2,,16.25,1,1,9,2014,16-Sep-14
,4740417807,UGS,,,1,,,1,,3,3,,12.75,1,1,10,2014,02-Oct-14
,4740417806,UGS,,,,,,1,,3,3,,11.5,1,1,10,2014,02-Oct-14
,4740417808,UGS,1,,1,,,1,,3,3,,4,,1,10,2014,02-Oct-14
,4740417803,UGS,1,,,,,0,,,,,,,1,10,2014,02-Oct-14
,4740417804,UGS,1,,1,,,1,,3,3,,4.75,,1,10,2014,02-Oct-14
,4740417802,UGS,,,1,,,1,,3,3,,10,1,1,10,2014,02-Oct-14
,4740417805,UGS,1,,1,,,1,,3,3,,3,,1,10,2014,02-Oct-14
,6342425601,HMB3,,,1,,,1,,3,3,,10,1,1,9,2015,23-Sep-15
,6342425907,HMB3,1,,,,,0,,,,,,,1,9,2015,23-Sep-15
,6342425906,HMB3,,,,,,1,,3,3,9,12.75,1,1,9,2015,23-Sep-15
,6342425905,HMB3,1,,1,,,1,,3,3,8,,,1,9,2015,23-Sep-15
,6342425901,HMB3,,,,1,1,1,,3,3,,12,1,1,9,2015,23-Sep-15
,6340416802,HMB3,,,,,,1,,2,3,,21.25,1,1,10,2015,28-Oct-15
,6342425903,HMB3,1,0,,,,,,,,,,,1,9,2015,23-Sep-15
,6342425904,HMB3,1,,,1,1,1,,3,3,8,,,1,9,2015,23-Sep-15
,6340416702,HMB3,1,,,,,0,,,,,,,1,10,2015,27-Oct-15
,6341427001,HMB3,,,,1,1,1,,3,3,,21.66666667,1,1,10,2015,04-Oct-15
,6341427401,HMB3,1,,,,,0,,,,,,,1,10,2015,07-Oct-15
,6341427402,HMB3,1,0,,,,,,,,,,,1,10,2015,07-Oct-15
,6348418502,HMB2,1,0,,,,,,,,,,,1,3,2015,31-Mar-15
,6348418503,HMB2,1,,1,,,0,,,,,,,1,3,2015,31-Mar-15
,6049416103,AMG,1,0,,,,,,,,,,,1,2,2015,23-Feb-15
,6049416101,AMG,,,,1,1,1,,3,3,,65,1,1,2,2015,23-Feb-15
,6348418501,HMB2,,,1,,,1,,2,3,,20,1,1,3,2015,31-Mar-15
,6049416102,AMG,1,,1,,,0,,,,,,,1,2,2015,23-Feb-15
,6049416005,AMG,1,,1,,,0,,,,,,,1,2,2015,23-Feb-15
,6340416703,HMB3,1,0,,,,,,,,,,,1,10,2015,27-Oct-15
,6340416705,HMB3,,,,0,,1,,3,3,,32,1,1,10,2015,27-Oct-15
,6340416701,HMB3,1,0,,,,,,,,,,,1,10,2015,27-Oct-15
,6049416001,AMG,1,,1,,,0,,,,,,,1,2,2015,23-Feb-15
,6049416003,AMG,,,1,,,1,,3,3,,11.25,1,1,2,2015,23-Feb-15
,6049416002,AMG,1,,1,,,0,,,,,,,1,2,2015,23-Feb-15
,6340416704,HMB3,1,,,,,0,,,,,,,1,10,2015,27-Oct-15
,6360416103,RNG,1,,,,,0,,,,,,,1,9,2014,08-Sep-14
,6360416104,RNG,,,1,,,1,,2,3,,33.75,1,1,9,2014,08-Sep-14
,6444437201,MGR,,,1,,,1,,3,3,,10.5,1,1,9,2014,10-Sep-14
,6444437203,MGR,1,,1,,,1,,3,3,8,,,1,9,2014,10-Sep-14
,6444437202,MGR,,,1,,,1,,3,3,,15,1,1,9,2014,10-Sep-14
,6444436902,MGR,,,1,,,1,,3,3,,14.5,1,1,9,2014,10-Sep-14
,6444436901,MGR,,,,,,1,,3,2,,10.5,1,1,9,2014,10-Sep-14
,6444436903,MGR,1,,1,,,1,,2,3,,7,,1,9,2014,10-Sep-14
,6444437101,MGR,,,,0,,1,,3,3,,12.5,1,1,9,2014,09-Sep-14
,6444437102,MGR,1,,1,,,1,,1,3,,,,1,9,2014,09-Sep-14
,6041425402,AMG,1,,1,,,0,,,,,,,1,3,2015,09-Mar-15
,6041425404,AMG,1,,1,,,0,,,,,,,1,3,2015,09-Mar-15
,6041425401,AMG,,,1,,,1,,3,3,,300,1,1,3,2015,09-Mar-15
,6041425403,AMG,1,,1,,,0,,,,,,,1,3,2015,09-Mar-15
,6041425406,AMG,1,,1,,,0,,,,,,,1,3,2015,09-Mar-15
,6042435303,BSA2,,,1,,,1,,3,3,,58,1,1,8,2014,23-Aug-14
,6042435301,BSA2,1,,,,,1,,1,2,,,,1,8,2014,23-Aug-14
,6042435304,BSA2,,,,,,1,,3,3,,18,1,1,8,2014,23-Aug-14
,6042435302,BSA2,,,,,,1,,3,3,,15,0,1,8,2014,23-Aug-14
,6042435320,BSA2,,,1,,,1,,3,3,9,12.5,1,1,9,2014,30-Sep-14
,6053435203,AMG,1,,1,,,0,,,,,,,1,3,2015,02-Mar-15
,6034425502,BSA2,1,0,,,,,,,,,,,1,8,2014,27-Aug-14
,6034425501,BSA2,1,,1,,,0,,,,,,,1,8,2014,27-Aug-14
,6053435202,AMG,,,1,,,1,,3,3,,15,1,1,3,2015,02-Mar-15
,6053435204,AMG,,1,1,,,1,,3,3,,15,1,1,3,2015,02-Mar-15
,6053435201,AMG,1,,1,,,0,,,,,,,1,3,2015,02-Mar-15
,6034425520,BSA2,1,,,,,1,,1,3,,,,1,10,2014,02-Oct-14
,6037415103,BSA2,,,,,,1,,3,3,,21.66666667,1,1,8,2014,23-Aug-14
,6037415101,BSA2,,,1,,,1,,3,3,,20,1,1,8,2014,23-Aug-14
,6037415102,BSA2,1,,1,,,0,,,,,,,1,8,2014,23-Aug-14
,4735428206,UGS,1,,1,,,1,,3,3,,6,,1,6,2015,08-Jun-15
,4735428205,UGS,1,,1,,,1,,3,3,,4,,1,5,2015,26-May-15
,4735428201,UGS,1,,1,,,1,,3,3,,4.75,,1,6,2015,08-Jun-15
,4735428202,UGS,1,,1,,,1,,3,3,,6.666666667,,1,5,2015,26-May-15
,4735428204,UGS,1,,1,,,1,,3,3,,5.333333333,,1,5,2015,26-May-15
,4735428203,UGS,1,,1,,,1,,3,3,,2.333333333,,1,5,2015,26-May-15
,4735428207,UGS,1,,1,,,1,,3,3,,1.666666667,,1,6,2015,08-Jun-15
,,UJA,,,,1,1,1,,3,3,,,1,1,5,2013,31-May-13
,,UJA,,,,1,1,1,,3,3,,,1,1,5,2013,03-May-13
,,UJA,,,1,,,1,,3,3,,,1,1,5,2013,06-May-13
,,UJA,1,,1,,,1,,2,3,,,,1,5,2013,06-May-13
,,UJA,1,,,,,0,,,,,,,1,5,2013,06-May-13
,,UJA,,,,,,1,,3,3,,,1,1,5,2013,06-May-13
,,UJA,1,,,1,1,1,,1,1,,,,1,5,2013,06-May-13
,,UJA,,,,,,1,,3,3,,,1,1,5,2013,31-May-13
,,UJA,,,1,,,1,,3,3,,,1,1,5,2013,03-May-13
,,UJA,,,,0,,1,,2,3,,,1,1,5,2013,11-May-13
,,UJA,1,,,1,1,1,,2,2,3,,1,1,5,2013,03-May-13
,,UJA,1,,,,,,,,,,,,1,5,2013,03-May-13
,,UJA,,,,1,1,1,,2,3,,,1,1,5,2013,03-May-13
,,UJA,,,,1,1,1,,2,3,,,1,1,5,2013,03-May-13
,,UJA,,,,0,,1,,2,2,,,1,1,5,2013,11-May-13
,,UJA,1,,,,,1,,2,2,,,,1,5,2013,11-May-13
,,UJA,1,,,1,1,0,,,,,,,1,6,2013,07-Jun-13
,,UJA,,,,,,1,,3,3,,,1,1,5,2013,11-May-13
,,UJA,,,1,,,1,,2,3,,,1,1,5,2013,03-May-13
,,UJA,,,,1,1,1,,1,2,,,1,1,5,2013,03-May-13
,6441436201,MGR,,,1,,,1,,2,3,,11.16666667,1,1,9,2014,08-Sep-14
,6446416405,RNG,,,1,,,1,,2,3,,10,1,1,3,2014,25-Mar-14
,6441436202,MGR,,,1,,,1,,2,3,,10,1,1,9,2014,08-Sep-14
,6416417503,RNG,,,,,,1,,2,3,,11,1,1,3,2014,25-Mar-14
,6446417501,RNG,1,,,,,0,,,,,,,1,3,2014,25-Mar-14
,6446416404,RNG,1,,,,,1,,2,3,,6,,1,3,2014,25-Mar-14
,6352425703,HMB2,,,,,,1,,2,3,,11.5,1,1,3,2015,13-Mar-15
,6352425704,HMB2,,,,,,1,,3,3,,16.25,1,1,3,2015,13-Mar-15
,6352425701,HMB2,,,,,,1,,2,3,,16,1,1,3,2015,13-Mar-15
,6352425702,HMB2,1,,,,,0,,,,,,,1,3,2015,13-Mar-15
,6352425601,HMB2,,,,,,1,,3,3,,21,1,1,5,2015,24-May-15
,6345426502,HMB2,1,0,,,,,,,,,,,1,3,2015,05-Mar-15
,6345426501,HMB2,,,1,,,1,,3,3,,22.5,1,1,3,2015,05-Mar-15
,6147416011,SYA,1,,1,,,1,,2,3,,,,1,7,2013,09-Jul-13
,6147416001,SYA,,,1,,,1,,2,3,,,1,1,7,2013,09-Jul-13
,6345416704,HMB3,,,,,,1,,3,3,,16.5,1,1,9,2015,28-Sep-15
,6345416703,HMB3,1,,,,,0,,,,,,,1,9,2015,28-Sep-15
,6345416702,HMB3,,,,,,1,,3,3,,11.25,1,1,9,2015,28-Sep-15
,6345416705,HMB3,,,,,,1,,3,3,,10.5,1,1,9,2015,28-Sep-15
,6345416701,HMB3,,,,,,1,,3,3,,12,1,1,9,2015,28-Sep-15
,6349417204,RNG,1,,,,,0,,,,,,,1,9,2014,12-Sep-14
,6349417202,RNG,,,1,,,1,,3,3,,45,1,1,9,2014,12-Sep-14
,6349417206,RNG,1,,1,,,0,,,,,,,1,9,2014,12-Sep-14
,6349417201,RNG,1,,,,,1,,2,2,3,,,1,9,2014,12-Sep-14
,6349417203,RNG,1,,,,,1,,2,3,,2,,1,9,2014,12-Sep-14
,6052435206,AMG,,1,1,,,1,,3,3,,14,1,1,3,2015,16-Mar-15
,6052435202,AMG,1,0,,,,,,,,,,,1,3,2015,16-Mar-15
,6052435205,AMG,1,0,,,,,,,,,,,1,3,2015,16-Mar-15
,6052435201,AMG,,,1,,,1,,3,3,,23.33333333,1,1,3,2015,16-Mar-15
,6052435203,AMG,1,0,,,,,,,,,,,1,3,2015,16-Mar-15
,6445425604,MGR,1,,1,,,1,,2,3,,8.166666667,,1,9,2014,09-Sep-14
,6345436005,HMB3,1,,,,,0,,,,,,,1,10,2015,26-Oct-15
,6343416001,HMB2,,,1,,,1,,3,3,,25.5,1,1,3,2015,03-Mar-15
,6343416006,HMB2,1,,1,,,1,,3,3,,8,,1,3,2015,03-Mar-15
,6345436006,HMB3,1,,,,,0,,,,,,,1,10,2015,26-Oct-15
,6130415601,SYA,,,,,,1,,2,2,,,1,1,7,2013,04-Jul-13
,6130415602,SYA,,,,,,1,,2,2,,,1,1,7,2013,04-Jul-13
,6345436002,HMB3,1,1,,,,0,,,,,,,1,10,2015,26-Oct-15
,6362425601,RNG,1,,,0,,1,,1,1,,,,1,9,2014,16-Sep-14
,6343416004,HMB2,,,1,,,1,,3,3,,16.25,1,1,3,2015,03-Mar-15
,6345436004,HMB3,1,,,,,0,,,,,,,1,10,2015,26-Oct-15
,6343416003,HMB2,,,1,,,1,,3,3,,26.25,1,1,3,2015,03-Mar-15
,6343416002,HMB2,1,,,,,0,,,,,,,1,3,2015,03-Mar-15
,6343416005,HMB2,1,,1,,,0,,,,,,,1,3,2015,03-Mar-15
,6345436003,HMB3,1,,,,,0,,,,,,,1,10,2015,26-Oct-15
,6348425802,RNG,1,,,,,0,,,,,,,1,9,2014,02-Sep-14
,6348425807,RNG,1,,,,,1,,2,2,6,,,1,9,2014,02-Sep-14
,6348425806,RNG,,,,,,1,,2,3,,11.25,1,1,9,2014,02-Sep-14
,6348425805,RNG,,,,,,1,,2,2,,16.25,1,1,9,2014,02-Sep-14
,6348425804,RNG,1,,,,,1,,2,2,7,,,1,9,2014,02-Sep-14
,6348425604,RNG,,,1,,,1,,3,3,,32.5,1,1,9,2014,02-Sep-14
,6348425606,RNG,1,,,,,0,,,,,,,1,9,2014,02-Sep-14
,6348425302,RNG,1,,,,,1,,2,2,6,,,1,9,2014,02-Sep-14
,6348425301,RNG,1,0,,,,,,,,,,,1,9,2014,03-Sep-14
,6348415708,RNG,0,1,1,,,0,,,,,,,1,9,2014,08-Sep-14
,6348415701,RNG,,,1,,,1,,3,3,,12.5,1,1,9,2014,08-Sep-14
,6348415705,RNG,1,,,,,0,,,,,,,1,9,2014,08-Sep-14
,6348415703,RNG,1,1,,,,1,,2,2,8,,,1,9,2014,09-Sep-14
,6348415709,RNG,,,,,,1,,2,2,,16.25,1,1,9,2014,08-Sep-14
,6348415707,RNG,0,1,1,,,0,,,,,,,1,9,2014,08-Sep-14
,6348415706,RNG,1,1,1,,,0,,,,,,,1,9,2014,08-Sep-14
,6348415704,RNG,0,,1,,,0,,,,,,,1,9,2014,08-Sep-14
,6453416401,MGR,,,,,,1,1,,,,21.5,1,1,3,2014,25-Mar-14
,6453416301,MGR,1,,,,,1,0,,,,,,1,3,2014,25-Mar-14
,5832455304,VHG,,,1,,,1,,1,3,,,1,1,6,2013,22-Jun-13
,5832455305,VHG,1,,1,,,1,,3,3,,,,1,10,2013,23-Oct-13
,5832455302,VHG,1,,1,,,1,,3,3,,,,1,10,2013,23-Oct-13
,5832455306,VHG,,,,1,1,1,,3,3,,,1,1,6,2013,22-Jun-13
,5832455303,VHG,1,,1,,,1,,3,3,,,,1,6,2013,22-Jun-13
,5832455203,VHG,1,,1,,,1,,1,3,,,,1,6,2013,22-Jun-13
,5832455301,VHG,,,1,,,1,,1,3,,,1,1,6,2013,22-Jun-13
,5832455307,VHG,1,,1,,,1,,1,3,,,,1,6,2013,22-Jun-13
,6445455907,RNG,1,,1,,,0,,,,,,,1,3,2014,31-Mar-14
,6445455906,RNG,1,0,,,,,,,,,,,1,3,2014,31-Mar-14
,6445455902,RNG,,,1,,,1,,2,3,,11.66666667,1,1,3,2014,31-Mar-14
,6445455901,RNG,,,1,,,1,,2,2,,13,1,1,3,2014,31-Mar-14
,6445455904,RNG,1,,,,,1,,1,2,,,,1,3,2014,31-Mar-14
,6445455905,RNG,,,,,,1,,2,2,,11.66666667,1,1,3,2014,31-Mar-14
,6445455903,RNG,1,,,,,1,,1,1,,,,1,3,2014,31-Mar-14
,5833425201,VHG,1,,,,,,,,,,,,1,7,2013,09-Jul-13
,5836435210,VHG,,,,,,1,,3,3,,,0,1,7,2013,08-Jul-13
,5833425204,VHG,1,,,,,1,,2,3,8,,,1,7,2013,09-Jul-13
,5836435503,VHG,,,,,,1,,3,3,,,1,1,7,2013,08-Jul-13
,5833425203,VHG,,,,,,1,,1,3,,,1,1,7,2013,09-Jul-13
,5836435211,VHG,1,,1,,,1,,2,3,8,,,1,7,2013,08-Jul-13
,5833425205,VHG,1,,1,,,1,,2,3,,,,1,7,2013,09-Jul-13
,5833425202,VHG,1,,,,,0,,,,,,,1,7,2013,09-Jul-13
,6345435904,HMB3,1,0,,,,,,,,,,,1,9,2015,22-Sep-15
,6345435901,HMB3,1,0,,,,,,,,,,,1,9,2015,22-Sep-15
,6345435903,HMB3,1,0,,,,,,,,,,,1,9,2015,22-Sep-15
,6345435902,HMB3,1,0,,,,,,,,,,,1,9,2015,22-Sep-15
,5834425802,VHG,,,,,,1,,3,3,,,1,1,7,2013,04-Jul-13
,5834425804,VHG,,,1,,,1,,3,3,,,1,1,7,2013,04-Jul-13
,5834425803,VHG,,,1,,,1,,3,3,,,1,1,7,2013,04-Jul-13
,5834425801,VHG,,,1,,,1,,3,3,,,1,1,7,2013,04-Jul-13
,5834425901,VHG,,,1,,,1,,3,3,,,1,1,7,2013,04-Jul-13
,6341417802,HMB3,1,,1,,,0,,,,,,,1,10,2015,25-Oct-15
,6341417801,HMB3,1,,1,,,0,,,,,,,1,10,2015,25-Oct-15
,6341417808,HMB3,1,,,,,0,,,,,,,1,10,2015,25-Oct-15
,6341417402,HMB3,1,,1,,,0,,,,,,,1,10,2015,25-Oct-15
,6341417806,HMB3,1,,1,,,0,,,,,,,1,10,2015,25-Oct-15
,6341417803,HMB3,1,,1,,,0,,,,,,,1,10,2015,25-Oct-15
,6341417401,HMB3,1,,1,,,0,,,,,,,1,10,2015,25-Oct-15
,6341417805,HMB3,1,,1,,,0,,,,,,,1,10,2015,25-Oct-15
,6341417807,HMB3,1,,,,,0,,,,,,,1,10,2015,25-Oct-15
,6341417804,HMB3,1,,1,,,0,,,,,,,1,10,2015,25-Oct-15
,6341417809,HMB3,1,,,,,0,,,,,,,1,10,2015,25-Oct-15
,4736417007,UGS,1,,1,,,1,,2,3,,6.666666667,,1,5,2015,13-May-15
,4736417013,UGS,1,,1,,,1,,2,3,,3,,1,5,2015,13-May-15
,4736417001,UGS,1,,1,,,1,,2,3,,6.333333333,,1,5,2015,13-May-15
,4736417004,UGS,1,,1,,,1,,2,3,,5,,1,5,2015,13-May-15
,4736417005,UGS,1,,1,,,1,,3,3,,7,,1,5,2015,13-May-15
,4736417017,UGS,1,,1,,,1,,3,3,,8,,1,5,2015,13-May-15
,4736417012,UGS,1,,1,,,1,,3,3,,5.333333333,,1,5,2015,26-May-15
,4736417015,UGS,1,,1,,,1,,2,3,,4.666666667,,1,5,2015,13-May-15
,4736417006,UGS,1,,1,,,1,,2,3,,3,,1,5,2015,13-May-15
,4736417008,UGS,1,,1,,,1,,2,3,,6.666666667,,1,5,2015,13-May-15
,4736417016,UGS,1,,1,,,1,,3,3,,6.666666667,,1,5,2015,13-May-15
,4736417009,UGS,1,0,,,,,,,,,,,1,5,2015,13-May-15
,4736417010,UGS,1,,1,,,1,,2,3,,4,,1,5,2015,13-May-15
,4736417014,UGS,1,,1,,,1,,3,3,,3,,1,5,2015,26-May-15
,4736417003,UGS,,,1,,,1,,2,3,,11.66666667,1,1,5,2015,13-May-15
,4736417011,UGS,1,,1,,,1,,2,3,,6.5,,1,5,2015,13-May-15
,6038425606,BSA2,,,1,,,1,,3,3,,23.33333333,1,1,8,2014,26-Aug-14
,6038425621,BSA2,,,1,,,1,,2,2,,11.25,1,1,9,2014,29-Sep-14
,6038425601,BSA2,1,,1,,,1,,3,3,,7.75,,1,8,2014,26-Aug-14
,6038425620,BSA2,1,,,,,1,,3,3,,8,,1,9,2014,29-Sep-14
,6038425609,BSA2,1,,1,,,0,,,,,,,1,8,2014,26-Aug-14
,6038425608,BSA2,,,1,,,1,,3,3,,26.66666667,1,1,8,2014,26-Aug-14
,6038425603,BSA2,1,,1,,,1,,3,3,,6,,1,8,2014,25-Aug-14
,6038425604,BSA2,1,,1,,,1,,3,3,,2,,1,8,2014,26-Aug-14
,6038425605,BSA2,,,1,,,1,,3,3,,27.5,1,1,8,2014,25-Aug-14
,6038425607,BSA2,1,,1,,,1,,3,3,,4.25,,1,8,2014,25-Aug-14
,6052425502,AMG,,,1,,,1,,2,3,,10,1,1,3,2015,03-Mar-15
,6052425501,AMG,,,1,,,1,,3,3,,20,1,1,3,2015,03-Mar-15
,6052425402,AMG,1,,1,,,0,,,,,,,1,3,2015,03-Mar-15
,6052425401,AMG,,,1,,,1,,3,3,,15,1,1,3,2015,03-Mar-15
,6052425403,AMG,1,0,,,,,,,,,,,1,3,2015,03-Mar-15
,6047425101,AMG,,,,,,1,,3,3,,12.5,1,1,3,2015,11-Mar-15
,6047425105,AMG,,,1,,,1,,3,3,,11.25,1,1,3,2015,11-Mar-15
,6047425104,AMG,1,0,,,,,,,,,,,1,3,2015,11-Mar-15
,6047425103,AMG,1,0,,,,,,,,,,,1,3,2015,11-Mar-15
,6047425102,AMG,,,1,,,1,,3,3,,10.5,1,1,3,2015,11-Mar-15
,5955516207,WASHB 75,,,,,,1,,3,3,10,12,1,1,3,2016,14-Mar-16
,5955516203,WASHB 75,,,1,,,1,,3,3,10,15,1,1,3,2016,14-Mar-16
,5955516202,WASHB 75,,,1,,,1,,3,3,,30,1,1,3,2016,14-Mar-16
,5955516201,WASHB 75,,,,,,1,,2,3,,14,1,1,3,2016,14-Mar-16
,5955516205,WASHB 75,,,1,,,1,,3,3,10,15,1,1,3,2016,14-Mar-16
,5955516206,WASHB 75,,,,,,1,,3,3,,25,1,1,3,2016,14-Mar-16
,6342417304,HMB3,,,,,,1,,3,3,,22.5,1,1,10,2015,04-Oct-15
,6341427302,HMB3,,,,1,1,1,,3,3,,27.5,1,1,10,2015,04-Oct-15
,6341427305,HMB3,1,,1,,,1,,3,2,,1,,1,10,2015,04-Oct-15
,6341427301,HMB3,1,,,0,,1,,1,1,,,,1,10,2015,04-Oct-15
,6341427303,HMB3,,,,,,1,,2,3,,32,1,1,10,2015,04-Oct-15
,6049415903,AMG,1,,1,,,0,,,,,,,1,2,2015,25-Feb-15
,6049415904,AMG,1,,1,,,0,,,,,,,1,2,2015,25-Feb-15
,6049415901,AMG,1,,1,,,0,,,,,,,1,2,2015,25-Feb-15
,6040515508,BSA2,1,,1,,,0,,,,,,,1,8,2014,20-Aug-14
,6040515502,BSA2,,,1,,,1,,3,3,10,29.16666667,1,1,8,2014,20-Aug-14
,6040515503,BSA2,,,1,,,1,,2,3,,20.91666667,1,1,8,2014,20-Aug-14
,6040515507,BSA2,1,,1,,,0,,,,,,,1,8,2014,20-Aug-14
,6040515520,BSA2,1,1,1,,,0,,,,,,,1,9,2014,29-Sep-14
,6040515509,BSA2,1,,1,,,0,,,,,,,1,8,2014,20-Aug-14
,6040515506,BSA2,,,1,,,1,,2,3,,75,1,1,8,2014,20-Aug-14
,6040515501,BSA2,1,0,,,,,,,,,,,1,8,2014,20-Aug-14
,6040515505,BSA2,1,,1,,,0,,,,,,,1,8,2014,20-Aug-14
,6040515504,BSA2,,,1,,,1,,2,3,,19.83333333,1,1,8,2014,20-Aug-14
,6040435402,BSA2,,,1,,,1,,3,3,,20,1,1,8,2014,22-Aug-14
,6040435401,BSA2,,,1,,,1,,3,3,,18.5,1,1,8,2014,22-Aug-14
,6040435409,BSA2,1,,1,,,0,,,,,,,1,8,2014,22-Aug-14
,6040435406,BSA2,1,,1,,,1,,3,3,,6,,1,8,2014,22-Aug-14
,6040435403,BSA2,1,,1,,,1,,1,2,,,,1,8,2014,22-Aug-14
,6040435410,BSA2,,,,,,1,,2,3,,11,1,1,8,2014,22-Aug-14
,6040435408,BSA2,1,,1,,,1,,1,2,,,,1,8,2014,22-Aug-14
,6040435425,BSA2,1,,1,,,0,,,,,,,1,9,2014,29-Sep-14
,6040435423,BSA2,1,,,,,0,,,,,,,1,9,2014,29-Sep-14
,6040435420,BSA2,1,,,,,0,,,,,,,1,9,2014,29-Sep-14
,6040435404,BSA2,1,,1,,,0,,,,,,,1,8,2014,22-Aug-14
,6040435422,BSA2,1,,,,,1,,3,3,,8.25,,1,9,2014,29-Sep-14
,6040435407,BSA2,1,,1,,,0,,,,,,,1,8,2014,22-Aug-14
,6040435405,BSA2,1,,1,,,1,,1,2,,,,1,8,2014,22-Aug-14
,6040435424,BSA2,,,1,,,1,,3,3,,18.5,1,1,9,2014,29-Sep-14
,5830435605,VHG,,,1,,,1,,3,3,,,1,1,6,2013,26-Jun-13
,5830435602,VHG,1,,1,,,1,,3,3,,,,1,6,2013,26-Jun-13
,5830435606,VHG,1,,,,,,,,,,,,1,6,2013,26-Jun-13
,5830435609,VHG,1,,,,,1,,3,3,,,,1,6,2013,26-Jun-13
,5830435608,VHG,,,1,,,1,,3,3,,,1,1,6,2013,26-Jun-13
,5830435604,VHG,,,1,,,1,,3,3,,,1,1,6,2013,26-Jun-13
,5830435601,VHG,,,1,,,1,,3,3,,,1,1,6,2013,26-Jun-13
,5830435603,VHG,1,,,,,,,,,,,,1,6,2013,26-Jun-13
,5830435610,VHG,1,,,1,1,1,,1,3,,,,1,6,2013,26-Jun-13
,5830435705,VHG,1,,1,,,1,,3,3,,,,1,6,2013,27-Jun-13
,5830435703,VHG,1,,1,,,1,,1,1,,,,1,6,2013,27-Jun-13
,5830435702,VHG,1,,1,,,0,,,,,,,1,6,2013,27-Jun-13
,5830435710,VHG,1,,,,,1,,3,3,,,,1,6,2013,27-Jun-13
,5830435704,VHG,1,,,,,,,,,,,,1,6,2013,27-Jun-13
,5830435706,VHG,0,,,,,,,,,,,,1,6,2013,27-Jun-13
,5830435701,VHG,1,,1,,,1,,1,1,,,,1,6,2013,27-Jun-13
,5830435708,VHG,1,,1,,,1,,1,1,,,,1,6,2013,27-Jun-13
,5830435707,VHG,,,,,,1,,3,3,,,1,1,6,2013,27-Jun-13
