id,cem301_attendees_total,cem009_country,month,year,country
,20,1,9,2013,1
,21,1,9,2013,1
,16,1,9,2013,1
,29,1,9,2013,1
,23,1,9,2013,1
,10,1,9,2013,1
,12,1,9,2013,1
,20,1,9,2013,1
,17,1,9,2013,1
,13,1,9,2013,1
,41,1,9,2013,1
,28,1,9,2013,1
,11,1,10,2013,1
,18,1,9,2013,1
,28,1,9,2013,1
,31,1,10,2013,1
,18,1,9,2013,1
,21,1,9,2013,1
,12,1,10,2013,1
,23,1,9,2013,1
,14,1,9,2013,1
,21,1,9,2013,1
,21,1,9,2013,1
,20,1,9,2013,1
,26,1,9,2013,1
,19,1,9,2013,1
,14,1,9,2013,1
,21,1,9,2013,1
,25,1,9,2013,1
,17,1,9,2013,1
,20,1,9,2013,1
,24,1,9,2013,1
,33,1,9,2013,1
,15,1,9,2013,1
,19,1,9,2013,1
,19,1,9,2013,1
,14,1,9,2013,1
,22,1,11,2013,1
,35,1,9,2013,1
,18,1,9,2013,1
,17,1,9,2013,1
,26,1,9,2013,1
,31,1,9,2013,1
,19,1,9,2013,1
,28,1,9,2013,1
,36,1,9,2013,1
,24,1,9,2013,1
,32,1,9,2013,1
,49,1,9,2013,1
,39,1,9,2013,1
,23,1,9,2013,1
,18,1,9,2013,1
,35,1,9,2013,1
,24,1,9,2013,1
,25,1,9,2013,1
,32,1,9,2013,1
,28,1,9,2013,1
,13,1,9,2013,1
,19,1,9,2013,1
,27,1,9,2013,1
,26,1,9,2013,1
,19,1,9,2013,1
,39,1,9,2013,1
,21,1,9,2013,1
,14,1,9,2013,1
,30,1,10,2013,1
,26,1,9,2013,1
,19,1,9,2013,1
,14,1,9,2013,1
,16,1,10,2013,1
,22,1,9,2013,1
,29,1,9,2013,1
,49,1,9,2013,1
,40,1,9,2013,1
,18,1,9,2013,1
,21,1,9,2013,1
,24,1,9,2013,1
,30,1,9,2013,1
,23,1,9,2013,1
,16,1,9,2013,1
,29,1,9,2013,1
,13,1,9,2013,1
,15,1,10,2013,1
,14,1,9,2013,1
,19,1,11,2013,1
,25,1,9,2013,1
,21,1,9,2013,1
,32,1,9,2013,1
,31,1,9,2013,1
,20,1,9,2013,1
,19,1,9,2013,1
,21,1,9,2013,1
,15,1,9,2013,1
,15,1,9,2013,1
,12,1,9,2013,1
,12,1,9,2013,1
,23,1,10,2013,1
,20,1,9,2013,1
,10,1,9,2013,1
,22,1,9,2013,1
,22,1,9,2013,1
,21,1,9,2013,1
,21,1,10,2013,1
,18,1,9,2013,1
,16,1,9,2013,1
,13,1,10,2013,1
,14,1,10,2013,1
,17,1,10,2013,1
,30,1,9,2013,1
,15,1,9,2013,1
,18,1,9,2013,1
,14,1,9,2013,1
,24,1,9,2013,1
,22,1,9,2013,1
,23,1,9,2013,1
,15,1,9,2013,1
,12,1,9,2013,1
,23,1,9,2013,1
,19,1,9,2013,1
,14,1,10,2013,1
,19,1,9,2013,1
,15,1,9,2013,1
,17,1,10,2013,1
,14,1,10,2013,1
,22,1,10,2013,1
,22,1,9,2013,1
,15,1,9,2013,1
,29,1,9,2013,1
,32,1,9,2013,1
,22,1,9,2013,1
,26,1,10,2013,1
,16,1,9,2013,1
,19,1,9,2013,1
,50,1,10,2013,1
,26,1,9,2013,1
,15,1,3,2014,1
,18,1,9,2013,1
,17,1,9,2013,1
,37,1,10,2013,1
,49,1,10,2013,1
,16,1,10,2013,1
,17,1,10,2013,1
,12,1,9,2013,1
,19,1,9,2013,1
,31,1,9,2013,1
,13,1,10,2013,1
,21,1,9,2013,1
,35,1,9,2013,1
,17,1,10,2013,1
,17,1,10,2013,1
,25,1,10,2013,1
,16,1,10,2013,1
,32,1,10,2013,1
,15,1,10,2013,1
,25,1,10,2013,1
,24,1,10,2013,1
,20,1,10,2013,1
,21,1,10,2013,1
,12,1,10,2013,1
,13,1,10,2013,1
,27,1,10,2013,1
,25,1,9,2013,1
,27,1,10,2013,1
,38,1,10,2013,1
,20,1,8,2013,1
,13,1,8,2013,1
,20,1,8,2013,1
,33,1,8,2013,1
,23,1,8,2013,1
,21,1,8,2013,1
,18,1,8,2013,1
,29,1,8,2013,1
,18,1,8,2013,1
,15,1,8,2013,1
,27,1,8,2013,1
,26,1,8,2013,1
,23,1,8,2013,1
,16,1,8,2013,1
,22,1,8,2013,1
,31,1,8,2013,1
,23,1,8,2013,1
,26,1,8,2013,1
,15,1,8,2013,1
,11,1,8,2013,1
,17,1,8,2013,1
,24,1,8,2013,1
,20,1,8,2013,1
,28,1,8,2013,1
,28,1,8,2013,1
,26,1,8,2013,1
,42,1,8,2013,1
,24,1,8,2013,1
,26,1,8,2013,1
,20,1,8,2013,1
,39,1,8,2013,1
,29,1,8,2013,1
,25,1,8,2013,1
,44,1,8,2013,1
,25,1,8,2013,1
,24,1,8,2013,1
,25,1,8,2013,1
,27,1,8,2013,1
,25,1,8,2013,1
,22,1,8,2013,1
,26,1,8,2013,1
,26,1,8,2013,1
,26,1,8,2013,1
,35,1,8,2013,1
,18,1,8,2013,1
,11,1,8,2013,1
,22,1,8,2013,1
,25,1,8,2013,1
,14,1,8,2013,1
,47,1,8,2013,1
,36,1,8,2013,1
,42,1,8,2013,1
,40,1,8,2013,1
,46,1,8,2013,1
,23,1,10,2013,1
,36,1,8,2013,1
,30,1,8,2013,1
,22,1,8,2013,1
,21,1,8,2013,1
,36,1,8,2013,1
,37,1,8,2013,1
,29,1,8,2013,1
,34,1,8,2013,1
,20,1,8,2013,1
,25,1,8,2013,1
,27,1,8,2013,1
,18,1,8,2013,1
,16,1,9,2013,1
,22,1,9,2013,1
,21,1,9,2013,1
,20,1,9,2013,1
,22,1,9,2013,1
,12,1,10,2013,1
,15,1,10,2013,1
,13,1,10,2013,1
,14,1,10,2013,1
,12,1,10,2013,1
,32,1,10,2013,1
,13,1,10,2013,1
,21,1,10,2013,1
,13,1,10,2013,1
,17,1,10,2013,1
,17,1,10,2013,1
,17,1,10,2013,1
,12,1,10,2013,1
,12,1,10,2013,1
,34,1,10,2013,1
,17,1,9,2013,1
,22,1,9,2013,1
,16,1,10,2013,1
,27,1,10,2013,1
,38,1,10,2013,1
,13,1,10,2013,1
,15,1,10,2013,1
,17,1,9,2013,1
,12,1,9,2013,1
,26,1,9,2013,1
,16,1,9,2013,1
,17,1,9,2013,1
,12,1,9,2013,1
,25,1,10,2013,1
,22,1,10,2013,1
,14,1,10,2013,1
,24,1,10,2013,1
,16,1,8,2013,1
,14,1,9,2013,1
,15,1,9,2013,1
,12,1,9,2013,1
,14,1,10,2013,1
,16,1,10,2013,1
,20,1,10,2013,1
,23,1,9,2013,1
,32,1,10,2013,1
,14,1,10,2013,1
,21,1,10,2013,1
,14,1,10,2013,1
,20,1,10,2013,1
,22,1,10,2013,1
,47,1,8,2013,1
,12,1,10,2013,1
,10,1,10,2013,1
,16,1,10,2013,1
,13,1,10,2013,1
,24,1,10,2013,1
,12,1,10,2013,1
,17,1,10,2013,1
,17,1,9,2013,1
,33,1,10,2013,1
,13,1,10,2013,1
,18,1,9,2013,1
,11,1,9,2013,1
,20,1,10,2013,1
,31,1,10,2013,1
,15,1,10,2013,1
,18,1,10,2013,1
,40,1,10,2013,1
,14,1,10,2013,1
,47,1,10,2013,1
,19,1,10,2013,1
,24,1,10,2013,1
,27,1,10,2013,1
,18,1,10,2013,1
,23,1,10,2013,1
,19,1,10,2013,1
,14,1,10,2013,1
,12,1,10,2013,1
,25,1,10,2013,1
,24,1,10,2013,1
,14,1,10,2013,1
,15,1,10,2013,1
,13,1,10,2013,1
,24,1,10,2013,1
,25,1,10,2013,1
,460,1,10,2013,1
,15,1,10,2013,1
,19,1,10,2013,1
,20,1,10,2013,1
,13,1,10,2013,1
,15,1,11,2013,1
,13,1,11,2013,1
,21,1,11,2013,1
,14,1,11,2013,1
,18,1,9,2013,1
,18,1,11,2013,1
,23,1,11,2013,1
,17,1,11,2013,1
,16,1,11,2013,1
,17,1,11,2013,1
,21,1,11,2013,1
,12,1,11,2013,1
,20,1,11,2013,1
,18,1,11,2013,1
,18,1,11,2013,1
,20,1,11,2013,1
,20,1,11,2013,1
,12,1,11,2013,1
,13,1,11,2013,1
,21,1,11,2013,1
,12,1,11,2013,1
,18,1,11,2013,1
,24,1,11,2013,1
,31,1,11,2013,1
,12,1,11,2013,1
,12,1,11,2013,1
,10,1,11,2013,1
,19,1,11,2013,1
,15,1,11,2013,1
,12,1,11,2013,1
,24,1,11,2013,1
,15,1,11,2013,1
,16,1,11,2013,1
,26,1,11,2013,1
,26,1,11,2013,1
,34,1,11,2013,1
,16,1,11,2013,1
,13,1,11,2013,1
,16,1,11,2013,1
,20,1,11,2013,1
,23,1,11,2013,1
,14,1,11,2013,1
,20,1,11,2013,1
,16,1,11,2013,1
,20,1,11,2013,1
,19,1,11,2013,1
,12,1,11,2013,1
,23,1,11,2013,1
,17,1,11,2013,1
,16,1,11,2013,1
,20,1,11,2013,1
,31,1,11,2013,1
,23,1,10,2013,1
,20,1,10,2013,1
,17,1,10,2013,1
,17,1,10,2013,1
,21,1,10,2013,1
,25,1,10,2013,1
,16,1,10,2013,1
,19,1,10,2013,1
,55,1,10,2013,1
,83,1,10,2013,1
,19,1,10,2013,1
,28,1,10,2013,1
,33,1,11,2013,1
,18,1,10,2013,1
,30,1,10,2013,1
,13,1,10,2013,1
,49,1,10,2013,1
,40,1,10,2013,1
,20,1,10,2013,1
,27,1,10,2013,1
,15,1,10,2013,1
,22,1,10,2013,1
,30,1,10,2013,1
,17,1,10,2013,1
,12,1,11,2013,1
,12,1,11,2013,1
,12,1,11,2013,1
,13,1,11,2013,1
,30,1,11,2013,1
,34,1,11,2013,1
,18,1,11,2013,1
,19,1,11,2013,1
,27,1,11,2013,1
,17,1,11,2013,1
,24,1,11,2013,1
,18,1,11,2013,1
,28,1,12,2013,1
,22,1,11,2013,1
,14,1,11,2013,1
,22,1,12,2013,1
,15,1,11,2013,1
,14,1,11,2013,1
,14,1,11,2013,1
,18,1,11,2013,1
,20,1,11,2013,1
,22,1,11,2013,1
,22,1,11,2013,1
,28,1,11,2013,1
,44,1,11,2013,1
,44,1,11,2013,1
,18,1,11,2013,1
,17,1,11,2013,1
,15,1,11,2013,1
,17,1,11,2013,1
,22,1,11,2013,1
,16,1,11,2013,1
,17,1,11,2013,1
,30,1,11,2013,1
,25,1,11,2013,1
,45,1,11,2013,1
,45,1,11,2013,1
,29,1,11,2013,1
,21,1,12,2013,1
,13,1,12,2013,1
,35,1,11,2013,1
,39,1,11,2013,1
,21,1,12,2013,1
,23,1,11,2013,1
,16,1,11,2013,1
,15,1,11,2013,1
,43,1,11,2013,1
,27,1,11,2013,1
,25,1,11,2013,1
,17,1,11,2013,1
,20,1,12,2013,1
,23,1,11,2013,1
,16,1,12,2013,1
,15,1,11,2013,1
,45,1,11,2013,1
,24,1,11,2013,1
,32,1,11,2013,1
,20,1,11,2013,1
,15,1,12,2013,1
,15,1,11,2013,1
,34,1,11,2013,1
,23,1,11,2013,1
,20,1,11,2013,1
,18,1,11,2013,1
,36,1,11,2013,1
,40,1,11,2013,1
,19,1,12,2013,1
,31,1,11,2013,1
,16,1,12,2013,1
,27,1,11,2013,1
,33,1,11,2013,1
,16,1,11,2013,1
,23,1,11,2013,1
,25,1,11,2013,1
,21,1,11,2013,1
,19,1,11,2013,1
,23,1,11,2013,1
,19,1,11,2013,1
,25,1,11,2013,1
,14,1,11,2013,1
,18,1,11,2013,1
,15,1,11,2013,1
,23,1,12,2013,1
,17,1,12,2013,1
,17,1,11,2013,1
,20,1,11,2013,1
,25,1,11,2013,1
,15,1,11,2013,1
,27,1,11,2013,1
,25,1,11,2013,1
,19,1,11,2013,1
,21,1,11,2013,1
,13,1,11,2013,1
,20,1,11,2013,1
,21,1,11,2013,1
,12,1,11,2013,1
,13,1,11,2013,1
,15,1,11,2013,1
,23,1,11,2013,1
,35,1,11,2013,1
,39,1,11,2013,1
,74,1,11,2013,1
,49,1,11,2013,1
,27,1,11,2013,1
,28,1,11,2013,1
,27,1,11,2013,1
,41,1,11,2013,1
,20,1,11,2013,1
,22,1,11,2013,1
,19,1,11,2013,1
,22,1,11,2013,1
,21,1,11,2013,1
,9,1,11,2013,1
,67,1,11,2013,1
,38,1,11,2013,1
,20,1,12,2013,1
,19,1,11,2013,1
,22,1,11,2013,1
,13,1,11,2013,1
,24,1,12,2013,1
,20,1,11,2013,1
,14,1,11,2013,1
,18,1,11,2013,1
,14,1,11,2013,1
,18,1,12,2013,1
,13,1,12,2013,1
,31,1,11,2013,1
,27,1,11,2013,1
,25,1,11,2013,1
,22,1,11,2013,1
,14,1,11,2013,1
,9,1,12,2013,1
,16,1,11,2013,1
,16,1,11,2013,1
,24,1,11,2013,1
,9,1,11,2013,1
,15,1,11,2013,1
,22,1,11,2013,1
,16,1,11,2013,1
,20,1,11,2013,1
,54,1,11,2013,1
,67,1,11,2013,1
,11,1,11,2013,1
,14,1,12,2013,1
,11,1,11,2013,1
,25,1,12,2013,1
,12,1,12,2013,1
,13,1,12,2013,1
,32,1,12,2013,1
,28,1,12,2013,1
,19,1,11,2013,1
,13,1,11,2013,1
,12,1,11,2013,1
,14,1,11,2013,1
,28,1,11,2013,1
,13,1,11,2013,1
,34,1,11,2013,1
,47,1,12,2013,1
,15,1,11,2013,1
,16,1,11,2013,1
,33,1,11,2013,1
,22,1,11,2013,1
,15,1,11,2013,1
,13,1,11,2013,1
,15,1,11,2013,1
,19,1,11,2013,1
,13,1,11,2013,1
,15,1,11,2013,1
,20,1,10,2013,1
,14,1,11,2013,1
,20,1,12,2013,1
,17,1,11,2013,1
,22,1,11,2013,1
,20,1,11,2013,1
,20,1,11,2013,1
,16,1,11,2013,1
,15,1,11,2013,1
,13,1,10,2013,1
,43,1,11,2013,1
,31,1,12,2013,1
,16,1,12,2013,1
,16,1,11,2013,1
,16,1,11,2013,1
,49,1,11,2013,1
,30,1,11,2013,1
,16,1,11,2013,1
,24,1,11,2013,1
,20,1,11,2013,1
,14,1,11,2013,1
,20,1,12,2013,1
,27,1,11,2013,1
,33,1,12,2013,1
,18,1,11,2013,1
,23,1,11,2013,1
,25,1,12,2013,1
,20,1,11,2013,1
,17,1,11,2013,1
,15,1,11,2013,1
,13,1,11,2013,1
,17,1,11,2013,1
,24,1,11,2013,1
,55,1,11,2013,1
,26,1,11,2013,1
,17,1,11,2013,1
,20,1,11,2013,1
,17,1,11,2013,1
,17,1,11,2013,1
,91,1,11,2013,1
,23,1,11,2013,1
,43,1,11,2013,1
,84,1,11,2013,1
,22,1,11,2013,1
,18,1,11,2013,1
,40,1,11,2013,1
,16,1,11,2013,1
,32,1,11,2013,1
,19,1,11,2013,1
,28,1,11,2013,1
,22,1,11,2013,1
,26,1,11,2013,1
,21,1,11,2013,1
,28,1,11,2013,1
,15,1,11,2013,1
,20,1,12,2013,1
,22,1,11,2013,1
,25,1,11,2013,1
,34,1,11,2013,1
,23,1,11,2013,1
,20,1,11,2013,1
,12,1,11,2013,1
,16,1,11,2013,1
,30,1,11,2013,1
,19,1,11,2013,1
,23,1,11,2013,1
,17,1,11,2013,1
,18,1,11,2013,1
,16,1,11,2013,1
,16,1,11,2013,1
,98,1,11,2013,1
,85,1,11,2013,1
,48,1,11,2013,1
,30,1,11,2013,1
,31,1,11,2013,1
,43,1,10,2013,1
,28,1,10,2013,1
,14,1,11,2013,1
,20,1,11,2013,1
,20,1,11,2013,1
,18,1,11,2013,1
,17,1,11,2013,1
,16,1,11,2013,1
,15,1,11,2013,1
,20,1,11,2013,1
,14,1,11,2013,1
,35,1,11,2013,1
,16,1,11,2013,1
,23,1,11,2013,1
,28,1,11,2013,1
,14,1,11,2013,1
,14,1,11,2013,1
,29,1,11,2013,1
,27,1,11,2013,1
,26,1,11,2013,1
,31,1,11,2013,1
,16,1,11,2013,1
,18,1,11,2013,1
,25,1,11,2013,1
,28,1,11,2013,1
,24,1,11,2013,1
,22,1,11,2013,1
,47,1,11,2013,1
,26,1,11,2013,1
,24,1,11,2013,1
,23,1,11,2013,1
,26,1,11,2013,1
,21,1,12,2013,1
,15,1,11,2013,1
,45,1,11,2013,1
,40,1,11,2013,1
,30,1,11,2013,1
,28,1,11,2013,1
,15,1,11,2013,1
,22,1,11,2013,1
,28,1,11,2013,1
,28,1,11,2013,1
,20,1,11,2013,1
,15,1,11,2013,1
,42,1,11,2013,1
,28,1,12,2013,1
,21,1,12,2013,1
,26,1,11,2013,1
,17,1,11,2013,1
,20,1,11,2013,1
,39,1,11,2013,1
,34,1,11,2013,1
,15,1,11,2013,1
,13,1,11,2013,1
,23,1,10,2013,1
,16,1,10,2013,1
,19,1,10,2013,1
,19,1,10,2013,1
,21,1,10,2013,1
,24,1,11,2013,1
,23,1,11,2013,1
,12,1,11,2013,1
,29,1,10,2013,1
,21,1,11,2013,1
,20,1,10,2013,1
,20,1,10,2013,1
,23,1,10,2013,1
,21,1,10,2013,1
,28,1,10,2013,1
,18,1,10,2013,1
,13,1,10,2013,1
,30,1,10,2013,1
,31,1,11,2013,1
,25,1,10,2013,1
,15,1,12,2013,1
,12,1,11,2013,1
,13,1,11,2013,1
,18,1,11,2013,1
,26,1,11,2013,1
,13,1,11,2013,1
,15,1,11,2013,1
,18,1,11,2013,1
,12,1,11,2013,1
,19,1,11,2013,1
,17,1,11,2013,1
,13,1,11,2013,1
,36,1,11,2013,1
,37,1,11,2013,1
,38,1,11,2013,1
,16,1,11,2013,1
,13,1,10,2013,1
,31,1,10,2013,1
,26,1,10,2013,1
,28,1,10,2013,1
,20,1,11,2013,1
,15,1,10,2013,1
,50,1,10,2013,1
,28,1,10,2013,1
,26,1,10,2013,1
,21,1,10,2013,1
,26,1,10,2013,1
,24,1,10,2013,1
,22,1,10,2013,1
,51,1,10,2013,1
,30,1,10,2013,1
,36,1,10,2013,1
,28,1,11,2013,1
,20,1,11,2013,1
,28,1,10,2013,1
,15,1,10,2013,1
,14,1,10,2013,1
,21,1,10,2013,1
,14,1,11,2013,1
,12,1,10,2013,1
,14,1,10,2013,1
,14,1,10,2013,1
,23,1,10,2013,1
,16,1,10,2013,1
,16,1,10,2013,1
,17,1,10,2013,1
,41,1,10,2013,1
,15,1,10,2013,1
,16,1,10,2013,1
,10,1,10,2013,1
,23,1,10,2013,1
,14,1,10,2013,1
,15,1,10,2013,1
,16,1,10,2013,1
,24,1,12,2013,1
,13,1,10,2013,1
,11,1,10,2013,1
,18,1,10,2013,1
,14,1,10,2013,1
,14,1,10,2013,1
,18,1,10,2013,1
,16,1,10,2013,1
,10,1,10,2013,1
,20,1,10,2013,1
,17,1,10,2013,1
,16,1,10,2013,1
,14,1,10,2013,1
,13,1,10,2013,1
,49,1,10,2013,1
,13,1,10,2013,1
,15,1,10,2013,1
,63,1,10,2013,1
,20,1,10,2013,1
,15,1,10,2013,1
,12,1,10,2013,1
,16,1,10,2013,1
,20,1,10,2013,1
,15,1,10,2013,1
,16,1,10,2013,1
,30,1,10,2013,1
,12,1,10,2013,1
,13,1,11,2013,1
,26,1,11,2013,1
,17,1,10,2013,1
,17,1,10,2013,1
,35,1,10,2013,1
,11,1,11,2013,1
,24,1,10,2013,1
,11,1,10,2013,1
,16,1,11,2013,1
,15,1,10,2013,1
,20,1,10,2013,1
,17,1,10,2013,1
,16,1,10,2013,1
,25,1,10,2013,1
,35,1,10,2013,1
,16,1,10,2013,1
,17,1,10,2013,1
,25,1,11,2013,1
,18,1,11,2013,1
,22,1,10,2013,1
,12,1,11,2013,1
,18,1,10,2013,1
,13,1,10,2013,1
,20,1,11,2013,1
,12,1,10,2013,1
,20,1,11,2013,1
,17,1,10,2013,1
,19,1,11,2013,1
,30,1,11,2013,1
,17,1,10,2013,1
,15,1,10,2013,1
,16,1,11,2013,1
,15,1,10,2013,1
,22,1,10,2013,1
,12,1,10,2013,1
,12,1,10,2013,1
,13,1,10,2013,1
,30,1,10,2013,1
,15,1,10,2013,1
,15,1,10,2013,1
,18,1,10,2013,1
,20,1,11,2013,1
,17,1,10,2013,1
,22,1,10,2013,1
,22,1,11,2013,1
,31,1,11,2013,1
,15,1,11,2013,1
,11,1,11,2013,1
,17,1,11,2013,1
,16,1,11,2013,1
,30,1,11,2013,1
,21,1,11,2013,1
,25,1,11,2013,1
,20,1,11,2013,1
,17,1,11,2013,1
,13,1,11,2013,1
,21,1,11,2013,1
,25,1,11,2013,1
,26,1,11,2013,1
,15,1,11,2013,1
,17,1,11,2013,1
,15,1,11,2013,1
,26,1,11,2013,1
,40,1,11,2013,1
,20,1,11,2013,1
,17,1,11,2013,1
,20,1,11,2013,1
,14,1,11,2013,1
,10,1,11,2013,1
,29,1,11,2013,1
,24,1,11,2013,1
,18,1,11,2013,1
,27,1,11,2013,1
,26,1,11,2013,1
,13,1,11,2013,1
,16,1,11,2013,1
,20,1,11,2013,1
,20,1,11,2013,1
,16,1,11,2013,1
,15,1,11,2013,1
,13,1,11,2013,1
,30,1,11,2013,1
,29,1,11,2013,1
,16,1,11,2013,1
,21,1,10,2013,1
,13,1,10,2013,1
,32,1,11,2013,1
,16,1,11,2013,1
,15,1,11,2013,1
,39,1,11,2013,1
,16,1,11,2013,1
,19,1,11,2013,1
,25,1,11,2013,1
,33,1,11,2013,1
,24,1,11,2013,1
,12,1,11,2013,1
,24,1,11,2013,1
,23,1,11,2013,1
,20,1,11,2013,1
,13,1,11,2013,1
,26,1,11,2013,1
,15,1,11,2013,1
,21,1,11,2013,1
,13,1,11,2013,1
,16,1,11,2013,1
,14,1,11,2013,1
,16,1,11,2013,1
,21,1,11,2013,1
,20,1,11,2013,1
,42,1,11,2013,1
,16,1,11,2013,1
,11,1,11,2013,1
,20,1,11,2013,1
,12,1,11,2013,1
,13,1,11,2013,1
,29,1,11,2013,1
,25,1,11,2013,1
,26,1,11,2013,1
,33,1,12,2013,1
,19,1,11,2013,1
,17,1,11,2013,1
,30,1,11,2013,1
,15,1,11,2013,1
,25,1,11,2013,1
,18,1,11,2013,1
,11,1,11,2013,1
,27,1,11,2013,1
,16,1,11,2013,1
,13,1,11,2013,1
,15,1,11,2013,1
,16,1,11,2013,1
,65,1,11,2013,1
,20,1,11,2013,1
,14,1,11,2013,1
,14,1,11,2013,1
,12,1,11,2013,1
,23,1,11,2013,1
,15,1,11,2013,1
,22,1,11,2013,1
,23,1,10,2013,1
,22,1,11,2013,1
,21,1,12,2013,1
,13,1,10,2013,1
,15,1,10,2013,1
,16,1,11,2013,1
,14,1,10,2013,1
,15,1,10,2013,1
,16,1,10,2013,1
,18,1,11,2013,1
,30,1,10,2013,1
,15,1,10,2013,1
,14,1,10,2013,1
,13,1,10,2013,1
,17,1,11,2013,1
,19,1,11,2013,1
,18,1,11,2013,1
,16,1,11,2013,1
,22,1,11,2013,1
,21,1,11,2013,1
,24,1,11,2013,1
,16,1,11,2013,1
,10,1,11,2013,1
,15,1,11,2013,1
,12,1,11,2013,1
,17,1,11,2013,1
,16,1,11,2013,1
,16,1,11,2013,1
,14,1,11,2013,1
,15,1,11,2013,1
,18,1,11,2013,1
,26,1,11,2013,1
,10,1,12,2013,1
,25,1,11,2013,1
,20,1,12,2013,1
,17,1,11,2013,1
,26,1,11,2013,1
,25,1,11,2013,1
,15,1,11,2013,1
,15,1,11,2013,1
,14,1,11,2013,1
,28,1,11,2013,1
,11,1,11,2013,1
,11,1,11,2013,1
,11,1,11,2013,1
,36,1,11,2013,1
,24,1,11,2013,1
,18,1,11,2013,1
,15,1,11,2013,1
,17,1,11,2013,1
,15,1,11,2013,1
,18,1,12,2013,1
,26,1,11,2013,1
,32,1,12,2013,1
,21,1,11,2013,1
,12,1,10,2014,1
,50,1,2,2014,1
,34,1,11,2013,1
,32,1,12,2013,1
,25,1,12,2013,1
,30,1,12,2013,1
,30,1,11,2013,1
,32,1,11,2013,1
,13,1,11,2013,1
,12,1,11,2013,1
,27,1,11,2013,1
,23,1,11,2013,1
,19,1,11,2013,1
,35,1,11,2013,1
,37,1,11,2013,1
,24,1,11,2013,1
,20,1,11,2013,1
,21,1,12,2013,1
,30,1,12,2013,1
,20,1,12,2013,1
,13,1,12,2013,1
,24,1,12,2013,1
,23,1,12,2013,1
,42,1,12,2013,1
,30,1,12,2013,1
,15,1,12,2013,1
,16,1,12,2013,1
,18,1,12,2013,1
,28,1,12,2013,1
,46,1,12,2013,1
,17,1,12,2013,1
,18,1,12,2013,1
,16,1,12,2013,1
,32,1,11,2013,1
,31,1,11,2013,1
,26,1,12,2013,1
,44,1,11,2013,1
,49,1,11,2013,1
,25,1,12,2013,1
,11,1,12,2013,1
,23,1,12,2013,1
,16,1,12,2013,1
,15,1,11,2013,1
,16,1,12,2013,1
,17,1,11,2013,1
,23,1,12,2013,1
,63,1,12,2013,1
,10,1,12,2013,1
,29,1,11,2013,1
,25,1,11,2013,1
,13,1,11,2013,1
,17,1,12,2013,1
,17,1,12,2013,1
,20,1,12,2013,1
,16,1,12,2013,1
,17,1,12,2013,1
,16,1,11,2013,1
,17,1,11,2013,1
,26,1,11,2013,1
,31,1,11,2013,1
,35,1,11,2013,1
,20,1,11,2013,1
,24,1,11,2013,1
,38,1,11,2013,1
,35,1,11,2013,1
,21,1,11,2013,1
,18,1,12,2013,1
,20,1,11,2013,1
,15,1,11,2013,1
,21,1,11,2013,1
,17,1,11,2013,1
,14,1,11,2013,1
,13,1,11,2013,1
,20,1,11,2013,1
,13,1,11,2013,1
,20,1,11,2013,1
,30,1,11,2013,1
,18,1,11,2013,1
,35,1,11,2013,1
,30,1,11,2013,1
,40,1,11,2013,1
,17,1,11,2013,1
,30,1,11,2013,1
,43,1,11,2013,1
,31,1,11,2013,1
,15,1,11,2013,1
,32,1,11,2013,1
,27,1,11,2013,1
,22,1,11,2013,1
,27,1,11,2013,1
,34,1,11,2013,1
,22,1,12,2013,1
,30,1,12,2013,1
,24,1,12,2013,1
,23,1,12,2013,1
,24,1,12,2013,1
,17,1,12,2013,1
,56,1,11,2013,1
,20,1,12,2013,1
,22,1,12,2013,1
,25,1,12,2013,1
,32,1,11,2013,1
,33,1,11,2013,1
,24,1,12,2013,1
,26,1,11,2013,1
,15,1,11,2013,1
,20,1,12,2013,1
,40,1,11,2013,1
,19,1,12,2013,1
,24,1,11,2013,1
,36,1,11,2013,1
,27,1,12,2013,1
,40,1,11,2013,1
,20,1,11,2013,1
,79,1,12,2013,1
,27,1,10,2013,1
,20,1,10,2013,1
,30,1,11,2013,1
,32,1,11,2013,1
,21,1,11,2013,1
,30,1,11,2013,1
,37,1,11,2013,1
,25,1,11,2013,1
,33,1,10,2013,1
,38,1,10,2013,1
,26,1,11,2013,1
,31,1,11,2013,1
,21,1,11,2013,1
,13,1,11,2013,1
,59,1,11,2013,1
,13,1,11,2013,1
,16,1,11,2013,1
,13,1,11,2013,1
,31,1,11,2013,1
,33,1,11,2013,1
,21,1,11,2013,1
,18,1,11,2013,1
,19,1,11,2013,1
,19,1,11,2013,1
,22,1,11,2013,1
,20,1,11,2013,1
,22,1,11,2013,1
,20,1,11,2013,1
,12,1,11,2013,1
,10,1,11,2013,1
,44,1,11,2013,1
,38,1,11,2013,1
,38,1,11,2013,1
,16,1,11,2013,1
,30,1,12,2013,1
,16,1,11,2013,1
,16,1,10,2013,1
,19,1,11,2013,1
,18,1,11,2013,1
,27,1,12,2013,1
,10,1,11,2013,1
,16,1,11,2013,1
,18,1,11,2013,1
,15,1,11,2013,1
,17,1,12,2013,1
,24,1,10,2013,1
,19,1,10,2013,1
,11,1,11,2013,1
,27,1,11,2013,1
,24,1,10,2013,1
,11,1,12,2013,1
,16,1,11,2013,1
,22,1,11,2013,1
,25,1,11,2013,1
,20,1,11,2013,1
,22,1,11,2013,1
,12,1,11,2013,1
,28,1,11,2013,1
,17,1,11,2013,1
