id,cem301_attendees_total,cem009_country,month,year,country
,19,1,12,2014,1
,22,1,12,2014,1
,25,1,12,2014,1
,31,1,12,2014,1
,17,1,12,2014,1
,25,1,12,2014,1
,17,1,12,2014,1
,17,1,12,2014,1
,24,1,12,2014,1
,20,1,1,2015,1
,14,1,1,2015,1
,18,1,1,2015,1
,17,1,1,2015,1
,19,1,1,2015,1
,20,1,1,2015,1
,18,1,1,2015,1
,20,1,1,2015,1
,20,1,1,2015,1
,14,1,1,2015,1
,22,1,1,2015,1
,23,1,1,2015,1
,20,1,1,2015,1
,21,1,1,2015,1
,15,1,1,2015,1
,23,1,1,2015,1
,43,1,1,2015,1
,15,1,1,2015,1
,21,1,1,2015,1
,16,1,1,2015,1
,36,1,1,2015,1
,18,1,1,2015,1
,18,1,1,2015,1
,20,1,1,2015,1
,32,1,1,2015,1
,22,1,1,2015,1
,16,1,1,2015,1
,14,1,1,2015,1
,30,1,1,2015,1
,19,1,1,2015,1
,16,1,1,2015,1
,17,1,1,2015,1
,21,1,1,2015,1
,22,1,1,2015,1
,25,1,1,2015,1
,17,1,1,2015,1
,14,1,1,2015,1
,13,1,1,2015,1
,19,1,1,2015,1
,16,1,1,2015,1
,28,1,1,2015,1
,24,1,1,2015,1
,28,1,1,2015,1
,18,1,1,2015,1
,34,1,1,2015,1
,21,1,1,2015,1
,22,1,1,2015,1
,60,1,1,2015,1
,32,1,1,2015,1
,24,1,1,2015,1
,16,1,1,2015,1
,13,1,1,2015,1
,27,1,1,2015,1
,11,1,1,2015,1
,21,1,1,2015,1
,26,1,12,2014,1
,32,1,12,2014,1
,21,1,12,2014,1
,14,1,12,2014,1
,18,1,12,2014,1
,19,1,12,2014,1
,27,1,12,2014,1
,15,1,12,2014,1
,21,1,12,2014,1
,17,1,12,2014,1
,15,1,12,2014,1
,32,1,12,2014,1
,19,1,12,2014,1
,22,1,12,2014,1
,28,1,1,2015,1
,22,1,1,2015,1
,28,1,1,2015,1
,23,1,1,2015,1
,52,1,1,2015,1
,28,1,1,2015,1
,21,1,1,2015,1
,14,1,1,2015,1
,18,1,1,2015,1
,22,1,1,2015,1
,27,1,1,2015,1
,26,1,1,2015,1
,17,1,1,2015,1
,17,1,1,2015,1
,19,1,1,2015,1
,15,1,1,2015,1
,18,1,1,2015,1
,15,1,1,2015,1
,14,1,1,2015,1
,14,1,1,2015,1
,24,1,1,2015,1
,26,1,1,2015,1
,26,1,1,2015,1
,49,1,1,2015,1
,29,1,1,2015,1
,23,1,1,2015,1
,24,1,1,2015,1
,17,1,1,2015,1
,26,1,1,2015,1
,35,1,1,2015,1
,26,1,1,2015,1
,13,1,1,2015,1
,20,1,1,2015,1
,16,1,1,2015,1
,21,1,1,2015,1
,15,1,1,2015,1
,15,1,1,2015,1
,20,1,1,2015,1
,15,1,1,2015,1
,19,1,1,2015,1
,20,1,1,2015,1
,18,1,1,2015,1
,15,1,1,2015,1
,41,1,1,2015,1
,32,1,12,2014,1
,24,1,12,2014,1
,24,1,12,2014,1
,22,1,12,2014,1
,27,1,1,2015,1
,51,1,1,2015,1
,23,1,12,2014,1
,18,1,12,2014,1
,23,1,12,2014,1
,20,1,12,2014,1
,35,1,12,2014,1
,49,1,1,2015,1
,24,1,12,2014,1
,24,1,12,2014,1
,21,1,1,2015,1
,25,1,1,2015,1
,21,1,1,2015,1
,17,1,12,2014,1
,17,1,1,2015,1
,17,1,12,2014,1
,15,1,11,2014,1
,22,1,11,2014,1
,21,1,11,2014,1
,19,1,1,2015,1
,27,1,11,2014,1
,23,1,11,2014,1
,29,1,12,2014,1
,16,1,11,2014,1
,15,1,11,2014,1
,28,1,11,2014,1
,25,1,11,2014,1
,20,1,10,2014,1
,24,1,10,2014,1
,20,1,1,2015,1
,25,1,1,2015,1
,24,1,1,2015,1
,20,1,1,2015,1
,10,1,11,2014,1
,17,1,1,2015,1
,22,1,1,2015,1
,25,1,1,2015,1
,20,1,11,2014,1
,17,1,11,2014,1
,20,1,11,2014,1
,20,1,11,2014,1
,20,1,11,2014,1
,10,1,11,2014,1
,20,1,11,2014,1
,32,1,1,2015,1
,15,1,1,2015,1
,19,1,12,2014,1
,28,1,12,2014,1
,21,1,12,2014,1
,20,1,12,2014,1
,27,1,12,2014,1
,15,1,1,2015,1
,16,1,12,2014,1
,24,1,12,2014,1
,21,1,1,2015,1
,25,1,1,2015,1
,15,1,1,2015,1
,30,1,10,2014,1
,12,1,1,2015,1
,33,1,10,2014,1
,18,1,10,2014,1
,23,1,10,2014,1
,23,1,10,2014,1
,15,1,10,2014,1
,52,1,10,2014,1
,25,1,10,2014,1
,30,1,10,2014,1
,52,1,10,2014,1
,21,1,10,2014,1
,20,1,1,2015,1
,18,1,12,2014,1
,23,1,11,2014,1
,17,1,11,2014,1
,25,1,11,2014,1
,11,1,11,2014,1
,15,1,11,2014,1
,33,1,11,2014,1
,17,1,1,2015,1
,19,1,1,2015,1
,21,1,11,2014,1
,15,1,11,2014,1
,33,1,1,2015,1
,19,1,11,2014,1
,30,1,11,2014,1
,25,1,11,2014,1
,27,1,11,2014,1
,14,1,11,2014,1
,15,1,11,2014,1
,17,1,11,2014,1
,15,1,11,2014,1
,22,1,11,2014,1
,33,1,11,2014,1
,19,1,11,2014,1
,19,1,11,2014,1
,10,1,11,2014,1
,20,1,11,2014,1
,31,1,1,2015,1
,36,1,11,2014,1
,30,1,11,2014,1
,15,1,1,2015,1
,26,1,11,2014,1
,31,1,11,2014,1
,35,1,1,2015,1
,13,1,11,2014,1
,18,1,1,2015,1
,14,1,11,2014,1
,25,1,11,2014,1
,19,1,11,2014,1
,18,1,12,2014,1
,17,1,12,2014,1
,17,1,11,2014,1
,19,1,11,2014,1
,13,1,11,2014,1
,23,1,11,2014,1
,26,1,11,2014,1
,25,1,11,2014,1
,16,1,11,2014,1
,25,1,11,2014,1
,20,1,11,2014,1
,20,1,1,2015,1
,36,1,1,2015,1
,18,1,12,2014,1
,29,1,1,2015,1
,24,1,12,2014,1
,22,1,12,2014,1
,21,1,12,2014,1
,19,1,11,2014,1
,18,1,11,2014,1
,15,1,11,2014,1
,24,1,1,2015,1
,22,1,1,2015,1
,20,1,12,2014,1
,19,1,1,2015,1
,15,1,1,2015,1
,14,1,12,2014,1
,24,1,11,2014,1
,24,1,11,2014,1
,16,1,1,2015,1
,19,1,1,2015,1
,17,1,11,2014,1
,14,1,1,2015,1
,32,1,12,2014,1
,19,1,12,2014,1
,16,1,12,2014,1
,16,1,12,2014,1
,32,1,1,2015,1
,21,1,12,2014,1
,22,1,1,2015,1
,19,1,1,2015,1
,29,1,1,2015,1
,22,1,12,2014,1
,20,1,1,2015,1
,19,1,1,2015,1
,20,1,1,2015,1
,24,1,12,2014,1
,18,1,12,2014,1
,16,1,1,2015,1
,26,1,1,2015,1
,15,1,1,2015,1
,16,1,1,2015,1
,16,1,1,2015,1
,30,1,1,2015,1
,22,1,1,2015,1
,22,1,12,2014,1
,23,1,12,2014,1
,17,1,1,2015,1
,20,1,12,2014,1
,33,1,1,2015,1
,33,1,12,2014,1
,24,1,12,2014,1
,17,1,12,2014,1
,30,1,12,2014,1
,41,1,1,2015,1
,24,1,1,2015,1
,33,1,12,2014,1
,24,1,1,2015,1
,20,1,12,2014,1
,24,1,12,2014,1
,27,1,1,2015,1
,22,1,12,2014,1
,27,1,12,2014,1
,24,1,12,2014,1
,20,1,12,2014,1
,21,1,12,2014,1
,55,1,12,2014,1
,46,1,12,2014,1
,19,1,12,2014,1
,20,1,12,2014,1
,18,1,12,2014,1
,22,1,12,2014,1
,18,1,12,2014,1
,30,1,12,2014,1
,20,1,12,2014,1
,16,1,12,2014,1
,14,1,12,2014,1
,13,1,11,2014,1
,41,1,11,2014,1
,19,1,1,2015,1
,18,1,12,2014,1
,15,1,12,2014,1
,22,1,11,2014,1
,15,1,11,2014,1
,23,1,12,2014,1
,25,1,11,2014,1
,27,1,11,2014,1
,20,1,1,2015,1
,15,1,11,2014,1
,16,1,1,2015,1
,25,1,11,2014,1
,16,1,11,2014,1
,25,1,1,2015,1
,20,1,1,2015,1
,14,1,10,2014,1
,21,1,10,2014,1
,28,1,10,2014,1
,40,1,10,2014,1
,40,1,10,2014,1
,29,1,11,2014,1
,12,1,12,2014,1
,12,1,12,2014,1
,17,1,10,2014,1
,12,1,1,2015,1
,38,1,10,2014,1
,20,1,10,2014,1
,18,1,10,2014,1
,19,1,1,2015,1
,12,1,1,2015,1
,27,1,12,2014,1
,19,1,12,2014,1
,15,1,12,2014,1
,31,1,12,2014,1
,31,1,12,2014,1
,20,1,12,2014,1
,27,1,12,2014,1
,26,1,12,2014,1
,24,1,12,2014,1
,15,1,12,2014,1
,18,1,1,2015,1
,17,1,1,2015,1
,18,1,12,2014,1
,36,1,12,2014,1
,22,1,12,2014,1
,10,1,1,2015,1
,22,1,12,2014,1
,18,1,12,2014,1
,49,1,12,2014,1
,22,1,10,2014,1
,14,1,11,2014,1
,26,1,1,2015,1
,19,1,10,2014,1
,21,1,10,2014,1
,18,1,10,2014,1
,23,1,11,2014,1
,15,1,10,2014,1
,17,1,1,2015,1
,32,1,11,2014,1
,32,1,11,2014,1
,33,1,11,2014,1
,16,1,11,2014,1
,17,1,1,2015,1
,24,1,11,2014,1
,29,1,11,2014,1
,17,1,11,2014,1
,20,1,11,2014,1
,21,1,11,2014,1
,16,1,1,2015,1
,14,1,11,2014,1
,14,1,1,2015,1
,29,1,1,2015,1
,32,1,1,2015,1
,21,1,12,2014,1
,14,1,12,2014,1
,17,1,1,2015,1
,30,1,10,2014,1
,25,1,10,2014,1
,27,1,10,2014,1
,23,1,10,2014,1
,40,1,12,2014,1
,36,1,1,2015,1
,24,1,1,2015,1
,14,1,1,2015,1
,30,1,12,2014,1
,19,1,12,2014,1
,23,1,11,2014,1
,17,1,12,2014,1
,20,1,11,2014,1
,15,1,11,2014,1
,17,1,11,2014,1
,17,1,11,2014,1
,19,1,11,2014,1
,28,1,11,2014,1
,20,1,11,2014,1
,20,1,11,2014,1
,26,1,12,2014,1
,17,1,11,2014,1
,25,1,11,2014,1
,17,1,12,2014,1
,31,1,11,2014,1
,31,1,11,2014,1
,21,1,11,2014,1
,24,1,11,2014,1
,23,1,11,2014,1
,16,1,1,2015,1
,20,1,11,2014,1
,23,1,11,2014,1
,14,1,11,2014,1
,24,1,11,2014,1
,22,1,11,2014,1
,19,1,11,2014,1
,17,1,11,2014,1
,16,1,12,2014,1
,20,1,12,2014,1
,21,1,11,2014,1
,22,1,11,2014,1
,17,1,11,2014,1
,17,1,11,2014,1
,16,1,11,2014,1
,28,1,11,2014,1
,17,1,11,2014,1
,29,1,11,2014,1
,17,1,11,2014,1
,13,1,11,2014,1
,22,1,10,2014,1
,16,1,10,2014,1
,19,1,11,2014,1
,16,1,10,2014,1
,21,1,11,2014,1
,18,1,11,2014,1
,16,1,11,2014,1
,17,1,11,2014,1
,34,1,10,2014,1
,24,1,10,2014,1
,15,1,10,2014,1
,19,1,10,2014,1
,21,1,10,2014,1
,39,1,10,2014,1
,19,1,10,2014,1
,16,1,10,2014,1
,15,1,10,2014,1
,16,1,10,2014,1
,23,1,1,2015,1
,15,1,12,2014,1
,16,1,1,2015,1
,18,1,11,2014,1
,24,1,10,2014,1
,18,1,11,2014,1
,29,1,1,2015,1
,24,1,11,2014,1
,21,1,11,2014,1
,15,1,11,2014,1
,22,1,11,2014,1
,20,1,10,2014,1
,24,1,11,2014,1
,32,1,10,2014,1
,25,1,1,2015,1
,18,1,1,2015,1
,24,1,12,2014,1
,33,1,12,2014,1
,38,1,1,2015,1
,23,1,1,2015,1
,12,1,1,2015,1
,21,1,1,2015,1
,26,1,12,2014,1
,14,1,1,2015,1
,22,1,12,2014,1
,12,1,1,2015,1
,18,1,12,2014,1
,34,1,12,2014,1
,17,1,1,2015,1
,20,1,1,2015,1
,34,1,12,2014,1
,20,1,12,2014,1
,18,1,1,2015,1
,31,1,11,2014,1
,25,1,12,2014,1
,15,1,12,2014,1
,15,1,11,2014,1
,17,1,11,2014,1
,25,1,11,2014,1
,15,1,1,2015,1
,17,1,10,2014,1
,17,1,10,2014,1
,18,1,11,2014,1
,25,1,1,2015,1
,35,1,1,2015,1
,20,1,11,2014,1
,40,1,11,2014,1
,7,1,1,2015,1
,10,1,11,2014,1
,24,1,11,2014,1
,25,1,11,2014,1
,21,1,12,2014,1
,28,1,11,2014,1
,27,1,12,2014,1
,19,1,1,2015,1
,20,1,12,2014,1
,23,1,11,2014,1
,35,1,11,2014,1
,14,1,1,2015,1
,34,1,12,2014,1
,49,1,12,2014,1
,20,1,1,2015,1
,28,1,1,2015,1
,21,1,1,2015,1
,37,1,12,2014,1
,30,1,12,2014,1
,20,1,10,2014,1
,23,1,10,2014,1
,15,1,11,2014,1
,15,1,11,2014,1
,15,1,1,2015,1
,11,1,1,2015,1
,29,1,11,2014,1
,13,1,1,2015,1
,20,1,12,2014,1
,21,1,12,2014,1
,19,1,11,2014,1
,16,1,11,2014,1
,18,1,11,2014,1
,24,1,11,2014,1
,17,1,11,2014,1
,29,1,11,2014,1
,56,1,10,2014,1
,15,1,11,2014,1
,11,1,11,2014,1
,18,1,10,2014,1
,13,1,11,2014,1
,28,1,10,2014,1
,47,1,10,2014,1
,20,1,10,2014,1
,25,1,10,2014,1
,31,1,1,2015,1
,10,1,1,2015,1
,19,1,10,2014,1
,20,1,10,2014,1
,25,1,10,2014,1
,16,1,10,2014,1
,55,1,10,2014,1
,41,1,1,2015,1
,24,1,1,2015,1
,17,1,11,2014,1
,20,1,11,2014,1
,16,1,1,2015,1
,15,1,12,2014,1
,17,1,12,2014,1
,40,1,1,2015,1
,17,1,1,2015,1
,40,1,1,2015,1
,19,1,11,2014,1
,23,1,11,2014,1
,20,1,1,2015,1
,25,1,11,2014,1
,25,1,11,2014,1
,24,1,1,2015,1
,16,1,1,2015,1
,35,1,1,2015,1
,20,1,1,2015,1
,23,1,1,2015,1
,42,1,1,2015,1
,16,1,1,2015,1
,18,1,1,2015,1
,22,1,1,2015,1
,22,1,1,2015,1
,18,1,1,2015,1
,24,1,12,2014,1
,20,1,1,2015,1
,18,1,12,2014,1
,20,1,12,2014,1
,23,1,1,2015,1
,15,1,1,2015,1
,35,1,12,2014,1
,24,1,1,2015,1
,49,1,1,2015,1
,17,1,1,2015,1
,12,1,1,2015,1
,19,1,1,2015,1
,24,1,1,2015,1
,15,1,1,2015,1
,16,1,1,2015,1
,11,1,1,2015,1
,20,1,1,2015,1
,19,1,1,2015,1
,25,1,12,2014,1
,15,1,12,2014,1
,15,1,12,2014,1
,22,1,12,2014,1
,23,1,1,2015,1
,12,1,12,2014,1
,16,1,12,2014,1
,18,1,12,2014,1
,20,1,12,2014,1
,24,1,12,2014,1
,16,1,12,2014,1
,13,1,12,2014,1
,29,1,1,2015,1
,31,1,1,2015,1
,24,1,12,2014,1
,25,1,11,2014,1
,13,1,1,2015,1
,22,1,12,2014,1
,22,1,12,2014,1
,20,1,12,2014,1
,26,1,1,2015,1
,19,1,1,2015,1
,14,1,1,2015,1
,17,1,1,2015,1
,28,1,12,2014,1
,15,1,12,2014,1
,20,1,12,2014,1
,22,1,12,2014,1
,30,1,11,2014,1
,14,1,11,2014,1
,29,1,11,2014,1
,20,1,12,2014,1
,23,1,12,2014,1
,28,1,12,2014,1
,20,1,11,2014,1
,19,1,1,2015,1
,23,1,1,2015,1
,30,1,1,2015,1
,18,1,1,2015,1
,23,1,1,2015,1
,23,1,11,2014,1
,21,1,11,2014,1
,16,1,11,2014,1
,35,1,11,2014,1
,21,1,11,2014,1
,26,1,11,2014,1
,29,1,11,2014,1
,23,1,1,2015,1
,19,1,11,2014,1
,20,1,11,2014,1
,16,1,12,2014,1
,16,1,12,2014,1
,19,1,11,2014,1
,18,1,11,2014,1
,22,1,11,2014,1
,49,1,1,2015,1
,27,1,11,2014,1
,23,1,11,2014,1
,15,1,1,2015,1
,25,1,1,2015,1
,42,1,1,2015,1
,32,1,1,2015,1
,14,1,11,2014,1
,14,1,11,2014,1
,24,1,11,2014,1
,18,1,11,2014,1
,20,1,11,2014,1
,20,1,1,2015,1
,18,1,11,2014,1
,25,1,1,2015,1
,15,1,11,2014,1
,13,1,11,2014,1
,30,1,1,2015,1
,15,1,1,2015,1
,22,1,11,2014,1
,22,1,11,2014,1
,19,1,11,2014,1
,16,1,11,2014,1
,22,1,11,2014,1
,18,1,10,2014,1
,16,1,11,2014,1
,20,1,1,2015,1
,31,1,1,2015,1
,20,1,11,2014,1
,10,1,11,2014,1
,20,1,11,2014,1
,15,1,11,2014,1
,17,1,11,2014,1
,18,1,12,2014,1
,19,1,12,2014,1
,25,1,12,2014,1
,22,1,12,2014,1
,20,1,1,2015,1
,30,1,12,2014,1
,23,1,11,2014,1
,24,1,11,2014,1
,14,1,11,2014,1
,17,1,11,2014,1
,15,1,1,2015,1
,20,1,12,2014,1
,18,1,1,2015,1
,20,1,12,2014,1
,24,1,12,2014,1
,24,1,11,2014,1
,27,1,11,2014,1
,30,1,11,2014,1
,17,1,1,2015,1
,11,1,11,2014,1
,17,1,11,2014,1
,18,1,11,2014,1
,14,1,1,2015,1
,18,1,11,2014,1
,24,1,1,2015,1
,17,1,11,2014,1
,28,1,11,2014,1
,15,1,11,2014,1
,20,1,11,2014,1
,26,1,12,2014,1
,15,1,12,2014,1
,15,1,1,2015,1
,15,1,1,2015,1
,16,1,12,2014,1
,20,1,11,2014,1
,17,1,11,2014,1
,27,1,11,2014,1
,19,1,11,2014,1
,33,1,11,2014,1
,15,1,11,2014,1
,18,1,11,2014,1
,20,1,11,2014,1
,24,1,11,2014,1
,16,1,11,2014,1
,31,1,1,2015,1
,20,1,11,2014,1
,14,1,11,2014,1
,20,1,11,2014,1
,18,1,11,2014,1
,27,1,11,2014,1
,24,1,12,2014,1
,41,1,11,2014,1
,26,1,11,2014,1
,23,1,11,2014,1
,17,1,12,2014,1
,22,1,1,2015,1
,33,1,11,2014,1
,30,1,10,2014,1
,26,1,12,2014,1
,22,1,12,2014,1
,33,1,10,2014,1
,20,1,10,2014,1
,17,1,1,2015,1
,10,1,10,2014,1
,28,1,11,2014,1
,20,1,11,2014,1
,23,1,12,2014,1
,20,1,11,2014,1
,30,1,11,2014,1
,26,1,10,2014,1
,20,1,11,2014,1
,20,1,10,2014,1
,10,1,11,2014,1
,10,1,11,2014,1
,20,1,11,2014,1
,20,1,11,2014,1
,27,1,11,2014,1
,35,1,11,2014,1
,43,1,11,2014,1
,16,1,1,2015,1
,20,1,11,2014,1
,21,1,1,2015,1
,10,1,1,2015,1
,24,1,1,2015,1
,33,1,11,2014,1
,16,1,11,2014,1
,30,1,11,2014,1
,16,1,11,2014,1
,21,1,11,2014,1
,15,1,11,2014,1
,15,1,1,2015,1
,15,1,1,2015,1
,57,1,1,2015,1
,24,1,1,2015,1
,19,1,11,2014,1
,15,1,11,2014,1
,10,1,1,2015,1
,20,1,1,2015,1
,22,1,1,2015,1
,31,1,11,2014,1
,25,1,11,2014,1
,10,1,1,2015,1
,23,1,12,2014,1
,15,1,1,2015,1
,14,1,12,2014,1
,20,1,1,2015,1
,13,1,1,2015,1
,14,1,1,2015,1
,20,1,12,2014,1
,18,1,1,2015,1
,24,1,12,2014,1
,15,1,1,2015,1
,12,1,1,2015,1
,21,1,11,2014,1
,34,1,11,2014,1
,33,1,11,2014,1
,18,1,11,2014,1
,24,1,11,2014,1
,20,1,11,2014,1
,19,1,11,2014,1
,18,1,11,2014,1
,15,1,11,2014,1
,18,1,11,2014,1
,15,1,11,2014,1
,20,1,11,2014,1
,24,1,11,2014,1
,20,1,1,2015,1
,23,1,1,2015,1
,22,1,10,2014,1
,20,1,11,2014,1
,27,1,1,2015,1
,16,1,11,2014,1
,15,1,11,2014,1
,15,1,1,2015,1
,23,1,11,2014,1
,19,1,10,2014,1
,23,1,11,2014,1
,18,1,10,2014,1
,20,1,11,2014,1
,24,1,11,2014,1
,20,1,11,2014,1
,19,1,11,2014,1
,21,1,11,2014,1
,31,1,11,2014,1
,18,1,11,2014,1
,26,1,11,2014,1
,19,1,11,2014,1
,22,1,11,2014,1
,23,1,11,2014,1
,19,1,11,2014,1
,15,1,1,2015,1
,25,1,11,2014,1
,21,1,11,2014,1
,17,1,1,2015,1
,17,1,1,2015,1
,22,1,11,2014,1
,19,1,11,2014,1
,17,1,1,2015,1
,20,1,11,2014,1
,31,1,11,2014,1
,20,1,11,2014,1
,19,1,12,2014,1
,22,1,11,2014,1
,29,1,11,2014,1
,24,1,1,2015,1
,28,1,1,2015,1
,21,1,11,2014,1
,41,1,12,2014,1
,23,1,12,2014,1
,28,1,12,2014,1
,30,1,12,2014,1
,14,1,12,2014,1
,37,1,12,2014,1
,21,1,12,2014,1
,28,1,12,2014,1
,18,1,12,2014,1
,16,1,12,2014,1
,27,1,12,2014,1
,34,1,12,2014,1
,16,1,11,2014,1
,28,1,11,2014,1
,26,1,12,2014,1
,16,1,11,2014,1
,24,1,11,2014,1
,16,1,11,2014,1
,14,1,11,2014,1
,10,1,11,2014,1
,33,1,11,2014,1
,21,1,12,2014,1
,13,1,11,2014,1
,15,1,11,2014,1
,14,1,12,2014,1
,18,1,12,2014,1
,24,1,12,2014,1
,34,1,11,2014,1
,28,1,11,2014,1
,21,1,11,2014,1
,19,1,11,2014,1
,22,1,11,2014,1
,21,1,11,2014,1
,10,1,10,2014,1
,13,1,10,2014,1
,14,1,10,2014,1
,13,1,10,2014,1
,10,1,10,2014,1
,11,1,10,2014,1
,17,1,10,2014,1
,22,1,11,2014,1
,32,1,10,2014,1
,22,1,10,2014,1
,33,1,10,2014,1
,12,1,12,2014,1
,20,1,11,2014,1
,17,1,11,2014,1
,22,1,10,2014,1
,20,1,11,2014,1
,18,1,11,2014,1
,13,1,12,2014,1
,19,1,11,2014,1
,20,1,11,2014,1
,20,1,11,2014,1
,30,1,12,2014,1
,22,1,11,2014,1
,19,1,12,2014,1
,34,1,12,2014,1
,17,1,10,2014,1
,26,1,10,2014,1
,16,1,11,2014,1
,15,1,11,2014,1
,13,1,11,2014,1
,33,1,11,2014,1
,23,1,11,2014,1
,33,1,11,2014,1
,12,1,11,2014,1
,13,1,11,2014,1
,9,1,11,2014,1
,23,1,11,2014,1
,14,1,12,2014,1
,25,1,10,2014,1
,13,1,10,2014,1
,13,1,10,2014,1
,18,1,10,2014,1
,20,1,12,2014,1
,17,1,12,2014,1
,25,1,1,2015,1
,14,1,12,2014,1
,33,1,12,2014,1
,20,1,12,2014,1
,22,1,12,2014,1
,30,1,12,2014,1
,23,1,10,2014,1
,38,1,12,2014,1
,10,1,12,2014,1
,33,1,12,2014,1
,16,1,12,2014,1
,23,1,12,2014,1
,15,1,12,2014,1
,18,1,12,2014,1
,20,1,1,2015,1
,29,1,12,2014,1
,15,1,1,2015,1
,21,1,12,2014,1
,19,1,12,2014,1
,38,1,12,2014,1
,20,1,12,2014,1
,46,1,12,2014,1
,16,1,1,2015,1
,26,1,10,2014,1
,42,1,11,2014,1
,30,1,11,2014,1
,24,1,11,2014,1
,35,1,11,2014,1
,35,1,11,2014,1
,39,1,11,2014,1
,20,1,11,2014,1
,33,1,11,2014,1
,24,1,11,2014,1
,36,1,11,2014,1
,29,1,12,2014,1
,29,1,12,2014,1
,17,1,10,2014,1
,23,1,10,2014,1
,19,1,10,2014,1
,20,1,12,2014,1
,18,1,12,2014,1
,37,1,12,2014,1
,19,1,12,2014,1
,25,1,12,2014,1
,36,1,12,2014,1
,30,1,12,2014,1
,13,1,12,2014,1
,15,1,12,2014,1
,26,1,11,2014,1
,63,1,11,2014,1
,18,1,11,2014,1
,47,1,11,2014,1
,43,1,11,2014,1
,15,1,11,2014,1
,22,1,12,2014,1
,12,1,12,2014,1
,24,1,11,2014,1
,44,1,11,2014,1
,41,1,11,2014,1
,59,1,11,2014,1
,74,1,12,2014,1
,17,1,12,2014,1
,24,1,11,2014,1
,27,1,11,2014,1
,25,1,11,2014,1
,14,1,11,2014,1
,21,1,11,2014,1
,22,1,11,2014,1
,25,1,11,2014,1
,25,1,11,2014,1
,12,1,12,2014,1
,20,1,12,2014,1
,30,1,12,2014,1
,14,1,12,2014,1
,17,1,12,2014,1
,14,1,12,2014,1
,24,1,12,2014,1
,17,1,12,2014,1
,24,1,12,2014,1
,20,1,12,2014,1
,23,1,12,2014,1
,22,1,12,2014,1
,17,1,12,2014,1
,17,1,12,2014,1
,20,1,12,2014,1
,38,1,12,2014,1
,16,1,12,2014,1
,13,1,12,2014,1
,13,1,12,2014,1
,16,1,12,2014,1
,19,1,12,2014,1
,16,1,12,2014,1
,18,1,12,2014,1
,20,1,12,2014,1
,13,1,12,2014,1
,20,1,12,2014,1
,22,1,12,2014,1
,19,1,12,2014,1
,23,1,12,2014,1
,30,1,12,2014,1
,15,1,12,2014,1
,48,1,12,2014,1
,60,1,12,2014,1
,27,1,12,2014,1
,16,1,12,2014,1
,24,1,12,2014,1
,25,1,12,2014,1
,23,1,11,2014,1
,29,1,11,2014,1
,25,1,11,2014,1
,20,1,11,2014,1
,23,1,11,2014,1
,26,1,11,2014,1
,54,1,11,2014,1
,44,1,11,2014,1
,30,1,11,2014,1
,20,1,11,2014,1
,18,1,11,2014,1
,30,1,11,2014,1
,29,1,1,2015,1
,27,1,11,2014,1
,23,1,11,2014,1
,27,1,11,2014,1
,30,1,11,2014,1
,14,1,11,2014,1
,26,1,11,2014,1
,11,1,11,2014,1
,11,1,1,2015,1
,18,1,11,2014,1
,21,1,11,2014,1
,13,1,11,2014,1
,26,1,11,2014,1
,34,1,11,2014,1
,56,1,11,2014,1
,12,1,12,2014,1
,16,1,12,2014,1
,29,1,12,2014,1
,21,1,12,2014,1
,28,1,12,2014,1
,23,1,10,2014,1
,13,1,10,2014,1
,31,1,12,2014,1
,24,1,12,2014,1
,34,1,10,2014,1
,33,1,11,2014,1
,27,1,12,2014,1
,24,1,10,2014,1
,17,1,10,2014,1
,16,1,10,2014,1
,25,1,11,2014,1
,41,1,11,2014,1
,20,1,12,2014,1
,29,1,12,2014,1
,34,1,10,2014,1
,36,1,11,2014,1
,22,1,1,2015,1
,35,1,10,2014,1
,24,1,10,2014,1
,30,1,10,2014,1
,18,1,10,2014,1
,21,1,11,2014,1
,14,1,12,2014,1
,18,1,11,2014,1
,30,1,11,2014,1
,19,1,11,2014,1
,28,1,11,2014,1
,24,1,11,2014,1
,15,1,12,2014,1
,23,1,12,2014,1
,28,1,12,2014,1
,52,1,12,2014,1
,11,1,12,2014,1
,12,1,12,2014,1
,20,1,12,2014,1
,20,1,12,2014,1
,24,1,12,2014,1
,17,1,12,2014,1
,21,1,12,2014,1
,10,1,12,2014,1
,21,1,12,2014,1
,24,1,12,2014,1
,21,1,12,2014,1
,18,1,1,2015,1
,22,1,12,2014,1
,34,1,11,2014,1
,16,1,12,2014,1
,18,1,1,2015,1
,15,1,12,2014,1
,25,1,11,2014,1
,27,1,11,2014,1
,32,1,11,2014,1
,23,1,12,2014,1
,17,1,12,2014,1
,57,1,12,2014,1
,31,1,12,2014,1
,22,1,12,2014,1
,20,1,12,2014,1
,28,1,12,2014,1
,42,1,12,2014,1
,43,1,12,2014,1
,13,1,11,2014,1
,34,1,11,2014,1
,25,1,11,2014,1
,24,1,11,2014,1
,33,1,12,2014,1
,48,1,11,2014,1
,24,1,12,2014,1
,15,1,12,2014,1
,25,1,11,2014,1
,32,1,11,2014,1
,18,1,11,2014,1
,13,1,12,2014,1
,23,1,11,2014,1
,21,1,11,2014,1
,27,1,11,2014,1
,31,1,11,2014,1
,19,1,11,2014,1
,18,1,11,2014,1
,25,1,11,2014,1
,26,1,12,2014,1
,23,1,12,2014,1
,33,1,11,2014,1
,15,1,11,2014,1
,16,1,11,2014,1
