id,cr011_prgrm,cr102_wpt_id,total_chl_used,total_period_day,total_period_30day,avrg_30day_usage,avrg_30day_usage_litres,num_of_Deliveries,Jerrican_delivered,date_of_first_delivery,date_of_last_delivery,month,year,country
,RNG,10310133,4,73,2.433333,1.643836,8.219177,2,8,2014-06-27,2014-09-08,9,2014,3
,RNG,10310134,3,304,10.13333,0.2960526,1.480263,2,8,2014-07-15,2015-05-15,5,2015,3
,RNG,10310135,3,238,7.933333,0.3781513,1.890756,2,8,2014-06-24,2015-02-17,2,2015,3
,RNG,10310136,3.5,237,7.9,0.443038,2.21519,2,8,2014-06-25,2015-02-17,2,2015,3
,RNG,10310137,7,407,13.56667,0.5159705,2.579853,3,11,2014-06-25,2015-08-06,8,2015,3
,RNG,10310138,8,408,13.6,0.5882353,2.941176,3,12,2014-06-24,2015-08-06,8,2015,3
,RNG,10310139,2,246,8.2,0.2439024,1.219512,4,10,2014-06-25,2015-08-06,8,2015,3
,RNG,10310140,14,463,15.43333,0.9071274,4.535637,5,18,2014-07-15,2015-10-21,10,2015,3
,RNG,10310142,8,493,16.43333,0.4868155,2.434077,4,12,2014-06-30,2015-11-05,11,2015,3
,RNG,10310143,7,239,7.966667,0.8786611,4.393305,3,9,2015-03-11,2015-11-05,11,2015,3
,RNG,10310144,16,475,15.83333,1.010526,5.052631,5,20,2014-07-01,2015-10-19,10,2015,3
