id,t011_program,t313_wpt_fail,t301b_wpt_flow_rate_slow,t302_landowner_personality,t302a_rep_WSB_talkedto,t302b_rep_WSB_accepted_disp,t310_wpt_drinking_water,t303b_turbitube_100ntu,t303_turbidity_wet,t304_turbidity_dry,t305b_flow_how_many_months,avg_users,t311_wpt_pass,t008_country,t005_today
,Zomba 4,,,,,,1,,2,3,,12,1,3,04oct2014
,Zomba 4,,,,,,1,,3,3,,18,1,3,12-Sep-14
,Zomba 4,,,,,,1,,2,3,,13,1,3,04oct2014
,Zomba 4,,,,,,1,,2,3,,11,1,3,04oct2014
,Zomba 4,,,,,,1,,3,3,,32.91667,1,3,04oct2014
,Zomba 4,,,,,,1,,2,3,,30.91667,1,3,04oct2014
,Zomba 4,,,,,,1,,2,3,,16.66667,1,3,04oct2014
,Zomba 4,,,,,,1,,3,3,,10,1,3,25-Sep-14
,Zomba 4,,,,,,1,,3,3,,14,1,3,30-Sep-14
,Zomba 4,,,,,,1,,3,3,,15,1,3,29-Sep-14
,Zomba 4,1,,,,,1,,3,3,,7,,3,30-Sep-14
,Zomba 4,,1,,,,1,,3,3,,12,0,3,03oct2014
,Zomba 4,,,,,,1,,3,3,,37.41667,1,3,04oct2014
,Zomba 4,,,,,,1,,3,3,,25.5,1,3,04oct2014
,Zomba 4,,,,,,1,,3,3,,21.5,1,3,03oct2014
,Zomba 4,,,,,,1,,3,3,,50.16667,1,3,03oct2014
,Zomba 4,,,,,,1,,3,3,,41.91667,Don't know,3,03oct2014
,Zomba 4,,,,,,1,,3,2,,65.83334,1,3,03oct2014
,Zomba 4,,,,,,1,,3,3,,55.5,1,3,04oct2014
,Zomba 4,,,,,,1,,3,3,,42.5,1,3,26-Sep-14
,Zomba 4,,,,,,1,,3,3,,40,1,3,04oct2014
,Zomba 4,,,,,,1,,3,3,,20,1,3,05oct2014
,Zomba 4,,,,,,1,,3,3,,15,1,3,05oct2014
,Zomba 4,,,,,,1,,3,3,,10,1,3,05oct2014
,Zomba 4,,,,,,1,,3,3,,30,1,3,05oct2014
,Zomba 4,,,,,,1,,3,3,,20,1,3,05oct2014
,Zomba 4,,,,,,1,,3,3,,10,1,3,05oct2014
,Zomba 4,,,,,,1,,3,3,,20,1,3,05oct2014
,Zomba 4,,,,,,1,,3,3,,10,1,3,05oct2014
,Zomba 4,,,,,,1,,3,3,,10,1,3,05oct2014
,Zomba 4,,,,,,1,,3,3,,10,1,3,05oct2014
,Zomba 4,,,,,,1,,3,3,,10,1,3,05oct2014
,Zomba 4,,,,,,1,,3,3,,20,1,3,05oct2014
,Zomba 4,,,,,,1,,3,3,,26,1,3,05oct2014
,Zomba 4,,,,,,1,,3,3,,10,1,3,05oct2014
,Zomba 4,,,,,,1,,3,3,,40,1,3,06oct2014
,Zomba 4,,,,,,1,,3,3,,15,1,3,05oct2014
,Zomba 4,,,,,,1,,3,3,,11.5,1,3,05oct2014
,Zomba 4,,,,,,1,,3,3,,25,1,3,06oct2014
,Zomba 4,0,,,,,1,0,,,,,,3,02oct2014
,Zomba 4,,,,,,1,,3,3,,25,1,3,02oct2014
,Zomba 4,,,,,,1,,3,3,,10,1,3,02oct2014
,Zomba 4,,,,,,1,,3,3,,20,1,3,02oct2014
,Zomba 4,,,,,,1,,3,3,,15,1,3,06oct2014
,Zomba 4,,,,,,1,,3,3,,10,1,3,29-Sep-14
,Zomba 4,,,,,,1,,3,3,,15,1,3,29-Sep-14
,Zomba 4,,,1,,,1,,3,3,,15,1,3,02oct2014
,Zomba 4,,,,,,1,,3,3,,12,1,3,02oct2014
,Zomba 4,,,1,,,1,,3,3,,12,1,3,02oct2014
,Zomba 4,,,,,,1,,3,3,,50,1,3,02oct2014
,Zomba 4,,,1,,,1,,3,3,,13,1,3,02oct2014
,Zomba 4,,,,,,1,,3,3,,15,1,3,02oct2014
,Zomba 4,,,,,,1,,3,3,,56.66667,1,3,05oct2014
,Zomba 4,,,,,,1,,3,3,,76.66666,1,3,28-Sep-14
,Zomba 4,,,,,,1,,3,3,,76.66666,1,3,28-Sep-14
,Zomba 4,,1,,,,1,,3,3,,184,1,3,01-Jan-12
,Zomba 4,,,,,,1,,3,3,,70,1,3,02-Jan-12
,Zomba 4,,,,,,1,,3,3,,80,1,3,03oct2014
,Zomba 4,,,,,,1,,3,3,,68,1,3,03oct2014
,Zomba 4,,,,,,1,,3,3,,32,1,3,30-Sep-14
,Zomba 4,,,,,,1,,3,3,,45,1,3,30-Sep-14
,Zomba 4,,,,,,1,,3,3,,48.66667,1,3,02oct2014
,Zomba 4,,,,,,1,,3,3,,156,1,3,02oct2014
,Zomba 4,,,,,,1,,3,3,,86,1,3,02oct2014
,Zomba 4,,,,,,1,,3,3,,56.66667,1,3,05oct2014
,Zomba 4,,,,,,1,,3,3,,56.66667,1,3,05oct2014
,Zomba 4,,,,,,1,,3,3,,56.66667,1,3,05oct2014
,Zomba 4,,,,,,1,,3,3,,56.66667,1,3,03oct2014
,Zomba 4,,,,,,1,,3,3,,56.66667,1,3,30-Sep-14
,Zomba 4,,,,,,1,,3,3,,46.66667,1,3,02oct2014
,Zomba 4,,,,,,1,,3,3,,203.3333,1,3,02oct2014
,Zomba 4,,,,,,1,,3,3,,193.3333,1,3,02oct2014
,Zomba 4,,,,,,1,,3,3,,51.66667,1,3,29-Sep-14
,Zomba 4,,,,,,1,,3,3,,78.33334,1,3,01oct2014
,Zomba 4,,,,,,1,,3,3,,86.66666,1,3,23-Sep-14
,Zomba 4,,,1,,,1,,3,3,,30,1,3,24-Sep-14
,Zomba 4,,,,,,1,,3,3,,93.33334,1,3,24-Sep-14
,Zomba 4,,,1,,,1,,3,3,,56.66667,1,3,24-Sep-14
,Zomba 4,,,1,,,1,,3,3,,25,1,3,24-Sep-14
,Zomba 4,,,,,,1,,3,3,,52,1,3,01oct2014
,Zomba 4,,,,,,1,,3,3,,84.5,1,3,02oct2014
,Zomba 4,,,,,,1,,3,3,,97,1,3,01oct2014
,Zomba 4,,,,,,1,,3,3,,124,1,3,02oct2014
,Zomba 4,,,,,,1,,3,3,,20,1,3,01oct2014
,Zomba 4,,,,,,1,,3,3,,44,1,3,01oct2014
,Zomba 4,,,,,,1,,3,3,,46.66667,1,3,30-Sep-14
,Zomba 4,,,,,,1,,3,3,,46.66667,1,3,30-Sep-14
,Zomba 4,,,,,,1,,3,3,,33.33333,1,3,30-Sep-14
,Zomba 4,,,,,,1,,3,3,,53.33333,1,3,01oct2014
,Zomba 4,,,,,,1,,3,3,,46.66667,1,3,22-Sep-14
,Zomba 4,1,0,,,,,,,,,,,3,01oct2014
,Zomba 4,,,,,,1,,3,3,,53.33333,1,3,28-Sep-14
,Zomba 4,,,,,,1,,3,3,,23.66667,1,3,11-Sep-14
,Zomba 4,,,,,,1,,3,3,,40,1,3,11-Sep-14
,Zomba 4,,,,,,1,,3,3,,12,1,3,11-Sep-14
,Zomba 4,,,,,,1,,3,3,,25,1,3,11-Sep-14
,Zomba 4,,,,,,1,,3,3,,10,1,3,12-Sep-14
,Zomba 4,,,,,,1,,3,3,,90,1,3,12-Sep-14
,Zomba 4,,,,,,1,,3,3,,15,1,3,12-Sep-14
,Zomba 4,,,,,,1,,3,3,,22,1,3,12-Sep-14
,Zomba 4,,,,,,1,,3,3,,40,1,3,12-Sep-14
,Zomba 4,,,,,,1,,3,3,,30,1,3,15-Sep-14
,Zomba 4,,,,,,1,,3,3,,50,1,3,16-Sep-14
,Zomba 4,,,,,,1,,3,3,,20,1,3,16-Sep-14
,Zomba 4,,,,,,1,,3,3,,45,1,3,15-Sep-14
,Zomba 4,,,,,,1,,3,3,,36.66667,1,3,12-Sep-14
,Zomba 4,,,,,,1,,3,3,,56.66667,1,3,12-Sep-14
,Zomba 4,,,,,,1,,3,3,,84,1,3,12-Sep-14
,Zomba 4,,,,,,1,,3,3,,55,1,3,12-Sep-14
,Zomba 4,1,0,,,,,,,,,,,3,15-Sep-14
,Zomba 4,,,,,,1,,3,3,,45,1,3,15-Sep-14
,Zomba 4,,,,,,1,,3,3,,36.25,1,3,12-Sep-14
,Zomba 4,,,,,,1,,3,3,,31,1,3,12-Sep-14
,Zomba 4,,,,,,1,,2,3,,26.25,1,3,15-Sep-14
,Zomba 4,,,1,,,1,,2,3,,31,1,3,15-Sep-14
,Zomba 4,,,,,,1,,3,3,,25,1,3,15-Sep-14
,Zomba 4,,1,,,,1,,3,3,,50,1,3,15-Sep-14
,Zomba 4,,,,,,1,,3,3,,20,1,3,15-Sep-14
,Zomba 4,,,,,,1,,3,3,,150,1,3,14-Sep-14
,Zomba 4,,,,,,1,,3,3,,40,1,3,15-Sep-14
,Zomba 4,,,,,,1,,3,3,,25,1,3,15-Sep-14
,Zomba 4,,,,,,1,,3,3,,20,1,3,15-Sep-14
,Zomba 4,,,,,,1,,3,3,,47,1,3,15-Sep-14
,Zomba 4,,,,,,1,,3,3,,35.66667,1,3,11-Sep-14
,Zomba 4,,,,,,1,,3,3,,35,1,3,17-Sep-14
,Zomba 4,,,,,,1,,3,3,,23,1,3,12-Sep-14
,Zomba 4,,,,,,1,,3,3,,20,1,3,12-Sep-14
,Zomba 4,,,,,,1,,3,3,,16,1,3,11-Sep-14
,Zomba 4,,,,,,1,,3,3,,20,1,3,11-Sep-14
,Zomba 4,,,,,,1,,3,3,,42,1,3,12-Sep-14
,Zomba 4,,,,,,1,,3,3,,10,1,3,12-Sep-14
,Zomba 4,,,,,,1,,3,3,,12,1,3,12-Sep-14
,Zomba 4,,,,,,1,,3,3,,15,1,3,12-Sep-14
,Zomba 4,,,,,,1,,3,3,,98,1,3,15-Sep-14
,Zomba 4,,,,,,1,,3,3,,59.16667,1,3,15-Sep-14
,Zomba 4,,,,,,1,,3,3,,38.33333,1,3,15-Sep-14
,Zomba 4,,,,,,1,,3,3,,83.5,1,3,15-Sep-14
,Zomba 4,,,,,,1,,3,3,,30,1,3,11-Sep-14
,Zomba 4,,,,,,1,,3,3,,33,1,3,15-Sep-14
,Zomba 4,,,,,,1,,3,3,,50,1,3,15-Sep-14
,Zomba 4,,,,,,1,,3,3,,55,1,3,16-Sep-14
,Zomba 4,,,,,,1,,3,3,,70,1,3,16-Sep-14
,Zomba 4,,,,,,1,,3,3,,50,1,3,16-Sep-14
,Zomba 4,,,,,,1,,3,3,,10,1,3,11-Sep-14
,Zomba 4,,,,,,1,,3,3,,50,1,3,15-Sep-14
,Zomba 4,,,,,,1,,3,3,,32,1,3,18-Sep-14
,Zomba 4,,,,,,1,,3,3,9,32,1,3,18-Sep-14
,Zomba 4,,,,,,1,,3,3,,15,1,3,18-Sep-14
,Zomba 4,,,,,,1,,3,3,,15,1,3,18-Sep-14
,Zomba 4,,,,,,1,,3,3,,23,1,3,15-Sep-14
,Zomba 4,,,,,,1,,3,3,,23,1,3,17-Sep-14
,Zomba 4,,,,,,1,,3,3,,27,1,3,17-Sep-14
,Zomba 4,,,,,,1,,3,3,,13,1,3,17-Sep-14
,Zomba 4,,,,,,1,,3,3,,33,1,3,17-Sep-14
,Zomba 4,,,,,,1,,3,3,,33.33333,1,3,15-Sep-14
,Zomba 4,,,,,,1,,3,3,,48.33333,1,3,15-Sep-14
,Zomba 4,,,,,,1,,3,3,,57,1,3,15-Sep-14
,Zomba 4,,,,,,1,,3,3,,30,1,3,15-Sep-14
,Zomba 4,,,,,,1,,3,3,,60,1,3,15-Sep-14
,Zomba 4,,,,,,1,,3,3,,30,1,3,15-Sep-14
,Zomba 4,,,,,,1,,3,3,,48.33333,1,3,12-Sep-14
,Zomba 4,,1,,,,1,,3,3,,100,1,3,12-Sep-14
,Zomba 4,,,,,,1,,3,3,,50,1,3,12-Sep-14
,Zomba 4,,,,,,1,,3,3,,40,1,3,12-Sep-14
,Zomba 4,,,,,,1,,3,3,,48.33333,1,3,12-Sep-14
,Zomba 4,,1,,,,1,,3,3,,29,1,3,12-Sep-14
,Zomba 4,,,,,,1,,3,3,,28.33333,1,3,15-Sep-14
,Zomba 4,,,,,,1,,3,3,,40,1,3,16-Sep-14
,Zomba 4,,,,,,1,,3,3,,18.33333,1,3,16-Sep-14
,Zomba 4,,,,,,1,,3,3,12,30,1,3,16-Sep-14
,Zomba 4,,,,,,1,,3,3,,30,1,3,15-Sep-14
,Zomba 4,,,,,,1,,3,3,,20,1,3,16-Sep-14
,Zomba 4,,1,,,,1,,3,3,,50.5,1,3,02oct2014
,Zomba 4,,,,,,1,,3,3,,12,1,3,29-Sep-14
,Zomba 4,,,1,,,1,,3,3,,14,1,3,01oct2014
,Zomba 4,,,1,,,1,,3,3,,26,1,3,01oct2014
,Zomba 4,,,,,,1,,3,3,,26,1,3,01oct2014
,Zomba 4,,,1,,,1,,3,3,,13,1,3,01oct2014
,Zomba 4,,,,,,1,,3,3,,11,1,3,01oct2014
,Zomba 4,,,,,,1,,3,3,,60,1,3,06oct2014
,Zomba 4,,,,,,1,,3,3,,50,1,3,06oct2014
,Zomba 4,,,,,,1,,3,3,,30,1,3,06oct2014
,Zomba 4,,,,,,1,,3,3,,57.5,1,3,02oct2014
,Zomba 4,,,,,,1,,3,3,,55,1,3,10oct2014
,Zomba 4,,,,,,1,,3,3,,25,1,3,11oct2014
,Zomba 4,,1,,,,1,,3,3,,133.3333,1,3,07oct2014
,Zomba 4,,1,,,,1,,3,3,,41.66667,1,3,07oct2014
,Zomba 4,,1,,,,1,,3,3,,38.33333,1,3,07oct2014
,Zomba 4,,1,,,,1,,3,3,,91.66666,1,3,06oct2014
,Zomba 4,,1,,,,1,,3,3,,41.25,1,3,08oct2014
,Zomba 4,,1,,,,1,,3,3,,12,1,3,08oct2014
,Zomba 4,,1,,,,1,,3,3,,45,1,3,09oct2014
,Zomba 4,,1,,,,1,,3,3,,48,1,3,09oct2014
,Zomba 4,,,,,,1,,3,3,,105,1,3,08oct2014
,Zomba 4,,,,,,1,,3,3,,45,1,3,08oct2014
,Zomba 4,,,,,,1,,3,3,,29,1,3,08oct2014
,Zomba 4,,,,,,1,,3,3,,50,1,3,08oct2014
,Zomba 4,,,,,,1,,3,3,,110,1,3,08oct2014
,Zomba 4,,,,,,1,,3,3,,26.66667,1,3,06oct2014
,Zomba 4,,,,,,1,,3,3,,23.66667,1,3,06oct2014
,Zomba 4,,,,,,1,,3,3,,63.33333,1,3,03oct2014
,Zomba 4,,1,,,,1,,3,3,,98,1,3,03oct2014
,Zomba 4,,,,,,1,,3,3,9,28.33333,1,3,06oct2014
,Zomba 4,,1,,,,1,,3,3,,64,1,3,03oct2014
,Zomba 4,,1,,,,1,,3,3,,44,1,3,03oct2014
,Zomba 4,,1,,,,1,,3,3,,145,1,3,02oct2014
,Zomba 4,,1,,,,1,,3,3,,75,1,3,02oct2014
,Zomba 4,,,,,,1,,3,3,,51.66667,1,3,01oct2014
,Zomba 4,,1,,,,1,,3,3,,80,1,3,03oct2014
,Zomba 4,,1,,,,1,,3,3,,45,1,3,11oct2014
,Zomba 4,,,,,,1,,3,3,,22.5,1,3,03-Jan-12
,Zomba 4,,,,,,1,,3,3,,58,1,3,03-Jan-12
,Zomba 4,,,1,,,1,,3,3,,20,1,3,03-Jan-12
,Zomba 4,1,,,,,0,,,,,,,3,04-Jan-12
,Zomba 4,,,,,,1,,3,3,,109,1,3,05-Jan-12
,Zomba 4,,,,,,1,,3,3,,80,1,3,05-Jan-12
,Zomba 4,,,,,,1,,3,3,,60,1,3,05-Jan-12
,Zomba 4,,,,,,1,,3,3,,55,1,3,01-Jan-12
,Zomba 4,,,,,,1,,3,3,,50,1,3,03-Jan-12
,Zomba 4,,1,,,,1,,3,3,,42,1,3,06oct2014
,Zomba 4,,,,,,1,,3,3,9,45.75,1,3,07oct2014
,Zomba 4,,1,,,,1,,3,3,9,53.25,1,3,07oct2014
,Zomba 4,,1,,,,1,,3,3,,100.3333,1,3,06oct2014
,Zomba 4,,1,,,,1,,3,3,,80,1,3,07oct2014
,Zomba 4,,,,,,1,,3,3,9,25,1,3,09oct2014
,Zomba 4,1,1,,,,0,,,,,,1,3,09oct2014
,Zomba 4,0,0,,,,,,,,,,,3,06oct2014
,Zomba 4,0,0,,,,,,,,,,,3,06oct2014
,Zomba 4,0,0,,,,,,,,,,,3,07oct2014
,Zomba 4,0,0,,,,,,,,,,,3,07oct2014
,Zomba 4,0,0,,,,,,,,,,,3,08oct2014
,Zomba 4,,,,,,1,,3,3,,51.66667,1,3,02oct2014
,Zomba 4,,,,,,1,,3,3,,60,1,3,02oct2014
,Zomba 4,,,,,,1,,3,3,,63.66667,1,3,10oct2014
,Zomba 4,,,,,,1,,3,3,,46,1,3,10oct2014
,Zomba 4,,,,,,1,,3,3,,96.66666,1,3,02oct2014
,Zomba 4,,,,,,1,,3,3,,41.66667,1,3,02oct2014
,Zomba 4,,,,,,1,,3,3,,40,1,3,02oct2014
,Zomba 4,,,,,,1,,3,3,,109.5,1,3,17oct2014
,Zomba 4,,,,,,1,,3,3,,95,1,3,17oct2014
,Zomba 4,,,1,,,1,,3,3,,36.66667,1,3,06oct2014
,Zomba 4,,,,,,1,,3,3,,78.33334,1,3,06oct2014
,Zomba 4,,,,,,1,,3,3,,43.33333,1,3,06oct2014
,Zomba 4,,,,,,1,,3,3,,56,1,3,06oct2014
,Zomba 4,,1,,,,1,,3,3,,50,1,3,08oct2014
,Zomba 4,,,,,,1,,3,3,,50,1,3,08oct2014
,Zomba 4,,1,,,,1,,3,3,,60,1,3,08oct2014
,Zomba 4,,1,,,,1,,3,3,,60,1,3,08oct2014
,Zomba 4,,,,,,1,,3,3,,50,1,3,07oct2014
,Zomba 4,,,,,,1,,3,3,,60,1,3,07oct2014
,Zomba 4,,,,,,1,,3,3,,59.66667,1,3,07oct2014
,Zomba 4,,,,,,1,,3,3,,45,1,3,07oct2014
,Zomba 4,,,,,,1,,3,3,,79.75,1,3,06oct2014
,Zomba 4,,,,,,1,,3,3,,21.75,1,3,06oct2014
,Zomba 4,,,,,,1,,3,3,,13.16667,1,3,06oct2014
,Zomba 4,,,,,,1,,3,3,,80.16666,1,3,06oct2014
,Zomba 4,,,,,,1,,3,3,,34.66667,1,3,06oct2014
,Zomba 4,,,,,,1,,3,3,,80,1,3,13-Jan-13
,Zomba 4,,,,,,1,,3,3,,226,1,3,06oct2014
,Zomba 4,,1,,,,1,,3,3,,95,1,3,06oct2014
,Zomba 4,,,,,,1,,3,3,,150,1,3,06oct2014
,Zomba 4,,,,,,1,,3,3,,100,1,3,06oct2014
,Zomba 4,,,,,,1,,3,3,,291.6667,1,3,13-Jan-13
,Zomba 4,,,,,,1,,3,3,,23.33333,1,3,13-Jan-13
,Zomba 4,,,,,,1,,3,3,,61.25,1,3,13-Jan-13
,Zomba 4,,,,,,1,,3,3,,253.3333,1,3,13-Jan-13
,Zomba 4,,,,,,1,,3,3,,24.66667,1,3,13-Jan-13
,Zomba 4,,,,,,1,,3,3,,47,1,3,07oct2014
,Zomba 4,,,,,,1,,3,3,,309,1,3,06oct2014
,Zomba 4,,,,,,1,,3,3,,15,1,3,20-Sep-14
,Zomba 4,,,,,,1,,3,3,,25,1,3,20-Sep-14
,Zomba 4,,,,,,1,,3,3,12,12,1,3,20-Sep-14
,Zomba 4,,,,,,1,,3,3,,13,1,3,22-Sep-14
,Zomba 4,,,,,,1,,3,3,,32,1,3,22-Sep-14
,Zomba 4,,,,,,1,,3,3,,109,1,3,22-Sep-14
,Zomba 4,,,,,,1,,3,3,,20,1,3,24-Sep-14
,Zomba 4,,,,,,1,,3,3,,95,1,3,27-Sep-14
,Zomba 4,,,1,,,1,,3,3,,15,1,3,27-Sep-14
,Zomba 4,,,1,,,1,,3,3,,13,1,3,27-Sep-14
,Zomba 4,,,,,,1,,3,3,,13,1,3,26-Sep-14
,Zomba 4,,,,,,1,,3,3,,10,1,3,26-Sep-14
,Zomba 4,,,,,,1,,3,3,,31.66667,1,3,25-Sep-14
,Zomba 4,,,,,,1,,3,3,,75.83334,1,3,25-Sep-14
,Zomba 4,,,,,,1,,3,3,,15,1,3,25-Sep-14
,Zomba 4,,,,,,1,,3,3,,23,1,3,25-Sep-14
,Zomba 4,,,,,,1,,3,3,,12,1,3,25-Sep-14
,Zomba 4,,,,,,1,,3,3,,48.33333,1,3,25-Sep-14
,Zomba 4,,,,,,1,,3,3,,18,1,3,25-Sep-14
,Zomba 4,,,,,,1,,3,3,,37,1,3,26-Sep-14
,Zomba 4,,,,,,1,,3,3,,13,1,3,26-Sep-14
,Zomba 4,,,,,,1,,3,3,,22,1,3,17-Sep-14
,Zomba 4,,,,,,1,,3,3,,12,1,3,26-Sep-14
,Zomba 4,,,,,,1,,3,3,,17,1,3,26-Sep-14
,Zomba 4,,,,,,1,,3,3,,15,1,3,24-Sep-14
,Zomba 4,,,,,,1,,3,3,,12,1,3,24-Sep-14
,Zomba 4,,,,,,1,,3,3,,19,1,3,25-Sep-14
,Zomba 4,,,,,,1,,3,3,,13,1,3,26-Sep-14
,Zomba 4,0,,,,,1,,3,3,,5,,3,26-Sep-14
,Zomba 4,0,,,,,1,,3,3,,8,,3,26-Sep-14
,Zomba 4,,,1,,,1,,3,3,,15,1,3,26-Sep-14
,Zomba 4,,,,,,1,,3,3,,19,1,3,26-Sep-14
,Zomba 4,,,,,,1,,3,3,,10,1,3,24-Sep-14
,Zomba 4,0,,1,,,1,,3,3,,4,,3,24-Sep-14
,Zomba 4,0,,1,,,1,,3,3,,5,,3,24-Sep-14
,Zomba 4,,,,,,1,,3,3,,10,1,3,24-Sep-14
,Zomba 4,,,,,,1,,3,3,,19,1,3,24-Sep-14
,Zomba 4,,,,,,1,,3,3,,56.66667,1,3,23-Sep-14
,Zomba 4,,,,,,1,,3,3,,63.33333,1,3,23-Sep-14
,Zomba 4,,,,,,1,,3,3,,56.66667,1,3,23-Sep-14
,Zomba 4,,,1,,,1,,3,3,,56.66667,1,3,26-Sep-14
,Zomba 4,,,,,,1,,3,3,,53.33333,1,3,28-Sep-14
,Zomba 4,,,1,,,1,,3,3,,56.66667,1,3,28-Sep-14
,Zomba 4,0,,1,,,1,,3,3,,3,,3,24-Sep-14
,Zomba 4,,,,,,1,,3,3,,10,1,3,24-Sep-14
,Zomba 4,0,,,,,1,,3,3,,6,,3,24-Sep-14
,Zomba 4,,,1,,,1,,3,3,,19,1,3,22-Sep-14
,Zomba 4,,,1,,,1,,3,3,,10.16667,1,3,23-Sep-14
,Zomba 4,,1,,,,1,,3,3,,25,1,3,23-Sep-14
,Zomba 4,,,1,,,1,,3,3,,32,1,3,23-Sep-14
,Zomba 4,,,,,,1,,3,3,,14.58333,1,3,23-Sep-14
,Zomba 4,,1,1,,,1,,3,3,,12,1,3,23-Sep-14
,Zomba 4,,,1,,,1,,3,3,,15,1,3,23-Sep-14
,Zomba 4,,,,,,1,,3,3,,13,1,3,23-Sep-14
,Zomba 4,,,1,,,1,,3,3,,15.91667,1,3,23-Sep-14
,Zomba 4,,,1,,,1,,3,3,12,14.75,1,3,23-Sep-14
,Zomba 4,,,1,,,1,,3,3,12,18,1,3,23-Sep-14
,Zomba 4,,,,,,1,,3,3,,28,1,3,23-Sep-14
,Zomba 4,,,1,,,1,,3,3,,24,1,3,26-Sep-14
,Zomba 4,,,1,,,1,,3,3,12,20,1,3,26-Sep-14
,Zomba 4,,,1,,,1,,3,3,12,29,1,3,26-Sep-14
,Zomba 4,,,1,,,1,,3,3,,26,1,3,26-Sep-14
,Zomba 4,,,1,,,1,,3,3,,17,1,3,26-Sep-14
,Zomba 4,,,,,,1,,3,3,,14,1,3,22-Sep-14
,Zomba 4,,,1,,,1,,3,3,,20,1,3,22-Sep-14
,Zomba 4,,,,,,1,,3,3,9,10.66667,1,3,22-Sep-14
,Zomba 4,,,,,,1,,3,3,,30,1,3,26-Sep-14
,Zomba 4,,,,,,1,,3,3,,20,1,3,26-Sep-14
,Zomba 4,,,,,,1,,3,3,,14,1,3,27-Sep-14
,Zomba 4,,,,,,1,,3,3,,30,1,3,26-Sep-14
,Zomba 4,,,,,,1,,3,3,,35,1,3,26-Sep-14
,Zomba 4,,,1,,,1,,3,3,,10,1,3,26-Sep-14
,Zomba 4,,,1,,,1,,3,3,,10,1,3,26-Sep-14
,Zomba 4,,,,,,1,,3,3,,28,1,3,26-Sep-14
,Zomba 4,,,,,,1,,3,3,,13,1,3,26-Sep-14
,Zomba 4,,,1,,,1,,3,3,,10,1,3,26-Sep-14
,Zomba 4,,,,,,1,,3,3,,15,1,3,26-Sep-14
,Zomba 4,,,,,,1,,3,3,,10,1,3,27-Sep-14
,Zomba 4,,,,,,1,,3,3,,10.83333,1,3,27-Sep-14
,Zomba 4,,,,,,1,,3,3,12,17,1,3,18-Sep-14
,Zomba 4,,,,,,1,,3,3,,25.83333,1,3,19-Sep-14
,Zomba 4,,,,,,1,,3,3,,31,1,3,19-Sep-14
,Zomba 4,,,,,,1,,3,3,,32.91667,1,3,22-Sep-14
,Zomba 4,,,,,,1,,3,3,,20,1,3,24-Sep-14
,Zomba 4,,,,,,1,,3,3,,34,1,3,24-Sep-14
,Zomba 4,,,,,,1,,3,3,,26.25,1,3,24-Sep-14
,Zomba 4,,,,,,1,,2,3,,17.91667,1,3,24-Sep-14
,Zomba 4,,,,,,1,,3,3,,18,1,3,25-Sep-14
,Zomba 4,1,,,,,1,,3,3,,8,,3,26-Sep-14
,Zomba 4,,,,,,1,,3,3,,18,1,3,26-Sep-14
,Zomba 4,,,,,,1,,3,3,,20,1,3,22-Sep-14
,Zomba 4,0,0,,,,,,,,,,,3,25-Sep-14
,Zomba 4,0,0,,,,,,,,,,,3,26-Sep-14
,Zomba 4,,,,,,1,,3,3,,56.66667,1,3,05oct2014
,Zomba 4,,,,,,1,,3,3,,57.5,1,3,01oct2014
,Zomba 4,,1,,,,1,,3,3,,57.5,1,3,01oct2014
,Zomba 4,1,0,,,,,,,,,,,3,03oct2014
,Zomba 4,,,,,,1,,3,3,,98.33334,1,3,28-Sep-14
,Zomba 4,,,,,,1,,3,3,,15,1,3,16-Sep-14
,Zomba 4,,,1,,,1,,3,3,,12,1,3,12-Sep-14
,Zomba 4,,,,,,1,,3,3,,45,1,3,16-Sep-14
,Zomba 4,,,,,,1,,3,3,,20,1,3,16-Sep-14
,Zomba 4,,,,,,1,,3,3,,14,1,3,12-Sep-14
,Zomba 4,1,,0,,,,,,,,,,3,01oct2014
,Zomba 4,0,,,,,1,,3,3,,9,,3,01oct2014
,Zomba 4,,,,,,1,,3,3,,35,1,3,04oct2014
,Zomba 4,1,1,0,,,,,,,,,,3,02oct2014
,Zomba 4,,,,,,1,,3,3,,35,1,3,04oct2014
,Zomba 4,,,,,,1,,3,3,,40,1,3,04oct2014
,Zomba 5,,,,,,1,,3,3,,40,1,3,01mar2015
,Zomba 5,,,1,,,1,,3,3,,55.83333,1,3,01mar2015
,Zomba 5,,,,,,1,,3,3,,20,1,3,28-Feb-15
,Zomba 5,,,,,,1,,3,3,,50,1,3,02mar2015
,Zomba 5,,,,,,1,,3,3,,70,1,3,02mar2015
,Zomba 5,,,,,,1,,3,3,,50,1,3,28-Feb-15
,Zomba 5,,,,,,1,,3,3,,65,1,3,16-Feb-15
,Zomba 5,,,,,,1,,3,3,,86,1,3,01mar2015
,Zomba 5,,,,,,1,,3,3,,70,1,3,01mar2015
,Zomba 5,,,,,,1,,3,3,,250,1,3,12-Feb-15
,Zomba 5,,,,,,1,,3,3,,30,1,3,23-Feb-15
,Zomba 5,,,,,,1,,3,3,,52,1,3,19-Feb-15
,Zomba 5,,,,,,1,,3,3,,53,1,3,23-Feb-15
,Zomba 5,,,,,,1,,3,3,,23,1,3,23-Feb-15
,Zomba 5,,,,,,1,,3,3,,250,1,3,23-Feb-15
,Zomba 5,,,,,,1,,3,3,,45,1,3,23-Feb-15
