id,t011_prgrm,pas_fail,t301b_wpt_flow_rate_slow,t302_landowner_personality,t302a_rep_WSB_talkedto,t302b_rep_WSB_accepted_disp,t310_wpt_drinking_water,t303b_turbitube_100ntu,t303_turbidity_wet,t304_turbidity_dry,t305b_flow_how_many_months,avg_users,t311_wpt_pass,t009_country,month,year,t005_today
,SYA,0,,,0,,1,,3,3,,,,1,7,2013,11-Jul-13
,SYA,1,,1,,,1,,2,2,,,1,1,8,2013,29-Aug-13
,SYA,1,,1,,,1,,3,3,,,1,1,7,2013,12-Jul-13
,SYA,1,,1,,,1,,3,2,,,1,1,7,2013,12-Jul-13
,SYA,1,,,1,1,1,,2,2,,,1,1,7,2013,12-Jul-13
,SYA,1,,,,,1,,2,3,,,1,1,8,2013,27-Aug-13
,SYA,1,,,,,1,,2,3,,,1,1,8,2013,27-Aug-13
,SYA,1,,1,,,1,,3,3,,,1,1,7,2013,11-Jul-13
,SYA,1,,,,,1,,2,2,,,1,1,7,2013,11-Jul-13
,SYA,1,,,1,1,1,,3,3,,,1,1,7,2013,11-Jul-13
,SYA,1,,1,,,1,,2,1,,,1,1,7,2013,11-Jul-13
,SYA,1,,1,,,1,,2,1,,,1,1,7,2013,11-Jul-13
,SYA,0,,1,,,0,,,,,,,1,7,2013,11-Jul-13
,SYA,1,,,1,1,1,,3,2,,,1,1,7,2013,11-Jul-13
,SYA,1,,,0,,1,,3,3,,,1,1,7,2013,11-Jul-13
,SYA,0,,,,,0,,,,,,,1,7,2013,11-Jul-13
,SYA,1,,,,,1,,3,2,,,1,1,7,2013,13-Jul-13
,SYA,0,,1,,,1,,3,2,,,,1,7,2013,12-Jul-13
,SYA,1,,,,,1,,3,2,,,1,1,7,2013,12-Jul-13
,SYA,1,,,1,1,1,,3,3,,,1,1,7,2013,12-Jul-13
,SYA,0,,,0,,0,,,,,,,1,8,2013,29-Aug-13
,SYA,1,,1,,,1,,2,2,,,1,1,7,2013,12-Jul-13
,SYA,1,,1,,,1,,2,2,,,1,1,7,2013,12-Jul-13
,SYA,0,,1,,,1,,3,2,,,,1,7,2013,13-Jul-13
,SYA,1,,1,,,1,,3,2,,,1,1,7,2013,13-Jul-13
,SYA,1,,1,,,1,,3,2,,,1,1,7,2013,13-Jul-13
,SYA,0,,,,,0,,,,,,,1,7,2013,13-Jul-13
,SYA,1,,1,,,1,,2,2,,,1,1,7,2013,13-Jul-13
,SYA,1,,1,,,1,,3,3,,,1,1,7,2013,13-Jul-13
,SYA,1,,,1,1,1,,3,3,,,1,1,7,2013,13-Jul-13
,SYA,0,,1,,,1,,2,2,,,,1,8,2013,29-Aug-13
,SYA,0,,1,,,1,,3,3,5,,,1,8,2014,24-Aug-14
,SYA,1,,1,,,1,,3,2,,,1,1,7,2013,13-Jul-13
,SYA,1,,,1,1,1,,3,3,,,1,1,7,2013,24-Jul-13
,SYA,1,,,,,1,,3,3,,,1,1,7,2013,24-Jul-13
,SYA,0,,,,,1,,1,3,,,,1,7,2013,24-Jul-13
,SYA,0,,1,,,1,,1,3,,,,1,7,2013,24-Jul-13
,SYA,0,,,,,1,,1,3,,,,1,7,2013,24-Jul-13
,SYA,0,,,,,,,,,,,,1,7,2013,24-Jul-13
,SYA,1,,1,,,1,,3,3,,,1,1,7,2013,24-Jul-13
,SYA,0,,1,,,0,,,,,,,1,8,2013,29-Aug-13
,SYA,1,,,,,1,,3,3,,,1,1,7,2013,23-Jul-13
,SYA,0,,,,,,,,,,,,1,7,2013,23-Jul-13
,SYA,1,,1,,,1,,3,3,,,1,1,7,2013,23-Jul-13
,SYA,1,,1,,,1,,3,3,,,1,1,7,2013,23-Jul-13
,SYA,0,,,,,1,,3,3,,,,1,7,2013,23-Jul-13
,SYA,1,,1,,,1,,3,3,,,1,1,7,2013,23-Jul-13
,SYA,1,,1,,,1,,3,3,,,1,1,7,2013,23-Jul-13
,SYA,0,,,,,,,,,,,,1,7,2013,23-Jul-13
,SYA,1,,,1,1,1,,3,3,,,1,1,7,2013,23-Jul-13
,SYA,1,,,1,1,1,,3,3,,,1,1,7,2013,23-Jul-13
,SYA,1,,,1,1,1,,3,3,,,1,1,7,2013,23-Jul-13
,SYA,0,,,,,,,,,,,,1,7,2013,23-Jul-13
,SYA,1,,,1,1,1,,3,3,,,1,1,7,2013,23-Jul-13
,SYA,1,,,1,1,1,,3,3,,,1,1,7,2013,23-Jul-13
,SYA,0,,,,,1,,1,3,,,,1,7,2013,24-Jul-13
,SYA,1,,,0,,1,,3,3,,,1,1,7,2013,24-Jul-13
,SYA,1,,,1,1,1,,3,3,,,1,1,7,2013,24-Jul-13
,SYA,1,,,,,1,,3,3,,,1,1,7,2013,24-Jul-13
,SYA,1,,1,,,1,,3,3,,,1,1,7,2013,24-Jul-13
,SYA,0,,,0,,0,,,,,,,1,7,2013,23-Jul-13
,SYA,1,,,1,1,1,,3,3,,,1,1,7,2013,24-Jul-13
,SYA,1,,,1,1,1,,3,3,,,1,1,7,2013,24-Jul-13
,SYA,1,,,,,1,,3,2,,,1,1,7,2013,24-Jul-13
,SYA,1,,,,,1,,3,3,,,1,1,7,2013,23-Jul-13
,SYA,0,,1,,,1,,3,3,,,,1,7,2013,23-Jul-13
,SYA,1,,,1,1,1,,3,3,,,1,1,7,2013,23-Jul-13
,SYA,0,,,1,1,1,,3,3,,,,1,7,2013,23-Jul-13
,SYA,0,,,1,1,1,,3,3,,,,1,7,2013,23-Jul-13
,SYA,1,,,1,1,1,,3,3,,,1,1,7,2013,24-Jul-13
,SYA,1,,,1,1,1,,3,3,,,1,1,7,2013,24-Jul-13
,SYA,1,,,1,1,1,,3,3,,,1,1,7,2013,13-Jul-13
,SYA,0,,1,,,0,,,,,,,1,7,2013,13-Jul-13
,SYA,1,,1,,,1,,2,3,,,1,1,7,2013,13-Jul-13
,SYA,1,,,1,1,1,,3,3,,,1,1,7,2013,13-Jul-13
,SYA,1,,1,,,1,,2,3,,,1,1,7,2013,13-Jul-13
,SYA,1,,1,,,1,,2,3,,,1,1,7,2013,13-Jul-13
,SYA,0,,1,,,1,,3,2,,6,,1,8,2014,24-Aug-14
,SYA,0,,1,,,1,,3,3,,6,,1,8,2014,24-Aug-14
,SYA,1,,,1,1,1,,3,3,,,1,1,7,2013,11-Jul-13
,SYA,1,,,1,1,1,,3,3,,,1,1,7,2013,11-Jul-13
,SYA,0,,1,,,0,,,,,,,1,7,2013,11-Jul-13
,SYA,1,,,1,1,1,,3,3,,,1,1,7,2013,11-Jul-13
,SYA,1,,,1,1,1,,3,3,,,1,1,7,2013,12-Jul-13
,SYA,1,,1,,,1,,2,3,,,1,1,7,2013,12-Jul-13
,SYA,0,,1,,,0,,,,,,,1,7,2013,12-Jul-13
,SYA,1,,1,,,1,,2,3,,,1,1,7,2013,12-Jul-13
,SYA,0,,,1,1,1,,3,3,,,,1,7,2013,12-Jul-13
,SYA,0,,,1,1,1,,3,3,,,,1,7,2013,12-Jul-13
,SYA,1,,,1,1,1,,3,3,,,1,1,7,2013,10-Jul-13
,SYA,1,,,1,1,1,,3,3,,,1,1,7,2013,10-Jul-13
,SYA,1,,,1,1,1,,3,3,,,1,1,7,2013,10-Jul-13
,SYA,1,,,1,1,1,,3,3,,,1,1,7,2013,11-Jul-13
,SYA,1,,,1,1,1,,3,3,,,1,1,7,2013,11-Jul-13
,SYA,1,,,1,1,1,,2,3,,,1,1,7,2013,11-Jul-13
,SYA,1,,,1,1,1,,3,3,,,1,1,7,2013,11-Jul-13
,SYA,1,,1,,,1,,3,3,,,1,1,7,2013,11-Jul-13
,SYA,1,,,1,1,1,,3,3,,,1,1,7,2013,11-Jul-13
,SYA,0,,1,,,1,,2,3,,,,1,7,2013,13-Jul-13
,SYA,0,,1,,,0,,,,,,,1,7,2013,13-Jul-13
,SYA,1,,,1,1,1,,3,3,,,1,1,7,2013,12-Jul-13
,SYA,0,,1,,,1,,3,3,3,,,1,7,2013,12-Jul-13
,SYA,0,,1,,,1,,2,3,,,,1,7,2013,12-Jul-13
,SYA,1,,,1,1,1,,2,3,,,1,1,7,2013,10-Jul-13
,SYA,1,,1,,,1,,3,3,,,1,1,7,2013,10-Jul-13
,SYA,0,,1,,,1,,3,3,,,0,1,7,2013,10-Jul-13
,SYA,0,,1,,,0,,,,,,,1,7,2013,11-Jul-13
,SYA,1,,,1,1,1,,3,3,,,1,1,7,2013,11-Jul-13
,SYA,0,,1,,,1,,3,3,,,0,1,7,2013,11-Jul-13
,SYA,1,,,,,1,,3,3,,,1,1,7,2013,10-Jul-13
,SYA,1,,1,,,1,,3,3,,,1,1,7,2013,11-Jul-13
,SYA,1,,1,,,1,,2,3,,,1,1,7,2013,10-Jul-13
,SYA,1,,,,,1,,2,3,,,1,1,7,2013,10-Jul-13
,SYA,1,,1,,,1,,2,2,,,1,1,7,2013,09-Jul-13
,SYA,1,,1,,,1,,2,3,,,1,1,7,2013,10-Jul-13
,SYA,0,,,1,1,1,,3,3,,,0,1,7,2013,10-Jul-13
,SYA,0,,1,,,0,,,,,,,1,7,2013,09-Jul-13
,SYA,1,,,,,1,,2,3,,,1,1,7,2013,09-Jul-13
,SYA,1,,1,,,1,,2,3,,,1,1,7,2013,09-Jul-13
,SYA,0,,1,,,0,,,,,,,1,8,2013,29-Aug-13
,SYA,1,,,1,1,1,,3,3,,,1,1,7,2013,10-Jul-13
,SYA,1,,,,,1,,3,3,,,1,1,7,2013,09-Jul-13
,SYA,0,,1,,,1,,2,3,,,0,1,7,2013,09-Jul-13
,SYA,1,,1,,,1,,2,3,,,1,1,7,2013,09-Jul-13
,SYA,1,,1,,,1,,2,2,,,1,1,7,2013,09-Jul-13
,SYA,1,,,1,1,1,,3,3,,,1,1,7,2013,09-Jul-13
,SYA,1,,1,,,1,,3,3,,,1,1,7,2013,09-Jul-13
,SYA,1,,1,,,1,,3,3,,,1,1,7,2013,09-Jul-13
,SYA,0,,1,,,1,,3,3,,6,,1,8,2014,24-Aug-14
,SYA,1,,1,,,1,,3,3,,15.91666667,1,1,8,2014,24-Aug-14
,SYA,1,,1,,,1,,3,3,,10,1,1,8,2014,24-Aug-14
,SYA,0,,,,,1,,3,3,,6,,1,8,2014,24-Aug-14
,SYA,1,,,,,1,,3,3,,,1,1,7,2013,22-Jul-13
,SYA,1,,,,,1,,3,3,,,1,1,7,2013,22-Jul-13
,SYA,0,,1,,,1,,2,3,,4,,1,9,2014,10-Sep-14
,SYA,0,,1,,,0,,,,,,,1,9,2014,10-Sep-14
,SYA,1,,1,,,1,,2,3,,,1,1,7,2013,24-Jul-13
,SYA,1,,,,,1,,2,3,,,1,1,7,2013,24-Jul-13
,SYA,1,,,,,1,,2,3,,,1,1,7,2013,24-Jul-13
,SYA,1,,,,,1,,3,3,,,1,1,7,2013,22-Jul-13
,SYA,0,,,,,,,,,,,,1,7,2013,19-Jul-13
,SYA,0,,,,,1,,2,3,,,,1,7,2013,24-Jul-13
,SYA,1,,,,,1,,3,3,,,1,1,7,2013,24-Jul-13
,SYA,1,,,,,1,,2,3,,,1,1,7,2013,24-Jul-13
,SYA,1,,,,,1,,3,3,,,1,1,7,2013,23-Jul-13
,SYA,1,,1,,,1,,3,3,,,1,1,7,2013,23-Jul-13
,SYA,1,,,,,1,,2,3,,,1,1,7,2013,23-Jul-13
,SYA,0,,,,,0,,,,,,,1,8,2013,28-Aug-13
,SYA,1,,,,,1,,3,3,,,1,1,7,2013,23-Jul-13
,SYA,1,,,,,1,,3,3,,,1,1,7,2013,23-Jul-13
,SYA,1,,1,,,1,,3,3,,,1,1,7,2013,23-Jul-13
,SYA,1,,,,,1,,3,3,,,1,1,7,2013,22-Jul-13
,SYA,1,,,,,1,,3,3,,,1,1,7,2013,22-Jul-13
,SYA,1,,,,,1,,3,3,,,1,1,7,2013,22-Jul-13
,SYA,0,,,,,,,,,,,,1,7,2013,22-Jul-13
,SYA,1,,1,,,1,,3,3,,,1,1,7,2013,23-Jul-13
,SYA,1,,,,,1,,3,3,,,1,1,7,2013,23-Jul-13
,SYA,1,,1,,,1,,3,3,,,1,1,7,2013,23-Jul-13
,SYA,1,,,,,1,,2,3,,,1,1,7,2013,23-Jul-13
,SYA,1,,,,,1,,2,3,,,1,1,7,2013,23-Jul-13
,SYA,1,,,,,1,,3,3,,,1,1,7,2013,23-Jul-13
,SYA,1,,,,,1,,3,3,,,1,1,7,2013,22-Jul-13
,SYA,1,,,,,1,,3,3,,,1,1,7,2013,22-Jul-13
,SYA,0,,,,,,,,,,,,1,7,2013,22-Jul-13
,SYA,1,,,,,1,,3,3,,,1,1,7,2013,22-Jul-13
,SYA,1,,,,,1,,3,3,,,1,1,7,2013,24-Jul-13
,SYA,1,,,,,1,,3,3,,,1,1,7,2013,24-Jul-13
,SYA,1,,,,,1,,3,3,,,1,1,7,2013,24-Jul-13
,SYA,1,,,,,1,,3,3,,,1,1,7,2013,24-Jul-13
,SYA,1,,,,,1,,3,3,,,1,1,7,2013,24-Jul-13
,SYA,1,,,,,1,,2,3,,,1,1,7,2013,24-Jul-13
,SYA,1,,,,,1,,3,3,,,1,1,7,2013,24-Jul-13
,SYA,1,,,,,1,,3,3,,,1,1,7,2013,24-Jul-13
,SYA,1,,,,,1,,3,3,,,1,1,7,2013,17-Jul-13
,SYA,1,,,,,1,,3,3,,,1,1,7,2013,22-Jul-13
,SYA,0,,1,,,1,,2,3,,,,1,7,2013,22-Jul-13
,SYA,1,,1,,,1,,3,3,,,1,1,7,2013,22-Jul-13
,SYA,0,,,,,1,,2,2,,,,1,7,2013,23-Jul-13
,SYA,0,,,,,0,,,,,,,1,7,2013,23-Jul-13
,SYA,1,,,,,1,,3,3,,,1,1,7,2013,23-Jul-13
,SYA,1,,1,,,1,,3,3,,,1,1,7,2013,23-Jul-13
,SYA,1,,,,,1,,2,2,,,1,1,7,2013,23-Jul-13
,SYA,1,,,,,1,,3,3,,,1,1,7,2013,23-Jul-13
,SYA,1,,,,,1,,3,3,,,1,1,7,2013,23-Jul-13
,SYA,1,,,,,1,,3,3,,,1,1,7,2013,23-Jul-13
,SYA,1,,,1,1,1,,3,3,,,1,1,7,2013,23-Jul-13
,SYA,1,,,,,1,,3,3,,,1,1,7,2013,24-Jul-13
,SYA,1,,,,,1,,3,3,,,1,1,7,2013,24-Jul-13
,SYA,1,,,,,1,,3,3,,,1,1,7,2013,24-Jul-13
,SYA,1,,,,,1,,3,3,,,1,1,7,2013,24-Jul-13
,SYA,0,,,,,0,,,,,,,1,7,2013,24-Jul-13
,SYA,1,,1,,,1,,3,3,,,1,1,7,2013,24-Jul-13
,SYA,1,,,,,1,,2,3,,,1,1,7,2013,24-Jul-13
,SYA,1,,,,,1,,3,3,,,1,1,7,2013,24-Jul-13
,SYA,1,,,,,1,,3,3,,,1,1,7,2013,25-Jul-13
,SYA,1,,1,,,1,,3,3,,,1,1,7,2013,25-Jul-13
,SYA,1,,,,,1,,3,3,,,1,1,7,2013,22-Jul-13
,SYA,1,,1,,,1,,3,3,,,1,1,7,2013,22-Jul-13
,SYA,1,,1,,,1,,3,3,,,1,1,7,2013,22-Jul-13
,SYA,0,,,,,1,,2,2,,,,1,7,2013,22-Jul-13
,SYA,1,,,,,1,,3,3,,,1,1,7,2013,22-Jul-13
,SYA,1,,,,,1,,3,3,,,1,1,7,2013,22-Jul-13
,SYA,1,,1,,,1,,3,3,,,1,1,7,2013,24-Jul-13
,SYA,0,,1,,,0,,,,,,,1,7,2013,24-Jul-13
,SYA,1,,1,,,1,,3,3,,,1,1,7,2013,24-Jul-13
,SYA,1,,1,,,1,,3,3,,,1,1,7,2013,23-Jul-13
,SYA,0,,,,,0,,,,,,,1,7,2013,23-Jul-13
,SYA,0,,,,,0,,,,,,,1,7,2013,23-Jul-13
,SYA,1,,,,,1,,3,3,,,1,1,7,2013,22-Jul-13
,SYA,0,,1,,,0,,,,,,,1,7,2013,22-Jul-13
,SYA,1,,,,,1,,2,2,,,1,1,7,2013,22-Jul-13
,SYA,1,,,,,1,,2,3,,,1,1,7,2013,22-Jul-13
,SYA,1,,,,,1,,3,3,,,1,1,7,2013,16-Jul-13
,SYA,1,,,,,1,,3,3,,,1,1,7,2013,14-Jul-13
,SYA,1,,,,,1,,3,3,,,1,1,7,2013,14-Jul-13
,SYA,1,,,,,1,,3,3,,,1,1,7,2013,14-Jul-13
,SYA,1,,1,,,1,,3,3,,,1,1,7,2013,14-Jul-13
,SYA,1,,1,,,1,,3,3,,,1,1,7,2013,15-Jul-13
,SYA,1,,,,,1,,3,3,,,1,1,7,2013,15-Jul-13
,SYA,1,,1,,,1,,3,3,,,1,1,7,2013,16-Jul-13
,SYA,1,,,0,,1,,3,3,,,1,1,7,2013,14-Jul-13
,SYA,1,,,,,1,,3,3,,,1,1,7,2013,16-Jul-13
,SYA,1,,1,,,1,,2,2,,,1,1,7,2013,20-Jul-13
,SYA,0,,1,,,1,,2,2,,,,1,7,2013,20-Jul-13
,SYA,0,,1,,,1,,2,3,,,,1,7,2013,20-Jul-13
,SYA,0,,,1,1,1,,2,3,,,,1,7,2013,20-Jul-13
,SYA,1,,1,,,1,,2,3,,,1,1,7,2013,20-Jul-13
,SYA,1,,,1,1,1,,3,3,,,1,1,8,2013,29-Aug-13
,SYA,1,,1,,,1,,2,3,,,1,1,7,2013,20-Jul-13
,SYA,0,,1,,,1,,2,2,,,,1,7,2013,20-Jul-13
,SYA,1,,1,,,1,,2,3,,,1,1,7,2013,13-Jul-13
,SYA,1,,1,,,1,,2,3,,,1,1,7,2013,13-Jul-13
,SYA,0,,,,,1,,2,3,,,,1,7,2013,13-Jul-13
,SYA,0,,1,,,1,,2,3,8,,,1,7,2013,13-Jul-13
,SYA,1,,1,,,1,,2,3,,,1,1,7,2013,13-Jul-13
,SYA,1,,,,,1,,2,2,,,1,1,7,2013,12-Jul-13
,SYA,1,,,,,1,,2,3,,,1,1,7,2013,13-Jul-13
,SYA,1,,,,,1,,2,3,,,1,1,7,2013,13-Jul-13
,SYA,1,,,,,1,,2,3,,,1,1,7,2013,13-Jul-13
,SYA,1,,1,,,1,,2,3,,,1,1,7,2013,13-Jul-13
,SYA,1,,,1,1,1,,2,3,,,1,1,7,2013,13-Jul-13
,SYA,1,,,1,1,1,,2,3,,,1,1,7,2013,13-Jul-13
,SYA,1,,1,,,1,,2,2,,,1,1,7,2013,20-Jul-13
,SYA,0,,,,,,,,,,,,1,7,2013,20-Jul-13
,SYA,1,,,,,1,,2,3,,,1,1,7,2013,18-Jul-13
,SYA,0,,1,,,0,,,,,,,1,7,2013,18-Jul-13
,SYA,0,,1,,,1,,2,3,,,,1,7,2013,18-Jul-13
,SYA,1,,,,,1,,2,2,,,1,1,7,2013,18-Jul-13
,SYA,1,,,,,1,,2,3,,,1,1,7,2013,18-Jul-13
,SYA,1,,,,,1,,2,3,,,1,1,7,2013,18-Jul-13
,SYA,0,,1,,,0,,,,,,,1,7,2013,18-Jul-13
,SYA,0,,,,,0,,,,,,,1,7,2013,18-Jul-13
,SYA,0,,,,,1,,2,3,,,,1,7,2013,18-Jul-13
,SYA,0,,,,,1,,2,3,1,,,1,7,2013,18-Jul-13
,SYA,1,,1,,,1,,2,3,,,1,1,7,2013,18-Jul-13
,SYA,0,,,,,0,,,,,,,1,7,2013,18-Jul-13
,SYA,1,,1,,,1,,2,3,,,1,1,7,2013,19-Jul-13
,SYA,1,,1,,,1,,2,2,,,1,1,7,2013,19-Jul-13
,SYA,1,,1,,,1,,2,2,,,1,1,7,2013,19-Jul-13
,SYA,1,,1,,,1,,2,3,,,1,1,7,2013,17-Jul-13
,SYA,1,,,,,1,,2,3,,,1,1,7,2013,17-Jul-13
,SYA,1,,,,,1,,2,3,,,1,1,7,2013,17-Jul-13
,SYA,1,,,,,1,,2,3,,,1,1,7,2013,17-Jul-13
,SYA,0,,,,,1,,2,3,1,,,1,7,2013,17-Jul-13
,SYA,-999,,,,,1,,2,3,,,-999,1,8,2013,26-Aug-13
,SYA,1,,1,,,1,,3,3,,,1,1,7,2013,19-Jul-13
,SYA,1,,1,,,1,,2,3,,,1,1,7,2013,19-Jul-13
,SYA,0,,,,,,,,,,,,1,7,2013,19-Jul-13
,SYA,0,,1,,,0,,,,,,,1,7,2013,19-Jul-13
,SYA,1,,1,,,1,,2,3,,,1,1,7,2013,19-Jul-13
,SYA,0,,1,,,0,,,,,,,1,7,2013,19-Jul-13
,SYA,1,,1,,,1,,2,3,,,1,1,7,2013,19-Jul-13
,SYA,1,,1,,,1,,2,3,,,1,1,7,2013,19-Jul-13
,SYA,0,,,,,,,,,,,,1,8,2013,28-Aug-13
,SYA,0,,,,,,,,,,,,1,8,2013,28-Aug-13
,SYA,1,,,,,1,,2,2,,,1,1,7,2013,19-Jul-13
,SYA,1,,1,,,1,,2,3,,,1,1,7,2013,19-Jul-13
,SYA,1,,1,,,1,,2,3,,,1,1,7,2013,19-Jul-13
,SYA,0,,,,,,,,,,,,1,7,2013,19-Jul-13
,SYA,1,,,1,1,1,,3,3,,,1,1,7,2013,23-Jul-13
,SYA,1,,1,,,1,,3,3,,,1,1,7,2013,23-Jul-13
,SYA,1,,,1,1,1,,3,3,,,1,1,7,2013,23-Jul-13
,SYA,1,,,1,1,1,,3,3,,,1,1,7,2013,23-Jul-13
,SYA,1,,,1,1,1,,3,3,,,1,1,7,2013,23-Jul-13
,SYA,1,,,1,1,1,,3,3,,,1,1,7,2013,23-Jul-13
,SYA,1,,,1,1,1,,3,3,,,1,1,7,2013,23-Jul-13
,SYA,1,,,1,1,1,,3,3,,,1,1,7,2013,23-Jul-13
,SYA,0,,,1,1,1,,3,3,,,,1,7,2013,23-Jul-13
,SYA,0,,,,,,,,,,,,1,7,2013,23-Jul-13
,SYA,1,,,1,1,1,,3,3,,,1,1,7,2013,23-Jul-13
,SYA,0,,,,,,,,,,,,1,7,2013,23-Jul-13
,SYA,0,,,,,,,,,,,,1,7,2013,23-Jul-13
,SYA,1,,,1,1,1,,2,3,,,1,1,7,2013,23-Jul-13
,SYA,1,,,1,1,1,,2,3,,,1,1,7,2013,23-Jul-13
,SYA,1,,1,,,1,,3,3,,,1,1,7,2013,23-Jul-13
,SYA,1,,,1,1,1,,3,3,,,1,1,7,2013,23-Jul-13
,SYA,1,,1,,,1,,2,3,,,1,1,7,2013,23-Jul-13
,SYA,1,,,1,1,1,,3,3,,,1,1,7,2013,23-Jul-13
,SYA,1,,,1,1,1,,3,3,,,1,1,7,2013,23-Jul-13
,SYA,1,,,1,1,1,,3,2,,,1,1,7,2013,20-Jul-13
,SYA,0,,1,,,0,,,,,,,1,7,2013,20-Jul-13
,SYA,1,,,1,1,1,,2,3,,,1,1,7,2013,20-Jul-13
,SYA,0,,,,,,,,,,,,1,7,2013,20-Jul-13
,SYA,1,,,,,1,,2,2,,,1,1,7,2013,20-Jul-13
,SYA,0,,,,,1,,2,2,,,,1,7,2013,20-Jul-13
,SYA,0,,1,,,1,,2,2,,,,1,7,2013,20-Jul-13
,SYA,1,,,1,1,1,,3,3,,,1,1,8,2013,29-Aug-13
,SYA,1,,,,,1,,3,3,,,1,1,7,2013,22-Jul-13
,SYA,1,,,,,1,,2,3,,,1,1,7,2013,22-Jul-13
,SYA,1,,,,,1,,3,3,,,1,1,7,2013,22-Jul-13
,SYA,0,,,,,0,,,,,,,1,7,2013,22-Jul-13
,SYA,1,,,,,1,,3,3,,,1,1,7,2013,22-Jul-13
,SYA,1,,,,,1,,3,3,,,1,1,7,2013,22-Jul-13
,SYA,0,,0,,,,,,,,,,1,9,2014,17-Sep-14
,SYA,1,,1,,,1,,3,3,,,1,1,7,2013,23-Jul-13
,SYA,1,,,,,1,,3,3,,,1,1,7,2013,23-Jul-13
,SYA,1,,,,,1,,2,3,,,1,1,7,2013,23-Jul-13
,SYA,0,,,,,0,,,,,,,1,7,2013,23-Jul-13
,SYA,1,,1,,,1,,3,3,,,1,1,7,2013,23-Jul-13
,SYA,1,,,,,1,,2,3,,,1,1,7,2013,23-Jul-13
,SYA,1,,1,,,1,,2,3,,,1,1,7,2013,23-Jul-13
,SYA,1,,1,,,1,,2,3,,,1,1,7,2013,23-Jul-13
,SYA,0,,,,,,,,,,,,1,7,2013,23-Jul-13
,SYA,1,,,,,1,,3,3,,,1,1,7,2013,23-Jul-13
,SYA,1,,,,,1,,3,3,,,1,1,7,2013,23-Jul-13
,SYA,1,,,,,1,,3,3,,,1,1,7,2013,23-Jul-13
,SYA,1,,,,,1,,3,3,,,1,1,7,2013,23-Jul-13
,SYA,1,,,,,1,,3,3,,,1,1,7,2013,23-Jul-13
,SYA,0,,1,,,0,,,,,,,1,7,2013,23-Jul-13
,SYA,0,,,,,,,,,,,,1,7,2013,23-Jul-13
,SYA,1,,1,,,1,,3,3,,,1,1,8,2013,27-Aug-13
,SYA,1,,1,,,1,,3,3,,,1,1,8,2013,27-Aug-13
,SYA,0,,1,,,1,,3,3,,,,1,8,2013,27-Aug-13
,SYA,1,,,,,1,,3,3,,,1,1,7,2013,22-Jul-13
,SYA,1,,,,,1,,3,3,,,1,1,7,2013,22-Jul-13
,SYA,1,,1,,,1,,3,3,,,1,1,7,2013,22-Jul-13
,SYA,1,,,1,1,1,,3,3,,,1,1,7,2013,22-Jul-13
,SYA,1,,,,,1,,2,3,,,1,1,7,2013,24-Jul-13
,SYA,1,,,0,,1,,2,3,,,1,1,7,2013,24-Jul-13
,SYA,1,,,,,1,,2,3,,,1,1,7,2013,24-Jul-13
,SYA,1,,,,,1,,2,3,,,1,1,7,2013,24-Jul-13
,SYA,1,,,,,1,,2,3,,,1,1,7,2013,24-Jul-13
,SYA,1,,,,,1,,2,3,,,1,1,7,2013,24-Jul-13
,SYA,1,,,,,1,,2,3,,,1,1,7,2013,24-Jul-13
,SYA,0,,,,,0,,,,,,,1,7,2013,24-Jul-13
,SYA,1,,,,,1,,3,3,,,1,1,7,2013,24-Jul-13
,SYA,1,,1,,,1,,3,3,,,1,1,7,2013,10-Jul-13
,SYA,0,0,,,,,,,,,,,1,9,2014,04-Sep-14
,SYA,0,,,,,0,,,,,,,1,7,2013,10-Jul-13
,SYA,1,,1,,,1,,3,3,,,1,1,11,2013,29-Nov-13
,SYA,1,,1,,,1,,3,3,,,1,1,7,2013,10-Jul-13
,SYA,1,,,,,1,,3,3,,,1,1,7,2013,10-Jul-13
,SYA,1,,,,,1,,3,3,,,1,1,7,2013,10-Jul-13
,SYA,1,,,,,1,,3,3,,,1,1,7,2013,10-Jul-13
,SYA,1,,,,,1,,1,3,,,1,1,7,2013,10-Jul-13
,SYA,0,,,,,0,,,,,,,1,7,2013,10-Jul-13
,SYA,1,,,,,1,,1,3,,,1,1,7,2013,10-Jul-13
,SYA,0,,1,,,1,,3,3,,7,,1,9,2014,04-Sep-14
,SYA,0,,,,,0,,,,,,,1,7,2013,10-Jul-13
,SYA,1,,,0,,1,,2,3,,,1,1,7,2013,10-Jul-13
,SYA,0,0,,,,,,,,,,,1,9,2014,04-Sep-14
,SYA,1,,1,,,1,,3,3,,,1,1,7,2013,10-Jul-13
,SYA,0,,,,,0,,,,,,,1,7,2013,10-Jul-13
,SYA,1,,,,,1,,1,3,,,1,1,7,2013,11-Jul-13
,SYA,1,,1,,,1,,1,3,,,1,1,7,2013,11-Jul-13
,SYA,1,,,0,,1,,1,3,,,1,1,7,2013,11-Jul-13
,SYA,1,,1,,,1,,3,3,,,1,1,7,2013,09-Jul-13
,SYA,1,,,,,1,,1,2,,,1,1,7,2013,09-Jul-13
,SYA,0,,,,,,,,,,,,1,8,2013,27-Aug-13
,SYA,1,,,,,1,,1,3,,,1,1,7,2013,09-Jul-13
,SYA,1,,,,,1,,2,3,,,1,1,7,2013,09-Jul-13
,SYA,0,,1,,,1,,2,3,,,,1,7,2013,09-Jul-13
