id,cem011_prgrm,cem301_attendees_total,cem009_country,month,year,cem005_today
,Busia,36,1,12,2014,02dec2014
,Migori,20,1,12,2014,02dec2014
,Kuria,18,1,12,2014,02dec2014
,Rongo,24,1,12,2014,03dec2014
,Migori,24,1,12,2014,02dec2014
,Migori,16,1,12,2014,02dec2014
,Busia,36,1,12,2014,03dec2014
,Migori,17,1,12,2014,02dec2014
,Migori,23,1,12,2014,04dec2014
,Rongo,14,1,12,2014,03dec2014
,Migori,25,1,12,2014,03dec2014
,Yala,46,1,12,2014,03dec2014
,Kuria,25,1,12,2014,03dec2014
,Busia,35,1,12,2014,03dec2014
,Yala,19,1,12,2014,03dec2014
,Yala,15,1,12,2014,03dec2014
,Yala,46,1,12,2014,03dec2014
,Migori,19,1,12,2014,03dec2014
,Migori,24,1,12,2014,03dec2014
,Kuria,35,1,12,2014,03dec2014
,Yala,15,1,12,2014,03dec2014
,Kuria,18,1,12,2014,03dec2014
,Migori,15,1,12,2014,28-Jan-15
,Migori,12,1,12,2014,03dec2014
,Rongo,23,1,12,2014,05dec2014
,Yala,38,1,12,2014,03dec2014
,Kuria,18,1,12,2014,03dec2014
,Kuria,27,1,12,2014,03dec2014
,Busia,24,1,12,2014,03dec2014
,Yala,20,1,12,2014,03dec2014
,Busia,64,1,12,2014,03dec2014
,Yala,19,1,12,2014,03dec2014
,Migori,24,1,12,2014,03dec2014
,Rongo,14,1,12,2014,03dec2014
,Yala,20,1,12,2014,03dec2014
,Rongo,13,1,12,2014,03dec2014
,Busia,12,1,12,2014,03dec2014
,Migori,25,1,12,2014,28-Jan-15
,Rongo,21,1,12,2014,03dec2014
,Busia,13,1,12,2014,03dec2014
,Yala,22,1,12,2014,03dec2014
,Kuria,21,1,12,2014,03dec2014
,Migori,23,1,12,2014,03dec2014
,Rongo,17,1,12,2014,03dec2014
,Busia,23,1,12,2014,03dec2014
,Busia,19,1,12,2014,04dec2014
,Rongo,15,1,12,2014,03dec2014
,Rongo,15,1,12,2014,03dec2014
,Busia,49,1,12,2014,03dec2014
,Rongo,15,1,12,2014,04dec2014
,Kuria,50,1,12,2014,03dec2014
,Rongo,18,1,12,2014,03dec2014
,Rongo,14,1,12,2014,04dec2014
,Rongo,26,1,12,2014,03dec2014
,Yala,31,1,12,2014,03dec2014
,Busia,27,1,12,2014,03dec2014
,Busia,17,1,12,2014,03dec2014
,Busia,14,1,12,2014,04dec2014
,Yala,34,1,12,2014,03dec2014
,Busia,31,1,12,2014,03dec2014
,Yala,28,1,12,2014,03dec2014
,Yala,12,1,12,2014,03dec2014
,Busia,29,1,12,2014,03dec2014
,Rongo,17,1,12,2014,03dec2014
,Yala,13,1,12,2014,27oct2014
,Busia,24,1,12,2014,03dec2014
,Yala,23,1,12,2014,03dec2014
,Yala,33,1,12,2014,03dec2014
,Migori,24,1,12,2014,03dec2014
,Busia,25,1,12,2014,03dec2014
,Migori,18,1,12,2014,28-Jan-15
,Migori,21,1,12,2014,28-Jan-15
,Migori,20,1,12,2014,03dec2014
,Yala,22,1,12,2014,03dec2014
,Migori,16,1,12,2014,03dec2014
,Migori,20,1,12,2014,03dec2014
,Yala,40,1,12,2014,26-Nov-14
,Busia,27,1,12,2014,03dec2014
,Kuria,19,1,12,2014,03dec2014
,Kuria,22,1,12,2014,03dec2014
,Yala,12,1,12,2014,03dec2014
,Busia,24,1,12,2014,03dec2014
,Kuria,23,1,12,2014,03dec2014
,Rongo,20,1,12,2014,03dec2014
,Yala,19,1,12,2014,03dec2014
,Migori,21,1,12,2014,03dec2014
,Busia,22,1,12,2014,03dec2014
,Yala,30,1,12,2014,03dec2014
,Busia,24,1,12,2014,03dec2014
,Rongo,17,1,12,2014,03dec2014
,Yala,26,1,12,2014,03dec2014
,Kuria,14,1,12,2014,03dec2014
,Rongo,24,1,12,2014,04dec2014
,Migori,18,1,12,2014,03dec2014
,Busia,23,1,12,2014,03dec2014
,Yala,23,1,12,2014,03dec2014
,Yala,38,1,12,2014,03dec2014
,Rongo,23,1,12,2014,04dec2014
,Migori,25,1,12,2014,19-Nov-14
,Yala,16,1,12,2014,03dec2014
,Kuria,16,1,12,2014,03dec2014
,Migori,17,1,12,2014,28-Jan-15
,Migori,28,1,12,2014,28-Jan-15
,Busia,15,1,12,2014,03dec2014
,Busia,12,1,12,2014,03dec2014
,Yala,32,1,12,2014,03dec2014
,Yala,34,1,12,2014,27oct2014
,Kuria,23,1,12,2014,03dec2014
,Rongo,15,1,12,2014,05dec2014
,Yala,26,1,12,2014,03dec2014
,Rongo,15,1,12,2014,04dec2014
,Migori,20,1,12,2014,03dec2014
,Yala,20,1,12,2014,03dec2014
,Kuria,15,1,12,2014,03dec2014
,Kuria,19,1,12,2014,03dec2014
,Migori,28,1,12,2014,04dec2014
,Busia,31,1,12,2014,04dec2014
,Kuria,19,1,12,2014,04dec2014
,Migori,24,1,12,2014,09dec2014
,Rongo,27,1,12,2014,05dec2014
,Yala,28,1,12,2014,04dec2014
,Busia,24,1,12,2014,05dec2014
,Yala,19,1,12,2014,27oct2014
,Kuria,24,1,12,2014,04dec2014
,Busia,71,1,12,2014,05dec2014
,Kuria,25,1,12,2014,04dec2014
,Kuria,13,1,12,2014,04dec2014
,Rongo,18,1,12,2014,05dec2014
,Migori,20,1,12,2014,04dec2014
,Rongo,30,1,12,2014,03dec2014
,Busia,16,1,12,2014,04dec2014
,Rongo,13,1,12,2014,10-Jan-15
,Busia,21,1,12,2014,04dec2014
,Yala,14,1,12,2014,04dec2014
,Migori,37,1,12,2014,17dec2014
,Kuria,19,1,12,2014,04dec2014
,Busia,30,1,12,2014,04dec2014
,Busia,20,1,12,2014,04dec2014
,Busia,13,1,12,2014,05dec2014
,Migori,24,1,12,2014,04dec2014
,Kuria,19,1,12,2014,04dec2014
,Yala,17,1,12,2014,04dec2014
,Busia,21,1,12,2014,04dec2014
,Kuria,22,1,12,2014,04dec2014
,Busia,26,1,12,2014,04dec2014
,Busia,22,1,12,2014,04dec2014
,Yala,31,1,12,2014,04dec2014
,Yala,14,1,12,2014,04dec2014
,Yala,23,1,12,2014,27oct2014
,Yala,16,1,12,2014,04dec2014
,Rongo,31,1,12,2014,08dec2014
,Migori,34,1,12,2014,04dec2014
,Rongo,15,1,12,2014,08dec2014
,Yala,12,1,12,2014,04dec2014
,Kuria,21,1,12,2014,04dec2014
,Kuria,20,1,12,2014,04dec2014
,Busia,24,1,12,2014,04dec2014
,Busia,46,1,12,2014,04dec2014
,Yala,29,1,12,2014,04dec2014
,Yala,13,1,12,2014,04dec2014
,Busia,29,1,12,2014,04dec2014
,Migori,17,1,12,2014,04dec2014
,Yala,34,1,12,2014,24-Nov-14
,Rongo,18,1,12,2014,04dec2014
,Migori,49,1,12,2014,04dec2014
,Kuria,19,1,12,2014,04dec2014
,Yala,14,1,12,2014,04dec2014
,Kuria,24,1,12,2014,04dec2014
,Rongo,23,1,12,2014,20dec2014
,Busia,13,1,12,2014,04dec2014
,Migori,33,1,12,2014,04dec2014
,Busia,24,1,12,2014,04dec2014
,Yala,17,1,12,2014,27oct2014
,Rongo,21,1,12,2014,04dec2014
,Migori,20,1,12,2014,09dec2014
,Migori,22,1,12,2014,05dec2014
,Rongo,28,1,12,2014,04dec2014
,Migori,20,1,12,2014,04dec2014
,Migori,24,1,12,2014,28-Jan-15
,Kuria,22,1,12,2014,04dec2014
,Kuria,27,1,12,2014,04dec2014
,Kuria,24,1,12,2014,04dec2014
,Rongo,24,1,12,2014,20dec2014
,Yala,18,1,12,2014,04dec2014
,Kuria,25,1,12,2014,04dec2014
,Migori,24,1,12,2014,04dec2014
,Yala,30,1,12,2014,04dec2014
,Kuria,21,1,12,2014,04dec2014
,Migori,15,1,12,2014,05dec2014
,Rongo,16,1,12,2014,04dec2014
,Migori,41,1,12,2014,28-Jan-15
,Siaya,25,1,12,2014,18-Nov-14
,Kuria,21,1,12,2014,04dec2014
,Kuria,20,1,12,2014,05dec2014
,Busia,49,1,12,2014,05dec2014
,Busia,20,1,12,2014,05dec2014
,Busia,20,1,12,2014,05dec2014
,Busia,30,1,12,2014,07dec2014
,Migori,15,1,12,2014,05dec2014
,Migori,22,1,12,2014,06dec2014
,Yala,15,1,12,2014,05dec2014
,Migori,24,1,12,2014,28-Jan-15
,Migori,33,1,12,2014,20dec2014
,Busia,27,1,12,2014,05dec2014
,Migori,34,1,12,2014,07dec2014
,Migori,21,1,12,2014,05dec2014
,Kuria,20,1,12,2014,05dec2014
,Rongo,16,1,12,2014,08dec2014
,Busia,24,1,12,2014,05dec2014
,Busia,22,1,12,2014,05dec2014
,Rongo,42,1,12,2014,05dec2014
,Rongo,16,1,12,2014,08dec2014
,Rongo,21,1,12,2014,05dec2014
,Busia,21,1,12,2014,05dec2014
,Kuria,36,1,12,2014,05dec2014
,Rongo,16,1,12,2014,05dec2014
,Busia,12,1,12,2014,07dec2014
,Kuria,13,1,12,2014,05dec2014
,Rongo,20,1,12,2014,05dec2014
,Busia,14,1,12,2014,05dec2014
,Busia,21,1,12,2014,05dec2014
,Busia,24,1,12,2014,05dec2014
,Migori,34,1,12,2014,07dec2014
,Yala,19,1,12,2014,05dec2014
,Kuria,25,1,12,2014,05dec2014
,Busia,21,1,12,2014,05dec2014
,Yala,29,1,12,2014,05dec2014
,Migori,27,1,12,2014,07-Jan-15
,Yala,33,1,12,2014,05dec2014
,Migori,16,1,12,2014,05dec2014
,Yala,27,1,12,2014,05dec2014
,Migori,30,1,12,2014,07dec2014
,Yala,20,1,12,2014,05dec2014
,Yala,17,1,12,2014,05dec2014
,Yala,30,1,12,2014,05dec2014
,Rongo,15,1,12,2014,07dec2014
,Rongo,17,1,12,2014,05dec2014
,Migori,27,1,12,2014,05dec2014
,Kuria,29,1,12,2014,05dec2014
,Yala,28,1,12,2014,05dec2014
,Migori,17,1,12,2014,07-Jan-15
,Rongo,16,1,12,2014,05dec2014
,Kuria,10,1,12,2014,05dec2014
,Yala,37,1,12,2014,05dec2014
,Busia,23,1,12,2014,05dec2014
,Migori,30,1,12,2014,20dec2014
,Migori,19,1,12,2014,14-Jan-15
,Busia,26,1,12,2014,05dec2014
,Yala,21,1,12,2014,04dec2014
,Busia,16,1,12,2014,06dec2014
,Rongo,24,1,12,2014,20dec2014
,Kuria,15,1,12,2014,05dec2014
,Busia,14,1,12,2014,05dec2014
,Yala,37,1,12,2014,05dec2014
,Busia,20,1,12,2014,05dec2014
,Migori,26,1,12,2014,14-Jan-15
,Busia,16,1,12,2014,05dec2014
,Kuria,12,1,12,2014,05dec2014
,Kuria,20,1,12,2014,05dec2014
,Busia,37,1,12,2014,05dec2014
,Yala,24,1,12,2014,05dec2014
,Kuria,20,1,12,2014,05dec2014
,Kuria,26,1,12,2014,05dec2014
,Migori,24,1,12,2014,07dec2014
,Busia,20,1,12,2014,05dec2014
,Busia,23,1,12,2014,07dec2014
,Rongo,12,1,12,2014,20dec2014
,Busia,30,1,12,2014,05dec2014
,Busia,16,1,12,2014,05dec2014
,Busia,14,1,12,2014,05dec2014
,Kuria,24,1,12,2014,05dec2014
,Yala,21,1,12,2014,05dec2014
,Kuria,16,1,12,2014,05dec2014
,Busia,32,1,12,2014,05dec2014
,Busia,33,1,12,2014,10dec2014
,Yala,26,1,12,2014,06dec2014
,Kuria,19,1,12,2014,06dec2014
,Busia,19,1,12,2014,06dec2014
,Busia,20,1,12,2014,06dec2014
,Yala,22,1,12,2014,06dec2014
,Busia,17,1,12,2014,10dec2014
,Kuria,16,1,12,2014,06dec2014
,Kuria,15,1,12,2014,06dec2014
,Busia,23,1,12,2014,07dec2014
,Yala,20,1,12,2014,06dec2014
,Busia,18,1,12,2014,06dec2014
,Busia,14,1,12,2014,07dec2014
,Busia,14,1,12,2014,06dec2014
,Busia,26,1,12,2014,07dec2014
,Rongo,19,1,12,2014,06dec2014
,Kuria,21,1,12,2014,06dec2014
,Kuria,18,1,12,2014,06dec2014
,Busia,25,1,12,2014,07dec2014
,Busia,38,1,12,2014,07dec2014
,Busia,16,1,12,2014,06dec2014
,Rongo,17,1,12,2014,06dec2014
,Busia,22,1,12,2014,06dec2014
,Busia,18,1,12,2014,06dec2014
,Kuria,23,1,12,2014,06dec2014
,Kuria,26,1,12,2014,06dec2014
,Kuria,20,1,12,2014,06dec2014
,Rongo,18,1,12,2014,06dec2014
,Yala,30,1,12,2014,06dec2014
,Rongo,16,1,12,2014,06dec2014
,Yala,18,1,12,2014,07dec2014
,Busia,28,1,12,2014,07dec2014
,Busia,24,1,12,2014,07dec2014
,Yala,22,1,12,2014,07dec2014
,Yala,18,1,12,2014,07dec2014
,Rongo,20,1,12,2014,15dec2014
,Kuria,24,1,12,2014,07dec2014
,Rongo,14,1,12,2014,15dec2014
,Busia,18,1,12,2014,07dec2014
,Kuria,24,1,12,2014,07dec2014
,Busia,13,1,12,2014,07dec2014
,Kuria,15,1,12,2014,08dec2014
,Kuria,16,1,12,2014,08dec2014
,Rongo,30,1,12,2014,12dec2014
,Migori,32,1,12,2014,28-Jan-15
,Migori,25,1,12,2014,28-Jan-15
,Rongo,17,1,12,2014,08dec2014
,Busia,23,1,12,2014,08dec2014
,Kuria,18,1,12,2014,08dec2014
,Busia,33,1,12,2014,09dec2014
,Yala,15,1,12,2014,08dec2014
,Migori,22,1,12,2014,08dec2014
,Yala,30,1,12,2014,08dec2014
,Rongo,15,1,12,2014,08dec2014
,Migori,22,1,12,2014,11dec2014
,Yala,12,1,12,2014,08dec2014
,Yala,22,1,12,2014,08dec2014
,Migori,19,1,12,2014,11dec2014
,Yala,13,1,12,2014,08dec2014
,Yala,19,1,12,2014,08dec2014
,Busia,25,1,12,2014,09dec2014
,Yala,16,1,12,2014,08dec2014
,Migori,24,1,12,2014,08dec2014
,Migori,21,1,12,2014,20dec2014
,Busia,17,1,12,2014,08dec2014
,Migori,26,1,12,2014,11dec2014
,Kuria,22,1,12,2014,08dec2014
,Rongo,21,1,12,2014,14dec2014
,Migori,17,1,12,2014,28-Jan-15
,Rongo,20,1,12,2014,12dec2014
,Migori,33,1,12,2014,08dec2014
,Rongo,18,1,12,2014,08dec2014
,Yala,21,1,12,2014,08dec2014
,Yala,38,1,12,2014,08dec2014
,Busia,32,1,12,2014,09dec2014
,Rongo,17,1,12,2014,08dec2014
,Rongo,16,1,12,2014,08dec2014
,Busia,27,1,12,2014,08dec2014
,Migori,15,1,12,2014,09dec2014
,Migori,27,1,12,2014,28-Jan-15
,Rongo,22,1,12,2014,08dec2014
,Migori,18,1,12,2014,08dec2014
,Rongo,15,1,12,2014,08dec2014
,Rongo,17,1,12,2014,08dec2014
,Rongo,33,1,12,2014,12dec2014
,Kuria,13,1,12,2014,08dec2014
,Kuria,20,1,12,2014,08dec2014
,Yala,16,1,12,2014,08dec2014
,Kuria,17,1,12,2014,08dec2014
,Migori,55,1,12,2014,09dec2014
,Rongo,17,1,12,2014,12dec2014
,Yala,29,1,12,2014,08dec2014
,Migori,46,1,12,2014,09dec2014
,Yala,17,1,12,2014,08dec2014
,Migori,18,1,12,2014,08dec2014
,Migori,20,1,12,2014,08dec2014
,Busia,24,1,12,2014,08dec2014
,Yala,16,1,12,2014,08dec2014
,Rongo,15,1,12,2014,08dec2014
,Yala,57,1,12,2014,08dec2014
,Rongo,15,1,12,2014,08dec2014
,Busia,18,1,12,2014,08dec2014
,Kuria,18,1,12,2014,08dec2014
,Yala,16,1,12,2014,08dec2014
,Kuria,22,1,12,2014,08dec2014
,Yala,25,1,12,2014,08dec2014
,Yala,23,1,12,2014,08dec2014
,Busia,20,1,12,2014,08dec2014
,Kuria,18,1,12,2014,08dec2014
,Migori,22,1,12,2014,20dec2014
,Migori,25,1,12,2014,09dec2014
,Rongo,18,1,12,2014,08dec2014
,Kuria,22,1,12,2014,08dec2014
,Migori,22,1,12,2014,08dec2014
,Migori,18,1,12,2014,09dec2014
,Yala,20,1,12,2014,09dec2014
,Rongo,23,1,12,2014,09dec2014
,Rongo,24,1,12,2014,09dec2014
,Yala,20,1,12,2014,09dec2014
,Rongo,32,1,12,2014,12dec2014
,Rongo,17,1,12,2014,09dec2014
,Yala,24,1,12,2014,09dec2014
,Migori,30,1,12,2014,10dec2014
,Rongo,22,1,12,2014,10dec2014
,Kuria,40,1,12,2014,09dec2014
,Busia,15,1,12,2014,10dec2014
,Rongo,25,1,12,2014,12dec2014
,Rongo,30,1,12,2014,12dec2014
,Yala,18,1,12,2014,09dec2014
,Migori,49,1,12,2014,09dec2014
,Rongo,14,1,12,2014,10dec2014
,Yala,60,1,12,2014,09dec2014
,Busia,19,1,12,2014,09dec2014
,Rongo,16,1,12,2014,10dec2014
,Migori,27,1,12,2014,20dec2014
,Yala,20,1,12,2014,09dec2014
,Migori,19,1,12,2014,10dec2014
,Rongo,14,1,12,2014,09dec2014
,Rongo,24,1,12,2014,09dec2014
,Kuria,15,1,12,2014,09dec2014
,Kuria,21,1,12,2014,09dec2014
,Rongo,17,1,12,2014,10dec2014
,Migori,17,1,12,2014,28-Jan-15
,Kuria,18,1,12,2014,09dec2014
,Migori,16,1,12,2014,09dec2014
,Rongo,14,1,12,2014,10dec2014
,Yala,17,1,12,2014,09dec2014
,Yala,22,1,12,2014,09dec2014
,Migori,24,1,12,2014,09dec2014
,Migori,20,1,12,2014,09dec2014
,Yala,19,1,12,2014,09dec2014
,Migori,30,1,12,2014,10dec2014
,Rongo,41,1,12,2014,09dec2014
,Migori,15,1,12,2014,09dec2014
,Migori,27,1,12,2014,09dec2014
,Migori,22,1,12,2014,11dec2014
,Rongo,47,1,12,2014,10dec2014
,Migori,20,1,12,2014,09dec2014
,Migori,31,1,12,2014,28-Jan-15
,Yala,24,1,12,2014,09dec2014
,Migori,20,1,12,2014,09dec2014
,Yala,17,1,12,2014,09dec2014
,Kuria,26,1,12,2014,09dec2014
,Rongo,17,1,12,2014,09dec2014
,Migori,18,1,12,2014,11dec2014
,Kuria,16,1,12,2014,09dec2014
,Migori,22,1,12,2014,10dec2014
,Rongo,25,1,12,2014,09dec2014
,Rongo,20,1,12,2014,09dec2014
,Yala,14,1,12,2014,09dec2014
,Migori,28,1,12,2014,20dec2014
,Rongo,44,1,12,2014,09dec2014
,Rongo,30,1,12,2014,09dec2014
,Kuria,21,1,12,2014,09dec2014
,Migori,25,1,12,2014,10dec2014
,Rongo,21,1,12,2014,09dec2014
,Yala,48,1,12,2014,09dec2014
,Rongo,27,1,12,2014,09dec2014
,Busia,19,1,12,2014,09dec2014
,Busia,14,1,12,2014,10dec2014
,Yala,29,1,12,2014,09dec2014
,Kuria,12,1,12,2014,09dec2014
,Yala,22,1,12,2014,09dec2014
,Rongo,18,1,12,2014,12dec2014
,Rongo,16,1,12,2014,09dec2014
,Kuria,33,1,12,2014,10dec2014
,Rongo,16,1,12,2014,10dec2014
,Yala,27,1,12,2014,10dec2014
,Kuria,31,1,12,2014,10dec2014
,Yala,22,1,12,2014,10dec2014
,Kuria,21,1,12,2014,10dec2014
,Rongo,17,1,12,2014,10dec2014
,Kuria,23,1,12,2014,10dec2014
,Rongo,27,1,12,2014,12dec2014
,Migori,18,1,12,2014,10dec2014
,Rongo,20,1,12,2014,11-Jan-15
,Kuria,24,1,12,2014,10dec2014
,Rongo,16,1,12,2014,10dec2014
,Yala,15,1,12,2014,10dec2014
,Migori,20,1,12,2014,28-Jan-15
,Migori,31,1,12,2014,10dec2014
,Busia,15,1,12,2014,10dec2014
,Busia,33,1,12,2014,11dec2014
,Yala,74,1,12,2014,10dec2014
,Migori,16,1,12,2014,09dec2014
,Kuria,22,1,12,2014,10dec2014
,Migori,16,1,12,2014,10dec2014
,Rongo,37,1,12,2014,10dec2014
,Kuria,32,1,12,2014,10dec2014
,Rongo,15,1,12,2014,10dec2014
,Rongo,21,1,12,2014,10dec2014
,Rongo,18,1,12,2014,11dec2014
,Yala,17,1,12,2014,10dec2014
,Migori,26,1,12,2014,11dec2014
,Migori,24,1,12,2014,11dec2014
,Rongo,17,1,12,2014,12dec2014
,Yala,21,1,12,2014,10dec2014
,Kuria,11,1,12,2014,10dec2014
,Yala,16,1,12,2014,10dec2014
,Yala,21,1,12,2014,10dec2014
,Migori,18,1,12,2014,10dec2014
,Kuria,32,1,12,2014,10dec2014
,Rongo,19,1,12,2014,10dec2014
,Rongo,23,1,12,2014,10dec2014
,Rongo,46,1,12,2014,10dec2014
,Rongo,15,1,12,2014,10dec2014
,Migori,24,1,12,2014,10dec2014
,Busia,16,1,12,2014,10dec2014
,Rongo,19,1,12,2014,12dec2014
,Kuria,14,1,12,2014,10dec2014
,Rongo,16,1,12,2014,10dec2014
,Migori,21,1,12,2014,28-Jan-15
,Kuria,24,1,12,2014,10dec2014
,Migori,22,1,12,2014,10dec2014
,Yala,24,1,12,2014,10dec2014
,Kuria,21,1,12,2014,10dec2014
,Migori,18,1,12,2014,10dec2014
,Kuria,29,1,12,2014,10dec2014
,Kuria,33,1,12,2014,10dec2014
,Busia,20,1,12,2014,10dec2014
,Rongo,17,1,12,2014,10dec2014
,Migori,31,1,12,2014,11dec2014
,Rongo,24,1,12,2014,10dec2014
,Yala,24,1,12,2014,10dec2014
,Yala,40,1,12,2014,10dec2014
,Yala,27,1,12,2014,11dec2014
,Kuria,11,1,12,2014,11dec2014
,Busia,31,1,12,2014,11dec2014
,Kuria,23,1,12,2014,11dec2014
,Kuria,40,1,12,2014,11dec2014
,Rongo,20,1,12,2014,20dec2014
,Migori,31,1,12,2014,28-Jan-15
,Rongo,26,1,12,2014,10-Jan-15
,Yala,16,1,12,2014,11dec2014
,Kuria,29,1,12,2014,11dec2014
,Rongo,23,1,12,2014,14dec2014
,Kuria,23,1,12,2014,11dec2014
,Migori,18,1,12,2014,28-Jan-15
,Yala,43,1,12,2014,11dec2014
,Migori,20,1,12,2014,11dec2014
,Rongo,16,1,12,2014,12dec2014
,Kuria,31,1,12,2014,11dec2014
,Rongo,29,1,12,2014,11dec2014
,Kuria,19,1,12,2014,11dec2014
,Kuria,24,1,12,2014,11dec2014
,Rongo,22,1,12,2014,11dec2014
,Rongo,20,1,12,2014,20dec2014
,Rongo,16,1,12,2014,11dec2014
,Yala,20,1,12,2014,11dec2014
,Kuria,21,1,12,2014,11dec2014
,Yala,14,1,12,2014,11dec2014
,Kuria,31,1,12,2014,11dec2014
,Rongo,26,1,12,2014,14dec2014
,Yala,17,1,12,2014,11dec2014
,Yala,42,1,12,2014,11dec2014
,Rongo,16,1,12,2014,11dec2014
,Busia,51,1,12,2014,11dec2014
,Rongo,26,1,12,2014,11dec2014
,Yala,20,1,12,2014,11dec2014
,Rongo,31,1,12,2014,21-Nov-14
,Rongo,24,1,12,2014,11dec2014
,Rongo,16,1,12,2014,11dec2014
,Rongo,25,1,12,2014,12dec2014
,Rongo,19,1,12,2014,12dec2014
,Rongo,30,1,12,2014,12dec2014
,Rongo,24,1,12,2014,12dec2014
,Rongo,33,1,12,2014,12dec2014
,Yala,24,1,12,2014,12dec2014
,Rongo,24,1,12,2014,12dec2014
,Rongo,17,1,12,2014,12dec2014
,Rongo,26,1,12,2014,12dec2014
,Rongo,33,1,12,2014,12dec2014
,Migori,15,1,12,2014,28-Jan-15
,Yala,23,1,12,2014,12dec2014
,Rongo,22,1,12,2014,12dec2014
,Rongo,24,1,12,2014,12dec2014
,Rongo,24,1,12,2014,12dec2014
,Rongo,26,1,12,2014,12dec2014
,Rongo,24,1,12,2014,12dec2014
,Rongo,22,1,12,2014,12dec2014
,Yala,23,1,12,2014,12dec2014
,Rongo,22,1,12,2014,12dec2014
,Rongo,15,1,12,2014,12dec2014
,Yala,20,1,12,2014,12dec2014
,Kuria,24,1,12,2014,13dec2014
,Kuria,12,1,12,2014,13dec2014
,Yala,21,1,12,2014,13dec2014
,Kuria,20,1,12,2014,13dec2014
,Kuria,17,1,12,2014,13dec2014
,Yala,20,1,12,2014,13dec2014
,Yala,10,1,12,2014,13dec2014
,Yala,17,1,12,2014,13dec2014
,Kuria,17,1,12,2014,13dec2014
,Kuria,20,1,12,2014,13dec2014
,Yala,22,1,12,2014,14dec2014
,Yala,20,1,12,2014,14dec2014
,Yala,17,1,12,2014,14dec2014
,Yala,41,1,12,2014,14dec2014
,Rongo,30,1,12,2014,14dec2014
,Yala,13,1,12,2014,14dec2014
,Migori,32,1,12,2014,28-Jan-15
,Rongo,31,1,12,2014,15dec2014
,Kuria,15,1,12,2014,15dec2014
,Rongo,19,1,12,2014,20dec2014
,Kuria,18,1,12,2014,15dec2014
,Rongo,16,1,12,2014,17dec2014
,Rongo,22,1,12,2014,15dec2014
,Migori,19,1,12,2014,07-Jan-15
,Kuria,22,1,12,2014,15dec2014
,Yala,52,1,12,2014,15dec2014
,Kuria,23,1,12,2014,15dec2014
,Migori,15,1,12,2014,28-Jan-15
,Rongo,15,1,12,2014,17dec2014
,Migori,26,1,12,2014,15dec2014
,Rongo,16,1,12,2014,15dec2014
,Yala,15,1,12,2014,15dec2014
,Migori,19,1,12,2014,15dec2014
,Kuria,23,1,12,2014,15dec2014
,Kuria,17,1,12,2014,15dec2014
,Migori,15,1,12,2014,15dec2014
,Migori,15,1,12,2014,15dec2014
,Rongo,26,1,12,2014,15dec2014
,Rongo,19,1,12,2014,15dec2014
,Kuria,24,1,12,2014,15dec2014
,Rongo,21,1,12,2014,15dec2014
,Rongo,17,1,12,2014,15dec2014
,Yala,11,1,12,2014,15dec2014
,Migori,16,1,12,2014,16dec2014
,Kuria,16,1,12,2014,15dec2014
,Yala,13,1,12,2014,15dec2014
,Yala,38,1,12,2014,15dec2014
,Migori,15,1,12,2014,28-Jan-15
,Rongo,19,1,12,2014,15dec2014
,Kuria,17,1,12,2014,15dec2014
,Kuria,37,1,12,2014,15dec2014
,Migori,16,1,12,2014,15dec2014
,Migori,22,1,12,2014,15dec2014
,Kuria,17,1,12,2014,15dec2014
,Rongo,17,1,12,2014,17dec2014
,Kuria,17,1,12,2014,15dec2014
,Yala,12,1,12,2014,15dec2014
,Rongo,17,1,12,2014,15dec2014
,Migori,22,1,12,2014,07-Jan-15
,Rongo,18,1,12,2014,15dec2014
,Kuria,13,1,12,2014,15dec2014
,Yala,15,1,12,2014,15dec2014
,Migori,29,1,12,2014,28-Jan-15
,Kuria,20,1,12,2014,15dec2014
,Kuria,21,1,12,2014,15dec2014
,Rongo,26,1,12,2014,15dec2014
,Kuria,19,1,12,2014,15dec2014
,Migori,18,1,12,2014,15dec2014
,Rongo,15,1,12,2014,17dec2014
,Kuria,11,1,12,2014,15dec2014
,Kuria,32,1,12,2014,15dec2014
,Rongo,32,1,12,2014,20dec2014
,Migori,16,1,12,2014,16dec2014
,Kuria,25,1,12,2014,15dec2014
,Migori,36,1,12,2014,18dec2014
,Migori,33,1,12,2014,28-Jan-15
,Migori,32,1,12,2014,15dec2014
,Yala,10,1,12,2014,15dec2014
,Yala,16,1,12,2014,15dec2014
,Rongo,19,1,12,2014,15dec2014
,Migori,19,1,12,2014,18dec2014
,Rongo,22,1,12,2014,15dec2014
,Rongo,18,1,12,2014,16dec2014
,Kuria,23,1,12,2014,16dec2014
,Rongo,15,1,12,2014,17dec2014
,Yala,18,1,12,2014,16dec2014
,Rongo,28,1,12,2014,16dec2014
,Migori,23,1,12,2014,20dec2014
,Migori,20,1,12,2014,07-Jan-15
,Kuria,30,1,12,2014,16dec2014
,Yala,17,1,12,2014,16dec2014
,Rongo,24,1,12,2014,16dec2014
,Kuria,21,1,12,2014,16dec2014
,Kuria,17,1,12,2014,16dec2014
,Kuria,22,1,12,2014,16dec2014
,Kuria,15,1,12,2014,16dec2014
,Rongo,23,1,12,2014,16dec2014
,Rongo,25,1,12,2014,16dec2014
,Rongo,21,1,12,2014,16dec2014
,Migori,21,1,12,2014,16dec2014
,Yala,20,1,12,2014,16dec2014
